gml_id,sa3_name16,sa3_code16,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f8f,St Marys,"12405","229","13","7","0","0","245","115","6","0","0","0","125","108","4","0","0","0","111","162","15","4","0","0","177","250","19","10","0","0","278","788","86","18","0","0","888","1075","126","25","0","0","1224","1756","160","17","0","3","1935","785","41","3","0","3","835","477","23","0","0","0","499","183","4","0","0","0","189","317","11","0","0","0","331","6229","513","80","3","4","6834"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f90,Auburn,"12501","249","63","152","3","0","471","74","20","41","0","0","141","73","8","29","0","0","113","97","25","79","0","0","202","122","30","100","0","0","255","381","97","358","8","0","850","393","115","473","3","0","981","677","262","783","8","6","1739","395","153","361","0","3","906","450","180","262","0","4","900","309","112","133","0","4","559","209","44","86","0","0","341","3428","1115","2872","29","23","7461"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f91,Carlingford,"12502","327","98","31","0","0","460","76","26","6","0","0","111","74","20","18","0","0","114","102","42","12","0","0","148","152","40","19","0","0","210","408","171","44","0","3","633","407","216","125","0","0","748","865","468","174","0","3","1510","595","330","108","0","0","1034","929","322","55","0","5","1320","706","159","27","0","0","887","224","78","18","0","0","321","4865","1966","635","6","18","7487"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f92,Merrylands - Guildford,"12503","523","105","63","3","3","691","173","26","22","0","0","227","149","23","29","3","0","202","257","37","54","0","0","344","346","62","81","5","0","493","1016","219","307","5","6","1558","1216","340","404","0","5","1964","2299","608","405","12","6","3326","1517","328","142","10","3","1995","1426","235","74","9","3","1743","688","110","40","8","0","848","550","84","50","0","0","690","10155","2173","1675","55","26","14084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f93,Parramatta,"12504","401","96","178","0","0","680","114","34","45","3","0","195","100","38","49","0","0","181","153","42","106","0","0","305","183","66","143","3","0","397","645","205","524","4","8","1385","753","317","776","3","3","1848","1384","641","1150","9","5","3189","1095","414","471","8","6","1992","1307","310","252","9","10","1886","749","117","126","0","4","1002","314","68","120","0","3","508","7196","2347","3931","43","40","13563"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f94,Pennant Hills - Epping,"12601","346","27","53","0","0","429","73","10","7","0","0","92","72","8","6","0","0","85","74","3","16","0","0","92","108","23","12","0","0","144","297","36","64","0","0","393","272","48","81","0","0","394","527","64","163","0","0","760","437","62","104","0","0","608","840","75","93","0","0","1009","1044","59","35","0","0","1137","191","16","9","0","0","219","4287","414","642","4","6","5356"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f95,Ryde - Hunters Hill,"12602","639","135","179","0","3","954","141","39","41","0","0","218","120","47","41","0","0","205","152","57","64","3","0","276","242","71","119","0","3","432","651","172","354","0","0","1178","511","171","501","4","4","1191","1178","433","848","3","5","2463","793","341","483","3","0","1616","1446","375","376","0","5","2201","2246","284","147","0","11","2688","460","93","96","0","6","657","8575","2205","3251","14","33","14078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f96,Bringelly - Green Valley,"12701","464","21","0","0","0","486","151","0","0","0","0","150","148","8","0","0","0","156","201","12","0","0","0","213","341","24","0","0","0","359","1128","75","0","0","4","1216","1337","107","4","0","0","1450","2769","210","3","7","8","2992","2164","85","3","0","4","2261","1914","53","0","3","5","1974","815","18","0","0","8","840","593","30","0","0","4","628","12024","646","13","12","34","12727"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f97,Fairfield,"12702","765","88","78","9","4","939","289","47","28","0","0","371","215","28","27","3","0","280","394","47","55","4","4","498","526","88","93","3","0","707","1562","254","254","8","3","2080","1738","349","255","11","4","2360","2975","437","115","27","5","3567","1514","167","26","3","3","1714","1410","105","18","9","3","1542","720","36","19","3","0","775","683","79","26","11","0","801","12785","1735","989","80","33","15629"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f98,Liverpool,"12703","444","48","45","3","0","540","143","22","28","0","0","188","120","21","19","0","0","157","190","25","48","0","0","261","292","44","72","0","0","410","933","140","267","0","5","1339","1327","282","312","3","3","1927","2489","415","248","7","4","3162","1776","190","59","3","7","2032","1726","93","31","3","5","1857","717","38","18","0","0","776","507","62","40","0","3","614","10648","1367","1196","18","27","13267"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f99,Cronulla - Miranda - Caringbah,"12801","452","69","105","0","0","625","146","20","40","0","0","210","93","21","35","0","0","153","136","38","64","0","0","239","228","60","84","3","0","368","646","133","308","0","0","1088","643","177","440","0","4","1258","1252","317","680","0","0","2246","1072","282","383","3","6","1747","1914","355","279","3","7","2558","2243","202","134","6","3","2589","503","70","90","0","0","662","9337","1739","2636","19","25","13752"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f9a,Sutherland - Menai - Heathcote,"12802","559","53","45","0","0","662","180","21","17","0","0","222","163","14","22","0","0","203","241","28","37","0","0","307","320","54","59","0","0","434","1022","119","163","0","0","1307","1071","165","243","3","0","1487","2251","375","418","0","5","3052","1931","297","209","5","0","2445","2878","295","121","0","8","3295","1589","99","42","4","7","1743","532","48","36","0","0","623","12742","1580","1420","12","20","15773"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f9b,Ballarat,"20101","504","38","4","7","0","547","361","32","0","0","0","395","339","29","9","0","0","376","638","61","9","8","3","719","1074","88","3","3","0","1171","2988","244","21","5","11","3276","2596","171","15","6","5","2793","1988","96","4","6","8","2104","632","23","0","3","0","660","407","23","0","3","0","433","236","7","0","0","0","244","460","28","0","0","3","493","12217","835","74","40","37","13210"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f9c,Creswick - Daylesford - Ballan,"20102","211","0","3","12","3","221","153","0","0","6","0","156","145","0","0","7","0","146","256","0","0","15","0","269","339","0","0","7","5","352","777","3","5","27","16","820","741","0","3","13","3","760","666","0","0","18","5","688","256","0","0","3","0","254","151","0","0","3","0","157","101","0","0","0","0","100","259","0","0","4","3","265","4039","8","6","110","38","4203"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f9d,Maryborough - Pyrenees,"20103","217","0","0","3","0","223","206","0","0","3","0","209","172","5","0","0","0","178","333","4","0","0","0","339","425","0","0","3","3","431","758","6","0","3","0","775","483","0","0","0","3","489","271","0","0","0","0","275","80","0","0","0","0","84","37","0","0","0","0","37","33","0","0","0","0","35","185","3","0","3","0","200","3207","20","3","21","9","3264"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f9e,Bendigo,"20201","536","15","5","0","3","567","374","10","3","0","0","391","329","12","3","0","0","348","653","26","4","0","0","684","929","37","3","3","3","972","2795","89","18","3","5","2909","2701","46","11","3","3","2768","1918","32","8","4","7","1959","518","3","0","0","3","525","346","8","0","0","0","353","180","6","0","0","0","187","481","3","0","3","0","487","11760","291","56","15","28","12152"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5f9f,Heathcote - Castlemaine - Kyneton,"20202","392","3","0","3","6","413","231","0","3","3","5","242","214","0","0","0","0","215","366","0","3","0","0","378","509","3","0","3","4","516","1345","7","10","0","13","1377","1266","4","3","6","8","1284","1166","8","0","4","14","1191","428","0","0","0","3","438","320","0","0","0","4","326","165","0","0","4","0","169","332","5","0","3","0","340","6748","35","21","27","59","6891"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa0,Loddon - Elmore,"20203","131","0","0","0","0","132","116","0","0","5","0","121","78","0","0","3","0","80","148","0","0","0","0","148","155","0","0","0","3","157","266","0","0","4","0","266","153","0","0","0","0","152","128","0","0","0","0","128","55","0","0","3","3","59","32","0","0","3","0","31","19","0","0","0","0","19","94","0","0","0","0","101","1370","0","0","21","15","1404"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa1,Barwon - West,"20301","135","0","0","0","0","135","87","0","0","0","0","89","64","0","0","0","0","66","120","0","0","0","0","125","183","0","0","0","0","184","534","0","0","5","3","543","587","0","0","0","0","593","727","3","0","0","0","735","264","0","0","0","0","269","180","0","0","3","0","178","103","0","0","0","0","103","178","0","0","0","0","180","3158","3","4","15","7","3192"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa2,Geelong,"20302","1101","68","11","0","0","1181","611","43","7","0","0","668","529","44","11","0","3","583","1077","80","23","3","0","1179","1484","134","34","7","0","1653","4228","322","87","12","10","4662","4630","272","42","13","10","4966","4448","194","34","22","9","4703","1503","63","12","5","3","1581","1049","39","5","3","0","1099","543","25","0","3","4","568","979","59","18","3","0","1061","22173","1344","282","76","41","23913"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa3,Surf Coast - Bellarine Peninsula,"20303","415","16","3","0","0","442","202","8","0","0","0","214","197","8","0","0","0","211","310","20","0","0","0","332","439","18","5","0","0","466","1310","52","7","3","0","1373","1593","45","11","3","4","1651","2036","53","7","3","8","2105","854","24","3","0","3","885","690","12","4","0","4","707","361","11","5","0","0","382","402","15","3","0","3","429","8824","290","49","11","28","9194"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa4,Upper Goulburn Valley,"20401","357","8","3","0","3","370","228","0","3","0","0","229","228","3","3","3","0","240","403","3","4","0","3","415","578","4","5","4","4","599","1478","8","3","6","4","1505","1264","13","6","0","4","1284","962","0","7","6","5","978","323","3","0","0","3","332","241","4","0","0","3","254","145","0","3","3","0","155","385","3","0","5","9","402","6608","42","38","32","36","6755"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa5,Wangaratta - Benalla,"20402","277","3","0","0","3","285","208","0","0","0","0","211","178","0","8","0","0","186","391","13","4","0","0","414","580","16","10","7","0","607","1456","22","10","3","6","1500","1050","15","6","0","6","1073","732","3","0","3","3","745","252","0","0","3","0","256","145","3","0","0","0","151","84","0","0","0","5","84","287","3","0","3","0","295","5639","82","44","22","21","5810"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa6,Wodonga - Alpine,"20403","392","9","5","0","3","409","267","5","3","0","0","275","229","10","4","0","3","244","483","16","7","3","3","520","683","24","12","3","8","731","1952","64","18","8","9","2049","1842","19","10","0","8","1873","1342","7","10","9","17","1384","420","3","0","0","4","439","296","0","7","0","12","310","162","0","3","0","3","167","371","6","8","0","3","388","8447","166","77","23","72","8789"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa7,Baw Baw,"20501","355","8","3","5","0","366","182","6","3","0","0","186","158","3","0","0","0","156","307","3","0","0","0","314","450","13","9","0","3","475","1409","17","12","0","3","1443","1382","3","3","0","3","1392","1140","0","0","4","3","1150","375","0","0","0","3","381","271","0","0","0","0","276","153","0","0","0","0","161","315","5","3","0","0","327","6504","56","33","15","19","6629"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa8,Gippsland - East,"20502","309","7","3","0","3","323","207","5","3","3","0","219","193","5","0","0","0","198","352","0","3","7","0","364","501","4","0","0","3","508","1173","5","4","4","8","1190","867","3","0","0","4","880","598","0","3","4","7","614","177","0","0","0","0","178","143","0","0","0","0","142","77","0","0","4","0","83","250","3","0","4","3","261","4852","48","21","20","31","4965"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fa9,Gippsland - South West,"20503","440","3","0","0","0","453","297","3","3","0","0","303","248","6","0","0","3","253","484","8","4","6","0","491","630","5","4","3","0","635","1603","15","5","10","5","1630","1329","6","8","0","8","1354","1103","14","0","0","5","1129","358","0","0","3","4","366","258","3","3","0","4","267","174","3","0","3","3","183","407","3","3","0","7","414","7325","64","33","27","36","7486"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5faa,Latrobe Valley,"20504","389","13","12","0","0","420","358","13","10","0","0","384","391","7","10","0","0","411","874","17","17","4","3","906","1134","21","14","0","0","1170","2275","37","17","0","3","2333","1553","10","16","0","3","1575","1268","7","0","0","0","1285","358","0","0","0","0","357","217","4","0","0","0","217","139","0","0","0","0","144","405","6","4","0","0","421","9362","135","103","11","15","9628"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fab,Wellington,"20505","321","4","5","3","6","328","213","4","0","0","3","220","192","3","4","0","3","204","380","3","4","3","0","392","559","14","5","0","0","574","1241","10","3","0","4","1265","972","5","7","3","3","987","680","0","0","9","6","691","237","0","0","0","0","240","161","0","0","0","4","170","103","0","0","0","0","109","244","0","0","0","4","251","5313","43","25","20","25","5431"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fac,Brunswick - Coburg,"20601","319","103","50","3","3","475","122","43","31","0","0","188","97","36","19","0","3","152","140","51","26","0","0","216","224","73","66","0","0","364","567","227","241","3","3","1035","583","280","332","3","8","1210","979","465","455","6","3","1908","723","347","176","0","5","1251","881","300","107","3","8","1293","559","139","46","0","0","744","256","88","47","0","0","393","5444","2145","1590","21","37","9231"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fad,Darebin - South,"20602","235","70","24","3","0","327","92","29","19","0","0","132","69","17","9","0","0","93","88","29","20","0","0","140","116","47","41","0","0","202","345","136","158","3","3","644","329","160","177","0","0","664","615","284","183","8","4","1085","392","193","79","0","3","665","545","247","55","0","3","850","540","151","30","0","0","717","168","45","29","0","0","245","3521","1405","807","18","15","5762"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fae,Essendon,"20603","282","61","62","0","0","400","75","31","13","0","0","128","53","31","23","0","0","108","100","37","23","0","0","158","111","48","56","0","0","216","370","150","188","0","6","710","370","184","263","3","3","828","593","269","346","10","3","1224","462","245","109","3","0","828","734","253","89","0","6","1083","785","143","39","0","3","974","238","50","33","0","0","327","4180","1511","1242","17","24","6974"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5faf,Melbourne City,"20604","38","143","528","0","4","718","3","35","94","0","0","132","3","16","81","0","0","104","6","42","154","0","0","207","14","61","229","0","0","311","33","140","941","0","3","1119","41","166","1133","3","3","1342","66","288","1702","3","4","2070","44","228","861","0","9","1146","69","300","695","0","0","1064","101","339","542","4","7","988","24","79","239","0","0","342","442","1834","7212","16","45","9552"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb0,Port Phillip,"20605","115","204","274","5","0","599","23","52","84","4","0","162","12","43","90","3","0","144","22","46","131","0","0","203","27","90","214","3","0","340","101","213","664","11","4","997","82","230","874","20","0","1204","152","425","1387","22","3","1994","100","313","748","10","7","1174","215","560","608","7","4","1392","440","980","451","5","0","1874","97","155","194","5","8","446","1397","3312","5714","88","28","10530"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb1,Whitehorse - West,"20703","615","172","43","0","3","835","183","44","12","0","0","244","158","43","9","0","0","209","200","65","24","0","0","291","314","99","30","0","0","441","820","251","94","0","3","1170","836","272","123","0","3","1235","1402","516","133","3","3","2060","932","278","42","4","6","1260","1262","293","42","0","8","1602","1060","146","14","0","0","1222","378","65","9","0","0","455","8173","2246","569","10","28","11027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb2,Bayside,"20801","553","132","43","4","4","736","141","47","12","0","0","200","113","38","7","0","0","161","154","61","17","0","0","234","209","73","30","0","0","313","620","198","95","7","4","924","564","214","111","9","5","902","1133","376","198","20","14","1730","759","331","91","10","3","1202","1310","387","94","11","8","1808","2295","377","70","4","17","2764","523","100","31","0","3","664","8382","2325","806","59","58","11624"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb3,Darebin - North,"20902","376","103","13","4","0","502","152","43","4","0","0","198","131","34","5","0","0","169","203","85","17","3","0","303","296","100","30","0","0","426","844","348","99","4","3","1299","887","491","125","6","4","1515","1409","557","133","7","7","2111","750","243","23","5","3","1024","767","137","29","4","0","936","365","73","13","3","0","452","336","86","25","0","3","452","6500","2313","514","45","25","9391"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb4,Nillumbik - Kinglake,"20903","526","7","0","0","0","538","228","3","0","0","0","236","172","10","0","5","0","186","293","9","3","0","0","307","444","7","3","0","0","460","1155","28","13","3","5","1205","1334","42","29","0","0","1403","2178","49","31","0","4","2265","1341","25","16","0","5","1380","1288","15","8","0","0","1310","714","9","6","0","0","722","477","10","3","0","3","494","10148","205","108","13","17","10495"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb5,Whittlesea - Wallan,"20904","1047","122","11","0","0","1176","459","51","6","0","0","520","421","55","7","0","0","489","753","75","14","0","0","842","1062","128","19","0","0","1208","3547","541","80","0","11","4174","5602","766","74","3","9","6462","8120","648","47","5","10","8834","2837","189","15","0","5","3045","1677","112","5","3","0","1797","850","65","0","0","0","919","1279","119","12","0","0","1411","27656","2871","289","7","39","30871"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb6,Keilor,"21001","325","77","3","0","0","406","127","18","0","0","0","142","94","25","0","0","0","122","152","40","0","0","4","195","208","52","4","0","0","265","579","174","7","5","0","767","627","232","9","3","3","875","1025","330","21","5","3","1383","656","191","7","6","0","858","680","185","5","0","0","870","414","75","0","0","0","487","316","66","0","4","0","383","5201","1462","54","32","11","6764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb7,Macedon Ranges,"21002","192","3","0","0","0","203","108","0","0","0","0","108","79","3","0","0","0","85","153","9","0","0","0","166","186","4","0","0","0","195","612","21","5","0","3","640","760","25","0","0","3","795","1079","10","5","0","0","1101","537","10","0","0","0","549","452","3","0","0","0","452","270","0","0","0","0","273","254","3","0","0","0","253","4682","97","12","0","15","4810"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb8,Kingston,"20803","552","214","76","3","3","847","201","86","19","0","0","317","184","59","34","0","0","274","307","124","65","0","0","496","395","194","89","3","0","673","1170","510","278","3","5","1969","1336","659","392","7","6","2396","2287","965","488","3","10","3761","1453","577","171","3","5","2204","1608","471","107","3","5","2200","787","212","51","0","6","1061","514","163","62","3","0","740","10799","4229","1824","29","44","16931"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_5fb9,Stonnington - East,"20804","242","58","38","0","3","341","44","16","6","0","0","63","24","19","11","0","0","53","34","20","19","0","0","73","67","32","27","0","0","130","190","70","105","0","0","359","159","80","128","6","0","373","293","160","168","3","3","629","200","85","62","3","0","350","350","155","67","0","0","573","972","177","37","0","3","1185","182","36","14","0","4","241","2745","900","681","25","13","4358"
