tpp_australian_labor_party_percentage, tpp_swing, tpp_liberal_national_coalition_percentage, state, polling_place_id
31.73,-0.9,68.27,"NSW","502"
46.23,-6.98,53.77,"NSW","503"
55.19,3.03,44.81,"NSW","504"
48.84,-6.47,51.16,"NSW","506"
51.28,1.27,48.72,"NSW","507"
35.99,-2.47,64.01,"NSW","31458"
32.62,4.74,67.38,"NSW","510"
34.13,-2.84,65.87,"NSW","32333"
43.35,2.94,56.65,"NSW","511"
56.52,17.16,43.48,"NSW","14041"
38.91,-9.95,61.09,"NSW","512"
34.04,-2.29,65.96,"NSW","514"
25.2,5.78,74.8,"NSW","515"
57.5,-2.03,42.5,"NSW","516"
25.41,29.46,74.59,"NSW","97476"
44.0,-6.25,56.0,"NSW","517"
44.4,-4.16,55.6,"NSW","519"
44.26,-1.55,55.74,"NSW","520"
33.8,-3.59,66.2,"NSW","521"
49.28,-1.56,50.72,"NSW","522"
22.02,2.4,77.98,"NSW","523"
28.47,10.75,71.53,"NSW","527"
70.86,-4.93,29.14,"NSW","1661"
58.93,-3.04,41.07,"NSW","31754"
59.87,-3.24,40.13,"NSW","1662"
75.77,4.46,24.23,"NSW","1664"
69.23,11.72,30.77,"NSW","65460"
68.21,-6.0,31.79,"NSW","1668"
63.76,-0.66,36.24,"NSW","1666"
64.71,-3.49,35.29,"NSW","97579"
62.4,0.34,37.6,"NSW","1199"
72.45,-1.4,27.55,"NSW","539"
58.58,-1.11,41.42,"NSW","11499"
66.16,1.03,33.84,"NSW","1678"
70.85,-1.62,29.15,"NSW","1679"
63.02,-1.43,36.98,"NSW","83621"
61.48,3.74,38.52,"NSW","65820"
62.3,-2.05,37.7,"NSW","30105"
66.46,1.65,33.54,"NSW","1682"
61.16,1.46,38.84,"NSW","542"
57.69,0.81,42.31,"NSW","543"
72.33,-5.38,27.67,"NSW","544"
51.13,3.72,48.87,"NSW","1212"
58.79,1.62,41.21,"NSW","1213"
64.58,-5.11,35.42,"NSW","546"
76.31,1.67,23.69,"NSW","550"
66.27,-5.06,33.73,"NSW","555"
61.29,-2.79,38.71,"NSW","553"
61.29,0.39,38.71,"NSW","554"
60.35,-3.21,39.65,"NSW","1689"
69.5,3.91,30.5,"NSW","556"
76.53,3.67,23.47,"NSW","557"
69.02,1.4,30.98,"NSW","1696"
61.31,-4.49,38.69,"NSW","1229"
64.29,-0.19,35.71,"NSW","14046"
62.11,4.05,37.89,"NSW","1699"
67.69,0.32,32.31,"NSW","1703"
61.47,-3.01,38.53,"NSW","1704"
64.2,-0.87,35.8,"NSW","1705"
65.26,1.74,34.74,"NSW","11923"
64.06,0.63,35.94,"NSW","561"
55.56,10.16,44.44,"NSW","83549"
68.66,-7.58,31.34,"NSW","83645"
77.76,0.14,22.24,"NSW","562"
76.87,3.44,23.13,"NSW","563"
68.74,-5.48,31.26,"NSW","565"
58.03,0.9,41.97,"NSW","34033"
67.73,-6.14,32.27,"NSW","83535"
65.94,-5.49,34.06,"NSW","568"
73.0,-3.92,27.0,"NSW","566"
60.07,-0.6,39.93,"NSW","551"
68.73,-0.67,31.27,"NSW","1235"
63.3,-1.45,36.7,"NSW","1709"
68.92,-4.18,31.08,"NSW","1710"
62.63,0.91,37.37,"NSW","1711"
43.84,14.47,56.16,"NSW","83371"
50.81,0.12,49.19,"NSW","574"
53.54,2.23,46.46,"NSW","11953"
50.26,4.9,49.74,"NSW","576"
49.92,2.81,50.08,"NSW","577"
61.19,5.92,38.81,"NSW","578"
44.44,11.12,55.56,"NSW","65450"
58.74,5.08,41.26,"NSW","583"
53.61,3.18,46.39,"NSW","33778"
55.06,2.47,44.94,"NSW","585"
45.75,11.76,54.25,"NSW","83370"
0.0,-50.43,0.0,"NSW","30106"
37.62,1.67,62.38,"NSW","621"
37.37,3.04,62.63,"NSW","587"
55.03,0.09,44.97,"NSW","83372"
59.02,6.83,40.98,"NSW","589"
54.03,1.29,45.97,"NSW","622"
43.3,-5.48,56.7,"NSW","591"
44.89,-5.8,55.11,"NSW","592"
58.77,5.58,41.23,"NSW","593"
52.74,12.94,47.26,"NSW","83373"
52.09,4.84,47.91,"NSW","594"
58.19,2.72,41.81,"NSW","595"
29.35,2.81,70.65,"NSW","596"
59.83,6.96,40.17,"NSW","31417"
47.23,3.74,52.77,"NSW","598"
51.17,2.42,48.83,"NSW","599"
52.92,0.15,47.08,"NSW","612"
52.27,-1.12,47.73,"NSW","32758"
54.36,3.2,45.64,"NSW","604"
54.55,3.85,45.45,"NSW","2614"
52.63,-3.58,47.37,"NSW","605"
47.69,4.04,52.31,"NSW","607"
49.43,2.16,50.57,"NSW","573"
58.06,6.38,41.94,"NSW","14048"
54.62,3.02,45.38,"NSW","611"
52.66,-4.22,47.34,"NSW","606"
46.87,3.94,53.13,"NSW","34247"
54.76,2.3,45.24,"NSW","613"
57.37,4.39,42.63,"NSW","614"
57.45,-0.5,42.55,"NSW","615"
50.02,4.58,49.98,"NSW","33814"
57.01,6.02,42.99,"NSW","616"
47.84,3.55,52.16,"NSW","617"
55.91,0.16,44.09,"NSW","33813"
40.89,-0.04,59.11,"NSW","80293"
44.84,0.25,55.16,"NSW","619"
43.67,7.08,56.33,"NSW","83374"
62.8,4.22,37.2,"NSW","12074"
49.16,4.29,50.84,"NSW","46404"
58.61,2.76,41.39,"NSW","2634"
45.31,-0.21,54.69,"NSW","46431"
56.33,0.96,43.67,"NSW","2630"
43.27,10.09,56.73,"NSW","624"
43.18,-4.83,56.82,"NSW","625"
54.26,0.28,45.74,"NSW","31464"
52.21,-4.26,47.79,"NSW","628"
33.48,6.94,66.52,"NSW","666"
39.12,5.64,60.88,"NSW","1242"
49.49,-4.92,50.51,"NSW","668"
55.56,1.1,44.44,"NSW","1247"
54.19,9.22,45.81,"NSW","672"
58.65,2.32,41.35,"NSW","673"
54.34,5.38,45.66,"NSW","33920"
50.29,7.73,49.71,"NSW","675"
58.97,-2.82,41.03,"NSW","676"
36.85,8.66,63.15,"NSW","677"
37.6,7.89,62.4,"NSW","1250"
44.44,-24.44,55.56,"NSW","65642"
55.1,1.16,44.9,"NSW","680"
38.7,11.71,61.3,"NSW","681"
39.1,1.38,60.9,"NSW","1255"
55.9,-1.73,44.1,"NSW","682"
46.12,-0.37,53.88,"NSW","683"
54.8,3.31,45.2,"NSW","684"
51.15,1.24,48.85,"NSW","685"
50.4,1.99,49.6,"NSW","83842"
58.52,4.24,41.48,"NSW","687"
64.64,-2.69,35.36,"NSW","688"
71.61,-6.3,28.39,"NSW","690"
60.25,-0.89,39.75,"NSW","691"
44.19,5.65,55.81,"NSW","692"
50.7,3.1,49.3,"NSW","694"
42.7,4.04,57.3,"NSW","33921"
35.43,-0.23,64.57,"NSW","696"
53.45,0.36,46.55,"NSW","697"
40.0,7.06,60.0,"NSW","698"
64.29,35.71,35.71,"NSW","30108"
43.41,5.28,56.59,"NSW","699"
47.91,2.37,52.09,"NSW","82536"
59.02,-7.89,40.98,"NSW","933"
49.36,-2.03,50.64,"NSW","31436"
48.09,-1.63,51.91,"NSW","701"
41.22,-1.56,58.78,"NSW","33922"
22.22,0.86,77.78,"NSW","799"
35.48,10.76,64.52,"NSW","800"
65.79,0.88,34.21,"NSW","702"
52.68,-1.16,47.32,"NSW","703"
49.35,1.86,50.65,"NSW","679"
44.07,2.18,55.93,"NSW","33923"
44.79,-0.18,55.21,"NSW","704"
51.31,-1.48,48.69,"NSW","1301"
52.61,8.72,47.39,"NSW","65194"
53.17,3.53,46.83,"NSW","710"
49.76,1.33,50.24,"NSW","33924"
35.33,8.75,64.67,"NSW","712"
53.64,-1.19,46.36,"NSW","714"
47.62,6.43,52.38,"NSW","32991"
59.76,7.5,40.24,"NSW","716"
60.21,4.69,39.79,"NSW","717"
60.79,-0.72,39.21,"NSW","718"
57.91,-2.79,42.09,"NSW","719"
63.14,-1.73,36.86,"NSW","720"
60.04,3.58,39.96,"NSW","722"
52.78,2.76,47.22,"NSW","33925"
60.96,4.86,39.04,"NSW","723"
61.94,-0.32,38.06,"NSW","724"
33.33,9.91,66.67,"NSW","829"
46.15,3.85,53.85,"NSW","82595"
45.27,-3.02,54.73,"NSW","32915"
90.0,-33.48,10.0,"NSW","14051"
48.51,1.94,51.49,"NSW","1316"
83.08,-3.74,16.92,"NSW","727"
60.49,5.52,39.51,"NSW","728"
39.8,-1.87,60.2,"NSW","31083"
15.38,-6.17,84.62,"NSW","841"
59.09,12.76,40.91,"NSW","730"
50.7,12.93,49.3,"NSW","842"
48.1,1.9,51.9,"NSW","1324"
55.03,3.24,44.97,"NSW","11950"
46.95,1.84,53.05,"NSW","65490"
45.23,0.84,54.77,"NSW","31665"
54.2,-1.51,45.8,"NSW","733"
45.1,0.51,54.9,"NSW","1336"
54.47,2.25,45.53,"NSW","734"
69.36,2.3,30.64,"NSW","735"
55.18,-2.73,44.82,"NSW","1338"
51.83,5.9,48.17,"NSW","11951"
45.8,2.79,54.2,"NSW","46471"
43.0,-4.25,57.0,"NSW","746"
40.39,-2.55,59.61,"NSW","748"
38.38,-3.23,61.62,"NSW","747"
31.91,-2.29,68.09,"NSW","34273"
41.2,0.21,58.8,"NSW","751"
36.8,-5.16,63.2,"NSW","752"
20.94,2.66,79.06,"NSW","755"
20.25,5.23,79.75,"NSW","2482"
23.45,-1.34,76.55,"NSW","756"
32.83,-6.5,67.17,"NSW","757"
21.41,2.67,78.59,"NSW","2484"
25.88,-8.34,74.12,"NSW","758"
10.9,-1.12,89.1,"NSW","759"
41.18,-19.75,58.82,"NSW","65446"
11.36,-3.75,88.64,"NSW","763"
26.44,-3.58,73.56,"NSW","764"
21.36,-1.27,78.64,"NSW","765"
24.53,-7.62,75.47,"NSW","2496"
14.52,-0.02,85.48,"NSW","2498"
33.14,-4.21,66.86,"NSW","773"
31.72,-1.24,68.28,"NSW","774"
27.76,1.31,72.24,"NSW","83620"
27.39,0.93,72.61,"NSW","775"
26.89,-6.13,73.11,"NSW","778"
33.86,5.46,66.14,"NSW","2501"
29.39,-4.0,70.61,"NSW","780"
25.68,-5.07,74.32,"NSW","782"
27.84,72.16,72.16,"NSW","33879"
35.64,-8.11,64.36,"NSW","784"
0.0,-50.0,0.0,"NSW","30109"
22.12,-0.75,77.88,"NSW","65218"
20.87,-4.41,79.13,"NSW","785"
21.02,-2.53,78.98,"NSW","786"
23.43,-2.59,76.57,"NSW","788"
38.6,-3.98,61.4,"NSW","789"
24.11,9.22,75.89,"NSW","2506"
30.95,3.99,69.05,"NSW","2508"
32.3,40.16,67.7,"NSW","58769"
29.53,1.29,70.47,"NSW","2502"
27.44,2.23,72.56,"NSW","2511"
26.57,2.78,73.43,"NSW","33855"
36.05,8.5,63.95,"NSW","2512"
21.73,5.45,78.27,"NSW","2514"
30.01,-2.39,69.99,"NSW","2516"
26.35,-2.54,73.65,"NSW","792"
21.68,12.72,78.32,"NSW","2520"
25.2,-4.11,74.8,"NSW","793"
29.08,0.29,70.92,"NSW","794"
38.45,2.02,61.55,"NSW","795"
26.1,-3.48,73.9,"NSW","797"
25.05,3.75,74.95,"NSW","798"
20.26,2.63,79.74,"NSW","801"
18.56,8.26,81.44,"NSW","2526"
37.01,1.43,62.99,"NSW","805"
42.97,-4.5,57.03,"NSW","806"
30.84,3.79,69.16,"NSW","2527"
32.59,0.89,67.41,"NSW","2528"
39.37,-0.65,60.63,"NSW","2542"
27.0,6.52,73.0,"NSW","83619"
30.79,-4.33,69.21,"NSW","2507"
37.19,-4.55,62.81,"NSW","812"
21.03,-4.1,78.97,"NSW","65225"
26.03,-2.37,73.97,"NSW","815"
24.6,-1.0,75.4,"NSW","818"
28.5,-1.09,71.5,"NSW","820"
15.52,-1.56,84.48,"NSW","821"
30.76,5.36,69.24,"NSW","2536"
33.39,7.76,66.61,"NSW","2537"
32.72,-3.37,67.28,"NSW","33858"
22.22,-3.08,77.78,"NSW","822"
20.25,5.56,79.75,"NSW","2545"
43.13,-5.54,56.87,"NSW","83567"
37.5,9.14,62.5,"NSW","14055"
24.32,-4.38,75.68,"NSW","835"
15.48,15.89,84.52,"NSW","2481"
37.09,-3.78,62.91,"NSW","838"
36.47,-3.05,63.53,"NSW","83569"
25.77,-6.51,74.23,"NSW","839"
25.47,-1.23,74.53,"NSW","840"
31.66,7.31,68.34,"NSW","843"
28.02,-3.28,71.98,"NSW","845"
13.26,-3.84,86.74,"NSW","846"
17.68,5.58,82.32,"NSW","847"
22.16,10.87,77.84,"NSW","2554"
29.44,-2.39,70.56,"NSW","849"
34.19,-0.38,65.81,"NSW","2558"
35.34,-0.6,64.66,"NSW","2565"
22.28,2.7,77.72,"NSW","2566"
18.23,3.12,81.77,"NSW","2567"
36.35,6.55,63.65,"NSW","31643"
72.73,-27.28,27.27,"NSW","65542"
78.48,1.42,21.52,"NSW","865"
72.85,-2.19,27.15,"NSW","11990"
45.65,7.59,54.35,"NSW","2330"
61.77,3.79,38.23,"NSW","2351"
50.36,7.79,49.64,"NSW","8880"
80.46,2.83,19.54,"NSW","868"
73.66,4.03,26.34,"NSW","163"
79.0,-1.78,21.0,"NSW","869"
78.69,-0.62,21.31,"NSW","870"
74.27,1.25,25.73,"NSW","876"
77.02,1.42,22.98,"NSW","2331"
76.04,5.15,23.96,"NSW","2332"
42.3,3.2,57.7,"NSW","872"
0.0,-25.81,0.0,"NSW","30110"
51.74,4.71,48.26,"NSW","11993"
53.65,9.12,46.35,"NSW","873"
73.32,0.12,26.68,"NSW","58661"
67.82,-0.18,32.18,"NSW","80591"
62.6,4.32,37.4,"NSW","874"
54.82,8.68,45.18,"NSW","65206"
75.72,1.69,24.28,"NSW","2348"
64.96,3.34,35.04,"NSW","173"
68.71,3.62,31.29,"NSW","879"
65.7,3.33,34.3,"NSW","884"
65.12,3.92,34.88,"NSW","58778"
69.18,6.27,30.82,"NSW","31750"
62.69,3.9,37.31,"NSW","882"
63.55,7.48,36.45,"NSW","887"
65.54,6.47,34.46,"NSW","888"
43.53,5.2,56.47,"NSW","890"
68.85,2.25,31.15,"NSW","893"
42.55,5.16,57.45,"NSW","80600"
72.0,-2.26,28.0,"NSW","14058"
71.75,1.41,28.25,"NSW","2358"
70.39,3.93,29.61,"NSW","2359"
62.49,4.75,37.51,"NSW","894"
74.21,0.61,25.79,"NSW","896"
50.93,8.71,49.07,"NSW","80602"
55.84,17.6,44.16,"NSW","83928"
72.89,-3.87,27.11,"NSW","80492"
59.05,-1.16,40.95,"NSW","11943"
51.31,-0.52,48.69,"NSW","669"
53.54,-3.32,46.46,"NSW","670"
48.41,-2.3,51.59,"NSW","33919"
64.1,-7.57,35.9,"NSW","671"
47.07,-5.5,52.93,"NSW","2776"
66.67,-23.81,33.33,"NSW","65612"
58.98,-6.59,41.02,"NSW","2777"
57.97,-3.4,42.03,"NSW","11638"
53.73,1.6,46.27,"NSW","686"
54.85,0.15,45.15,"NSW","32478"
55.93,-2.02,44.07,"NSW","908"
47.68,-5.33,52.32,"NSW","909"
54.07,-4.69,45.93,"NSW","916"
56.13,-5.2,43.87,"NSW","917"
54.65,-2.76,45.35,"NSW","918"
0.0,-63.64,0.0,"NSW","30111"
62.73,-4.41,37.27,"NSW","920"
45.28,2.28,54.72,"NSW","922"
55.12,-4.0,44.88,"NSW","2783"
47.06,-0.26,52.94,"NSW","2784"
50.92,-3.69,49.08,"NSW","932"
61.77,-8.28,38.23,"NSW","936"
48.13,-2.31,51.87,"NSW","2788"
56.68,-9.21,43.32,"NSW","938"
54.22,-6.59,45.78,"NSW","2790"
56.83,-4.75,43.17,"NSW","2791"
49.27,-3.74,50.73,"NSW","33746"
57.52,-4.41,42.48,"NSW","31482"
54.28,-6.88,45.72,"NSW","911"
49.66,-1.54,50.34,"NSW","31839"
56.15,-7.75,43.85,"NSW","11637"
64.87,-7.06,35.13,"NSW","942"
57.54,-13.18,42.46,"NSW","705"
53.27,-2.99,46.73,"NSW","2797"
59.83,-7.57,40.17,"NSW","706"
59.72,-4.96,40.28,"NSW","708"
62.64,-7.88,37.36,"NSW","83544"
51.11,-3.6,48.89,"NSW","707"
40.91,1.22,59.09,"NSW","711"
61.78,-2.71,38.22,"NSW","950"
51.54,-1.21,48.46,"NSW","954"
61.61,-8.89,38.39,"NSW","963"
63.91,-2.32,36.09,"NSW","951"
50.0,-4.56,50.0,"NSW","952"
52.26,-6.71,47.74,"NSW","33136"
49.66,-1.7,50.34,"NSW","34039"
46.54,2.04,53.46,"NSW","65193"
60.34,-1.86,39.66,"NSW","31484"
60.42,-1.95,39.58,"NSW","955"
53.0,-4.67,47.0,"NSW","960"
64.22,-5.53,35.78,"NSW","962"
54.19,-6.09,45.81,"NSW","2807"
56.85,-19.35,43.15,"NSW","725"
50.4,0.91,49.6,"NSW","726"
49.59,-3.41,50.41,"NSW","964"
48.28,10.98,51.72,"NSW","14061"
50.98,-6.87,49.02,"NSW","970"
53.85,-1.14,46.15,"NSW","31033"
57.86,-5.8,42.14,"NSW","972"
52.72,-3.1,47.28,"NSW","731"
55.42,-1.55,44.58,"NSW","732"
50.29,-4.82,49.71,"NSW","33747"
53.54,-4.35,46.46,"NSW","974"
56.3,-3.86,43.7,"NSW","83547"
50.73,3.07,49.27,"NSW","34333"
51.01,-2.5,48.99,"NSW","2811"
78.09,-7.65,21.91,"NSW","44534"
78.27,8.88,21.73,"NSW","83727"
74.07,-7.01,25.93,"NSW","2728"
71.4,-0.69,28.6,"NSW","80662"
78.25,-8.24,21.75,"NSW","987"
65.27,2.88,34.73,"NSW","33893"
73.4,-2.86,26.6,"NSW","988"
78.3,-1.2,21.7,"NSW","82588"
65.22,-10.24,34.78,"NSW","2730"
66.0,-6.8,34.0,"NSW","2741"
66.98,-3.69,33.02,"NSW","2731"
64.01,-6.01,35.99,"NSW","2733"
71.64,8.12,28.36,"NSW","83735"
75.0,9.62,25.0,"NSW","65467"
92.49,-3.92,7.51,"NSW","80671"
78.16,2.2,21.84,"NSW","82783"
81.12,3.09,18.88,"NSW","97567"
0.0,0.0,0.0,"NSW","30112"
56.31,2.12,43.69,"NSW","2737"
80.52,0.02,19.48,"NSW","2738"
84.06,-2.65,15.94,"NSW","1012"
77.68,1.54,22.32,"NSW","997"
83.79,0.9,16.21,"NSW","2739"
70.97,13.24,29.03,"NSW","97593"
56.06,-0.14,43.94,"NSW","2745"
62.69,3.87,37.31,"NSW","2746"
70.1,3.45,29.9,"NSW","65692"
73.98,1.18,26.02,"NSW","1004"
72.67,-3.91,27.33,"NSW","2748"
74.08,-5.17,25.92,"NSW","2749"
68.65,15.49,31.35,"NSW","83882"
72.41,-2.28,27.59,"NSW","2750"
75.65,-2.58,24.35,"NSW","2747"
82.6,-4.4,17.4,"NSW","2751"
71.83,-4.17,28.17,"NSW","2753"
69.53,-3.31,30.47,"NSW","2754"
79.65,1.33,20.35,"NSW","1008"
86.35,-2.2,13.65,"NSW","1009"
85.54,4.46,14.46,"NSW","82982"
76.99,0.11,23.01,"NSW","33898"
84.02,-2.56,15.98,"NSW","2757"
88.65,-3.36,11.35,"NSW","82988"
81.56,2.65,18.44,"NSW","97560"
84.32,3.41,15.68,"NSW","12071"
87.08,-2.11,12.92,"NSW","2734"
77.41,-0.08,22.59,"NSW","2758"
77.66,-1.76,22.34,"NSW","2759"
65.04,-6.6,34.96,"NSW","2763"
67.19,13.81,32.81,"NSW","83736"
61.23,-1.55,38.77,"NSW","2729"
81.75,0.24,18.25,"NSW","1467"
84.41,-2.69,15.59,"NSW","2764"
71.04,0.87,28.96,"NSW","2765"
78.65,-3.13,21.35,"NSW","1013"
80.47,-3.28,19.53,"NSW","1015"
80.5,-2.24,19.5,"NSW","1469"
73.09,4.94,26.91,"NSW","14079"
65.6,3.43,34.4,"NSW","65174"
52.18,3.89,47.82,"NSW","34359"
38.87,-0.27,61.13,"NSW","65240"
60.95,5.18,39.05,"NSW","11947"
59.4,5.24,40.6,"NSW","1055"
61.04,2.97,38.96,"NSW","33913"
68.21,3.0,31.79,"NSW","45558"
61.53,4.6,38.47,"NSW","57174"
62.5,-9.17,37.5,"NSW","65407"
60.0,23.33,40.0,"NSW","30113"
63.13,2.23,36.87,"NSW","2254"
49.07,12.74,50.93,"NSW","83591"
52.44,2.07,47.56,"NSW","1043"
49.07,2.17,50.93,"NSW","46555"
65.96,-9.06,34.04,"NSW","33757"
47.09,1.7,52.91,"NSW","38323"
45.78,0.95,54.22,"NSW","1031"
39.99,3.78,60.01,"NSW","1032"
47.9,5.01,52.1,"NSW","32327"
60.19,5.0,39.81,"NSW","1033"
61.24,2.42,38.76,"NSW","1035"
58.97,4.38,41.03,"NSW","11979"
62.21,3.18,37.79,"NSW","11978"
56.26,1.03,43.74,"NSW","1034"
56.23,2.94,43.77,"NSW","1047"
51.94,3.67,48.06,"NSW","11946"
47.94,1.54,52.06,"NSW","31631"
46.46,4.76,53.54,"NSW","1048"
43.65,3.42,56.35,"NSW","1049"
49.72,-1.03,50.28,"NSW","1050"
41.98,11.74,58.02,"NSW","83593"
62.43,0.18,37.57,"NSW","1051"
64.82,2.54,35.18,"NSW","1056"
47.47,8.14,52.53,"NSW","1052"
59.57,4.22,40.43,"NSW","1042"
47.54,1.01,52.46,"NSW","1053"
55.52,1.4,44.48,"NSW","1029"
62.48,2.9,37.52,"NSW","1054"
49.69,4.18,50.31,"NSW","47683"
42.19,6.48,57.81,"NSW","83594"
64.71,-0.42,35.29,"NSW","14082"
43.84,2.94,56.16,"NSW","47684"
47.55,3.51,52.45,"NSW","83659"
48.46,1.8,51.54,"NSW","82532"
57.44,3.76,42.56,"NSW","1040"
36.34,8.42,63.66,"NSW","1810"
31.43,2.33,68.57,"NSW","31034"
31.06,1.1,68.94,"NSW","1192"
33.28,0.24,66.72,"NSW","97412"
35.5,-3.33,64.5,"NSW","97413"
27.77,0.58,72.23,"NSW","11949"
66.67,-5.13,33.33,"NSW","65415"
40.7,-3.16,59.3,"NSW","1194"
60.35,-4.39,39.65,"NSW","1195"
63.13,-20.27,36.87,"NSW","97577"
51.74,-5.65,48.26,"NSW","1201"
0.0,0.0,0.0,"NSW","30115"
45.55,-0.28,54.45,"NSW","1202"
39.56,5.66,60.44,"NSW","83573"
40.17,2.33,59.83,"NSW","58665"
42.27,-2.04,57.73,"NSW","1204"
42.19,1.93,57.81,"NSW","1193"
39.5,0.86,60.5,"NSW","1205"
42.96,-3.91,57.04,"NSW","427"
37.0,2.25,63.0,"NSW","1208"
47.56,-2.59,52.44,"NSW","1210"
48.21,-5.98,51.79,"NSW","1211"
47.64,-0.46,52.36,"NSW","1214"
42.71,1.95,57.29,"NSW","83604"
30.87,-1.77,69.13,"NSW","1215"
30.53,-1.44,69.47,"NSW","83570"
49.84,-2.54,50.16,"NSW","1216"
47.97,-1.75,52.03,"NSW","1217"
34.7,-0.4,65.3,"NSW","431"
41.64,-0.42,58.36,"NSW","1218"
39.51,-2.19,60.49,"NSW","432"
41.3,0.26,58.7,"NSW","80821"
47.38,-3.26,52.62,"NSW","1220"
38.09,2.01,61.91,"NSW","1222"
36.62,-1.37,63.38,"NSW","32901"
33.12,1.65,66.88,"NSW","1191"
36.53,1.75,63.47,"NSW","64729"
38.22,5.26,61.78,"NSW","1223"
39.66,3.8,60.34,"NSW","83561"
41.65,-2.17,58.35,"NSW","1225"
40.93,-1.42,59.07,"NSW","83572"
49.68,-0.16,50.32,"NSW","1230"
49.91,-2.04,50.09,"NSW","12076"
44.33,-0.36,55.67,"NSW","11940"
47.37,5.33,52.63,"NSW","14089"
38.55,4.98,61.45,"NSW","31272"
37.81,4.87,62.19,"NSW","83612"
43.46,-2.39,56.54,"NSW","34235"
37.18,1.17,62.82,"NSW","31035"
35.38,3.53,64.62,"NSW","1236"
41.18,-0.11,58.82,"NSW","1237"
46.76,3.2,53.24,"NSW","1660"
37.8,2.37,62.2,"NSW","1663"
37.18,5.53,62.82,"NSW","83831"
32.41,2.04,67.59,"NSW","902"
33.52,-5.99,66.48,"NSW","903"
50.0,21.43,50.0,"NSW","65641"
33.43,5.65,66.57,"NSW","904"
41.43,-4.38,58.57,"NSW","65165"
42.7,4.62,57.3,"NSW","905"
28.39,3.04,71.61,"NSW","866"
47.98,-5.29,52.02,"NSW","906"
34.86,3.74,65.14,"NSW","907"
44.78,4.67,55.22,"NSW","1669"
29.8,1.13,70.2,"NSW","1670"
35.02,1.93,64.98,"NSW","11960"
35.71,2.64,64.29,"NSW","1671"
30.84,3.5,69.16,"NSW","65167"
38.94,0.39,61.06,"NSW","1673"
35.59,-7.22,64.41,"NSW","32479"
27.55,-0.01,72.45,"NSW","33738"
25.65,-1.12,74.35,"NSW","1677"
52.02,-16.82,47.98,"NSW","910"
40.83,-2.33,59.17,"NSW","11962"
31.28,-0.05,68.72,"NSW","915"
37.13,-0.43,62.87,"NSW","919"
34.69,11.39,65.31,"NSW","30116"
37.29,-2.07,62.71,"NSW","1680"
39.08,5.13,60.92,"NSW","83048"
43.19,-6.86,56.81,"NSW","921"
14.08,8.35,85.92,"NSW","923"
49.59,1.98,50.41,"NSW","924"
46.34,-0.72,53.66,"NSW","926"
44.23,4.54,55.77,"NSW","928"
37.88,1.58,62.12,"NSW","33866"
42.81,2.84,57.19,"NSW","929"
40.15,0.66,59.85,"NSW","930"
18.95,6.05,81.05,"NSW","931"
25.28,-0.73,74.72,"NSW","1674"
41.08,1.01,58.92,"NSW","934"
41.53,5.47,58.47,"NSW","2787"
23.13,-2.92,76.87,"NSW","940"
23.88,2.77,76.12,"NSW","883"
38.16,4.27,61.84,"NSW","943"
28.07,3.53,71.93,"NSW","83534"
39.23,3.05,60.77,"NSW","11991"
44.37,3.04,55.63,"NSW","36407"
26.18,5.29,73.82,"NSW","1688"
38.5,4.46,61.5,"NSW","1690"
42.72,6.42,57.28,"NSW","11992"
36.28,12.85,63.72,"NSW","83429"
32.95,4.58,67.05,"NSW","1691"
21.24,0.65,78.76,"NSW","1692"
40.17,-0.04,59.83,"NSW","1693"
40.8,-5.87,59.2,"NSW","959"
43.72,-0.36,56.28,"NSW","82977"
26.47,20.2,73.53,"NSW","14092"
41.82,4.63,58.18,"NSW","1698"
43.89,-4.66,56.11,"NSW","967"
40.53,-3.42,59.47,"NSW","968"
25.56,-0.35,74.44,"NSW","969"
29.88,3.65,70.12,"NSW","1700"
36.54,5.45,63.46,"NSW","1702"
26.8,10.31,73.2,"NSW","895"
32.19,5.27,67.81,"NSW","1707"
32.54,1.91,67.46,"NSW","1708"
50.2,-7.17,49.8,"NSW","976"
39.71,6.35,60.29,"NSW","1712"
40.43,4.78,59.57,"NSW","2812"
58.61,14.59,41.39,"NSW","1345"
57.51,11.09,42.49,"NSW","323"
70.24,7.87,29.76,"NSW","324"
60.66,14.11,39.34,"NSW","326"
57.91,12.68,42.09,"NSW","1351"
64.05,8.96,35.95,"NSW","373"
67.28,7.45,32.72,"NSW","327"
53.33,-7.88,46.67,"NSW","65401"
50.42,5.96,49.58,"NSW","579"
62.21,8.03,37.79,"NSW","331"
51.7,11.73,48.3,"NSW","1354"
48.57,0.74,51.43,"NSW","1356"
57.1,8.85,42.9,"NSW","38331"
62.12,15.01,37.88,"NSW","1358"
53.87,15.29,46.13,"NSW","33974"
57.27,14.38,42.73,"NSW","1360"
58.14,14.36,41.86,"NSW","1362"
48.81,1.33,51.19,"NSW","339"
52.05,5.77,47.95,"NSW","340"
38.1,1.4,61.9,"NSW","33899"
47.78,9.13,52.22,"NSW","1363"
0.0,0.0,0.0,"NSW","30117"
50.29,9.12,49.71,"NSW","341"
55.16,8.82,44.84,"NSW","80964"
64.09,8.68,35.91,"NSW","342"
62.59,10.65,37.41,"NSW","351"
57.33,8.84,42.67,"NSW","83657"
43.02,1.88,56.98,"NSW","1369"
62.55,0.99,37.45,"NSW","80923"
56.62,10.68,43.38,"NSW","1370"
