sa4_code,sa4_name,new_houses_num,new_oth_resial_building_num,tot_dwl_num,value_new_houses_aud000,value_new_oth_resial_building_aud000,value_alterations_additions_conversions_resial_building_aud000,value_tot_resial_building_aud000,value_non_resial_building_aud000,value_tot_building_aud000
101,Capital Region,1285,142,1441,396610.7,25914.7,51033.7,473559.1,180874.0,654433.1
102,Central Coast,1220,585,1858,321566.3,144208.2,86182.7,551957.3,136024.6,687981.9
103,Central West,924,309,1243,253408.2,99783.5,28231.7,381423.4,244141.9,625565.3
104,Coffs Harbour - Grafton,461,215,688,122397.9,54221.3,26365.6,202984.9,56112.5,259097.4
105,Far West and Orana,381,111,493,106243.0,23811.8,11608.0,141662.8,82969.6,224632.4
106,Hunter Valley exc Newcastle,1455,255,1721,421113.7,50012.3,52264.0,523390.0,733474.7,1256864.8
107,Illawarra,863,1411,2301,282399.6,369985.1,67848.1,720232.8,485802.9,1206035.8
108,Mid North Coast,1003,221,1239,281876.0,43069.7,39250.5,364196.2,112929.7,477125.9
109,Murray,744,76,822,214745.9,14439.8,36194.5,265380.2,74630.9,340011.2
110,New England and North West,637,158,813,188682.7,30805.4,23347.5,242835.5,109711.0,352546.5
111,Newcastle and Lake Macquarie,1263,1107,2571,380342.4,215246.4,151145.0,746733.8,414756.1,1161489.8
112,Richmond - Tweed,1144,298,1478,327263.4,68472.9,48911.3,444647.6,230915.3,675562.9
113,Riverina,717,72,798,200188.8,13667.1,23437.9,237293.8,297540.1,534833.9
114,Southern Highlands and Shoalhaven,907,252,1171,267234.2,60667.3,68847.9,396749.5,128237.1,524986.6
115,Sydney - Baulkham Hills and Hawkesbury,1295,1005,2318,537954.6,341644.7,61637.8,941237.1,257659.0,1198896.1
116,Sydney - Blacktown,2839,1728,4591,758178.2,384994.3,33470.7,1176643.2,573482.4,1750125.8
117,Sydney - City and Inner South,85,6921,7225,27284.7,2773498.5,204092.9,3004876.0,2648490.0,5653366.0
118,Sydney - Eastern Suburbs,182,781,1026,191897.8,316604.0,312137.7,820639.5,394649.7,1215289.2
119,Sydney - Inner South West,1129,4986,6176,335594.1,1357588.5,100574.8,1793757.2,619101.0,2412858.2
120,Sydney - Inner West,239,2412,2760,112887.5,664518.9,206027.8,983434.2,260942.7,1244377.0
121,Sydney - North Sydney and Hornsby,561,3616,4402,360944.8,1142094.4,490237.8,1993277.0,461649.7,2454926.8
122,Sydney - Northern Beaches,413,624,1081,209843.8,227781.9,209806.1,647431.9,454880.5,1102312.4
123,Sydney - Outer South West,2334,646,2995,696659.9,133937.8,37167.2,867764.9,400977.6,1268742.5
124,Sydney - Outer West and Blue Mountains,1525,1135,2685,419916.6,263400.5,72263.7,755580.9,188101.3,943682.2
125,Sydney - Parramatta,1114,6114,7302,261575.2,1719973.8,59464.2,2041013.2,522291.6,2563305.0
126,Sydney - Ryde,296,5420,5724,130021.9,1734727.8,62398.3,1927148.0,200719.8,2127867.8
127,Sydney - South West,3935,1387,5382,1080827.8,329532.3,36325.7,1446685.8,835101.0,2281786.5
128,Sydney - Sutherland,377,662,1053,153870.9,222632.2,91962.2,468465.3,183768.8,652234.0
201,Ballarat,1145,103,1250,299532.7,19232.3,56059.2,374824.2,168679.1,543503.3
202,Bendigo,1078,41,1144,290064.2,11234.2,48397.8,349696.2,168950.0,518646.3
203,Geelong,2946,278,3236,870342.9,68733.0,132166.6,1071242.5,555636.6,1626879.2
204,Hume,1201,27,1237,329042.0,4939.4,47023.5,381004.9,157420.2,538425.1
205,Latrobe - Gippsland,1983,137,2155,538298.5,21264.8,94031.9,653595.3,237121.8,890717.1
206,Melbourne - Inner,538,12330,13464,291270.5,4023326.5,736167.0,5050764.0,2429693.5,7480457.5
207,Melbourne - Inner East,1245,3283,4542,797481.9,970205.9,310634.0,2078321.8,422039.5,2500361.2
208,Melbourne - Inner South,1176,3403,4599,606559.5,1028907.4,303210.7,1938677.6,428324.2,2367001.8
209,Melbourne - North East,3262,2931,6204,874010.0,640414.6,115049.8,1629474.5,534430.9,2163905.5
210,Melbourne - North West,3231,1655,4917,849101.5,330646.7,61726.9,1241475.1,582170.5,1823645.6
211,Melbourne - Outer East,1819,1105,2935,575374.0,246344.5,145274.9,966993.5,339835.9,1306829.4
212,Melbourne - South East,6641,1799,8480,1876497.8,390738.4,99915.8,2367152.0,1360642.9,3727795.0
213,Melbourne - West,6706,3281,10005,1753299.2,799156.8,120452.2,2672908.2,1029278.6,3702187.0
214,Mornington Peninsula,1290,794,2099,514947.8,183356.1,152370.0,850673.9,408367.2,1259041.1
215,North West,615,13,695,171240.6,2363.5,37591.6,211195.7,89011.6,300207.2
216,Shepparton,612,16,630,169616.2,3255.3,46043.1,218914.6,190232.6,409147.3
217,Warrnambool and South West,470,33,507,141854.5,6518.0,44368.1,192740.6,92866.8,285607.3
301,Brisbane - East,1390,798,2195,373228.1,184472.1,56388.7,614088.9,155828.8,769917.7
302,Brisbane - North,753,1881,2637,228092.7,420152.4,72284.5,720529.6,529816.0,1250345.6
303,Brisbane - South,1172,3375,4558,445642.4,877960.5,141288.8,1464891.8,482163.4,1947055.1
304,Brisbane - West,491,868,1362,206711.3,192633.4,75789.4,475134.1,206238.0,681372.1
305,Brisbane Inner City,380,8813,9200,227957.9,2584458.0,259362.0,3071778.0,1430783.1,4502561.0
306,Cairns,1118,117,1256,325061.0,25854.1,57852.2,408767.3,204634.9,613402.2
307,Darling Downs - Maranoa,289,40,335,78907.8,6013.5,19984.1,104905.5,163803.4,268708.9
308,Central Queensland,680,76,764,194633.1,13156.4,51079.0,258868.5,190325.6,449194.1
309,Gold Coast,3795,4598,8419,1114370.6,1480988.1,142829.8,2738188.5,1300849.0,4039037.5
310,Ipswich,2653,1434,4096,607801.1,273330.4,48268.0,929399.5,794087.1,1723486.6
