SA4_MAIN11,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005,SA4_NAME11
122,0,0,7,9,11,12,144,12,7,0,3,3,0,3,4,215,0,0,0,0,11,7,15,0,4,4,0,0,0,0,0,41,0,5,22,91,139,156,246,152,46,57,41,42,54,16,21,1088,10,33,67,52,61,565,646,369,77,88,139,107,100,40,100,2454,12,11,106,302,79,40,176,23,0,3,0,3,5,0,21,781,3,34,61,158,43,39,13,11,0,3,3,0,5,0,12,385,5,7,20,46,43,84,58,24,3,0,3,0,14,4,8,319,0,0,6,7,8,11,34,7,3,0,0,0,0,3,0,79,5,127,240,203,132,225,215,218,69,76,98,51,90,40,71,1860,4,19,97,118,35,14,8,3,3,0,3,0,0,0,18,322,4,8,22,58,136,248,212,55,9,15,24,14,16,12,26,859,4,17,18,98,63,124,206,196,73,137,178,100,70,37,76,1397,0,20,43,22,50,83,104,70,Sydney - Northern Beaches
123,0,0,3,20,12,4,166,14,0,0,3,3,0,0,4,229,0,0,0,0,20,194,77,27,6,7,7,7,4,6,18,373,6,3,0,17,31,35,52,28,11,0,8,8,4,3,4,210,0,9,35,32,34,269,356,167,63,49,35,55,37,6,52,1199,0,0,51,288,94,38,61,11,0,0,0,0,0,0,17,560,0,22,51,79,42,192,192,45,27,21,20,36,12,10,15,764,0,0,4,12,122,767,798,358,73,73,76,51,57,26,87,2504,0,0,0,67,63,38,42,16,4,3,0,0,0,0,17,250,0,155,314,142,91,81,51,35,8,5,6,3,4,5,39,939,0,0,75,219,68,23,13,10,0,0,0,0,0,0,9,417,0,0,3,11,38,101,92,10,3,0,13,5,5,4,5,290,4,12,13,93,124,318,832,675,203,283,278,160,70,50,83,3198,0,6,14,8,46,105,165,77,Sydney - Outer South West
124,0,3,3,43,31,18,121,10,0,3,0,0,0,0,3,235,0,0,0,0,8,35,30,26,3,3,5,6,3,0,13,132,0,4,14,51,70,49,73,43,6,6,12,8,4,14,8,362,0,17,54,36,47,153,189,133,38,41,43,47,55,19,65,937,0,13,48,376,147,38,77,5,0,0,4,0,0,0,26,734,0,22,47,102,84,182,105,53,14,4,19,0,8,15,33,688,3,3,7,24,101,374,364,157,23,17,18,15,18,16,51,1191,0,7,7,74,50,18,17,9,0,0,0,4,0,0,9,195,3,309,495,290,156,143,86,43,7,11,12,9,14,8,52,1638,6,19,150,278,70,33,17,6,0,3,3,0,0,0,29,614,8,6,3,28,39,49,48,22,5,3,4,0,8,0,10,233,3,23,10,160,228,305,577,359,129,215,202,130,53,49,80,2523,0,11,30,25,30,72,69,47,Sydney - Outer West and Blue Mountains
125,0,3,4,81,51,34,551,81,6,3,7,0,4,3,7,835,0,0,0,5,105,326,95,44,16,13,6,18,5,8,29,670,0,4,4,26,41,52,74,56,20,7,24,17,15,8,12,360,9,37,179,260,407,4535,6826,5433,1087,1502,1403,1249,944,404,1069,25344,4,9,129,757,211,93,159,30,5,3,3,3,3,0,49,1458,0,34,78,236,121,229,177,155,39,53,35,40,32,20,70,1319,3,0,5,41,242,1063,933,454,95,93,112,112,73,49,163,3438,0,0,3,79,54,44,53,9,0,0,0,0,0,0,14,256,3,218,252,149,73,82,114,61,8,25,16,17,18,4,37,1077,13,31,328,730,177,51,28,11,6,3,0,3,0,0,84,1465,5,0,20,65,346,1403,1732,385,74,79,55,58,62,25,102,4411,0,31,16,189,317,767,2758,5058,2246,3091,3754,2535,1640,896,708,24006,0,3,13,26,138,346,599,323,Sydney - Parramatta
126,0,3,0,9,3,8,104,9,0,0,0,0,0,0,4,140,0,0,0,6,16,32,19,6,0,0,0,0,0,7,0,86,0,3,11,31,66,56,62,34,7,14,14,10,16,4,15,343,12,45,109,81,254,2129,3223,2662,586,676,1012,1187,1046,359,612,13993,0,0,44,153,61,26,40,16,4,0,0,0,0,0,15,359,0,20,52,139,66,67,57,17,4,5,8,6,5,0,10,456,4,4,11,32,97,139,86,47,5,10,6,11,5,14,10,481,0,0,13,45,30,8,12,0,0,0,0,5,0,0,4,117,11,88,128,80,50,64,79,48,6,8,10,10,18,19,26,645,3,19,171,242,50,12,9,10,0,3,0,0,0,3,27,549,9,10,23,98,366,1446,1825,374,69,86,93,128,67,30,110,4734,0,18,15,123,162,506,1043,770,282,313,323,259,281,196,122,4413,0,7,15,35,98,206,358,192,Sydney - Ryde
127,0,0,10,181,129,146,1742,293,12,8,12,13,8,9,50,2613,0,0,0,5,585,3479,2180,635,172,169,170,231,131,50,342,8149,0,0,0,12,20,33,57,44,3,11,8,7,0,3,8,206,3,16,69,144,328,1767,1443,624,168,168,154,171,129,45,293,5522,8,32,245,1447,542,177,1401,488,7,3,6,4,4,3,135,4502,0,33,75,201,167,283,380,145,59,37,33,16,19,0,39,1487,3,0,4,23,276,2316,2572,1218,203,201,212,172,147,98,261,7706,0,0,13,458,628,325,296,102,19,16,6,7,9,3,66,1948,3,273,339,158,102,59,108,43,8,6,11,8,7,3,31,1159,0,11,209,643,205,69,101,37,0,3,7,7,0,6,101,1399,0,3,7,17,89,260,207,36,4,10,6,7,9,5,27,687,0,10,4,69,128,374,1309,889,372,399,507,328,159,93,136,4777,0,3,5,10,129,244,340,148,Sydney - South West
128,0,0,3,30,3,26,95,19,3,0,0,0,0,0,3,182,0,0,0,0,4,30,4,0,9,0,0,7,0,0,6,60,5,7,7,34,62,63,94,74,12,12,16,11,13,3,16,429,6,27,39,46,66,430,539,274,43,49,75,60,48,14,77,1793,0,4,70,233,50,25,46,4,5,0,0,0,3,0,17,457,0,59,122,228,113,112,128,38,7,4,10,3,7,7,24,862,0,5,10,24,73,128,63,23,3,5,3,3,10,3,17,370,0,0,19,211,164,66,47,34,5,3,7,0,3,0,20,579,3,109,256,127,92,89,74,59,13,16,7,11,13,12,27,908,3,18,249,545,103,30,20,7,0,0,3,5,3,0,41,1027,0,4,11,32,101,246,196,39,9,4,9,4,4,4,11,674,0,18,20,74,117,102,179,117,45,60,82,58,17,19,39,947,3,7,22,16,49,102,122,44,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
199,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,5,4,3,0,3,0,0,5,6,6,41,0,0,0,0,3,13,24,25,7,13,23,34,21,21,21,205,0,0,3,3,4,4,3,0,0,0,0,0,0,0,4,21,0,0,0,3,0,0,0,0,3,0,0,4,0,0,3,13,0,0,0,0,0,12,9,7,0,0,4,0,0,5,4,41,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,12,0,7,10,3,6,7,3,7,3,3,0,0,3,9,13,74,0,0,0,4,0,0,0,0,0,0,3,0,0,0,8,15,0,0,0,0,0,5,4,4,0,4,0,0,3,4,4,28,0,4,3,3,3,3,3,11,3,3,9,0,10,24,6,85,0,5,3,0,3,0,3,3,Special Purpose Codes SA4 (NSW)
201,0,0,0,3,6,0,3,0,0,0,0,0,0,0,4,16,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,10,0,0,5,19,21,22,32,24,3,7,4,14,5,0,3,159,0,0,6,9,5,18,35,111,36,30,45,43,62,26,26,452,4,3,56,97,32,3,6,0,0,0,0,0,3,0,4,208,0,3,8,6,3,3,3,7,3,9,3,4,0,0,0,52,4,3,0,5,8,20,6,5,8,5,0,0,0,0,0,64,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,26,0,111,248,87,42,49,19,20,0,3,0,0,4,6,21,610,0,0,29,41,16,3,0,0,0,0,0,0,0,0,3,92,0,0,0,3,11,10,10,14,0,4,0,0,4,0,0,56,0,8,8,26,24,17,30,87,56,68,67,72,31,29,25,548,0,7,4,8,5,3,6,3,Ballarat
202,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,3,0,0,0,0,4,0,0,13,0,4,4,12,25,5,21,17,4,3,5,8,0,5,3,116,3,4,6,3,0,9,31,57,11,22,32,37,20,4,10,249,0,0,7,45,10,0,4,0,0,0,0,0,0,0,6,72,0,4,12,4,6,7,9,8,3,0,9,9,0,3,4,78,3,3,0,0,0,10,13,7,8,0,15,0,0,0,0,59,0,0,4,7,5,0,0,0,0,0,0,0,0,0,4,20,0,85,172,75,35,45,21,8,3,7,3,0,0,0,13,467,0,3,27,41,19,4,0,0,0,0,0,0,0,0,7,101,0,0,0,4,0,8,9,6,0,5,0,0,0,0,4,36,3,8,15,20,21,12,21,51,30,39,62,50,30,7,27,396,0,4,8,4,3,4,22,11,Bendigo
203,0,3,13,84,48,17,236,71,3,0,3,4,8,0,9,499,0,0,0,0,0,36,3,7,3,0,5,0,0,3,3,60,0,3,14,37,42,26,50,38,12,12,17,6,16,7,15,295,4,5,6,93,11,56,99,115,48,78,102,107,89,56,49,918,0,17,271,714,190,69,173,49,3,3,3,3,4,5,57,1561,0,8,26,20,11,10,10,14,8,6,7,0,4,0,3,127,0,3,3,6,11,24,14,5,5,0,6,5,4,4,6,96,0,0,40,301,204,78,31,13,5,3,6,0,3,4,34,722,0,372,719,165,65,91,58,40,14,10,7,11,7,14,71,1644,3,14,131,262,50,12,12,4,0,0,0,0,0,0,36,524,4,3,5,8,11,27,30,21,3,8,10,17,19,5,4,175,7,18,11,66,25,37,48,99,129,140,218,156,81,49,36,1120,0,0,30,9,7,26,44,27,Geelong
204,0,0,3,11,4,0,15,0,0,4,0,0,0,0,0,37,0,0,0,0,3,0,5,0,0,0,4,3,3,0,0,18,0,6,0,30,18,24,32,16,5,3,4,9,9,3,3,162,0,3,0,3,5,19,24,22,15,14,29,17,47,25,36,259,0,8,52,124,22,6,8,0,0,0,0,0,4,0,11,235,0,6,7,10,0,0,0,0,0,0,0,3,3,3,4,36,0,0,3,7,8,16,13,10,6,3,6,0,4,0,0,76,0,0,5,10,12,0,0,0,0,0,0,0,0,4,0,31,0,191,535,183,51,66,36,25,9,10,14,5,6,3,28,1162,0,4,39,57,15,3,7,0,0,0,0,0,0,0,9,134,4,3,0,0,9,14,6,11,0,0,0,5,0,3,4,59,0,15,7,23,18,14,20,55,25,44,63,33,18,9,14,358,3,6,5,3,0,7,8,6,Hume
205,0,3,5,3,7,3,22,0,0,0,0,0,0,0,0,43,0,0,0,0,4,10,22,0,7,4,0,0,0,0,8,55,3,4,14,35,55,31,40,31,3,9,8,19,11,9,10,282,0,7,14,17,3,32,43,70,21,30,38,69,66,26,36,472,3,4,44,106,41,7,7,5,0,0,0,0,0,0,8,225,0,13,21,30,10,8,8,7,3,3,4,11,11,0,3,132,0,5,3,10,17,38,23,7,0,4,11,18,3,3,3,145,3,3,0,10,8,0,0,0,0,0,0,0,0,0,4,28,6,310,720,232,97,96,39,39,7,7,5,3,6,5,59,1631,0,6,89,135,32,12,3,0,0,3,0,0,3,3,18,304,0,0,5,4,11,23,17,7,5,3,8,0,6,0,8,97,4,22,18,55,31,32,51,103,48,57,88,94,40,24,30,697,0,7,17,6,11,13,14,20,Latrobe - Gippsland
206,0,0,11,32,15,13,276,22,0,4,4,5,4,4,10,400,0,0,0,3,30,125,33,10,10,3,8,12,10,8,16,268,3,0,18,58,165,205,214,217,77,75,116,128,187,145,86,1694,4,27,57,89,183,1189,1989,2472,889,1219,1527,1638,1427,533,590,13833,0,12,124,443,115,67,143,22,3,7,5,7,5,0,33,986,0,33,202,285,133,122,94,69,21,19,18,17,15,8,43,1079,5,3,7,19,60,126,76,42,10,21,17,19,30,21,22,478,0,11,29,161,192,78,44,32,3,10,3,3,8,5,31,610,40,267,430,199,149,242,223,275,95,110,103,163,197,130,95,2718,14,75,2036,5379,983,188,77,30,10,10,3,6,17,19,446,9293,6,3,25,72,202,558,542,427,122,131,159,141,162,67,127,2744,0,38,34,256,332,360,557,1432,949,1432,1475,1424,1320,849,402,10860,0,9,18,35,75,154,710,894,Melbourne - Inner
207,0,0,0,19,8,4,92,11,0,3,0,0,0,0,0,137,0,0,0,0,80,136,44,13,5,0,4,4,7,0,6,299,0,5,24,49,106,111,110,73,19,31,16,45,48,13,17,667,9,54,179,226,371,3247,4248,3285,926,1360,1732,2188,1763,676,952,21216,4,18,164,316,62,27,49,8,0,0,0,3,0,0,21,672,3,37,217,223,124,133,107,58,12,23,24,23,29,5,18,1036,6,3,13,25,70,174,86,41,6,10,13,6,13,0,22,488,0,10,78,122,84,28,36,11,6,3,0,3,0,0,14,395,25,289,479,178,104,133,91,86,16,15,37,32,33,18,34,1570,18,107,1850,3096,540,147,68,18,3,6,4,7,6,14,285,6169,5,13,53,159,572,1656,1645,561,111,135,125,152,136,41,154,5518,4,49,42,261,364,591,800,1023,561,757,903,673,381,238,198,6845,0,10,28,56,76,217,510,285,Melbourne - Inner East
208,0,0,0,26,20,22,211,16,3,0,0,3,0,0,14,315,0,0,0,3,52,162,48,13,0,4,5,3,0,8,11,309,3,4,13,68,130,136,166,125,26,37,45,41,60,44,36,934,11,31,93,76,105,985,1421,1500,450,725,823,883,747,307,317,8474,0,10,98,320,80,54,81,6,3,3,0,0,0,3,28,686,3,59,225,317,92,85,50,20,3,12,6,8,4,0,34,918,0,3,10,12,53,128,95,45,4,0,9,14,12,5,9,399,0,0,7,20,37,22,19,6,0,3,0,0,3,3,4,124,108,377,655,285,171,187,240,168,41,46,64,43,72,47,82,2586,24,55,1230,2993,680,128,65,19,3,3,9,10,19,9,183,5430,0,3,20,56,132,228,244,157,41,47,76,78,48,18,43,1191,7,53,40,380,419,572,868,1321,788,1181,1264,1026,601,311,285,9116,3,7,24,23,41,96,245,219,Melbourne - Inner South
209,0,0,3,72,44,27,484,41,5,0,6,5,0,0,8,695,0,0,0,0,26,187,66,23,6,8,5,12,6,3,13,355,3,0,18,44,78,80,109,84,21,14,16,19,23,18,19,546,0,12,42,47,73,934,1440,1646,463,542,720,936,720,258,376,8209,0,11,126,743,252,100,155,42,6,5,3,3,0,0,41,1487,3,40,228,306,141,238,246,101,34,20,47,31,20,18,50,1523,3,0,7,19,53,293,211,105,13,28,22,34,36,20,30,874,5,39,275,2126,2083,1256,822,254,59,38,45,51,61,23,256,7393,12,290,443,208,117,127,154,96,49,19,36,28,13,18,53,1663,13,120,1717,4293,943,272,153,40,12,7,10,8,22,11,335,7956,3,3,12,31,89,255,174,115,28,30,21,22,21,15,23,842,0,12,11,138,243,472,976,1778,986,1460,1703,1484,517,383,369,10532,0,0,20,14,42,96,232,140,Melbourne - North East
210,0,0,13,72,51,25,293,36,4,0,3,0,0,0,7,504,0,0,0,0,17,33,7,5,0,5,0,0,0,0,0,67,3,0,3,14,53,39,53,38,6,12,6,5,8,12,3,255,0,12,13,35,36,347,498,404,96,124,99,138,97,58,98,2055,0,13,205,838,271,69,135,5,3,3,3,0,3,3,61,1612,0,62,355,403,138,164,165,110,16,15,11,22,26,15,69,1571,0,0,8,5,61,326,261,152,36,40,49,41,26,11,48,1064,3,3,20,252,204,78,68,22,9,3,5,7,7,3,33,717,0,360,526,147,74,81,70,49,10,5,9,8,3,8,49,1399,3,36,754,1633,369,143,58,37,4,0,11,0,7,23,253,3331,0,0,5,13,41,91,70,27,9,4,3,10,6,3,9,291,0,10,11,261,296,410,655,1320,562,830,1064,1000,330,157,213,7119,0,0,8,6,17,47,97,73,Melbourne - North West
211,0,3,0,20,12,13,180,13,0,4,0,0,0,5,5,255,0,0,0,3,208,500,226,44,15,17,7,24,6,5,48,1103,3,3,26,71,124,112,132,83,16,11,26,12,17,8,21,665,5,18,38,72,152,979,1588,1858,507,572,602,440,408,170,316,7725,0,7,129,335,116,47,91,15,0,0,4,0,0,0,20,764,0,36,147,172,110,137,126,70,15,16,14,27,13,10,33,926,3,3,8,25,72,195,159,78,11,10,16,13,6,6,18,623,0,0,21,69,44,29,8,8,3,3,0,0,0,0,8,193,6,425,1451,643,265,328,204,114,16,47,32,16,18,3,210,3778,3,25,426,797,209,65,29,13,0,0,5,5,4,0,78,1659,5,9,17,47,166,683,787,241,50,44,66,48,30,18,52,2263,6,50,58,308,413,642,1241,1274,421,505,553,415,201,111,179,6377,3,19,66,41,78,127,284,188,Melbourne - Outer East
212,0,0,3,173,132,130,2172,443,20,28,31,23,16,12,81,3264,0,0,0,9,379,2599,2264,995,223,268,225,275,246,123,347,7953,0,3,16,29,84,114,140,101,17,31,26,25,22,12,24,644,3,25,89,260,287,2632,3925,3826,1093,1519,1862,1918,1438,632,841,20350,0,12,185,1116,468,160,726,319,11,4,5,3,8,6,98,3121,0,43,225,543,252,303,301,286,65,83,70,65,31,19,91,2377,0,3,9,15,102,777,826,454,117,127,113,103,45,37,93,2821,0,10,17,206,404,407,280,108,18,17,32,26,18,3,97,1643,11,337,1150,546,246,256,222,118,32,32,30,16,36,22,98,3152,11,51,1393,4496,1321,326,155,56,19,16,22,17,16,31,324,8254,0,4,22,50,234,901,905,343,87,106,146,137,106,37,105,3183,5,58,45,759,1093,2132,4229,5588,2374,3407,4085,3541,1313,765,956,30350,0,11,38,43,130,329,726,544,Melbourne - South East
213,0,0,14,205,125,131,1772,313,15,8,21,6,17,6,52,2685,0,0,0,0,62,348,106,39,5,9,18,12,14,10,24,647,0,0,3,48,53,88,126,103,35,29,25,33,28,29,33,633,0,3,21,29,106,878,1436,1972,473,653,644,650,608,258,404,8135,0,22,422,2294,756,320,679,121,7,6,11,15,4,0,171,4828,0,31,237,361,251,340,325,221,76,66,65,63,26,41,79,2182,0,0,3,10,73,495,521,278,94,99,93,99,61,33,57,1916,4,4,52,1700,2262,884,636,224,37,45,47,35,23,11,261,6225,4,752,886,306,145,182,217,138,33,37,39,41,34,15,116,2945,11,47,1190,2711,695,173,75,33,12,3,5,13,9,4,296,5277,0,3,4,25,62,401,476,176,59,44,29,34,25,8,61,1407,0,13,23,376,512,880,2271,4946,2119,2999,3803,3283,1120,662,822,23829,0,0,21,13,53,172,691,480,Melbourne - West
214,0,0,3,8,10,8,181,38,7,4,0,0,0,0,3,262,0,0,0,0,9,28,26,9,3,9,6,3,9,4,0,106,0,6,24,65,72,71,78,59,20,17,11,12,7,11,3,456,4,10,14,19,15,99,143,158,40,63,77,99,78,28,56,903,0,5,88,207,67,30,93,18,3,3,4,3,0,0,16,537,5,31,95,93,21,24,19,17,3,3,0,3,0,0,16,330,0,0,7,8,26,89,74,97,14,19,12,9,14,4,9,382,0,0,3,18,18,14,5,4,0,0,0,0,0,0,0,62,11,205,557,290,139,189,119,79,12,13,9,19,9,5,38,1694,6,10,267,450,111,28,18,5,3,0,0,0,4,0,41,943,5,4,7,9,24,40,23,8,3,7,3,3,10,3,4,153,7,35,24,118,107,134,158,223,99,148,200,150,80,39,52,1574,0,6,28,12,11,27,39,32,Mornington Peninsula
215,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,19,10,0,3,0,4,0,0,7,63,0,4,3,5,9,9,12,11,0,3,5,3,12,3,4,83,0,0,3,6,5,10,22,41,8,3,8,13,18,12,17,166,10,3,46,55,8,4,3,0,0,0,0,0,0,0,7,136,0,0,3,4,3,4,3,8,4,0,0,3,5,0,0,37,0,0,3,5,3,21,28,20,6,4,11,7,11,0,9,128,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,71,143,44,23,30,9,8,0,4,9,13,6,5,24,389,7,0,85,111,28,6,3,0,0,3,0,0,0,3,12,258,0,3,0,7,0,10,6,0,0,4,0,5,6,19,20,80,0,3,6,7,13,7,49,79,54,92,153,213,69,28,23,796,0,3,7,3,0,10,11,4,North West
216,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,4,4,0,0,3,0,0,3,0,17,0,0,3,3,8,10,13,10,3,3,0,5,11,3,0,72,0,0,5,6,7,9,30,16,15,22,16,14,12,6,12,170,0,3,14,32,7,3,11,3,0,0,0,0,0,0,3,76,0,4,8,3,3,0,0,9,5,3,0,4,0,3,5,47,0,0,0,0,4,4,7,7,0,11,3,0,0,0,10,46,3,3,28,29,9,11,4,3,0,0,0,0,0,3,4,97,0,53,121,38,14,15,12,10,3,0,4,7,4,3,12,296,4,19,76,63,10,4,3,0,0,0,3,0,0,0,13,195,0,0,0,0,7,3,4,14,0,3,0,0,0,5,6,42,0,13,4,6,19,30,88,117,63,121,223,191,38,28,38,979,0,3,4,3,0,0,8,4,Shepparton
217,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,0,3,0,14,9,10,17,4,0,4,6,7,8,3,88,0,0,0,4,3,12,7,39,23,30,15,18,14,3,17,185,0,0,9,9,3,4,3,0,0,0,0,0,0,0,0,28,0,0,3,9,5,0,0,4,3,0,0,0,0,0,0,24,0,0,0,3,4,8,6,6,7,0,3,3,4,0,3,47,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,9,0,32,109,45,15,10,11,17,3,11,9,0,5,3,11,281,0,3,16,18,5,4,0,0,0,0,0,0,0,0,3,49,0,0,0,3,3,0,4,5,0,0,3,6,4,0,8,36,0,3,5,14,4,8,22,4,11,14,18,25,22,8,12,170,0,0,3,3,0,0,10,9,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
