sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons,duration_adjusted_median_income_per_job_aud_male,duration_adjusted_median_income_per_job_aud_female,duration_adjusted_median_income_per_job_aud_persons
101,Capital Region,73.032,71.608,144.64700000000002,28845.0,20568.0,24101.0,44245.0,30280.0,37000.0
102,Central Coast,105.101,102.62,207.717,35134.0,21717.0,27172.0,50504.0,31236.0,40055.0
103,Central West,67.59,63.125,130.716,30478.0,18371.0,23195.0,45920.0,26716.0,35614.0
104,Coffs Harbour - Grafton,40.425,40.657,81.077,24177.0,17083.0,20038.0,39618.0,25962.0,32396.0
105,Far West and Orana,38.426,36.025,74.445,24576.0,18303.0,21000.0,42258.0,27820.0,34850.0
106,Hunter Valley exc Newcastle,89.26799999999999,77.971,167.243,38964.0,20052.0,27699.0,56364.0,28681.0,40914.0
107,Illawarra,95.89,89.738,185.62400000000002,39625.0,22629.0,29511.0,54900.0,30990.0,41172.0
108,Mid North Coast,54.291000000000004,55.933,110.22399999999999,26589.0,19153.0,22222.0,40708.0,27143.0,33484.0
109,Murray,39.7,37.75,77.44800000000001,25113.0,16982.0,20355.0,42056.0,25303.0,32576.0
110,New England and North West,58.891000000000005,54.858999999999995,113.75200000000001,25348.0,18000.0,21270.0,42268.0,27224.0,34699.0
111,Newcastle and Lake Macquarie,124.042,119.825,243.86700000000002,36740.0,22000.0,27938.0,52663.0,31464.0,40849.0
112,Richmond - Tweed,70.37,73.31,143.67700000000002,24790.0,17575.0,20556.0,40649.0,26906.0,32975.0
113,Riverina,54.346000000000004,50.581,104.928,27969.0,18505.0,22467.0,44797.0,27644.0,35955.0
114,Southern Highlands and Shoalhaven,41.323,41.521,82.84100000000001,30444.0,18773.0,23517.0,45001.0,26506.0,34893.0
115,Sydney - Baulkham Hills and Hawkesbury,81.38,81.54899999999999,162.929,46093.0,25747.0,34224.0,62814.0,36710.0,47334.0
116,Sydney - Blacktown,123.49799999999999,105.969,229.465,37000.0,26084.0,31078.0,52000.0,37802.0,44822.0
117,Sydney - City and Inner South,165.74900000000002,147.664,313.413,23266.0,18311.0,20650.0,46335.0,37429.0,41866.0
118,Sydney - Eastern Suburbs,109.473,116.90700000000001,226.378,34491.0,23195.0,27840.0,56960.0,41975.0,48462.0
119,Sydney - Inner South West,189.56400000000002,170.87400000000002,360.43800000000005,31200.0,23816.0,27332.0,46330.0,35348.0,40687.0
120,Sydney - Inner West,111.53200000000001,112.26100000000001,223.797,36000.0,27393.0,31200.0,53685.0,41804.0,47408.0
121,Sydney - North Sydney and Hornsby,146.938,153.722,300.657,47818.0,27721.0,35982.0,68275.0,42899.0,53296.0
122,Sydney - Northern Beaches,96.374,100.30799999999999,196.68,41312.0,23433.0,30584.0,58052.0,36036.0,45260.0
123,Sydney - Outer South West,95.125,84.053,179.178,38800.0,25611.0,31466.0,53760.0,35674.0,44322.0
124,Sydney - Outer West and Blue Mountains,111.975,104.686,216.65400000000002,39353.0,24947.0,31147.0,54450.0,35496.0,44206.0
125,Sydney - Parramatta,155.141,128.135,283.277,31191.0,23850.0,27472.0,47647.0,36367.0,42057.0
126,Sydney - Ryde,63.218999999999994,64.467,127.69200000000001,40273.0,25740.0,32131.0,58151.0,38996.0,47412.0
127,Sydney - South West,124.36200000000001,105.84200000000001,230.207,34657.0,24623.0,29425.0,49261.0,35547.0,42340.0
128,Sydney - Sutherland,80.337,83.521,163.854,46250.0,25520.0,33775.0,62385.0,36333.0,46676.0
201,Ballarat,48.333999999999996,49.801,98.134,32767.0,19668.0,24817.0,46021.0,28338.0,36812.0
202,Bendigo,48.33,50.023,98.351,31551.0,18447.0,23670.0,46254.0,27602.0,36547.0
203,Geelong,90.88799999999999,94.104,184.99599999999998,33677.0,18999.0,24546.0,49598.0,27799.0,37295.0
204,Hume,56.108000000000004,57.133,113.242,30004.0,17374.0,22260.0,45680.0,26000.0,35135.0
205,Latrobe - Gippsland,83.573,82.715,166.294,32869.0,17547.0,23432.0,48449.0,25586.0,35700.0
206,Melbourne - Inner,256.248,266.67,522.9159999999999,28005.0,20523.0,23794.0,49603.0,39125.0,44045.0
207,Melbourne - Inner East,121.54799999999999,129.40200000000002,250.952,35000.0,21202.0,26640.0,51995.0,32850.0,40937.0
208,Melbourne - Inner South,141.112,149.688,290.803,39986.0,23172.0,29743.0,56705.0,35673.0,44711.0
209,Melbourne - North East,167.09900000000002,166.505,333.603,37000.0,22616.0,28557.0,52098.0,33165.0,41758.0
210,Melbourne - North West,117.04299999999999,107.258,224.299,34978.0,23212.0,28095.0,50452.0,33857.0,41623.0
211,Melbourne - Outer East,175.745,182.94400000000002,358.68199999999996,38923.0,21500.0,28266.0,52885.0,31368.0,41000.0
212,Melbourne - South East,256.38599999999997,231.542,487.92699999999996,33358.0,21468.0,26568.0,48199.0,32379.0,40232.0
213,Melbourne - West,256.171,224.002,480.171,35418.0,23422.0,28673.0,50958.0,35059.0,42981.0
214,Mornington Peninsula,93.05,98.471,191.525,35728.0,20065.0,25841.0,50764.0,29813.0,39209.0
215,North West,50.051,48.506,98.55799999999999,21893.0,15384.0,18198.0,39572.0,24481.0,31352.0
216,Shepparton,43.222,43.345,86.56200000000001,26863.0,16439.0,20662.0,43319.0,25611.0,33812.0
217,Warrnambool and South West,43.136,42.233000000000004,85.366,24065.0,15037.0,18592.0,42110.0,22866.0,31368.0
301,Brisbane - East,83.84,80.751,164.58900000000003,38089.0,24000.0,29616.0,56588.0,35912.0,44970.0
302,Brisbane - North,79.941,78.375,158.316,38286.0,26000.0,31194.0,54910.0,39215.0,46338.0
303,Brisbane - South,134.248,128.539,262.789,29690.0,21960.0,25311.0,48680.0,35410.0,41666.0
304,Brisbane - West,66.646,67.20100000000001,133.844,40500.0,22476.0,29485.0,59451.0,34915.0,45241.0
305,Brisbane Inner City,118.021,114.015,232.037,29442.0,20000.0,24133.0,50867.0,37478.0,43825.0
306,Cairns,96.14299999999999,90.97,187.113,22118.0,16204.0,18862.0,43026.0,30134.0,36309.0
307,Darling Downs - Maranoa,45.707,40.989,86.693,25538.0,15387.0,19506.0,45979.0,26691.0,35721.0
308,Central Queensland,89.96799999999999,74.247,164.217,45223.0,19614.0,29633.0,68491.0,31329.0,47047.0
309,Gold Coast,204.17,203.734,407.901,27692.0,18812.0,22488.0,47475.0,31318.0,38445.0
310,Ipswich,111.77799999999999,96.721,208.503,33662.0,22381.0,27232.0,51262.0,34552.0,42848.0
311,Logan - Beaudesert,116.227,98.73,214.959,31071.0,22839.0,26528.0,49963.0,35029.0,42372.0
312,Mackay - Isaac - Whitsunday,76.023,59.607,135.632,39435.0,18432.0,27068.0,64230.0,31271.0,45629.0
313,Moreton Bay - North,79.047,71.311,150.36,29387.0,19976.0,24002.0,48793.0,31987.0,40013.0
314,Moreton Bay - South,72.226,68.482,140.709,40697.0,24557.0,31074.0,57471.0,36508.0,45745.0
315,Queensland - Outback,28.263,25.941999999999997,54.203,30719.0,17180.0,22709.0,51676.0,31486.0,40649.0
316,Sunshine Coast,113.961,115.06,229.024,27323.0,17388.0,21313.0,46444.0,28487.0,36332.0
317,Toowoomba,54.907,52.273999999999994,107.181,30728.0,19097.0,23790.0,48056.0,30514.0,38645.0
318,Townsville,92.079,81.7,,,,,,,
