sa4_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,sa4_name16
101,14704,14854,14390,12806,12440,52,52,52,53,53,29179516,28314644,30037943,32243469,36479050,91,89,103,92,121,1984,1906,2087,2518,2932,0.6,0.6,0.6,0.6,0.6,Capital Region
102,19401,20029,19124,16738,17205,53,52,52,53,54,44240939,45745427,48873373,47377687,53912501,121,111,137,129,140,2280,2284,2556,2831,3134,0.7,0.7,0.7,0.7,0.7,Central Coast
103,12275,12633,12355,11074,10438,52,51,51,52,53,17808112,17453089,18332907,18995538,21159657,71,66,76,76,90,1451,1382,1484,1715,2027,0.4,0.5,0.4,0.4,0.4,Central West
104,8790,8898,7957,7078,7033,53,53,53,54,54,15031534,15202671,14861051,16652281,20041434,79,80,86,97,116,1710,1709,1868,2353,2850,0.7,0.7,0.6,0.7,0.7,Coffs Harbour - Grafton
105,6653,6900,6576,5752,5241,50,50,50,50,51,8042071,7990822,8431075,8692775,9534534,64,65,71,68,95,1209,1158,1282,1511,1819,0.4,0.5,0.4,0.4,0.4,Far West and Orana
106,13367,14084,13139,11923,11920,51,51,50,51,52,32022485,28249434,71858539,322233734,99134249,88,82,92,94,105,2396,2006,5469,27026,8317,0.4,0.4,0.4,0.4,0.5,Hunter Valley exc Newcastle
107,15230,15490,14099,13781,14260,51,51,51,51,52,24508959,23847179,26760152,31754629,32380490,98,88,110,101,111,1609,1540,1898,2304,2271,0.5,0.4,0.4,0.4,0.4,Illawarra
108,12162,12250,11441,10376,10372,56,55,55,56,56,23577252,24361385,31777055,28811128,31282316,101,91,106,106,137,1939,1989,2777,2777,3016,0.7,0.7,0.7,0.7,0.7,Mid North Coast
109,7709,8190,8006,7278,6749,52,52,52,52,53,8740234,9758305,9860573,11284128,12358351,68,67,77,71,85,1134,1191,1232,1550,1831,0.5,0.5,0.5,0.5,0.4,Murray
110,11184,11308,10809,9568,9019,52,52,51,52,53,16320816,19037721,17232364,19813244,27198836,74,71,82,81,118,1459,1684,1594,2071,3016,0.5,0.5,0.5,0.5,0.6,New England and North West
111,21124,21386,20057,18273,18267,51,50,50,51,51,36013601,34404184,34418402,45534023,47890106,81,77,93,87,93,1705,1609,1716,2492,2622,0.4,0.4,0.4,0.4,0.4,Newcastle and Lake Macquarie
112,15958,16482,15186,13826,13490,53,52,52,53,54,30969467,32812586,35909572,42862126,47199109,86,94,97,100,126,1941,1991,2365,3100,3499,0.8,0.8,0.7,0.7,0.8,Richmond - Tweed
113,9990,10375,9990,9069,8625,51,51,51,51,52,16467557,18692051,13423007,19205856,15451012,72,66,72,67,82,1648,1802,1344,2118,1791,0.4,0.5,0.4,0.4,0.4,Riverina
114,9486,9568,9314,8717,8713,56,55,55,56,57,27298815,26417032,28228234,28450594,32790728,112,116,127,125,152,2878,2761,3031,3264,3763,0.8,0.8,0.8,0.9,0.8,Southern Highlands and Shoalhaven
115,18721,19111,18528,17404,17438,51,51,51,52,52,41771707,44244848,47608123,48785549,57341311,100,102,115,112,124,2231,2315,2570,2803,3288,0.7,0.7,0.7,0.7,0.7,Sydney - Baulkham Hills and Hawkesbury
116,9770,10987,10689,10065,10564,46,45,45,46,45,14065048,14525739,17593369,18523076,18859689,79,78,84,70,79,1440,1322,1646,1840,1785,0.3,0.3,0.3,0.3,0.3,Sydney - Blacktown
117,18715,19728,19662,18606,19452,43,43,44,44,44,58730663,61917652,67623503,80648322,92672432,106,110,125,117,139,3138,3139,3439,4335,4764,0.4,0.4,0.5,0.5,0.5,Sydney - City and Inner South
118,28313,28930,28690,27426,27480,47,48,48,48,49,192377757,184352541,179585546,212569273,271839263,139,138,167,161,221,6795,6372,6260,7751,9892,0.9,0.9,0.9,0.9,0.9,Sydney - Eastern Suburbs
119,25313,27001,25685,23404,23689,49,48,48,49,49,44947899,46902398,48416554,53704104,63820221,82,85,98,88,101,1776,1737,1885,2295,2694,0.4,0.5,0.5,0.5,0.5,Sydney - Inner South West
