sa4_code,sa4_name,year,num_bus_non_empl_bus,num_bus_1_4_empl,num_bus_5_19_empl,num_bus_20_plus_empl,num_bus_tot,num_bus_entr_non_empl_bus,num_bus_entr_1_4_empl,num_bus_entr_5_19_empl,num_bus_entr_20_plus_empl,num_bus_entr_tot,num_bus_exit_non_empl_bus,num_bus_exit_1_4_empl,num_bus_exit_5_19_empl,num_bus_exit_20_plus_empl,num_bus_exit_tot,bnkrpt_non_bus_rel_ns,bnkrpt_bus_rel,bnkrpt_tot,patent_applications,trademark_applications,lfs_lab_frc,lfs_unemployed,lfs_unemployment_rate_pc,lfs_participation_rate_pc,ye_wrk_ft_stdy_pt_pc,ye_wrk_pt_stdy_pt_pc,ye_wrk_pt_stdy_ft_pc,ye_wrk_ft_no_stdy_pc,ye_no_wrk_stdy_ft_pc,ye_wrk_ft_stdy_ft_pc,ye_fully_engaged_pc,ye_tot_age_15_19,sgpa_age_pens_ctrlnk,sgpa_age_pens_dva,sgpa_srvc_pens_dva,sgpa_inc_supp_dva,sgpa_carer_pay,sgpa_disable_supp_pens,sgpa_newstrt_allow,sgpa_newstrt_allow_365_days_plus_pc,sgpa_prnt_pay_single,sgpa_yth_all_ft_stud_apprntc,sgpa_yth_allow_oth,sgpa_family_tax_benefit_a,sgpa_family_tax_benefit_b,sgpa_tot_fam_tax_benf_recip,epi_med_emply_inc_aud,epi_tot_employ_inc_m_aud,epi_employ_inc_earners,epi_med_own_uninc_bus_inc_aud,epi_tot_own_uninc_bus_inc_m_aud,epi_own_uninc_bus_inc_earnrs,epi_med_invstmnt_inc_aud,epi_tot_invstmnt_inc_m_aud,epi_invstmnt_inc_earnrs,epi_med_supr_annuity_inc_aud,epi_tot_supr_annuity_inc_m_aud,epi_supr_annuity_inc_earnrs,epi_med_oth_inc_aud,epi_tot_oth_inc_m_aud,epi_oth_inc_earnrs,epi_med_tot_inc_aud,epi_tot_tot_inc_m_aud,epi_tot_inc_earnrs,avg_mnthly_hhld_rnt_paymnt_aud,avg_mnthly_hhld_mrtge_paymnt_aud,ba_priv_sect_hse,ba_priv_sect_dwell_excl_hse,ba_tot_priv_sect_dwell_units,ba_tot_dwell_units,ba_val_priv_sect_hses_m_aud,ba_val_priv_sect_dwell_excl_hse_m_aud,ba_val_tot_res_bld_m_aud,ba_val_tot_non_res_bld_m_aud,ba_val_tot_bld_m_aud,rpp_hse_num_trans,rpp_hse_med_sal_prc_aud,rpp_att_dwell_num_trans,rpp_att_dwell_med_sal_prc_aud
103,Central West,2014,11395.0,5390.0,2213.0,349.0,19347.0,1266.0,644.0,118.0,12.0,2040.0,1306.0,389.0,85.0,14.0,1794.0,173.0,38.0,211.0,35.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.0,140.0,1032.0,1032.0,253.0,24.0,286.0,232.0,518.0,,,,
103,Central West,2013,11225.0,5340.0,2173.0,350.0,19088.0,1097.0,514.0,78.0,6.0,1695.0,1519.0,385.0,102.0,13.0,2019.0,158.0,39.0,197.0,31.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45027.0,4289.0,80173.0,6270.0,347.0,22034.0,312.0,433.0,70109.0,13948.0,60.0,2619.0,77.0,17.0,11890.0,41594.0,5145.0,100762.0,,,826.0,119.0,945.0,975.0,242.0,25.0,283.0,215.0,498.0,3129.0,295000.0,257.0,229000.0
103,Central West,2012,11448.0,5493.0,2142.0,349.0,19432.0,1244.0,591.0,84.0,9.0,1928.0,1375.0,407.0,95.0,9.0,1886.0,169.0,37.0,206.0,52.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0,113.0,876.0,914.0,241.0,18.0,270.0,178.0,448.0,,,,
103,Central West,2011,11436.0,5499.0,2108.0,326.0,19369.0,,,,,,,,,,,,,,58.0,185.0,90368.0,4704.0,5.2,58.1,4.3,1.2,16.8,8.9,45.0,0.6,76.8,13481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0,1611.0,700.0,129.0,829.0,843.0,204.0,19.0,230.0,129.0,358.0,,,,
103,Central West,2010,,,,,,,,,,,,,,,,,,,55.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0,161.0,957.0,1206.0,229.0,22.0,310.0,295.0,605.0,,,,
104,Coffs Harbour - Grafton,2014,6255.0,2930.0,1106.0,202.0,10493.0,703.0,373.0,45.0,6.0,1127.0,830.0,277.0,69.0,5.0,1181.0,127.0,37.0,164.0,19.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,57.0,424.0,424.0,112.0,18.0,128.0,48.0,176.0,,,,
104,Coffs Harbour - Grafton,2013,6308.0,2909.0,1104.0,190.0,10511.0,628.0,311.0,34.0,4.0,977.0,973.0,293.0,69.0,9.0,1344.0,124.0,36.0,160.0,26.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39623.0,2309.0,49971.0,6424.0,191.0,13759.0,359.0,259.0,47056.0,17596.0,72.0,2879.0,88.0,15.0,7960.0,35014.0,2845.0,66815.0,,,361.0,75.0,436.0,436.0,110.0,18.0,132.0,124.0,256.0,1766.0,353500.0,437.0,275000.0
104,Coffs Harbour - Grafton,2012,6478.0,3047.0,1139.0,189.0,10853.0,722.0,385.0,54.0,7.0,1168.0,927.0,290.0,60.0,3.0,1280.0,116.0,57.0,173.0,39.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0,78.0,419.0,419.0,109.0,17.0,126.0,102.0,228.0,,,,
104,Coffs Harbour - Grafton,2011,6548.0,3045.0,1120.0,194.0,10907.0,,,,,,,,,,,,,,32.0,103.0,55223.0,4686.0,8.5,52.2,3.1,1.5,19.2,6.1,42.8,0.6,73.2,8731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.0,1591.0,440.0,57.0,497.0,497.0,137.0,11.0,150.0,77.0,227.0,,,,
104,Coffs Harbour - Grafton,2010,,,,,,,,,,,,,,,,,,,37.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,96.0,628.0,697.0,151.0,17.0,189.0,203.0,392.0,,,,
105,Far West and Orana,2014,6881.0,3169.0,1336.0,231.0,11617.0,766.0,366.0,91.0,5.0,1228.0,786.0,191.0,51.0,13.0,1041.0,69.0,23.0,92.0,9.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,157.0,497.0,512.0,94.0,23.0,128.0,136.0,264.0,,,,
105,Far West and Orana,2013,6768.0,3169.0,1294.0,240.0,11471.0,704.0,286.0,48.0,7.0,1045.0,946.0,242.0,60.0,10.0,1258.0,91.0,30.0,121.0,14.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44054.0,2210.0,43798.0,6276.0,189.0,12123.0,304.0,226.0,35576.0,10796.0,25.0,1144.0,71.0,8.0,6382.0,41364.0,2656.0,54551.0,,,263.0,88.0,351.0,395.0,75.0,16.0,108.0,66.0,174.0,1719.0,200000.0,75.0,208000.0
105,Far West and Orana,2012,6894.0,3267.0,1340.0,227.0,11728.0,794.0,369.0,46.0,4.0,1213.0,876.0,215.0,57.0,12.0,1160.0,96.0,22.0,118.0,4.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,36.0,284.0,318.0,75.0,8.0,93.0,98.0,190.0,,,,
105,Far West and Orana,2011,6866.0,3278.0,1305.0,231.0,11680.0,,,,,,,,,,,,,,9.0,67.0,51332.0,3243.0,6.3,57.5,4.0,1.3,15.0,10.2,38.7,0.6,69.8,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0,1385.0,186.0,42.0,228.0,307.0,62.0,8.0,98.0,94.0,193.0,,,,
105,Far West and Orana,2010,,,,,,,,,,,,,,,,,,,15.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,26.0,328.0,380.0,85.0,4.0,103.0,224.0,327.0,,,,
106,Hunter Valley exc Newcastle,2014,10203.0,4868.0,2027.0,479.0,17577.0,1353.0,672.0,97.0,12.0,2134.0,1498.0,454.0,93.0,19.0,2064.0,196.0,49.0,245.0,43.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.0,481.0,2003.0,2029.0,416.0,90.0,525.0,191.0,716.0,,,,
106,Hunter Valley exc Newcastle,2013,10248.0,4772.0,2028.0,485.0,17533.0,1120.0,598.0,74.0,7.0,1799.0,1567.0,510.0,137.0,16.0,2230.0,205.0,59.0,264.0,76.0,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49309.0,6715.0,109790.0,5328.0,222.0,16822.0,267.0,515.0,89227.0,17987.0,114.0,4473.0,93.0,28.0,13271.0,44847.0,7593.0,131593.0,,,1463.0,453.0,1916.0,1931.0,408.0,82.0,504.0,214.0,718.0,4071.0,365000.0,730.0,285000.0
106,Hunter Valley exc Newcastle,2012,10464.0,5036.0,2009.0,468.0,17977.0,1354.0,790.0,85.0,9.0,2238.0,1537.0,475.0,82.0,11.0,2105.0,207.0,64.0,271.0,86.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,330.0,1780.0,1781.0,402.0,54.0,456.0,271.0,727.0,,,,
106,Hunter Valley exc Newcastle,2011,10420.0,4967.0,1939.0,457.0,17783.0,,,,,,,,,,,,,,62.0,236.0,113268.0,5983.0,5.3,58.9,5.2,1.6,19.7,9.6,37.7,0.5,74.4,16636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.0,1822.0,1329.0,321.0,1650.0,1678.0,373.0,56.0,437.0,406.0,843.0,,,,
106,Hunter Valley exc Newcastle,2010,,,,,,,,,,,,,,,,,,,63.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.0,326.0,1619.0,2030.0,345.0,49.0,478.0,424.0,902.0,,,,
107,Illawarra,2014,8856.0,5353.0,1804.0,390.0,16403.0,1361.0,757.0,94.0,7.0,2219.0,1475.0,507.0,103.0,17.0,2102.0,194.0,29.0,223.0,49.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,705.0,1512.0,1530.0,293.0,176.0,466.0,323.0,789.0,,,,
107,Illawarra,2013,8795.0,5243.0,1826.0,384.0,16248.0,1155.0,648.0,65.0,5.0,1873.0,1717.0,622.0,112.0,15.0,2466.0,204.0,58.0,262.0,69.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49454.0,7072.0,120654.0,10878.0,371.0,16872.0,395.0,600.0,101824.0,14143.0,103.0,4233.0,110.0,27.0,14292.0,44753.0,8174.0,146463.0,,,722.0,552.0,1274.0,1274.0,266.0,99.0,374.0,216.0,590.0,3317.0,450000.0,1597.0,352500.0
107,Illawarra,2012,9114.0,5448.0,1830.0,386.0,16778.0,1361.0,778.0,78.0,5.0,2222.0,1662.0,563.0,108.0,19.0,2352.0,250.0,50.0,300.0,72.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,372.0,892.0,897.0,199.0,70.0,276.0,689.0,965.0,,,,
107,Illawarra,2011,9298.0,5469.0,1759.0,379.0,16905.0,,,,,,,,,,,,,,80.0,320.0,128020.0,8597.0,6.7,57.4,4.2,1.4,19.8,5.7,47.4,0.4,78.9,19021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.0,2016.0,534.0,260.0,794.0,802.0,199.0,48.0,252.0,139.0,391.0,,,,
107,Illawarra,2010,,,,,,,,,,,,,,,,,,,90.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,179.0,766.0,1110.0,205.0,33.0,314.0,406.0,721.0,,,,
108,Mid North Coast,2014,9745.0,4227.0,1543.0,282.0,15797.0,1076.0,510.0,68.0,3.0,1657.0,1246.0,342.0,91.0,7.0,1686.0,176.0,48.0,224.0,29.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0,114.0,929.0,938.0,228.0,29.0,264.0,142.0,406.0,,,,
108,Mid North Coast,2013,9740.0,4161.0,1554.0,269.0,15724.0,922.0,440.0,48.0,3.0,1413.0,1448.0,402.0,99.0,7.0,1956.0,177.0,76.0,253.0,33.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39776.0,3307.0,70583.0,6657.0,281.0,19767.0,429.0,450.0,70960.0,18963.0,115.0,4468.0,106.0,31.0,11532.0,34586.0,4183.0,97979.0,,,671.0,80.0,751.0,762.0,204.0,15.0,226.0,150.0,376.0,2991.0,338000.0,906.0,255000.0
108,Mid North Coast,2012,10130.0,4232.0,1600.0,291.0,16253.0,1035.0,468.0,71.0,6.0,1580.0,1368.0,433.0,101.0,10.0,1912.0,230.0,76.0,306.0,24.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,169.0,806.0,810.0,191.0,27.0,219.0,78.0,296.0,,,,
108,Mid North Coast,2011,10283.0,4416.0,1558.0,277.0,16534.0,,,,,,,,,,,,,,30.0,169.0,77669.0,6367.0,8.2,47.0,3.0,1.4,18.7,6.1,43.7,0.3,73.1,12246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,1587.0,660.0,161.0,821.0,927.0,189.0,28.0,250.0,84.0,334.0,,,,
108,Mid North Coast,2010,,,,,,,,,,,,,,,,,,,33.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.0,270.0,1109.0,1354.0,216.0,80.0,347.0,258.0,605.0,,,,
109,Murray,2014,7038.0,3130.0,1338.0,290.0,11796.0,921.0,339.0,92.0,8.0,1360.0,858.0,228.0,68.0,14.0,1168.0,94.0,34.0,128.0,14.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0,66.0,621.0,628.0,174.0,20.0,200.0,131.0,331.0,,,,
109,Murray,2013,6940.0,3119.0,1327.0,264.0,11650.0,680.0,284.0,44.0,3.0,1011.0,972.0,256.0,83.0,14.0,1325.0,98.0,38.0,136.0,12.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42101.0,2154.0,45543.0,10080.0,253.0,12027.0,428.0,331.0,41456.0,15176.0,41.0,1896.0,77.0,10.0,7627.0,39874.0,2788.0,58818.0,,,428.0,31.0,459.0,460.0,136.0,5.0,144.0,65.0,209.0,1590.0,238000.0,326.0,180000.0
109,Murray,2012,7078.0,3245.0,1373.0,267.0,11963.0,769.0,368.0,74.0,6.0,1217.0,968.0,204.0,54.0,10.0,1236.0,121.0,26.0,147.0,18.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,50.0,464.0,467.0,135.0,14.0,149.0,63.0,212.0,,,,
109,Murray,2011,7148.0,3212.0,1277.0,274.0,11911.0,,,,,,,,,,,,,,12.0,88.0,52531.0,2643.0,5.0,59.0,3.8,1.4,18.9,9.5,42.1,0.6,76.3,7593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,1451.0,381.0,104.0,485.0,490.0,123.0,20.0,145.0,115.0,259.0,,,,
109,Murray,2010,,,,,,,,,,,,,,,,,,,21.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,53.0,568.0,643.0,143.0,7.0,171.0,183.0,354.0,,,,
110,New England and North West,2014,12455.0,5333.0,2001.0,284.0,20073.0,1265.0,598.0,104.0,14.0,1981.0,1365.0,329.0,77.0,10.0,1781.0,101.0,32.0,133.0,24.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,77.0,750.0,757.0,196.0,12.0,229.0,119.0,348.0,,,,
110,New England and North West,2013,12413.0,5180.0,2008.0,297.0,19898.0,1139.0,460.0,71.0,5.0,1675.0,1487.0,364.0,87.0,12.0,1950.0,117.0,60.0,177.0,35.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41877.0,3308.0,69219.0,3210.0,219.0,22517.0,378.0,444.0,61279.0,13180.0,53.0,2357.0,83.0,19.0,10487.0,38311.0,4043.0,89346.0,,,573.0,92.0,665.0,667.0,175.0,17.0,201.0,254.0,455.0,2511.0,262000.0,167.0,226000.0
110,New England and North West,2012,12574.0,5310.0,2028.0,297.0,20209.0,1219.0,517.0,82.0,6.0,1824.0,1409.0,373.0,94.0,13.0,1889.0,124.0,49.0,173.0,48.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,76.0,575.0,580.0,153.0,14.0,171.0,170.0,341.0,,,,
110,New England and North West,2011,12510.0,5434.0,2025.0,273.0,20242.0,,,,,,,,,,,,,,58.0,140.0,80551.0,4965.0,6.2,57.6,3.2,1.1,17.2,9.1,42.5,0.5,73.6,12224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0,1480.0,529.0,94.0,623.0,644.0,161.0,15.0,185.0,107.0,293.0,,,,
110,New England and North West,2010,,,,,,,,,,,,,,,,,,,33.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,181.0,843.0,1128.0,186.0,26.0,281.0,309.0,590.0,,,,
111,Newcastle and Lake Macquarie,2014,12887.0,7392.0,2901.0,725.0,23905.0,1819.0,1081.0,131.0,24.0,3055.0,1965.0,777.0,152.0,23.0,2917.0,222.0,83.0,305.0,128.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.0,794.0,2073.0,2084.0,425.0,150.0,591.0,234.0,824.0,,,,
111,Newcastle and Lake Macquarie,2013,12740.0,7285.0,2895.0,730.0,23650.0,1651.0,894.0,135.0,14.0,2694.0,2224.0,864.0,181.0,26.0,3295.0,217.0,54.0,271.0,199.0,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49541.0,9242.0,157589.0,11234.0,563.0,20053.0,346.0,907.0,134132.0,15387.0,153.0,6330.0,94.0,36.0,20346.0,45936.0,10901.0,189570.0,,,989.0,381.0,1370.0,1376.0,384.0,67.0,458.0,264.0,722.0,5205.0,410000.0,1528.0,345000.0
111,Newcastle and Lake Macquarie,2012,12993.0,7534.0,2915.0,735.0,24177.0,1901.0,1096.0,145.0,12.0,3154.0,2117.0,711.0,143.0,21.0,2992.0,243.0,80.0,323.0,122.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,314.0,1132.0,1204.0,323.0,56.0,395.0,298.0,692.0,,,,
111,Newcastle and Lake Macquarie,2011,12957.0,7440.0,2828.0,706.0,23931.0,,,,,,,,,,,,,,138.0,457.0,164766.0,9108.0,5.5,58.6,3.9,1.5,23.6,7.6,39.2,0.5,76.4,22350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0,1881.0,884.0,288.0,1173.0,1291.0,340.0,51.0,425.0,376.0,801.0,,,,
111,Newcastle and Lake Macquarie,2010,,,,,,,,,,,,,,,,,,,170.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.0,578.0,1515.0,1802.0,320.0,118.0,484.0,494.0,978.0,,,,
112,Richmond - Tweed,2014,13653.0,5350.0,1950.0,351.0,21304.0,1625.0,698.0,80.0,8.0,2411.0,1904.0,472.0,108.0,16.0,2500.0,163.0,82.0,245.0,68.0,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.0,254.0,951.0,952.0,229.0,56.0,291.0,194.0,484.0,,,,
112,Richmond - Tweed,2013,13713.0,5328.0,1928.0,335.0,21304.0,1408.0,578.0,75.0,12.0,2073.0,2135.0,540.0,115.0,9.0,2799.0,204.0,102.0,306.0,85.0,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40113.0,4147.0,88071.0,7185.0,411.0,27947.0,428.0,668.0,86182.0,17848.0,120.0,4903.0,99.0,36.0,15486.0,35777.0,5382.0,121068.0,,,559.0,89.0,648.0,648.0,187.0,16.0,206.0,106.0,312.0,2559.0,430000.0,1294.0,325000.0
112,Richmond - Tweed,2012,14170.0,5507.0,1983.0,333.0,21993.0,1577.0,641.0,76.0,6.0,2300.0,2101.0,515.0,118.0,11.0,2745.0,249.0,97.0,346.0,66.0,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,154.0,605.0,620.0,171.0,34.0,213.0,156.0,369.0,,,,
112,Richmond - Tweed,2011,14469.0,5652.0,1936.0,354.0,22411.0,,,,,,,,,,,,,,49.0,505.0,99822.0,7937.0,8.0,53.9,2.3,1.5,20.6,5.8,44.0,0.4,74.7,14382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.0,1758.0,687.0,276.0,963.0,972.0,250.0,55.0,311.0,106.0,417.0,,,,
