sa4_code,sa4_name,year,num_bus_non_empl_bus,num_bus_1_4_empl,num_bus_5_19_empl,num_bus_20_plus_empl,num_bus_tot,num_bus_entr_non_empl_bus,num_bus_entr_1_4_empl,num_bus_entr_5_19_empl,num_bus_entr_20_plus_empl,num_bus_entr_tot,num_bus_exit_non_empl_bus,num_bus_exit_1_4_empl,num_bus_exit_5_19_empl,num_bus_exit_20_plus_empl,num_bus_exit_tot,bnkrpt_non_bus_rel_ns,bnkrpt_bus_rel,bnkrpt_tot,patent_applications,trademark_applications,lfs_lab_frc,lfs_unemployed,lfs_unemployment_rate_pc,lfs_participation_rate_pc,ye_wrk_ft_stdy_pt_pc,ye_wrk_pt_stdy_pt_pc,ye_wrk_pt_stdy_ft_pc,ye_wrk_ft_no_stdy_pc,ye_no_wrk_stdy_ft_pc,ye_wrk_ft_stdy_ft_pc,ye_fully_engaged_pc,ye_tot_age_15_19,sgpa_age_pens_ctrlnk,sgpa_age_pens_dva,sgpa_srvc_pens_dva,sgpa_inc_supp_dva,sgpa_carer_pay,sgpa_disable_supp_pens,sgpa_newstrt_allow,sgpa_newstrt_allow_365_days_plus_pc,sgpa_prnt_pay_single,sgpa_yth_all_ft_stud_apprntc,sgpa_yth_allow_oth,sgpa_family_tax_benefit_a,sgpa_family_tax_benefit_b,sgpa_tot_fam_tax_benf_recip,epi_med_emply_inc_aud,epi_tot_employ_inc_m_aud,epi_employ_inc_earners,epi_med_own_uninc_bus_inc_aud,epi_tot_own_uninc_bus_inc_m_aud,epi_own_uninc_bus_inc_earnrs,epi_med_invstmnt_inc_aud,epi_tot_invstmnt_inc_m_aud,epi_invstmnt_inc_earnrs,epi_med_supr_annuity_inc_aud,epi_tot_supr_annuity_inc_m_aud,epi_supr_annuity_inc_earnrs,epi_med_oth_inc_aud,epi_tot_oth_inc_m_aud,epi_oth_inc_earnrs,epi_med_tot_inc_aud,epi_tot_tot_inc_m_aud,epi_tot_inc_earnrs,avg_mnthly_hhld_rnt_paymnt_aud,avg_mnthly_hhld_mrtge_paymnt_aud,ba_priv_sect_hse,ba_priv_sect_dwell_excl_hse,ba_tot_priv_sect_dwell_units,ba_tot_dwell_units,ba_val_priv_sect_hses_m_aud,ba_val_priv_sect_dwell_excl_hse_m_aud,ba_val_tot_res_bld_m_aud,ba_val_tot_non_res_bld_m_aud,ba_val_tot_bld_m_aud,rpp_hse_num_trans,rpp_hse_med_sal_prc_aud,rpp_att_dwell_num_trans,rpp_att_dwell_med_sal_prc_aud
101,Capital Region,2014,11551.0,6033.0,2262.0,346.0,20192.0,1329.0,697.0,123.0,4.0,2153.0,1588.0,452.0,124.0,9.0,2173.0,155.0,47.0,202.0,35.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.0,115.0,1007.0,1008.0,290.0,22.0,321.0,230.0,551.0,,,,
101,Capital Region,2013,11603.0,5898.0,2281.0,349.0,20131.0,1140.0,580.0,68.0,,1788.0,1701.0,519.0,124.0,19.0,2363.0,153.0,56.0,209.0,54.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45864.0,4764.0,89260.0,6471.0,349.0,23917.0,380.0,575.0,83696.0,25474.0,242.0,7796.0,103.0,31.0,14405.0,42212.0,5961.0,115924.0,,,736.0,191.0,927.0,929.0,227.0,34.0,269.0,123.0,392.0,3080.0,362000.0,892.0,267500.0
101,Capital Region,2012,11961.0,6114.0,2281.0,371.0,20727.0,1380.0,699.0,90.0,10.0,2179.0,1638.0,492.0,107.0,13.0,2250.0,184.0,51.0,235.0,61.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.0,234.0,989.0,991.0,243.0,41.0,285.0,117.0,402.0,,,,
101,Capital Region,2011,12033.0,6207.0,2166.0,359.0,20765.0,,,,,,,,,,,,,,69.0,219.0,99178.0,4513.0,4.6,59.0,4.4,1.4,20.3,9.2,41.1,0.7,77.2,13273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.0,1807.0,823.0,261.0,1084.0,1108.0,262.0,45.0,316.0,165.0,482.0,,,,
101,Capital Region,2010,,,,,,,,,,,,,,,,,,,65.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.0,214.0,1081.0,1175.0,252.0,35.0,308.0,241.0,549.0,,,,
102,Central Coast,2014,11745.0,6900.0,2166.0,438.0,21249.0,1818.0,939.0,125.0,15.0,2897.0,1959.0,615.0,114.0,18.0,2706.0,295.0,106.0,401.0,92.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0,587.0,1274.0,1305.0,215.0,111.0,350.0,188.0,539.0,,,,
102,Central Coast,2013,11612.0,6858.0,2096.0,437.0,21003.0,1419.0,841.0,85.0,10.0,2355.0,2373.0,690.0,133.0,16.0,3212.0,364.0,109.0,473.0,89.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45694.0,7179.0,133852.0,12876.0,508.0,22447.0,272.0,670.0,112211.0,15309.0,145.0,6178.0,137.0,49.0,19417.0,41771.0,8551.0,167120.0,,,581.0,215.0,796.0,823.0,199.0,36.0,254.0,128.0,383.0,5494.0,387000.0,1594.0,302750.0
102,Central Coast,2012,12327.0,7001.0,2107.0,448.0,21883.0,1697.0,975.0,92.0,13.0,2777.0,2235.0,710.0,133.0,12.0,3090.0,416.0,117.0,533.0,102.0,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,144.0,632.0,647.0,192.0,23.0,219.0,118.0,337.0,,,,
102,Central Coast,2011,12561.0,7081.0,2054.0,432.0,22128.0,,,,,,,,,,,,,,85.0,430.0,140700.0,9687.0,6.9,56.0,3.4,1.6,19.8,7.1,42.7,0.4,75.0,21072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.0,1922.0,617.0,455.0,1072.0,1128.0,224.0,119.0,361.0,102.0,462.0,,,,
102,Central Coast,2010,,,,,,,,,,,,,,,,,,,101.0,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,188.0,914.0,1080.0,235.0,39.0,311.0,309.0,620.0,,,,
