sa4_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,sa4_name16
201,65470,67254,68523,70115,72514,40,40,41,41,41,2770661549,2960906904,3141252936,3286120592,3499109079,37522,38887,40271,41250,42332,42320,44026,45842,46868,48254,76.3,76.1,76.2,76.1,75.5,Ballarat
202,64382,66164,67551,68907,71411,40,40,41,41,41,2714915614,2906922369,3081722734,3232269120,3459921611,37258,38869,40094,41346,42604,42169,43935,45621,46908,48451,74.8,74.8,74.5,74.5,73.9,Bendigo
203,118866,121676,124631,127984,134724,40,40,40,40,40,5479301022,5860993078,6197555196,6507404800,7034046897,39154,40913,42034,42908,43840,46096,48169,49727,50845,52211,75.2,75.1,74.8,74.8,74.4,Geelong
204,74352,75486,76846,78597,81517,42,42,42,42,42,3031789230,3191960223,3381307935,3549437270,3791384862,36735,38047,39459,40437,41731,40776,42285,44001,45160,46510,73.4,73.3,73.2,73.5,72.9,Hume
205,112076,113639,114934,117403,121313,41,41,42,42,42,4971685861,5272104216,5483437837,5731538296,6120651977,36527,37793,38889,39733,41033,44360,46393,47709,48819,50453,72.4,72.4,72.2,72.5,71.9,Latrobe - Gippsland
206,285522,297833,315546,331871,356756,33,33,33,33,33,16622021816,17888558200,19343756731,20944161278,23276910814,45871,47513,48421,49454,51018,58216,60062,61302,63109,65246,79.7,79.8,79.6,79.7,79.2,Melbourne - Inner
207,165610,168957,173087,175734,183838,39,40,40,40,40,10057653300,10594072490,11166813208,11697578494,12579259977,43120,44867,46011,47376,48716,60731,62703,64516,66564,68426,67.9,67.8,67.5,67.5,66.9,Melbourne - Inner East
208,187727,192205,197594,203157,213956,39,40,40,40,41,11309055874,12082730627,12836970551,13703772914,15009010665,44890,46996,48594,50000,51683,60242,62864,64966,67454,70150,70.5,70.5,70.3,70.4,70.1,Melbourne - Inner South
209,214676,221098,229086,236857,249037,38,38,38,38,38,10455114473,11192845555,11951555604,12572085900,13633827699,42012,43692,44887,45730,47097,48702,50624,52171,53079,54746,79.8,79.7,79.5,79.5,79.0,Melbourne - North East
210,145344,148883,153868,159890,168470,38,38,38,38,38,6792971290,7244785718,7701236250,8172436355,8854663491,41578,43169,44200,45004,46254,46737,48661,50051,51113,52559,80.1,79.9,79.5,79.4,78.6,Melbourne - North West
211,245565,248830,252768,257898,268113,40,40,40,41,41,11903672902,12517615170,13082841042,13653759720,14636275691,41853,43359,44377,45386,46731,48475,50306,51758,52942,54590,77.7,77.6,77.4,77.4,77.0,Melbourne - Outer East
212,315609,324458,334479,345543,363691,37,38,38,38,38,14111468234,15076460230,16007046626,16909816108,18270446330,39725,41215,42350,43305,44495,44712,46467,47857,48937,50236,80.0,80.0,79.7,79.6,78.9,Melbourne - South East
213,300285,313186,325256,338033,358107,36,36,37,37,37,14199928285,15414918890,16512988044,17498420770,19029963796,42629,44341,45437,46307,47464,47288,49220,50769,51765,53140,84.8,84.7,84.2,83.9,83.1,Melbourne - West
214,126063,128587,131436,135634,142351,40,41,41,41,41,5736732855,6093881482,6418336032,6777161522,7378845230,38986,40583,41600,42625,44117,45507,47391,48832,49967,51836,73.9,73.9,73.7,73.9,73.4,Mornington Peninsula
215,63986,65798,66938,68415,69827,40,40,40,40,40,2328697530,2506946040,2635871395,2763098944,2911896957,32810,34552,35490,36470,37674,36394,38101,39378,40387,41702,69.7,70.4,70.1,70.6,70.4,North West
216,56989,58204,58767,59889,62419,40,40,40,41,40,2188501451,2341886566,2435869293,2556930961,2759450169,34638,36334,37324,38486,39900,38402,40236,41450,42695,44208,73.8,73.8,73.5,73.6,73.4,Shepparton
217,55747,56388,56812,57601,59834,40,41,41,41,41,2189893082,2304290178,2381690280,2486979639,2645848372,34776,36213,36907,37906,38818,39283,40865,41922,43176,44220,69.2,69.3,69.5,69.6,69.3,Warrnambool and South West
301,106888,110463,112875,115121,120174,40,40,40,41,41,5518748904,6073678940,6451958817,6748389503,7189883495,43980,46041,47636,48844,49947,51631,54984,57160,58620,59829,79.3,79.6,79.3,79.3,78.9,Brisbane - East
302,100931,103605,106148,108988,114420,37,38,38,38,38,5260115464,5782625194,6137151579,6483206797,6969087808,45872,48458,50005,51394,52637,52116,55814,57817,59486,60908,80.6,80.9,80.7,80.8,80.4,Brisbane - North
303,167601,172116,177104,179638,188187,35,35,35,36,36,8330355457,9120970789,9678350684,10046438460,10754299410,42347,44635,45768,46725,47744,49703,52993,54648,55926,57147,79.4,79.6,79.3,79.2,78.4,Brisbane - South
304,88984,91854,93293,94267,97804,38,38,39,39,39,5412300070,5944285971,6235520336,6425656127,6828411417,46857,49228,50665,52000,53617,60823,64715,66838,68164,69817,75.9,76.2,75.8,75.7,75.2,Brisbane - West
305,136968,141656,146750,150366,159081,32,33,33,33,33,8212323011,9200599195,9915860065,10442528566,11380088072,44790,48118,49853,50663,51913,59958,64950,67570,69447,71536,80.6,80.7,80.2,79.9,79.3,Brisbane Inner City
306,113229,117345,121135,123334,128024,38,39,39,39,39,4771657195,5235128599,5609073331,5833327468,6187489433,36538,38268,39222,40029,40884,42142,44613,46304,47297,48331,78.3,78.6,78.7,78.8,78.3,Cairns
307,54457,56869,59355,60426,60790,39,39,39,39,39,2133014764,2410982799,2678543009,2819902101,2845608107,34512,36738,38536,39768,40375,39169,42395,45128,46667,46810,71.6,72.2,72.4,73.5,71.9,Darling Downs - Maranoa
308,105430,113157,117135,115854,118943,38,38,38,38,38,5805547110,6801261971,7559607940,7580361265,8122137451,44947,48557,51165,51067,52823,55065,60105,64538,65430,68286,82.5,83.2,83.3,83.2,82.3,Central Queensland
309,244594,252833,263212,274147,291434,37,38,38,38,38,10562532309,11606774946,12696474123,13695828799,14888209102,36463,38300,39841,40999,42115,43184,45907,48237,49958,51086,74.1,74.6,74.6,75.1,74.7,Gold Coast
310,131020,136362,140301,144680,152018,37,37,38,38,38,5897566850,6489050578,6949696565,7310688733,7811248097,41827,43663,45000,46007,46963,45013,47587,49534,50530,51384,84.2,84.6,84.2,84.2,83.7,Ipswich
311,140587,143633,146466,149571,156858,37,38,38,38,38,6128683501,6644771417,7005434101,7348788188,7861155255,40322,42306,43503,44586,45528,43594,46262,47830,49132,50116,83.8,84.0,83.7,83.7,83.0,Logan - Beaudesert
312,88489,95218,96720,94883,95015,37,37,37,38,38,5048429895,5873731008,6239055914,6198796467,6189301928,45078,48535,50364,50689,50741,57051,61687,64506,65331,65140,81.9,82.8,82.6,82.6,81.7,Mackay - Isaac - Whitsunday
313,97405,100424,103300,105111,109237,39,39,39,40,40,4180401229,4581330491,4900073293,5143115873,5442284682,38156,39960,41177,42164,43413,42918,45620,47435,48930,49821,79.1,79.5,79.5,79.5,78.8,Moreton Bay - North
314,87948,91763,95183,98331,103700,38,39,39,39,39,4552406988,5039166947,5398588964,5720016015,6150091503,45580,47500,48741,50041,51194,51762,54915,56718,58171,59307,82.3,82.8,82.7,82.7,82.4,Moreton Bay - South
315,35144,37047,37814,37594,38463,37,37,37,37,38,1662907550,1874766200,2032763659,2050388794,2152525970,39077,41570,43798,44544,45801,47317,50605,53757,54540,55964,81.5,82.2,82.2,82.4,81.2,Queensland - Outback
316,137830,142429,148238,155242,164568,40,41,41,41,41,5764262509,6441149522,7120292588,7739167699,8352207235,34680,36861,38404,39473,40433,41822,45224,48033,49852,50752,68.0,68.6,68.6,69.6,69.1,Sunshine Coast
317,68170,70477,72695,74531,76671,38,38,38,38,38,2993564956,3303087971,3550332389,3776534194,3955054244,38998,41063,42592,43966,44964,43913,46868,48839,50671,51585,78.3,79.1,78.9,79.2,78.7,Toowoomba
318,114395,118929,120883,120908,124112,37,37,37,38,38,5604913281,6158588360,6511361537,6632901428,6875753875,43425,45359,47077,47820,48455,48996,51784,53865,54859,55400,83.1,83.3,83.3,83.3,82.6,Townsville
319,109901,112436,114668,115365,118695,40,41,41,41,41,4263606263,4702484266,5029324213,5181265247,5405543296,33249,35071,36493,37421,37968,38795,41824,43860,44912,45541,73.0,73.5,73.5,74.0,73.2,Wide Bay
401,136109,137904,140613,143714,147975,39,40,40,41,41,7167277043,7607498389,8046828098,8444039989,8973762649,41920,44139,45671,46962,48229,52658,55165,57227,58756,60644,69.6,69.5,69.3,69.4,68.6,Adelaide - Central and Hills
402,182398,185006,188279,192718,197971,38,38,38,38,38,7887978888,8408356798,8854402712,9289061278,9751344677,40636,42430,43638,44752,45758,43246,45449,47028,48200,49256,81.8,81.9,81.9,81.8,81.1,Adelaide - North
403,166330,168605,172024,175138,179089,40,40,40,40,40,7808601757,8304853849,8782247253,9174736967,9625224877,41627,43359,44840,45901,47025,46946,49256,51052,52386,53745,76.2,76.2,76.3,76.4,75.6,Adelaide - South
404,102904,105149,108243,111197,114715,38,38,39,39,39,4696472510,5021939430,5370473150,5653420165,6020005621,40888,42634,44036,45106,46423,45639,47760,49615,50841,52478,77.9,77.9,78.0,78.0,77.4,Adelaide - West
405,43638,44294,44843,46025,47177,42,42,43,43,43,1740075004,1884199957,1981197122,2086023336,2193717613,35366,37565,38708,39736,40665,39875,42538,44181,45324,46500,67.7,68.2,68.1,68.4,67.8,Barossa - Yorke - Mid North
406,37265,38278,38677,38655,38746,39,40,40,40,40,1724091395,1919177951,2025946831,2084010477,2133576675,39525,42353,43424,44630,45694,46266,50138,52381,53913,55066,76.8,77.6,77.4,77.5,76.5,South Australia - Outback
407,76116,77551,78929,80785,82868,41,41,41,42,42,2818723704,3007383257,3171937818,3335044523,3518396924,33351,34923,35911,36722,37901,37032,38779,40187,41283,42458,68.8,69.1,69.3,69.6,68.9,South Australia - South East
501,77817,81132,85307,87628,91613,39,40,40,40,40,3848854803,4370342537,4794730219,5040302624,5421291576,38926,41481,43068,43709,44897,49460,53867,56206,57519,59176,74.1,74.7,75.0,75.1,74.6,Bunbury
502,36348,39476,42507,43728,45734,40,40,40,41,41,1966395425,2348099837,2692585601,2862605557,3067014588,40931,44796,47633,49459,50148,54099,59482,63345,65464,67062,73.2,74.9,75.8,76.0,75.4,Mandurah
503,89232,94703,100040,102126,105978,34,34,34,35,35,6242061582,7164680266,8132688152,8631606574,9282021206,44461,48676,51762,53426,55000,69953,75654,81294,84519,87584,71.9,72.5,72.7,72.4,71.7,Perth - Inner
504,114071,121436,128893,133441,139112,38,38,38,38,38,5997776723,6885073903,7772806344,8200298710,8712471945,45213,48097,50612,52000,52984,52579,56697,60304,61453,62629,80.7,81.3,81.7,81.8,81.1,Perth - North East
505,253206,269850,285873,292822,304480,37,37,37,37,38,13975262892,16053192855,17991871825,18873177076,20095634499,45203,48040,50284,51691,52787,55193,59489,62937,64453,66000,77.9,78.7,78.9,79.0,78.5,Perth - North West
506,230286,246191,261482,266859,275049,36,36,36,36,36,12148792615,13978496277,15707614007,16349236100,17266635411,44450,47139,49626,50488,51781,52755,56779,60071,61265,62777,81.0,81.6,82.0,82.0,81.1,Perth - South East
507,183963,196918,209264,215051,224848,38,38,38,38,38,10516689665,12172459145,13775806991,14518602345,15564234128,46072,49306,51897,53515,54638,57167,61815,65830,67512,69221,78.7,79.6,79.9,80.0,79.5,Perth - South West
509,55679,57622,60120,61810,63724,41,41,41,42,42,2334090008,2615384585,2895409581,3064880992,3234326083,34792,36900,38904,39968,41205,41920,45389,48161,49586,50755,64.6,65.7,65.8,65.9,64.8,Western Australia - Wheat Belt
510,41327,44005,46973,48254,49019,35,35,35,35,36,2732864606,3115083890,3519436367,3697410727,3852120756,53305,56983,60751,62531,63803,66128,70789,74925,76624,78584,90.6,90.6,90.6,91.2,90.7,Western Australia - Outback (North)
511,58021,60828,62400,62142,63210,38,38,38,39,39,3029968927,3445675197,3723381262,3747824367,3885265197,42477,46143,48483,48983,50000,52222,56646,59670,60311,61466,79.5,80.4,80.2,80.1,79.3,Western Australia - Outback (South)
601,102818,102784,103315,105298,109712,39,40,40,40,40,4637063714,4832765348,5043103840,5272594931,5627969460,40000,41600,42917,44200,45420,45100,47019,48813,50073,51298,78.2,77.5,77.2,77.2,76.9,Hobart
602,63369,63157,63123,63906,65995,41,41,41,42,42,2596230746,2694205331,2816072408,2913640033,3098802127,36623,37800,39112,40000,41266,40970,42659,44612,45593,46955,77.1,76.8,76.7,77.2,76.7,Launceston and North East
603,15327,15195,15329,15512,16225,42,43,43,43,43,562587064,585983635,612335973,647434757,694749193,32961,34484,35013,36656,37494,36706,38564,39946,41738,42820,71.6,71.2,71.0,71.1,70.3,South East
604,49617,49779,49582,49963,51194,41,41,41,42,42,2048022381,2158502230,2237503154,2300057948,2413821162,36990,38355,39448,40083,41456,41277,43362,45127,46035,47150,78.7,78.6,78.5,78.7,78.0,West and North West
701,72602,77063,82491,87606,91962,36,36,36,35,36,3871520728,4372978638,4948514653,5545021330,6127192859,48793,51851,54214,56619,58731,53325,56746,59989,63295,66627,87.0,87.1,87.7,88.3,87.9,Darwin
702,33383,34209,35208,36136,37457,37,37,38,38,38,1535404649,1653719302,1762192150,1836227799,1939869943,40446,41999,43341,44080,45162,45994,48342,50051,50814,51789,90.6,90.5,90.6,90.9,90.3,Northern Territory - Outback
801,200711,208327,215393,218325,227764,37,37,37,37,38,12038960558,13031962773,13943170615,14576303814,15507023249,55148,57723,59755,61370,62618,59982,62555,64734,66764,68084,79.9,80.0,79.9,79.6,78.8,Australian Capital Territory
901,842,865,939,1000,942,44,44,42,43,44,49236356,56549169,64321073,68083758,66451402,60284,64600,67494,67675,72741,58475,65375,68500,68084,70543,80.1,79.4,80.4,81.1,76.8,Other Territories
