SA4_MAIN11,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,SA4_NAME11
305,22,233,3,258,5088,640,5986,87,253,5,345,10319,1219,11883,2344,670,37,3051,20919,2554,26524,7061,396,194,7651,9198,1479,18328,3906,352,146,4404,8480,1095,13979,559,663,18,1240,8463,812,10515,54,730,4,788,4055,511,5354,12,180,0,192,2078,447,2717,4,17,0,21,730,191,942,14049,3494,407,17950,69330,8948,96228,33,441,3,477,5346,483,6306,211,698,8,917,11120,902,12939,3535,1245,162,4942,18547,1744,25233,8172,707,597,9476,6888,950,17314,3362,725,214,4301,8372,769,13442,180,1791,13,1984,7575,618,10177,46,1204,3,1253,3586,447,5286,14,259,0,273,2793,486,3552,5,26,0,31,1719,445,2195,15558,7096,1000,23654,65946,6844,96444,55,674,6,735,10434,1123,12292,298,951,13,1262,21439,2121,24822,5879,1915,199,7993,39466,4298,51757,15233,1103,791,17127,16086,2429,35642,7268,1077,360,8705,16852,1864,27421,739,2454,31,3224,16038,1430,20692,100,1934,7,2041,7641,958,10640,26,439,0,465,4871,933,6269,9,43,0,52,Brisbane Inner City
306,86,312,3,401,6091,1090,7582,392,287,17,696,4607,674,5977,3531,463,117,4111,7767,1409,13287,6930,497,248,7675,6893,1459,16027,3723,646,143,4512,10569,1473,16554,651,1020,23,1694,11181,1282,14157,107,671,3,781,6927,970,8678,15,166,0,181,3093,705,3979,4,9,0,13,811,241,1065,15439,4071,554,20064,57939,9303,87306,201,658,16,875,5369,925,7169,1088,505,50,1643,4008,639,6290,5956,839,415,7210,6315,1207,14732,8990,763,663,10416,5587,1197,17200,3225,1576,211,5012,10571,1120,16703,243,2387,24,2654,9769,945,13368,60,1035,5,1100,5887,862,7849,17,179,0,196,3179,722,4097,3,11,0,14,1357,436,1807,19783,7953,1384,29120,52042,8053,89215,287,970,19,1276,11460,2015,14751,1480,792,67,2339,8615,1313,12267,9487,1302,532,11321,14082,2616,28019,15920,1260,911,18091,12480,2656,33227,6948,2222,354,9524,21140,2593,33257,894,3407,47,4348,20950,2227,27525,167,1706,8,1881,12814,1832,16527,32,345,0,377,6272,1427,8076,7,20,0,27,Cairns
307,49,188,0,237,3233,560,4030,311,165,8,484,2425,293,3202,2330,193,67,2590,3133,541,6264,3901,192,107,4200,3032,658,7890,1872,364,45,2281,5543,648,8472,286,581,6,873,6676,619,8168,42,384,3,429,4766,627,5822,3,68,0,71,2482,449,3002,3,3,0,6,663,152,821,8797,2138,236,11171,31953,4547,47671,117,362,7,486,2807,450,3743,677,234,42,953,1717,170,2840,3627,320,237,4184,2158,432,6774,4766,338,278,5382,2162,546,8090,1557,996,91,2644,5188,461,8293,101,1337,14,1452,5722,462,7636,29,638,4,671,4388,534,5593,9,90,0,99,2509,510,3118,6,4,0,10,1152,246,1408,10889,4319,673,15881,27803,3811,47495,166,550,7,723,6040,1010,7773,988,399,50,1437,4142,463,6042,5957,513,304,6774,5291,973,13038,8667,530,385,9582,5194,1204,15980,3429,1360,136,4925,10731,1109,16765,387,1918,20,2325,12398,1081,15804,71,1022,7,1100,9154,1161,11415,12,158,0,170,4991,959,6120,9,7,0,16,Darling Downs - Maranoa
308,75,334,3,412,6419,1008,7839,577,275,19,871,5245,815,6931,4958,457,165,5580,7296,1534,14410,7132,393,219,7744,5737,1512,14993,3135,750,102,3987,10019,1547,15553,424,1061,14,1499,9933,1207,12639,61,552,5,618,5645,914,7177,14,97,0,111,2736,733,3580,6,5,0,11,619,240,870,16382,3924,527,20833,53649,9510,83992,194,593,8,795,5452,804,7051,1288,522,69,1879,4004,463,6346,7030,653,549,8232,4845,918,13995,8436,576,545,9557,4155,919,14631,2572,1838,165,4575,9281,991,14847,158,2155,19,2332,7940,776,11048,40,869,4,913,5187,789,6889,20,146,0,166,3007,837,4010,0,8,0,8,1131,520,1659,19738,7360,1359,28457,45002,7017,80476,269,927,11,1207,11871,1812,14890,1865,797,88,2750,9249,1278,13277,11988,1110,714,13812,12141,2452,28405,15568,969,764,17301,9892,2431,29624,5707,2588,267,8562,19300,2538,30400,582,3216,33,3831,17873,1983,23687,101,1421,9,1531,10832,1703,14066,34,243,0,277,5743,1570,7590,6,13,0,19,Fitzroy
309,119,636,3,758,14098,1860,16716,612,598,20,1230,14058,1738,17026,8423,1064,243,9730,21139,3183,34052,17097,872,583,18552,14697,2773,36022,8460,1182,226,9868,20520,2424,32812,1341,2460,32,3833,22867,2229,28929,223,2013,10,2246,15847,2039,20132,27,356,5,388,8223,1842,10453,3,21,0,24,2679,843,3546,36305,9202,1122,46629,134128,18931,199688,234,1192,9,1435,13022,1630,16087,1573,1152,95,2820,13529,1523,17872,13279,1749,783,15811,17010,2523,35344,21884,1289,1314,24487,11266,2266,38019,7667,2995,376,11038,22701,2131,35870,541,6035,34,6610,22397,1997,31004,120,3094,15,3229,15614,2173,21016,33,442,0,475,9523,2444,12442,10,36,0,46,4204,1668,5918,45341,17984,2626,65951,129266,18355,213572,353,1828,12,2193,27120,3490,32803,2185,1750,115,4050,27587,3261,34898,21702,2813,1026,25541,38149,5706,69396,38981,2161,1897,43039,25963,5039,74041,16127,4177,602,20906,43221,4555,68682,1882,8495,66,10443,45264,4226,59933,343,5107,25,5475,31461,4212,41148,60,798,5,863,17746,4286,22895,13,57,0,70,Gold Coast
310,132,484,7,623,8583,1354,10560,824,451,24,1299,7265,1134,9698,6482,711,196,7389,10224,1981,19594,9194,548,319,10061,8176,1915,20152,4178,911,158,5247,11777,1538,18562,624,1463,23,2110,11249,1089,14448,93,951,3,1047,6940,864,8851,14,168,0,182,3273,677,4132,3,18,0,21,887,266,1174,21544,5705,730,27979,68374,10818,107171,308,1016,21,1345,7765,1016,10126,1932,813,105,2850,6008,611,9469,9757,1065,635,11457,7413,1152,20022,11425,869,745,13039,6487,1149,20675,3410,2366,225,6001,11541,960,18502,259,3175,21,3455,10103,754,14312,55,1337,4,1396,6721,889,9006,10,172,0,182,4038,817,5037,4,25,0,29,1666,512,2207,27160,10838,1756,39754,61742,7860,109356,440,1500,28,1968,16348,2370,20686,2756,1264,129,4149,13273,1745,19167,16239,1776,831,18846,17637,3133,39616,20619,1417,1064,23100,14663,3064,40827,7588,3277,383,11248,23318,2498,37064,883,4638,44,5565,21352,1843,28760,148,2288,7,2443,13661,1753,17857,24,340,0,364,7311,1494,9169,7,43,0,50,Ipswich
311,140,562,3,705,9454,1478,11637,887,475,26,1388,7870,856,10114,6727,715,226,7668,10599,1363,19630,9653,615,362,10630,8155,1407,20192,4117,1026,140,5283,12036,1244,18563,613,1652,22,2287,12458,1033,15778,132,904,0,1036,7204,868,9108,15,137,0,152,2866,556,3574,4,7,0,11,738,231,980,22288,6093,779,29160,71380,9036,109576,337,1015,14,1366,8354,1170,10890,1977,843,123,2943,6449,650,10042,10215,1144,662,12021,7344,1121,20486,11739,968,781,13488,6743,1181,21412,3493,2575,217,6285,12348,1050,19683,275,3739,31,4045,11351,946,16342,61,1238,4,1303,6473,901,8677,5,177,4,186,3292,761,4239,3,17,0,20,1378,398,1796,28105,11716,1836,41657,63732,8178,113567,477,1577,17,2071,17808,2648,22527,2864,1318,149,4331,14319,1506,20156,16942,1859,888,19689,17943,2484,40116,21392,1583,1143,24118,14898,2588,41604,7610,3601,357,11568,24384,2294,38246,888,5391,53,6332,23809,1979,32120,193,2142,4,2339,13677,1769,17785,20,314,4,338,6158,1317,7813,7,24,0,31,Logan - Beaudesert
312,60,223,4,287,4665,698,5650,351,215,15,581,4375,801,5757,3956,406,104,4466,6612,1761,12839,5881,313,199,6393,5212,1618,13223,2512,559,79,3150,8556,1586,13292,340,771,5,1116,7749,1086,9951,35,365,0,400,4218,612,5230,5,80,5,90,1898,414,2402,0,3,0,3,474,125,602,13140,2935,411,16486,43759,8701,68946,126,462,7,595,3949,500,5044,935,393,54,1382,3398,392,5172,5682,569,407,6658,4198,813,11669,6666,493,460,7619,3519,690,11828,1985,1395,124,3504,7489,714,11707,111,1735,13,1859,5938,590,8387,27,556,3,586,3592,480,4658,9,91,0,100,2202,454,2756,3,11,0,14,899,176,1089,15544,5705,1068,22317,35184,4809,62310,186,685,11,882,8614,1198,10694,1286,608,69,1963,7773,1193,10929,9638,975,511,11124,10810,2574,24508,12547,806,659,14012,8731,2308,25051,4497,1954,203,6654,16045,2300,24999,451,2506,18,2975,13687,1676,18338,62,921,3,986,7810,1092,9888,14,171,5,190,4100,868,5158,3,14,0,17,Mackay
313,65,360,6,431,6379,929,7739,535,278,17,830,4659,660,6149,4183,446,181,4810,5778,1066,11654,6649,412,283,7344,5490,1127,13961,3012,702,103,3817,9046,973,13836,485,1258,19,1762,10361,878,13001,85,889,5,979,7695,912,9586,22,134,0,156,4050,835,5041,3,12,0,15,1146,325,1486,15039,4491,614,20144,54604,7705,82453,190,671,15,876,5708,736,7320,1274,497,78,1849,3842,401,6092,6389,654,566,7609,4245,757,12611,8472,667,584,9723,4613,821,15157,2614,1780,202,4596,9277,724,14597,228,2918,19,3165,10094,713,13972,48,1267,0,1315,7789,916,10020,14,174,4,192,4565,1071,5828,4,13,0,17,1972,525,2514,19233,8641,1468,29342,52105,6664,88111,255,1031,21,1307,12087,1665,15059,1809,775,95,2679,8501,1061,12241,10572,1100,747,12419,10023,1823,24265,15121,1079,867,17067,10103,1948,29118,5626,2482,305,8413,18323,1697,28433,713,4176,38,4927,20455,1591,26973,133,2156,5,2294,15484,1828,19606,36,308,4,348,8615,1906,10869,7,25,0,32,Moreton Bay - North
314,42,281,0,323,5357,487,6167,330,222,5,557,4319,268,5144,3795,369,123,4287,5816,471,10574,7425,330,283,8038,4738,538,13314,3250,473,102,3825,6999,481,11305,386,1095,12,1493,6999,357,8849,46,768,4,818,3746,326,4890,9,104,0,113,1440,256,1809,3,4,0,7,414,122,543,15286,3646,529,19461,39828,3306,62595,122,535,0,657,5002,401,6060,717,403,46,1166,3692,161,5019,5586,564,366,6516,4487,373,11376,8811,521,659,9991,3635,392,14018,2743,1180,146,4069,7459,380,11908,135,2463,6,2604,6282,323,9209,39,1060,3,1102,3412,292,4806,5,142,0,147,1726,404,2277,0,4,0,4,802,304,1110,18158,6872,1226,26256,36497,3030,65783,164,816,0,980,10359,888,12227,1047,625,51,1723,8011,429,10163,9381,933,489,10803,10303,844,21950,16236,851,942,18029,8373,930,27332,5993,1653,248,7894,14458,861,23213,521,3558,18,4097,13281,680,18058,85,1828,7,1920,7158,618,9696,14,246,0,260,3166,660,4086,3,8,0,11,Moreton Bay - South
315,49,165,4,218,2139,491,2848,301,182,15,498,2048,573,3119,1789,283,63,2135,3181,1142,6458,2396,247,84,2727,2560,978,6265,1021,353,51,1425,3900,754,6079,177,320,6,503,3679,616,4798,34,134,4,172,2078,396,2646,4,31,0,35,820,212,1067,0,6,0,6,169,61,236,5771,1721,227,7719,20574,5223,33516,150,326,14,490,1578,331,2399,701,301,47,1049,1500,266,2815,2671,424,194,3289,2283,515,6087,2672,411,202,3285,1796,508,5589,803,680,60,1543,3270,461,5274,94,623,11,728,2653,372,3753,27,246,0,273,1484,258,2015,9,40,0,49,767,193,1009,3,5,0,8,268,37,313,7130,3056,528,10714,15599,2941,29254,199,491,18,708,3717,822,5247,1002,483,62,1547,3548,839,5934,4460,707,257,5424,5464,1657,12545,5068,658,286,6012,4356,1486,11854,1824,1033,111,2968,7170,1215,11353,271,943,17,1231,6332,988,8551,61,380,4,445,3562,654,4661,13,71,0,84,1587,405,2076,3,11,0,14,Queensland - Outback
316,56,379,3,438,8460,993,9891,354,332,7,693,6265,557,7515,4573,519,134,5226,8452,925,14603,10384,527,399,11310,7285,1216,19811,5726,828,210,6764,12993,1248,21005,922,1697,39,2658,16058,1121,19837,120,1467,3,1590,12303,1216,15109,26,250,0,276,6994,1058,8328,6,15,0,21,2122,518,2661,22167,6014,795,28976,80932,8852,118760,135,718,10,863,7894,842,9599,896,572,41,1509,5430,343,7282,7293,834,510,8637,6525,711,15873,13427,824,972,15223,6065,945,22233,5496,1995,325,7816,14877,965,23658,340,4156,33,4529,16210,960,21699,77,2177,11,2265,12478,1243,15986,15,261,0,276,7684,1416,9376,9,19,0,28,3490,850,4368,27688,11556,1902,41146,80653,8275,130074,191,1097,13,1301,16354,1835,19490,1250,904,48,2202,11695,900,14797,11866,1353,644,13863,14977,1636,30476,23811,1351,1371,26533,13350,2161,42044,11222,2823,535,14580,27870,2213,44663,1262,5853,72,7187,32268,2081,41536,197,3644,14,3855,24781,2459,31095,41,511,0,552,14678,2474,17704,15,34,0,49,Sunshine Coast
317,51,244,3,298,4500,512,5310,328,225,19,572,3648,308,4528,2913,279,96,3288,4610,600,8498,4425,229,185,4839,3325,543,8707,2096,426,68,2590,5740,527,8857,305,717,11,1033,6065,461,7559,41,534,4,579,4121,515,5215,6,105,0,111,2316,487,2914,0,8,0,8,655,258,921,10165,2767,386,13318,34980,4211,52509,121,511,10,642,4187,482,5311,817,400,53,1270,3221,248,4739,4178,435,329,4942,3347,429,8718,5528,435,396,6359,2724,377,9460,1830,1116,122,3068,6115,423,9606,116,1727,13,1856,5842,427,8125,25,874,0,899,4382,530,5811,13,153,0,166,3069,740,3975,0,10,0,10,1292,535,1837,12628,5661,923,19212,34179,4191,57582,172,755,13,940,8687,994,10621,1145,625,72,1842,6869,556,9267,7091,714,425,8230,7957,1029,17216,9953,664,581,11198,6049,920,18167,3926,1542,190,5658,11855,950,18463,421,2444,24,2889,11907,888,15684,66,1408,4,1478,8503,1045,11026,19,258,0,277,5385,1227,6889,0,18,0,18,Toowoomba
318,73,357,3,433,7134,992,8559,473,325,11,809,6744,854,8407,4335,526,139,5000,8412,1475,14887,6906,427,247,7580,6215,1382,15177,3105,715,95,3915,9541,1285,14741,430,1103,12,1545,9629,1001,12175,78,661,3,742,5685,761,7188,13,130,0,143,2797,558,3498,0,6,0,6,750,181,937,15413,4250,510,20173,56907,8489,85569,194,647,12,853,6423,763,8039,1114,645,61,1820,5814,557,8191,6780,839,474,8093,6147,1006,15246,8633,723,523,9879,4714,976,15569,2701,1750,157,4608,9317,846,14771,161,2555,17,2733,8043,707,11483,52,1026,3,1081,5219,706,7006,10,180,0,190,3335,697,4222,6,12,0,18,1512,288,1818,19651,8377,1247,29275,50524,6546,86345,267,1004,15,1286,13557,1755,16598,1587,970,72,2629,12558,1411,16598,11115,1365,613,13093,14559,2481,30133,15539,1150,770,17459,10929,2358,30746,5806,2465,252,8523,18858,2131,29512,591,3658,29,4278,17672,1708,23658,130,1687,6,1823,10904,1467,14194,23,310,0,333,6132,1255,7720,6,18,0,24,Townsville
319,99,392,3,494,7306,1074,8874,591,301,22,914,4518,565,5997,4437,439,146,5022,5870,990,11882,7419,414,278,8111,6192,1202,15505,3816,791,137,4744,12118,1290,18152,644,1331,35,2010,16350,1352,19712,160,900,3,1063,13876,1661,16600,23,171,5,199,6436,1456,8091,5,6,0,11,1612,569,2192,17194,4745,629,22568,74278,10159,107005,273,744,10,1027,6467,804,8298,1463,506,72,2041,3661,356,6058,7225,610,504,8339,4162,620,13121,9934,689,638,11261,5221,845,17327,3551,2078,222,5851,12929,944,19724,222,3014,27,3263,15997,1128,20388,55,1303,0,1358,12561,1669,15588,10,207,0,217,6394,1669,8280,3,15,0,18,2400,961,3379,22736,9166,1473,33375,69792,8996,112163,372,1136,13,1521,13773,1878,17172,2054,807,94,2955,8179,921,12055,11662,1049,650,13361,10032,1610,25003,17353,1103,916,19372,11413,2047,32832,7367,2869,359,10595,25047,2234,37876,866,4345,62,5273,32347,2480,40100,215,2203,3,2421,26437,3330,32188,33,378,5,416,12830,3125,16371,8,21,0,29,Wide Bay
397,0,0,0,0,11,0,11,5,0,3,8,24,6,38,6,0,0,6,35,7,48,6,0,0,6,26,8,40,4,4,0,8,22,17,47,0,3,0,3,30,7,40,0,0,0,0,17,3,20,0,0,0,0,10,8,18,0,0,0,0,3,3,6,21,7,3,31,178,59,268,0,3,0,3,4,0,7,0,0,0,0,15,3,18,0,3,0,3,9,3,15,6,3,0,9,9,3,21,5,0,0,5,22,3,30,0,3,0,3,20,8,31,0,4,0,4,22,10,36,0,0,0,0,20,4,24,0,0,0,0,3,0,3,11,16,0,27,124,34,185,0,3,0,3,15,0,18,5,0,3,8,39,9,56,6,3,0,9,44,10,63,12,3,0,15,35,11,61,9,4,0,13,44,20,77,0,6,0,6,50,15,71,0,4,0,4,39,13,56,0,0,0,0,30,12,42,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,5,10,0,15,181,73,269,19,19,3,41,395,136,572,141,48,7,196,778,245,1219,201,23,13,237,493,238,968,69,37,3,109,662,212,983,15,75,0,90,1127,222,1439,3,32,0,35,755,140,930,0,6,0,6,153,41,200,0,0,0,0,20,4,24,453,250,26,729,4564,1311,6604,5,32,3,40,157,58,255,48,41,3,92,384,70,546,181,47,10,238,540,103,881,175,32,5,212,287,88,587,41,67,3,111,535,84,730,6,120,0,126,968,113,1207,3,40,0,43,451,58,552,0,8,0,8,67,20,95,0,0,0,0,21,7,28,459,387,24,870,3410,601,4881,10,42,3,55,338,131,524,67,60,6,133,779,206,1118,322,95,17,434,1318,348,2100,376,55,18,449,780,326,1555,110,104,6,220,1197,296,1713,21,195,0,216,2095,335,2646,6,72,0,78,1206,198,1482,0,14,0,14,220,61,295,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,43,316,0,359,8030,744,9133,107,295,9,411,9791,773,10975,3067,533,69,3669,12657,1177,17503,9416,401,314,10131,7473,971,18575,5854,474,196,6524,11571,959,19054,921,1576,44,2541,13266,796,16603,135,1960,5,2100,7879,684,10663,21,505,0,526,5186,703,6415,5,32,0,37,2102,368,2507,19569,6092,637,26298,77955,7175,111428,58,623,3,684,7552,609,8845,311,614,12,937,9520,505,10962,4871,928,288,6087,10564,799,17450,11499,706,827,13032,5711,680,19423,5159,1285,342,6786,12675,683,20144,360,4073,15,4448,12775,700,17923,86,3025,7,3118,7959,758,11835,20,586,3,609,6866,1073,8548,3,49,0,52,4363,909,5324,22367,11889,1497,35753,77985,6716,120454,101,939,3,1043,15582,1353,17978,418,909,21,1348,19311,1278,21937,7938,1461,357,9756,23221,1976,34953,20915,1107,1141,23163,13184,1651,37998,11013,1759,538,13310,24246,1642,39198,1281,5649,59,6989,26041,1496,34526,221,4985,12,5218,15838,1442,22498,41,1091,3,1135,12052,1776,14963,8,81,0,89,Adelaide - Central and Hills
402,122,564,3,689,11736,1556,13981,701,578,22,1301,11782,989,14072,8089,995,268,9352,16932,1756,28040,12942,710,459,14111,11596,1598,27305,5788,1263,168,7219,17678,1383,26280,704,2548,16,3268,16699,1124,21091,113,1864,6,1983,10378,1144,13505,27,329,0,356,6356,1118,7830,4,20,0,24,1784,417,2225,28490,8871,942,38303,104941,11085,154329,248,1138,11,1397,10655,1198,13250,1939,1039,86,3064,9755,698,13517,12289,1468,821,14578,11833,1244,27655,15296,1182,1008,17486,8664,1227,27377,4764,3221,260,8245,17693,1153,27091,345,5726,30,6101,15387,1057,22545,86,2529,10,2625,10993,1317,14935,31,309,3,343,7755,1485,9583,3,20,0,23,3240,799,4062,35001,16632,2229,53862,95975,10178,160015,370,1702,14,2086,22391,2754,27231,2640,1617,108,4365,21537,1687,27589,20378,2463,1089,23930,28765,3000,55695,28238,1892,1467,31597,20260,2825,54682,10552,4484,428,15464,35371,2536,53371,1049,8274,46,9369,32086,2181,43636,199,4393,16,4608,21371,2461,28440,58,638,3,699,14111,2603,17413,7,40,0,47,Adelaide - North
403,73,443,3,519,9903,953,11375,359,447,13,819,9822,566,11207,5563,699,170,6432,13588,996,21016,11618,584,481,12683,8867,901,22451,6162,876,248,7286,14944,1071,23301,845,2521,23,3389,17006,935,21330,107,2251,4,2362,9741,863,12966,28,472,0,500,6456,970,7926,0,33,3,36,2464,505,3005,24755,8326,945,34026,92791,7760,134577,133,874,8,1015,9171,813,10999,903,865,48,1816,8817,486,11119,8589,1295,628,10512,10335,743,21590,13672,935,1162,15769,6807,723,23299,5179,2264,344,7787,16318,839,24944,337,5897,32,6266,15820,850,22936,77,3218,9,3304,10001,1001,14306,20,524,3,547,8325,1442,10314,8,47,0,55,4881,977,5913,28918,15919,2234,47071,90475,7874,145420,206,1317,11,1534,19074,1766,22374,1262,1312,61,2635,18639,1052,22326,14152,1994,798,16944,23923,1739,42606,25290,1519,1643,28452,15674,1624,45750,11341,3140,592,15073,31262,1910,48245,1182,8418,55,9655,32826,1785,44266,184,5469,13,5666,19742,1864,27272,48,996,3,1047,14781,2412,18240,8,80,3,91,Adelaide - South
404,35,243,3,281,5570,700,6551,191,227,0,418,7051,504,7973,3015,469,44,3528,10987,973,15488,6616,400,203,7219,7195,838,15252,3665,475,107,4247,10067,825,15139,481,1185,14,1680,9661,715,12056,78,1220,5,1303,5932,732,7967,29,381,3,413,4756,867,6036,0,19,0,19,1864,419,2302,14110,4619,379,19108,63083,6573,88764,83,402,4,489,5199,503,6191,512,467,25,1004,6123,352,7479,4879,863,225,5967,8487,722,15176,8021,658,480,9159,5478,613,15250,3085,1178,156,4419,10055,624,15098,251,2852,20,3123,9165,632,12920,69,1984,7,2060,6501,818,9379,31,413,3,447,6205,1152,7804,4,25,0,29,3369,928,4326,16935,8842,920,26697,60582,6344,93623,118,645,7,770,10769,1203,12742,703,694,25,1422,13174,856,15452,7894,1332,269,9495,19474,1695,30664,14637,1058,683,16378,12673,1451,30502,6750,1653,263,8666,20122,1449,30237,732,4037,34,4803,18826,1347,24976,147,3204,12,3363,12433,1550,17346,60,794,6,860,10961,2019,13840,4,44,0,48,Adelaide - West
