SA4_MAIN11,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,SA4_NAME11
203,55,324,0,379,7243,959,8581,258,287,4,549,6672,543,7764,3966,507,120,4593,8700,951,14244,8963,388,302,9653,6008,1051,16712,4573,576,147,5296,10395,974,16665,630,1602,18,2250,12147,840,15237,74,1471,4,1549,7757,905,10211,13,305,0,318,5010,890,6218,0,9,0,9,1664,355,2028,18532,5469,595,24596,65596,7468,97660,101,625,0,726,6543,738,8007,671,635,33,1339,5911,312,7562,5956,896,486,7338,7038,580,14956,10715,753,882,12350,4817,665,17832,4065,1602,213,5880,11330,755,17965,269,4037,24,4330,11073,775,16178,57,2278,6,2341,7826,967,11134,23,360,3,386,6171,1297,7854,6,30,0,36,3304,635,3975,21863,11216,1647,34726,64013,6724,105463,156,949,0,1105,13786,1697,16588,929,922,37,1888,12583,855,15326,9922,1403,606,11931,15738,1531,29200,19678,1141,1184,22003,10825,1716,34544,8638,2178,360,11176,21725,1729,34630,899,5639,42,6580,23220,1615,31415,131,3749,10,3890,15583,1872,21345,36,665,3,704,11181,2187,14072,6,39,0,45,Geelong
204,43,227,0,270,4914,633,5817,234,194,7,435,3581,256,4272,2528,279,65,2872,4129,479,7480,4943,270,188,5401,3655,557,9613,2769,459,75,3303,7459,598,11360,430,991,16,1437,9394,687,11518,58,679,4,741,6400,681,7822,8,148,0,156,3418,638,4212,3,5,0,8,1012,231,1251,11016,3252,355,14623,43962,4760,63345,91,435,3,529,4244,492,5265,556,308,32,896,2496,175,3567,3843,499,295,4637,2982,331,7950,6171,456,500,7127,2932,388,10447,2427,1201,128,3756,7850,456,12062,168,2231,10,2409,8303,563,11275,39,1146,3,1188,5908,714,7810,9,169,0,178,3880,884,4942,0,18,0,18,1881,453,2352,13304,6463,971,20738,40476,4456,65670,134,662,3,799,9158,1125,11082,790,502,39,1331,6077,431,7839,6371,778,360,7509,7111,810,15430,11114,726,688,12528,6587,945,20060,5196,1660,203,7059,15309,1054,23422,598,3222,26,3846,17697,1250,22793,97,1825,7,1929,12308,1395,15632,17,317,0,334,7298,1522,9154,3,23,0,26,Hume
205,66,333,0,399,7254,1020,8673,398,297,19,714,5505,583,6802,4399,456,124,4979,6745,1136,12860,7669,393,279,8341,5577,1087,15005,4008,755,126,4889,11503,1040,17432,668,1670,19,2357,14685,1176,18218,92,1155,5,1252,10715,1317,13284,13,225,0,238,5757,1141,7136,4,9,0,13,1550,441,2004,17317,5293,572,23182,69291,8941,101414,165,708,14,887,6467,882,8236,981,597,53,1631,4570,340,6541,6601,790,566,7957,4769,637,13363,9428,693,704,10825,4473,757,16055,3491,2074,211,5776,11865,820,18461,257,3935,25,4217,13448,1014,18679,68,1796,6,1870,10008,1326,13204,23,224,0,247,6389,1522,8158,3,19,4,26,2974,732,3732,21017,10836,1583,33436,64963,8030,106429,231,1041,14,1286,13721,1902,16909,1379,894,72,2345,10075,923,13343,11000,1246,690,12936,11514,1773,26223,17097,1086,983,19166,10050,1844,31060,7499,2829,337,10665,23368,1860,35893,925,5605,44,6574,28133,2190,36897,160,2951,11,3122,20723,2643,26488,36,449,0,485,12146,2663,15294,7,28,4,39,Latrobe - Gippsland
206,42,341,6,389,8764,1357,10510,110,484,6,600,21320,2841,24761,4423,1422,68,5913,51403,6329,63645,13417,860,383,14660,22777,3627,41064,7413,570,258,8241,17840,2560,28641,1310,1148,39,2497,17255,2044,21796,169,1672,6,1847,9790,1654,13291,30,587,3,620,6427,1249,8296,4,40,0,44,2188,554,2786,26918,7124,769,34811,157764,22215,214790,57,554,3,614,9303,1148,11065,362,1030,15,1407,24429,2287,28123,7195,3008,242,10445,50322,4868,65635,15983,1879,1113,18975,18582,2747,40304,6627,1403,430,8460,18325,1980,28765,544,3569,29,4142,17033,1682,22857,151,3085,9,3245,9536,1529,14310,43,667,0,710,7980,1587,10277,10,38,0,48,3961,1076,5085,30972,15233,1841,48046,159471,18904,226421,99,895,9,1003,18067,2505,21575,472,1514,21,2007,45749,5128,52884,11618,4430,310,16358,101725,11197,129280,29400,2739,1496,33635,41359,6374,81368,14040,1973,688,16701,36165,4540,57406,1854,4717,68,6639,34288,3726,44653,320,4757,15,5092,19326,3183,27601,73,1254,3,1330,14407,2836,18573,14,78,0,92,Melbourne - Inner
207,42,370,0,412,10315,997,11724,60,346,5,411,12563,874,13848,2841,533,28,3402,16651,1344,21397,11650,356,292,12298,8179,909,21386,8554,337,182,9073,12746,977,22796,1280,1314,18,2612,14759,791,18162,209,2552,9,2770,9406,838,13014,50,861,5,916,6844,1018,8778,8,45,0,53,2568,579,3200,24694,6714,539,31947,94031,8327,134305,47,592,0,639,9901,803,11343,143,614,7,764,11950,635,13349,4736,872,156,5764,14410,944,21118,15218,762,946,16926,6804,770,24500,8268,916,375,9559,14789,832,25180,589,3893,37,4519,15229,743,20491,201,4344,19,4564,9446,1002,15012,64,981,3,1048,8775,1405,11228,9,53,0,62,5034,1336,6432,29275,13027,1543,43845,96338,8470,148653,89,962,0,1051,20216,1800,23067,203,960,12,1175,24513,1509,27197,7577,1405,184,9166,31061,2288,42515,26868,1118,1238,29224,14983,1679,45886,16822,1253,557,18632,27535,1809,47976,1869,5207,55,7131,29988,1534,38653,410,6896,28,7334,18852,1840,28026,114,1842,8,1964,15619,2423,20006,17,98,0,115,Melbourne - Inner East
208,49,373,0,422,9675,1169,11266,119,344,0,463,11047,855,12365,3924,585,44,4553,17693,1523,23769,14828,509,418,15755,10622,1390,27767,9186,466,248,9900,14632,1292,25824,1390,1609,36,3035,16629,1063,20727,184,2210,14,2408,9405,993,12806,43,663,0,706,6817,1082,8605,9,57,0,66,3152,635,3853,29732,6816,760,37308,99672,10002,146982,54,672,4,730,8809,904,10443,264,678,13,955,10347,611,11913,6374,1096,267,7737,15490,1200,24427,18495,1099,1341,20935,8617,1236,30788,8433,1284,423,10140,16415,1091,27646,537,4499,34,5070,16123,1034,22227,158,3923,17,4098,9337,1184,14619,72,834,8,914,9340,1681,11935,16,79,0,95,6141,1391,7627,34403,14164,2107,50674,100619,10332,161625,103,1045,4,1152,18484,2073,21709,383,1022,13,1418,21394,1466,24278,10298,1681,311,12290,33183,2723,48196,33323,1608,1759,36690,19239,2626,58555,17619,1750,671,20040,31047,2383,53470,1927,6108,70,8105,32752,2097,42954,342,6133,31,6506,18742,2177,27425,115,1497,8,1620,16157,2763,20540,25,136,0,161,Melbourne - Inner South
209,67,440,0,507,12239,1552,14298,264,479,5,748,14441,1154,16343,6714,840,129,7683,21678,2127,31488,16349,573,421,17343,13278,1749,32370,7973,689,190,8852,18398,1550,28800,1136,2089,28,3253,18740,1316,23309,163,2362,11,2536,10595,1255,14386,52,554,4,610,6550,1167,8327,9,23,0,32,1996,525,2553,32727,8049,788,41564,117915,12395,171874,109,821,5,935,11479,1340,13754,798,974,37,1809,13025,808,15642,11030,1564,484,13078,17174,1647,31899,19803,1124,1231,22158,10270,1445,33873,7269,2092,327,9688,19717,1334,30739,537,5726,49,6312,17142,1302,24756,146,3463,12,3621,10426,1425,15472,53,586,0,639,8224,1550,10413,11,29,0,40,3646,1043,4729,39756,16379,2145,58280,111103,11894,181277,176,1261,5,1442,23718,2892,28052,1062,1453,42,2557,27466,1962,31985,17744,2404,613,20761,38852,3774,63387,36152,1697,1652,39501,23548,3194,66243,15242,2781,517,18540,38115,2884,59539,1673,7815,77,9565,35882,2618,48065,309,5825,23,6157,21021,2680,29858,105,1140,4,1249,14774,2717,18740,20,52,0,72,Melbourne - North East
210,66,350,3,419,9537,1449,11405,260,330,4,594,9855,931,11380,5172,555,66,5793,14776,1516,22085,10899,386,214,11499,9880,1359,22738,5479,508,115,6102,13771,1257,21130,747,1301,22,2070,12671,1028,15769,127,1436,6,1569,8149,999,10717,35,405,0,440,5131,973,6544,3,23,0,26,1424,334,1784,22788,5294,430,28512,85194,9846,123552,104,622,4,730,8896,1263,10889,886,721,29,1636,8255,694,10585,8709,971,304,9984,10826,1329,22139,13707,760,630,15097,7731,1265,24093,4943,1485,207,6635,14079,1223,21937,335,3675,22,4032,11876,1026,16934,106,2155,3,2264,8050,1183,11497,33,418,4,455,6335,1255,8045,4,24,0,28,2354,660,3042,28827,10831,1203,40861,78402,9898,129161,170,972,7,1149,18433,2712,22294,1146,1051,33,2230,18110,1625,21965,13881,1526,370,15777,25602,2845,44224,24606,1146,844,26596,17611,2624,46831,10422,1993,322,12737,27850,2480,43067,1082,4976,44,6102,24547,2054,32703,233,3591,9,3833,16199,2182,22214,68,823,4,895,11466,2228,14589,7,47,0,54,Melbourne - North West
211,74,585,5,664,14698,1518,16880,368,510,8,886,14412,715,16013,7376,940,167,8483,19189,1184,28856,18400,716,614,19730,12551,1377,33658,9959,981,286,11226,21525,1322,34073,1244,2832,42,4118,23349,1228,28695,170,2908,13,3091,13453,1248,17792,37,566,3,606,7285,1203,9094,6,29,0,35,2304,540,2879,37634,10067,1138,48839,128766,10335,187940,152,1037,3,1192,13899,1228,16319,906,1130,37,2073,12473,543,15089,11055,1581,788,13424,14973,893,29290,22206,1257,1868,25331,9714,1087,36132,8794,2654,464,11912,23142,1103,36157,552,7725,46,8323,21456,1178,30957,159,4356,14,4529,12921,1457,18907,40,602,3,645,9117,1684,11446,6,35,5,46,4657,1136,5839,43870,20377,3228,67475,122352,10309,200136,226,1622,8,1856,28597,2746,33199,1274,1640,45,2959,26885,1258,31102,18431,2521,955,21907,34162,2077,58146,40606,1973,2482,45061,22265,2464,69790,18753,3635,750,23138,44667,2425,70230,1796,10557,88,12441,44805,2406,59652,329,7264,27,7620,26374,2705,36699,77,1168,6,1251,16402,2887,20540,12,64,5,81,Melbourne - Outer East
212,144,737,4,885,20411,2704,24000,625,788,13,1426,23068,1859,26353,11483,1270,201,12954,32813,3091,48858,22888,847,498,24233,20106,2516,46855,11467,1153,251,12871,27878,2266,43015,1669,2726,36,4431,26969,1913,33313,278,3001,11,3290,16612,1865,21767,60,821,3,884,9993,1705,12582,11,40,0,51,2901,582,3534,48625,11383,1017,61025,180751,18501,260277,232,1371,8,1611,18265,2172,22048,1824,1470,72,3366,19204,1328,23898,19159,2007,791,21957,23503,2455,47915,28562,1447,1377,31386,15422,2194,49002,9823,3109,348,13280,28548,2014,43842,856,7415,61,8332,24771,1862,34965,259,4662,17,4938,16303,2057,23298,64,846,5,915,12070,2201,15186,13,47,0,60,5418,1130,6608,60792,22374,2679,85845,163504,17413,266762,376,2108,12,2496,38676,4876,46048,2449,2258,85,4792,42272,3187,50251,30642,3277,992,34911,56316,5546,96773,51450,2294,1875,55619,35528,4710,95857,21290,4262,599,26151,56426,4280,86857,2525,10141,97,12763,51740,3775,68278,537,7663,28,8228,32915,3922,45065,124,1667,8,1799,22063,3906,27768,24,87,0,111,Melbourne - South East
213,137,628,0,765,16887,2594,20246,670,775,14,1459,19325,2308,23092,12293,1370,202,13865,34272,4810,52947,22530,869,449,23848,21402,3830,49080,9742,1081,191,11014,25548,2858,39420,1376,2469,41,3886,23624,2316,29826,216,1982,18,2216,12274,1806,16296,30,425,3,458,6412,1298,8168,3,26,0,29,1843,512,2384,46997,9625,918,57540,161587,22332,241459,265,1225,6,1496,15445,2317,19258,1985,1433,62,3480,16394,1659,21533,20385,2327,709,23421,26176,3450,53047,27690,1620,1182,30492,16419,2886,49797,8264,3178,351,11793,25804,2414,40011,719,6256,47,7022,21031,2077,30130,171,2848,16,3035,11520,1931,16486,54,550,7,611,8403,1692,10706,18,33,0,51,3560,802,4413,59551,19470,2380,81401,144752,19228,245381,402,1853,6,2261,32332,4911,39504,2655,2208,76,4939,35719,3967,44625,32678,3697,911,37286,60448,8260,105994,50220,2489,1631,54340,37821,6716,98877,18006,4259,542,22807,51352,5272,79431,2095,8725,88,10908,44655,4393,59956,387,4830,34,5251,23794,3737,32782,84,975,10,1069,14815,2990,18874,21,59,0,80,Melbourne - West
214,67,321,5,393,7709,1031,9133,295,283,6,584,6929,501,8014,4242,517,104,4863,8607,847,14317,9451,444,374,10269,6826,1059,18154,4827,696,153,5676,11437,1080,18193,682,1537,24,2243,12899,951,16093,127,1613,5,1745,9354,1125,12224,21,305,0,326,5770,1207,7303,3,9,0,12,1824,531,2367,19715,5725,671,26111,71355,8332,105798,125,571,5,701,6949,860,8510,773,629,34,1436,5686,426,7548,6496,855,471,7822,6628,678,15128,11620,832,950,13402,5356,924,19682,4348,1749,231,6328,11917,915,19160,305,4244,24,4573,12310,948,17831,84,2643,9,2736,9602,1357,13695,22,361,0,383,6701,1648,8732,4,19,0,23,2924,1173,4120,23777,11903,1724,37404,68073,8929,114406,192,892,10,1094,14658,1891,17643,1068,912,40,2020,12615,927,15562,10738,1372,575,12685,15235,1525,29445,21071,1276,1324,23671,12182,1983,37836,9175,2445,384,12004,23354,1995,37353,987,5781,48,6816,25209,1899,33924,211,4256,14,4481,18956,2482,25919,43,666,0,709,12471,2855,16035,7,28,0,35,Mornington Peninsula
215,47,194,5,246,4210,663,5119,292,190,11,493,3092,303,3888,2419,276,68,2763,3849,566,7178,4442,258,159,4859,3254,677,8790,2390,401,63,2854,6943,713,10510,356,834,9,1199,8113,703,10015,46,555,4,605,5680,731,7016,12,157,0,169,3521,741,4431,3,9,0,12,1083,282,1377,10007,2874,319,13200,39745,5379,58324,99,393,5,497,3744,559,4800,628,325,39,992,2344,216,3552,3675,443,285,4403,2663,395,7461,5483,412,379,6274,2600,431,9305,1975,1114,99,3188,6785,478,10451,121,1973,15,2109,6948,554,9611,42,1017,3,1062,5393,718,7173,15,205,5,225,4123,978,5326,3,12,0,15,2112,473,2600,12041,5894,830,18765,36712,4802,60279,146,587,10,743,7954,1222,9919,920,515,50,1485,5436,519,7440,6094,719,353,7166,6512,961,14639,9925,670,538,11133,5854,1108,18095,4365,1515,162,6042,13728,1191,20961,477,2807,24,3308,15061,1257,19626,88,1572,7,1667,11073,1449,14189,27,362,5,394,7644,1719,9757,6,21,0,27,North West
216,42,145,3,190,3716,559,4465,225,132,4,361,2526,276,3163,2057,205,61,2323,3376,477,6176,3999,230,124,4353,2953,582,7888,2016,358,34,2408,5636,584,8628,254,685,8,947,6416,502,7865,36,499,0,535,4806,606,5947,6,101,0,107,2730,583,3420,4,12,0,16,827,218,1061,8639,2367,234,11240,32986,4387,48613,95,321,3,419,3254,513,4186,569,289,21,879,2094,205,3178,3213,381,226,3820,2483,379,6682,4885,384,304,5573,2176,439,8188,1748,921,83,2752,5522,411,8685,104,1713,13,1830,5774,429,8033,24,829,0,853,4334,603,5790,20,144,0,164,3082,770,4016,0,9,0,9,1512,381,1902,10658,4991,650,16299,30231,4130,50660,137,466,6,609,6970,1072,8651,794,421,25,1240,4620,481,6341,5270,586,287,6143,5859,856,12858,8884,614,428,9926,5129,1021,16076,3764,1279,117,5160,11158,995,17313,358,2398,21,2777,12190,931,15898,60,1328,0,1388,9140,1209,11737,26,245,0,271,5812,1353,7436,4,21,0,25,Shepparton
217,26,184,0,210,3729,524,4463,219,141,12,372,2613,180,3165,2015,261,63,2339,3202,331,5872,4009,176,118,4303,2624,394,7321,2190,342,74,2606,5503,467,8576,343,748,12,1103,6698,509,8310,33,478,3,514,4421,524,5459,9,127,4,140,2519,559,3218,0,8,0,8,801,208,1017,8844,2465,286,11595,32110,3696,47401,73,394,6,473,3213,381,4067,479,307,29,815,1973,126,2914,3036,390,224,3650,2215,230,6095,4679,360,369,5408,2062,309,7779,1860,905,106,2871,5636,343,8850,148,1768,5,1921,5791,434,8146,33,841,4,878,4217,559,5654,6,149,0,155,3114,759,4028,3,14,0,17,1588,425,2030,10317,5128,743,16188,29809,3566,49563,99,578,6,683,6942,905,8530,698,448,41,1187,4586,306,6079,5051,651,287,5989,5417,561,11967,8688,536,487,9711,4686,703,15100,4050,1247,180,5477,11139,810,17426,491,2516,17,3024,12489,943,16456,66,1319,7,1392,8638,1083,11113,15,276,4,295,5633,1318,7246,3,22,0,25,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,7,0,0,0,0,3,0,3,3,0,0,3,6,3,12,3,0,0,3,8,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,24,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,7,0,0,0,0,3,0,3,3,0,0,3,6,3,12,3,0,0,3,8,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,3,12,0,15,156,63,234,18,16,0,34,381,117,532,130,34,0,164,667,263,1094,180,22,7,209,401,287,897,64,15,0,79,369,180,628,7,18,0,25,292,86,403,3,16,0,19,179,52,250,0,4,0,4,49,21,74,0,0,0,0,15,7,22,405,137,7,549,2509,1076,4134,14,30,0,44,153,63,260,38,30,3,71,336,100,507,166,67,0,233,535,137,905,157,25,11,193,231,96,520,40,22,3,65,237,78,380,7,45,0,52,254,40,346,4,16,0,20,109,17,146,0,0,0,0,30,9,39,0,0,0,0,24,8,32,426,235,17,678,1909,548,3135,17,42,0,59,309,126,494,56,46,3,105,717,217,1039,296,101,0,397,1202,400,1999,337,47,18,402,632,383,1417,104,37,3,144,606,258,1008,14,63,0,77,546,126,749,7,32,0,39,288,69,396,0,4,0,4,79,30,113,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,46,308,3,357,6467,668,7492,293,243,7,543,5296,320,6159,3698,440,139,4277,6728,606,11611,8108,358,288,8754,5347,759,14860,4023,660,127,4810,9543,712,15065,564,1364,14,1942,10159,659,12760,72,1069,5,1146,6017,575,7738,9,185,0,194,3311,545,4050,3,10,0,13,1149,245,1407,16816,4637,583,22036,54017,5089,81142,118,586,6,710,5964,544,7218,709,512,40,1261,4522,251,6034,5751,656,387,6794,5096,469,12359,9942,653,712,11307,4356,557,16220,3434,1587,199,5220,10217,573,16010,195,3111,20,3326,9348,571,13245,50,1627,6,1683,5916,583,8182,14,224,0,238,4136,731,5105,3,12,0,15,2170,421,2606,20216,8968,1370,30554,51725,4700,86979,164,894,9,1067,12431,1212,14710,1002,755,47,1804,9818,571,12193,9449,1096,526,11071,11824,1075,23970,18050,1011,1000,20061,9703,1316,31080,7457,2247,326,10030,19760,1285,31075,759,4475,34,5268,19507,1230,26005,122,2696,11,2829,11933,1158,15920,23,409,0,432,7447,1276,9155,6,22,0,28,Brisbane - East
302,35,245,0,280,5277,544,6101,222,243,4,469,5623,469,6561,3254,489,91,3834,9653,903,14390,6822,325,239,7386,5958,778,14122,3144,429,103,3676,7880,636,12192,472,923,14,1409,8054,565,10028,57,939,0,996,4631,531,6158,28,257,0,285,3219,611,4115,0,11,0,11,1100,360,1471,14034,3861,451,18346,51395,5397,75138,84,489,4,577,4674,446,5697,528,442,26,996,5318,360,6674,4885,799,275,5959,7884,670,14513,8102,577,558,9237,4953,611,14801,2680,1039,169,3888,8446,514,12848,149,2341,17,2507,7573,502,10582,58,1580,5,1643,5125,595,7363,16,292,0,308,4473,934,5715,3,22,0,25,2338,779,3142,16505,7581,1054,25140,50784,5411,81335,119,734,4,857,9951,990,11798,750,685,30,1465,10941,829,13235,8139,1288,366,9793,17537,1573,28903,14924,902,797,16623,10911,1389,28923,5824,1468,272,7564,16326,1150,25040,621,3264,31,3916,15627,1067,20610,115,2519,5,2639,9756,1126,13521,44,549,0,593,7692,1545,9830,3,33,0,36,Brisbane - North
303,70,388,3,461,8972,944,10377,273,438,3,714,12689,1114,14517,5142,759,115,6016,19289,1886,27191,10972,494,312,11778,9843,1264,22885,5471,589,157,6217,12129,1068,19414,773,1437,25,2235,12165,897,15297,103,1522,7,1632,6710,701,9043,24,301,4,329,4109,675,5113,5,17,0,22,1406,343,1771,22833,5945,626,29404,87312,8892,125608,107,773,6,886,8547,781,10214,670,833,29,1532,11786,758,14076,7999,1280,379,9658,15793,1320,26771,13224,916,841,14981,7752,1017,23750,4655,1515,269,6439,13193,820,20452,359,3515,28,3902,11424,787,16113,81,2162,8,2251,6725,752,9728,26,404,7,437,5584,972,6993,5,19,0,24,2903,723,3650,27126,11417,1567,40110,83707,7930,131747,177,1161,9,1347,17519,1725,20591,943,1271,32,2246,24475,1872,28593,13141,2039,494,15674,35082,3206,53962,24196,1410,1153,26759,17595,2281,46635,10126,2104,426,12656,25322,1888,39866,1132,4952,53,6137,23589,1684,31410,184,3684,15,3883,13435,1453,18771,50,705,11,766,9693,1647,12106,10,36,0,46,Brisbane - South
304,37,259,0,296,6030,464,6790,110,225,3,338,7488,448,8274,2239,340,66,2645,7735,585,10965,6536,237,235,7008,4204,429,11641,3750,280,121,4151,6253,446,10850,547,845,22,1414,7345,370,9129,58,1064,0,1122,3986,275,5383,15,241,0,256,2171,281,2708,0,16,0,16,780,196,992,13292,3507,447,17246,45992,3494,66732,45,440,3,488,5746,425,6659,230,443,12,685,6744,335,7764,3378,568,202,4148,6434,419,11001,8011,441,615,9067,3305,395,12767,3414,659,218,4291,7273,355,11919,209,2088,16,2313,7161,323,9797,36,1684,10,1730,3661,324,5715,16,306,0,322,2809,470,3601,3,20,0,23,1733,546,2302,15342,6649,1076,23067,44866,3592,71525,82,699,3,784,11776,889,13449,340,668,15,1023,14232,783,16038,5617,908,268,6793,14169,1004,21966,14547,678,850,16075,7509,824,24408,7164,939,339,8442,13526,801,22769,756,2933,38,3727,14506,693,18926,94,2748,10,2852,7647,599,11098,31,547,0,578,4980,751,6309,3,36,0,39,Brisbane - West
