sa4_code16,sa4_name16,agri_agri_num_jobs_000,agri_aquaculture_num_jobs_000,agri_estry_logging_num_jobs_000,agri_fishing_hunting_trapping_num_jobs_000,agri_agri_estry_fishing_supp_num_jobs_000,mining_coal_mining_num_jobs_000,mining_oil_gas_xtrction_num_jobs_000,mining_metal_ore_mining_num_jobs_000,mining_non_metl_mnrl_mining_quarrying_num_jobs_000,mining_exploration_oth_mining_supp_num_jobs_000,manu_food_prod_manu_num_jobs_000,manu_beverage_tbco_prod_manu_num_jobs_000,manu_textile_manu_num_jobs_000,manu_wood_prod_manu_num_jobs_000,manu_pulp_paper_conv_paper_prod_manu_num_jobs_000,manu_prnt_including_reprod_rcd_med_num_jobs_000,manu_petroleum_coal_prod_manu_num_jobs_000,manu_basic_chem_chem_prod_manu_num_jobs_000,manu_poly_prod_rubber_prod_manu_num_jobs_000,manu_non_metl_mnrl_prod_manu_mnrl_prod_num_jobs_000,manu_primary_metal_metal_prod_manu_num_jobs_000,manu_fab_metal_prod_manu_num_jobs_000,manu_trns_equipment_manu_num_jobs_000,manu_machinery_equipment_manu_num_jobs_000,manu_furniture_oth_manu_num_jobs_000,utility_elec_supl_num_jobs_000,utility_gas_supl_num_jobs_000,utility_water_supl_sew_drng_num_jobs_000,utility_wst_col_trmt_dspl_num_jobs_000,cons_bld_cons_num_jobs_000,cons_heavy_civil_engineering_cons_num_jobs_000,cons_cons_num_jobs_000,whsl_trade_basic_material_whsl_num_jobs_000,whsl_trade_machinery_equipment_whsl_num_jobs_000,whsl_trade_mtr_vhcl_mtr_vhcl_parts_whsl_num_jobs_000,whsl_trade_grocery_liquor_tbco_prod_whsl_num_jobs_000,whsl_trade_oth_goods_whsl_num_jobs_000,whsl_trade_cmsn_based_whsl_num_jobs_000,rtl_trade_mtr_vhcl_mtr_vhcl_parts_rtl_num_jobs_000,rtl_trade_fuel_rtl_num_jobs_000,rtl_trade_food_rtl_num_jobs_000,rtl_trade_oth_str_based_rtl_num_jobs_000,rtl_trade_non_str_rtl_cmsn_based_buy_sell_num_jobs_000,accom_food_accom_num_jobs_000,accom_food_food_beverage_num_jobs_000,trns_pstl_whse_road_trns_num_jobs_000,trns_pstl_whse_rail_trns_num_jobs_000,trns_pstl_whse_water_trns_num_jobs_000,trns_pstl_whse_air_spc_trns_num_jobs_000,trns_pstl_whse_oth_trns_num_jobs_000,trns_pstl_whse_pstl_cour_delivery_num_jobs_000,trns_pstl_whse_trns_supp_num_jobs_000,trns_pstl_whse_whse_storage_num_jobs_000,med_pub_ex_net_music_pub_num_jobs_000,med_movie_sound_recording_activ_num_jobs_000,med_brct_ex_net_num_jobs_000,med_net_pub_brct_num_jobs_000,med_coms_num_jobs_000,med_net_provrs_web_srch_data_prcsing_num_jobs_000,med_library_oth_info_num_jobs_000,finc_insur_finance_num_jobs_000,finc_insur_insur_super_funds_num_jobs_000,finc_insur_auxiliary_finance_insur_num_jobs_000,rent_hiring_rlst_rent_hiring_ex_rlst_num_jobs_000,rent_hiring_rlst_property_ops_rlst_num_jobs_000,pro_sci_tech_pro_sci_tech_rel_num_jobs_000,pro_sci_tech_comp_sys_desg_rel_num_jobs_000,admt_supp_admt_num_jobs_000,admt_supp_bld_cln_pest_control_oth_supp_num_jobs_000,pub_admn_safety_pub_admt_num_jobs_000,pub_admn_safety_defence_num_jobs_000,pub_admn_safety_pub_order_safety_reg_num_jobs_000,edu_training_prescl_scl_edu_num_jobs_000,edu_training_tertiary_edu_num_jobs_000,edu_training_adlt_cmty_oth_edu_num_jobs_000,hlth_care_soc_asst_hosps_num_jobs_000,hlth_care_soc_asst_med_oth_hlth_care_num_jobs_000,hlth_care_soc_asst_resial_care_num_jobs_000,hlth_care_soc_asst_soc_asst_num_jobs_000,arts_rec_heritage_activ_num_jobs_000,arts_rec_creative_per_ming_arts_activ_num_jobs_000,arts_rec_sports_rec_activ_num_jobs_000,arts_rec_gambling_activ_num_jobs_000,oth_repair_mntc_num_jobs_000,oth_pal_oth_num_jobs_000,oth_priv_hslds_emply_staff_gd_actv_hslds_ouse_num_jobs_000,tot_num_jobs_000,agri_agri_med_emply_incjob_aud,agri_aquaculture_med_emply_incjob_aud,agri_estry_logging_med_emply_incjob_aud,agri_fishing_hunting_trapping_med_emply_incjob_aud,agri_agri_estry_fishing_supp_med_emply_incjob_aud,mining_coal_mining_med_emply_incjob_aud,mining_oil_gas_xtrction_med_emply_incjob_aud,mining_metal_ore_mining_med_emply_incjob_aud,mining_non_metl_mnrl_mining_quarrying_med_emply_incjob_aud,mining_exploration_oth_mining_supp_med_emply_incjob_aud,manu_food_prod_manu_med_emply_incjob_aud,manu_beverage_tbco_prod_manu_med_emply_incjob_aud,manu_textile_manu_med_emply_incjob_aud,manu_wood_prod_manu_med_emply_incjob_aud,manu_pulp_paper_conv_paper_prod_manu_med_emply_incjob_aud,manu_prnt_including_reprod_rcd_med_med_emply_incjob_aud,manu_petroleum_coal_prod_manu_med_emply_incjob_aud,manu_basic_chem_chem_prod_manu_med_emply_incjob_aud,manu_poly_prod_rubber_prod_manu_med_emply_incjob_aud,manu_non_metl_mnrl_prod_manu_mnrl_prod_med_emply_incjob_aud,manu_primary_metal_metal_prod_manu_med_emply_incjob_aud,manu_fab_metal_prod_manu_med_emply_incjob_aud,manu_trns_equipment_manu_med_emply_incjob_aud,manu_machinery_equipment_manu_med_emply_incjob_aud,manu_furniture_oth_manu_med_emply_incjob_aud,utility_elec_supl_med_emply_incjob_aud,utility_gas_supl_med_emply_incjob_aud,utility_water_supl_sew_drng_med_emply_incjob_aud,utility_wst_col_trmt_dspl_med_emply_incjob_aud,cons_bld_cons_med_emply_incjob_aud,cons_heavy_civil_engineering_cons_med_emply_incjob_aud,cons_cons_med_emply_incjob_aud,whsl_trade_basic_material_whsl_med_emply_incjob_aud,whsl_trade_machinery_equipment_whsl_med_emply_incjob_aud,whsl_trade_mtr_vhcl_mtr_vhcl_parts_whsl_med_emply_incjob_aud,whsl_trade_grocery_liquor_tbco_prod_whsl_med_emply_incjob_aud,whsl_trade_oth_goods_whsl_med_emply_incjob_aud,whsl_trade_cmsn_based_whsl_med_emply_incjob_aud,rtl_trade_mtr_vhcl_mtr_vhcl_parts_rtl_med_emply_incjob_aud,rtl_trade_fuel_rtl_med_emply_incjob_aud,rtl_trade_food_rtl_med_emply_incjob_aud,rtl_trade_oth_str_based_rtl_med_emply_incjob_aud,rtl_trade_non_str_rtl_cmsn_based_buy_sell_med_emply_incjob_aud,accom_food_accom_med_emply_incjob_aud,accom_food_food_beverage_med_emply_incjob_aud,trns_pstl_whse_road_trns_med_emply_incjob_aud,trns_pstl_whse_rail_trns_med_emply_incjob_aud,trns_pstl_whse_water_trns_med_emply_incjob_aud,trns_pstl_whse_air_spc_trns_med_emply_incjob_aud,trns_pstl_whse_oth_trns_med_emply_incjob_aud,trns_pstl_whse_pstl_cour_delivery_med_emply_incjob_aud,trns_pstl_whse_trns_supp_med_emply_incjob_aud,trns_pstl_whse_whse_storage_med_emply_incjob_aud,med_pub_ex_net_music_pub_med_emply_incjob_aud,med_movie_sound_recording_activ_med_emply_incjob_aud,med_brct_ex_net_med_emply_incjob_aud,med_net_pub_brct_med_emply_incjob_aud,med_coms_med_emply_incjob_aud,med_net_provrs_web_srch_data_prcsing_med_emply_incjob_aud,med_library_oth_info_med_emply_incjob_aud,finc_insur_finance_med_emply_incjob_aud,finc_insur_insur_super_funds_med_emply_incjob_aud,finc_insur_auxiliary_finance_insur_med_emply_incjob_aud,rent_hiring_rlst_rent_hiring_ex_rlst_med_emply_incjob_aud,rent_hiring_rlst_property_ops_rlst_med_emply_incjob_aud,pro_sci_tech_pro_sci_tech_med_emply_incjob_aud,pro_sci_tech_comp_sys_desg_rel_med_emply_incjob_aud,admt_supp_admt_med_emply_incjob_aud,admt_supp_bld_cln_pest_control_oth_supp_med_emply_incjob_aud,pub_admn_safety_pub_admt_med_emply_incjob_aud,pub_admn_safety_defence_med_emply_incjob_aud,pub_admn_safety_pub_order_safety_reg_med_emply_incjob_aud,edu_training_prescl_scl_edu_med_emply_incjob_aud,edu_training_tertiary_edu_med_emply_incjob_aud,edu_training_adlt_cmty_oth_edu_med_emply_incjob_aud,hlth_care_soc_asst_hosps_med_emply_incjob_aud,hlth_care_soc_asst_med_oth_hlth_care_med_emply_incjob_aud,hlth_care_soc_asst_resial_care_med_emply_incjob_aud,hlth_care_soc_asst_soc_asst_med_emply_incjob_aud,arts_rec_heritage_activ_med_emply_incjob_aud,arts_rec_creative_per_ming_arts_activ_med_emply_incjob_aud,arts_rec_sports_rec_activ_med_emply_incjob_aud,arts_rec_gambling_activ_med_emply_incjob_aud,oth_repair_mntc_med_emply_incjob_aud,oth_pal_oth_med_emply_incjob_aud,oth_priv_hslds_emply_staff_gd_actv_hslds_ouse_num_inc_aud,total_median_employee_income_per_job_aud
101,Capital Region,5.871,0.136,0.426,0.21899999999999997,1.178,0.07,0.045,0.10400000000000001,0.147,0.154,2.487,0.15,0.163,0.7979999999999999,0.027999999999999997,0.252,0.067,0.19,0.08199999999999999,0.469,0.20199999999999999,0.774,0.29,0.405,0.233,0.946,0.033,0.381,0.303,1.541,0.87,5.938,1.114,0.838,0.195,0.5529999999999999,0.515,0.244,1.151,0.586,5.106,8.236,0.139,3.2319999999999998,10.321,2.66,0.049,0.065,0.11800000000000001,0.24600000000000002,0.688,0.917,0.149,0.41100000000000003,0.34600000000000003,0.23800000000000002,0.048,0.478,0.09,0.152,1.808,1.068,0.996,0.732,1.7990000000000002,6.531000000000001,1.501,6.1770000000000005,1.899,13.427,3.187,4.215,6.393,3.122,0.86,2.224,4.399,3.241,3.763,0.409,0.129,1.288,0.084,1.5130000000000001,2.526,,144.584,2643,15235.0,36697,5879.0,4211,41638.0,48012.0,50000.0,45957.0,59550,24592,12092,14989.0,40936,32349.0,33550.0,37054.0,46322.0,39009.0,52077,20531,32931,37529,47172,31148.0,87007,31305.0,59427,42146,26005,40991,25790,30229,43316,30358.0,17400,18200,19108.0,27641,10048,11895,10853,7355,7412,5318,25000,98014.0,26510.0,68954.0,9673,28062,61432,13437.0,24492,7953.0,30397,46615.0,50409,64207.0,55814.0,23060,20682,22695,12954,20933,21446,61613,9941,9819,57295,76122,64747,34572,17648,6433,41483,32448,25954,15972,23640.0,11410,3349,12331,25962,13663,,21651
102,Central Coast,1.025,0.027000000000000003,0.08,,0.20600000000000002,0.32899999999999996,0.025,0.09,0.05,0.33799999999999997,3.3,0.23600000000000002,0.204,1.255,0.139,0.563,0.045,0.723,0.409,0.633,0.311,1.797,0.6990000000000001,2.113,0.45,1.199,,0.266,0.511,2.477,2.7910000000000004,9.822000000000001,1.2919999999999998,2.673,0.501,0.9590000000000001,2.323,0.153,2.146,0.555,6.574,12.719000000000001,0.332,2.114,15.308,3.301,0.051,0.212,0.29,0.134,0.825,2.373,0.18,1.1840000000000002,0.846,0.54,0.087,1.042,0.171,,4.066,2.4859999999999998,2.209,1.395,2.515,10.044,1.8030000000000002,13.985,2.1109999999999998,6.434,0.495,4.36,9.378,4.1,0.9790000000000001,5.2170000000000005,9.191,5.9270000000000005,5.686,0.155,0.23600000000000002,1.841,0.3,2.138,3.928,,202.665,8961,15141.0,14723,,10451,109441.0,116581.0,75554.0,30000.0,46368,29201,52456,25698.0,35735,46790.0,41150.0,40176.0,50203.0,42429.0,55389,44253,37908,40050,51333,30681.0,99025,,69039,34062,32758,45087,25611,38415,53364,37445.0,31193,24797,28771.0,31200,20543,16993,14215,13690,12124,6237,35021,102069.0,74140.0,71828.0,13793,43873,78241,26018.0,35065,5211.0,32107,60651.0,70201,44374.0,,36638,20499,28146,17634,26638,19847,57084,9695,11741,51670,56476,60026,42119,10587,5352,42158,35532,26462,22958,14311.0,11994,5224,22587,29995,15979,,24557
103,Central West,7.211,0.033,0.519,,1.391,2.4,,1.8459999999999999,0.217,1.45,2.81,0.426,0.147,1.078,0.115,0.20800000000000002,,0.31,0.21600000000000003,0.335,0.28600000000000003,0.9690000000000001,0.32799999999999996,1.4569999999999999,0.136,1.021,0.024,0.271,0.278,1.5419999999999998,1.3130000000000002,4.744,1.127,0.983,0.27899999999999997,0.738,0.337,0.48700000000000004,1.196,0.5529999999999999,4.836,6.582000000000001,0.11699999999999999,1.886,8.39,2.713,0.26899999999999996,,0.075,0.051,0.706,0.789,0.5379999999999999,0.322,0.157,0.162,0.026000000000000002,0.27699999999999997,0.08900000000000001,,1.41,1.05,0.7559999999999999,0.8220000000000001,1.2309999999999999,5.4110000000000005,0.23800000000000002,7.099,1.117,6.4479999999999995,0.22899999999999998,2.6260000000000003,7.654,3.639,0.633,2.7760000000000002,5.104,2.55,3.543,0.033,0.05,1.022,0.05,1.775,2.349,,132.731,2842,17226.0,34291,,3931,112559.0,,93337.0,36014.0,64246,40074,13421,8763.0,39564,8698.0,32027.0,,42366.0,26840.0,52282,46041,26555,36591,43512,18456.0,89604,20991.0,47911,39176,21892,49841,25064,34224,42309,22934.0,17050,13936,15309.0,27855,12562,10811,10411,5135,6400,5440,20956,67529.0,,48908.0,14790,18228,69075,13273.0,29817,5618.0,38955,61013.0,57722,46178.0,,23725,18410,24104,24927,19121,17463,39045,11532,6499,48553,35554,42681,38096,14670,8796,45691,37505,27165,16651,4252.0,1930,3257,8210,27461,15138,,21001
104,Coffs Harbour - Grafton,2.5269999999999997,0.11900000000000001,0.266,0.11800000000000001,0.233,0.059000000000000004,0.021,0.068,0.08900000000000001,0.20600000000000002,1.037,0.052000000000000005,0.10400000000000001,0.7829999999999999,,0.062,0.023,0.223,0.047,0.251,0.073,0.48700000000000004,0.182,0.312,0.057999999999999996,0.366,,0.154,0.215,0.716,0.9590000000000001,2.952,0.517,0.35100000000000003,0.257,0.667,0.29600000000000004,0.062,0.703,0.32799999999999996,3.162,4.812,0.07,1.876,6.007000000000001,1.621,0.057,0.11,0.046,0.037000000000000005,0.32,0.7190000000000001,0.036000000000000004,0.40399999999999997,0.16899999999999998,0.133,,0.18899999999999997,0.049,,1.193,0.736,0.569,0.35700000000000004,1.128,2.951,0.22899999999999998,4.436,0.9009999999999999,3.93,0.16,1.334,4.8919999999999995,1.929,0.43,1.766,3.8930000000000002,2.51,1.857,0.046,0.057,1.192,0.061,0.8420000000000001,1.615,,78.306,6090,6600.0,36132,7677.0,6601,46328.0,110091.0,62715.0,50512.0,46910,17900,25411,17698.0,34544,,18108.0,37544.0,53579.0,29370.0,42419,47914,29539,27758,32809,23307.0,76820,,55264,37212,20992,54278,22459,27342,34756,40447.0,11937,16004,10750.0,31016,15325,13153,11779,8650,9499,6280,24163,38118.0,38470.0,50452.0,8360,22904,66157,15261.0,1680,5483.0,22667,,51610,38842.0,,24007,17221,20689,9555,14389,12829,30000,9749,6718,48772,33693,38618,35935,6588,6428,44289,36007,28530,17683,7691.0,5041,1854,4105,24557,11361,,18488
105,Far West and Orana,5.999,0.040999999999999995,0.126,,1.81,0.09699999999999999,,1.99,0.075,0.6409999999999999,1.758,0.045,0.044000000000000004,0.158,,0.048,,0.08900000000000001,0.034,0.163,0.092,0.445,0.198,0.273,0.033,0.536,0.08900000000000001,0.289,0.10099999999999999,1.011,0.612,2.276,0.8009999999999999,0.534,0.245,0.319,0.21600000000000003,0.293,0.875,0.442,3.025,3.605,0.048,1.422,5.267,1.643,0.028999999999999998,,0.051,0.031,0.33799999999999997,0.521,0.418,0.24,0.073,0.10800000000000001,,0.07400000000000001,0.051,,0.835,0.61,0.455,0.38299999999999995,0.488,2.7089999999999996,0.064,3.0469999999999997,0.639,4.375,0.081,1.8130000000000002,4.907,1.5819999999999999,0.255,1.709,3.325,1.7069999999999999,1.6059999999999999,0.212,0.026000000000000002,0.626,0.036000000000000004,0.872,1.839,,77.381,4000,30690.0,37337,,4201,51607.0,,87253.0,43292.0,42930,14044,17888,15373.0,24725,,33641.0,,38871.0,17656.0,44101,42607,29179,30188,26763,7630.0,88389,25473.0,54511,30886,23603,31911,22014,31632,41913,36352.0,24712,9733,11211.0,26337,12284,10039,10634,2973,5367,4990,21618,92923.0,,16509.0,20970,17856,64766,9034.0,30543,3904.0,32973,,67987,47694.0,,26342,19713,25822,13137,16820,11517,11451,8217,6425,44951,42555,46664,38887,9652,8473,45556,40242,25875,19788,27246.0,14313,2108,5376,22103,13598,,17761
106,Hunter Valley exc Newcastle,3.951,0.135,0.185,0.038,0.473,7.606,0.02,1.426,0.309,1.7180000000000002,2.252,0.9009999999999999,0.27,0.573,,0.21100000000000002,0.096,0.6679999999999999,0.419,0.439,2.185,1.817,1.2930000000000001,2.295,0.188,1.34,,0.28,0.51,1.479,3.992,7.435,1.131,2.424,0.424,0.48100000000000004,0.596,0.191,1.8419999999999999,0.7979999999999999,5.872999999999999,7.95,0.13,3.2710000000000004,11.540999999999999,3.6860000000000004,0.281,0.059000000000000004,0.188,0.27699999999999997,0.638,1.324,0.105,0.483,0.19699999999999998,0.113,,0.174,0.36,,2.088,1.646,0.948,1.704,1.7480000000000002,8.802,0.611,12.241,1.672,5.252999999999999,2.49,2.351,6.694,2.987,0.7879999999999999,3.2969999999999997,4.936,2.783,3.7510000000000003,0.111,0.105,1.521,0.11800000000000001,3.9219999999999997,3.165,,171.59400000000002,10398,16411.0,39594,5250.0,4087,124748.0,117535.0,124430.0,61786.0,49070,27323,18141,22538.0,29766,,25692.0,15481.0,61591.0,36581.0,47855,89820,38417,60765,51074,25486.0,92483,,56360,59762,24938,63000,26525,31443,52828,40887.0,15642,16463,20422.0,24489,9791,13049,11998,6590,7520,5375,27170,89635.0,36372.0,53179.0,10301,31650,65663,32443.0,12893,2971.0,20304,,65067,64292.0,,28431,15818,20052,18568,22071,22356,55714,14692,10479,45604,66471,36560,37241,14611,13902,40921,33396,29539,21145,5834.0,5400,4000,13714,36399,10671,,25706
107,Illawarra,0.6729999999999999,,0.085,,0.079,1.6780000000000002,0.04,0.715,0.09,1.198,0.988,0.106,0.18600000000000003,0.48700000000000004,0.069,0.285,0.106,0.292,0.512,0.7040000000000001,4.026,2.068,0.45,1.297,0.314,0.732,0.08,0.255,0.5579999999999999,1.854,2.9619999999999997,6.657,1.2819999999999998,1.578,0.603,0.6940000000000001,1.0590000000000002,0.142,1.1420000000000001,0.531,4.914,9.939,0.134,1.7690000000000001,11.64,2.616,0.532,0.13,0.502,0.174,0.8,2.93,0.22,0.57,0.5379999999999999,0.41600000000000004,0.05,0.39399999999999996,0.087,0.066,2.9789999999999996,2.199,2.469,0.914,2.093,8.853,1.249,10.709000000000001,1.902,8.724,0.6990000000000001,3.888,9.866,8.448,1.671,4.1419999999999995,8.197000000000001,4.122,4.88,0.079,0.272,1.805,0.214,2.539,3.3080000000000003,,179.213,4987,,10999,,6785,119770.0,121615.0,121318.0,59679.0,77352,20403,44970,17536.0,36950,68985.0,35704.0,89443.0,77340.0,58709.0,59767,98360,67227,53780,52874,33547.0,90474,44020.0,87128,58338,35000,55998,27169,51619,52290,39345.0,27974,25587,17366.0,31690,14475,15636,13530,9434,9804,6184,34642,87732.0,38094.0,70105.0,47938,32904,80516,35612.0,40475,3830.0,40410,62596.0,67744,50600.0,8112.0,38586,21648,37685,18032,18718,25596,60980,10228,14696,41899,62214,63147,44729,15239,9905,44290,38179,30641,21217,11136.0,6050,4118,27441,34079,19100,,28000
108,Mid North Coast,1.758,0.23199999999999998,0.308,0.028999999999999998,0.172,0.2,,0.069,0.099,0.262,1.883,0.16,0.157,0.7,,0.12300000000000001,,0.133,0.174,0.337,0.11800000000000001,0.735,0.44,0.40700000000000003,0.157,1.249,,0.391,0.331,1.099,1.4709999999999999,4.293,0.787,0.7709999999999999,0.276,0.48200000000000004,0.382,0.11599999999999999,0.9229999999999999,0.551,4.494,6.3629999999999995,0.102,2.43,8.647,2.6060000000000003,0.057999999999999996,0.08,0.061,0.07200000000000001,0.515,0.479,0.038,0.314,0.287,0.154,,0.13699999999999998,0.051,,1.8730000000000002,1.195,0.951,0.569,1.6569999999999998,4.244,0.266,5.521,0.966,4.459,0.252,1.629,7.266,2.123,0.616,3.094,5.268,3.52,3.24,0.03,0.067,1.031,0.077,1.088,2.021,,106.97200000000001,7014,17725.0,30445,7452.0,6687,78919.0,,66885.0,46427.0,75179,22624,24659,25149.0,30224,,19574.0,,34591.0,12951.0,48487,41174,36918,36259,35862,34164.0,87416,,60194,44087,29553,55340,21277,26970,35094,30881.0,20131,16277,4570.0,27554,16636,13372,12084,8640,8299,6342,26729,108418.0,41859.0,70962.0,3681,27535,55930,29415.0,35376,2767.0,27602,,66130,20039.0,,20728,15600,17153,11252,19504,11728,33762,11086,13050,44507,28449,38615,36255,7457,4541,41263,35184,27667,19777,19022.0,4168,2632,3590,21825,12827,,20362
109,Murray,5.149,,0.125,,1.1320000000000001,0.036000000000000004,,0.078,0.063,0.081,2.435,0.272,0.233,0.192,0.278,0.14800000000000002,,0.11599999999999999,0.133,0.17,0.304,0.7709999999999999,0.7240000000000001,0.598,0.045,0.23800000000000002,,0.389,0.126,0.836,0.433,2.737,0.941,0.619,0.19399999999999998,0.387,0.264,0.12,0.6990000000000001,0.377,2.803,3.852,0.046,1.237,5.688,2.173,0.03,,0.066,0.04,0.337,0.303,0.242,0.184,0.166,0.14800000000000002,,0.07200000000000001,0.025,,0.8490000000000001,0.596,0.836,0.276,0.662,3.0989999999999998,0.159,3.65,0.653,3.8539999999999996,0.304,1.1059999999999999,4.415,1.838,0.35700000000000004,2.194,2.544,1.6380000000000001,1.672,0.042,0.07,0.779,0.053,0.862,1.156,,76.023,5628,,29309,,5200,41739.0,,78357.0,26499.0,70712,42668,21333,35831.0,26675,89797.0,26672.0,,53170.0,57275.0,52785,48288,35879,44353,42046,31436.0,88053,,55414,54280,27921,44825,25400,33270,40030,31039.0,31782,16856,19668.0,33357,12756,11586,11284,6286,6677,6852,28781,71443.0,,39165.0,16256,20310,56755,8369.0,41049,959.0,34257,,55317,36643.0,,27530,17185,21245,14072,17560,14404,38853,9363,9962,42126,54944,23645,28299,10627,6643,39332,35005,25614,16785,20219.0,6427,3607,5580,27347,11292,,19112
110,New England and North West,9.551,,0.31,0.028999999999999998,2.048,0.919,0.037000000000000005,0.171,0.172,0.282,3.551,0.127,0.172,0.374,,0.125,0.062,0.14300000000000002,0.071,0.179,0.122,0.7659999999999999,0.578,0.519,0.083,0.508,0.022000000000000002,0.17800000000000002,0.22899999999999998,0.991,0.6709999999999999,3.554,1.3980000000000001,1.023,0.21600000000000003,0.555,0.29,0.595,1.469,0.499,3.839,6.2410000000000005,0.08900000000000001,1.466,7.4,2.461,0.128,,0.08,0.040999999999999995,0.575,0.565,0.528,0.426,0.302,0.155,,0.156,0.048,,1.511,0.945,0.716,0.48700000000000004,1.13,4.654,0.127,6.107,1.2,5.55,0.237,1.889,7.635,4.244,0.591,2.221,4.3580000000000005,2.6839999999999997,2.779,0.049,0.046,0.887,0.062,1.506,2.697,,116.712,7039,,36302,2549.0,10221,104893.0,48567.0,56468.0,40530.0,64781,29027,3811,24014.0,22021,,17002.0,45644.0,54399.0,32238.0,39148,41300,23914,39158,33137,19975.0,88668,52412.0,50466,39868,25000,46597,20445,28689,35000,34467.0,16328,16945,9836.0,30488,11753,12204,10461,9474,5909,4690,22015,98214.0,,54142.0,21004,17575,63716,20702.0,14223,7640.0,32784,,64366,23296.0,,33598,21241,29334,13519,16432,17124,12634,7907,8375,44185,46597,30262,34657,18923,7167,44151,36451,25741,17956,6031.0,2743,2687,4113,24277,8538,,18098
