sa4_code11,hay_lucerne_cut_for_hay,brdacrcrp_crlcrp_wheat,brdacrcrp_crlcrp_oats,brdacrcrp_crlcrp_brly,brdacrcrp_crlcrp_srgum,brdacrcrp_crlcrp_maize,brdacrcrp_crlcrp_rice,brdacrcrp_crlcrp_tritcle,brdacrcrp_crlcrp_oth_crl,brdacrcrp_othcrp_nec,brdacrcrp_non_crlcrp_mung_bean,brdacrcrp_non_crlcrp_cotton,brdacrcrp_non_crlcrp_lupins,brdacrcrp_non_crlcrp_peanuts,brdacrcrp_non_crlcrp_chickpeas,brdacrcrp_non_crlcrp_oilseed_canola,brdacrcrp_non_crlcrp_oilseed_oth,brdacrcrp_non_crlcrp_oth_pulses,brdacrcrp_non_crlcrp_sugar_cane,brdacrcrp_non_crlcrp_lentils,brdacrcrp_non_crlcrp_faba_beans,nursry_flwrs_turf_turf,brdacrcrp_total,nursry_flwrs_turf_nursry_undcov,nursry_flwrs_turf_nursry_outdoor,nursry_flwrs_turf_nurseries,nursry_flwrs_turf_cut_flwrs_undcov,nursry_flwrs_turf_cut_flwrs_outdoor,nursry_flwrs_turf_cut_flwrs,nursry_flwrs_turf_total,hay_total,hay_crl_for_hay,hay_oth_crp_for_hay,hay_oth_psture_for_hay,veggies_potatoe,veggies_beans,veggies_broccoli,veggies_brssl_sprts,veggies_cabbages,veggies_carrots,veggies_cauliflowers,veggies_mushrooms,veggies_peas_process,veggies_peas_fresh,veggies_pumpkins,veggies_tomatoes_process,veggies_lettuces,veggies_onions,veggies_sweet_corn,veggies_tomatoes_fresh,veggies_capsicum,veggies_melons,veggies_oth_nec,veggies_total,frt_nut_citrus_oranges,frt_nut_citrus_grapefruits,frt_nut_citrus_lemons,frt_nut_citrus_limes,frt_nut_citrus_mandarins,frt_nut_citrus_oth_nec,frt_nut_pome_frt_apples,frt_nut_pome_frt_pear,frt_nut_pome_frt_oth_nec,frt_nut_stn_frt_apricots,frt_nut_orchard_fruit_avocados,frt_nut_stn_frt_cherries,frt_nut_orchard_fruit_mangoes,frt_nut_stn_frt_nectarines,frt_nut_stn_frt_peaches,frt_nut_stn_frt_plums,frt_nut_stn_frt_oth_nec,frt_nut_orchard_fruit_oth_nec,frt_nut_nuts_almonds,frt_nut_nuts_macadamias,frt_nut_nuts_oth_nec,frt_nut_oth_frt_blueberries,frt_nut_oth_frt_strawberries,frt_nut_oth_frt_oth_berr_nec,frt_nut_oth_frt_bananas,frt_nut_oth_frt_kiwifruit,frt_nut_oth_frt_pineapples,frt_nut_oth_frt_oth_nec,frt_nut_excl_grp_total,frt_nut_grapes_oth_use,frt_nut_grapes_wine_prod,frt_nut_grapes_total,total_crp_value,livstk_slght_oth_total,livstk_prod_total,total_agriculture,livstk_slght_oth_catl_calves,livstk_slght_oth_sheep_lamb,livstk_slght_oth_pigs,livstk_slght_oth_goats,livstk_slght_oth_poultry,livstk_slght_oth_oth_nec,livstk_prod_wool,livstk_prod_milk,livstk_prod_eggs,sa4_name11
111,11961.14,,,,,,,,,,,,,,,,,,,,,,,636824.7,116399.69,753224.4,3993368.8,,3993368.8,4746593.0,53733.42,14236.54,,27535.74,,,,,,,,,,,,,,,,,,,,,259.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.68,,404.25,404.25,4841330.5,4644209.0,7470816.0,16956356.0,526108.06,988.32,,1588.27,4115524.2,0.0,1115.95,,7469700.0,Newcastle and Lake Macquarie
112,78759.84,214218.9,9507.65,101482.06,34741.8,1713526.6,341062.75,76707.98,58160.48,70577.69,,,,,,234085.95,6116470.0,8230.0,27807972.0,,7773.44,4533444.5,36794520.0,16053140.0,14567981.0,30621122.0,2246969.5,1540884.1,3787853.8,38942420.0,1826618.8,185143.05,107223.52,1455492.4,407304.16,22509.46,5035.78,,561.9,311180.75,1400.02,,,48955.24,76406.61,509.57,230831.25,,7129.96,190605.19,,122587.16,7021110.0,8726879.0,5227.24,378.43,37899.1,249958.47,49425.36,38229.8,,11365.49,,,7316012.5,,102441.0,386657.47,139873.86,1674.67,,2815830.5,,78701408.0,876953.94,720498.06,27794.2,,2342373.0,,897.78,2551177.8,96376080.0,,381.65,381.65,182666900.0,148466320.0,50858048.0,381991260.0,83412424.0,153235.72,8639575.0,4494.35,56256592.0,0.0,199374.88,50097804.0,560869.44,Richmond - Tweed
113,13872421.0,425987300.0,17705712.0,130716010.0,450461.7,20550284.0,71854392.0,3180238.5,242643.05,1997854.9,1279.32,185671410.0,17412396.0,,1533927.6,151674670.0,6103837.5,7124385.5,3148.75,859757.44,4971809.5,3223277.0,1048041500.0,179666.6,9381173.0,9560840.0,,,,12784117.0,53286980.0,25938916.0,3570777.0,9904864.0,32407564.0,2473.06,450361.4,,,240866.5,,,,,7452864.5,,,1359033.1,,3544174.5,662912.75,14603485.0,3959258.8,64682996.0,88632488.0,3194827.2,5193801.0,288041.06,3401280.8,,25714816.0,68041.23,636.91,87034.37,,3373820.0,,203164.84,978418.3,4810845.0,618258.0,467802.78,32654082.0,,26199058.0,5919466.5,,26532.59,,,,,201832420.0,1449630.5,88389600.0,89839232.0,1470467200.0,533623390.0,144268480.0,2148359200.0,242934500.0,91459848.0,17782452.0,225520.33,181221070.0,0.0,120848520.0,22231120.0,1188837.1,Riverina
114,26759.81,87265.64,655.77,,,1038453.8,,,,,,,,,,13637.69,,,,,,1994074.1,1140012.9,130000.61,5376749.0,5506749.5,155482.7,1313621.2,1469103.9,8969928.0,2631589.5,342707.12,31382.34,2230740.2,1875209.1,3027.65,6586.08,1432.88,3506.12,600.93,1962.4,470142.12,,282.38,6059.96,2968.25,2365.0,,2738.7,42013.56,8053.49,,657338.25,3084287.0,,,,,,,15789.43,461.98,,,,,,,,913.99,,,,,1649.91,,,12396.03,,12328.98,,,45032.12,,147073.16,147073.16,16017922.0,36256376.0,62979688.0,115253980.0,28478406.0,82394.37,71375.99,1531.81,7622667.0,0.0,112734.22,62457760.0,409193.22,Southern Highlands and Shoalhaven
115,,,10815.72,,,,,,,,,,,,,,,,,,3270.14,27418850.0,17535.78,10289317.0,11920280.0,22209596.0,14504233.0,5445594.0,19949828.0,69578272.0,55083.83,,19413.47,13113.08,1196065.8,,106296.21,,1170693.8,,389156.1,39958140.0,,,275468.47,1130.76,188748.03,,259375.0,1324790.2,143248.14,,10114771.0,55151120.0,106809.09,44.19,179884.58,21219.77,361565.9,,232063.02,6261.5,,3292.19,,19350.8,,1038420.3,686746.7,70851.67,,,,,99792.58,35851.88,1484.83,154298.94,,,,256614.78,3281544.5,,1887.3,1887.3,128085440.0,20344186.0,17204716.0,165634350.0,883931.44,5629.37,348162.9,,19101706.0,0.0,30595.18,555714.44,16618407.0,Sydney - Baulkham Hills and Hawkesbury
116,,,,,,,,,,,,,,,,,,,,,,,,453401.88,253780.64,707182.5,1419717.4,99344.98,1519062.2,2226244.8,30885.9,,,30885.9,,8321.55,3256.77,,,,,,36.52,,,,40540.87,,,,14.61,9795.33,1442414.6,1505085.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762216.2,17933650.0,4012365.0,25708232.0,381308.72,0.27,,,17552342.0,,280.14,32641.71,3979443.2,Sydney - Blacktown
117,,597640.7,,477537.25,415596.47,,,,,,388433.5,,,,,102140.61,,,,,,,2105085.2,,,,,,,,3083975.0,,,3061113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189060.5,7214884.5,451286.03,12855231.0,6984499.0,,,,,0.0,,261133.7,,Sydney - City and Inner South
118,,,100816.63,248187.23,,,,,,,,,,,,,,,,,,,349003.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349003.88,291442.12,224425.48,864871.5,112537.1,178905.02,,,,,224425.48,,,Sydney - Eastern Suburbs
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491588.4,491588.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491588.4,900242.25,5923.14,1397753.8,895712.75,4529.48,,,,0.0,5923.14,,,Sydney - Inner South West
120,,219757.48,10389.52,40522.93,,,,,73842.74,,,,,,,,,,,,,,344512.7,,,,,,,,15562.96,15562.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360075.66,440001.88,118090.88,918168.44,283180.75,156821.14,,,,,118090.88,,,Sydney - Inner West
121,,,,,,,,,,,,,,,,,,,,,,,,356481.72,825626.56,1182108.2,,,,1182108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182108.2,233500.83,,1415609.1,233500.83,,,,,0.0,,,,Sydney - North Sydney and Hornsby
122,55718.25,,12986.9,287736.75,1328633.2,,,,,,,,,,,,,,,,,,1629356.9,139264.88,851827.56,991092.44,,,,991092.44,878706.25,209215.05,,613773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541053.8,4050137.5,66863.28,7658054.5,4000367.2,49770.21,,,,0.0,66863.28,,,Sydney - Northern Beaches
123,468469.75,,,,,,,,,,,,,,,,,,,,,2071739.8,,1668458.9,2717571.0,4386030.0,1585044.2,854086.4,2439130.5,8896900.0,1107857.8,265866.22,6597.96,366923.8,1876687.9,2060.8,95648.02,5692.84,3593112.5,66085.3,199181.64,,,,21583.05,10015.08,1963881.5,,63561.14,862992.44,129952.7,47715.34,2719075.0,11657245.0,5905.74,120.17,229.63,321.57,135.02,397.94,57221.19,2703.47,,3708.88,,,,62224.92,106367.71,19889.15,,,,,,,,,,,,328228.16,815563.8,,,,22477568.0,53591460.0,14607335.0,90676360.0,4361311.0,59153.14,158609.7,7878.34,49004508.0,0.0,157617.2,9901578.0,4548140.0,Sydney - Outer South West
124,91866.13,,,,,,,37503.99,,,,,,,,,,,,,,25839850.0,44182.14,1371565.8,2831943.8,4203509.5,338560.34,224206.47,562766.8,30606126.0,105137.03,,,13270.91,602048.5,,44651.83,,1275522.0,,161799.98,11139136.0,,,76465.85,,1167087.2,,187855.12,537551.25,177293.55,174469.06,7095974.0,22663846.0,71053.11,42.26,712.92,,,,10089.7,,,,,,,85847.35,95190.09,6517.37,,153338.9,,141961.55,,,,,,,,,1780960.8,,,,55200252.0,48248264.0,35263408.0,138711920.0,1770416.8,120322.01,582.44,,46356944.0,0.0,145831.22,1030985.4,34086592.0,Sydney - Outer West and Blue Mountains
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.36,,2250.36,2250.36,,,,,,,,,Sydney - Parramatta
127,479000.3,,,,,478439.25,,,,,,,,,,204.77,,,,,,,478900.0,2582828.5,3209019.2,5791848.0,5625820.0,479804.78,6105625.0,11897473.0,515065.94,23943.02,,12122.62,,93102.86,25439.76,,618706.2,,27759.44,11707859.0,,,50692.68,2930.89,1369970.0,,57383.49,1743521.5,55877.18,25578.42,11276156.0,27340442.0,,,,,,,,,,,,,,,,,,,,,,,420417.66,,,,,,420417.66,,,,40663076.0,83755584.0,26129964.0,150548620.0,2528822.2,10540.08,1066752.8,443.81,80149024.0,0.0,13511.41,7132214.5,18984238.0,Sydney - South West
128,,266328.06,,33713.96,,,,,,,,,,,,,,,,,,,300042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300042.0,91586.19,,391628.2,91586.19,,,,,,,,,Sydney - Sutherland
201,2491198.0,21331980.0,7819271.0,9244777.0,,101.53,,320874.66,39893.06,805367.0,,,692908.1,,,14139286.0,60291.32,,,83288.62,791443.06,,60846580.0,153350.4,1367613.1,1520963.5,1251758.1,213890.42,1465648.5,2986612.0,27973258.0,16879520.0,2039483.2,6563057.5,33551112.0,26039.54,30939.76,35.92,4098.97,,16793.85,12525885.0,,,11279.84,,284.26,,,1602645.0,,,885933.75,49118704.0,58.64,,,,,,773.97,,,,,556.17,,0.0,,622.51,,,,,,46980.55,,26102.34,,,,,75094.18,,686417.06,686417.06,141686670.0,233906430.0,84362528.0,459955620.0,44508348.0,119479890.0,27460832.0,12225944.0,30231420.0,0.0,73066512.0,11207823.0,88193.5,Ballarat
202,6674757.0,16446348.0,5669686.0,22201034.0,,4192084.0,,80755.25,56434.45,993864.6,,,272483.88,,350202.1,6826846.5,23597.15,361306.6,,197042.6,3067542.2,484464.1,60739228.0,20056.5,547304.8,567361.3,,114909.86,114909.86,1166735.2,41888440.0,27784724.0,4617470.5,2811490.8,,361.51,,,,,,,,,,2430473.2,,,,58978.59,,,994888.6,3484702.0,,,,,,,5443847.5,130334.51,,12641.27,,235006.3,,,16831.27,10068.41,,,,,,,,,,,,,6603927.0,,711461.2,711461.2,114594500.0,260470270.0,112760740.0,487825500.0,31904552.0,101485060.0,78705720.0,1205076.6,47169864.0,0.0,62361708.0,29515950.0,20883078.0,Bendigo
203,461396.56,10500056.0,1445309.5,7671390.0,2.62,,,273766.75,47752.56,37128.83,,,241658.52,,,6315433.5,166664.2,368785.03,,,1921774.8,10406268.0,28989722.0,7261460.5,4590048.5,11851509.0,38.47,17923868.0,17923906.0,40181684.0,9311309.0,5336868.5,275176.22,3237868.0,46935.42,109.44,811889.56,,114771.26,7540.47,1120.37,298465.53,661.99,,726.93,16869.39,6540673.0,218294.66,1128.64,701967.56,302.54,7322.32,1417848.1,10186627.0,,,,,,,131.62,34.09,,9684.85,,,,,,,,,,,122918.88,,108488.58,110974.49,,,,,352232.5,,557177.94,557177.94,89578752.0,329089440.0,65434552.0,484102750.0,18144910.0,39672252.0,26462936.0,9778043.0,235031300.0,0.0,25481554.0,6546405.5,33406594.0,Geelong
204,3591556.0,16960264.0,2574252.5,1534100.0,2.52,41472.12,,1257259.9,3816.51,291170.8,,,237511.03,,,8904597.0,,91784.98,,,957616.2,10019661.0,32853848.0,782235.3,2876864.2,3659099.8,2128516.8,671838.44,2800355.2,16479116.0,33023900.0,10429459.0,850271.6,18152614.0,20028.38,6000.79,917.59,,3496.3,,,4069828.8,,,4604.4,123.02,86602.04,3535.18,323599.22,5515041.0,1335134.0,,1243833.8,12616844.0,79235.75,5489.66,63335.4,209.24,354.27,22077.86,5379587.0,28634.2,,6309.16,37637.76,28490560.0,,36001.98,1101180.0,137351.81,,21086.27,,,4152759.5,1262968.0,347527.38,836769.3,,1272034.1,,620714.44,43901824.0,0.0,13554413.0,13554413.0,152429950.0,493863390.0,184476160.0,830769540.0,330308290.0,111557670.0,9429869.0,9350679.0,33216884.0,0.0,69728600.0,102214020.0,12533545.0,Hume
205,6362109.0,2186930.2,363443.16,816762.25,83929.13,562829.06,,126917.32,161665.67,11758.76,,,37675.87,,,1003813.4,,19171.22,,,,5227575.5,5374896.0,5407892.0,13267897.0,18675790.0,131495.73,7676034.5,7807530.5,31710896.0,59756956.0,2035391.1,980007.2,50379448.0,25434682.0,20659314.0,11710769.0,,16884524.0,3299245.5,1717346.9,,65503.06,3930628.8,182499.73,399132.0,27171340.0,4330576.5,14076221.0,12259593.0,7354100.0,,50484736.0,200052370.0,369.55,559.81,1448369.4,489.31,312.85,,6571389.0,2524.74,2721.36,,39744.32,,,,,,,,0.0,,31012.44,31478.47,2051.49,1190550.9,,,,3791.87,9365956.0,,196394.31,196394.31,306457470.0,730971780.0,876098110.0,1913527300.0,574681020.0,55627648.0,10317798.0,33106468.0,57238804.0,0.0,34650496.0,809761020.0,31686594.0,Latrobe - Gippsland
206,,,,,,,,,,,,,,,,,,,,,,,,8377.9,146965.47,155343.38,,,,155343.38,9223.19,9223.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602534.0,429818.3,,,,,6032352.5,,,,6196919.0,623040.94,6510.02,6826470.0,622960.5,80.43,,,,,6510.02,,,Melbourne - Inner
207,,,,,,,,,,,,,,,,,,,,,,,,,40442.52,40442.52,,,,40442.52,,,,,,,,,,,,,,,,,,,,59862.29,,,,59862.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100304.81,,,100304.81,,,,,,,,,,Melbourne - Inner East
208,,,,,,,,,,,,,,,,,,,,,,,,3703022.2,788735.56,4491757.5,61064.45,,61064.45,4552822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7957881.5,,,8983334.0,,,,,,,,,,Melbourne - Inner South
