SA4_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,SA4_NAME11
127,77439,51768,48503,50278,49766,36943,21131,12189,3654,351671,135,95,103,94,70,46,26,18,7,594,1026,1158,1311,890,740,570,374,278,132,6479,5,25,39,39,23,34,13,5,0,183,10,47,39,24,43,38,29,8,0,238,0,7,11,0,8,7,6,0,0,39,5,12,16,11,6,13,3,3,0,69,0,0,5,0,0,0,0,4,0,9,0,10,12,3,3,0,0,0,0,28,5,13,11,10,5,0,3,3,0,50,0,0,0,0,0,0,0,0,0,0,1051,1272,1444,977,828,662,428,301,132,7095,1186,1367,1547,1071,898,708,454,319,139,7689,78625,53135,50050,51349,50664,37651,21585,12508,3793,359360,Sydney - South West
128,39568,25728,24689,29410,29058,24436,15284,10274,4388,202835,29,33,19,25,29,23,8,8,4,178,601,694,732,461,361,428,318,251,202,4048,8,15,23,10,16,19,15,3,5,114,17,15,40,26,45,62,34,16,3,258,3,3,9,3,3,4,5,0,0,30,3,3,21,14,6,12,15,3,0,77,4,3,0,3,3,5,7,0,0,25,0,3,4,0,0,0,0,0,0,7,4,3,3,9,4,3,6,0,0,32,0,0,0,0,0,0,0,0,0,0,640,739,832,526,438,533,400,273,210,4591,669,772,851,551,467,556,408,281,214,4769,40237,26500,25540,29961,29525,24992,15692,10555,4602,207604,Sydney - Sutherland
197,4,3,3,11,9,26,29,25,0,110,0,0,0,0,0,0,0,0,0,0,44,42,45,57,97,140,113,58,6,602,33,23,13,36,43,72,74,34,6,334,5,3,8,17,33,41,41,22,3,173,7,0,3,7,12,33,34,18,9,123,32,21,22,41,82,130,191,94,12,625,3,3,7,10,10,14,7,3,0,57,8,0,4,5,5,4,0,0,0,26,7,5,4,5,9,10,7,3,0,50,0,0,0,0,0,0,0,0,0,0,139,97,106,178,291,444,467,232,36,1990,139,97,106,178,291,444,467,232,36,1990,143,100,109,189,300,470,496,257,36,2100,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NSW)
201,27073,18254,14842,18148,19552,18138,12009,7267,2878,138161,35,41,29,20,25,36,9,9,9,213,7,28,29,27,33,55,20,7,5,211,529,1413,688,534,524,542,310,186,138,4864,13,19,20,25,29,33,19,7,0,165,3,5,10,21,16,29,21,8,0,113,4,4,8,8,6,12,22,3,0,67,3,5,10,3,10,7,9,3,0,50,3,9,4,4,4,3,0,0,0,27,0,9,5,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,562,1492,774,622,629,681,401,214,143,5518,597,1533,803,642,654,717,410,223,152,5731,27670,19787,15645,18790,20206,18855,12419,7490,3030,143892,Ballarat
202,26143,17044,13973,17272,18948,17617,11528,7282,3130,132937,37,32,23,22,35,37,15,15,13,229,7,59,37,26,45,57,31,15,9,286,513,1207,683,487,470,493,319,198,131,4501,8,23,16,21,15,34,21,4,0,142,8,11,19,14,15,14,22,10,0,113,5,11,10,10,19,15,8,5,0,83,3,4,9,3,6,11,10,0,0,46,4,7,4,4,3,3,3,0,0,28,10,3,3,7,3,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,558,1325,781,572,576,627,418,232,140,5229,595,1357,804,594,611,664,433,247,153,5458,26738,18401,14777,17866,19559,18281,11961,7529,3283,138395,Bendigo
203,46297,29907,27634,33219,33160,29238,19226,13034,5727,237442,49,65,38,46,30,29,17,12,12,298,20,127,61,60,85,99,43,27,4,526,982,1843,1136,809,762,719,455,272,152,7130,7,34,38,49,60,76,45,9,0,318,11,29,32,22,46,32,18,4,0,194,17,19,31,25,35,20,20,4,0,171,8,19,10,3,15,24,12,3,0,94,3,10,3,10,6,6,0,0,0,38,4,8,16,7,7,5,5,0,0,52,0,0,0,0,0,0,0,0,0,0,1052,2089,1327,985,1016,981,598,319,156,8523,1101,2154,1365,1031,1046,1010,615,331,168,8821,47398,32061,28999,34250,34206,30248,19841,13365,5895,246263,Geelong
204,29497,17418,14306,19093,22096,20801,13892,8414,3378,148895,67,87,47,42,40,50,41,19,17,410,227,316,306,221,239,217,123,46,11,1706,1818,2163,1408,1417,1196,1041,599,254,149,10045,149,228,223,163,134,116,54,5,4,1076,187,427,170,132,133,104,66,13,3,1235,79,102,116,87,65,59,25,0,0,533,14,120,28,22,24,33,21,5,0,267,7,35,30,22,5,3,0,0,0,102,8,20,39,27,17,15,16,0,0,142,3,0,0,0,0,0,0,0,0,3,2492,3411,2320,2091,1813,1588,904,323,167,15109,2559,3498,2367,2133,1853,1638,945,342,184,15519,32056,20916,16673,21226,23949,22439,14837,8756,3562,164414,Hume
205,46672,27879,24478,29539,33834,33522,23544,14167,5411,239046,81,97,66,62,62,58,38,22,13,499,26,40,81,76,86,87,66,21,7,490,1259,1971,1482,1047,1184,1197,794,399,194,9527,55,32,67,63,74,68,48,17,3,427,33,17,22,23,28,32,20,3,3,181,19,18,39,32,31,40,17,3,6,205,6,9,14,9,20,40,17,7,0,122,3,4,9,6,9,11,0,0,3,45,9,8,4,4,7,4,13,4,0,53,0,0,0,0,3,0,0,0,0,3,1410,2099,1718,1260,1442,1479,975,454,216,11053,1491,2196,1784,1322,1504,1537,1013,476,229,11552,48163,30075,26262,30861,35338,35059,24557,14643,5640,250598,Latrobe - Gippsland
206,58954,71109,122946,77656,54995,42512,26158,17662,7410,479402,91,146,213,131,83,86,41,31,21,843,146,520,1315,1665,1828,1206,461,99,9,7249,1747,3660,4642,2909,2274,2143,1336,837,465,20013,110,278,511,739,853,652,233,55,4,3435,92,133,264,377,473,354,107,32,3,1835,114,213,387,469,623,472,175,41,4,2498,94,144,112,143,257,211,77,18,3,1059,55,62,35,25,37,43,12,0,0,269,38,73,111,110,132,104,38,7,0,613,0,0,0,0,0,0,0,0,0,0,2396,5083,7377,6437,6477,5185,2439,1089,488,36971,2487,5229,7590,6568,6560,5271,2480,1120,509,37814,61441,76338,130536,84224,61555,47783,28638,18782,7919,517216,Melbourne - Inner
207,55777,48393,40681,44234,46429,37042,26415,18839,9102,326912,61,96,65,52,35,32,23,25,21,410,26,49,61,72,69,69,65,22,4,437,743,1414,1285,832,652,632,528,498,322,6906,24,23,39,45,45,57,33,16,3,285,3,13,19,18,24,34,29,5,7,152,3,13,23,22,27,33,19,11,0,151,0,14,0,3,13,15,22,14,0,81,0,7,5,3,7,3,3,0,0,28,3,8,18,9,12,9,6,0,0,65,0,0,0,0,0,0,3,0,0,3,802,1541,1450,1004,849,852,708,566,336,8108,863,1637,1515,1056,884,884,731,591,357,8518,56640,50030,42196,45290,47313,37926,27146,19430,9459,335430,Melbourne - Inner East
208,67847,44153,46175,56334,51591,41004,25786,19280,10838,363008,73,53,54,54,34,44,28,32,28,400,24,30,76,67,60,100,93,37,3,490,859,1311,1278,970,789,795,615,541,467,7625,21,30,37,46,59,70,45,15,6,329,9,10,16,24,20,25,34,12,3,153,17,28,19,17,26,30,39,15,3,194,8,7,7,7,14,25,13,7,0,88,0,0,9,10,11,6,0,0,0,36,5,3,5,15,5,11,6,0,4,54,0,0,0,0,0,0,0,0,0,0,943,1419,1447,1156,984,1062,845,627,486,8969,1016,1472,1501,1210,1018,1106,873,659,514,9369,68863,45625,47676,57544,52609,42110,26659,19939,11352,372377,Melbourne - Inner South
209,82121,57961,61082,64295,57957,46414,28371,17804,6934,422939,83,89,94,64,45,47,41,22,18,503,17,84,71,75,68,65,28,28,10,446,985,1858,1686,1157,850,776,636,486,325,8759,23,39,64,64,55,60,39,5,4,353,0,24,16,13,23,33,19,12,0,140,5,18,28,24,9,23,13,4,0,124,3,14,5,9,8,39,22,4,0,104,3,9,11,6,10,6,5,0,0,50,3,7,4,7,8,8,5,0,3,45,0,0,0,0,0,0,0,0,0,0,1039,2053,1885,1355,1031,1010,767,539,342,10021,1122,2142,1979,1419,1076,1057,808,561,360,10524,83243,60103,63061,65714,59033,47471,29179,18365,7294,433463,Melbourne - North East
210,64703,42934,42672,45635,41971,31595,21186,13966,4559,309221,80,59,87,54,55,38,20,23,10,426,3,28,48,69,74,58,54,12,6,352,800,1039,1064,815,602,491,305,245,115,5476,27,29,55,55,60,49,20,12,0,307,9,16,21,35,27,23,17,7,4,159,4,23,15,23,36,28,9,4,0,142,3,14,12,24,25,28,8,3,0,117,7,0,9,10,3,7,0,0,0,36,3,4,3,12,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,856,1153,1227,1043,827,687,416,283,125,6617,936,1212,1314,1097,882,725,436,306,135,7043,65639,44146,43986,46732,42853,32320,21622,14272,4694,316264,Melbourne - North West
211,89084,61511,55659,67634,68006,56868,34024,19267,8267,460320,69,65,56,62,42,53,46,35,27,455,26,31,50,62,62,81,80,23,5,420,1387,2097,1734,1084,786,763,534,500,347,9232,27,47,49,42,55,62,51,14,5,352,11,14,26,12,19,29,26,10,0,147,9,20,38,18,22,40,11,3,3,164,0,10,5,17,10,23,32,11,0,108,30,24,11,4,5,4,0,0,0,78,5,3,10,5,7,6,3,3,3,45,0,0,0,0,0,0,0,0,0,0,1495,2246,1923,1244,966,1008,737,564,363,10546,1564,2311,1979,1306,1008,1061,783,599,390,11001,90648,63822,57638,68940,69014,57929,34807,19866,8657,471321,Melbourne - Outer East
212,129012,92868,93644,93599,84691,65929,42744,26412,9682,638581,136,163,167,106,92,77,40,45,22,848,45,63,126,127,131,100,67,27,9,695,1536,2668,2339,1506,1085,865,651,571,297,11518,46,41,70,91,98,88,51,11,5,501,7,32,27,30,34,34,14,3,0,181,30,50,42,45,27,44,15,3,0,256,5,22,19,10,12,29,18,3,4,122,6,9,16,11,4,3,0,5,0,54,11,7,19,3,6,11,6,0,0,63,0,0,0,0,0,0,0,0,0,0,1686,2892,2658,1823,1397,1174,822,623,315,13390,1822,3055,2825,1929,1489,1251,862,668,337,14238,130834,95923,96469,95528,86180,67180,43606,27080,10019,652819,Melbourne - South East
213,126814,81316,102476,96207,77314,58088,31403,18123,6512,598253,160,112,155,142,88,58,40,31,12,798,43,59,97,95,107,113,67,22,3,606,1563,2279,2440,1551,1136,893,652,454,233,11201,20,59,81,68,70,81,30,15,0,424,16,25,38,39,45,39,28,11,4,245,21,21,34,30,20,35,23,3,4,191,3,13,16,26,28,39,19,3,0,147,10,6,7,6,0,3,7,0,0,39,3,3,12,3,6,3,0,4,0,34,0,0,0,0,0,0,0,0,0,0,1679,2465,2725,1818,1412,1206,826,512,244,12887,1839,2577,2880,1960,1500,1264,866,543,256,13685,128653,83893,105356,98167,78814,59352,32269,18666,6768,611938,Melbourne - West
214,49684,31223,28096,36432,35876,31674,23221,14710,6085,257001,38,28,30,31,21,54,41,25,18,286,19,86,63,41,38,62,55,16,7,387,905,1483,1036,788,639,674,586,383,264,6758,12,63,54,48,36,58,33,12,6,322,7,18,11,4,13,20,10,6,0,89,16,40,41,19,34,19,12,9,0,190,3,8,10,10,17,24,26,3,3,104,3,14,13,6,3,3,0,0,0,42,5,3,11,6,4,7,0,0,0,36,0,3,10,3,0,0,0,0,0,16,970,1718,1249,925,784,867,722,429,280,7944,1008,1746,1279,956,805,921,763,454,298,8230,50692,32969,29375,37388,36681,32595,23984,15164,6383,265231,Mornington Peninsula
215,28066,15965,13756,17225,19847,18095,12851,9045,3767,138617,74,74,45,40,39,35,27,35,17,386,39,71,80,61,71,109,77,29,7,544,540,965,728,577,696,702,490,284,113,5095,18,29,24,20,33,43,24,15,0,206,46,47,67,48,87,121,128,39,12,595,11,9,24,10,19,11,18,4,0,106,5,10,4,8,5,11,20,0,0,63,3,8,7,0,6,3,4,0,0,31,3,0,3,6,3,10,6,6,0,37,0,0,0,0,0,0,0,0,0,0,665,1139,937,730,920,1010,767,377,132,6677,739,1213,982,770,959,1045,794,412,149,7063,28805,17178,14738,17995,20806,19140,13645,9457,3916,145680,North West
216,24985,13955,12186,15445,16522,14686,10369,6858,2791,117797,53,51,32,36,37,32,23,10,17,291,34,69,47,39,52,58,29,20,7,355,430,688,508,386,461,466,437,241,134,3751,16,23,19,18,33,50,22,6,0,187,0,15,7,12,15,13,33,18,3,116,4,7,14,6,13,16,13,0,0,73,3,3,3,3,17,12,12,3,0,56,6,4,4,6,0,0,0,0,0,20,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,493,809,602,474,591,618,546,288,144,4565,546,860,634,510,628,650,569,298,161,4856,25531,14815,12820,15955,17150,15336,10938,7156,2952,122653,Shepparton
217,22930,13384,11177,14433,16558,15083,9870,6674,2871,112980,53,44,42,29,31,27,19,18,19,282,10,24,40,20,42,54,23,11,0,224,449,932,625,468,485,536,311,182,87,4075,9,11,23,14,24,40,14,8,3,146,17,41,37,30,54,62,35,19,3,298,10,8,17,18,11,21,12,5,0,102,3,4,3,8,10,13,14,3,0,58,3,0,9,0,0,8,0,0,0,20,3,3,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,504,1023,757,561,629,734,409,228,93,4938,557,1067,799,590,660,761,428,246,112,5220,23487,14451,11976,15023,17218,15844,10298,6920,2983,118200,Warrnambool and South West
297,0,0,10,4,13,7,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,5,14,21,23,14,3,3,0,83,9,32,113,107,135,94,9,3,0,502,0,5,20,16,24,11,3,0,0,79,0,0,7,0,10,3,0,0,0,20,0,10,50,45,51,16,0,0,0,172,0,0,7,10,4,3,0,0,0,24,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,214,199,247,141,15,6,0,883,9,52,214,199,247,141,15,6,0,883,9,52,224,203,260,148,19,6,0,921,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,42515,25682,22870,29834,29741,24552,15018,8785,3870,202867,26,28,21,14,19,27,10,3,4,152,35,34,48,58,79,146,124,53,13,590,14,26,25,26,45,68,90,43,14,351,583,883,715,507,518,501,338,170,85,4300,9,4,10,9,15,7,22,22,0,98,4,6,14,25,8,29,22,3,0,111,9,3,6,6,15,29,13,3,3,87,9,3,6,5,4,3,3,0,0,33,10,3,8,0,3,15,13,11,0,63,0,0,0,0,0,0,0,0,0,0,673,962,832,636,687,798,625,305,115,5633,699,990,853,650,706,825,635,308,119,5785,43214,26672,23723,30484,30447,25377,15653,9093,3989,208652,Brisbane - East
302,33988,23880,27535,27813,24165,19642,12932,9482,4431,183868,14,17,33,16,8,14,10,5,5,122,24,33,74,56,87,102,88,34,11,509,23,13,37,42,40,48,57,20,6,286,497,921,792,548,497,545,437,350,161,4748,3,4,11,4,13,18,19,7,3,82,6,3,12,5,15,19,21,6,0,87,5,10,4,4,15,23,20,12,0,93,0,3,4,3,3,6,3,0,0,22,6,3,4,10,10,9,7,4,0,53,0,0,0,0,0,0,0,0,0,0,564,990,938,672,680,770,652,433,181,5880,578,1007,971,688,688,784,662,438,186,6002,34566,24887,28506,28501,24853,20426,13594,9920,4617,189870,Brisbane - North
303,55708,47364,51687,45097,38483,30167,17881,11638,5205,303230,29,42,48,29,28,18,13,5,10,222,43,86,89,95,107,180,139,60,11,810,22,56,70,35,50,75,71,35,9,423,772,1603,1406,883,812,892,625,472,305,7770,5,9,18,18,11,22,31,15,3,132,12,13,33,24,21,18,13,4,4,142,0,5,7,7,14,26,17,14,5,95,6,12,7,11,5,13,3,0,0,57,5,7,5,4,9,9,4,5,5,53,0,0,0,0,0,0,0,0,0,0,865,1791,1635,1077,1029,1235,903,605,342,9482,894,1833,1683,1106,1057,1253,916,610,352,9704,56602,49197,53370,46203,39540,31420,18797,12248,5557,312934,Brisbane - South
304,31447,28208,20784,23516,21727,17901,10482,6043,3152,163260,34,58,35,18,16,10,18,5,0,194,26,82,44,53,54,70,78,50,7,464,11,32,31,19,20,41,54,30,8,246,343,1246,642,410,305,360,223,125,46,3700,3,5,3,3,5,19,22,15,5,80,4,4,8,6,10,13,11,3,5,64,0,5,5,4,8,6,10,8,0,46,4,10,9,0,9,0,0,0,0,32,3,10,3,7,8,12,0,3,0,46,0,0,0,0,0,0,0,0,0,0,394,1394,745,502,419,521,398,234,71,4678,428,1452,780,520,435,531,416,239,71,4872,31875,29660,21564,24036,22162,18432,10898,6282,3223,168132,Brisbane - West
305,30515,35183,48834,33827,25979,19546,10098,6000,2979,212961,27,54,73,53,33,31,13,9,0,293,126,320,645,781,846,601,270,81,24,3694,50,95,474,500,520,369,174,72,13,2267,1139,2315,2345,1877,1811,1684,1114,576,266,13127,8,30,79,110,101,114,42,24,3,511,17,47,156,147,207,150,36,11,4,775,7,15,26,36,51,49,46,17,0,247,15,15,28,30,40,20,5,0,0,153,0,13,61,55,73,39,26,5,5,277,0,0,0,0,0,0,0,0,0,0,1362,2850,3814,3536,3649,3026,1713,786,315,21051,1389,2904,3887,3589,3682,3057,1726,795,315,21344,31904,38087,52721,37416,29661,22603,11824,6795,3294,234305,Brisbane Inner City
306,46689,25072,26006,31177,30885,25589,15527,7713,2736,211394,103,76,74,74,76,61,43,29,10,546,384,231,447,449,627,1146,1206,446,70,5006,591,211,587,757,835,1549,1534,611,109,6784,1176,1657,1715,1522,1753,1978,1542,579,160,12082,109,59,109,145,231,398,452,164,27,1694,90,49,104,96,169,277,201,70,9,1065,33,19,41,40,88,192,147,54,6,620,23,26,44,32,39,26,10,3,0,203,16,14,54,29,59,79,84,24,7,366,0,0,0,0,0,0,0,0,0,0,2422,2266,3101,3070,3801,5645,5176,1951,388,27820,2525,2342,3175,3144,3877,5706,5219,1980,398,28366,49214,27414,29181,34321,34762,31295,20746,9693,3134,239760,Cairns
307,26158,12352,12007,15075,15615,14494,10464,5680,2086,113931,131,105,48,32,39,42,33,13,13,456,59,80,123,92,146,283,243,53,13,1092,20,23,51,37,42,150,180,67,12,582,587,1157,1228,1107,1188,1114,532,193,79,7185,0,4,35,26,45,56,52,7,0,225,4,11,22,17,15,33,23,0,0,125,3,11,8,5,14,30,21,3,0,95,5,5,5,0,4,7,0,0,0,26,4,3,3,6,3,7,22,3,0,51,0,0,0,0,0,0,0,0,0,0,682,1294,1475,1290,1457,1680,1073,326,104,9381,813,1399,1523,1322,1496,1722,1106,339,117,9837,26971,13751,13530,16397,17111,16216,11570,6019,2203,123768,Darling Downs - Maranoa
308,45502,25865,26278,27563,27938,21459,12947,7180,2381,197113,83,95,58,59,54,44,26,11,3,433,58,109,203,193,323,610,687,198,16,2397,34,50,76,77,177,465,799,287,26,1991,1156,2327,2653,2556,3077,2712,1275,408,148,16312,22,19,29,37,62,150,175,60,12,566,11,12,32,45,40,74,56,4,3,277,15,7,21,17,43,95,79,25,3,305,3,7,12,12,16,18,4,0,0,72,5,6,7,3,7,34,27,7,0,96,0,0,0,0,0,0,0,0,0,0,1304,2537,3033,2940,3745,4158,3102,989,208,22016,1387,2632,3091,2999,3799,4202,3128,1000,211,22449,46889,28497,29369,30562,31737,25661,16075,8180,2592,219562,Fitzroy
309,92195,64383,65876,71223,65745,56693,38856,22003,9087,486061,86,107,79,54,51,72,40,23,15,527,538,542,770,812,900,1203,1198,647,181,6791,853,414,611,903,778,1382,2511,1828,394,9674,1718,2472,2230,1645,1600,1642,1124,644,347,13422,218,120,170,210,179,331,432,219,51,1930,110,87,119,160,147,143,102,39,0,907,69,70,67,88,118,296,433,262,41,1444,23,47,43,34,20,15,14,3,0,199,27,26,56,30,63,106,126,63,18,515,0,0,0,3,0,0,0,0,0,3,3556,3778,4066,3885,3805,5118,5940,3705,1032,34885,3642,3885,4145,3939,3856,5190,5980,3728,1047,35412,95837,68268,70021,75162,69601,61883,44836,25731,10134,521473,Gold Coast
310,63764,37896,37701,39329,35606,27328,16919,8728,3202,270473,98,55,55,34,53,22,23,20,5,365,28,70,88,69,85,111,105,40,9,605,20,27,29,30,41,59,61,21,10,298,1122,1603,1298,933,797,671,427,246,133,7230,3,0,21,8,19,26,27,10,0,114,14,11,14,14,16,11,3,6,0,89,5,4,11,10,11,15,12,6,0,74,4,5,4,8,8,5,4,3,0,41,3,4,7,9,10,6,3,3,3,48,0,0,0,0,0,0,0,0,0,0,1199,1724,1472,1081,987,904,642,335,155,8499,1297,1779,1527,1115,1040,926,665,355,160,8864,65061,39675,39228,40444,36646,28254,17584,9083,3362,279337,Ipswich
311,65913,40751,38418,40195,36876,30616,16930,7534,2654,279887,85,57,44,40,28,37,17,4,5,317,62,69,91,70,86,138,122,72,11,721,30,36,35,42,46,54,81,46,5,375,1048,1465,1055,682,522,526,308,147,72,5825,3,13,11,9,13,17,16,14,3,99,6,12,6,18,9,11,10,0,0,72,6,3,5,7,13,23,27,8,3,95,3,4,6,3,0,4,0,0,0,20,3,3,8,7,4,7,4,4,0,40,0,0,0,0,0,0,0,0,0,0,1161,1605,1217,838,693,780,568,291,94,7247,1246,1662,1261,878,721,817,585,295,99,7564,67159,42413,39679,41073,37597,31433,17515,7829,2753,287451,Logan - Beaudesert
312,34632,19694,21955,22667,22372,16411,9158,4897,1619,153405,66,75,56,41,56,41,20,13,4,372,129,251,377,305,471,701,665,188,26,3113,172,145,300,282,257,510,604,173,30,2473,809,2436,4206,3911,4107,2917,1055,282,82,19805,48,63,91,74,98,167,131,29,5,706,24,37,53,71,77,83,40,11,0,396,13,26,20,35,48,90,84,26,0,342,3,6,8,7,10,6,5,0,0,45,17,12,19,22,20,24,12,9,0,135,0,0,0,0,0,0,0,0,0,0,1215,2976,5074,4707,5088,4498,2596,718,143,27015,1281,3051,5130,4748,5144,4539,2616,731,147,27387,35913,22745,27085,27415,27516,20950,11774,5628,1766,180792,Mackay
