sa4_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa4_name16
208,230566,43,16196666836,48032,70247,5.53,1.99,0.36,0.16,0.529,11.8,27.2,39.0,23.2,22.2,22.6,32.0,Melbourne - Inner South
209,245323,41,12903264253,43534,52597,4.54,1.79,0.39,0.19,0.441,7.2,19.4,30.0,23.7,25.7,27.1,23.5,Melbourne - North East
210,165223,41,8202963226,42311,49648,4.41,1.75,0.4,0.19,0.42700000000000005,6.3,17.9,28.5,24.0,26.8,27.8,21.3,Melbourne - North West
211,283084,43,14593432728,42681,51552,4.72,1.81,0.38,0.17,0.445,6.9,19.2,30.0,24.5,25.9,26.6,23.0,Melbourne - Outer East
212,359207,41,17192947709,40638,47864,4.48,1.74,0.39,0.18,0.436,7.0,18.8,29.4,25.4,27.6,27.8,19.1,Melbourne - South East
213,331789,38,16615720751,43950,50079,4.18,1.7,0.41,0.2,0.409,5.5,16.7,27.1,22.8,26.0,29.4,21.8,Melbourne - West
214,151395,44,7533345625,40053,49760,4.75,1.82,0.38,0.17,0.461,8.2,20.9,31.7,26.1,27.5,25.9,20.6,Mornington Peninsula
215,78865,45,3319971843,36406,42097,5.4,1.78,0.33,0.13,0.473,6.7,19.2,30.2,30.2,29.0,25.4,15.5,North West
216,68516,44,2878536910,36293,42013,5.08,1.77,0.35,0.14,0.457,6.8,18.6,29.4,29.8,29.2,25.8,15.2,Shepparton
217,69590,46,3096015835,37610,44489,5.17,1.81,0.35,0.14,0.46299999999999997,6.7,19.0,30.0,28.7,28.0,25.7,17.6,Warrnambool and South West
301,123005,43,6954077386,45526,56535,4.49,1.81,0.4,0.18,0.451,7.6,20.3,31.2,22.1,24.9,26.6,26.3,Brisbane - East
302,114535,41,6451526088,47151,56328,4.43,1.76,0.4,0.18,0.435,6.7,18.8,29.5,21.7,23.6,27.7,27.0,Brisbane - North
303,189489,39,10487557164,44223,55347,5.17,1.85,0.36,0.17,0.467,7.9,20.9,31.9,25.0,23.7,25.1,26.2,Brisbane - South
304,104940,42,7315070849,49030,69707,5.95,1.98,0.33,0.14,0.525,11.5,26.4,38.0,24.1,20.9,21.5,33.5,Brisbane - West
305,149354,36,11221194565,51354,75132,5.58,1.97,0.35,0.16,0.53,12.0,27.7,39.4,22.2,20.4,22.6,34.8,Brisbane Inner City
306,128014,42,6113908657,39682,47760,4.78,1.82,0.38,0.17,0.45399999999999996,6.8,19.2,30.1,26.3,28.0,25.8,20.0,Cairns
307,67404,44,2917696508,36535,43287,5.78,1.88,0.33,0.11,0.507,7.0,19.9,31.6,30.4,27.6,24.0,18.0,Darling Downs - Maranoa
308,119705,40,7368830190,49447,61558,5.39,2.02,0.37,0.17,0.46399999999999997,5.9,17.6,29.1,21.8,22.3,22.4,33.5,Central Queensland
309,292563,42,14380539029,38647,49154,4.81,1.86,0.39,0.18,0.47600000000000003,9.0,22.1,33.1,26.9,28.9,24.5,19.8,Gold Coast
310,143753,40,6926650353,43229,48184,4.2,1.67,0.4,0.19,0.408,5.3,16.3,26.6,23.5,26.2,30.1,20.2,Ipswich
311,152348,40,7225900065,42287,47430,3.89,1.66,0.43,0.21,0.39899999999999997,5.4,16.3,26.5,22.6,28.4,30.4,18.6,Logan - Beaudesert
312,100866,40,6525788677,50541,64698,5.39,2.1,0.39,0.18,0.456,5.9,17.5,28.9,20.6,22.6,21.7,35.0,Mackay - Isaac - Whitsunday
313,111398,43,5140046729,39268,46141,4.76,1.78,0.37,0.16,0.441,6.2,18.2,29.0,26.8,28.1,26.5,18.6,Moreton Bay - North
314,99789,41,5540413390,46650,55521,4.28,1.75,0.41,0.19,0.429,6.2,18.3,29.0,21.3,24.3,27.8,26.5,Moreton Bay - South
315,38703,40,2051319663,44436,53002,5.08,1.92,0.38,0.17,0.478,6.2,17.9,29.3,23.9,24.7,23.9,27.5,Queensland - Outback
316,177895,46,8263944926,36198,46454,5.64,1.93,0.34,0.14,0.494,8.3,22.0,33.6,30.4,28.3,22.5,18.8,Sunshine Coast
317,78115,42,3843223195,41329,49200,4.89,1.8,0.37,0.15,0.45,7.1,19.1,29.9,25.7,26.4,26.5,21.4,Toowoomba
318,124898,40,6960082164,47333,55726,4.21,1.74,0.41,0.2,0.42700000000000005,6.5,18.0,28.6,20.9,24.3,27.8,26.9,Townsville
319,130082,46,5492844346,34444,42226,6.19,1.91,0.31,0.11,0.491,7.0,19.9,31.6,32.4,28.4,22.6,16.6,Wide Bay
401,168603,45,10660711675,45673,63230,5.35,1.92,0.36,0.16,0.511,10.6,25.7,37.0,24.2,23.1,23.5,29.1,Adelaide - Central and Hills
402,203254,41,9328445320,41751,45896,3.86,1.63,0.42,0.2,0.392,4.9,15.5,25.6,23.1,28.6,31.0,17.3,Adelaide - North
403,196306,44,9972626386,42494,50801,4.53,1.77,0.39,0.17,0.441,7.1,19.3,29.9,24.1,26.5,27.4,22.0,Adelaide - South
404,118441,42,5904597781,42267,49853,4.39,1.74,0.4,0.18,0.433,7.2,18.9,29.3,23.9,27.0,28.1,21.0,Adelaide - West
405,55437,47,2567705638,38633,46318,5.44,1.84,0.34,0.13,0.473,6.6,19.4,30.7,28.3,27.0,25.3,19.5,Barossa - Yorke - Mid North
406,42831,43,2341780466,45309,54675,4.82,1.87,0.39,0.17,0.44299999999999995,5.4,17.5,28.6,23.0,24.5,24.5,28.0,South Australia - Outback
407,95898,46,3990988104,35782,41617,5.16,1.77,0.34,0.13,0.46799999999999997,6.7,19.3,30.3,30.3,29.6,25.2,14.9,South Australia - South East
501,94483,43,5261095115,42360,55683,5.82,2.09,0.36,0.16,0.485,6.9,19.6,31.5,25.9,24.8,21.1,28.2,Bunbury
502,46426,45,2739336761,43097,59004,6.51,2.24,0.34,0.14,0.49200000000000005,6.8,19.9,31.8,26.3,23.6,19.5,30.6,Mandurah
503,107499,40,10092208227,55347,93882,7.11,2.25,0.32,0.15,0.586,14.4,32.0,44.4,22.7,18.6,18.6,40.0,Perth - Inner
504,132625,41,7728453944,48221,58273,4.54,1.79,0.39,0.19,0.43799999999999994,6.3,18.5,29.6,21.4,23.2,26.2,29.2,Perth - North East
505,302668,41,18812365008,48539,62155,4.87,1.87,0.38,0.19,0.465,7.5,20.7,32.1,21.8,22.8,24.4,31.0,Perth - North West
506,266413,39,15896088706,47913,59667,4.83,1.84,0.38,0.18,0.456,7.3,20.0,31.1,22.2,22.8,25.5,29.5,Perth - South East
507,217660,41,14241288818,50013,65429,5.26,1.94,0.37,0.17,0.478,8.2,21.5,32.9,22.0,21.8,22.8,33.4,Perth - South West
509,73839,46,3535472616,38418,47881,6.03,2.0,0.33,0.12,0.508,6.5,19.9,31.9,29.0,26.1,22.4,22.5,Western Australia - Wheat Belt
510,41221,36,3194450375,63779,77496,5.04,1.91,0.38,0.19,0.434,5.3,16.6,27.6,17.3,17.5,20.3,45.0,Western Australia - Outback (North)
511,65706,41,3978281175,48939,60547,5.15,1.96,0.38,0.18,0.457,6.0,17.8,29.0,21.7,22.8,22.2,33.3,Western Australia - Outback (South)
601,116938,44,5805599916,41456,49647,4.48,1.77,0.39,0.18,0.442,7.5,19.7,30.1,24.5,27.5,27.3,20.7,Hobart
602,72055,44,3264292727,38098,45303,4.79,1.78,0.37,0.15,0.452,7.2,19.5,30.1,27.5,29.0,25.9,17.5,Launceston and North East
603,18341,47,722718758,33789,39405,5.44,1.79,0.33,0.13,0.47100000000000003,6.6,19.2,30.3,32.4,30.6,23.7,13.3,South East
604,56320,44,2512692742,38176,44615,5.0,1.81,0.36,0.15,0.442,5.9,17.7,28.5,27.8,28.4,25.6,18.2,West and North West
701,77385,38,4768141314,53961,61616,3.58,1.63,0.45,0.23,0.39899999999999997,6.5,17.6,27.6,16.8,21.0,30.6,31.6,Darwin
702,31131,39,1703067359,47897,54706,4.3,1.74,0.4,0.2,0.415,5.2,16.3,26.9,21.1,23.6,27.6,27.7,Northern Territory - Outback
801,229162,41,15021190097,57090,65548,4.03,1.67,0.41,0.2,0.41600000000000004,6.3,18.0,,,,,,Australian Capital Territory
901,969,46,64985822,63643,67065,3.93,1.55,0.39,0.16,0.385,4.8,15.4,,,,,,Other Territories
