SA4_MAIN11,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,SA4_NAME11
404,1404,6043,4190,46289,1440,59366,0,41,15,623,33,712,6947,105,142,188,146,7528,1458,194,76,289,42,2059,1231,411,274,537,48,2501,13548,5762,4229,37772,1471,62782,1809,33,223,25,64,2154,337,64,41,406,17,865,2405,897,514,8258,233,12307,8225,1200,423,2947,321,13116,521,92,27,142,19,801,4800,59,43,38,89,5029,2414,1209,780,10857,308,15568,12191,2376,835,5939,458,21799,378,8,13,18,11,428,375,115,25,149,28,692,459,49,30,109,0,647,667,163,82,277,25,1214,246,59,43,33,21,402,434,144,109,21,17,725,2611,306,154,628,51,3750,1110,136,80,210,24,1560,3330,1387,1001,8693,264,14675,2023,123,47,119,58,2370,63,3,0,0,0,66,354,35,27,13,5,434,447,66,33,118,11,675,73,20,8,14,3,118,5963,102,83,40,209,6397,489,125,90,462,21,1187,14597,1429,823,1986,497,19332,1946,225,146,2034,8523,12874,92855,22981,14606,129234,14457,274133,84002,14602,Adelaide - West
405,280,2740,2288,39765,1024,46097,0,5,6,286,21,318,122,14,25,77,5,243,58,24,3,37,4,126,790,234,173,349,15,1561,7474,2801,2513,31432,887,45107,255,11,44,11,8,329,119,26,24,195,10,374,1097,537,380,12103,197,14314,238,64,19,166,9,496,91,30,3,30,0,154,119,16,3,24,7,169,874,405,267,6881,136,8563,710,312,144,1112,37,2315,25,0,3,6,0,34,13,4,4,29,0,50,5,0,0,0,0,5,86,37,21,82,4,230,53,15,13,26,8,115,167,82,57,28,6,340,187,68,31,228,8,522,53,10,12,47,0,122,1318,603,447,6247,126,8741,23,6,7,11,0,47,3,0,0,0,0,3,69,13,6,11,0,99,60,15,3,60,3,141,4,0,0,0,0,4,49,8,11,3,0,71,231,57,34,314,6,642,1253,324,242,810,54,2683,185,85,74,1800,3130,5274,16011,8546,6857,102170,5705,139289,13623,5223,Barossa - Yorke - Mid North
406,283,2340,1767,30502,838,35730,0,29,10,3521,66,3626,177,16,17,83,11,304,325,70,17,113,16,541,599,211,133,313,28,1284,4993,2193,1777,21660,761,31384,420,14,54,12,26,526,101,22,21,168,6,318,822,404,222,5193,128,6769,340,73,20,256,21,710,100,28,3,31,0,162,305,14,5,19,3,346,802,377,229,5026,133,6567,535,198,63,698,17,1511,33,0,3,0,0,36,10,4,3,20,0,37,15,0,3,4,0,22,53,18,18,54,7,150,166,48,28,34,6,282,163,75,43,23,6,310,176,67,21,149,11,424,44,12,12,30,0,98,1590,542,429,4392,117,7070,76,21,0,16,4,117,12,0,0,4,0,16,288,22,13,6,3,332,142,30,10,61,10,253,4,0,0,0,0,4,37,10,4,10,0,61,223,75,40,165,7,510,1397,308,183,708,54,2650,245,89,47,1685,5227,7293,14476,7310,5195,74956,7506,109443,12268,4464,South Australia - Outback
407,592,4507,3388,62845,1629,72961,4,16,5,720,44,789,626,23,33,209,19,910,266,48,17,103,9,443,1779,508,307,846,52,3492,11949,4650,3782,51771,1677,73829,629,3,116,13,26,787,174,45,31,374,19,643,1778,803,625,16044,278,19528,994,151,62,534,30,1771,239,54,17,73,11,394,578,24,30,42,15,689,1401,643,469,10368,271,13152,1612,496,166,1708,72,4054,151,3,15,3,0,172,73,20,3,68,4,168,13,5,10,13,0,41,100,51,9,86,5,251,403,82,31,56,23,595,338,183,93,57,9,680,454,86,55,333,12,940,119,22,22,61,3,227,2265,1033,784,11672,265,16019,58,14,3,18,0,93,23,0,0,0,0,23,176,23,18,18,5,240,93,17,14,83,8,215,137,26,10,11,6,190,144,10,15,4,0,173,370,106,61,482,17,1036,3404,600,359,1355,176,5894,507,142,100,2989,7114,10852,31449,14394,10650,162959,11799,231251,27172,8842,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,9,0,0,Migratory - Offshore - Shipping (SA)
499,21,100,75,796,36,1028,0,0,3,26,0,29,58,0,0,6,3,67,5,0,0,0,0,5,27,10,12,7,0,56,264,81,90,533,28,996,6,0,3,0,0,9,8,3,0,5,3,19,47,18,11,115,6,197,9,4,0,3,0,16,3,0,0,0,0,3,31,3,0,3,0,37,58,18,7,150,5,238,31,7,0,34,3,75,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,6,0,12,8,0,0,3,0,11,17,4,3,3,0,27,15,3,0,6,0,24,3,0,0,0,0,3,70,25,8,123,7,233,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,3,0,6,0,0,0,0,0,0,20,3,0,9,0,32,10,6,3,9,0,28,152,15,3,41,6,217,19,3,4,24,490,540,906,306,222,1905,587,3926,786,174,Special Purpose Codes SA4 (SA)
501,990,7195,5482,49021,1529,64217,3,18,0,271,16,308,641,49,61,122,29,902,202,58,32,170,4,466,1521,441,313,750,43,3068,18769,7029,5445,37165,1619,70027,903,13,91,7,20,1034,326,54,49,250,8,687,1423,519,358,2706,86,5092,182,94,35,308,9,628,98,27,14,31,4,174,456,48,52,64,19,639,2827,1074,820,9250,332,14303,2674,1097,386,4416,179,8752,167,0,17,11,7,202,88,5,7,19,0,119,159,35,20,97,6,317,78,36,20,37,3,174,1273,166,98,35,41,1613,1106,418,265,86,36,1911,646,127,95,297,15,1180,164,25,26,42,4,261,3681,1408,1122,8206,237,14654,50,11,10,13,0,84,3,0,0,0,0,3,1173,62,68,29,16,1348,148,41,26,172,7,394,9,4,3,7,0,23,88,8,6,6,8,116,590,155,88,392,21,1246,4070,830,635,1126,127,6788,572,192,170,1881,7865,10680,45080,21239,15814,116987,12290,211410,37287,13165,Bunbury
502,535,3728,2930,23576,837,31606,3,4,9,142,8,166,415,30,21,75,17,558,146,43,24,96,5,314,945,236,164,338,35,1718,13794,3715,2893,17199,901,38502,483,10,54,14,20,581,186,26,22,138,10,382,751,200,181,1273,60,2465,64,37,10,93,3,207,75,16,3,29,3,126,311,33,13,24,4,385,1905,541,393,4072,168,7079,723,309,135,1099,57,2323,48,4,3,0,0,55,13,3,0,5,0,21,14,9,3,18,0,44,69,31,19,39,8,166,817,89,71,41,20,1038,623,181,116,29,29,978,237,43,29,117,4,430,89,15,19,29,0,152,2699,783,602,3653,171,7908,23,3,0,8,0,34,10,0,0,0,0,10,690,43,27,4,9,773,99,16,13,95,5,228,10,3,0,0,0,13,36,4,3,0,3,46,519,88,56,142,16,821,2440,428,278,479,80,3705,403,125,109,967,4742,6346,29175,10796,8200,53794,7215,109180,24276,6678,Mandurah
503,1093,7049,5270,29205,710,43327,0,7,6,112,4,129,8003,235,300,185,133,8856,588,153,80,431,8,1260,1621,446,269,507,24,2867,19480,6190,4459,23739,817,54685,754,17,93,3,15,882,981,106,80,232,17,1416,2058,449,333,1909,49,4798,1088,329,150,791,21,2379,271,46,45,60,6,428,3319,170,116,92,58,3755,5781,1385,977,9088,269,17500,4332,1153,438,2675,140,8738,738,9,16,12,10,785,111,11,27,58,3,210,480,51,34,114,11,690,129,45,12,70,6,262,321,24,16,15,6,382,1093,286,196,37,23,1635,1126,147,92,266,31,1662,374,41,43,58,5,521,5082,1430,1020,7039,174,14745,396,25,15,39,13,488,132,3,0,0,0,135,1310,108,112,18,16,1564,488,43,51,103,9,694,108,13,4,0,0,125,1113,3,27,3,20,1166,723,152,82,313,15,1285,12931,1278,1050,1178,291,16728,819,121,114,726,10899,12679,76843,21525,15527,79078,13803,206776,64863,12902,Perth - Inner
504,2064,10080,7720,47800,1644,69308,10,41,22,608,54,735,5802,168,221,217,123,6531,1354,287,137,606,37,2421,2448,693,362,870,81,4454,29770,8923,6823,31908,1784,79208,2192,39,175,21,95,2522,766,85,82,237,27,1197,2314,602,432,2583,125,6056,764,246,96,515,23,1644,371,60,39,71,4,545,4466,225,166,147,84,5088,5132,1540,1063,8647,338,16720,6430,1896,856,4486,295,13963,243,0,11,11,0,265,188,43,14,14,11,270,627,85,43,146,28,929,420,114,63,159,15,771,1942,154,99,51,111,2357,1831,541,314,90,44,2820,1856,229,126,402,46,2659,311,41,29,64,16,461,6382,1813,1372,7223,321,17111,902,56,28,41,28,1055,154,3,0,0,3,160,1621,131,107,28,24,1911,423,56,38,134,29,680,100,15,0,0,6,121,3962,51,75,27,116,4231,909,186,157,382,31,1665,17615,1772,1214,1499,587,22687,1823,297,247,1799,12167,16333,105192,30472,22131,110786,18297,286878,89564,18531,Perth - North East
505,4864,21100,16067,91590,2735,136356,0,45,26,640,53,764,11865,277,458,413,191,13204,2436,535,217,1117,57,4362,5045,1288,783,1591,116,8823,86622,17754,13947,60411,3522,182256,3194,71,308,34,92,3699,1659,189,160,523,50,2581,5534,1124,806,4722,212,12398,2591,685,299,1364,102,5041,887,131,50,110,24,1202,9104,340,249,239,169,10101,16518,3162,2282,18440,730,41132,13873,4051,1770,9199,551,29444,472,12,34,20,14,552,449,97,39,61,27,673,4391,520,271,911,139,6232,519,145,87,208,20,979,3715,340,255,57,145,4512,4171,1114,646,141,117,6189,3464,387,270,589,80,4790,904,62,88,149,10,1213,18018,3452,2711,14269,630,39080,1668,115,38,65,38,1924,139,3,3,0,4,149,8551,326,271,53,100,9301,1422,128,114,357,46,2067,234,26,10,8,14,292,7009,86,96,79,218,7488,3129,425,278,785,68,4685,41069,3440,2849,2918,1161,51437,4151,464,484,2835,21902,29836,267667,61894,45966,213898,33337,622762,228499,37775,Perth - North West
506,3857,18831,14623,86888,2914,127113,4,62,35,1062,69,1232,27232,417,612,421,468,29150,995,269,147,581,35,2027,5769,1545,1032,2282,158,10786,62240,16919,13311,58966,3249,154685,4495,56,332,39,102,5024,1443,161,138,490,38,2270,4158,1062,752,4548,214,10734,757,234,116,502,30,1639,628,112,49,106,15,910,12619,381,244,221,203,13668,10736,2779,1947,16069,576,32107,7821,2463,1138,6415,358,18195,1631,10,34,19,32,1726,695,114,76,88,27,1000,185,39,25,146,3,398,399,142,51,148,7,747,3438,272,216,73,137,4136,3463,950,571,157,107,5248,2230,315,206,650,54,3455,609,65,59,138,12,883,12765,3468,2583,13390,536,32742,528,32,31,47,7,645,771,6,0,3,9,789,3583,223,164,67,66,4103,921,93,73,261,17,1365,865,61,21,24,25,996,1601,49,45,7,25,1727,2028,377,283,683,48,3419,43198,3024,2410,2812,1186,52630,3638,511,408,3097,24408,32062,225302,55042,41732,200400,35135,557611,194705,33161,Perth - South East
507,3031,16872,12810,77536,2611,112860,0,29,23,488,20,560,12722,281,372,345,236,13956,3172,691,285,1187,96,5431,3732,1082,689,1549,91,7143,56902,14764,11787,53920,2913,140286,2943,40,260,22,91,3356,1282,153,145,460,27,2067,3745,951,679,4345,173,9893,635,204,84,529,22,1474,405,68,53,103,6,635,4268,239,150,114,84,4855,9286,2545,1822,15507,556,29716,9375,2814,1260,7319,427,21195,832,3,20,10,24,889,319,39,35,73,0,466,226,30,24,81,5,366,387,112,57,171,20,747,3596,350,223,83,97,4349,2876,754,535,138,77,4380,1588,245,182,414,26,2455,478,53,45,105,8,689,12713,3229,2379,12611,567,31499,1459,72,36,62,15,1644,206,7,0,0,3,216,3722,260,196,64,59,4301,1028,101,77,285,26,1517,128,28,15,11,0,182,580,22,22,4,9,637,1976,389,230,683,53,3331,22507,2808,2205,2595,629,30744,2097,419,349,2664,16595,22124,168216,49654,37049,183478,25566,463963,142392,30142,Perth - South West
508,1085,7102,5781,64984,2216,81168,16,183,43,14476,166,14884,1244,99,111,426,48,1928,386,113,54,251,17,821,1494,539,330,761,50,3174,16566,6021,4967,39547,1592,68693,1808,24,196,61,78,2167,418,39,29,234,24,744,1611,535,432,4019,136,6733,175,67,44,237,8,531,142,46,26,59,3,276,1165,72,56,75,15,1383,3434,1101,869,11337,326,17067,1366,697,288,2959,117,5427,171,3,7,0,9,190,55,14,4,34,0,107,145,38,18,44,3,248,97,82,25,88,6,298,2981,200,213,81,118,3593,2061,449,350,90,55,3005,446,132,89,280,11,958,106,34,25,88,5,258,4528,1395,1014,8877,269,16083,103,14,4,20,3,144,34,3,0,0,0,37,1420,71,68,18,12,1589,253,50,24,175,11,513,41,3,6,22,5,77,379,10,13,0,12,414,534,145,78,412,18,1187,7207,1040,841,2239,246,11573,736,222,175,3113,25672,29918,52207,20543,16180,155007,31251,275188,42531,12604,Western Australia - Outback
509,791,5513,4729,43967,1253,56253,0,14,3,492,32,541,520,14,45,114,32,725,135,42,12,160,3,352,1586,437,266,777,39,3105,14020,5600,4468,31808,1268,57164,966,5,72,9,28,1080,228,37,36,162,5,468,1160,333,327,2648,75,4543,91,37,16,119,3,266,89,25,11,18,3,146,269,31,21,36,3,360,1936,812,577,7066,198,10589,1090,489,194,1881,67,3721,40,0,8,9,0,57,8,7,4,13,3,35,34,10,10,35,0,89,61,14,5,23,3,106,707,110,83,40,51,991,754,287,198,43,20,1302,571,111,65,236,11,994,99,5,20,54,3,181,2899,1102,886,6830,188,11905,64,10,3,4,4,85,9,0,0,0,0,9,641,52,42,18,4,757,116,15,18,106,4,259,9,0,0,0,0,9,84,0,3,0,3,90,434,92,84,321,10,941,3017,596,481,981,109,5184,483,187,140,1676,6395,8881,32911,15987,12827,99646,9817,171188,27407,9909,Western Australia - Wheat Belt
597,3,10,4,70,0,87,0,0,0,3,0,3,3,0,0,0,0,3,3,0,3,3,0,9,4,3,3,3,0,13,53,12,14,66,0,145,0,0,0,0,0,0,3,0,0,3,0,6,3,3,0,9,0,15,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,13,0,0,31,4,48,4,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,4,21,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,0,5,4,0,39,3,0,0,0,63,66,169,32,33,224,67,525,140,19,Migratory - Offshore - Shipping (WA)
599,31,227,175,1574,53,2060,0,3,0,48,6,57,102,6,0,6,4,118,10,3,0,5,0,18,92,25,11,16,0,144,1066,228,156,1099,47,2596,45,3,3,0,0,51,31,0,0,6,0,37,130,17,9,125,4,285,5,3,0,6,0,14,13,3,0,0,4,20,46,3,4,3,0,56,307,48,20,386,12,773,58,19,9,42,0,128,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,4,0,7,6,0,0,0,0,6,58,6,4,3,0,71,107,13,16,3,0,139,36,4,6,11,0,57,5,0,4,0,3,12,258,61,34,299,14,666,4,0,0,0,0,4,0,0,0,0,0,0,54,0,3,0,0,57,19,3,0,10,0,32,3,0,0,0,0,3,13,0,0,3,0,16,38,5,0,15,0,58,408,32,27,53,5,525,25,9,7,62,1235,1338,2983,721,488,3779,1387,9358,2433,429,Special Purpose Codes SA4 (WA)
601,641,7068,4750,74973,1993,89425,3,23,11,390,9,436,2629,120,117,294,51,3211,324,111,24,122,7,588,1852,653,399,1256,46,4206,12702,6598,4559,65203,2288,91350,519,29,165,21,18,752,317,69,54,398,4,842,1915,676,381,4467,125,7564,844,210,55,487,42,1638,243,87,22,98,5,455,982,61,45,82,15,1185,1995,1331,779,18142,459,22706,1309,567,157,1471,71,3575,339,6,16,20,8,389,83,39,6,54,4,186,18,14,5,4,0,41,92,57,15,62,4,230,196,105,44,89,6,440,542,279,196,116,13,1146,1123,331,96,565,20,2135,215,40,42,98,7,402,2856,1510,1015,12671,278,18330,120,23,3,32,6,184,42,3,0,0,3,48,452,75,48,13,7,595,278,44,16,152,6,496,63,15,7,4,0,89,175,10,13,3,0,201,485,149,83,497,13,1227,6526,1363,800,1910,236,10835,414,156,155,3511,8327,12563,40294,21822,14078,187205,14071,277470,34080,13091,Hobart
602,314,3781,2891,53283,1408,61677,3,12,3,274,18,310,826,47,47,294,36,1250,77,36,8,42,3,166,1513,495,388,985,43,3424,7874,3606,2699,44735,1498,60412,363,14,114,15,11,517,134,26,14,190,8,372,1012,416,212,3015,87,4742,129,59,15,94,3,300,138,60,14,49,5,266,437,38,30,21,3,529,1182,606,372,10606,281,13047,565,330,75,899,30,1899,183,3,9,9,0,204,22,12,3,21,0,58,9,0,0,3,0,12,72,34,13,53,0,172,121,58,34,50,9,272,333,152,145,50,14,694,338,102,27,233,15,715,115,25,18,41,7,206,1814,886,583,8925,248,12456,33,7,5,9,3,57,9,0,0,0,0,9,206,24,27,8,7,272,86,27,12,99,4,228,23,14,0,5,0,42,52,6,3,6,3,70,291,88,54,289,5,727,3177,546,448,920,99,5190,256,116,96,2649,4612,7729,21707,11626,8359,127872,8460,178024,18446,7060,Launceston and North East
603,100,940,734,13385,376,15535,3,4,3,144,11,165,60,3,4,35,0,102,27,12,0,23,0,62,295,82,59,143,15,594,2818,964,734,11761,447,16724,51,0,17,0,0,68,77,11,3,53,3,147,348,107,62,842,27,1386,32,9,3,19,0,63,36,14,3,9,3,65,28,4,0,12,0,44,389,179,113,3172,77,3930,105,63,10,180,3,361,10,3,0,0,0,13,5,0,0,7,0,12,0,3,0,0,0,3,18,3,5,14,0,40,36,15,12,10,0,73,123,38,27,13,3,204,98,31,20,42,0,191,32,0,3,5,3,43,609,205,146,2150,62,3172,10,0,0,0,0,10,0,0,0,0,0,0,38,9,3,0,0,50,35,5,0,19,0,59,8,3,3,0,0,14,4,0,0,0,0,4,106,22,9,74,7,218,619,174,93,320,46,1252,51,26,14,730,1245,2066,6171,2929,2080,33162,2328,46670,5054,1773,South East
604,243,2566,1852,45679,1189,51529,0,5,3,283,9,300,235,14,18,164,9,440,68,37,0,24,0,129,1042,328,225,653,28,2276,5664,2413,1765,37089,1201,48132,296,7,67,11,11,392,82,12,10,141,3,248,635,240,143,2242,65,3325,62,26,9,80,0,177,82,30,7,29,3,151,234,18,21,19,4,296,725,412,254,8822,229,10442,194,126,35,425,20,800,38,0,0,6,4,48,24,4,6,19,0,53,11,6,0,5,0,22,49,25,10,62,5,151,154,52,29,41,10,286,282,117,78,61,17,555,148,60,13,123,3,347,51,11,7,37,3,109,1322,556,382,6696,151,9107,17,12,0,3,3,35,17,0,4,0,0,21,138,13,9,13,0,173,57,6,7,83,0,153,3,0,0,0,0,3,19,0,3,0,3,25,213,56,26,204,13,512,1355,379,218,686,75,2713,205,76,76,2522,3974,6853,13665,7607,5277,106222,7032,139803,11504,4651,West and North West
697,0,3,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,5,4,30,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,7,6,13,28,8,4,97,13,150,24,8,Migratory - Offshore - Shipping (Tas.)
699,0,21,14,345,13,393,0,0,3,7,0,10,14,0,0,0,0,14,4,0,0,0,0,4,10,0,4,0,0,14,72,34,16,277,8,407,0,0,3,0,0,3,3,0,0,0,0,3,10,3,0,29,0,42,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,7,3,81,3,112,0,0,0,4,0,4,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,3,0,7,3,0,0,3,0,6,27,4,5,56,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,7,5,3,0,7,0,15,32,8,0,7,4,51,3,0,0,20,135,158,238,84,48,839,170,1379,196,48,Special Purpose Codes SA4 (Tas.)
701,773,4060,3771,32755,1098,42457,5,70,26,1972,99,2172,2913,203,269,828,81,4294,115,40,21,58,5,239,826,312,225,515,25,1903,7523,3295,2722,21041,773,35354,2996,57,291,97,101,3542,275,58,44,222,19,618,1249,479,361,3410,99,5598,1872,490,166,776,101,3405,149,51,24,36,3,263,1488,59,59,51,33,1690,1674,782,600,7872,193,11121,858,377,139,1179,51,2604,178,4,9,11,3,205,54,9,7,34,0,104,36,5,5,12,4,62,83,43,17,80,4,227,481,105,73,65,28,752,673,235,202,76,32,1218,240,76,41,167,7,531,101,21,16,50,7,195,1865,803,635,5823,132,9258,55,8,4,8,3,78,99,0,0,0,0,99,296,31,27,22,5,381,281,25,22,105,18,451,54,4,4,7,0,69,681,25,30,4,20,760,248,85,70,256,6,665,7877,841,965,1418,335,11436,760,128,153,1423,13521,15985,36778,12781,10998,80373,16806,157736,31330,7787,Darwin
702,245,1577,1398,16974,539,20733,25,115,37,36598,212,36987,346,17,37,210,14,624,42,14,3,19,3,81,397,114,84,199,12,806,3053,1238,1057,9964,351,15663,690,7,95,20,17,829,149,17,10,111,11,298,649,173,149,1650,39,2660,85,41,9,87,5,227,46,7,4,25,0,82,660,17,15,17,12,721,799,288,225,3728,94,5134,338,141,78,462,23,1042,104,0,0,0,3,107,18,3,5,14,0,40,10,0,0,6,0,16,26,31,11,38,3,109,393,51,42,25,13,524,413,83,92,38,11,637,119,30,12,61,3,225,51,7,3,49,0,110,770,283,264,2801,70,4188,17,3,0,3,3,26,14,0,0,3,0,17,195,21,13,7,0,236,101,11,7,48,0,167,19,3,0,0,0,22,116,3,8,0,10,137,85,37,9,179,4,314,2760,374,323,1081,76,4614,197,45,49,1466,6648,8405,12932,4751,4039,75883,8176,105781,10753,2899,Northern Territory - Outback
