SA4_MAIN11,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,SA4_NAME11
101,774,6582,4830,72791,1881,86858,6,33,11,726,39,815,799,75,70,429,21,1394,714,113,41,200,39,1107,1646,465,376,814,52,3353,11639,5959,4512,59158,1878,83146,675,28,147,14,12,876,304,96,60,478,17,955,2253,636,476,5416,146,8927,635,134,57,439,36,1301,385,94,28,114,10,631,706,44,29,47,17,843,2013,1399,902,22020,471,26805,1828,624,208,1925,117,4702,80,13,9,4,0,106,215,81,21,143,18,478,975,138,42,146,20,1321,467,134,60,281,18,960,369,115,84,78,17,663,636,329,244,126,23,1358,702,138,86,279,26,1231,253,64,34,113,13,477,2924,1585,1192,15176,365,21242,418,56,23,43,14,554,43,0,4,0,0,47,282,47,42,21,0,392,253,36,28,149,10,476,64,6,0,3,3,76,201,17,10,3,4,235,418,157,104,629,19,1327,5403,1102,791,1788,169,9253,572,194,150,3465,10409,14790,38652,20494,14671,187018,15864,276699,32506,12459,Capital Region
102,1399,12705,8892,106706,3447,133149,4,61,21,842,28,956,1854,153,187,613,53,2860,535,129,47,175,15,901,2200,675,398,1220,64,4557,23569,11563,8036,84948,3417,131533,1271,82,327,53,30,1763,559,128,103,773,39,1602,2343,776,555,5907,176,9757,909,277,105,694,48,2033,478,114,46,129,11,778,979,128,95,106,40,1348,4364,2523,1483,27559,776,36705,2345,947,335,3216,153,6996,349,11,20,18,6,404,331,117,42,225,31,746,75,18,8,23,3,127,1321,413,173,912,71,2890,1216,324,190,174,47,1951,1387,719,508,234,74,2922,769,164,100,361,23,1417,521,81,69,165,13,849,5417,2743,1874,19629,543,30206,240,36,9,55,12,352,17,0,0,0,0,17,865,142,94,62,8,1171,765,66,75,298,39,1243,141,37,19,17,0,214,166,18,20,6,4,214,794,297,168,818,35,2112,7808,2256,1351,2729,433,14577,1038,446,327,5067,13797,20675,66029,38149,25677,263734,23436,417025,54864,23281,Central Coast
103,454,4670,3523,78565,2177,89389,0,28,8,887,81,1004,641,67,63,385,31,1187,200,75,16,76,8,375,924,358,241,714,27,2264,6353,4450,3356,64271,2069,80499,474,18,143,23,17,675,156,50,23,507,16,752,1091,441,304,5072,150,7058,253,100,32,272,12,669,185,55,17,78,4,339,381,17,21,37,7,463,1226,999,605,22161,568,25559,765,385,158,1643,65,3016,68,10,8,6,3,95,150,62,12,147,8,379,43,7,7,4,3,64,243,101,61,242,12,659,331,127,51,92,30,631,397,223,195,149,37,1001,388,127,46,235,5,801,199,37,28,119,4,387,1688,1184,871,14551,366,18660,91,17,4,23,0,135,20,0,0,0,0,20,271,32,21,24,3,351,140,20,25,120,9,314,51,16,0,3,3,73,97,0,5,3,8,113,259,91,69,544,21,984,3138,738,425,1465,174,5940,388,177,125,4492,10025,15207,21065,14682,10463,196910,15943,259063,17675,9009,Central West
104,428,3964,2944,48231,1389,56956,0,15,3,845,26,889,447,49,45,295,16,852,96,22,3,39,6,166,927,300,160,434,30,1851,7153,3871,2799,39816,1404,55043,327,12,111,15,14,479,200,51,37,375,11,674,1096,311,241,4001,128,5777,131,86,16,166,10,409,135,36,14,51,12,248,777,59,86,60,38,1020,1210,841,498,13036,352,15937,555,276,93,1241,67,2232,33,0,3,3,0,39,37,19,6,67,5,134,18,3,3,13,0,37,160,60,46,179,5,450,175,77,48,57,7,364,401,196,164,87,16,864,250,70,34,144,9,507,86,43,14,78,3,224,1622,1047,673,10382,240,13964,28,6,0,10,0,44,0,0,0,0,0,0,232,29,26,17,10,314,115,18,28,130,15,306,24,12,0,0,3,39,50,0,3,4,0,57,259,70,45,358,6,738,2909,720,512,1187,123,5451,342,144,86,2358,5255,8185,20223,12407,8741,123679,9200,174250,16901,7573,Coffs Harbour - Grafton
105,176,2132,1488,48895,1448,54139,0,34,3,2709,84,2830,321,23,37,352,21,754,95,16,11,42,0,164,353,128,109,258,9,857,2277,1879,1301,36486,1216,43159,250,4,55,9,7,325,54,32,22,260,12,380,441,181,123,3403,72,4220,145,45,19,189,16,414,77,22,3,32,0,134,261,21,13,56,12,363,488,432,268,11193,243,12624,349,198,46,894,36,1523,29,0,3,0,0,32,64,23,9,95,11,202,16,3,4,4,0,27,125,79,30,223,4,461,161,44,27,39,11,282,174,93,71,72,13,423,123,33,26,105,8,295,59,9,13,35,0,116,659,487,343,7823,176,9488,58,7,0,4,0,69,17,0,0,0,0,17,112,21,17,18,3,171,62,7,6,83,4,162,13,9,0,3,3,28,39,3,5,0,0,47,71,51,18,266,6,412,1342,289,188,723,67,2609,200,79,60,2910,6381,9630,8611,6384,4318,117181,9863,146357,7290,3948,Far West and Orana
106,565,6744,5181,96768,2355,111613,0,17,9,722,20,768,780,72,72,337,23,1284,257,70,13,90,8,438,1224,443,308,885,43,2903,10429,6484,4702,78823,2444,102882,723,32,236,35,21,1047,263,65,43,546,18,935,1504,658,475,7530,176,10343,260,124,27,357,5,773,185,60,35,103,8,391,480,32,21,56,11,600,1860,1149,712,21218,457,25396,758,377,131,1727,64,3057,92,4,9,9,3,117,99,47,15,111,7,279,72,20,10,36,0,138,332,126,72,289,16,835,506,173,83,130,28,920,735,374,269,182,35,1595,803,156,115,525,25,1624,194,38,29,122,4,387,2756,1783,1286,17899,381,24105,89,16,6,9,0,120,13,0,0,0,0,13,455,39,51,25,3,573,193,47,22,220,9,491,32,3,0,5,0,40,73,3,6,4,0,86,479,215,100,886,21,1701,3618,991,704,1912,128,7353,467,212,177,5027,11044,16927,30296,20574,14919,236588,17357,319734,25121,12639,Hunter Valley exc Newcastle
107,1642,10908,7782,78647,2365,101344,0,42,34,732,33,841,3965,94,151,381,97,4688,1708,248,112,356,36,2460,2290,779,448,1246,70,4833,20014,9805,7457,58283,2251,97810,1243,67,249,36,65,1660,442,104,75,542,17,1180,3513,1039,687,4970,160,10369,2136,406,212,1038,86,3878,695,131,42,175,14,1057,1242,62,57,53,26,1440,3287,1863,1371,19904,494,26919,7253,1763,754,4366,270,14406,266,8,23,19,3,319,1173,219,135,206,70,1803,6517,669,269,911,233,8599,1542,469,213,845,76,3145,698,185,112,116,32,1143,804,400,265,161,33,1663,1289,259,151,425,38,2162,312,43,33,131,10,529,5366,2577,1942,14372,389,24646,1823,185,66,187,60,2321,63,0,6,0,0,69,417,80,64,16,9,586,1941,272,162,422,60,2857,1219,127,74,42,56,1518,854,34,20,15,26,949,1153,365,267,826,33,2644,12937,2095,1428,2409,404,19273,1653,435,280,3487,9420,15275,89457,35733,24941,195319,16936,362386,78617,21967,Illawarra
108,545,5864,4256,75946,2369,88980,0,27,15,1810,78,1930,452,70,79,348,32,981,174,40,13,43,6,276,1334,401,203,583,42,2563,11203,5723,4123,64469,2203,87721,440,19,135,9,20,623,259,102,57,556,17,991,1391,475,327,5166,134,7493,221,101,17,304,12,655,188,71,20,82,7,368,285,30,36,55,14,420,1739,1154,748,18910,497,23048,696,381,106,1581,57,2821,35,0,4,4,3,46,68,59,16,161,0,304,32,9,5,20,3,69,407,125,69,305,21,927,201,94,63,101,12,471,574,300,196,111,21,1202,364,92,33,188,15,692,142,30,25,90,3,290,2508,1385,1030,14506,375,19804,56,3,4,20,0,83,19,0,0,0,0,19,263,50,33,22,3,371,148,44,22,203,13,430,24,6,0,3,0,33,71,8,5,0,4,88,336,133,77,482,18,1046,2809,859,537,1616,159,5980,367,201,167,4087,8870,13692,27351,17856,12421,191781,15008,264417,22911,11056,Mid North Coast
109,261,2430,1849,40809,1240,46589,3,11,13,508,28,563,251,28,24,195,11,509,127,42,16,55,10,250,740,223,137,453,20,1573,3685,2424,1775,34935,1062,43881,338,15,80,12,6,451,62,25,12,226,7,332,795,366,198,5666,132,7157,197,66,21,192,17,493,119,31,11,33,5,199,448,22,16,20,8,514,653,541,338,12142,281,13955,811,304,104,1548,62,2829,40,0,0,3,3,46,56,24,10,79,7,176,14,3,0,5,0,22,66,33,11,81,4,195,188,28,32,42,18,308,252,111,100,50,7,520,230,61,27,152,16,486,75,11,8,58,3,155,998,650,460,9437,181,11726,63,8,0,15,0,86,9,0,0,0,0,9,108,13,13,13,4,151,82,14,4,137,8,245,17,3,3,3,0,26,32,0,3,0,0,35,143,48,39,266,3,499,1907,380,236,897,98,3518,228,87,77,2386,4687,7465,12998,8002,5617,110418,7928,144963,11168,4952,Murray
110,293,3694,2745,74626,2010,83368,0,31,19,2102,57,2209,738,71,44,493,26,1372,48,19,4,22,0,93,623,255,152,492,13,1535,4573,3431,2520,58025,1847,70396,383,16,76,14,26,515,160,45,31,390,7,633,867,345,227,6302,132,7873,111,47,17,170,7,352,109,29,9,45,4,196,305,21,19,43,4,392,859,677,474,17844,439,20293,349,197,53,1142,42,1783,89,0,0,3,3,95,81,36,13,112,8,250,8,3,0,4,0,15,125,61,29,139,4,358,184,61,60,93,9,407,342,174,146,73,16,751,145,53,32,146,11,387,92,17,19,58,0,186,1220,902,631,14396,332,17481,33,7,3,4,3,50,17,0,0,0,0,17,249,37,24,20,5,335,88,18,17,164,5,292,18,8,0,4,0,30,93,4,3,0,6,106,187,86,48,426,14,761,2582,577,414,1152,129,4854,226,146,92,4136,8432,13032,15197,11068,7921,182640,13591,230417,12643,6796,New England and North West
111,1115,11201,8005,123793,3327,147441,0,39,32,954,36,1061,2555,191,209,609,74,3638,648,127,37,155,25,992,1694,729,450,1356,69,4298,14193,10427,7137,106041,3209,141007,1163,48,377,38,23,1649,343,118,90,775,28,1354,2534,1140,661,8874,253,13462,1207,343,121,933,57,2661,382,108,33,147,9,679,1407,93,58,91,27,1676,2656,2077,1323,30833,727,37616,2524,927,301,3149,146,7047,558,17,35,39,11,660,176,70,26,197,7,476,1740,245,80,400,65,2530,339,162,74,320,10,905,513,221,113,146,25,1018,863,537,428,248,51,2127,1613,321,238,880,60,3112,416,95,81,209,10,811,4264,3092,2111,26830,599,36896,390,33,29,61,4,517,84,3,3,0,0,90,572,119,72,47,7,817,422,79,48,252,4,805,94,11,5,14,0,124,288,28,29,5,11,361,719,399,221,1917,49,3305,9406,2072,1360,3197,383,16418,848,373,294,5816,13234,20565,55726,35445,24081,318326,22540,456118,47475,21707,Newcastle and Lake Macquarie
112,815,7785,5570,77223,2361,93754,0,44,26,1322,48,1440,787,104,99,420,41,1451,198,66,18,74,8,364,1545,483,316,736,54,3134,15357,7421,5206,65586,2237,95807,628,20,226,41,33,948,568,132,66,603,32,1401,2213,767,502,6579,202,10263,320,178,37,464,23,1022,268,82,29,91,3,473,575,88,79,106,18,866,2813,1837,1212,25074,620,31556,1668,778,244,3296,115,6101,73,3,5,8,4,93,88,69,16,189,12,374,36,16,4,25,0,81,292,105,65,197,14,673,598,172,114,126,39,1049,1073,401,305,145,38,1962,495,110,74,225,17,921,263,63,54,139,16,535,3513,1766,1335,17334,429,24377,65,16,0,8,3,92,6,0,0,0,0,6,399,92,48,34,8,581,294,37,28,242,12,613,30,27,0,7,0,64,90,14,17,6,0,127,542,160,107,639,24,1472,5283,1554,1062,2499,252,10650,551,274,203,4034,9488,14550,41446,24664,17067,207472,16151,306800,33782,15041,Richmond - Tweed
113,422,3041,2237,57342,1594,64636,3,19,0,689,44,755,715,32,49,269,16,1081,79,15,6,41,3,144,579,226,165,483,22,1475,3915,2859,1948,45726,1437,55885,449,5,73,13,9,549,109,28,27,342,9,515,695,318,208,5843,111,7175,147,77,18,216,6,464,77,14,5,51,7,154,1149,30,15,28,16,1238,775,601,456,16230,373,18435,3673,1034,312,4182,158,9359,85,0,3,14,4,106,62,23,18,98,0,201,20,12,0,11,3,46,107,30,28,133,0,298,259,65,33,51,28,436,288,161,108,90,19,666,192,39,25,151,3,410,57,5,14,28,5,109,1037,703,597,11366,237,13940,36,10,3,7,0,56,24,0,3,0,0,27,265,31,28,23,0,347,145,18,22,140,14,339,128,3,3,7,0,141,89,0,6,0,0,95,102,74,18,334,4,532,3761,567,344,965,193,5830,498,135,93,3135,6835,10696,19942,10175,6865,148008,11150,196140,17499,6446,Riverina
114,546,5190,3793,46985,1402,57916,0,21,11,626,30,688,519,43,55,184,19,820,315,48,22,84,8,477,1105,312,191,505,32,2145,10480,5131,3649,37984,1450,58694,321,21,98,10,18,468,231,73,37,308,9,658,1441,369,229,3101,98,5238,433,87,38,296,22,876,298,47,24,70,10,449,250,29,17,19,5,320,1685,1003,620,12699,369,16376,1095,420,141,1303,75,3034,46,5,3,5,4,63,79,38,16,91,9,233,97,17,7,8,3,132,487,106,43,247,14,897,186,71,58,48,8,371,457,205,181,75,22,940,463,96,46,163,10,778,165,33,21,74,12,305,2365,1258,882,9489,239,14233,120,10,4,21,3,158,4,0,0,0,0,4,221,52,30,31,4,338,197,29,19,114,10,369,48,12,4,4,4,72,62,7,5,8,0,82,403,115,81,368,15,982,2781,822,553,1238,134,5528,335,169,140,2074,6699,9417,27235,15839,11018,118232,10737,183061,22783,9669,Southern Highlands and Shoalhaven
115,1560,7590,5291,49514,1061,65016,0,11,6,133,3,153,15307,282,442,468,271,16770,1107,194,99,295,37,1732,1742,519,270,660,39,3230,14853,6111,4263,37120,1055,63402,3043,83,209,19,47,3401,444,87,89,320,16,956,2042,528,385,2861,72,5888,1401,316,145,822,47,2731,531,84,45,101,12,773,7427,141,127,66,143,7904,3012,1401,975,12529,261,18178,4514,1336,596,3459,151,10056,3088,17,53,19,67,3244,2153,393,239,773,101,3659,124,29,7,27,0,187,2167,587,299,1441,57,4551,337,74,46,31,9,497,985,355,302,110,19,1771,1155,152,129,284,17,1737,600,66,47,145,13,871,3062,1416,944,9574,201,15197,395,79,25,68,11,578,860,0,3,3,14,880,1822,108,88,50,20,2088,922,142,64,102,24,1254,494,68,10,25,13,610,607,25,21,13,21,687,454,131,73,420,6,1084,17247,1618,1173,1572,386,21996,1157,179,159,1694,5751,8940,94612,24122,16624,124718,9945,270021,84160,14842,Sydney - Baulkham Hills and Hawkesbury
116,4139,8363,5812,56703,2139,77156,12,65,32,994,56,1159,9096,146,243,309,217,10011,2030,218,117,358,51,2774,1484,457,238,719,61,2959,14408,6126,4161,38956,2082,65733,24125,345,808,113,598,25989,614,54,53,304,20,1045,2433,564,360,2887,106,6350,1947,333,188,749,97,3314,950,137,58,162,28,1335,21538,224,151,99,426,22438,2706,1293,868,11871,411,17149,3676,1147,426,2426,177,7852,1512,5,29,12,41,1599,3262,640,228,506,142,4778,330,27,22,37,10,426,4977,979,471,2047,196,8670,2601,290,197,94,116,3298,1230,410,260,161,50,2111,2044,196,151,405,43,2839,662,57,43,156,21,939,2942,1269,944,8004,330,13489,997,66,31,77,29,1200,782,4,4,0,12,802,1146,113,63,29,14,1365,2133,117,94,154,58,2556,2055,128,108,98,70,2459,1093,25,20,16,28,1182,332,114,74,307,14,841,50003,2723,1669,1790,1493,57678,4146,359,262,2626,11683,19076,171405,26994,18185,133169,20819,370572,155588,16911,Sydney - Blacktown
117,1973,7710,5709,34831,1106,51329,5,63,19,717,38,842,25748,437,558,618,431,27792,1159,148,89,178,24,1598,1360,491,302,458,19,2630,19854,6325,4463,30961,1245,62848,3174,45,322,22,68,3631,1939,211,132,524,37,2843,3151,746,502,3577,137,8113,6808,791,357,1650,208,9814,845,168,85,113,22,1233,4163,130,106,62,74,4535,6616,2075,1499,17126,476,27792,4555,1173,478,2230,169,8605,3355,29,46,33,71,3534,2146,274,145,410,58,3033,767,44,30,74,25,940,994,256,142,354,20,1766,1083,116,87,57,33,1376,2108,364,269,96,29,2866,1571,263,140,358,34,2366,1958,115,115,173,36,2397,4948,1691,1184,10575,291,18689,1010,74,53,42,13,1192,106,3,0,0,0,109,879,108,75,21,14,1097,1960,113,94,201,50,2418,1621,137,55,50,35,1898,4337,46,65,18,109,4575,680,181,120,667,12,1660,34907,2395,1933,2266,840,42341,2107,181,146,1127,26954,30515,147887,26903,19320,109589,32678,336377,129783,16115,Sydney - City and Inner South
118,2106,9060,6674,36609,1169,55618,0,32,14,365,8,419,17296,449,550,544,331,19170,824,121,61,168,29,1203,1344,407,241,409,38,2439,22608,6839,4758,30345,1412,65962,1632,35,214,12,49,1942,2374,234,169,501,47,3325,3814,756,480,2953,126,8129,5886,1034,496,2590,212,10218,2421,311,198,307,41,3278,2385,121,108,61,53,2728,8445,2106,1501,17247,567,29866,4883,1132,492,2422,156,9085,1111,15,36,13,22,1197,1132,267,166,594,51,2210,146,27,9,27,4,213,917,218,109,319,29,1592,882,136,65,36,19,1138,1950,376,314,79,50,2769,2896,428,264,504,76,4168,3621,236,183,303,74,4417,4973,1722,1193,9769,291,17948,584,39,37,35,21,716,56,0,0,3,0,59,4194,365,221,36,76,4892,1639,103,104,155,52,2053,473,50,16,8,7,554,806,26,51,12,11,906,777,128,96,451,30,1482,28564,3135,2330,2593,665,37287,1629,249,182,1248,22201,25509,132368,30157,21332,110718,27917,322492,113472,18455,Sydney - Eastern Suburbs
119,8249,10160,6632,54409,2309,81759,0,51,33,492,14,590,68948,642,946,750,1436,72722,3306,332,165,580,79,4462,1003,286,194,418,30,1931,18405,7042,4661,42095,2370,74573,6827,125,508,61,254,7775,986,139,103,427,24,1679,2555,647,393,3184,169,6948,28084,3348,1494,8681,904,42511,992,140,55,110,26,1323,10168,169,157,72,213,10779,3610,1948,1084,17538,534,24714,12944,2585,1078,5119,484,22210,4883,31,86,29,116,5145,41288,5786,2222,4106,1880,55282,10831,911,415,1187,305,13649,2256,502,262,725,71,3816,3101,293,172,73,147,3786,1558,398,279,128,50,2413,1855,202,119,264,44,2484,1463,71,64,119,35,1752,3450,1674,1102,10273,331,16830,1780,136,74,107,43,2140,126,6,0,0,3,135,751,97,58,33,15,954,2831,174,136,213,94,3448,1620,162,61,103,68,2014,18741,113,201,99,532,19686,412,146,90,506,25,1179,72106,4272,2615,3037,2156,84186,8880,730,549,2678,26285,39122,344009,43318,26008,157616,41046,611997,320235,29814,Sydney - Inner South West
120,2198,7945,5372,35273,1019,51807,3,28,6,270,11,318,31471,521,730,736,680,34138,1534,171,101,327,34,2167,1019,373,187,416,22,2017,15397,6027,4037,28252,982,54695,3073,66,224,35,68,3466,958,115,116,383,24,1596,2067,572,406,2711,73,5829,6420,900,388,2013,213,9934,729,138,75,130,12,1084,9029,187,129,68,149,9562,5057,2043,1320,15883,395,24698,16746,2859,1200,5622,556,26983,7725,30,91,33,164,8043,4956,803,410,1004,196,7369,349,50,22,65,15,501,1034,277,144,405,25,1885,646,83,51,40,26,846,1547,347,303,89,35,2321,1536,205,154,297,29,2221,1040,113,90,205,20,1468,3747,1535,1031,9286,225,15824,783,73,54,82,17,1009,187,6,8,0,7,208,616,93,73,28,14,824,1776,126,96,176,56,2230,1052,70,37,38,22,1219,2478,30,72,16,58,2654,519,155,103,514,15,1306,25869,2341,1653,2015,608,32486,2148,225,189,1280,15013,18855,153709,28507,18872,107692,20783,329563,138972,17649,Sydney - Inner West
121,2786,15486,12099,70832,1517,102720,0,13,3,102,3,121,37131,907,1392,1019,592,41041,1362,198,119,347,24,2050,2816,789,489,835,72,5001,36922,13136,9215,60751,1916,121940,3280,58,286,28,74,3726,1772,307,252,796,50,3177,4925,1159,795,5091,154,12124,2074,555,227,1180,64,4100,1429,254,142,235,17,2077,8865,202,173,116,135,9491,7775,3309,2280,26792,585,40741,5071,1524,652,3212,126,10585,7550,29,142,63,151,7935,1489,329,139,561,62,2580,340,37,18,44,8,447,489,166,103,268,11,1037,521,86,64,33,17,721,3052,721,629,197,49,4648,2292,316,220,424,42,3294,1919,164,166,257,38,2544,8161,3143,2283,19989,440,34016,558,64,37,66,6,731,328,7,3,3,9,350,4844,310,234,32,63,5483,1478,127,101,191,29,1926,348,45,19,11,9,432,1083,23,76,7,32,1221,1233,303,195,916,35,2682,34233,3329,3033,3119,625,44339,1802,272,238,1767,16371,20450,187928,47368,35824,199284,23326,493730,162704,28326,Sydney - North Sydney and Hornsby
122,1880,11318,8742,55388,1491,78819,0,9,4,73,4,90,5120,250,361,477,114,6322,1217,196,87,314,43,1857,2588,728,444,786,64,4610,30744,9845,7090,45184,1653,94516,1510,35,193,16,47,1801,1388,254,170,593,48,2453,3767,814,549,3544,148,8822,1222,335,143,722,28,2450,589,139,51,122,10,911,1618,96,60,65,43,1882,5748,2228,1587,17589,426,27578,5502,1330,540,2997,231,10600,931,11,31,17,33,1023,363,113,55,171,14,716,151,16,13,20,3,203,354,126,83,167,5,735,739,131,53,33,38,994,2130,585,479,196,53,3443,999,177,113,224,27,1540,636,86,71,152,14,959,6145,2291,1714,12946,300,23396,1219,95,43,86,32,1475,28,0,5,0,0,33,1958,221,131,43,30,2383,897,74,74,156,17,1218,179,19,8,3,7,216,385,11,35,7,11,449,1095,228,163,564,38,2088,15834,2423,2037,2010,395,22699,1097,227,220,1700,9575,12819,98033,34411,25349,146365,14942,319100,81800,20733,Sydney - Northern Beaches
123,2172,8839,5989,66825,2014,85839,12,63,28,689,46,838,3412,125,161,283,114,4095,1191,191,105,323,38,1848,1149,450,225,638,32,2494,14806,7237,5077,46318,1890,75328,4773,134,380,52,119,5458,553,97,71,381,32,1134,2253,651,453,3666,132,7155,1187,329,165,622,87,2390,548,117,55,139,13,872,5627,132,83,69,125,6036,3036,1423,995,14332,397,20183,3085,1112,468,2921,145,7731,164,8,19,3,9,203,2158,416,143,434,108,3259,453,68,36,68,23,648,1540,496,288,1162,73,3559,1382,180,113,94,83,1852,942,370,242,155,53,1762,1327,177,140,404,28,2076,536,58,46,132,12,784,3643,1622,1158,10029,317,16769,612,78,46,86,16,838,123,0,0,0,3,126,1067,123,95,55,38,1378,1498,143,101,165,50,1957,177,45,3,27,15,267,948,35,39,14,27,1063,489,138,78,361,21,1087,23986,2263,1224,1960,904,30337,2138,319,265,2745,9458,14925,86987,27439,18291,155152,16422,304291,76270,16888,Sydney - Outer South West
124,2004,12483,8396,87800,2596,113279,0,62,52,791,40,945,2380,197,199,479,66,3321,1564,268,97,384,47,2360,2501,848,565,1396,83,5393,20852,10646,7459,62758,2397,104112,4193,131,327,70,118,4839,570,158,100,612,33,1473,3065,1024,675,5164,183,10111,1557,357,159,846,91,3010,931,158,64,186,37,1376,3383,165,98,96,81,3823,4634,2360,1534,20928,585,30041,3293,1300,485,3519,167,8764,247,9,28,3,0,287,1282,296,130,288,82,2078,387,67,30,71,15,570,3975,1145,613,2848,135,8716,1234,226,138,123,81,1802,1199,564,370,186,52,2371,1563,313,196,583,31,2686,496,119,65,206,9,895,5085,2371,1704,14437,460,24057,519,92,39,78,26,754,156,0,3,0,3,162,740,147,95,51,11,1044,1036,125,90,224,26,1501,581,71,36,46,21,755,361,21,29,10,9,430,733,255,134,739,24,1885,15784,2492,1462,2422,641,22801,1588,392,272,3359,12074,17685,87893,38862,25644,210703,20224,383326,75199,23578,Sydney - Outer West and Blue Mountains
