SA4_MAIN11,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,SA4_NAME11
125,0,899,1323,475,419,374,218,87,28,3823,0,437,1510,1423,1752,2499,2413,2676,1524,14234,312,491,551,248,174,241,182,133,72,2404,36396,24573,33181,26439,23525,18370,11458,7482,2869,184293,0,3442,34752,35296,30755,23614,14773,7035,1254,150921,0,1450,4697,2895,2130,1154,354,81,16,12777,0,447,2039,4087,4523,2618,1171,1057,566,16508,74151,0,0,0,0,0,0,0,0,74151,0,22494,0,0,0,0,0,0,0,22494,0,13160,10142,3166,1583,716,93,10,0,28870,0,3286,3103,988,1158,1570,1238,1210,483,13036,0,1774,2260,592,523,283,110,49,17,5608,0,2492,4520,1427,1142,949,472,211,50,11263,0,968,3667,3541,4207,4688,3974,3737,1994,26776,668,970,1201,664,469,423,305,193,86,4979,74819,50483,66381,52656,46490,36015,22490,13583,4466,367383,Sydney - Parramatta
126,0,1496,892,249,154,177,87,60,15,3130,0,226,837,790,832,1336,1490,1664,1041,8216,99,205,172,100,89,92,78,77,32,944,12960,10722,11060,11665,11418,8912,5768,4273,1819,78597,0,448,9642,15598,15773,11940,7186,4226,845,65658,0,703,2458,1457,1059,653,181,43,9,6563,0,50,307,1064,1719,1058,441,427,289,5355,26503,0,0,0,0,0,0,0,0,26503,0,9961,0,0,0,0,0,0,0,9961,0,4271,3720,1078,651,322,32,0,0,10074,0,1106,783,260,262,416,398,467,288,3980,0,1011,697,168,130,72,42,8,5,2133,0,2832,2084,577,384,358,186,99,29,6549,0,445,1764,1640,1753,2271,2117,2195,1352,13537,215,402,359,216,201,158,126,109,51,1837,26718,21229,21814,22058,21932,17248,10709,7574,2868,152150,Sydney - Ryde
127,0,287,357,244,347,271,167,79,14,1766,0,269,632,589,1008,1704,1842,1752,595,8391,438,506,534,250,230,224,164,122,41,2509,36809,25007,24734,25722,24660,18377,10360,6219,1714,173602,0,2219,21552,32505,33119,25226,13498,5805,843,134767,0,1014,3287,2826,2155,977,269,77,17,10622,0,601,2850,4856,5143,2806,1311,1114,428,19109,74844,0,0,0,0,0,0,0,0,74844,0,25002,0,0,0,0,0,0,0,25002,0,16552,13133,3723,1908,598,73,3,0,35990,0,2458,1999,1234,1494,1773,1554,1432,601,12545,0,794,915,666,656,383,138,67,14,3633,0,624,981,738,871,663,388,152,26,4443,0,605,1821,2006,2737,3212,2930,2502,823,16636,859,989,1119,677,578,430,265,186,53,5156,75703,50858,47657,49231,48661,36068,20426,11338,2805,342747,Sydney - South West
128,0,404,554,169,177,169,111,53,11,1648,0,231,749,745,930,1532,1852,2230,1251,9520,181,349,282,121,104,154,126,79,31,1427,19054,12713,12507,15198,14908,12297,7904,5521,2092,102194,0,428,10350,20130,20240,17615,10650,5530,1093,86036,0,1077,4268,2710,1853,1075,316,70,15,11384,0,144,645,1936,2532,1275,526,473,280,7811,38821,0,0,0,0,0,0,0,0,38821,0,12363,0,0,0,0,0,0,0,12363,0,8730,4511,1162,736,342,45,0,0,15526,0,761,565,225,285,432,419,484,274,3445,0,384,405,180,159,94,29,25,3,1279,0,812,1332,495,413,373,211,118,21,3775,0,493,1737,1906,2223,2696,2675,2929,1628,16287,360,623,616,329,232,267,229,115,43,2814,39181,25815,24429,29073,28673,24169,15100,9744,3357,199541,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,431,514,280,227,213,98,25,13,2075,274,431,514,280,227,213,98,25,13,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,863,1162,771,621,445,261,69,18,4791,581,863,1162,771,621,445,261,69,18,4791,Special Purpose Codes SA4 (NSW)
201,0,1221,437,143,202,216,123,63,16,2421,0,280,622,641,1110,1873,1748,1777,910,8961,203,461,227,150,170,215,150,74,44,1694,13031,8847,7736,9472,9998,9166,6072,3775,1404,69501,0,325,5548,10209,11458,11289,7422,3478,660,50389,0,1495,3228,2496,1899,1090,352,41,7,10608,0,348,1045,1970,1779,709,306,336,165,6658,26325,0,0,0,0,0,0,0,0,26325,0,6533,0,0,0,0,0,0,0,6533,0,4151,1505,695,494,207,29,0,0,7081,0,622,255,149,215,279,254,191,98,2063,0,506,211,110,109,67,21,4,0,1028,0,2339,1064,378,456,463,258,130,33,5121,0,630,1463,1596,2481,3371,2855,2486,1181,16063,404,891,497,368,360,387,269,126,56,3358,26729,17840,14816,17971,19251,17862,11766,6792,2200,135227,Ballarat
202,0,956,336,154,194,239,139,49,16,2083,0,263,549,552,1019,1772,1561,1675,853,8244,205,430,225,118,174,243,164,77,29,1665,12617,8435,7289,8924,9905,8964,5799,3731,1322,66986,0,330,5274,9804,11273,11032,7215,3580,663,49171,0,1435,3007,2355,1811,1079,334,68,12,10101,0,355,1058,1739,1839,701,309,306,156,6463,25484,0,0,0,0,0,0,0,0,25484,0,6431,0,0,0,0,0,0,0,6431,0,4082,1417,633,454,212,25,0,0,6823,0,629,278,136,208,288,249,213,124,2125,0,462,215,114,99,64,20,6,3,983,0,1828,887,385,420,446,301,104,26,4397,0,552,1268,1480,2261,3265,2583,2368,1136,14913,463,798,470,306,334,443,286,138,37,3275,25947,16902,13874,16952,18699,17530,11322,6783,2157,130166,Bendigo
203,0,1303,784,228,325,263,133,67,16,3119,0,448,1165,1082,1687,2746,2667,3063,1614,14472,309,661,375,185,243,293,235,142,58,2501,22153,14411,14313,17088,17115,15002,9934,6759,2625,119400,0,573,10685,19912,20429,19409,12719,6662,1338,91727,0,2104,5650,3979,2660,1477,464,88,20,16442,0,407,1456,3066,3326,1292,524,528,358,10957,45094,0,0,0,0,0,0,0,0,45094,0,12193,0,0,0,0,0,0,0,12193,0,7673,3340,1264,795,406,54,3,0,13535,0,924,603,282,365,401,384,332,194,3485,0,786,435,199,145,75,24,10,6,1680,0,2632,1960,601,670,545,261,144,28,6841,0,916,2498,2797,3733,4793,4041,4123,2115,25016,611,1214,864,508,499,532,411,227,79,4945,45705,29422,27491,32608,32622,28930,18882,12117,4138,231915,Geelong
204,0,448,252,115,238,199,129,56,18,1455,0,262,608,558,1157,1742,1814,1939,923,9003,252,438,233,141,210,329,256,124,47,2030,14254,8077,7472,9991,11452,10339,6984,4321,1506,74396,0,403,5639,11133,13457,13692,9036,4240,769,58369,0,1553,3065,2584,2213,1321,432,90,3,11261,0,342,1054,1984,1842,634,310,334,180,6680,28579,0,0,0,0,0,0,0,0,28579,0,6752,0,0,0,0,0,0,0,6752,0,4365,1387,633,496,229,24,3,3,7140,0,469,220,101,194,279,276,223,140,1902,0,431,173,114,95,59,27,8,5,912,0,1010,669,293,477,416,250,114,25,3254,0,598,1402,1655,2713,3577,3051,2744,1259,16999,488,835,540,363,453,591,471,208,71,4020,29067,16758,14149,18860,21940,20798,13877,7964,2455,145868,Hume
205,0,684,423,183,336,371,221,93,22,2333,0,498,920,811,1772,3053,3020,3273,1533,14880,380,740,347,203,322,521,419,195,81,3208,22480,13812,12663,15272,17460,17019,11830,7160,2424,120120,0,634,9554,16597,20433,21855,15479,7250,1218,93020,0,2906,5509,4147,3241,2070,697,156,17,18743,0,600,1871,3181,2941,1108,468,483,275,10927,45225,0,0,0,0,0,0,0,0,45225,0,10659,0,0,0,0,0,0,0,10659,0,7729,2249,1056,730,335,45,0,3,12147,0,914,379,224,363,418,398,335,228,3259,0,655,310,177,138,92,44,18,6,1440,0,1466,1052,485,662,744,477,210,42,5138,0,1109,2385,2518,4266,5865,5079,4650,2074,27946,743,1442,872,564,677,932,761,330,113,6434,45968,28114,24181,28949,33451,33419,23448,13432,3976,234938,Latrobe - Gippsland
206,0,10669,14012,2343,832,611,280,155,41,28943,0,3271,8437,7067,5173,5478,4314,3977,2046,39763,414,1259,1711,661,366,342,235,177,92,5257,27752,34571,59915,37085,26523,20898,12889,8842,3439,231914,0,1511,26734,33147,24983,20627,13545,7539,1660,129746,0,5339,27496,12462,6515,3317,831,177,24,56161,0,226,1149,3312,4434,2677,1148,1145,555,14646,55653,0,0,0,0,0,0,0,0,55653,0,15679,0,0,0,0,0,0,0,15679,0,6314,5688,2595,1651,641,82,3,0,16974,0,5674,4442,979,751,760,640,691,364,14301,0,2310,2935,503,237,125,55,22,6,6193,0,19480,28217,5488,2036,1317,665,338,82,57623,0,6098,16295,13738,10492,9928,7120,5785,2744,72200,789,2211,3346,1423,812,611,375,264,119,9950,56442,64842,116302,73647,51911,40003,24461,15964,5554,449126,Melbourne - Inner
207,0,2874,2347,489,284,318,184,110,36,6642,0,649,1473,1560,1685,2752,3390,4120,2496,18125,209,529,416,222,158,214,184,143,77,2152,26838,23144,20018,23495,24191,19481,13903,9848,4139,165057,0,679,13927,30667,32967,26170,18318,10112,2207,135047,0,1453,5655,3154,2408,1436,486,114,11,14717,0,108,472,2178,3948,2253,964,867,547,11337,54650,0,0,0,0,0,0,0,0,54650,0,24268,0,0,0,0,0,0,0,24268,0,7917,7434,2315,1302,598,86,3,0,19655,0,2528,1702,460,478,658,600,781,449,7656,0,1885,1372,249,179,116,45,23,7,3876,0,5859,5364,1082,673,621,359,213,60,14231,0,1398,3066,3034,3274,4220,4665,5249,3216,28122,422,957,887,483,329,370,301,222,103,4074,55072,47052,39879,43622,45558,36442,25824,17584,6600,317633,Melbourne - Inner East
208,0,2014,2161,625,437,451,271,128,68,6155,0,665,2079,2333,2516,3931,3971,4713,3237,23445,343,564,473,323,218,248,170,163,82,2584,32594,21317,23074,29285,26348,20918,13401,10366,5150,182453,0,784,17499,37145,33895,26090,15925,9379,2469,143186,0,1821,7768,5613,3659,2217,666,181,49,21974,0,144,712,2940,4398,2462,918,858,644,13076,66089,0,0,0,0,0,0,0,0,66089,0,22228,0,0,0,0,0,0,0,22228,0,8983,6276,2025,1300,683,99,0,0,19366,0,1958,1531,514,436,660,639,719,481,6938,0,1239,1114,252,186,129,50,24,11,3008,0,4159,5100,1391,994,931,563,261,115,13514,0,1281,4262,4725,5164,6533,5838,6212,4216,38231,662,1075,971,671,468,428,300,251,115,4941,66754,43672,45233,55276,50500,40133,24998,17885,8100,352551,Melbourne - Inner South
209,0,1871,1615,514,478,419,221,90,25,5233,0,469,1624,1770,1998,3049,3084,3493,1626,17113,411,759,570,341,246,253,223,168,65,3036,39137,27815,30322,32551,29604,23580,14410,9168,3057,209644,0,1570,25540,40993,38111,32181,19505,9198,1635,168733,0,2182,8690,6416,3965,1848,466,106,13,23686,0,443,1968,4578,5482,2916,1288,1126,530,18331,79989,0,0,0,0,0,0,0,0,79989,0,25438,0,0,0,0,0,0,0,25438,0,16251,11059,3627,1959,655,89,8,0,33648,0,2539,2005,819,894,1093,1001,987,517,9855,0,1613,1511,483,335,206,69,35,17,4269,0,4082,4140,1296,1112,909,439,197,47,12222,0,1023,3674,4204,4447,5307,4562,4685,2170,30072,853,1450,1274,837,549,460,340,260,87,6110,80842,56591,59861,63253,56854,45575,27759,16602,5016,412353,Melbourne - North East
210,0,533,658,293,282,283,143,57,21,2270,0,231,957,1057,1308,1993,2235,2673,1106,11560,324,473,392,217,201,185,168,122,57,2139,30755,20570,21062,23122,21029,16066,10740,7170,2136,152650,0,1716,19171,29313,27622,21528,14467,7326,1174,122317,0,1360,5333,3894,2548,1192,293,78,11,14709,0,407,1697,3671,4215,2033,1001,925,381,14330,62537,0,0,0,0,0,0,0,0,62537,0,19653,0,0,0,0,0,0,0,19653,0,13412,8072,2778,1483,519,71,3,0,26338,0,1867,1472,655,745,936,839,823,374,7711,0,911,885,334,250,139,57,23,13,2612,0,1455,2079,738,665,584,324,124,42,6011,0,572,2326,2826,3080,3580,3329,3539,1478,20730,645,930,948,570,441,327,281,181,75,4398,63182,42283,41983,44779,41049,30838,20662,13022,3548,301346,Melbourne - North West
211,0,735,1133,470,511,524,273,118,32,3796,0,397,1462,1737,2144,4219,4297,4233,2044,20533,500,1060,567,296,292,387,293,166,71,3632,42963,30444,28242,34959,34880,29295,17422,10054,3558,231817,0,1154,23370,43672,46169,39736,23054,9992,1841,188988,0,2684,9885,7521,4995,2684,744,134,11,28658,0,503,1816,5219,6454,3222,1300,882,449,19845,87546,0,0,0,0,0,0,0,0,87546,0,30180,0,0,0,0,0,0,0,30180,0,19515,10383,2886,1404,546,69,5,0,34808,0,2126,1603,654,721,1059,950,872,519,8504,0,1536,1091,470,367,236,90,41,10,3841,0,1701,2847,1236,1182,1055,607,251,55,8934,0,880,3466,4546,5291,7016,6283,5655,2707,35844,1032,1956,1293,788,622,658,506,253,101,7209,88578,62235,55754,66992,67205,56212,33603,18085,5693,454357,Melbourne - Outer East
212,0,2766,1861,603,602,649,330,186,37,7034,0,650,1739,1835,2390,4021,4527,4764,2096,22022,600,1160,810,374,348,421,320,216,85,4334,61661,43784,46104,47391,42269,33319,21736,13294,4179,313737,0,3372,42783,61586,56882,45270,28985,13893,2304,255075,0,3974,11400,7779,5287,2547,720,191,37,31935,0,866,3524,7481,7975,4158,1857,1493,650,28004,125895,0,0,0,0,0,0,0,0,125895,0,40068,0,0,0,0,0,0,0,40068,0,23710,15246,4712,2344,849,105,3,0,46969,0,5292,3897,1469,1585,2104,1848,1704,877,18776,0,3547,3029,963,708,380,167,60,20,8874,0,6866,6312,1903,1595,1407,737,348,69,19237,0,1512,4524,5282,6007,7332,6877,6476,2785,40795,1189,2264,1818,1027,805,701,532,350,123,8809,127084,91471,92533,92202,83188,64748,41828,24518,6865,624437,Melbourne - South East
213,0,1808,2191,810,672,640,286,110,34,6551,0,699,2580,2583,2633,3715,3430,3475,1536,20651,697,1028,940,487,353,342,228,162,74,4311,60354,38696,50226,47508,38066,28490,15307,9446,3070,291163,0,3250,44952,58140,48170,37678,19990,8624,1413,222217,0,4161,14231,9754,5556,2449,574,127,22,36874,0,986,4316,8249,7725,3876,1555,1342,581,28630,122136,0,0,0,0,0,0,0,0,122136,0,33426,0,0,0,0,0,0,0,33426,0,21902,14192,4371,2015,802,99,6,0,43387,0,4808,4094,1547,1694,2025,1553,1411,619,17751,0,2582,2572,988,699,387,98,54,14,7394,0,4613,6368,2218,1759,1410,646,239,61,17314,0,1659,6430,6798,6504,7108,5394,4734,2111,40738,1386,1974,2046,1226,831,620,387,233,97,8800,123522,79361,99201,93291,74953,56355,30296,16770,4918,578667,Melbourne - West
214,0,552,624,307,346,425,273,121,38,2686,0,317,899,1014,1570,3093,3314,3220,1605,15032,336,714,338,215,229,310,306,164,55,2667,23658,14968,14405,18716,18171,16454,12127,7556,2715,128770,0,535,10459,20630,21104,19729,14588,7608,1538,96191,0,2182,6338,5083,3487,1973,759,186,18,20026,0,459,1694,3693,3983,1648,671,539,324,13011,47992,0,0,0,0,0,0,0,0,47992,0,12590,0,0,0,0,0,0,0,12590,0,9904,3683,1367,790,403,58,10,0,16215,0,1032,651,323,414,628,567,479,297,4391,0,845,478,275,217,131,61,25,9,2041,0,1154,1513,850,784,848,575,249,59,6032,0,689,2162,2944,3831,5265,4980,4487,2193,26551,681,1313,793,557,492,553,522,277,78,5266,48673,30703,27771,35722,35102,31178,22781,13860,4516,250306,Mornington Peninsula
215,0,450,263,134,196,167,99,30,14,1353,0,342,534,488,926,1540,1748,2252,1148,8978,220,376,158,130,190,257,224,142,59,1756,13459,7763,7064,8881,9891,8847,6532,4700,1744,68881,0,443,5601,10124,12466,12026,8319,4483,885,54350,0,1773,2769,1983,1499,856,289,86,15,9270,0,374,1070,1755,1510,497,282,350,172,6010,27255,0,0,0,0,0,0,0,0,27255,0,5890,0,0,0,0,0,0,0,5890,0,4084,1171,595,518,214,32,3,0,6617,0,617,232,153,212,289,231,198,98,2030,0,406,188,105,85,43,20,8,3,858,0,1030,749,404,443,363,233,79,23,3324,0,781,1437,1473,2458,3198,2997,3142,1538,17024,454,744,430,337,388,459,374,251,84,3521,27712,16142,13647,16929,19579,17945,12777,8600,2818,136149,North West
216,0,347,249,75,157,172,83,47,10,1140,0,205,454,407,744,1217,1229,1544,719,6519,177,309,126,77,121,182,160,89,32,1273,11835,6854,6310,7776,8216,7382,5092,3460,1190,58115,0,431,5048,9108,10341,9886,6812,3471,655,45752,0,1281,2438,1756,1365,750,316,67,12,7985,0,353,900,1593,1335,476,222,252,151,5282,24126,0,0,0,0,0,0,0,0,24126,0,5432,0,0,0,0,0,0,0,5432,0,3747,1177,557,395,169,29,0,0,6074,0,535,206,145,177,210,200,156,117,1746,0,356,188,113,74,45,23,7,4,810,0,795,591,255,356,322,195,103,16,2633,0,468,1093,1305,1897,2388,2154,2164,965,12434,372,605,350,235,277,326,290,153,47,2655,24498,14003,11991,15067,16217,14572,10241,6373,1967,114929,Shepparton
217,0,474,242,97,133,143,92,24,9,1214,0,255,400,380,896,1233,1368,1712,877,7121,162,327,160,72,122,206,146,119,28,1342,10989,6484,5770,7389,8376,7423,5002,3536,1287,56256,0,303,4467,8773,10372,10167,6366,3201,597,44246,0,1333,2551,1754,1421,803,242,53,7,8164,0,252,764,1291,1303,443,260,278,149,4740,22379,0,0,0,0,0,0,0,0,22379,0,5309,0,0,0,0,0,0,0,5309,0,3321,1030,547,411,185,21,3,0,5518,0,430,168,111,142,213,172,176,74,1486,0,332,125,60,57,33,20,7,0,634,0,1027,640,244,286,297,165,66,16,2741,0,561,1082,1234,2110,2446,2255,2363,1142,13193,318,669,403,229,240,382,262,184,43,2730,22697,13537,11230,14243,16342,14969,9763,6331,2028,111140,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,309,414,186,137,139,45,13,4,1447,200,309,414,186,137,139,45,13,4,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,640,875,553,361,306,128,33,10,3312,406,640,875,553,361,306,128,33,10,3312,Special Purpose Codes SA4 (Vic.)
301,0,466,449,276,321,293,147,51,13,2016,0,160,412,581,990,1820,1910,1935,978,8786,248,437,227,140,166,256,138,69,28,1709,20276,12809,11858,15616,15386,12528,7664,4586,1727,102450,0,619,9658,19199,19690,16560,9872,4376,926,80903,0,2003,4895,3646,2716,1408,458,107,26,15259,0,376,1364,2549,2591,1133,448,384,242,9087,41425,0,0,0,0,0,0,0,0,41425,0,10597,0,0,0,0,0,0,0,10597,0,8082,2870,994,591,303,40,0,0,12880,0,1033,619,283,404,590,487,463,262,4141,0,973,537,268,209,153,45,30,7,2222,0,1036,1212,686,692,594,327,117,24,4688,0,390,1075,1505,2180,3197,2894,2651,1326,15218,481,841,548,357,335,432,256,120,39,3409,41909,25950,22778,29487,29408,24370,14827,8248,2852,199829,Brisbane - East
302,0,1127,1038,345,336,284,143,82,19,3374,0,291,900,1078,1281,2020,1989,2268,1246,11073,173,400,296,158,128,159,99,70,32,1515,16224,11883,13866,14218,12318,10043,6945,5086,2065,92648,0,713,10644,16262,14208,11789,7831,4570,937,66954,0,2257,5818,3520,2049,1052,296,70,13,15075,0,310,1070,2245,2305,1136,542,532,335,8475,32989,0,0,0,0,0,0,0,0,32989,0,8477,0,0,0,0,0,0,0,8477,0,5860,2664,1026,827,392,60,6,0,10835,0,1363,986,414,422,550,457,361,218,4771,0,1119,824,256,183,128,45,23,9,2587,0,2300,2621,927,803,608,288,157,34,7738,0,583,2032,2396,2692,3477,2972,2977,1603,18732,347,750,662,381,254,281,170,92,45,2982,33336,23732,27321,27427,23743,19413,12661,8788,3194,179615,Brisbane - North
303,0,3664,2582,630,469,435,174,63,17,8034,0,489,1541,1450,1688,2398,2286,2593,1379,13824,276,630,536,216,194,223,139,114,49,2377,26795,23045,25484,22752,19619,15304,9105,6290,2462,150856,0,1542,19851,28000,24536,19395,11315,5609,1165,111413,0,3171,8773,4595,2704,1305,350,84,15,20997,0,378,1478,3036,3503,1765,740,743,412,12055,54103,0,0,0,0,0,0,0,0,54103,0,16415,0,0,0,0,0,0,0,16415,0,8506,5092,1740,1036,528,70,6,3,16981,0,3176,2181,658,631,883,743,669,369,9310,0,3188,2376,538,325,175,77,29,6,6714,0,7755,6610,1728,1127,939,406,149,42,18756,0,1014,3302,3367,3475,4176,3500,3428,1773,24035,566,1185,1120,519,411,372,239,146,61,4619,54669,46330,50783,44181,37748,29538,17440,10863,3846,295398,Brisbane - South
304,0,2494,1142,224,160,169,97,37,9,4332,0,315,603,589,722,1299,1309,1249,775,6861,131,390,234,79,98,141,98,60,28,1259,14934,12774,10399,12283,11440,9304,5332,3162,1367,80995,0,421,8094,16391,15536,12911,7359,3225,687,64624,0,1406,3649,2306,1431,791,221,36,5,9845,0,126,462,1393,1813,901,287,274,195,5451,30799,0,0,0,0,0,0,0,0,30799,0,10440,0,0,0,0,0,0,0,10440,0,4543,2352,673,388,220,34,0,0,8210,0,1394,658,215,219,299,270,302,184,3541,0,1068,684,185,92,62,19,0,4,2114,0,4956,2703,559,348,345,166,69,16,9162,0,663,1362,1308,1502,2025,1810,1618,960,11248,276,793,493,230,207,230,161,83,41,2514,31075,25810,20457,23260,21536,17784,10327,5607,2092,157948,Brisbane - West
