sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons,duration_adjusted_median_income_per_job_aud_male,duration_adjusted_median_income_per_job_aud_female,duration_adjusted_median_income_per_job_aud_persons
101,Capital Region,73.4,72.69,146.089,30310,21986,25634,46823,32889,39551
102,Central Coast,105.899,103.971,209.87099999999998,36076,22883,28453,52440,33092,41895
103,Central West,66.693,61.42,128.109,30312,20230,24478,47585,29683,37934
104,Coffs Harbour - Grafton,40.85,41.085,81.93700000000001,25338,18117,21150,41891,27805,34598
105,Far West and Orana,37.295,35.593,72.891,26289,19642,22395,44286,30000,36945
106,Hunter Valley exc Newcastle,89.585,79.438,169.02700000000002,40416,21199,28772,58637,31053,43013
107,Illawarra,96.89399999999999,90.618,187.52,39930,24742,30889,56636,33690,43357
108,Mid North Coast,54.232,55.706,109.943,28106,20682,23850,43345,29465,36062
109,Murray,38.326,37.006,75.324,26600,18462,21813,43679,27671,34833
110,New England and North West,57.927,54.247,112.178,26010,19341,22395,43996,29491,36659
111,Newcastle and Lake Macquarie,124.81,120.947,245.75900000000001,37253,23528,29073,54274,33957,42930
112,Richmond - Tweed,70.723,74.426,145.144,25940,19154,21931,42162,29128,35000
113,Riverina,54.623999999999995,51.76,106.39,28759,19294,23131,46543,29867,37711
114,Southern Highlands and Shoalhaven,41.931999999999995,42.873999999999995,84.805,31200,19416,24000,46594,28598,36616
115,Sydney - Baulkham Hills and Hawkesbury,82.042,82.098,164.138,47780,27286,35764,65643,39053,50279
116,Sydney - Blacktown,129.013,110.29700000000001,239.30700000000002,37116,27067,31687,53928,39702,46776
117,Sydney - City and Inner South,171.84099999999998,155.55200000000002,327.39099999999996,23799,18542,20990,48001,38910,43433
118,Sydney - Eastern Suburbs,110.655,118.59100000000001,229.24099999999999,34925,23718,28333,58279,43391,49864
119,Sydney - Inner South West,196.081,176.86599999999999,372.94699999999995,31200,24420,27652,47700,36792,42028
120,Sydney - Inner West,115.15,114.802,229.94799999999998,36202,28175,31759,55000,43842,49091
121,Sydney - North Sydney and Hornsby,148.257,155.665,303.928,50000,29207,37570,71543,45665,56141
122,Sydney - Northern Beaches,97.537,102.164,199.7,42237,24346,31532,60060,38307,47639
123,Sydney - Outer South West,97.682,87.01299999999999,184.69400000000002,40029,26699,32625,55877,37954,46410
124,Sydney - Outer West and Blue Mountains,113.76299999999999,107.148,220.907,40010,26118,32187,56602,37782,46355
125,Sydney - Parramatta,162.50799999999998,132.918,295.42900000000003,30525,24097,27284,48938,38087,43513
126,Sydney - Ryde,64.46600000000001,65.69,130.15,42000,27000,33614,60665,41770,50284
127,Sydney - South West,129.015,110.09,239.108,35031,25512,30000,51198,37469,44191
128,Sydney - Sutherland,79.791,83.208,163.005,47937,27683,35770,64988,39203,49561
201,Ballarat,48.418,50.167,98.59,33753,20495,25583,47444,29501,37812
202,Bendigo,47.534,50.308,97.839,33773,19478,25000,47936,28798,37882
203,Geelong,91.715,95.193,186.908,34767,20207,25600,51260,29408,38884
204,Hume,55.43,57.603,113.03200000000001,31432,17778,23022,47352,27157,36334
205,Latrobe - Gippsland,82.476,82.366,164.843,33937,18523,24505,51049,27177,37550
206,Melbourne - Inner,263.725,275.883,539.604,28101,20686,23970,50625,40067,45030
207,Melbourne - Inner East,121.93700000000001,129.961,251.895,35627,21944,27343,53275,34087,42462
208,Melbourne - Inner South,141.372,150.344,291.722,41400,24497,31000,58788,37385,46454
209,Melbourne - North East,170.128,169.523,339.652,38487,23771,29862,53815,34676,43417
210,Melbourne - North West,120.262,110.22,230.482,36399,24258,29502,52251,35209,43308
211,Melbourne - Outer East,175.563,183.52700000000002,359.095,40469,22550,29596,55054,32764,42758
212,Melbourne - South East,262.659,237.53900000000002,500.20599999999996,34234,22178,27376,49849,33615,41617
213,Melbourne - West,265.378,232.451,497.827,35953,23850,29147,52236,36254,44114
214,Mornington Peninsula,93.419,99.10600000000001,192.52900000000002,37267,21079,27225,53171,31187,40933
215,North West,48.97,48.097,97.064,22535,16011,18890,41093,25790,32874
216,Shepparton,42.659,43.24100000000001,85.902,28410,17355,21765,44821,26689,35000
217,Warrnambool and South West,42.464,42.544,85.01299999999999,25593,15532,19486,43532,24194,32291
301,Brisbane - East,82.62799999999999,80.842,163.463,39740,25548,31233,57950,37690,46650
302,Brisbane - North,79.955,78.919,158.871,39599,27751,32777,56309,41126,48019
303,Brisbane - South,133.137,128.74,261.88,30502,22764,26193,50000,36764,42958
304,Brisbane - West,64.697,66.319,131.00799999999998,42854,23871,31207,61552,36746,47257
305,Brisbane Inner City,118.001,115.947,233.951,29923,20734,24704,51890,38844,45098
306,Cairns,95.65799999999999,91.723,187.38099999999997,22180,17443,19607,44089,31989,37797
307,Darling Downs - Maranoa,44.346000000000004,39.147,83.491,25411,16547,20337,47138,28437,37258
308,Central Queensland,84.086,69.027,153.113,43591,21720,30524,67490,32681,47536
309,Gold Coast,208.476,208.769,417.24199999999996,27613,19892,23082,48759,32752,39848
310,Ipswich,113.15100000000001,98.749,211.903,34497,23880,28435,52078,36052,44150
311,Logan - Beaudesert,115.664,98.92,214.583,32637,24503,28144,51320,36411,43900
312,Mackay - Isaac - Whitsunday,70.317,56.303999999999995,126.619,39937,20361,28513,64174,32810,46081
313,Moreton Bay - North,78.476,72.023,150.50799999999998,30531,21012,25109,50494,33473,41469
314,Moreton Bay - South,72.798,69.89399999999999,142.69,41993,25971,32726,58743,37920,47146
315,Queensland - Outback,25.769000000000002,24.353,50.123999999999995,33064,18803,24611,53337,33171,42084
316,Sunshine Coast,114.99700000000001,116.738,231.736,28273,18759,22561,47528,29942,37531
317,Toowoomba,54.193000000000005,51.577,105.771,30532,20560,24730,49082,32470,40452
318,Townsville,86.73200000000001,79.295,166.025,35349,22978,28133,53195,34504,42967
319,Wide Bay,83.177,77.113,160.286,24539,18242,20917,43482,29098,35937
401,Adelaide - Central and Hills,95.59899999999999,102.20200000000001,197.8,36640,23530,28807,51781,34446,42187
402,Adelaide - North,132.697,124.296,256.998,38694,25343,30878,51090,34431,42875
403,Adelaide - South,114.089,120.292,234.37599999999998,38661,25301,30565,52585,34518,42718
404,Adelaide - West,76.042,76.429,152.476,35267,25170,29402,49400,35413,42119
405,Barossa - Yorke - Mid North,32.122,30.112,62.236000000000004,30152,19639,23515,47133,27740,36194
406,South Australia - Outback,26.877,23.645,50.528,33839,20223,25716,53273,28840,39530
407,South Australia - South East,58.538000000000004,54.681000000000004,113.223,24453,17140,20154,41894,26105,33077
501,Bunbury,67.456,60.905,128.366,33552,16625,23121,57630,27667,39726
502,Mandurah,33.779,28.787,62.559,40550,20242,28338,69151,31056,45966
503,Perth - Inner,80.391,71.915,152.306,31645,19300,24462,55843,35000,44596
504,Perth - North East,98.868,88.431,187.30200000000002,41407,25725,32262,61579,37895,48633
505,Perth - North West,210.96,198.998,409.95599999999996,40853,23926,30801,62393,35917,47242
506,Perth - South East,202.729,169.697,372.42,36000,23412,28973,57508,36328,46267
507,Perth - South West,163.192,143.249,306.443,42253,23149,30820,66475,35452,48851
509,Western Australia - Wheat Belt,45.703,42.586000000000006,88.285,27216,16719,20946,51015,28215,38443
510,Western Australia - Outback (North),37.548,31.785,69.331,39033,17847,26415,72999,39601,52867
511,Western Australia - Outback (South),46.693000000000005,39.805,86.506,36675,18183,26000,64927,31528,45525
601,Hobart,72.372,77.09899999999999,149.467,34125,23158,27440,47476,32582,39519
602,Launceston and North East,44.928000000000004,44.498000000000005,89.42200000000001,31048,19994,24304,44635,28194,35985
603,South East,11.789000000000001,11.114,22.905,23868,15930,19133,41611,26057,32937
604,West and North West,35.522,33.815,69.337,33019,19209,24494,47143,27535,36645
701,Darwin,73.225,63.18,136.404,34906,21622,27483,61617,42082,51530
702,Northern Territory - Outback,27.516,26.883000000000003,54.393,22162,16874,19223,46689,36357,41307
801,Australian Capital Territory,155.582,157.88299999999998,313.469,44539,32280,37700,63327,48777,55581
