sa4_code16,agbeefallot_f,agbeefcalle1_f,agbeefcatlano_f,agbeefcowsano_f,agbewes1ano_f,agbewesmerge1ano_f,agbewesothge1ano_f,agbroadcrpallaha_f,agcatldispano_f,agcereal_ahabar_f,agcereal_ahamai_f,agcereal_ahaoat_f,agcereal_ahaoth_f,agcereal_aharic_f,agcereal_ahasor_f,agcereal_ahatri_f,agcereal_ahawht_f,agcereal_atobar_f,agcereal_atomai_f,agcereal_atooat_f,agcereal_atooth_f,agcereal_atoric_f,agcereal_atosor_f,agcereal_atotri_f,agcereal_atowht_f,agcerehay_aha_f,agcerehay_ato_f,agchickensanolay_f,agchickensanomea_f,agcottlintakg_f,agcottlintakgirr_f,agcottlintakgnon_f,agcottpltdaha_f,agcottpltdahairr_f,agcottpltdahanon_f,agcroptotaha_f,agdairallot_f,agdaircales1_f,agdaircowsano_f,agdairheifanogt2_f,agdairheifanole2_f,agdairy_ano_f,ageggprodado_f,ageweslmbmark_f,agewesmateanomer_f,agewesmateanooth_f,agfloers_aha_f,agfloers_ahaout_f,agfloersundaha_f,agfloerupano_f,agfrutalmnum_f,agfrutalmoakg_f,agfrutalmotba_f,agfrutalmotnb_f,agfrutapplakg_f,agfrutapptba_f,agfrutapptnb_f,agfrutapptree_f,agfrutapriakg_f,agfrutaprtba_f,agfrutaprtnb_f,agfrutaprtre_f,agfrutavocakg_f,agfrutavotba_f,agfrutavotnb_f,agfrutavotree_f,agfrutbanaaha_f,agfrutbanaahabea_f,agfrutbanaahanyb_f,agfrutbanaato_f,agfrutcherakg_f,agfrutchertba_f,agfrutchertnb_f,agfrutchertree_f,agfrutmacatba_f,agfrutmacatnb_f,agfrutmacnum_f,agfrutmandakg_f,agfrutmandtba_f,agfrutmandtnb_f,agfrutmandtre_f,agfrutmangakg_f,agfrutmangtba_f,agfrutmangtnb_f,agfrutmantree_f,agfrutmcdmakg_f,agfrutnaspearakg_f,agfrutnaspeartba_f,agfrutnaspeartnb_f,agfrutnasptree_f,agfrutnectakg_f,agfrutnectree_f,agfrutnecttba_f,agfrutnecttnb_f,agfrutnutotaha_f,agfrutolitree_f,agfrutolivakg_f,agfrutolivtba_f,agfrutolivtnb_f,agfrutoorcano_f,agfrutorcba_f,agfrutorcnyb_f,agfrutorctot_f,agfrutorngakg_f,agfrutorngtba_f,agfrutorngtnb_f,agfrutorngtree_f,agfrutothcittba_f,agfrutothcittnb_f,agfrutothcittr_f,agfrutothha_f,agfrutothnum_f,agfrutothnuttnb_f,agfrutothnutttb_f,agfrutothorctba_f,agfrutothorctnb_f,agfrutothpomtba_f,agfrutothpomtnb_f,agfrutothpomtr_f,agfrutothrahabea_f,agfrutothrahanyb_f,agfrutothstre_f,agfrutotsttba_f,agfrutotsttnb_f,agfrutpeactba_f,agfrutpeactnb_f,agfrutpeatree_f,agfrutpechakg_f,agfrutpineaha_f,agfrutpineahabea_f,agfrutpineahanyb_f,agfrutpineato_f,agfrutstrwahabea_f,agfrutstrwakg_f,aggrape_aha_f,aggrape_ahabea_f,aggrape_ahanyb_f,aggrape_ato_f,aggrapeothaha_f,aggrapeothahabea_f,aggrapeothahanyb_f,aggrapeothato_f,aggrapewinaha_f,aggrapewinahabea_f,aggrapewinahanyb_f,aggrapewinato_f,aglambmarked_f,aglambmarkmerano_f,aglambmarkothano_f,aglambslt1ano_f,aglandtotlaha_f,aglucrnhay_aha_f,aglucrnhay_ato_f,agnurflwtuaha_f,agnursbpcupano_f,agnursery_aha_f,agnursery_ahaout_f,agnurseryundaha_f,agnursfnvupano_f,agnurshvupano_f,agnursinplupano_f,agnurspropupano_f,agnurspsbupano_f,agnursptsupano_f,agorchardsaha_f,agothchickenano_f,agothcrhayaha_f,agothcrhayato_f,agothcrop_aha_f,agothcrop_ahacan_f,agothcrop_ahaoil_f,agothcrop_ahaopu_f,agothcrop_ahapnt_f,agothcrop_akgpnt_f,agothcrop_atocan_f,agothcrop_atooil_f,agothcrop_atoopu_f,agothlstokanohld_f,agothpltryano_f,agothsheepano_f,agpasceothsilaha_f,agpasceothsilato_f,agpascrhayaha_f,agpascrhayato_f,agpasthay_aha_f,agpasthay_ato_f,agpigbopigano_f,agpigbsow_ano_f,agpigs_ano_f,agsheeplmbano_f,agsugarcanaha_f,agsugarcrsaha_f,agsugarcrsato_f,agsugnfcrushaha_f,agturf_aha_f,agturfrollupano_f,agvegbeanaha_f,agvegbeankg_f,agvege_aha_f,agvegebrocaha_f,agvegebrocakg_f,agvegebrusaha_f,agvegebrusakg_f,agvegecabbaha_f,agvegecabbato_f,agvegecapsaha_f,agvegecapsahaout_f,agvegecapsakg_f,agvegecapsakgout_f,agvegecapsakgund_f,agvegecapsam2und_f,agvegecarraha_f,agvegecarrato_f,agvegecaulaha_f,agvegecaulato_f,agvegecornaha_f,agvegecornato_f,agvegeletahaout_f,agvegeletakgout_f,agvegeletakgund_f,agvegeletam2und_f,agvegelettaha_f,agvegelettakg_f,agvegemelnaha_f,agvegemelnato_f,agvegemushakg_f,agvegemusham2_f,agvegeonioaha_f,agvegeonioato_f,agvegeoth_aha_f,agvegepeasaha_f,agvegepeasahamkt_f,agvegepeasahapro_f,agvegepeasakg_f,agvegepeasakgmkt_f,agvegepeasakgpro_f,agvegepotaaha_f,agvegepotaahamkt_f,agvegepotaahapro_f,agvegepotaato_f,agvegepotaatomkt_f,agvegepotaatopro_f,agvegepumpaha_f,agvegepumpato_f,agvegetomaaha_f,agvegetomaahamko_f,agvegetomaahamkt_f,agvegetomaahapro_f,agvegetomaakgmku_f,agvegetomaam2mku_f,agvegetomaato_f,agvegetomaatomko_f,agvegetomaatomkt_f,agvegetomaatopro_f,sa4_name16
212,,253.0,,,20.0,,20.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,6.0,16.0,,,,,,,,138.0,137.0,,78.0,142.0,,6.0,20.0,,20.0,,,,,,,,,11.0,11.0,6.0,11.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,5.0,,,,,20.0,,,,,,20.0,12.0,20.0,,,,,6.0,6.0,6.0,6.0,,,,,,,,,6.0,3.0,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,3.0,3.0,,3.0,13.0,,13.0,21.0,,,,,6.0,,,24.0,13.0,2.0,4.0,6.0,12.0,25.0,20.0,22.0,18.0,18.0,,,,,,,,,,127.0,1.0,19.0,164.0,164.0,,,,,,,,22.0,,,,,4.0,4.0,,,64.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,5.0,5.0,,,5.0,5.0,,,,,2.0,2.0,53.0,,,,,,,9.0,5.0,8.0,9.0,5.0,8.0,,,,,,,,,,,,,Melbourne - South East
213,17.0,9.0,18.0,12.0,20.0,8.0,12.0,6.0,49.0,2.0,,,,,,,,2.0,,,,,,,,33.0,33.0,7.0,2.0,,,,,,,,32.0,31.0,31.0,,33.0,33.0,7.0,20.0,,20.0,,,,,,,,,3.0,3.0,,3.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,3.0,,,,,,3.0,,3.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,20.0,3.0,20.0,17.0,,,,11.0,2.0,10.0,9.0,6.0,,2.0,,2.0,,,3.0,,9.0,9.0,3.0,,,,,,,,,6.0,1.0,18.0,5.0,5.0,49.0,49.0,9.0,9.0,3.0,,3.0,21.0,,,,,1.0,1.0,,,,70.0,70.0,,,36.0,36.0,,,,,,,,,61.0,61.0,,,15.0,15.0,,,15.0,15.0,,,,,,,8.0,1.0,1.0,,1.0,1.0,,3.0,3.0,,3.0,3.0,,2.0,2.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,Melbourne - West
214,33.0,41.0,63.0,42.0,5.0,1.0,4.0,5.0,63.0,,,,,,,,5.0,,,,,,,,5.0,,,21.0,,,,,,,,,1.0,,,,,1.0,21.0,1.0,1.0,,9.0,,9.0,9.0,1.0,,,1.0,29.0,29.0,12.0,31.0,12.0,12.0,1.0,13.0,12.0,12.0,1.0,13.0,,,,,15.0,15.0,4.0,16.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,18.0,18.0,1.0,19.0,3.0,4.0,3.0,4.0,41.0,16.0,15.0,15.0,1.0,1.0,36.0,12.0,37.0,,,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,,,1.0,,,,4.0,1.0,12.0,12.0,,3.0,4.0,4.0,3.0,,,,,5.0,5.0,43.0,43.0,3.0,43.0,,,,,43.0,43.0,3.0,43.0,4.0,1.0,3.0,3.0,,,,39.0,,30.0,17.0,22.0,3.0,,,12.0,4.0,12.0,37.0,14.0,,,,,,,,,,,,56.0,,3.0,14.0,14.0,78.0,78.0,78.0,78.0,,,,5.0,,,,,,,1.0,1.0,43.0,14.0,14.0,1.0,1.0,12.0,12.0,,,,,,,15.0,15.0,13.0,13.0,,,16.0,16.0,12.0,12.0,29.0,29.0,,,,,,,31.0,,,,,,,12.0,12.0,,12.0,12.0,,,,,,,,,,,,,,Mornington Peninsula
215,,,,,2038.0,1391.0,1089.0,2826.0,,2233.0,,832.0,42.0,,1.0,27.0,2349.0,2233.0,,832.0,42.0,,1.0,27.0,2349.0,,,6.0,3.0,,,,,,,3952.0,,,,83.0,,,6.0,1764.0,,1495.0,11.0,11.0,,10.0,,,,,6.0,6.0,,6.0,,,8.0,,,,16.0,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,2.0,,2.0,,,,,,24.0,24.0,24.0,8.0,2.0,,109.0,,,,,,,8.0,,4.0,34.0,3.0,33.0,2.0,,2.0,,2.0,4.0,2.0,,,8.0,74.0,,77.0,74.0,,,,,,,653.0,639.0,,639.0,,,143.0,,,204.0,60.0,204.0,1800.0,,1449.0,1811.0,4475.0,159.0,159.0,63.0,,51.0,45.0,22.0,35.0,1.0,,8.0,,4.0,,7.0,,,81.0,762.0,2.0,1425.0,,,762.0,2.0,1425.0,,35.0,1700.0,,,1574.0,1574.0,,,61.0,52.0,61.0,2186.0,,,,,3.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,1.0,1.0,,1.0,1.0,,15.0,11.0,,15.0,11.0,,,,,,,,,,,,,,North West
216,,,,,,125.0,,,1436.0,,34.0,153.0,4.0,,,,,,34.0,153.0,4.0,,,,,,,,1.0,,,,,,,1781.0,,,,,,849.0,,,56.0,,51.0,50.0,1.0,51.0,,,,,123.0,123.0,,123.0,,,21.0,,,,,,,,,,21.0,21.0,11.0,21.0,,,,,,,,,,,,,135.0,135.0,32.0,135.0,,,,,190.0,3.0,3.0,3.0,,5.0,186.0,,186.0,14.0,14.0,,14.0,4.0,1.0,4.0,9.0,,,,5.0,3.0,,,,9.0,6.0,,,,,,,,,,,,1.0,1.0,48.0,48.0,11.0,48.0,1.0,1.0,,1.0,46.0,46.0,11.0,46.0,,56.0,,,2237.0,,,66.0,11.0,16.0,13.0,13.0,3.0,11.0,,12.0,11.0,11.0,187.0,,75.0,75.0,4.0,,1.0,23.0,,,,1.0,23.0,155.0,4.0,,,,,,,,,,,,,,,,1.0,1.0,,,34.0,,,,,4.0,4.0,1.0,1.0,1.0,1.0,,,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,18.0,,,,,,18.0,,,,Shepparton
217,1723.0,1665.0,1970.0,1693.0,1488.0,,1280.0,,2914.0,,16.0,,,,,7.0,,,16.0,,,,,7.0,,214.0,214.0,4.0,1.0,,,,,,,2558.0,885.0,1112.0,1178.0,,1124.0,1245.0,4.0,1328.0,,1175.0,6.0,6.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1312.0,,1183.0,1144.0,3853.0,,,,4.0,8.0,8.0,6.0,,4.0,,,1.0,1.0,,7.0,109.0,109.0,45.0,,10.0,88.0,,,,10.0,88.0,,10.0,1320.0,,,2203.0,2203.0,2058.0,2058.0,49.0,36.0,49.0,1577.0,,,,,,,,,16.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,,,,,,,5.0,3.0,3.0,5.0,3.0,3.0,,,9.0,3.0,9.0,,7.0,7.0,9.0,3.0,9.0,,Warrnambool and South West
301,4.0,4.0,4.0,4.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,,,,,,,,,,,4.0,,,,6.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,1.0,3.0,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,Brisbane - East
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brisbane - North
303,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,3.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,9.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,Brisbane - South
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brisbane - West
306,350.0,280.0,366.0,304.0,,,,755.0,416.0,,36.0,,3.0,7.0,7.0,,,,36.0,,3.0,7.0,7.0,,,,,10.0,7.0,,,,,,,1041.0,,,,,,,10.0,,,,17.0,10.0,7.0,7.0,,,,,,,,,,,,,,,18.0,,,,,,,,,,3.0,3.0,3.0,,,10.0,10.0,15.0,15.0,,15.0,3.0,,,,,,,,,,,,,,48.0,,,,,,,,,40.0,,56.0,,,,48.0,25.0,,,,54.0,18.0,,,,,,,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,6.0,,6.0,3.0,1362.0,3.0,3.0,32.0,,12.0,10.0,9.0,,,4.0,4.0,,7.0,,3.0,10.0,10.0,9.0,,13.0,14.0,21.0,21.0,,13.0,14.0,,3.0,3.0,10.0,10.0,,,,,3.0,3.0,3.0,6.0,740.0,701.0,701.0,,3.0,3.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,22.0,,,,,,,20.0,19.0,8.0,20.0,19.0,8.0,20.0,20.0,,,,,,,,,,,Cairns
307,2913.0,2559.0,3392.0,2948.0,657.0,,,2264.0,3479.0,776.0,,,,,655.0,,972.0,776.0,,,,,655.0,,972.0,,,25.0,2.0,307.0,229.0,,307.0,229.0,,2686.0,,,,57.0,,,25.0,,,,9.0,9.0,,9.0,,,,,,,12.0,,12.0,12.0,5.0,,19.0,19.0,,19.0,,,,,4.0,4.0,2.0,6.0,10.0,,10.0,,,,,,,,,10.0,15.0,15.0,2.0,15.0,,,,2.0,109.0,,,,,1.0,,,,,,,,6.0,,7.0,48.0,,,,1.0,,,,,43.0,7.0,,,12.0,,5.0,,,,,,,6.0,6.0,,,3.0,,,,1.0,,,,3.0,,609.0,,,,4656.0,,,,,9.0,9.0,,,,,,1.0,,,32.0,,,,,35.0,839.0,,,,35.0,839.0,840.0,48.0,,,,,,,,,,,695.0,,,,,3.0,1.0,16.0,16.0,,,,,,,,,,,,,,5.0,5.0,,,4.0,4.0,9.0,9.0,3.0,3.0,12.0,12.0,9.0,9.0,2.0,2.0,,,,,,,,,,10.0,6.0,3.0,10.0,6.0,3.0,,,,,,,4.0,4.0,,,,,Darling Downs - Maranoa
308,1868.0,1873.0,2123.0,2056.0,17.0,,17.0,335.0,2138.0,17.0,23.0,11.0,,,,,193.0,17.0,23.0,11.0,,,,,193.0,,,,,,,6.0,,,6.0,535.0,20.0,61.0,77.0,18.0,25.0,84.0,,7.0,,7.0,,,,,,,,,,,,,,,,,5.0,5.0,2.0,5.0,,,,,,,,,,3.0,,1.0,1.0,1.0,1.0,15.0,15.0,7.0,15.0,,,,,,,,,,,,,,,7.0,,13.0,,,,,,1.0,,1.0,,,,,7.0,5.0,,,,,,,,,,,,,17.0,17.0,17.0,17.0,2.0,2.0,5.0,5.0,1.0,5.0,4.0,4.0,,4.0,1.0,1.0,1.0,1.0,9.0,,9.0,17.0,2412.0,95.0,95.0,,,11.0,8.0,11.0,2.0,,,6.0,,6.0,,5.0,,,14.0,,8.0,219.0,3.0,3.0,,8.0,219.0,,7.0,19.0,,,,,,,18.0,16.0,18.0,21.0,,,,,6.0,6.0,2.0,2.0,,2.0,2.0,,,,,2.0,2.0,2.0,2.0,,,,,,,4.0,4.0,,,,,,,5.0,5.0,,,,,4.0,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,Central Queensland
309,17.0,17.0,17.0,17.0,,,,52.0,24.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,1.0,,,,2.0,,2.0,3.0,,,,,,,,,,,,,13.0,13.0,6.0,13.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,7.0,13.0,6.0,13.0,,,,,,,,10.0,,,,7.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,39.0,,24.0,1.0,,3.0,13.0,1.0,,13.0,1.0,9.0,9.0,,,,,,,,,,26.0,,,,,9.0,9.0,,,,,,,52.0,52.0,52.0,28.0,2.0,2.0,,,28.0,7.0,7.0,,,,,,,,,,,,,,,,,,,17.0,17.0,17.0,17.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Gold Coast
310,327.0,350.0,,355.0,1.0,,1.0,,,38.0,34.0,10.0,,,19.0,,10.0,38.0,34.0,10.0,,,19.0,,10.0,36.0,36.0,,15.0,,,,,,,,37.0,57.0,55.0,34.0,58.0,66.0,,1.0,,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,9.0,9.0,1.0,9.0,,,,,,,,,,,,,,,,7.0,7.0,,7.0,,,,,,,,,,15.0,2.0,2.0,2.0,,8.0,11.0,1.0,11.0,,,,,7.0,,7.0,,1.0,,1.0,8.0,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,1.0,,1.0,,,158.0,158.0,20.0,4.0,8.0,8.0,1.0,,,,1.0,,,11.0,6.0,20.0,20.0,12.0,1.0,19.0,33.0,,,1.0,19.0,33.0,295.0,,1.0,61.0,61.0,,,175.0,175.0,1.0,1.0,1.0,1.0,,,,,10.0,6.0,19.0,19.0,,9.0,9.0,,,24.0,24.0,,,,,,,11.0,11.0,,,15.0,15.0,10.0,10.0,9.0,9.0,19.0,19.0,14.0,14.0,2.0,2.0,19.0,19.0,,9.0,9.0,,9.0,9.0,,10.0,9.0,1.0,10.0,9.0,1.0,51.0,51.0,20.0,6.0,20.0,,16.0,16.0,20.0,6.0,20.0,,Ipswich
311,231.0,238.0,254.0,242.0,6.0,,6.0,7.0,274.0,,6.0,,6.0,,,,6.0,,6.0,,6.0,,,,6.0,22.0,22.0,,18.0,,,,,,,170.0,26.0,26.0,26.0,32.0,48.0,54.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,10.0,,,,,10.0,10.0,,10.0,,,,,,94.0,94.0,,,4.0,,2.0,,,2.0,1.0,,1.0,,,22.0,22.0,1.0,,6.0,,,,,6.0,,149.0,34.0,6.0,19.0,19.0,129.0,129.0,35.0,35.0,,,,6.0,,,,,5.0,4.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,Logan - Beaudesert
312,953.0,834.0,1011.0,890.0,15.0,,15.0,1143.0,1012.0,,7.0,,,3.0,,,,,7.0,,,3.0,,,,,,3.0,1.0,3.0,3.0,,3.0,3.0,,1264.0,2.0,,16.0,,,18.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,34.0,34.0,,35.0,1.0,,,,,,,,,37.0,,,,,,37.0,,38.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,1964.0,,,8.0,2.0,5.0,5.0,2.0,,,,3.0,,1.0,34.0,19.0,,,,,5.0,,,,,5.0,,,4.0,12.0,16.0,16.0,62.0,62.0,56.0,56.0,7.0,,7.0,15.0,1058.0,1035.0,1035.0,661.0,4.0,4.0,,,,,,,,,,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,7.0,7.0,,,,,19.0,,,,,,,,,,,,,14.0,14.0,21.0,21.0,21.0,,,,21.0,21.0,21.0,,Mackay - Isaac - Whitsunday
313,103.0,102.0,106.0,103.0,,,,1.0,121.0,,,,,,,,,,,,,,,,,,,5.0,14.0,,,,,,,,12.0,15.0,21.0,6.0,15.0,21.0,5.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,10.0,10.0,,11.0,11.0,11.0,9.0,11.0,,,,,4.0,2.0,4.0,,,,,,,1.0,2.0,4.0,,,,,,,,,,,,,,,16.0,4.0,17.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,50.0,1.0,35.0,33.0,19.0,,15.0,2.0,4.0,,14.0,15.0,,2.0,2.0,1.0,,,,,,,,,20.0,,,22.0,22.0,16.0,16.0,8.0,8.0,,,,,,,,,13.0,12.0,,,4.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,2.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Moreton Bay - North
314,6.0,6.0,6.0,6.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,4.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreton Bay - South
315,1437.0,1344.0,1523.0,1437.0,308.0,234.0,,,1523.0,,,4.0,,,6.0,,,,,4.0,,,6.0,,,17.0,17.0,,,,,,,,,226.0,,6.0,5.0,,,8.0,,247.0,162.0,,,,,,,,,,,,,,,,,,,,17.0,,5.0,5.0,1.0,5.0,,,,,,,,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,6.0,,,,,,,,,9.0,,,,,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,6.0,6.0,,6.0,6.0,6.0,,6.0,,,,,256.0,168.0,,,1805.0,7.0,7.0,3.0,,1.0,1.0,,,,,,,,,1.0,12.0,12.0,6.0,,3.0,5.0,,,,3.0,5.0,491.0,7.0,288.0,,,,,,,19.0,17.0,19.0,341.0,,,,5.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,1.0,1.0,6.0,1.0,1.0,,1.0,1.0,,,,,,,,22.0,22.0,1.0,,,1.0,,,1.0,,,1.0,Queensland - Outback
316,19.0,28.0,47.0,44.0,,,,13.0,73.0,,,,,,,,,,,,,,,,,,,,9.0,1.0,1.0,,1.0,1.0,,,26.0,19.0,26.0,20.0,19.0,26.0,,,,,6.0,4.0,2.0,4.0,,,,,,,,,,,,,34.0,34.0,15.0,34.0,2.0,2.0,,2.0,,,,,,4.0,,,,1.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,,29.0,,28.0,,,,,,27.0,1.0,27.0,21.0,,,,29.0,10.0,,,,17.0,11.0,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,76.0,,61.0,38.0,31.0,16.0,,1.0,32.0,1.0,15.0,,,,,,,,,,,,,,70.0,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,12.0,12.0,12.0,10.0,8.0,7.0,,,35.0,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,,,26.0,,,,,,,,,,,,,,,5.0,2.0,5.0,,3.0,3.0,5.0,2.0,5.0,,Sunshine Coast
317,110.0,90.0,117.0,109.0,,,,53.0,130.0,38.0,1.0,8.0,,,18.0,6.0,14.0,38.0,1.0,8.0,,,18.0,6.0,14.0,24.0,24.0,3.0,1.0,4.0,4.0,,4.0,4.0,,,8.0,21.0,29.0,7.0,17.0,30.0,3.0,2.0,,2.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,4.0,10.0,10.0,6.0,1.0,1.0,,1.0,,,,2.0,12.0,12.0,10.0,,,11.0,,,,,11.0,12.0,8.0,,14.0,14.0,60.0,60.0,18.0,18.0,6.0,6.0,6.0,,,,,,2.0,2.0,,,39.0,15.0,15.0,,,10.0,10.0,,,,,,,,,14.0,14.0,5.0,5.0,19.0,19.0,,,19.0,19.0,,,,,,,,,,,,,,14.0,12.0,,14.0,12.0,,13.0,13.0,,,,,,,,,,,Toowoomba
