SA4_MAIN11,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot,SA4_NAME11
202,79,55,739,569,186,1611,61,1031,73,4404,298,606,1345,856,571,1028,247,841,86,5878,1167,2518,1992,973,1330,847,610,1130,173,10740,1951,3110,1959,1327,1888,961,847,1309,253,13605,2327,3275,1918,1670,2176,1041,1076,1739,305,15527,1738,2340,1184,1048,1485,701,804,1110,216,10626,588,357,198,116,236,139,153,239,61,2087,156,36,16,9,27,11,11,22,26,314,21,3,3,3,0,0,0,3,10,43,8325,12300,9354,6571,7899,6339,3809,7424,1203,63224,Bendigo
203,112,80,1096,1205,256,2445,153,1391,126,6864,533,1162,2435,1895,1006,1953,496,1228,171,10879,2072,5404,4326,2170,2653,1874,1230,1782,445,21956,3538,5976,4287,2567,3604,1962,1716,2321,528,26499,3595,5655,3783,2915,3859,1952,2054,2674,593,27080,2284,3828,2287,1668,2558,1275,1403,1938,370,17611,626,577,345,191,407,223,236,374,119,3098,96,67,21,6,38,22,18,42,44,354,13,6,6,0,3,0,0,0,8,36,12869,22755,18586,12617,14384,11706,7306,11750,2404,114377,Geelong
204,93,75,968,730,197,1682,131,1049,91,5016,334,429,1544,924,487,710,376,832,98,5734,1217,2177,2280,1290,1198,871,869,1232,214,11348,2406,2700,2394,1632,1990,1090,1250,1642,296,15400,3066,3221,2433,1917,2551,1260,1611,2200,345,18604,2821,2349,1492,1224,1738,886,1220,1678,282,13690,1259,407,284,142,292,173,214,357,108,3236,374,31,22,10,22,18,12,32,36,557,58,3,3,3,3,3,0,3,8,84,11628,11392,11420,7872,8478,6693,5683,9025,1478,73669,Hume
205,179,93,1461,939,275,2553,106,1499,157,7262,604,836,2595,1221,913,1243,412,1235,160,9219,2040,3449,3736,1673,2178,1463,1223,2203,344,18309,3406,3675,3800,2332,2967,1730,1725,2656,462,22753,4242,4360,3991,2839,3536,1853,2262,3349,507,26939,3842,3472,2619,1815,2399,1314,1724,2448,384,20017,1483,605,400,270,427,241,345,454,141,4366,446,43,33,18,33,20,22,59,55,729,67,6,4,0,3,4,0,0,19,103,16309,16539,18639,11107,12731,10421,7819,13903,2229,109697,Latrobe - Gippsland
206,112,220,414,1584,557,2195,69,829,113,6093,1733,6908,2873,5876,4986,5137,493,1728,552,30286,13216,45611,8635,7849,13500,6660,1406,2898,1946,101721,13072,25691,4697,3668,7942,3440,1135,1777,1410,62832,8544,16239,3272,2544,6089,2285,1146,1755,968,42842,4830,9952,1779,1443,3858,1462,843,1325,630,26122,1103,2317,323,280,828,360,220,398,246,6075,146,274,42,21,80,52,22,56,86,779,34,30,3,3,15,3,3,0,25,116,42790,107242,22038,23268,37855,21594,5337,10766,5976,276866,Melbourne - Inner
207,100,249,389,1840,581,2906,86,986,124,7261,906,3300,1768,2935,2553,3825,297,1108,346,17038,3972,13533,3308,2417,4618,2692,577,1287,672,33076,7796,13539,3009,1972,4982,2260,558,1041,676,35833,7951,13809,3050,2317,5843,2376,882,1467,758,38453,4410,9249,1880,1487,4062,1575,664,1058,521,24906,1022,2409,569,351,1067,490,194,381,200,6683,127,335,44,46,98,78,15,59,70,872,10,28,3,3,8,3,0,10,26,91,26294,56451,14020,13368,23812,16205,3273,7397,3393,164213,Melbourne - Inner East
208,91,229,599,1854,547,3094,136,1082,156,7788,847,2694,2349,2866,2407,3554,398,1082,294,16491,4869,13903,4545,2944,5544,3121,930,1605,848,38309,9992,16202,4454,2779,6815,3186,943,1382,960,46713,8854,13977,4122,2845,7018,2848,1245,1641,965,43515,4756,8594,2531,1753,4941,2044,1046,1397,684,27746,972,1970,558,390,1054,622,243,399,245,6453,119,239,59,37,135,59,22,85,89,844,10,27,3,0,14,10,3,9,44,120,30510,57835,19220,15468,28475,18538,4966,8682,4285,187979,Melbourne - Inner South
209,130,204,1483,1501,654,4277,188,1558,228,10223,977,2678,4286,3118,3009,4222,892,1945,448,21575,4633,12984,7835,4181,7189,3624,2717,3363,1109,47635,7093,12227,7308,4159,8372,3469,3057,3530,1130,50345,6492,9662,5854,4220,8326,3214,3377,3898,1005,46048,3527,6033,3465,2300,4886,1858,2261,2714,636,27680,620,1000,602,314,674,372,378,498,168,4626,83,98,48,22,50,31,19,55,24,430,15,9,5,0,7,4,3,0,16,59,23570,44895,30886,19815,33167,21071,12892,17561,4764,208621,Melbourne - North East
210,89,94,1185,1005,484,2863,162,1191,189,7262,645,1607,3052,1933,2247,2614,792,1427,405,14722,2844,6839,5609,2649,5117,2449,2385,2620,801,31313,4382,6326,5315,2877,5764,2330,2894,2891,872,33651,3929,5100,4393,2871,5840,2207,3227,3007,804,31378,2060,2811,2364,1499,3221,1223,1995,1962,411,17546,409,464,400,205,462,194,332,387,118,2971,65,44,20,17,27,24,9,41,35,282,3,3,6,0,8,6,0,3,9,38,14426,23288,22344,13056,23170,13910,11796,13529,3644,139163,Melbourne - North West
211,208,244,2304,2313,787,5419,246,2458,243,14222,1109,2949,5377,3451,3235,4629,877,2097,408,24132,4903,12536,8890,3792,6936,3575,2054,2925,862,46473,8226,13083,8893,4454,9343,3915,2812,3682,1019,55427,8870,11971,8298,4967,10647,4160,3532,4368,1026,57839,5437,8080,4896,3110,7211,2968,2719,3341,663,38425,1060,1557,939,500,1207,604,516,804,189,7376,119,141,55,33,72,47,29,95,45,636,6,8,6,3,6,7,0,6,22,64,29938,50569,39658,22623,39444,25324,12785,19776,4477,244594,Melbourne - Outer East
212,206,323,2345,1995,896,5596,390,2666,370,14787,1446,3739,5830,3935,4595,6065,1782,3486,793,31671,6343,16097,11850,5642,10623,5703,5708,6744,1749,70459,8990,13721,11101,5731,11315,5094,6584,7107,1712,71355,8534,10798,9381,5319,10689,4327,7476,7638,1535,65697,4514,6484,5336,2974,6565,2623,4378,4830,950,38654,985,1312,960,437,1120,474,699,907,238,7132,169,137,59,24,89,47,37,109,83,754,19,14,6,0,13,5,0,8,31,96,31206,52625,46868,26057,45905,29934,27054,33495,7461,300605,Melbourne - South East
213,189,189,1906,1690,763,5036,315,2168,308,12564,1304,3096,5256,3817,4580,5022,1888,3061,719,28743,7299,17903,10980,6543,12550,5790,6215,6563,2001,75844,9085,14874,9699,6079,11805,4808,7201,6551,1902,72004,6799,8873,7750,5180,9621,3840,7171,6737,1528,57499,3046,4360,4264,2625,5092,1890,4298,4350,821,30746,408,595,503,258,549,281,540,619,174,3927,46,41,27,22,20,12,24,48,66,306,3,7,7,3,5,0,4,3,18,50,28179,49938,40392,26217,44985,26679,27656,30100,7537,281683,Melbourne - West
214,115,111,1526,1195,361,2871,144,1417,176,7916,582,949,3247,1743,1231,2033,423,1216,227,11651,2279,4376,4969,2230,2875,1984,1175,1863,414,22165,4159,5348,5163,2664,4198,2354,1761,2464,595,28706,4048,5282,4615,2790,4650,2367,2077,2726,604,29159,2749,3859,2708,1740,3302,1664,1524,1829,429,19804,711,894,494,285,663,430,287,439,137,4340,72,97,35,8,55,36,20,42,57,422,11,8,3,6,4,0,0,0,12,44,14726,20924,22760,12661,17339,13739,7411,11996,2651,124207,Mornington Peninsula
215,130,61,760,434,178,1618,83,883,93,4240,427,586,1203,593,499,620,305,801,91,5125,1581,1975,1673,905,1062,834,715,1326,182,10253,2699,2176,1586,1391,1595,1035,973,1559,257,13271,3617,2358,1760,1723,1926,1085,1241,1997,292,15999,2939,1689,1121,1077,1285,698,995,1444,220,11468,1333,249,211,165,226,140,181,277,94,2876,382,19,33,12,30,22,11,56,40,605,55,3,0,3,0,0,0,5,10,76,13163,9116,8347,6303,6801,6052,4504,8348,1279,63913,North West
216,105,56,686,396,170,1399,69,757,87,3725,309,512,1103,530,410,567,173,626,77,4307,1165,1827,1580,759,966,691,526,1336,157,9007,2114,1854,1710,1102,1497,894,875,1760,206,12012,2555,1942,1574,1261,1709,939,1161,1984,252,13377,2040,1426,927,834,1070,611,886,1344,185,9323,797,228,170,99,197,120,180,244,69,2104,202,10,12,8,13,6,11,30,34,326,24,6,3,0,3,0,0,0,7,43,9311,7861,7765,4989,6035,5227,3881,8081,1074,54224,Shepparton
217,151,46,771,549,161,1404,55,940,101,4178,371,422,1140,565,312,610,178,780,59,4437,1374,1733,1699,712,871,689,592,1219,126,9015,2336,1946,1694,1133,1336,843,905,1471,189,11853,2995,2260,1590,1389,1575,915,1181,1800,229,13934,2593,1559,943,901,1096,621,881,1288,183,10065,1158,261,159,119,174,109,185,256,85,2506,305,23,17,6,19,11,8,35,42,466,56,0,3,6,0,0,0,6,7,78,11339,8250,8016,5380,5544,5202,3985,7795,1021,56532,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,3,13,0,32,Migratory - Offshore - Shipping (Vic.)
299,0,0,11,22,17,19,13,8,9,99,18,58,69,97,39,45,22,65,7,420,91,245,103,94,111,59,57,116,31,907,59,115,87,42,38,24,63,58,24,510,46,46,59,23,30,18,40,45,16,323,22,35,34,16,21,18,11,24,3,184,8,9,4,0,3,7,0,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,508,367,294,259,190,206,323,90,2481,Special Purpose Codes SA4 (Vic.)
301,114,152,1054,1160,584,2613,226,1352,100,7355,465,981,2063,1266,1507,1361,462,1098,143,9346,1893,3916,3646,1654,3226,1362,1155,1705,302,18859,3903,5436,3571,2016,4569,1779,1517,1916,401,25108,4026,4790,3457,2150,4908,1821,1663,2156,385,25356,2209,2878,2061,1240,2901,1313,1302,1555,282,15741,411,503,320,197,468,248,225,250,81,2703,37,40,16,9,34,19,8,21,26,210,6,0,3,0,3,0,0,3,13,28,13064,18696,16191,9692,18200,10516,6558,10056,1733,104706,Brisbane - East
302,88,152,701,843,494,2270,156,879,84,5667,565,1484,1648,1508,1759,1543,468,862,160,9997,2381,6981,3280,2035,3864,1498,1201,1465,445,23150,3336,6494,2876,1918,4218,1432,1090,1582,374,23320,2652,4524,2351,1739,4241,1366,1230,1766,368,20237,1556,2559,1451,1085,2753,968,980,1272,237,12861,281,466,265,201,458,211,180,274,78,2414,38,57,24,13,31,13,14,25,28,243,0,8,0,0,3,3,0,3,3,20,10897,22725,12596,9342,17821,9304,5319,8128,1777,97909,Brisbane - North
303,135,272,918,1408,878,3165,198,1392,140,8506,887,3274,2557,2760,2920,2991,813,1734,327,18263,3964,14187,5215,3252,6374,2798,2028,2778,728,41324,5437,11668,4288,2751,5922,2071,1686,2179,682,36684,4783,8396,3596,2411,5683,1910,1696,2300,575,31350,2574,4810,2094,1331,3633,1487,1228,1589,358,19104,443,823,350,219,656,299,249,336,92,3467,50,78,31,14,45,30,17,45,45,355,3,14,0,3,6,0,0,0,15,41,18276,43522,19049,14149,26117,14751,7915,12353,2962,159094,Brisbane - South
304,99,262,499,1214,603,1975,110,773,63,5598,447,2235,1245,2140,1608,1731,278,696,145,10525,1777,6977,1931,1611,2436,976,385,690,254,17037,3529,7878,1828,1448,2846,947,420,591,305,19792,3630,7072,1503,1252,3109,1018,472,648,289,18993,2200,4558,995,745,2306,782,370,506,210,12672,413,1067,171,155,481,247,89,128,67,2818,45,88,17,12,41,22,7,14,20,266,4,9,0,0,5,0,0,0,6,24,12144,30146,8189,8577,13435,7698,2131,4046,1359,87725,Brisbane - West
305,90,238,417,1290,626,1737,74,664,63,5199,968,3922,1899,2992,3042,2522,360,1192,234,17131,4651,17381,4133,3331,5569,2367,809,1974,607,40822,5680,11695,2065,1545,3750,1399,557,921,521,28133,4521,8223,1549,1174,3214,1226,464,814,414,21599,2544,4768,907,662,2271,930,405,597,266,13350,510,987,165,127,447,273,120,187,83,2899,67,95,13,10,39,33,4,21,32,314,6,3,0,3,3,8,3,0,8,34,19037,47312,11148,11134,18961,10495,2796,6370,2228,129481,Brisbane Inner City
306,134,109,1177,889,425,2489,136,1216,142,6717,436,788,1904,1226,896,1014,356,1057,128,7805,1922,3550,3671,2595,2551,1549,1122,2088,332,19380,3200,4444,3870,3010,3534,1919,1499,2497,439,24412,3652,4306,3346,2676,3662,1897,1860,2861,433,24693,2496,2760,2003,1460,2237,1379,1444,1972,309,16060,831,501,317,224,388,283,324,406,79,3353,183,41,19,7,34,23,25,46,32,410,17,6,3,3,6,0,0,6,7,48,12871,16505,16310,12090,13733,10553,6766,12149,1901,102878,Cairns
307,136,54,800,443,238,1040,191,939,79,3920,276,392,1072,435,407,409,394,883,64,4332,1327,1440,1623,714,1109,573,939,1476,107,9308,2378,1526,1594,1012,1585,801,1332,1669,178,12075,2864,1471,1416,1108,1540,722,1506,1912,214,12753,2688,1001,985,719,973,525,1070,1374,158,9493,1509,177,187,108,222,99,243,288,82,2915,475,19,18,3,21,15,20,45,24,640,47,4,0,0,3,3,3,3,4,67,11700,6084,7695,4542,6098,4187,5698,8589,910,55503,Darling Downs - Maranoa
308,135,123,1748,925,602,2391,295,1600,165,7984,404,1080,2669,972,1220,938,877,1345,179,9684,1646,3511,4540,1580,2481,1255,2836,2463,335,20647,2702,3428,4055,1930,3097,1391,3094,2481,445,22623,3157,3350,3675,1874,3246,1420,3435,2696,451,23304,2192,1936,2135,1031,1767,800,2140,1643,277,13921,763,323,276,144,227,123,339,282,99,2576,191,34,21,6,19,8,18,29,31,357,19,0,0,0,3,0,0,3,8,33,11209,13785,19119,8462,12662,8326,13034,12542,1990,101129,Fitzroy
309,235,339,1883,2369,945,5557,337,2685,296,14646,1347,2556,4191,3923,2870,4181,924,2543,365,22900,5649,10697,9339,5698,6822,4930,2279,4510,824,50748,8164,10936,8996,5519,8393,4971,2825,4676,1008,55488,7724,9346,7278,5116,8616,5156,2918,4647,878,51679,4968,6169,4219,2710,5573,4018,2301,3341,705,34004,1190,1334,772,457,1097,992,562,798,239,7441,138,148,45,24,80,79,36,71,88,709,18,12,7,0,4,4,0,3,25,73,29433,41537,36730,25816,34400,29888,12182,23274,4428,237688,Gold Coast
310,144,130,1290,973,624,2879,276,1865,170,8351,647,1121,2553,1658,1858,1805,975,1821,240,12678,2327,4961,4809,2883,4286,1921,2548,3114,544,27393,3361,4825,4450,3178,4670,1888,3048,3400,588,29408,3226,3976,3678,2897,4233,1638,3079,3525,511,26763,1805,2238,2160,1643,2338,931,1777,2106,292,15290,533,368,271,196,299,166,316,328,58,2535,96,24,12,16,20,7,13,26,24,238,18,3,0,0,3,7,0,3,11,45,12157,17646,19223,13444,18331,11242,12032,16188,2438,122701,Ipswich
311,172,146,1603,1081,723,3019,401,1939,175,9259,652,1153,2977,1632,2053,1807,1172,1853,263,13562,2400,4618,5366,2461,4778,2205,2946,3364,524,28662,3506,4195,5042,2850,5322,2159,3525,3578,640,30817,3290,3650,4320,2718,5058,2045,3586,3488,559,28714,2040,2286,2706,1587,3204,1388,2435,2327,402,18375,398,367,392,206,426,233,372,350,89,2833,47,23,20,13,28,13,22,25,16,207,3,3,0,0,0,3,3,6,13,31,12508,16441,22426,12548,21592,12872,14462,16930,2681,132460,Logan - Beaudesert
312,86,77,1613,694,472,1761,247,1188,112,6250,341,886,2429,770,951,711,911,1111,110,8220,1459,2787,4487,1202,2164,1003,2747,1942,309,18100,2369,2597,3779,1332,2666,1232,3192,1885,339,19391,2656,2413,3123,1353,2577,1354,3346,2279,350,19451,1754,1323,1693,696,1270,728,2042,1443,214,11163,584,204,214,112,168,119,270,290,51,2012,142,20,16,3,15,9,16,17,26,264,8,6,5,0,3,0,0,0,3,25,9399,10313,17359,6162,10286,6917,12771,10155,1514,84876,Mackay
313,125,105,1205,940,414,2348,213,1472,133,6955,407,558,1882,1111,1093,1177,554,1206,144,8132,1429,2353,3250,1701,2541,1418,1366,2176,299,16533,2497,3138,3464,2195,3458,1666,1895,2444,379,21136,2450,2936,2904,2333,3409,1740,2067,2582,373,20794,1616,2009,1840,1386,2321,1104,1494,1658,268,13696,335,362,300,182,316,220,246,324,84,2369,51,30,18,8,25,12,12,25,35,216,6,3,0,3,0,0,3,3,8,26,8916,11494,14863,9859,13577,9685,7850,11890,1723,89857,Moreton Bay - North
314,89,136,893,983,468,2225,167,1096,98,6155,392,857,1728,1170,1307,1182,419,714,110,7879,1726,3909,3221,1779,3145,1281,1011,1172,279,17523,3279,5247,3205,2043,4156,1552,1259,1364,378,22483,2859,3951,2546,1752,3926,1460,1259,1391,307,19451,1453,2129,1395,925,2298,910,922,1023,206,11261,228,341,217,126,320,151,183,196,56,1818,24,17,13,4,15,6,6,12,10,107,6,3,0,0,0,0,0,0,3,12,10056,16590,13218,8782,15635,8767,5226,6968,1447,86689,Moreton Bay - South
315,42,66,413,223,183,429,93,625,87,2161,165,490,741,368,373,201,346,841,95,3620,834,1536,1444,829,858,386,1000,1198,185,8270,1372,1111,1193,842,960,334,1104,1152,223,8291,1692,1003,1098,725,905,370,1085,1153,187,8218,1249,599,669,370,457,226,743,798,149,5260,529,93,129,78,97,44,150,164,52,1336,100,5,18,7,9,6,13,20,10,188,11,0,4,3,3,0,0,5,3,29,5994,4903,5709,3445,3845,1996,4534,5956,991,37373,Queensland - Outback
316,160,191,1409,1442,583,3484,232,1815,138,9454,577,902,2449,1690,1111,1768,475,1401,134,10507,2334,4369,4655,2544,2753,2072,1168,2115,315,22325,4411,6783,5325,3394,4709,2591,1586,2754,515,32068,4727,7002,4778,3413,5233,3109,1927,3330,516,34035,3323,4342,2724,1993,3347,2265,1425,2315,351,22085,817,737,382,248,594,437,322,482,133,4152,129,65,31,12,32,33,29,39,29,399,12,3,5,3,5,6,0,3,11,48,16490,24394,21758,14739,18367,15765,7164,14254,2142,135073,Sunshine Coast
317,105,88,881,703,385,1708,115,1069,86,5140,379,684,1520,855,914,870,298,969,82,6571,1130,2595,2258,1256,1704,940,880,1620,170,12553,1669,2986,2034,1332,2159,991,991,1512,220,13894,1893,3108,1858,1400,2358,960,1060,1579,232,14448,1215,1962,1128,823,1458,703,832,1140,158,9419,343,370,215,117,233,157,157,252,51,1895,74,27,20,10,15,14,9,15,20,204,5,0,0,3,3,0,3,0,3,17,6813,11820,9914,6499,9229,6343,4345,8156,1022,64141,Toowoomba
318,139,114,1428,1220,493,2885,243,1560,125,8207,498,1298,2597,2205,1408,1548,715,1327,187,11783,1873,4569,4370,2654,3011,1506,1972,2011,370,22336,2994,4520,3662,2533,3540,1436,2303,2131,442,23561,3194,3930,3213,2257,3621,1461,2369,2462,418,22925,2061,2297,2003,1236,2022,906,1629,1731,273,14158,579,420,305,179,351,178,292,296,69,2669,132,40,19,8,20,14,16,26,39,314,12,3,0,3,3,0,3,3,11,38,11482,17191,17597,12295,14469,9934,9542,11547,1934,105991,Townsville
319,127,82,1138,777,425,2831,190,1676,133,7379,383,620,1697,922,808,1058,503,1321,119,7431,1550,2592,2812,1658,1865,1370,1349,2422,235,15853,2834,3582,3310,2624,2984,1691,2031,2992,357,22405,3519,3928,3279,3094,3552,1807,2289,3497,411,25376,2919,2561,2306,1781,2237,1172,1805,2491,292,17564,1217,403,311,210,359,208,338,408,129,3583,276,29,19,7,36,23,16,48,51,505,40,3,5,0,3,0,3,3,16,73,12865,13800,14877,11073,12269,10160,8524,14858,1743,100169,Wide Bay
397,0,0,3,0,0,3,0,0,0,6,0,6,9,7,0,0,3,9,0,34,0,7,9,5,3,3,4,15,0,46,6,12,3,6,3,4,0,8,3,45,7,13,4,3,7,3,3,8,4,52,8,8,4,3,6,3,3,7,0,42,0,5,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,21,51,35,24,22,16,13,50,7,239,Migratory - Offshore - Shipping (Qld)
399,4,3,25,14,10,28,3,42,4,133,34,58,64,75,41,50,28,142,13,505,65,235,151,96,75,40,99,231,21,1013,46,120,128,45,46,30,91,99,13,618,52,119,111,46,57,33,106,115,21,660,64,81,70,24,40,35,112,122,22,570,12,8,6,4,11,3,23,15,6,88,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,277,627,555,304,280,219,462,769,100,3593,Special Purpose Codes SA4 (Qld)
401,94,162,701,1395,406,2576,129,1377,99,6939,552,2275,1804,2769,1717,2486,385,1269,168,13425,2775,9914,3228,2612,3467,1866,820,1750,341,26773,5077,10367,3289,2131,4444,1863,909,1604,403,30087,5670,10347,3193,2383,5024,1921,1081,1679,460,31758,3804,7860,1968,1355,3795,1382,723,1169,333,22389,930,1772,423,262,708,340,147,330,121,5033,140,151,36,13,57,46,10,35,51,539,8,15,3,0,6,0,0,3,23,58,19050,42863,14645,12920,19624,12480,4204,9216,1999,137001,Adelaide - Central and Hills
402,158,127,1610,1334,556,3872,326,2445,209,10637,874,1734,3737,2686,2385,2966,1135,2520,278,18315,3387,7801,6749,3983,6079,3251,3167,4681,694,39792,4561,6576,6194,4328,6486,2873,3639,4639,700,39996,4611,5677,5369,4397,6874,2800,3948,4842,680,39198,2521,3619,3323,2426,4427,1699,2390,2848,441,23694,366,524,509,273,544,232,314,460,116,3338,51,43,26,12,22,22,14,34,30,254,3,3,3,3,3,0,0,4,7,26,16532,26104,27520,19442,27376,17715,14933,22473,3155,175250,Adelaide - North
403,156,137,1245,1598,502,3748,261,2338,129,10114,703,1746,3143,2685,2013,3056,617,1827,208,15998,3098,8234,5724,3546,4875,2736,1418,2601,410,32642,4803,8740,5392,3653,5746,2606,1765,2656,541,35902,5334,8827,5084,4141,6871,2657,1966,3019,539,38438,3328,6443,3237,2689,5040,1826,1480,2152,402,26597,587,1092,495,313,697,371,246,376,103,4280,87,89,31,28,56,37,10,32,53,423,13,7,0,0,0,3,0,3,12,38,18109,35315,24351,18653,25800,17040,7763,15004,2397,164432,Adelaide - South
404,70,86,627,734,273,1982,116,1095,97,5080,466,1297,1853,1731,1334,1798,540,1173,155,10347,2093,6252,3387,2487,3396,1678,1324,2040,405,23062,3062,5064,3279,2097,3877,1659,1462,2054,445,22999,2971,4350,2910,2153,4205,1537,1747,2178,370,22421,1628,2864,1702,1166,2671,935,1017,1398,234,13615,288,442,284,162,416,182,177,277,86,2314,39,47,30,7,38,25,3,32,46,267,3,3,4,0,6,3,0,0,10,29,10620,20405,14076,10537,16216,9799,6386,10247,1848,100134,Adelaide - West
405,66,31,529,360,105,801,69,796,36,2793,218,253,880,367,270,361,225,657,41,3272,1062,1200,1183,618,707,535,644,1000,107,7056,1852,1331,1378,943,1262,708,900,1299,147,9820,2478,1580,1542,1236,1395,806,1049,1699,177,11962,2175,1316,970,751,974,457,766,1182,122,8713,838,208,153,113,170,70,131,238,50,1971,237,16,12,8,21,6,13,29,14,356,22,0,0,0,0,0,3,4,14,43,8948,5935,6647,4396,4904,3744,3800,6904,708,45986,Barossa - Yorke - Mid North
406,54,38,453,242,110,692,65,608,43,2305,187,431,880,356,306,306,319,564,65,3414,854,1405,1357,754,754,478,832,824,140,7398,1306,1271,1410,1016,1029,569,947,932,182,8662,1588,1156,1345,1018,1046,521,1088,1138,179,9079,1217,811,771,568,630,339,662,725,142,5865,388,136,104,76,101,62,120,149,43,1179,56,16,9,9,9,0,3,10,19,131,6,3,0,0,0,0,0,0,3,12,5656,5267,6329,4039,3985,2967,4036,4950,816,38045,South Australia - Outback
407,116,55,853,639,193,1533,128,1384,92,4993,396,432,1478,706,431,689,301,1211,91,5735,1692,1805,2128,1128,1288,1057,918,2235,157,12408,3103,2100,2192,1671,1992,1304,1438,2665,251,16716,3795,2308,2362,2029,2294,1406,1653,3166,251,19264,3504,2018,1567,1256,1660,892,1193,2125,218,14433,1386,361,286,191,328,184,219,435,99,3489,298,22,27,6,31,14,11,64,38,511,21,6,3,0,0,4,0,4,9,47,14311,9107,10896,7626,8217,7083,5861,13289,1206,77596,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,Migratory - Offshore - Shipping (SA)
499,3,0,9,6,3,4,0,9,0,34,3,9,13,24,8,13,3,39,6,118,19,52,44,18,27,17,20,85,6,288,12,29,31,14,34,8,21,49,8,206,16,15,21,14,16,6,20,30,9,147,11,17,9,12,8,4,15,23,0,99,0,0,0,0,0,0,4,3,4,11,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,67,125,127,88,96,52,83,238,33,909,Special Purpose Codes SA4 (SA)
