sa4_code16,sa4_name16,num_employed_000_males,num_employed_000_females,num_employed_000_persons,median_income_per_employed_aud_males,median_income_per_employed_aud_females,median_income_per_employed_aud_persons
128,Sydney - Sutherland,68.264,64.259,132.529,60564,39124,48413
201,Ballarat,41.422,37.991,79.41199999999999,44035,30317,37000
202,Bendigo,40.869,37.895,78.76100000000001,44284,30505,37247
203,Geelong,73.538,68.382,141.92,49644,30802,39312
204,Hume,48.986000000000004,43.556999999999995,92.546,42491,28765,35495
205,Latrobe - Gippsland,74.109,65.782,139.889,44547,27277,35369
206,Melbourne - Inner,182.635,175.40900000000002,358.039,50923,42458,46489
207,Melbourne - Inner East,102.86399999999999,99.155,202.012,52854,36368,43614
208,Melbourne - Inner South,117.99700000000001,112.811,230.80900000000003,55067,37873,45574
209,Melbourne - North East,135.46,122.072,257.526,50544,35291,42332
210,Melbourne - North West,94.73100000000001,79.399,174.13099999999997,48545,34606,41288
211,Melbourne - Outer East,151.487,139.447,290.933,51463,34100,42076
212,Melbourne - South East,207.29,172.614,379.906,46457,33287,39888
213,Melbourne - West,197.148,163.922,361.07800000000003,50626,35708,43007
214,Mornington Peninsula,80.123,73.417,153.537,47571,31617,39033
215,North West,43.891999999999996,38.44,82.33200000000001,38482,27848,33304
216,Shepparton,37.469,33.533,71.003,39853,27843,33772
217,Warrnambool and South West,37.686,33.496,71.18,41748,27668,34580
301,Brisbane - East,66.278,61.281000000000006,127.561,55563,36671,44900
302,Brisbane - North,61.406000000000006,57.685,119.089,55090,40551,47428
303,Brisbane - South,104.45100000000001,96.04799999999999,200.50400000000002,49888,37543,43445
304,Brisbane - West,54.895,51.468999999999994,106.369,60892,38472,48341
305,Brisbane Inner City,87.124,79.883,167.00799999999998,54594,41621,47773
306,Cairns,74.999,67.127,142.135,43059,30721,36638
307,Darling Downs - Maranoa,40.18,33.567,73.75,41070,25826,32958
308,Central Queensland,74.35,59.247,133.59799999999998,67522,32787,47264
309,Gold Coast,158.279,147.484,305.764,43692,31216,36976
310,Ipswich,84.556,72.305,156.859,50764,33925,42250
311,Logan - Beaudesert,89.649,76.495,166.142,48820,34312,41310
312,Mackay - Isaac - Whitsunday,62.601000000000006,48.648,111.24700000000001,70000,32163,47573
313,Moreton Bay - North,61.91,54.823,116.73,46937,31400,38712
314,Moreton Bay - South,54.668,49.861999999999995,104.53399999999999,57248,37310,46549
315,Queensland - Outback,24.831999999999997,20.651999999999997,45.486000000000004,49822,32237,40379
316,Sunshine Coast,89.917,85.272,175.19099999999997,42195,28475,34860
317,Toowoomba,42.437,38.647,81.078,48095,32288,39725
318,Townsville,73.851,63.221000000000004,137.066,56615,35376,45024
319,Wide Bay,72.44,63.623000000000005,136.058,39484,26566,32570
401,Adelaide - Central and Hills,84.61399999999999,81.236,165.84799999999998,50000,36399,42656
402,Adelaide - North,113.932,98.14299999999999,212.077,48538,33977,41332
403,Adelaide - South,100.507,95.272,195.783,49667,35219,41973
404,Adelaide - West,63.97,58.355,122.32,46835,35985,41256
405,Barossa - Yorke - Mid North,30.223000000000003,26.029,56.246,44884,29143,36692
406,South Australia - Outback,25.006999999999998,20.66,45.665,55180,32298,42975
407,South Australia - South East,52.299,45.315,97.61399999999999,39794,27010,33300
501,Bunbury,53.621,45.235,98.86200000000001,57154,27733,39830
502,Mandurah,25.808000000000003,21.226999999999997,47.034,65568,29643,43563
503,Perth - Inner,63.206,52.757,115.959,61460,37644,48845
504,Perth - North East,77.497,65.624,143.121,59342,36726,47358
505,Perth - North West,170.172,147.976,318.151,60803,36398,47489
506,Perth - South East,158.785,128.851,287.639,58419,36064,46735
507,Perth - South West,124.109,105.625,229.736,66413,35215,48925
509,Western Australia - Wheat Belt,41.291000000000004,35.056999999999995,76.344,43901,27723,35182
510,Western Australia - Outback (North),29.291999999999998,22.56,51.848,77974,40878,57141
511,Western Australia - Outback (South),40.834,32.137,72.969,63084,32587,45775
601,Hobart,60.617,58.468999999999994,119.089,46307,34835,40472
602,Launceston and North East,38.556,35.064,73.61399999999999,42896,29628,36383
603,South East,10.33,8.812999999999999,19.145,37332,25818,31397
604,West and North West,30.962,26.973000000000003,57.937,45823,28228,36861
701,Darwin,49.367,41.623000000000005,90.98899999999999,58866,44100,51391
702,Northern Territory - Outback,20.795,19.117,39.911,46802,36241,41276
801,Australian Capital Territory,121.59700000000001,115.85799999999999,237.456,63311,50501,56880
