sa4_code_2011,sa4_name_2011,year,land_area_ha,wu_ag_area_ha,wu_irrigated_area_ha,wu_vol_wat_app_ml,wu_wat_oth_ag_use_ml,wu_tot_wat_use_ml,wu_app_rate_ml_per_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,esg_gen_meters,esg_non_gen_meters,esg_tot_meters,esg_meter_dwell_gen_elec_pc,mksfg_net_meters_kwh,mksfg_gross_meters_kwh,mksfg_non_gen_meters_kwh,solar_panel_system,solar_water_heater
216,Shepparton,2011,1093432.6,832448.0,175985.2,383433.1,16571.5,400004.6,2.2,,,,,,,,,,,,,,,,4090.0,50095.0,54185.0,7.5,5577.0,,4859.0,,
216,Shepparton,2010,,,,,,,,,,,,,,,,,,,,,,,1978.0,51612.0,53590.0,3.7,6212.0,,6058.0,,
217,Warrnambool and South West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747.0,4043.0
217,Warrnambool and South West,2012,,,,,,,,,,,,,,,,,,,,,,,3334.0,55761.0,59095.0,5.6,4845.0,,4574.0,,
217,Warrnambool and South West,2011,2638006.7,1819227.3,19189.7,44802.7,44682.3,89485.0,2.3,,,,,,,,,,,,,,,,1864.0,56593.0,58457.0,3.2,4803.0,,4510.0,,
217,Warrnambool and South West,2010,,,,,,,,,,,,,,,,,,,,,,,569.0,57355.0,57924.0,1.0,4596.0,,5288.0,,
301,Brisbane - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26458.0,9503.0
301,Brisbane - East,2012,,,,,,,,,,,,,,,,,,,,,,,16585.0,68969.0,85554.0,19.4,5662.0,,5825.0,,
301,Brisbane - East,2011,82521.1,3372.7,213.1,562.9,265.3,828.1,2.6,,,,,,,,,,,,,,,,9641.0,75105.0,84746.0,11.4,5558.0,,6168.0,,
301,Brisbane - East,2010,,,,,,,,,,,,,,,,,,,,,,,4212.0,79534.0,83746.0,5.0,5731.0,,6352.0,,
302,Brisbane - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16978.0,5898.0
302,Brisbane - North,2012,,,,,,,,,,,,,,,,,,,,,,,10455.0,72164.0,82619.0,12.7,5127.0,,4751.0,,
302,Brisbane - North,2011,18660.1,170.6,1.4,3.0,3.3,6.2,2.2,,,,,,,,,,,,,,,,5446.0,76351.0,81797.0,6.7,5077.0,,5048.0,,
302,Brisbane - North,2010,,,,,,,,,,,,,,,,,,,,,,,1974.0,78739.0,80713.0,2.4,5138.0,,5214.0,,
303,Brisbane - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29724.0,9932.0
303,Brisbane - South,2012,,,,,,,,,,,,,,,,,,,,,,,19435.0,106570.0,126005.0,15.4,5704.0,,5382.0,,
303,Brisbane - South,2011,26514.2,4878.9,441.8,1379.5,105.4,1485.0,3.1,,,,,,,,,,,,,,,,10487.0,114561.0,125048.0,8.4,5737.0,,5698.0,,
303,Brisbane - South,2010,,,,,,,,,,,,,,,,,,,,,,,3733.0,120220.0,123953.0,3.0,5877.0,,5885.0,,
304,Brisbane - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14999.0,6345.0
304,Brisbane - West,2012,,,,,,,,,,,,,,,,,,,,,,,9261.0,58096.0,67357.0,13.7,6348.0,,6014.0,,
304,Brisbane - West,2011,26769.0,1071.1,8.3,93.1,245.1,338.3,11.2,,,,,,,,,,,,,,,,5218.0,61727.0,66945.0,7.8,6321.0,,6267.0,,
304,Brisbane - West,2010,,,,,,,,,,,,,,,,,,,,,,,2109.0,64305.0,66414.0,3.2,6389.0,,6532.0,,
305,Brisbane Inner City,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9037.0,2675.0
305,Brisbane Inner City,2012,,,,,,,,,,,,,,,,,,,,,,,5422.0,101812.0,107234.0,5.1,5372.0,,3997.0,,
305,Brisbane Inner City,2011,8135.8,2135.0,5.7,12.6,8.5,21.1,2.2,,,,,,,,,,,,,,,,3026.0,103276.0,106302.0,2.8,5077.0,,4189.0,,
305,Brisbane Inner City,2010,,,,,,,,,,,,,,,,,,,,,,,1363.0,103696.0,105059.0,1.3,4977.0,,4303.0,,
306,Cairns,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15674.0,8303.0
306,Cairns,2012,,,,,,,,,,,,,,,,,,,,,,,8627.0,96242.0,104869.0,8.2,6020.0,,5940.0,,
306,Cairns,2011,2134461.4,1075438.6,26034.6,95045.6,6403.9,101449.6,3.7,,,,,,,,,,,,,,,,4562.0,98658.0,103220.0,4.4,6021.0,,6075.0,,
306,Cairns,2010,,,,,,,,,,,,,,,,,,,,,,,2048.0,100294.0,102342.0,2.0,6478.0,,6442.0,,
307,Darling Downs - Maranoa,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12123.0,3449.0
307,Darling Downs - Maranoa,2012,,,,,,,,,,,,,,,,,,,,,,,5940.0,45866.0,51806.0,11.5,5286.0,,5536.0,,
307,Darling Downs - Maranoa,2011,16635267.6,14937409.5,167077.1,753563.1,52438.8,806002.0,4.5,,,,,,,,,,,,,,,,3182.0,47117.0,50299.0,6.3,5518.0,,5813.0,,
307,Darling Downs - Maranoa,2010,,,,,,,,,,,,,,,,,,,,,,,1081.0,48510.0,49591.0,2.2,5884.0,,6009.0,,
308,Fitzroy,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17522.0,11193.0
308,Fitzroy,2012,,,,,,,,,,,,,,,,,,,,,,,10160.0,82152.0,92312.0,11.0,5779.0,,6033.0,,
308,Fitzroy,2011,11754897.4,9679881.7,46648.6,127042.5,36633.3,163675.8,2.7,,,,,,,,,,,,,,,,4561.0,83789.0,88350.0,5.2,5467.0,,6213.0,,
308,Fitzroy,2010,,,,,,,,,,,,,,,,,,,,,,,1708.0,84386.0,86094.0,2.0,5381.0,,6365.0,,
309,Gold Coast,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46482.0,20738.0
309,Gold Coast,2012,,,,,,,,,,,,,,,,,,,,,,,30290.0,194409.0,224699.0,13.5,6218.0,,5637.0,,
309,Gold Coast,2011,185584.4,28214.8,535.8,1315.4,629.7,1945.1,2.5,,,,,,,,,,,,,,,,18714.0,204579.0,223293.0,8.4,6362.0,,5945.0,,
309,Gold Coast,2010,,,,,,,,,,,,,,,,,,,,,,,6798.0,214633.0,221431.0,3.1,6802.0,,6230.0,,
310,Ipswich,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32496.0,11101.0
310,Ipswich,2012,,,,,,,,,,,,,,,,,,,,,,,20882.0,89571.0,110453.0,18.9,5544.0,,5601.0,,
310,Ipswich,2011,668133.1,432893.1,16737.7,30982.4,5956.0,36938.5,1.9,,,,,,,,,,,,,,,,11075.0,97754.0,108829.0,10.2,5523.0,,5842.0,,
310,Ipswich,2010,,,,,,,,,,,,,,,,,,,,,,,3994.0,102126.0,106120.0,3.8,5791.0,,6107.0,,
311,Logan - Beaudesert,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33299.0,12933.0
311,Logan - Beaudesert,2012,,,,,,,,,,,,,,,,,,,,,,,20766.0,85477.0,106243.0,19.5,6023.0,,6253.0,,
311,Logan - Beaudesert,2011,258659.5,315982.2,7137.8,12880.3,2398.7,15279.0,1.8,,,,,,,,,,,,,,,,11981.0,93190.0,105171.0,11.4,6090.0,,6600.0,,
311,Logan - Beaudesert,2010,,,,,,,,,,,,,,,,,,,,,,,4481.0,99248.0,103729.0,4.3,6510.0,,6855.0,,
312,Mackay,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11316.0,4335.0
312,Mackay,2012,,,,,,,,,,,,,,,,,,,,,,,5495.0,66041.0,71536.0,7.7,6238.0,,6456.0,,
312,Mackay,2011,9012548.8,8312521.4,32891.5,67580.9,24309.4,91890.4,2.1,,,,,,,,,,,,,,,,2551.0,66429.0,68980.0,3.7,6062.0,,6639.0,,
312,Mackay,2010,,,,,,,,,,,,,,,,,,,,,,,1038.0,66534.0,67572.0,1.5,6064.0,,6693.0,,
313,Moreton Bay - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27710.0,10786.0
313,Moreton Bay - North,2012,,,,,,,,,,,,,,,,,,,,,,,17089.0,72925.0,90014.0,19.0,5344.0,,5333.0,,
313,Moreton Bay - North,2011,415871.4,278185.3,2451.9,5900.8,3115.8,9016.7,2.4,,,,,,,,,,,,,,,,9532.0,79397.0,88929.0,10.7,5228.0,,5594.0,,
313,Moreton Bay - North,2010,,,,,,,,,,,,,,,,,,,,,,,3676.0,83762.0,87438.0,4.2,5494.0,,5867.0,,
314,Moreton Bay - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20796.0,6836.0
314,Moreton Bay - South,2012,,,,,,,,,,,,,,,,,,,,,,,12511.0,50557.0,63068.0,19.8,6005.0,,6262.0,,
314,Moreton Bay - South,2011,77328.8,12293.7,324.9,636.9,350.1,987.0,2.0,,,,,,,,,,,,,,,,6427.0,55265.0,61692.0,10.4,5974.0,,6603.0,,
314,Moreton Bay - South,2010,,,,,,,,,,,,,,,,,,,,,,,2427.0,57717.0,60144.0,4.0,6237.0,,6870.0,,
315,Queensland - Outback,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3761.0,2164.0
315,Queensland - Outback,2012,,,,,,,,,,,,,,,,,,,,,,,1516.0,26668.0,28184.0,5.4,6459.0,,6670.0,,
315,Queensland - Outback,2011,118304000.0,94057464.4,19623.3,90413.0,97263.3,187676.3,4.6,,,,,,,,,,,,,,,,823.0,26548.0,27371.0,3.0,6119.0,,6578.0,,
315,Queensland - Outback,2010,,,,,,,,,,,,,,,,,,,,,,,319.0,26894.0,27213.0,1.2,5299.0,,7099.0,,
316,Sunshine Coast,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41100.0,17245.0
316,Sunshine Coast,2012,,,,,,,,,,,,,,,,,,,,,,,27242.0,121221.0,148463.0,18.3,5064.0,,5309.0,,
316,Sunshine Coast,2011,308476.1,99905.3,2378.9,4062.1,3488.8,7550.9,1.7,,,,,,,,,,,,,,,,17901.0,129548.0,147449.0,12.1,5020.0,,5545.0,,
316,Sunshine Coast,2010,,,,,,,,,,,,,,,,,,,,,,,8106.0,137527.0,145633.0,5.6,5180.0,,5787.0,,
317,Toowoomba,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11575.0,4926.0
317,Toowoomba,2012,,,,,,,,,,,,,,,,,,,,,,,6754.0,52201.0,58955.0,11.5,5031.0,,5113.0,,
317,Toowoomba,2011,225845.6,159863.7,8718.8,25769.3,2487.6,28256.9,3.0,,,,,,,,,,,,,,,,3719.0,54328.0,58047.0,6.4,5035.0,,5432.0,,
317,Toowoomba,2010,,,,,,,,,,,,,,,,,,,,,,,1623.0,55769.0,57392.0,2.8,5120.0,,5594.0,,
318,Townsville,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20218.0,4637.0
318,Townsville,2012,,,,,,,,,,,,,,,,,,,,,,,10667.0,84269.0,94936.0,11.2,7316.0,,6562.0,,
318,Townsville,2011,8001625.8,6369223.1,80082.4,364814.3,11466.7,376281.1,4.6,,,,,,,,,,,,,,,,5002.0,87455.0,92457.0,5.4,6761.0,,6852.0,,
318,Townsville,2010,,,,,,,,,,,,,,,,,,,,,,,2178.0,88824.0,91002.0,2.4,6909.0,,7291.0,,
319,Wide Bay,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34822.0,15797.0
319,Wide Bay,2012,,,,,,,,,,,,,,,,,,,,,,,21210.0,104729.0,125939.0,16.8,4324.0,,4862.0,,
319,Wide Bay,2011,4850281.3,4063791.2,63530.3,111936.4,18338.5,130275.0,1.8,,,,,,,,,,,,,,,,13040.0,111151.0,124191.0,10.5,4440.0,,5125.0,,
319,Wide Bay,2010,,,,,,,,,,,,,,,,,,,,,,,5479.0,117449.0,122928.0,4.5,4611.0,,5271.0,,
401,Adelaide - Central and Hills,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25527.0,5906.0
401,Adelaide - Central and Hills,2012,,,,,,,,,,,,,,,,,,,,,,,17127.0,111104.0,128231.0,13.4,4795.0,,4320.0,,
401,Adelaide - Central and Hills,2011,149727.2,85191.2,6854.1,16762.1,2051.7,18813.8,2.4,,,,,,,,,,,,,,,,10416.0,117115.0,127531.0,8.2,4901.0,,4467.0,,
401,Adelaide - Central and Hills,2010,,,,,,,,,,,,,,,,,,,,,,,4620.0,122249.0,126869.0,3.6,4951.0,,4923.0,,
402,Adelaide - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43147.0,9517.0
402,Adelaide - North,2012,,,,,,,,,,,,,,,,,,,,,,,29484.0,136913.0,166397.0,17.7,3788.0,,4043.0,,
402,Adelaide - North,2011,93782.5,27877.8,3876.7,14286.9,239.9,14526.8,3.7,,,,,,,,,,,,,,,,18172.0,146169.0,164341.0,11.1,4018.0,,4152.0,,
402,Adelaide - North,2010,,,,,,,,,,,,,,,,,,,,,,,5925.0,156585.0,162510.0,3.6,4331.0,,4600.0,,
403,Adelaide - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39771.0,8467.0
403,Adelaide - South,2012,,,,,,,,,,,,,,,,,,,,,,,28336.0,125392.0,153728.0,18.4,3787.0,,3878.0,,
403,Adelaide - South,2011,66307.8,20861.0,6768.6,6820.0,275.0,7095.0,1.0,,,,,,,,,,,,,,,,16887.0,135757.0,152644.0,11.1,3916.0,,3991.0,,
403,Adelaide - South,2010,,,,,,,,,,,,,,,,,,,,,,,6342.0,145156.0,151498.0,4.2,4186.0,,4415.0,,
404,Adelaide - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20365.0,2706.0
404,Adelaide - West,2012,,,,,,,,,,,,,,,,,,,,,,,13562.0,90069.0,103631.0,13.1,3669.0,,3450.0,,
404,Adelaide - West,2011,15948.3,1161.0,71.4,50.9,67.3,118.3,0.7,,,,,,,,,,,,,,,,8029.0,94901.0,102930.0,7.8,3772.0,,3517.0,,
404,Adelaide - West,2010,,,,,,,,,,,,,,,,,,,,,,,2994.0,99185.0,102179.0,2.9,3956.0,,3921.0,,
405,Barossa - Yorke - Mid North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17666.0,3679.0
405,Barossa - Yorke - Mid North,2012,,,,,,,,,,,,,,,,,,,,,,,11234.0,46676.0,57910.0,19.4,4457.0,,4361.0,,
405,Barossa - Yorke - Mid North,2011,3771700.4,3624569.6,18532.2,13939.3,18562.6,32501.9,0.8,,,,,,,,,,,,,,,,6145.0,51229.0,57374.0,10.7,4790.0,,4609.0,,
405,Barossa - Yorke - Mid North,2010,,,,,,,,,,,,,,,,,,,,,,,2275.0,54550.0,56825.0,4.0,5024.0,,5061.0,,
406,South Australia - Outback,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9661.0,3255.0
406,South Australia - Outback,2012,,,,,,,,,,,,,,,,,,,,,,,5556.0,30671.0,36227.0,15.3,4629.0,,4622.0,,
406,South Australia - Outback,2011,87775312.1,44355942.3,1682.2,4062.5,13548.8,17611.3,2.4,,,,,,,,,,,,,,,,2877.0,33053.0,35930.0,8.0,5007.0,,4818.0,,
406,South Australia - Outback,2010,,,,,,,,,,,,,,,,,,,,,,,841.0,34974.0,35815.0,2.3,4969.0,,5224.0,,
407,South Australia - South East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24849.0,5709.0
407,South Australia - South East,2012,,,,,,,,,,,,,,,,,,,,,,,15178.0,80731.0,95909.0,15.8,4299.0,,4281.0,,
407,South Australia - South East,2011,6545156.0,4670835.8,142747.7,565386.4,42975.4,608361.7,4.0,,,,,,,,,,,,,,,,8772.0,86371.0,95143.0,9.2,4417.0,,4484.0,,
407,South Australia - South East,2010,,,,,,,,,,,,,,,,,,,,,,,3681.0,90827.0,94508.0,3.9,4538.0,,4834.0,,
501,Bunbury,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14092.0,12110.0
501,Bunbury,2012,,,,,,,,,,,,,,,,,,,,,,,8591.0,64420.0,73011.0,11.8,3678.0,,3887.0,,
501,Bunbury,2011,2480045.9,879324.1,28601.5,125385.1,13199.1,138584.2,4.4,,,,,,,,,,,,,,,,6662.0,64933.0,71595.0,9.3,3912.0,,4003.0,,
501,Bunbury,2010,,,,,,,,,,,,,,,,,,,,,,,2275.0,68089.0,70364.0,3.2,4309.0,,4543.0,,
502,Mandurah,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11753.0,7320.0
502,Mandurah,2012,,,,,,,,,,,,,,,,,,,,,,,7244.0,35594.0,42838.0,16.9,3313.0,,3947.0,,
502,Mandurah,2011,103193.5,52363.1,488.6,1995.6,1632.1,3627.7,4.1,,,,,,,,,,,,,,,,5255.0,36844.0,42099.0,12.5,3458.0,,4051.0,,
502,Mandurah,2010,,,,,,,,,,,,,,,,,,,,,,,2438.0,38618.0,41056.0,5.9,3766.0,,4608.0,,
503,Perth - Inner,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5892.0,3631.0
503,Perth - Inner,2012,,,,,,,,,,,,,,,,,,,,,,,3695.0,69786.0,73481.0,5.0,4208.0,,4019.0,,
503,Perth - Inner,2011,9224.0,2399.4,106.2,563.0,175.6,738.6,5.3,,,,,,,,,,,,,,,,2939.0,69708.0,72647.0,4.0,4421.0,,4155.0,,
503,Perth - Inner,2010,,,,,,,,,,,,,,,,,,,,,,,1261.0,70801.0,72062.0,1.7,4518.0,,4665.0,,
504,Perth - North East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18649.0,13817.0
504,Perth - North East,2012,,,,,,,,,,,,,,,,,,,,,,,10355.0,76079.0,86434.0,12.0,4260.0,,4420.0,,
504,Perth - North East,2011,176260.2,35318.1,1337.0,5515.9,528.3,6044.2,4.1,,,,,,,,,,,,,,,,7240.0,77933.0,85173.0,8.5,4737.0,,4729.0,,
504,Perth - North East,2010,,,,,,,,,,,,,,,,,,,,,,,3205.0,85251.0,88456.0,3.6,5162.0,,5193.0,,
505,Perth - North West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38350.0,22828.0
505,Perth - North West,2012,,,,,,,,,,,,,,,,,,,,,,,22803.0,178819.0,201622.0,11.3,4178.0,,4425.0,,
505,Perth - North West,2011,88398.9,18801.5,1669.4,10864.5,392.7,11257.2,6.5,,,,,,,,,,,,,,,,15936.0,182214.0,198150.0,8.0,4529.0,,4689.0,,
505,Perth - North West,2010,,,,,,,,,,,,,,,,,,,,,,,6382.0,188269.0,194651.0,3.3,4779.0,,5236.0,,
506,Perth - South East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37254.0,24743.0
506,Perth - South East,2012,,,,,,,,,,,,,,,,,,,,,,,21757.0,157615.0,179372.0,12.1,4034.0,,4280.0,,
506,Perth - South East,2011,202698.3,31601.4,1617.8,6477.1,2157.5,8634.6,4.0,,,,,,,,,,,,,,,,15386.0,160786.0,176172.0,8.7,4325.0,,4502.0,,
506,Perth - South East,2010,,,,,,,,,,,,,,,,,,,,,,,6498.0,169372.0,175870.0,3.7,4654.0,,5086.0,,
507,Perth - South West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32465.0,19765.0
507,Perth - South West,2012,,,,,,,,,,,,,,,,,,,,,,,19327.0,131678.0,151005.0,12.8,3939.0,,4286.0,,
507,Perth - South West,2011,62011.1,32419.6,899.2,3834.8,85.5,3920.3,4.3,,,,,,,,,,,,,,,,13835.0,133960.0,147795.0,9.4,4190.0,,4483.0,,
507,Perth - South West,2010,,,,,,,,,,,,,,,,,,,,,,,5960.0,139008.0,144968.0,4.1,4430.0,,5100.0,,
508,Western Australia - Outback,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7327.0,11821.0
508,Western Australia - Outback,2012,,,,,,,,,,,,,,,,,,,,,,,3529.0,68494.0,72023.0,4.9,4192.0,,5107.0,,
508,Western Australia - Outback,2011,229805000.0,74184490.4,9345.9,58469.4,27489.5,85958.9,6.3,,,,,,,,,,,,,,,,2683.0,67801.0,70484.0,3.8,4863.0,,5814.0,,
508,Western Australia - Outback,2010,,,,,,,,,,,,,,,,,,,,,,,1025.0,68149.0,69174.0,1.5,5375.0,,6321.0,,
509,Western Australia - Wheat Belt,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9384.0,10617.0
509,Western Australia - Wheat Belt,2012,,,,,,,,,,,,,,,,,,,,,,,4841.0,51579.0,56420.0,8.6,3964.0,,3843.0,,
509,Western Australia - Wheat Belt,2011,19730271.7,13478518.3,11104.5,40654.0,47689.2,88343.1,3.7,,,,,,,,,,,,,,,,3352.0,52778.0,56130.0,6.0,4321.0,,3900.0,,
509,Western Australia - Wheat Belt,2010,,,,,,,,,,,,,,,,,,,,,,,1199.0,55438.0,56637.0,2.1,5029.0,,4479.0,,
601,Hobart,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10261.0,2889.0
601,Hobart,2012,,,,,,,,,,,,,,,,,,,,,,,4646.0,76639.0,81285.0,5.7,6505.0,,6893.0,,
601,Hobart,2011,169546.2,47031.2,2978.0,6057.4,393.8,6451.2,2.0,,,,,,,,,,,,,,,,2704.0,76962.0,79666.0,3.4,6570.0,,7353.0,,
601,Hobart,2010,,,,,,,,,,,,,,,,,,,,,,,1786.0,76476.0,78262.0,2.3,7078.0,,8398.0,,
602,Launceston and North East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6941.0,1860.0
602,Launceston and North East,2012,,,,,,,,,,,,,,,,,,,,,,,2652.0,52598.0,55250.0,4.8,5900.0,,6484.0,,
602,Launceston and North East,2011,1997503.8,751935.1,43440.5,89595.3,12977.8,102573.1,2.1,,,,,,,,,,,,,,,,1255.0,53220.0,54475.0,2.3,6160.0,,6899.0,,
602,Launceston and North East,2010,,,,,,,,,,,,,,,,,,,,,,,785.0,53081.0,53866.0,1.5,6872.0,,7885.0,,
603,South East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.0,672.0
603,South East,2012,,,,,,,,,,,,,,,,,,,,,,,1108.0,17186.0,18294.0,6.1,4855.0,,4431.0,,
603,South East,2011,2382173.4,558905.5,15413.4,41040.5,4586.3,45626.8,2.7,,,,,,,,,,,,,,,,630.0,17335.0,17965.0,3.5,4910.0,,4731.0,,
603,South East,2010,,,,,,,,,,,,,,,,,,,,,,,408.0,17302.0,17710.0,2.3,5350.0,,5417.0,,
604,West and North West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518.0,956.0
604,West and North West,2012,,,,,,,,,,,,,,,,,,,,,,,1349.0,38517.0,39866.0,3.4,5691.0,,6451.0,,
604,West and North West,2011,2252596.3,297071.5,22384.5,36015.5,10532.2,46547.8,1.6,,,,,,,,,,,,,,,,620.0,38643.0,39263.0,1.6,5637.0,,6804.0,,
604,West and North West,2010,,,,,,,,,,,,,,,,,,,,,,,347.0,38333.0,38680.0,0.9,6398.0,,7835.0,,
701,Darwin,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271.0,9642.0
701,Darwin,2011,316390.3,181952.8,2867.0,9825.5,267.8,10093.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,
702,Northern Territory - Outback,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.0,3815.0
702,Northern Territory - Outback,2011,134503000.0,55488811.3,3313.8,12887.6,37318.7,50206.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,
801,Australian Capital Territory,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15475.0,7841.0
801,Australian Capital Territory,2011,235794.6,58286.1,193.0,293.5,285.0,578.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,
901,Other Territories,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,39.0
901,Other Territories,2011,21765.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
