sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons
101,Capital Region,86.985,81.483,168.47,23803,17468,20344
102,Central Coast,119.305,112.446,231.74900000000002,30697,19004,23968
103,Central West,82.838,74.153,156.995,24375,15166,19200
104,Coffs Harbour - Grafton,48.666000000000004,46.72,95.385,20400,14179,17068
105,Far West and Orana,46.733999999999995,42.312,89.046,20054,15000,17415
106,Hunter Valley exc Newcastle,98.829,86.954,185.78099999999998,35707,16813,24108
107,Illawarra,104.572,96.484,201.05599999999998,35976,20087,26500
108,Mid North Coast,65.888,64.536,130.421,21855,15462,18420
109,Murray,47.216,43.18899999999999,90.40700000000001,22613,14781,18275
110,New England and North West,74.582,66.86399999999999,141.439,19168,13426,16120
111,Newcastle and Lake Macquarie,137.314,131.30200000000002,268.618,33489,18924,24663
112,Richmond - Tweed,87.24799999999999,85.24700000000001,172.49,20750,14451,17414
113,Riverina,65.057,58.907,123.964,24367,15811,19722
114,Southern Highlands and Shoalhaven,48.345,47.284,95.63600000000001,26916,15801,20475
115,Sydney - Baulkham Hills and Hawkesbury,91.852,89.23299999999999,181.083,39008,22138,29208
116,Sydney - Blacktown,132.111,109.321,241.44,32929,23419,27955
117,Sydney - City and Inner South,176.342,152.93,329.273,21501,17121,19372
118,Sydney - Eastern Suburbs,124.944,129.291,254.235,30216,20344,24590
119,Sydney - Inner South West,214.079,182.653,396.731,27527,21600,24744
120,Sydney - Inner West,124.766,122.93700000000001,247.69799999999998,31566,24106,27499
121,Sydney - North Sydney and Hornsby,165.204,167.49599999999998,332.70599999999996,42346,24059,31500
122,Sydney - Northern Beaches,110.35600000000001,110.624,220.979,36039,20378,26750
123,Sydney - Outer South West,102.23700000000001,88.93,191.174,35165,22688,28288
124,Sydney - Outer West and Blue Mountains,123.807,114.79299999999999,238.59799999999998,34951,20821,26888
125,Sydney - Parramatta,171.395,136.254,307.649,27211,21325,24461
