sa4_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa4_name16
317,78754,42,4114225935,43528,52241,4.64,1.79,0.39,0.16,0.451,7.6,19.7,30.3,25.3,26.1,26.8,21.8,Toowoomba
318,125074,41,7203733132,49248,57596,4.06,1.73,0.42,0.21,0.42100000000000004,6.2,17.6,28.2,20.8,24.5,28.1,26.6,Townsville
319,129725,46,5720324620,36065,44096,6.05,1.92,0.32,0.11,0.495,6.8,19.9,31.7,32.4,28.3,22.4,16.9,Wide Bay
401,169714,45,11136403104,47550,65619,5.11,1.91,0.37,0.16,0.506,10.5,25.4,36.7,24.2,23.1,23.6,29.1,Adelaide - Central and Hills
402,203330,41,9725285505,43261,47830,3.7,1.64,0.44,0.21,0.389,4.9,15.6,25.7,23.0,29.1,30.8,17.1,Adelaide - North
403,196920,44,10454349098,44364,53089,4.32,1.76,0.41,0.18,0.43700000000000006,7.2,19.3,29.8,24.0,26.5,27.6,21.8,Adelaide - South
404,119876,42,6229964366,44007,51970,4.19,1.75,0.42,0.19,0.42700000000000005,6.8,18.6,29.0,23.8,27.1,27.9,21.1,Adelaide - West
405,55253,47,2577212045,39140,46644,5.26,1.85,0.35,0.12,0.474,6.4,19.1,30.3,29.0,27.3,25.2,18.4,Barossa - Yorke - Mid North
406,42597,43,2384575092,45786,55980,4.85,1.91,0.39,0.17,0.45,5.7,17.7,29.0,23.9,25.1,23.9,27.2,South Australia - Outback
407,95937,47,4039903745,36339,42110,5.08,1.77,0.35,0.12,0.47,6.6,19.0,30.1,31.3,30.0,24.6,14.0,South Australia - South East
501,97099,44,5704266542,44259,58747,5.66,2.09,0.37,0.16,0.485,7.1,19.9,31.8,26.0,24.5,21.2,28.4,Bunbury
502,48425,45,3100516278,46530,64027,6.28,2.23,0.35,0.15,0.491,7.3,20.2,32.1,25.6,22.9,19.6,31.9,Mandurah
503,111586,40,11122347520,59779,99675,6.92,2.26,0.33,0.15,0.578,13.2,31.0,43.6,22.1,18.0,18.6,41.3,Perth - Inner
504,137935,41,8609263214,51172,62415,4.34,1.8,0.41,0.21,0.435,6.4,18.6,29.7,20.5,23.0,26.4,30.1,Perth - North East
505,314004,41,20901915702,51696,66566,4.7,1.88,0.4,0.2,0.461,7.4,20.6,32.1,21.0,22.5,24.5,31.9,Perth - North West
506,277465,39,17559016694,50742,63284,4.64,1.83,0.39,0.2,0.452,7.1,19.8,31.0,21.7,22.5,25.7,30.1,Perth - South East
507,226552,41,15995159178,53390,70603,5.11,1.94,0.38,0.18,0.479,8.7,21.9,33.3,21.4,21.3,22.8,34.5,Perth - South West
509,75341,47,3937093767,41156,52257,5.75,1.99,0.35,0.13,0.502,6.7,20.2,32.2,28.4,25.2,22.6,23.8,Western Australia - Wheat Belt
510,43424,36,3580896050,68416,82464,4.99,1.9,0.38,0.19,0.433,5.6,17.0,27.7,16.9,17.1,20.1,46.0,Western Australia - Outback (North)
511,66371,42,4318967734,52130,65073,5.02,1.97,0.39,0.19,0.45299999999999996,6.1,18.0,29.1,21.2,22.4,22.2,34.2,Western Australia - Outback (South)
601,116024,44,5992008823,42844,51645,4.31,1.77,0.41,0.18,0.442,7.7,19.8,30.1,24.6,27.7,27.1,20.6,Hobart
602,70925,45,3338262508,39266,47068,4.71,1.79,0.38,0.15,0.457,7.5,19.9,30.6,28.0,29.1,25.5,17.3,Launceston and North East
603,18162,48,739729159,34532,40729,5.42,1.82,0.33,0.12,0.478,6.6,19.4,30.6,33.4,30.1,23.2,13.3,South East
604,55230,45,2556044301,39420,46280,4.77,1.81,0.38,0.16,0.446,6.3,18.0,28.8,28.0,28.8,25.3,17.9,West and North West
701,81179,38,5317203919,56766,65500,3.54,1.63,0.46,0.25,0.4,6.7,17.9,28.0,16.6,21.0,30.0,32.5,Darwin
702,31418,39,1796887512,49727,57193,4.21,1.75,0.41,0.21,0.41600000000000004,5.6,16.7,27.2,21.2,23.7,27.4,27.7,Northern Territory - Outback
801,233510,41,15950413768,59484,68307,3.91,1.66,0.42,0.21,0.41200000000000003,6.4,18.0,28.2,17.4,19.6,26.8,36.2,Australian Capital Territory
901,1020,45,73478349,68095,72038,4.69,1.62,0.34,0.15,0.39899999999999997,5.3,15.2,25.1,18.7,13.9,22.7,44.7,Other Territories
