yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,agri_comm_tot_area_area_holding_ha,agri_comm_tot_area_vegetables_human_consumption_ha,agri_comm_tot_area_fruit_nuts_orchard_trees_nut_trees_ha,agri_comm_tot_num_dairy_cattle_num,agri_comm_tot_num_meat_cattle_num,agri_comm_tot_num_sheep_num,agri_comm_tot_num_pigs_num,agri_comm_tot_num_meat_chickens_num,gross_value_agri_prod_broadacre_crops_tot_area_ha_ha,gross_value_agri_prod_gross_value_agri_prod_audm,gross_value_agri_prod_gross_value_crops_audm,gross_value_agri_prod_gross_value_livestock_slaughtering_audm,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,sa4_code16,sa4_name16,ogc_fid
2016,28853.0,13024.0,3350.0,881.0,46109.0,6722.0,2469.0,214.0,19.0,9425.0,4949.0,1407.0,199.0,25.0,6592.0,625.0,27.0,1879.0,189.0,8953.0,1929.0,3116.0,2078.0,6837.0,344.0,2726.0,3957.0,4807.0,2124.0,225.0,680.0,2376.0,504.0,2159.0,579.0,46109.0,6704.0,3281.0,9985.0,10005.0,1851.0,798.0,2650.0,2673.0,1029.0,3702.0,11557.0,452000.0,3770.0,382000.0,703872.0,,,130.0,857.0,987.0,36.0,306.0,281.0,107.0,71.0,131.0,95.0,167.0,75.0,129.0,111.0,101.0,417978.0,2057.0,53085.0,3008.0,7943.0,4029.0,365.0,1743.0,19225.0,415933.0,70741.0,22574.0,109.0,123201.0,146713.0,239359.0,509273.0,18.0,26901.0,3867.0,135.0,1386.0,1629.0,15827.0,,837608.0,10086.0,145.0,112.0,25.0,0.6,0.2,8.6,1.1,7.8,3.4,10.1,6.7,9.0,2.0,4.4,1.5,6.5,3.9,5.5,7.2,10.5,1.9,3.6,326215.0,213,Melbourne - West,590
2017,31940.0,13470.0,3550.0,923.0,49883.0,8008.0,2318.0,186.0,26.0,10540.0,5213.0,1427.0,228.0,31.0,6897.0,601.0,23.0,1901.0,204.0,9469.0,1959.0,3177.0,2245.0,8367.0,395.0,2948.0,4177.0,5077.0,2316.0,264.0,746.0,2588.0,546.0,2305.0,569.0,49883.0,6925.0,2854.0,9779.0,9787.0,1968.0,659.0,2627.0,2654.0,1599.0,4253.0,,,,,,,,129.0,765.0,894.0,33.0,278.0,227.0,97.0,70.0,89.0,106.0,145.0,62.0,130.0,96.0,99.0,434176.0,2201.0,56010.0,3259.0,8394.0,4305.0,384.0,1893.0,19386.0,428407.0,81609.0,21307.0,202.0,129655.0,151645.0,248530.0,529830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Melbourne - West,591
2018,37134.0,14124.0,3417.0,878.0,55544.0,10751.0,2445.0,193.0,17.0,13413.0,6017.0,1547.0,252.0,38.0,7856.0,582.0,31.0,1966.0,218.0,10069.0,2051.0,3305.0,2342.0,11161.0,446.0,3181.0,4470.0,5510.0,2701.0,292.0,795.0,2792.0,608.0,2465.0,560.0,55544.0,8486.0,3336.0,11822.0,11860.0,2550.0,848.0,3398.0,3434.0,1236.0,4670.0,,,,,,,,120.0,766.0,883.0,40.0,310.0,226.0,84.0,70.0,113.0,103.0,113.0,93.0,120.0,106.0,73.0,447790.0,2366.0,59228.0,3564.0,8659.0,4298.0,448.0,1942.0,19219.0,438364.0,90878.0,19742.0,244.0,133169.0,156779.0,257743.0,547656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Melbourne - West,592
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895459.0,3025.0,27389.0,66667.0,135438.0,4123927.0,124701.0,75047.0,,,,,16.6,1.1,7.9,1.3,6.4,3.4,11.6,6.1,4.6,0.8,1.6,0.7,2.7,2.4,5.8,7.2,13.0,1.0,3.6,63911.0,215,North West,593
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,North West,594
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,9.0,454.0,464.0,132.0,2.0,133.0,148.0,146.0,294.0,,,,,,28.0,85.0,58.0,167.0,225.0,29.0,49.0,49.0,21.0,14.0,26.0,22.0,26.0,19.0,20.0,49.0,28.0,88944.0,575.0,39389.0,975.0,5780.0,3563.0,201.0,1022.0,6147.0,100995.0,39242.0,6405.0,6.0,26036.0,35641.0,84822.0,146499.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,North West,595
2014,9676.0,5078.0,1856.0,340.0,16946.0,,,,,,,,,,,7237.0,33.0,505.0,53.0,1741.0,403.0,978.0,615.0,848.0,35.0,794.0,1233.0,669.0,331.0,21.0,105.0,403.0,128.0,697.0,125.0,16946.0,578.0,7.0,585.0,600.0,169.0,1.0,170.0,185.0,151.0,335.0,2683.0,200000.0,303.0,173000.0,1085985.0,31.0,101.0,43.0,161.0,204.0,17.0,38.0,48.0,14.0,8.0,28.0,19.0,22.0,26.0,22.0,38.0,27.0,90126.0,597.0,40859.0,985.0,5794.0,3693.0,187.0,1021.0,6384.0,100748.0,42691.0,6074.0,6.0,27451.0,35614.0,86619.0,149684.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,North West,596
2015,9720.0,5134.0,1735.0,328.0,16917.0,936.0,459.0,67.0,6.0,1478.0,1111.0,283.0,80.0,14.0,1491.0,7150.0,34.0,501.0,52.0,1744.0,416.0,987.0,624.0,821.0,37.0,826.0,1215.0,668.0,335.0,30.0,112.0,439.0,126.0,689.0,96.0,16917.0,574.0,4.0,578.0,587.0,179.0,,180.0,196.0,100.0,296.0,2372.0,190000.0,377.0,179950.0,,32.0,105.0,40.0,152.0,192.0,15.0,53.0,57.0,17.0,10.0,25.0,26.0,12.0,24.0,21.0,30.0,27.0,90582.0,609.0,41484.0,1009.0,5585.0,3680.0,209.0,1030.0,6587.0,99757.0,45255.0,5654.0,10.0,27507.0,35654.0,87433.0,150594.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,North West,597
2016,9785.0,5106.0,1664.0,309.0,16866.0,1002.0,440.0,62.0,13.0,1512.0,1127.0,296.0,81.0,14.0,1511.0,6979.0,29.0,486.0,51.0,1766.0,426.0,979.0,631.0,832.0,37.0,860.0,1256.0,672.0,335.0,21.0,103.0,448.0,127.0,713.0,101.0,16866.0,611.0,78.0,689.0,695.0,190.0,5.0,195.0,211.0,89.0,300.0,2308.0,209975.0,283.0,187500.0,978050.0,,,32.0,167.0,199.0,13.0,47.0,54.0,17.0,15.0,22.0,28.0,9.0,26.0,19.0,36.0,27.0,90725.0,599.0,42363.0,1048.0,5446.0,3683.0,194.0,1043.0,6709.0,98474.0,48139.0,5246.0,11.0,28059.0,35389.0,88330.0,151778.0,75.0,4655479.0,3684.0,29606.0,72101.0,96672.0,3500715.0,149867.0,126900.0,2240674.0,3014.0,2116.0,565.0,15.8,0.8,6.5,1.2,6.6,2.5,10.5,6.4,4.1,0.7,1.4,0.8,3.0,3.0,5.9,7.8,14.1,1.1,3.6,63374.0,215,North West,598
2017,9893.0,5089.0,1671.0,303.0,16962.0,1040.0,456.0,69.0,7.0,1570.0,1058.0,281.0,90.0,10.0,1438.0,6931.0,31.0,496.0,48.0,1860.0,441.0,952.0,640.0,812.0,41.0,893.0,1279.0,685.0,349.0,23.0,104.0,458.0,122.0,711.0,93.0,16962.0,507.0,14.0,521.0,526.0,169.0,3.0,172.0,188.0,200.0,388.0,,,,,,,,18.0,158.0,176.0,10.0,48.0,54.0,14.0,14.0,25.0,22.0,21.0,14.0,16.0,27.0,23.0,91334.0,609.0,43270.0,1089.0,5404.0,3898.0,204.0,1023.0,6821.0,97862.0,52658.0,5113.0,26.0,28008.0,35487.0,90043.0,153538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,North West,599
2018,9899.0,5171.0,1593.0,308.0,16963.0,1025.0,477.0,53.0,8.0,1556.0,1120.0,325.0,87.0,10.0,1550.0,6848.0,35.0,516.0,56.0,1884.0,426.0,938.0,632.0,824.0,39.0,909.0,1297.0,685.0,371.0,19.0,105.0,453.0,121.0,713.0,95.0,16963.0,559.0,27.0,586.0,593.0,192.0,7.0,199.0,213.0,191.0,404.0,,,,,,,,39.0,130.0,166.0,14.0,48.0,38.0,18.0,9.0,20.0,32.0,12.0,12.0,18.0,28.0,24.0,92615.0,626.0,44468.0,1146.0,5320.0,4029.0,182.0,1072.0,6959.0,97638.0,55995.0,4744.0,25.0,27911.0,36182.0,92237.0,156353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,North West,600
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214761.0,7072.0,12803.0,31455.0,692454.0,1596.0,174848.0,,,,,,8.3,2.3,8.9,1.6,8.2,2.7,12.3,6.9,4.1,0.8,1.4,1.4,3.2,2.8,5.5,8.3,14.0,0.7,3.9,100169.0,319,Wide Bay,601
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Wide Bay,602
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,146.0,1336.0,1341.0,296.0,23.0,319.0,335.0,321.0,655.0,,,,,,42.0,208.0,90.0,424.0,514.0,39.0,117.0,164.0,39.0,35.0,76.0,56.0,37.0,56.0,48.0,77.0,90.0,151264.0,1551.0,51729.0,2231.0,5138.0,1301.0,205.0,1360.0,12869.0,166420.0,57159.0,3854.0,3.0,41119.0,62884.0,122068.0,226071.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Wide Bay,603
2014,13693.0,5421.0,2247.0,505.0,21872.0,,,,,,,,,,,5893.0,80.0,857.0,81.0,3556.0,472.0,1434.0,887.0,1220.0,72.0,1098.0,1949.0,1158.0,606.0,57.0,183.0,903.0,153.0,1034.0,170.0,21872.0,1407.0,187.0,1594.0,1598.0,363.0,36.0,399.0,415.0,239.0,655.0,4895.0,285000.0,383.0,260000.0,600960.0,39.0,231.0,97.0,425.0,522.0,43.0,116.0,181.0,26.0,37.0,83.0,53.0,51.0,55.0,47.0,72.0,98.0,153508.0,1605.0,54248.0,2358.0,5199.0,1334.0,218.0,1400.0,13306.0,166939.0,62268.0,3703.0,9.0,44084.0,60826.0,126609.0,231519.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Wide Bay,604
2015,13581.0,5388.0,2227.0,508.0,21709.0,1452.0,617.0,87.0,9.0,2170.0,1822.0,491.0,122.0,18.0,2461.0,5783.0,77.0,854.0,82.0,3507.0,462.0,1405.0,867.0,1235.0,70.0,1135.0,1935.0,1153.0,601.0,51.0,192.0,960.0,154.0,1051.0,132.0,21709.0,1398.0,145.0,1543.0,1557.0,363.0,24.0,387.0,407.0,169.0,576.0,4732.0,287500.0,594.0,260000.0,,39.0,244.0,107.0,453.0,560.0,42.0,113.0,201.0,38.0,38.0,87.0,63.0,47.0,45.0,62.0,102.0,78.0,155809.0,1778.0,56084.0,2417.0,5294.0,1346.0,232.0,1384.0,13479.0,167318.0,66761.0,3442.0,7.0,44599.0,58997.0,132428.0,236024.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Wide Bay,605
2016,13535.0,5433.0,2178.0,494.0,21637.0,1501.0,610.0,78.0,5.0,2204.0,1833.0,459.0,129.0,21.0,2440.0,5723.0,74.0,835.0,80.0,3487.0,444.0,1355.0,869.0,1197.0,68.0,1171.0,1953.0,1157.0,604.0,44.0,199.0,997.0,160.0,1075.0,136.0,21637.0,1455.0,132.0,1587.0,1593.0,387.0,25.0,412.0,431.0,285.0,716.0,5017.0,290000.0,585.0,252000.0,446329.0,,,99.0,437.0,536.0,31.0,102.0,174.0,35.0,34.0,79.0,49.0,40.0,54.0,57.0,85.0,103.0,158202.0,1807.0,57924.0,2529.0,5309.0,1383.0,236.0,1398.0,13749.0,167732.0,71335.0,3214.0,6.0,45757.0,57844.0,137107.0,240708.0,90.0,2833720.0,5894.0,14598.0,28370.0,684419.0,2226.0,161090.0,23166.0,75912.0,1400.0,860.0,493.0,8.5,2.2,6.7,1.4,8.0,1.9,11.4,7.1,3.8,0.8,1.2,1.5,3.2,3.2,5.4,9.2,15.3,0.8,4.0,99867.0,319,Wide Bay,606
2017,13559.0,5493.0,2221.0,479.0,21749.0,1546.0,607.0,91.0,13.0,2256.0,1768.0,438.0,118.0,13.0,2332.0,5735.0,79.0,857.0,82.0,3514.0,442.0,1330.0,887.0,1169.0,70.0,1199.0,1972.0,1176.0,612.0,45.0,197.0,1015.0,164.0,1069.0,135.0,21749.0,1555.0,142.0,1697.0,1710.0,416.0,26.0,441.0,472.0,151.0,623.0,,,,,,,,93.0,425.0,518.0,34.0,122.0,190.0,44.0,29.0,78.0,66.0,49.0,43.0,50.0,86.0,73.0,160741.0,1904.0,59876.0,2583.0,5401.0,1420.0,246.0,1386.0,13991.0,169273.0,77782.0,2968.0,1.0,44759.0,58177.0,142611.0,245547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Wide Bay,607
2018,13567.0,5592.0,2114.0,471.0,21737.0,1567.0,609.0,74.0,19.0,2274.0,1746.0,504.0,140.0,20.0,2409.0,5712.0,88.0,882.0,91.0,3480.0,471.0,1320.0,856.0,1140.0,65.0,1208.0,1929.0,1188.0,649.0,47.0,196.0,1055.0,159.0,1073.0,129.0,21737.0,1461.0,82.0,1543.0,1549.0,412.0,16.0,427.0,456.0,208.0,664.0,,,,,,,,96.0,424.0,522.0,38.0,112.0,166.0,26.0,32.0,78.0,59.0,42.0,46.0,49.0,86.0,92.0,162478.0,1996.0,61740.0,2710.0,5478.0,1466.0,227.0,1355.0,14205.0,168691.0,82709.0,2743.0,4.0,42914.0,60164.0,146440.0,249537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,Wide Bay,608
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,1911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59799.0,329.0,1812.0,4968.0,14685.0,61004.0,,,,,,,1.3,1.1,6.8,1.2,6.5,3.4,10.1,6.6,2.6,1.9,3.7,1.7,9.7,3.1,7.7,10.4,15.2,1.6,3.5,137001.0,401,Adelaide - Central and Hills,609
2014,31669.0,9522.0,4051.0,1073.0,46317.0,,,,,,,,,,,1986.0,254.0,1363.0,87.0,4619.0,1413.0,2515.0,1819.0,1339.0,411.0,9190.0,6876.0,6287.0,1395.0,94.0,526.0,3682.0,453.0,1360.0,651.0,46317.0,1122.0,702.0,1824.0,1845.0,429.0,171.0,600.0,627.0,612.0,1239.0,3388.0,581000.0,1983.0,389000.0,930227.0,187.0,1841.0,48.0,144.0,192.0,23.0,40.0,40.0,25.0,32.0,18.0,23.0,25.0,20.0,12.0,9.0,28.0,196810.0,569.0,28341.0,1221.0,2850.0,471.0,1031.0,1339.0,7818.0,200056.0,38498.0,1871.0,32.0,68249.0,65472.0,106446.0,240167.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Adelaide - Central and Hills,612
2015,31933.0,9649.0,3896.0,1055.0,46521.0,3966.0,1083.0,161.0,29.0,5242.0,3808.0,751.0,201.0,44.0,4809.0,1893.0,257.0,1352.0,84.0,4659.0,1396.0,2445.0,1844.0,1325.0,422.0,9437.0,7029.0,6275.0,1387.0,106.0,523.0,3727.0,457.0,1348.0,560.0,46521.0,1051.0,1933.0,2984.0,2987.0,457.0,419.0,876.0,894.0,446.0,1340.0,3679.0,617000.0,2107.0,400000.0,,217.0,2073.0,46.0,136.0,182.0,15.0,34.0,41.0,15.0,34.0,23.0,18.0,23.0,28.0,6.0,12.0,23.0,197648.0,525.0,28585.0,1344.0,3044.0,476.0,1061.0,1294.0,7996.0,198874.0,41369.0,1716.0,30.0,66936.0,66033.0,108815.0,241784.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Adelaide - Central and Hills,613
2016,31962.0,9815.0,3920.0,1053.0,46751.0,3994.0,1217.0,227.0,29.0,5468.0,3852.0,706.0,225.0,38.0,4824.0,1803.0,245.0,1330.0,77.0,4684.0,1403.0,2390.0,1891.0,1288.0,397.0,9476.0,7061.0,6391.0,1429.0,101.0,542.0,3886.0,464.0,1369.0,530.0,46751.0,1238.0,1908.0,3146.0,3153.0,494.0,506.0,1000.0,1014.0,697.0,1711.0,3604.0,650000.0,2328.0,400000.0,969999.0,,,52.0,140.0,192.0,25.0,26.0,38.0,24.0,25.0,29.0,19.0,24.0,21.0,8.0,13.0,29.0,199012.0,476.0,29029.0,1315.0,3050.0,437.0,1060.0,1320.0,8068.0,198237.0,43964.0,1496.0,54.0,67595.0,64970.0,110960.0,243525.0,73.0,84278.0,,1781.0,4614.0,18549.0,55964.0,5405.0,577029.0,1352.0,220.0,171.0,39.0,1.5,1.1,5.4,1.1,6.6,2.6,9.5,7.0,2.7,1.7,3.6,1.8,9.8,3.0,7.6,10.9,16.0,1.7,3.6,137691.0,401,Adelaide - Central and Hills,614
2017,32690.0,9852.0,3924.0,1043.0,47501.0,4107.0,1142.0,196.0,33.0,5480.0,3643.0,767.0,219.0,46.0,4676.0,1805.0,251.0,1336.0,85.0,4918.0,1438.0,2293.0,1926.0,1423.0,399.0,9510.0,7172.0,6477.0,1428.0,98.0,538.0,4054.0,463.0,1366.0,512.0,47501.0,1216.0,1246.0,2462.0,2479.0,497.0,378.0,875.0,875.0,1239.0,2113.0,,,,,,,,39.0,133.0,172.0,15.0,44.0,34.0,15.0,26.0,22.0,18.0,28.0,15.0,10.0,22.0,16.0,200968.0,508.0,29775.0,1226.0,2894.0,594.0,1021.0,1302.0,8222.0,226235.0,48443.0,1332.0,99.0,67862.0,64964.0,113530.0,246356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Adelaide - Central and Hills,615
2018,33296.0,10176.0,3707.0,1025.0,48208.0,4549.0,1161.0,169.0,30.0,5911.0,3834.0,796.0,221.0,41.0,4896.0,1796.0,237.0,1308.0,85.0,5089.0,1527.0,2261.0,1943.0,1616.0,402.0,9380.0,7280.0,6544.0,1529.0,107.0,565.0,4139.0,486.0,1418.0,508.0,48208.0,1350.0,1892.0,3242.0,3243.0,562.0,580.0,1142.0,1152.0,1331.0,2483.0,,,,,,,,53.0,140.0,195.0,12.0,46.0,34.0,26.0,30.0,26.0,25.0,20.0,11.0,11.0,15.0,18.0,203352.0,495.0,31646.0,1365.0,3041.0,591.0,1024.0,1399.0,8162.0,224751.0,52981.0,1115.0,124.0,68794.0,66215.0,115767.0,250786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Adelaide - Central and Hills,616
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4399158.0,11527.0,15084.0,127755.0,676951.0,5385078.0,195081.0,,,,,,16.2,0.9,11.2,1.0,7.3,3.2,11.4,6.9,4.2,0.7,1.5,1.1,2.5,3.0,4.4,6.5,11.2,0.9,3.8,77607.0,407,South Australia - South East,617
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,South Australia - South East,618
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.0,23.0,1136.0,1140.0,252.0,8.0,260.0,265.0,140.0,405.0,,,,,,23.0,170.0,62.0,199.0,261.0,30.0,46.0,85.0,21.0,17.0,38.0,27.0,17.0,21.0,20.0,52.0,48.0,112626.0,872.0,37435.0,869.0,4684.0,2547.0,143.0,740.0,7302.0,128160.0,37343.0,1603.0,3.0,26247.0,41673.0,98830.0,166750.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,South Australia - South East,619
2014,11275.0,4761.0,2149.0,351.0,18532.0,,,,,,,,,,,7244.0,49.0,669.0,100.0,2212.0,434.0,1144.0,695.0,843.0,46.0,868.0,1519.0,836.0,346.0,32.0,77.0,450.0,160.0,697.0,132.0,18532.0,1276.0,18.0,1294.0,1335.0,299.0,30.0,329.0,320.0,180.0,501.0,2903.0,261000.0,323.0,190000.0,711214.0,14.0,141.0,61.0,160.0,221.0,36.0,35.0,60.0,17.0,12.0,25.0,30.0,19.0,14.0,15.0,54.0,35.0,115476.0,920.0,38855.0,898.0,4616.0,2559.0,123.0,719.0,7403.0,129448.0,40398.0,1618.0,8.0,27569.0,40899.0,102770.0,171238.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,South Australia - South East,620
2015,11191.0,4774.0,2047.0,334.0,18342.0,980.0,365.0,56.0,4.0,1404.0,1276.0,265.0,78.0,7.0,1631.0,7110.0,44.0,664.0,97.0,2198.0,422.0,1131.0,686.0,834.0,35.0,888.0,1536.0,825.0,342.0,33.0,84.0,450.0,148.0,689.0,115.0,18342.0,1080.0,47.0,1127.0,1145.0,269.0,8.0,278.0,292.0,129.0,420.0,3042.0,270000.0,333.0,175000.0,,20.0,207.0,38.0,183.0,221.0,12.0,43.0,71.0,17.0,16.0,20.0,22.0,18.0,17.0,24.0,47.0,40.0,116856.0,905.0,40251.0,887.0,4470.0,2584.0,120.0,689.0,7592.0,129039.0,43758.0,1569.0,13.0,27797.0,41072.0,105188.0,174057.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,South Australia - South East,621
