state_code,state_name,sa4_code16,sa4_name16,males_age_0_4,males_age_5_9,males_age_10_14,males_age_15_19,males_age_20_24,males_age_25_29,males_age_30_34,males_age_35_39,males_age_40_44,males_age_45_49,males_age_50_54,males_age_55_59,males_age_60_64,males_age_65_69,males_age_70_74,males_age_75_79,males_age_80_84,males_age_85_plus,males_total,females_age_0_4,females_age_5_9,females_age_10_14,females_age_15_19,females_age_20_24,females_age_25_29,females_age_30_34,females_age_35_39,females_age_40_44,females_age_45_49,females_age_50_54,females_age_55_59,females_age_60_64,females_age_65_69,females_age_70_74,females_age_75_79,females_age_80_84,females_age_85_plus,females_total,persons_age_0_4,persons_age_5_9,persons_age_10_14,persons_age_15_19,persons_age_20_24,persons_age_25_29,persons_age_30_34,persons_age_35_39,persons_age_40_44,persons_age_45_49,persons_age_50_54,persons_age_55_59,persons_age_60_64,persons_age_65_69,persons_age_70_74,persons_age_75_79,persons_age_80_84,persons_age_85_plus,persons_total
1,New South Wales,126,Sydney - Ryde,5934,5979,5309,6020,8082,8157,7845,7223,6368,5908,5754,5391,4683,4065,3090,2249,1677,1890,95624,5642,5529,4841,5228,8075,8260,8007,7450,6433,6581,6099,5722,5204,4250,3349,2677,2217,3172,98736,11576,11508,10150,11248,16157,16417,15852,14673,12801,12489,11853,11113,9887,8315,6439,4926,3894,5062,194360
1,New South Wales,127,Sydney - South West,15772,15672,15464,15708,17119,16390,15445,14543,13929,13981,13775,13036,10468,8395,6198,4364,2848,2216,215323,14859,14956,14484,14641,16319,16663,16346,15079,14576,14734,13514,13057,11212,8806,6304,4814,3450,3522,217336,30631,30628,29948,30349,33438,33053,31791,29622,28505,28715,27289,26093,21680,17201,12502,9178,6298,5738,432659
1,New South Wales,128,Sydney - Sutherland,7294,7734,7415,7004,7130,7138,6966,7164,7896,7804,7284,7274,6381,5429,4489,3043,2133,2211,111789,6865,7181,6930,6653,6741,7202,7375,7552,8106,8330,7521,7620,6597,5647,4904,3437,2747,3798,115206,14159,14915,14345,13657,13871,14340,14341,14716,16002,16134,14805,14894,12978,11076,9393,6480,4880,6009,226995
2,Victoria,201,Ballarat,5126,5319,5207,5138,5413,4889,4544,4507,4752,5198,5114,5361,5115,4801,3923,2589,1653,1296,79945,4811,5209,4880,4845,5210,4836,4737,4729,5060,5562,5493,5690,5276,4984,4031,2733,1947,2384,82417,9937,10528,10087,9983,10623,9725,9281,9236,9812,10760,10607,11051,10391,9785,7954,5322,3600,3680,162362
2,Victoria,202,Bendigo,4930,5384,4961,5065,4936,4706,4549,4365,4616,5099,4926,5277,4930,4608,3695,2531,1709,1468,77755,4808,4924,4758,4802,4902,4720,4647,4618,4932,5318,5241,5648,5140,4754,3752,2791,1950,2367,80072,9738,10308,9719,9867,9838,9426,9196,8983,9548,10417,10167,10925,10070,9362,7447,5322,3659,3835,157827
2,Victoria,203,Geelong,9660,9576,9253,9306,10135,9519,9292,8871,9291,9396,8783,8841,8394,7814,6461,4284,2927,2651,144454,9117,9208,8565,8650,9380,9447,9710,9161,9604,10004,9446,9630,9080,8457,6816,4932,3696,4647,149550,18777,18784,17818,17956,19515,18966,19002,18032,18895,19400,18229,18471,17474,16271,13277,9216,6623,7298,294004
2,Victoria,204,Hume,5110,5552,5566,5658,4965,4715,4529,4423,5026,5560,5796,6333,6228,5874,4742,3123,2006,1734,86940,4886,5304,5381,5162,4098,4561,4809,4842,5191,5996,5983,6618,6231,5673,4616,3297,2306,2708,87662,9996,10856,10947,10820,9063,9276,9338,9265,10217,11556,11779,12951,12459,11547,9358,6420,4312,4442,174602
2,Victoria,205,Latrobe - Gippsland,8556,8922,8441,8285,7580,7489,7678,7117,7446,8485,8902,9936,9733,9887,8130,5531,3374,2799,138291,8007,8429,8175,7786,6953,7687,7902,7485,7867,9025,9428,10460,10262,9855,7849,5673,3830,4386,141059,16563,17351,16616,16071,14533,15176,15580,14602,15313,17510,18330,20396,19995,19742,15979,11204,7204,7185,279350
2,Victoria,206,Melbourne - Inner,15524,12186,10175,13895,35215,47518,41730,28444,21190,18907,16428,15104,12326,10695,8203,5746,3826,3789,320901,15112,11722,9964,15831,41366,50966,41270,27231,20698,19732,16662,15765,13611,11167,8675,6662,5267,5990,337691,30636,23908,20139,29726,76581,98484,83000,55675,41888,38639,33090,30869,25937,21862,16878,12408,9093,9779,658592
2,Victoria,207,Melbourne - Inner East,9896,11332,11603,13126,16919,15303,12343,11128,11443,12467,11843,11078,9294,8214,7034,5674,4273,4292,187262,9241,10628,11044,12824,15603,14839,12676,12069,12678,14412,13013,12065,10527,9346,8344,6805,5415,7170,198699,19137,21960,22647,25950,32522,30142,25019,23197,24121,26879,24856,23143,19821,17560,15378,12479,9688,11462,385961
2,Victoria,208,Melbourne - Inner South,12915,14038,13562,12500,14713,14546,14185,14132,14877,15642,13779,12776,10935,9319,7673,5348,3918,4670,209528,12554,13488,12906,12142,14419,15110,15287,14865,15825,17340,14741,13720,11599,10554,8695,6540,5435,8157,223377,25469,27526,26468,24642,29132,29656,29472,28997,30702,32982,28520,26496,22534,19873,16368,11888,9353,12827,432905
2,Victoria,209,Melbourne - North East,19608,18103,16124,15678,19618,20891,21637,19912,18411,17757,15588,14699,12655,10894,8717,6043,4307,3544,264186,18569,17240,15006,14756,18654,20619,22071,20115,18473,18533,16724,15705,13744,11781,9139,6940,5157,5801,269027,38177,35343,31130,30434,38272,41510,43708,40027,36884,36290,32312,30404,26399,22675,17856,12983,9464,9345,533213
2,Victoria,210,Melbourne - North West,15337,14273,12732,12601,14545,15682,15832,14491,13031,12963,11779,10632,8711,7366,6053,4444,3160,2702,196334,14408,13182,12205,11685,13027,15056,15907,14265,13066,13498,12271,10951,9378,8201,6506,5117,4064,4240,197027,29745,27455,24937,24286,27572,30738,31739,28756,26097,26461,24050,21583,18089,15567,12559,9561,7224,6942,393361
2,Victoria,211,Melbourne - Outer East,16952,17072,16370,17030,17804,17145,17478,17230,17404,18212,17078,16558,14305,12632,10093,6928,4377,3907,258575,15941,16047,15338,16012,16472,16953,18310,17764,18239,19696,18163,17415,15588,13813,11165,7869,5681,6733,267199,32893,33119,31708,33042,34276,34098,35788,34994,35643,37908,35241,33973,29893,26445,21258,14797,10058,10640,525774
2,Victoria,212,Melbourne - South East,30218,28730,25855,27176,35979,33191,32869,30154,27128,26561,23805,21737,18320,15542,12673,9313,6237,5335,410823,28387,26967,24237,25399,31863,32006,33055,29072,26747,27304,24154,22139,19245,16834,13453,10393,7541,8593,407389,58605,55697,50092,52575,67842,65197,65924,59226,53875,53865,47959,43876,37565,32376,26126,19706,13778,13928,818212
2,Victoria,213,Melbourne - West,33323,29540,24551,23151,30109,33451,36796,34125,28977,25727,22028,20077,17054,14056,10172,6565,4177,3296,397175,31338,28308,23311,22130,26491,33556,37289,32643,27878,26306,22544,20899,17841,14577,10479,7297,5447,5668,394002,64661,57848,47862,45281,56600,67007,74085,66768,56855,52033,44572,40976,34895,28633,20651,13862,9624,8964,791177
2,Victoria,214,Mornington Peninsula,9608,9637,9316,9099,8988,8692,8663,8687,9650,10510,9568,9697,8684,8458,7467,5347,3508,3242,148821,8972,9237,8691,8461,8478,8705,9388,9468,9991,11228,10233,10322,9683,9467,8389,5960,4261,4831,155765,18580,18874,18007,17560,17466,17397,18051,18155,19641,21738,19801,20019,18367,17925,15856,11307,7769,8073,304586
2,Victoria,215,North West,4765,4878,4736,4923,4275,4705,4156,3908,4147,4761,5026,5541,5291,4886,3781,2950,1892,1789,76410,4424,4532,4452,4531,3917,4482,4191,3905,4237,4929,4992,5364,5073,4602,3688,3127,2352,2886,75684,9189,9410,9188,9454,8192,9187,8347,7813,8384,9690,10018,10905,10364,9488,7469,6077,4244,4675,152094
2,Victoria,216,Shepparton,4249,4593,4389,4537,3778,3815,3627,3439,3788,4265,4247,4580,4168,4088,3435,2512,1608,1427,66545,4021,4104,4061,4083,3497,3826,3736,3643,3862,4258,4478,4485,4318,4059,3312,2575,1869,2178,66365,8270,8697,8450,8620,7275,7641,7363,7082,7650,8523,8725,9065,8486,8147,6747,5087,3477,3605,132910
2,Victoria,217,Warrnambool and South West,3639,4076,4042,4054,3666,3533,3141,3091,3605,3966,4238,4410,4328,4125,3182,2180,1451,1297,62024,3471,3679,3743,3804,3134,3187,3332,3290,3604,4269,4401,4731,4393,3959,3141,2484,1830,2242,62694,7110,7755,7785,7858,6800,6720,6473,6381,7209,8235,8639,9141,8721,8084,6323,4664,3281,3539,124718
3,Queensland,301,Brisbane - East,7455,8226,8092,8000,7054,6459,6851,7022,8028,8228,7927,7759,6560,5993,4786,3214,2044,1783,115481,6853,7717,7584,7450,6689,6518,7418,7647,8389,8930,8297,8162,6953,6384,5045,3581,2478,3056,119151,14308,15943,15676,15450,13743,12977,14269,14669,16417,17158,16224,15921,13513,12377,9831,6795,4522,4839,234632
3,Queensland,302,Brisbane - North,7431,6914,6254,5999,7750,8695,9173,8193,7548,7333,6515,6042,5037,4431,3465,2546,1803,1805,106934,7031,6444,5946,5858,7628,8998,9321,7948,7909,7698,6688,6494,5406,4800,4039,3246,2634,3499,111587,14462,13358,12200,11857,15378,17693,18494,16141,15457,15031,13203,12536,10443,9231,7504,5792,4437,5304,218521
3,Queensland,303,Brisbane - South,12270,11287,10175,11116,16884,17745,16345,13956,12275,11508,9919,9268,7640,6506,4928,3573,2346,2291,180032,11533,10954,9747,10616,16412,17288,16567,13875,12390,12054,10591,9703,8412,6898,5442,4086,3193,4195,183956,23803,22241,19922,21732,33296,35033,32912,27831,24665,23562,20510,18971,16052,13404,10370,7659,5539,6486,363988
3,Queensland,304,Brisbane - West,5641,6741,6589,7099,9327,6362,5681,6060,6413,6491,5495,5073,4286,3944,3262,2188,1211,1271,93134,5490,6133,5818,7026,9162,6201,6024,6409,6962,6950,5981,5371,4695,4359,3548,2254,1682,2305,96370,11131,12874,12407,14125,18489,12563,11705,12469,13375,13441,11476,10444,8981,8303,6810,4442,2893,3576,189504
3,Queensland,305,Brisbane Inner City,6745,6362,6104,7031,14769,17979,14981,11024,9723,9216,8038,6868,5632,4527,3371,2097,1280,1041,136788,6616,6209,5754,7476,16191,17840,14086,10573,9216,9096,7658,6801,5585,4515,3340,2166,1607,2343,137072,13361,12571,11858,14507,30960,35819,29067,21597,18939,18312,15696,13669,11217,9042,6711,4263,2887,3384,273860
3,Queensland,306,Cairns,8166,9002,8564,7881,7010,7857,7897,7397,8040,8663,8430,8497,7637,6863,5255,3394,2007,1470,124030,7758,8282,8279,7375,7009,8357,8520,8321,8822,9278,8739,8625,7591,6315,4829,3219,2108,2288,125715,15924,17284,16843,15256,14019,16214,16417,15718,16862,17941,17169,17122,15228,13178,10084,6613,4115,3758,249745
3,Queensland,307,Darling Downs - Maranoa,4343,4786,4633,4250,3505,3676,3548,3388,3789,4192,4263,4396,4153,4064,3274,2244,1442,1099,65045,4191,4659,4274,3704,3099,3625,3708,3562,3823,4331,4190,4321,4006,3726,3058,2240,1525,1711,63753,8534,9445,8907,7954,6604,7301,7256,6950,7612,8523,8453,8717,8159,7790,6332,4484,2967,2810,128798
3,Queensland,308,Central Queensland,8282,8642,8262,7589,7122,7646,7881,7528,7391,7878,7701,7788,6467,5178,3878,2556,1578,1199,114566,7991,8458,7651,7007,6636,7581,7996,7171,7144,7685,7463,7155,5730,4779,3650,2793,1925,1962,110777,16273,17100,15913,14596,13758,15227,15877,14699,14535,15563,15164,14943,12197,9957,7528,5349,3503,3161,225343
3,Queensland,309,Gold Coast,18654,19375,18752,18905,20696,21327,20464,19618,20083,20363,18479,17400,15431,15163,12647,8547,5253,4709,295866,17953,18741,17674,18229,21454,22211,21732,20696,21208,22171,19955,19399,17144,15862,13275,9014,6069,7638,310425,36607,38116,36426,37134,42150,43538,42196,40314,41291,42534,38434,36799,32575,31025,25922,17561,11322,12347,606291
3,Queensland,310,Ipswich,13812,13722,12390,12068,12380,12540,12869,11745,11305,11250,10350,9695,7990,6959,5204,3515,2057,1666,171517,13154,13030,11716,11180,11832,13050,13413,11646,11311,11369,10537,9750,7923,6881,5351,3800,2518,2551,171012,26966,26752,24106,23248,24212,25590,26282,23391,22616,22619,20887,19445,15913,13840,10555,7315,4575,4217,342529
3,Queensland,311,Logan - Beaudesert,13065,13433,12379,12004,12239,11812,11755,11241,10995,10732,9854,9358,7970,7388,5755,3316,1820,1380,166496,12713,12906,11763,11424,11603,12122,12152,11344,11117,11465,10290,9882,8579,7660,5628,3478,2194,2286,168606,25778,26339,24142,23428,23842,23934,23907,22585,22112,22197,20144,19240,16549,15048,11383,6794,4014,3666,335102
3,Queensland,312,Mackay - Isaac - Whitsunday,6276,6460,5883,5286,5142,6257,6625,6003,6073,6319,6235,6145,5175,4055,2968,1873,1161,829,88765,5822,6122,5608,4891,5061,6235,6390,5621,5641,5980,5696,5557,4475,3537,2723,1864,1367,1232,83822,12098,12582,11491,10177,10203,12492,13015,11624,11714,12299,11931,11702,9650,7592,5691,3737,2528,2061,172587
3,Queensland,313,Moreton Bay - North,7688,8649,8278,8149,7626,7202,6985,6814,7532,8005,7728,7599,7092,7317,6176,4117,2460,2162,121579,7314,8268,7921,7697,7273,7236,7380,7310,7883,8544,8330,8106,7834,7865,6357,4336,2934,3275,125863,15002,16917,16199,15846,14899,14438,14365,14124,15415,16549,16058,15705,14926,15182,12533,8453,5394,5437,247442
3,Queensland,314,Moreton Bay - South,8156,8674,7854,7138,6960,6838,7220,7367,7487,7622,6310,5683,4553,4132,3338,1958,953,777,103020,7585,8129,7406,6761,6757,7159,7784,7675,7977,7864,6538,5882,4877,4548,3336,1975,1183,1423,104859,15741,16803,15260,13899,13717,13997,15004,15042,15464,15486,12848,11565,9430,8680,6674,3933,2136,2200,207879
3,Queensland,315,Queensland - Outback,3668,3424,2987,2471,3039,3491,3076,2712,2686,2787,2742,2788,2383,1837,1344,781,395,285,42896,3361,3339,2829,2261,2724,3380,2995,2604,2376,2594,2604,2531,1920,1401,1052,643,382,306,39302,7029,6763,5816,4732,5763,6871,6071,5316,5062,5381,5346,5319,4303,3238,2396,1424,777,591,82198
3,Queensland,316,Sunshine Coast,9809,11883,12062,11258,9670,9279,9559,10098,11375,12379,11549,11939,10977,11246,9573,6583,4330,3678,177247,9529,11342,11500,11019,9460,9534,10491,10764,12358,13691,13357,13415,12485,11892,10067,7145,4838,5705,188592,19338,23225,23562,22277,19130,18813,20050,20862,23733,26070,24906,25354,23462,23138,19640,13728,9168,9383,365839
3,Queensland,317,Toowoomba,5272,5413,5301,5296,5469,5647,5007,4386,4463,4693,4307,4524,4033,3594,3100,2100,1374,1240,75219,4893,5420,5209,5350,5366,5464,5061,4656,4808,5180,4857,4897,4312,3942,3461,2493,2002,2253,79624,10165,10833,10510,10646,10835,11111,10068,9042,9271,9873,9164,9421,8345,7536,6561,4593,3376,3493,154843
3,Queensland,318,Townsville,8236,8212,7923,8556,10113,8954,8078,7087,7475,7662,7155,7315,6135,5543,4182,2780,1657,1261,118324,7456,7934,7598,7867,9119,8562,8156,7650,7613,7961,7452,7269,6256,5255,4111,3041,2063,1996,117359,15692,16146,15521,16423,19232,17516,16234,14737,15088,15623,14607,14584,12391,10798,8293,5821,3720,3257,235683
3,Queensland,319,Wide Bay,8007,9421,9723,8985,7108,7039,6669,6849,7943,8893,9281,10282,10599,11326,10204,6655,3940,3001,145925,7687,8753,9172,8311,6611,7160,7328,7586,8364,9635,9984,11216,11116,11217,9477,6540,4151,4135,148443,15694,18174,18895,17296,13719,14199,13997,14435,16307,18528,19265,21498,21715,22543,19681,13195,8091,7136,294368
4,South Australia,401,Adelaide - Central and Hills,7805,8584,8534,9766,11852,10640,9232,9007,9214,10126,9633,9366,8329,7649,6264,4345,2983,3126,146455,7298,8335,8156,9464,11658,10260,9608,9183,9670,10660,9925,9850,9153,8494,7011,5181,3954,5574,153434,15103,16919,16690,19230,23510,20900,18840,18190,18884,20786,19558,19216,17482,16143,13275,9526,6937,8700,299889
4,South Australia,402,Adelaide - North,15555,15185,13538,13986,16154,15876,16914,14870,13868,14121,13520,12671,10702,9504,7542,5407,3652,3050,216115,15026,14358,12888,12805,14881,16206,16961,14543,13362,14166,13633,13224,11536,10241,8633,6265,4531,4918,218177,30581,29543,26426,26791,31035,32082,33875,29413,27230,28287,27153,25895,22238,19745,16175,11672,8183,7968,434292
4,South Australia,403,Adelaide - South,11085,11309,10520,11166,12205,11610,11779,11174,11568,11888,11209,11496,10561,9846,7920,5163,3581,3653,177733,10309,10761,10187,10734,12164,11852,12342,11976,11638,12508,12255,12524,11716,10817,8534,5981,4560,6469,187327,21394,22070,20707,21900,24369,23462,24121,23150,23206,24396,23464,24020,22277,20663,16454,11144,8141,10122,365060
4,South Australia,404,Adelaide - West,6728,6230,5814,6544,8718,9114,9015,7712,7370,8043,7702,7570,6242,5673,4515,3166,2677,2711,115544,6260,5985,5534,6390,8463,8936,8831,7664,7296,8194,7837,7763,6855,6096,5006,4173,3433,4666,119382,12988,12215,11348,12934,17181,18050,17846,15376,14666,16237,15539,15333,13097,11769,9521,7339,6110,7377,234926
