SA4_MAIN11,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot,SA4_NAME11
111,15,0,13,5,11462,11495,382,20,15,4,11624,12045,6927,338,366,32,13461,21124,12553,934,1692,53,6783,22015,13781,1088,3159,207,4691,22926,13933,887,3327,422,2069,20638,10320,423,1836,838,854,14271,6057,175,671,1416,391,8710,1666,41,112,1130,94,3043,65634,3906,11191,4107,51429,136267,21,4,6,6,10821,10858,756,60,20,8,11118,11962,8902,580,629,41,10952,21104,13533,1235,2449,173,5438,22828,14376,1422,4396,563,3048,23805,13662,917,4205,1446,1366,21596,9218,390,2304,3010,577,15499,4647,122,891,5490,343,11493,899,26,180,4412,168,5685,66014,4756,15080,15149,43831,144830,36,4,19,11,22283,22353,1138,80,35,12,22742,24007,15829,918,995,73,24413,42228,26086,2169,4141,226,12221,44843,28157,2510,7555,770,7739,46731,27595,1804,7532,1868,3435,42234,19538,813,4140,3848,1431,29770,10704,297,1562,6906,734,20203,2565,67,292,5542,262,8728,131648,8662,26271,19256,95260,281097,Newcastle and Lake Macquarie
112,11,6,5,0,7419,7441,199,17,3,3,5130,5352,3092,186,156,22,6503,9959,6767,577,964,42,5022,13372,8819,843,2548,128,4100,16438,9824,815,3208,328,2149,16324,7467,377,1620,577,667,10708,4796,168,607,999,363,6933,1287,29,114,869,97,2396,42262,3018,9225,2968,31450,88923,25,7,3,4,6903,6942,390,36,18,7,4668,5119,4249,348,339,25,5857,10818,7906,893,1731,126,4531,15187,9462,1128,3638,459,3203,17890,9554,781,3780,982,1324,16421,6828,277,1789,2053,427,11374,3563,125,728,3820,242,8478,700,19,190,3068,133,4110,42677,3614,12216,10544,27288,96339,36,13,8,4,14322,14383,589,53,21,10,9798,10471,7341,534,495,47,12360,20777,14673,1470,2695,168,9553,28559,18281,1971,6186,587,7303,34328,19378,1596,6988,1310,3473,32745,14295,654,3409,2630,1094,22082,8359,293,1335,4819,605,15411,1987,48,304,3937,230,6506,84939,6632,21441,13512,58738,185262,Richmond - Tweed
113,16,7,7,3,5538,5571,226,12,11,6,4697,4952,3268,160,164,8,4858,8458,5741,408,599,30,2545,9323,6727,556,1233,83,1689,10288,6322,396,1246,191,945,9100,4476,217,670,388,447,6198,2480,83,192,607,244,3606,561,12,32,382,47,1034,29817,1851,4154,1698,21010,58530,15,3,0,0,5208,5226,403,29,8,3,4324,4767,4036,258,250,22,3983,8549,6172,530,782,91,1928,9503,6760,576,1429,227,1118,10110,6035,371,1243,635,463,8747,3983,150,600,1331,221,6285,1732,58,217,2237,130,4374,275,7,62,1666,80,2090,29411,1982,4591,6212,17455,59651,31,10,7,3,10746,10797,629,41,19,9,9021,9719,7304,418,414,30,8841,17007,11913,938,1381,121,4473,18826,13487,1132,2662,310,2807,20398,12357,767,2489,826,1408,17847,8459,367,1270,1719,668,12483,4212,141,409,2844,374,7980,836,19,94,2048,127,3124,59228,3833,8745,7910,38465,118181,Riverina
114,15,0,0,0,4417,4432,130,9,4,4,3053,3200,1962,99,96,10,3296,5463,4283,343,600,26,2227,7479,5655,492,1293,91,1778,9309,6578,424,1493,201,920,9616,6203,321,979,522,418,8443,3498,122,360,702,200,4882,792,11,65,499,35,1402,29116,1821,4890,2055,16344,54226,9,0,7,0,4218,4234,276,12,14,5,2598,2905,2562,208,196,17,2671,5654,4844,515,985,88,1769,8201,6052,611,1739,220,1291,9913,6890,443,1799,667,650,10449,5603,201,1121,1460,316,8701,2497,85,399,2291,162,5434,415,13,94,1721,92,2335,29148,2088,6354,6469,13767,57826,24,0,7,0,8635,8666,406,21,18,9,5651,6105,4524,307,292,27,5967,11117,9127,858,1585,114,3996,15680,11707,1103,3032,311,3069,19222,13468,867,3292,868,1570,20065,11806,522,2100,1982,734,17144,5995,207,759,2993,362,10316,1207,24,159,2220,127,3737,58264,3909,11244,8524,30111,112052,Southern Highlands and Shoalhaven
115,6,0,3,3,8388,8400,149,3,8,0,6799,6959,4169,132,139,9,5588,10037,11543,361,649,28,2140,14721,13036,421,1127,85,1166,15835,11098,300,1026,174,522,13120,6543,149,488,282,218,7680,2457,58,169,390,110,3184,573,10,37,400,24,1044,49574,1434,3646,1371,24955,80980,20,8,0,0,7735,7763,299,12,5,0,6326,6642,5912,183,261,16,4221,10593,13318,538,1148,70,1609,16683,13120,595,1708,235,924,16582,10465,312,1520,644,417,13358,5104,154,763,1196,184,7401,1608,42,254,1713,121,3738,295,12,89,1665,83,2144,50141,1856,5748,5539,21620,84904,26,8,3,3,16123,16163,448,15,13,0,13125,13601,10081,315,400,25,9809,20630,24861,899,1797,98,3749,31404,26156,1016,2835,320,2090,32417,21563,612,2546,818,939,26478,11647,303,1251,1478,402,15081,4065,100,423,2103,231,6922,868,22,126,2065,107,3188,99715,3290,9394,6910,46575,165884,Sydney - Baulkham Hills and Hawkesbury
116,29,12,7,4,11155,11207,521,27,12,8,9976,10544,10822,378,373,18,11181,22772,15368,828,1262,58,4932,22448,13655,843,1923,133,2853,19407,10799,699,1794,339,1025,14656,5922,362,845,491,345,7965,2393,123,221,690,147,3574,438,19,35,319,48,859,59947,3291,6472,2060,41662,113432,60,4,3,3,10656,10726,1316,70,24,5,8754,10169,13924,775,657,47,8808,24211,15510,1290,2009,181,4092,23082,13051,1185,2803,587,2095,19721,9770,834,2510,1386,748,15248,4432,333,1111,2107,248,8231,1492,87,393,2658,118,4748,217,18,60,1576,64,1935,59772,4596,9570,8550,35583,118071,89,16,10,7,21811,21933,1837,97,36,13,18730,20713,24746,1153,1030,65,19989,46983,30878,2118,3271,239,9024,45530,26706,2028,4726,720,4948,39128,20569,1533,4304,1725,1773,29904,10354,695,1956,2598,593,16196,3885,210,614,3348,265,8322,655,37,95,1895,112,2794,119719,7887,16042,10610,77245,231503,Sydney - Blacktown
117,15,4,4,3,4913,4939,455,24,22,16,12975,13492,8680,325,517,26,28349,37897,9330,688,1633,54,13696,25401,6386,720,2373,117,7528,17124,5263,676,2312,187,3645,12083,3563,380,1255,342,1561,7101,2099,141,403,497,708,3848,446,20,56,287,146,955,36237,2978,8575,1529,73521,122840,37,0,3,11,5152,5203,872,48,26,17,13641,14604,10229,489,819,49,24256,35842,9052,714,1961,113,9075,20915,5949,749,2652,323,4222,13895,5012,631,2683,771,2074,11171,2951,281,1384,1464,721,6801,1369,91,533,1911,358,4262,179,19,105,1343,182,1828,35650,3022,10166,6002,59681,114521,52,4,7,14,10065,10142,1327,72,48,33,26616,28096,18909,814,1336,75,52605,73739,18382,1402,3594,167,22771,46316,12335,1469,5025,440,11750,31019,10275,1307,4995,958,5719,23254,6514,661,2639,1806,2282,13902,3468,232,936,2408,1066,8110,625,39,161,1630,328,2783,71887,6000,18741,7531,133202,237361,Sydney - City and Inner South
118,17,6,4,4,6096,6127,181,14,8,7,9849,10059,5835,177,298,15,18301,24626,10670,453,1116,41,7625,19905,8746,554,1783,80,3773,14936,7253,461,1740,185,2275,11914,5148,278,1033,339,1089,7887,3188,114,402,540,541,4785,1038,34,101,605,177,1955,42076,2091,6485,1816,49726,102194,10,0,4,3,5804,5821,348,21,19,10,10052,10450,7617,256,527,30,17457,25887,11171,608,1651,98,6854,20382,8774,716,2354,285,3302,15431,6963,537,2586,738,1815,12639,4533,280,1566,1541,871,8791,2167,108,596,2831,554,6256,472,18,211,2772,306,3779,42055,2544,9514,8308,47015,109436,27,6,8,7,11900,11948,529,35,27,17,19901,20509,13452,433,825,45,35758,50513,21841,1061,2767,139,14479,40287,17520,1270,4137,365,7075,30367,14216,998,4326,923,4090,24553,9681,558,2599,1880,1960,16678,5355,222,998,3371,1095,11041,1510,52,312,3377,483,5734,84131,4635,15999,10124,96741,211630,Sydney - Eastern Suburbs
119,42,7,9,10,16675,16743,1134,42,29,13,17095,18313,18259,612,767,34,19984,39656,24681,1197,2205,79,7840,36002,23770,1391,3619,211,5225,34216,19046,1195,3303,492,2818,26854,13258,698,1741,907,1285,17889,8604,277,655,1595,622,11753,2275,36,130,1383,171,3995,111069,5455,12458,4724,71715,205421,176,13,18,4,15268,15479,3194,155,93,17,14431,17890,23023,1216,1440,76,14803,40558,25772,1914,3709,286,6399,38080,23004,1885,5577,882,3978,35326,17653,1242,4458,2208,2125,27686,11113,594,2182,4083,890,18862,5912,173,896,6928,536,14445,1181,30,276,5697,279,7463,111028,7222,18649,20181,58709,215789,218,20,27,14,31943,32222,4328,197,122,30,31526,36203,41282,1828,2207,110,34787,80214,50453,3111,5914,365,14239,74082,46774,3276,9196,1093,9203,69542,36699,2437,7761,2700,4943,54540,24371,1292,3923,4990,2175,36751,14516,450,1551,8523,1158,26198,3456,66,406,7080,450,11458,222097,12677,31107,24905,130424,421210,Sydney - Inner South West
120,22,3,5,7,6444,6481,452,14,15,9,9060,9550,9290,223,333,13,14188,24047,12858,457,1220,42,6085,20662,10851,601,1819,95,3765,17131,8498,505,1873,225,1999,13100,5439,276,1004,337,1047,8103,3632,128,334,683,491,5268,921,23,76,566,114,1700,51963,2230,6679,1977,43193,106042,26,0,5,3,6306,6340,902,43,22,9,8477,9453,11128,333,595,37,12597,24690,13621,759,1820,95,6124,22419,10914,802,2831,340,3687,18574,8188,556,2711,921,2059,14435,4689,269,1262,1811,838,8869,2343,95,519,3064,502,6523,452,24,150,2587,283,3496,52263,2881,9915,8867,40873,114799,48,3,10,10,12750,12821,1354,57,37,18,17537,19003,20418,556,928,50,26785,48737,26479,1216,3040,137,12209,43081,21765,1403,4650,435,7452,35705,16686,1061,4584,1146,4058,27535,10128,545,2266,2148,1885,16972,5975,223,853,3747,993,11791,1373,47,226,3153,397,5196,104226,5111,16594,10844,84066,220841,Sydney - Inner West
121,16,0,4,10,11024,11054,255,7,12,3,10458,10735,9489,213,317,19,15538,25576,19790,575,1291,42,6161,27859,19238,776,2117,121,3348,25600,15204,555,2264,270,1845,20138,10361,316,1292,496,866,13331,5657,137,423,861,395,7473,1817,32,82,925,125,2981,81827,2611,7802,2747,49760,144747,20,0,0,0,10857,10877,559,25,15,7,10383,10989,12453,326,567,36,14359,27741,21739,854,2147,145,5952,30837,19689,1012,3562,394,3230,27887,14857,700,3717,1068,1927,22269,8761,310,2136,2243,1025,14475,4117,103,836,3952,680,9688,991,28,310,4361,462,6152,83186,3358,13290,12206,48875,160915,36,0,4,10,21881,21931,814,32,27,10,20841,21724,21942,539,884,55,29897,53317,41529,1429,3438,187,12113,58696,38927,1788,5679,515,6578,53487,30061,1255,5981,1338,3772,42407,19122,626,3428,2739,1891,27806,9774,240,1259,4813,1075,17161,2808,60,392,5286,587,9133,165013,5969,21092,14953,98635,305662,Sydney - North Sydney and Hornsby
122,15,0,5,8,6800,6828,151,11,5,3,6065,6235,4842,146,208,16,9310,14522,12566,459,945,15,4674,18659,11592,635,1764,111,2576,16678,9224,430,1746,190,1285,12875,6984,223,931,403,515,9056,3770,121,341,650,197,5079,1164,29,97,807,79,2176,50308,2054,6042,2203,31501,92108,14,0,6,3,6235,6258,330,18,8,6,5477,5839,6612,224,331,16,7871,15054,13857,584,1483,64,3940,19928,11540,726,2570,285,2060,17181,8790,497,2556,692,965,13500,6088,234,1528,1542,373,9765,2808,85,705,2819,266,6683,609,11,190,3081,185,4076,50648,2379,9377,8508,27372,98284,29,0,11,11,13035,13086,481,29,13,9,11542,12074,11454,370,539,32,17181,29576,26423,1043,2428,79,8614,38587,23132,1361,4334,396,4636,33859,18014,927,4302,882,2250,26375,13072,457,2459,1945,888,18821,6578,206,1046,3469,463,11762,1773,40,287,3888,264,6252,100956,4433,15419,10711,58873,190392,Sydney - Northern Beaches
123,7,0,3,4,9382,9396,360,22,10,11,7825,8228,6330,305,298,21,8344,15298,10510,638,1071,30,3741,15990,11167,775,1750,138,1908,15738,9970,605,1636,337,801,13349,5098,230,710,413,279,6730,1956,91,213,468,93,2821,427,11,46,288,37,809,45825,2677,5737,1710,32410,88359,28,5,4,3,8838,8878,802,59,16,11,7335,8223,8308,567,512,30,7049,16466,11206,1053,1757,148,3294,17458,11341,1060,2620,410,1546,16977,8963,696,2403,1029,647,13738,3911,235,1025,1466,213,6850,1277,64,295,1975,107,3718,231,7,55,1362,41,1696,46067,3746,8687,6434,29070,94004,35,5,7,7,18220,18274,1162,81,26,22,15160,16451,14638,872,810,51,15393,31764,21716,1691,2828,178,7035,33448,22508,1835,4370,548,3454,32715,18933,1301,4039,1366,1448,27087,9009,465,1735,1879,492,13580,3233,155,508,2443,200,6539,658,18,101,1650,78,2505,91892,6423,14424,8144,61480,182363,Sydney - Outer South West
124,15,4,3,8,10468,10498,468,35,17,10,9492,10022,7347,412,376,12,10422,18569,11995,806,1450,62,5226,19539,12739,993,2424,160,3100,19416,12280,801,2453,379,1477,17390,6647,342,1116,550,599,9254,2809,126,360,687,230,4212,635,17,61,493,47,1253,54935,3536,8260,2361,41061,110153,16,9,8,6,10076,10115,887,74,22,0,8739,9722,9338,677,619,39,8693,19366,12795,1188,2343,153,4298,20777,13324,1269,3607,448,2517,21165,11184,839,3415,1224,1166,17828,5365,337,1715,1992,414,9823,1863,98,604,2770,198,5533,353,14,154,2126,106,2753,55125,4505,12487,8758,36207,117082,31,13,11,14,20544,20613,1355,109,39,10,18231,19744,16685,1089,995,51,19115,37935,24790,1994,3793,215,9524,40316,26063,2262,6031,608,5617,40581,23464,1640,5868,1603,2643,35218,12012,679,2831,2542,1013,19077,4672,224,964,3457,428,9745,988,31,215,2619,153,4006,110060,8041,20747,11119,77268,227235,Sydney - Outer West and Blue Mountains
125,48,7,5,6,12724,12790,1203,31,25,8,14149,15416,18248,574,669,24,17093,36608,19591,904,1609,69,6343,28516,17044,1135,2676,158,3762,24775,13326,827,2509,367,1915,18944,8844,454,1197,620,813,11928,4820,150,474,1067,385,6896,1101,28,79,795,87,2090,84225,4110,9243,3114,57271,157963,150,3,7,12,11391,11563,3052,117,78,14,11187,14448,21600,926,986,65,11661,35238,18895,1381,2641,286,4714,27917,16107,1303,3789,712,2805,24716,12230,907,3116,1631,1443,19327,7207,339,1426,2740,540,12252,3173,120,590,4355,329,8567,586,26,177,3447,152,4388,83000,5122,12810,13262,44222,158416,198,10,12,18,24115,24353,4255,148,103,22,25336,29864,39848,1500,1655,89,28754,71846,38486,2285,4250,355,11057,56433,33151,2438,6465,870,6567,49491,25556,1734,5625,1998,3358,38271,16051,793,2623,3360,1353,24180,7993,270,1064,5422,714,15463,1687,54,256,4242,239,6478,167225,9232,22053,16376,101493,316379,Sydney - Parramatta
126,4,0,6,0,5399,5409,167,9,0,4,6246,6426,4732,92,127,8,6517,11476,7905,215,477,17,2400,11014,8280,308,865,54,1599,11106,6680,270,866,132,961,8909,4135,148,479,206,368,5336,2765,65,176,484,185,3675,770,9,49,497,55,1380,35438,1116,3045,1402,23730,64731,12,0,0,0,4827,4839,376,9,4,6,6292,6687,5877,142,228,14,5383,11644,8741,351,831,57,2112,12092,8501,454,1327,195,1390,11867,6206,305,1442,554,853,9360,3671,137,760,1137,448,6153,1981,63,358,2105,285,4792,393,10,99,2078,229,2809,35758,1471,5049,6146,21819,70243,16,0,6,0,10226,10248,543,18,4,10,12538,13113,10609,234,355,22,11900,23120,16646,566,1308,74,4512,23106,16781,762,2192,249,2989,22973,12886,575,2308,686,1814,18269,7806,285,1239,1343,816,11489,4746,128,534,2589,470,8467,1163,19,148,2575,284,4189,71196,2587,8094,7548,45549,134974,Sydney - Ryde
127,38,12,3,13,14231,14297,668,26,21,9,12163,12887,10016,541,632,20,13142,24351,16579,1040,1714,62,5320,24715,17896,1258,2644,163,3251,25212,14114,841,2020,366,1285,18626,8212,471,1003,551,481,10718,4024,158,355,847,195,5579,754,26,34,496,44,1354,72301,4373,8426,2527,50112,137739,124,13,7,7,13114,13265,1997,134,84,7,10512,12734,13875,1111,1219,78,9619,25902,17920,1618,2879,301,4037,26755,17011,1570,3686,858,2478,25603,12582,983,2656,1943,1011,19175,6203,378,1090,2954,336,10961,2402,133,449,3808,157,6949,346,14,74,1943,60,2437,72460,5954,12144,11899,41324,143781,162,25,10,20,27345,27562,2665,160,105,16,22675,25621,23891,1652,1851,98,22761,50253,34499,2658,4593,363,9357,51470,34907,2828,6330,1021,5729,50815,26696,1824,4676,2309,2296,37801,14415,849,2093,3505,817,21679,6426,291,804,4655,352,12528,1100,40,108,2439,104,3791,144761,10327,20570,14426,91436,281520,Sydney - South West
128,4,5,0,0,6839,6848,142,8,4,4,6619,6777,4786,140,204,5,7614,12749,10059,407,845,31,3327,14669,10474,566,1478,89,1961,14568,9705,394,1381,233,918,12631,6201,204,677,372,294,7748,3436,92,261,638,166,4593,891,15,59,555,40,1560,45698,1831,4909,1927,27778,82143,13,0,4,3,6543,6563,323,16,11,5,6234,6589,6348,247,326,26,6228,13175,10967,642,1400,66,2641,15716,10788,740,2198,269,1461,15456,9102,474,1975,705,633,12889,5342,179,1182,1473,200,8376,2615,65,458,2796,144,6078,466,12,137,2331,91,3037,45964,2375,7691,7674,24175,87879,17,5,4,3,13382,13411,465,24,15,9,12853,13366,11134,387,530,31,13842,25924,21026,1049,2245,97,5968,30385,21262,1306,3676,358,3422,30024,18807,868,3356,938,1551,25520,11543,383,1859,1845,494,16124,6051,157,719,3434,310,10671,1357,27,196,2886,131,4597,91662,4206,12600,9601,51953,170022,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,4,0,0,0,0,4,4,0,4,0,0,8,5,0,3,0,3,11,11,0,0,0,0,11,9,0,3,0,0,12,0,0,0,0,0,0,33,0,10,0,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,3,3,3,19,9,0,0,5,0,14,4,0,0,10,0,14,0,0,3,0,0,3,29,0,6,18,3,56,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,0,0,0,0,7,7,0,4,0,0,11,15,0,6,3,6,30,20,0,0,5,0,25,13,0,3,10,0,26,0,0,3,0,0,3,62,0,16,18,12,108,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,385,385,13,8,3,0,680,704,192,67,37,0,1200,1496,255,154,144,7,812,1372,211,190,299,18,500,1218,323,129,267,36,208,963,291,58,166,40,69,624,55,7,32,26,26,146,16,0,4,23,6,49,1356,613,952,150,3886,6957,3,4,0,0,368,375,22,8,3,3,574,610,216,77,21,5,841,1160,175,94,106,15,340,730,193,88,187,17,189,674,363,54,169,52,79,717,208,13,68,35,22,346,28,5,14,45,3,95,10,0,3,57,3,73,1218,343,571,229,2419,4780,3,4,0,0,753,760,35,16,6,3,1254,1314,408,144,58,5,2041,2656,430,248,250,22,1152,2102,404,278,486,35,689,1892,686,183,436,88,287,1680,499,71,234,75,91,970,83,12,46,71,29,241,26,0,7,80,9,122,2574,956,1523,379,6305,11737,Special Purpose Codes SA4 (NSW)
201,7,3,3,5,5277,5295,100,3,7,7,4540,4657,2620,130,133,10,4736,7629,5184,397,688,31,2797,9097,6047,537,1349,78,1939,9950,6377,433,1558,200,1021,9589,4482,235,821,388,462,6388,2375,93,269,545,183,3465,533,17,36,393,48,1027,27725,1848,4864,1657,21003,57097,7,4,5,6,5042,5064,229,20,13,8,4369,4639,3333,218,265,24,4312,8152,5681,527,1064,82,2555,9909,6299,668,1914,227,1457,10565,6254,441,1922,646,695,9958,3987,189,857,1338,313,6684,1667,39,258,2193,170,4327,297,12,74,1589,81,2053,27754,2118,6372,6113,18994,61351,14,7,8,11,10319,10359,329,23,20,15,8909,9296,5953,348,398,34,9048,15781,10865,924,1752,113,5352,19006,12346,1205,3263,305,3396,20515,12631,874,3480,846,1716,19547,8469,424,1678,1726,775,13072,4042,132,527,2738,353,7792,830,29,110,1982,129,3080,55479,3966,11236,7770,39997,118448,Ballarat
202,5,5,3,3,4878,4894,122,9,3,0,4137,4271,2498,143,116,10,4412,7179,4999,374,659,31,2619,8682,5902,501,1284,91,1770,9548,6294,441,1472,193,971,9371,4395,223,837,320,460,6235,2429,73,248,552,201,3503,616,18,28,420,58,1140,27260,1787,4650,1620,19506,54823,13,0,5,3,4798,4819,230,24,9,4,4018,4285,3156,240,205,15,4023,7639,5465,489,960,75,2340,9329,6285,646,1885,233,1368,10417,6042,433,1884,625,664,9648,3946,174,921,1102,286,6429,1783,58,283,2028,173,4325,305,9,78,1675,89,2156,27225,2073,6230,5760,17759,59047,18,5,8,6,9676,9713,352,33,12,4,8155,8556,5654,383,321,25,8435,14818,10464,863,1619,106,4959,18011,12187,1147,3169,324,3138,19965,12336,874,3356,818,1635,19019,8341,397,1758,1422,746,12664,4212,131,531,2580,374,7828,921,27,106,2095,147,3296,54485,3860,10880,7380,37265,113870,Bendigo
203,14,6,5,3,8554,8582,203,17,7,11,7526,7764,5025,228,229,13,8749,14244,10211,667,1067,27,4740,16712,10768,834,2199,137,2727,16665,10903,643,2089,317,1283,15235,7843,281,1042,548,496,10210,4545,139,352,948,234,6218,1132,24,55,747,71,2029,50644,2839,7045,2751,34380,97659,18,4,6,5,7972,8005,428,31,15,4,7084,7562,6396,363,379,27,7791,14956,10937,978,1687,137,4094,17833,11148,1072,3170,378,2197,17965,10749,670,2789,1061,911,16180,7031,262,1398,2072,372,11135,3371,89,474,3697,225,7856,667,21,99,3021,166,3974,50745,3490,10017,10402,30812,105466,32,10,11,8,16526,16587,631,48,22,15,14610,15326,11421,591,608,40,16540,29200,21148,1645,2754,164,8834,34545,21916,1906,5369,515,4924,34630,21652,1313,4878,1378,2194,31415,14874,543,2440,2620,868,21345,7916,228,826,4645,459,14074,1799,45,154,3768,237,6003,101389,6329,17062,13153,65192,203125,Geelong
204,5,5,7,0,5799,5816,149,20,14,3,4086,4272,2634,155,147,6,4540,7482,5629,390,697,28,2867,9611,7040,622,1598,98,2002,11360,7821,547,1820,263,1068,11519,5710,287,922,438,465,7822,2957,114,290,639,212,4212,680,10,42,456,63,1251,32625,2150,5537,1931,21102,63345,17,3,0,0,5244,5264,276,23,3,3,3263,3568,3459,243,270,12,3962,7946,6297,601,1094,88,2368,10448,7591,727,2014,277,1452,12061,7668,442,1874,685,605,11274,4962,185,932,1457,276,7812,2079,67,295,2337,166,4944,334,14,69,1858,77,2352,32683,2305,6551,6717,17413,65669,22,8,7,0,11043,11080,425,43,17,6,7349,7840,6093,398,417,18,8502,15428,11926,991,1791,116,5235,20059,14631,1349,3612,375,3454,23421,15489,989,3694,948,1673,22793,10672,472,1854,1895,741,15634,5036,181,585,2976,378,9156,1014,24,111,2314,140,3603,65308,4455,12088,8648,38515,129014,Hume
