sa4_code,sa4_name,new_houses_num,new_oth_resial_building_num,tot_dwl_num,value_new_houses_aud000,value_new_oth_resial_building_aud000,value_alterations_additions_conversions_resial_building_aud000,value_tot_resial_building_aud000,value_non_resial_building_aud000,value_tot_building_aud000
101,Capital Region,753,224,990,202170.7,36028.5,46992.0,285191.2,117157.6,402348.8
102,Central Coast,499,132,647,135395.8,22555.8,61332.2,219283.8,117783.2,337067.0
103,Central West,777,124,912,215512.1,23569.8,30724.1,269806.0,177711.7,447517.7
104,Coffs Harbour - Grafton,337,71,419,82817.5,15229.9,27936.9,125984.4,101995.0,227979.3
105,Far West and Orana,280,33,318,72534.1,6557.7,13525.1,92616.9,97506.7,190123.7
106,Hunter Valley exc Newcastle,1447,330,1782,361965.8,53420.1,41042.9,456428.7,272159.3,728588.0
107,Illawarra,524,367,896,151212.5,69734.6,55288.0,276235.1,689049.3,965284.5
108,Mid North Coast,631,170,809,161178.1,27026.4,30632.0,218836.4,77559.7,296396.1
109,Murray,413,47,464,110578.5,13099.0,24806.5,148484.0,62934.6,211418.6
110,New England and North West,501,75,580,130746.3,13964.6,26309.0,171019.8,169532.3,340552.2
111,Newcastle and Lake Macquarie,813,359,1202,236213.5,66872.9,91777.3,394863.6,297550.9,692414.5
112,Richmond - Tweed,450,144,606,127316.5,32398.7,49457.6,209172.9,155877.8,365050.6
113,Riverina,393,59,452,103989.1,10238.4,25625.6,139853.0,188813.9,328666.9
114,Southern Highlands and Shoalhaven,528,110,642,139484.8,23279.1,35426.5,198190.4,98993.1,297183.5
115,Sydney - Baulkham Hills and Hawkesbury,538,524,1069,200489.0,193499.1,49717.9,443706.0,214109.0,657815.0
116,Sydney - Blacktown,1112,308,1421,278197.9,47355.8,17417.2,342970.9,202015.5,544986.5
117,Sydney - City and Inner South,103,3462,3690,31155.7,957933.4,116926.4,1106015.5,1727789.0,2833804.5
118,Sydney - Eastern Suburbs,346,276,639,207506.4,102955.4,189013.4,499475.1,620305.3,1119780.4
119,Sydney - Inner South West,684,1685,2398,218739.9,420614.2,81274.6,720628.7,231808.4,952437.1
120,Sydney - Inner West,182,2128,2322,91784.3,519001.3,95204.7,705990.4,91578.7,797569.1
121,Sydney - North Sydney and Hornsby,360,1640,2037,197559.8,501672.4,318091.1,1017323.2,613100.6,1630423.8
122,Sydney - Northern Beaches,294,432,733,182663.7,128890.5,164579.2,476133.3,103425.9,579559.3
123,Sydney - Outer South West,1053,277,1403,273210.9,53105.2,29896.6,356212.6,144393.2,500605.8
124,Sydney - Outer West and Blue Mountains,968,213,1194,253529.6,40081.3,54895.4,348506.3,197560.8,546067.1
125,Sydney - Parramatta,690,3505,4237,178717.8,725308.0,32658.8,936684.6,326335.8,1263020.2
126,Sydney - Ryde,273,952,1230,111399.7,259424.6,56938.2,427762.5,183429.7,611192.1
127,Sydney - South West,1380,485,1885,349532.3,82347.1,21597.7,453477.1,274885.8,728362.9
128,Sydney - Sutherland,265,77,352,101099.8,23110.0,62300.9,186510.6,106500.8,293011.5
201,Ballarat,1185,163,1355,266997.9,32914.5,41976.2,341888.6,109443.9,451332.6
202,Bendigo,1400,97,1503,333039.0,16979.4,36696.7,386715.2,123704.4,510419.6
203,Geelong,2219,261,2487,608253.2,49803.6,116749.1,774805.9,401877.2,1176683.1
204,Hume,1135,79,1225,278683.9,14332.0,47672.4,340688.3,201084.0,541772.3
205,Latrobe - Gippsland,1939,136,2085,482661.1,24381.6,76172.6,583215.4,193078.8,776294.1
206,Melbourne - Inner,502,10107,10875,269951.8,2810011.8,524014.6,3603978.2,3792292.8,7396271.0
207,Melbourne - Inner East,850,1279,2139,458215.0,358976.2,249930.8,1067121.9,806141.8,1873263.8
208,Melbourne - Inner South,869,1930,2851,396260.9,582095.9,270365.6,1248722.4,223456.4,1472178.8
209,Melbourne - North East,3547,1316,4921,877398.0,235737.3,119834.9,1232970.2,370370.6,1603340.8
210,Melbourne - North West,1912,1003,2922,474849.9,170236.4,53411.5,698497.8,540899.8,1239397.6
211,Melbourne - Outer East,1388,646,2051,376151.0,124877.0,131793.2,632821.2,326416.9,959238.1
212,Melbourne - South East,4576,1106,5705,1105924.2,229650.5,90036.9,1425611.8,709490.2,2135102.0
213,Melbourne - West,5022,1575,6629,1214039.4,280194.1,103425.6,1597659.0,689605.0,2287264.0
214,Mornington Peninsula,1419,344,1777,465411.8,64940.7,133487.9,663840.5,183512.0,847352.4
215,North West,587,20,609,140958.5,4552.0,26513.9,172024.4,131351.9,303376.3
216,Shepparton,592,34,629,148299.5,1423.3,21217.2,170940.0,87283.3,258223.2
217,Warrnambool and South West,681,28,719,177780.3,5373.4,36725.7,219879.4,90530.5,310409.9
301,Brisbane - East,773,83,858,203901.7,14609.0,42061.4,260572.0,117536.6,378108.7
302,Brisbane - North,470,806,1277,122932.9,154278.3,65376.8,342588.0,255689.6,598277.5
303,Brisbane - South,644,970,1626,219777.5,212690.5,118031.2,550499.3,509330.6,1059829.9
304,Brisbane - West,416,106,522,153601.6,22372.6,98128.7,274102.9,487921.2,762024.1
305,Brisbane Inner City,247,2617,2877,139827.4,710747.8,223574.1,1074149.2,773507.5,1847656.8
306,Cairns,851,37,896,224293.3,5561.9,151969.3,381824.5,171056.2,552880.6
307,Darling Downs - Maranoa,654,125,783,163494.1,21409.4,25854.4,210757.9,337786.1,548544.1
308,Fitzroy,1570,500,2071,436630.4,96372.5,43838.5,576841.4,442517.5,1019358.8
309,Gold Coast,1382,940,2328,411166.9,177200.7,80583.3,668950.9,657269.8,1326220.8
310,Ipswich,1832,550,2387,406637.7,76150.1,41016.9,523804.7,446449.0,970253.7
311,Logan - Beaudesert,1065,452,1517,217593.9,69444.8,39035.3,326074.0,131393.3,457467.3
312,Mackay,1469,414,1889,426433.9,94444.9,50990.8,571869.7,340143.8,912013.5
313,Moreton Bay - North,830,491,1336,188635.1,100328.2,27407.0,316370.3,64324.0,380694.3
314,Moreton Bay - South,1047,270,1318,234494.1,43135.3,29986.7,307616.0,74160.9,381776.9
315,Queensland - Outback,158,65,224,37684.2,9461.0,8325.1,55470.3,162008.8,217479.0
316,Sunshine Coast,1245,531,1789,364666.9,121563.6,80764.2,566994.7,317599.5,884594.2
317,Toowoomba,727,145,873,181606.1,22767.9,34783.0,239156.9,118029.2,357186.1
318,Townsville,1378,134,1532,357727.8,25174.6,79029.6,461932.0,589373.8,1051305.8
319,Wide Bay,1390,76,1468,298761.7,12227.5,39129.8,350119.0,112625.4,462744.4
401,Adelaide - Central and Hills,824,213,1044,232973.9,49932.4,129776.7,412683.0,2937330.8,3350013.8
402,Adelaide - North,2163,361,2530,402437.5,53218.5,30953.6,486609.6,374679.5,861289.1
403,Adelaide - South,1123,468,1605,250560.1,75077.7,76142.4,401780.2,298242.7,700022.9
404,Adelaide - West,636,555,1194,132474.9,130679.0,37524.9,300678.9,195444.5,496123.4
405,Barossa - Yorke - Mid North,679,8,689,137530.1,1130.0,24142.8,162803.0,60816.8,223619.8
406,South Australia - Outback,458,32,496,95804.8,4964.5,17011.5,117780.8,123051.9,240832.7
407,South Australia - South East,927,146,1076,197983.9,32615.6,42323.4,272923.0,119587.4,392510.4
501,Bunbury,1354,60,1418,360620.9,9556.3,42059.8,412237.0,,
502,Mandurah,803,9,813,196890.2,2116.9,9020.2,208027.3,,
503,Perth - Inner,437,781,1515,313542.1,245564.8,127559.0,686665.9,,
504,Perth - North East,1563,222,1792,365325.9,38242.1,46557.2,450125.3,,
505,Perth - North West,3052,472,3532,810159.9,113111.5,77751.1,1001022.5,,
506,Perth - South East,3393,476,3882,773347.8,129902.8,82023.4,985274.0,,
507,Perth - South West,2830,619,3450,751570.4,138195.0,85058.8,974824.2,,
508,Western Australia - Outback,1457,744,2205,586529.9,273860.0,108516.4,968906.3,,
509,Western Australia - Wheat Belt,595,50,646,150843.5,9870.1,31904.8,192618.5,,
601,Hobart,662,158,829,161002.7,24260.6,69799.7,255063.0,266883.0,521946.0
