SA4_MAIN11,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Emp_wkd_Tot_15_19,P_Emp_wkd_Tot_20_24,P_Emp_wkd_Tot_25_34,P_Emp_wkd_Tot_35_44,P_Emp_wkd_Tot_45_54,P_Emp_wkd_Tot_55_64,P_Emp_wkd_Tot_65_74,P_Emp_wkd_Tot_75_84,P_Emp_wkd_Tot_85ov,P_Emp_wkd_Tot_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Unem_look_Tot_15_19,P_Unem_look_Tot_20_24,P_Unem_look_Tot_25_34,P_Unem_look_Tot_35_44,P_Unem_look_Tot_45_54,P_Unem_look_Tot_55_64,P_Unem_look_Tot_65_74,P_Unem_look_Tot_75_84,P_Unem_look_Tot_85ov,P_Unem_look_Tot_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,SA4_NAME11
121,4125,8523,22063,22491,21331,13569,3262,373,51,95788,6386,1955,4154,7042,5539,7817,10559,8635,5393,57480,368,511,1525,1305,1016,883,653,680,706,7647,10879,10989,27742,30838,27886,22269,14474,9688,6150,160915,890,7390,33713,33061,30462,17453,3358,268,27,126622,5122,7153,7063,10873,10486,9150,4335,765,93,55040,379,494,1771,1649,1028,966,386,77,14,6764,178,342,536,555,580,342,118,50,19,2720,6569,15379,43083,46138,42556,27911,8197,1160,153,191146,156,518,1064,1043,1102,634,67,5,3,4592,1005,763,481,616,495,372,127,14,3,3876,1161,1281,1545,1659,1597,1006,194,19,6,8468,7730,16660,44628,47797,44153,28917,8391,1179,159,199614,13396,3936,5488,8199,7177,11677,18136,14830,7993,90832,807,1128,3203,2702,2157,1812,1281,1150,977,15217,21933,21724,53319,58698,53487,42406,27808,17159,9129,305663,Sydney - North Sydney and Hornsby
122,3098,4785,12167,15213,13995,8439,1927,191,22,59837,2981,812,2196,3987,2626,4542,7401,5993,3560,34098,179,243,691,727,559,521,435,499,495,4349,6258,5840,15054,19927,17180,13502,9763,6683,4077,98284,1014,5170,18128,21134,19023,10439,1789,127,17,76841,3920,3621,4886,8723,7849,6196,2685,383,33,38296,291,286,1029,1107,765,664,231,34,6,4413,177,240,402,426,434,263,92,32,14,2080,5402,9317,24445,31390,28071,17562,4797,576,70,121630,161,306,452,484,579,306,27,3,0,2318,531,255,258,424,291,261,70,9,0,2099,692,561,710,908,870,567,97,12,0,4417,6094,9878,25155,32298,28941,18129,4894,588,70,126047,6588,1617,2894,4733,3635,7153,13065,10368,5494,55547,405,580,1526,1556,1282,1094,861,806,689,8799,13087,12075,29575,38587,33858,26376,18820,11762,6253,190393,Sydney - Northern Beaches
123,4148,6035,11353,12351,12594,7023,739,53,6,54302,4358,1791,4447,4416,3696,6135,5709,3255,1347,35154,373,396,667,691,685,579,401,409,346,4547,8879,8222,16467,17458,16975,13737,6849,3717,1699,94003,2239,7353,16841,17556,18112,10662,1093,44,3,73903,3930,3383,4894,6311,5720,4158,998,89,7,29490,270,356,1040,745,719,705,96,19,6,3956,281,389,571,602,562,332,51,16,3,2807,6720,11481,23346,25214,25113,15857,2238,168,19,110156,786,883,985,764,673,432,8,0,0,4531,830,359,417,428,286,239,30,4,0,2593,1616,1242,1402,1192,959,671,38,4,0,7124,8336,12723,24748,26406,26072,16528,2276,172,19,117280,9098,2907,5660,5658,5254,9425,10517,5689,2016,56224,840,819,1356,1384,1388,1136,786,679,470,8858,18274,16449,31764,33448,32714,27089,13579,6540,2505,182362,Sydney - Outer South West
124,5192,7434,13814,15338,16195,9657,1299,96,16,69041,4547,1895,4825,4687,4160,7450,7991,4886,2336,42777,375,394,726,754,810,720,534,552,400,5265,10114,9723,19365,20779,21165,17827,9824,5534,2752,117083,2838,9179,20276,21145,22262,13647,1519,68,6,90940,5176,4180,6322,8307,7861,6118,1611,149,14,39738,360,485,1402,1085,1016,902,181,27,6,5464,346,414,607,634,606,386,73,21,11,3098,8720,14258,28607,31171,31745,21053,3384,265,37,139240,719,956,1004,811,748,512,32,3,0,4785,883,429,475,518,381,306,66,6,0,3064,1602,1385,1479,1329,1129,818,98,9,0,7849,10322,15643,30086,32500,32874,21871,3482,274,37,147089,9515,3226,6271,6184,5961,11824,14514,8558,3391,69444,776,876,1577,1631,1745,1523,1082,914,577,10701,20613,19745,37934,40315,40580,35218,19078,9746,4005,227234,Sydney - Outer West and Blue Mountains
125,3775,9207,22289,17479,16082,8954,1292,100,17,79195,7233,4311,10914,8987,7404,9434,10176,7585,3614,69658,555,931,2037,1449,1229,937,786,882,756,9562,11563,14449,35240,27915,24715,19325,12254,8567,4387,158415,1433,9232,34783,26874,23666,13117,1757,82,3,110947,4070,6834,10502,9103,7970,5485,1592,166,15,45737,310,557,1720,1145,854,791,180,32,14,5603,350,789,1292,915,838,425,118,24,7,4758,6163,17412,48297,38037,33328,19818,3647,304,39,167045,479,1316,2483,1697,1280,744,37,0,0,8036,1084,1046,990,839,676,426,58,10,10,5139,1563,2362,3473,2536,1956,1170,95,10,10,13175,7726,19774,51770,40573,35284,20988,3742,314,49,180220,15314,7959,15289,12724,11509,15317,18857,13596,5395,115960,1313,2131,4786,3134,2698,1966,1582,1551,1035,20196,24353,29864,71845,56431,49491,38271,24181,15461,6479,316376,Sydney - Parramatta
126,1898,4130,8816,9048,9246,5556,1069,110,8,39881,2814,2244,2366,2708,2275,3489,4828,4370,2516,27610,126,312,462,335,345,314,257,315,288,2754,4838,6686,11644,12091,11866,9359,6154,4795,2812,70245,491,3348,13451,12875,13035,7604,1145,65,11,52025,2288,3444,3312,4421,4695,3497,1336,233,19,23245,165,266,666,587,394,410,114,22,0,2624,82,187,262,273,286,157,50,15,7,1319,3026,7245,17691,18156,18410,11668,2645,335,37,79213,108,309,614,496,447,265,17,3,0,2259,512,694,362,304,242,174,32,6,4,2330,620,1003,976,800,689,439,49,9,4,4589,3646,8248,18667,18956,19099,12107,2694,344,41,83802,6315,4212,3464,3416,3174,5534,8306,7563,3717,45701,289,652,989,733,700,628,489,560,432,5472,10250,13112,23120,23105,22973,18269,11489,8467,4190,134975,Sydney - Ryde
127,4343,8453,15579,16005,15345,7389,765,77,5,67961,8365,3681,8928,9384,9012,10691,9300,6145,2077,67583,558,599,1396,1367,1244,1096,896,727,352,8235,13266,12733,25903,26756,25601,19176,10961,6949,2434,143779,1973,9314,24011,23214,22887,11813,1337,53,6,94608,4240,5150,6300,8494,7590,4437,924,115,10,37260,333,432,1260,932,930,595,113,19,4,4618,344,795,1228,1109,1127,598,107,24,0,5332,6890,15691,32799,33749,32534,17443,2481,211,20,141818,745,1471,1893,1464,1384,744,40,3,0,7744,1168,790,722,830,806,437,38,11,0,4802,1913,2261,2615,2294,2190,1181,78,14,0,12546,8803,17952,35414,36043,34724,18624,2559,225,20,154364,17515,6358,11965,12702,13435,16969,17388,10953,3231,110516,1244,1311,2875,2725,2654,2210,1733,1349,538,16639,27562,25621,50254,51470,50813,37803,21680,12527,3789,281519,Sydney - South West
128,3662,5646,10705,12416,12819,7873,1368,118,24,54631,2759,740,1979,2906,2223,4657,6663,5506,2648,30081,142,201,491,395,416,359,344,452,367,3167,6563,6587,13175,15717,15458,12889,8375,6076,3039,87879,1495,6509,16039,16671,17321,10605,1411,78,8,70137,4355,3687,4156,7239,6847,5364,1838,226,29,33741,268,363,1108,886,738,696,164,31,4,4258,192,275,377,405,381,252,69,26,8,1985,6310,10834,21680,25201,25287,16917,3482,361,49,110121,216,392,423,423,478,287,21,0,0,2240,619,249,183,281,224,187,44,12,3,1802,835,641,606,704,702,474,65,12,3,4042,7145,11475,22286,25905,25989,17391,3547,373,52,114163,5951,1453,2536,3526,3101,7312,11913,9554,3998,49344,313,437,1104,955,933,816,664,745,548,6515,13409,13365,25926,30386,30023,25519,16124,10672,4598,170022,Sydney - Sutherland
197,0,0,0,3,6,6,0,0,0,15,0,0,0,0,0,11,17,8,0,36,0,0,0,0,0,0,0,6,0,6,0,0,0,3,6,17,17,14,0,57,0,3,3,3,6,6,0,0,0,21,0,0,0,3,0,3,0,0,0,6,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,12,0,0,0,36,0,0,0,3,3,14,26,18,0,64,0,0,0,0,3,0,0,6,0,9,0,3,3,12,15,26,26,24,0,109,Migratory - Offshore - Shipping (NSW)
199,151,316,619,299,284,182,15,0,0,1866,168,223,369,277,282,450,271,64,45,2149,55,72,172,155,110,86,59,30,26,765,374,611,1160,731,676,718,345,94,71,4780,82,328,806,476,354,215,21,0,3,2285,73,191,266,168,162,112,29,0,0,1001,14,21,74,43,41,30,0,0,0,223,10,22,38,22,31,16,4,0,0,143,179,562,1184,709,588,373,54,0,3,3652,76,105,219,172,137,57,3,0,0,769,59,38,82,46,31,34,5,3,0,298,135,143,301,218,168,91,8,3,0,1067,314,705,1485,927,756,464,62,3,3,4719,326,400,637,601,593,858,725,175,72,4387,121,208,535,573,545,359,183,64,45,2633,761,1313,2657,2101,1894,1681,970,242,120,11739,Special Purpose Codes SA4 (NSW)
201,2613,3357,5681,7118,7914,4976,726,95,17,32497,2262,1090,2171,2456,2271,4580,5545,3788,1731,25894,189,190,300,334,381,401,413,444,308,2960,5064,4637,8152,9908,10566,9957,6684,4327,2056,61351,1074,3490,7677,8831,9990,5948,812,90,14,37926,2800,2426,2991,4583,4604,3887,958,132,16,22397,200,268,606,519,561,596,121,23,3,2897,174,156,200,267,254,178,66,35,8,1338,4248,6340,11474,14200,15409,10609,1957,280,41,64558,309,420,454,397,436,261,12,0,0,2289,522,257,241,252,202,164,33,3,3,1677,831,677,695,649,638,425,45,3,3,3966,5079,7017,12169,14849,16047,11034,2002,283,44,68524,4870,1843,2956,3445,3629,7658,10268,6728,2582,43979,412,435,656,710,839,853,801,783,456,5945,10361,9295,15781,19004,20515,19545,13071,7794,3082,118448,Ballarat
202,2605,3073,5245,6854,8136,4985,757,106,7,31768,2037,1048,2134,2169,1958,4311,5305,3725,1718,24405,176,163,261,305,326,352,367,494,429,2873,4818,4284,7640,9328,10420,9648,6429,4325,2154,59046,1100,3449,7246,8392,9776,5916,796,111,10,36796,2953,2024,2760,4431,4888,3953,1085,160,14,22268,193,247,532,520,613,592,132,12,5,2846,159,158,203,262,248,166,74,31,11,1312,4405,5878,10741,13605,15525,10627,2087,314,40,63222,268,363,396,332,317,266,9,5,0,1956,388,186,212,210,189,195,21,0,0,1401,656,549,608,542,506,461,30,5,0,3357,5061,6427,11349,14147,16031,11088,2117,319,40,66579,4290,1772,2889,3171,3222,7167,9800,6652,2620,41583,361,356,580,692,715,765,747,856,634,5706,9712,8555,14818,18010,19968,19020,12664,7827,3294,113868,Bendigo
203,4131,5835,10857,13030,13862,8179,1074,98,12,57078,3613,1487,3623,4237,3502,7435,9474,7024,3517,43912,263,241,474,566,601,565,586,734,446,4476,8007,7563,14954,17833,17965,16179,11134,7856,3975,105466,1528,5952,15110,16537,17236,9760,1068,91,9,67291,4769,4265,5327,8392,8320,6634,1754,204,13,39678,305,385,1127,1096,1024,959,195,32,7,5130,261,274,392,476,498,260,82,28,7,2278,6863,10876,21956,26501,27078,17613,3099,355,36,114377,448,703,816,655,664,418,16,3,0,3723,782,398,396,444,312,288,42,4,0,2666,1230,1101,1212,1099,976,706,58,7,0,6389,8093,11977,23168,27600,28054,18319,3157,362,36,120766,7891,2756,4976,5668,5276,11924,17038,12477,5299,73305,604,593,1056,1276,1300,1171,1150,1235,668,9053,16588,15326,29200,34544,34630,31414,21345,14074,6003,203124,Geelong
204,2723,2664,5497,7808,9651,6272,1147,154,28,35944,2374,773,2179,2311,2052,4602,6235,4320,2045,26891,167,131,271,328,358,401,429,469,279,2833,5264,3568,7947,10447,12061,11275,7811,4943,2352,65668,1460,3699,7635,9637,12137,7856,1396,242,26,44088,3149,1645,2831,4871,5385,4822,1512,233,33,24481,239,231,620,564,748,778,227,42,15,3464,168,159,264,329,334,233,100,40,9,1636,5016,5734,11350,15401,18604,13689,3235,557,83,73669,325,379,433,408,374,274,16,0,0,2209,413,147,218,261,231,195,23,0,0,1488,738,526,651,669,605,469,39,0,0,3697,5754,6260,12001,16070,19209,14158,3274,557,83,77366,4968,1258,2798,3257,3387,7749,11519,7767,3112,45815,359,322,628,733,824,887,841,832,407,5833,11081,7840,15427,20060,23420,22794,15634,9156,3602,129014,Hume
205,4260,4748,8781,11432,13756,9111,1548,227,36,53899,3663,1519,4032,3988,4039,8807,10858,7113,3234,47253,313,274,552,632,666,763,798,817,461,5276,8236,6541,13365,16052,18461,18681,13204,8157,3731,106428,2107,5865,11955,13841,16966,11161,1714,276,38,63923,4566,2714,4908,7480,8301,7287,2190,343,44,37833,315,354,1019,902,1156,1218,308,58,7,5337,272,285,427,530,516,349,155,52,16,2602,7260,9218,18309,22753,26939,20015,4367,729,105,109695,554,726,846,757,745,535,22,3,4,4192,686,260,392,428,345,322,51,4,0,2488,1240,986,1238,1185,1090,857,73,7,4,6680,8500,10204,19547,23938,28029,20872,4440,736,109,116375,7719,2497,5471,5767,6417,14430,20478,13108,4901,80788,691,641,1207,1352,1448,1596,1569,1449,726,10679,16910,13342,26225,31057,35894,36898,26487,15293,5736,207842,Latrobe - Gippsland
206,4343,18586,53100,30641,21544,12742,2332,246,38,143572,6063,7560,8083,7207,5478,8670,10797,8848,4241,66947,659,1979,4449,2458,1742,1446,1182,1182,805,15902,11065,28125,65632,40306,28764,22858,14311,10276,5084,226421,892,14814,78052,44686,30111,16342,2669,202,22,187790,4661,13658,18924,14694,10750,8357,2958,460,72,74534,331,1148,3467,2617,1388,1045,302,69,13,10380,209,666,1280,834,594,378,145,46,11,4163,6093,30286,101723,62831,42843,26122,6074,777,118,276867,247,1426,2985,1715,1213,711,44,10,0,8351,1437,2452,1530,835,578,446,100,11,0,7389,1684,3878,4515,2550,1791,1157,144,21,0,15740,7777,34164,106238,65381,44634,27279,6218,798,118,292607,12358,14280,12852,10283,8756,14106,18909,15659,6531,113734,1440,4440,10188,5705,4015,3268,2475,2116,1222,34869,21575,52884,129278,81369,57405,44653,27602,18573,7871,441210,Melbourne - Inner
207,4751,9427,16532,17844,19453,11935,2515,259,31,82747,6325,3446,3776,5981,5040,7946,11829,10038,5363,59744,266,478,811,674,688,607,667,933,1037,6161,11342,13351,21119,24499,25181,20488,15011,11230,6431,148652,641,7047,24163,24010,26293,15163,2629,196,16,100158,6070,8946,7064,10038,10603,8415,3588,574,49,55347,324,591,1288,1253,923,937,342,58,10,5726,226,455,560,531,635,393,125,41,16,2982,7261,17039,33075,35832,38454,24908,6684,869,91,164213,165,628,1086,835,850,476,43,3,0,4086,1301,1195,621,500,439,338,89,11,3,4497,1466,1823,1707,1335,1289,814,132,14,3,8583,8727,18862,34782,37167,39743,25722,6816,883,94,172796,13721,7208,5783,7306,6748,11692,19939,17501,8076,97974,618,1129,1950,1414,1487,1236,1272,1621,1461,12188,23066,27199,42515,45887,47978,38650,28027,20005,9631,282958,Melbourne - Inner East
208,4824,8881,19239,23064,21925,13263,2518,250,50,94014,5294,2562,4142,6639,4812,8145,11298,10674,6624,60190,326,470,1045,1087,910,818,802,1009,954,7421,10444,11913,24426,30790,27647,22226,14618,11933,7628,161625,982,7517,27983,31198,29737,16856,2502,188,23,116986,6193,7917,8092,13110,11930,9356,3459,541,62,60660,340,574,1595,1734,1160,1104,329,62,18,6916,273,481,638,670,689,431,163,53,19,3417,7788,16489,38308,46712,43516,27747,6453,844,122,187979,239,652,1125,927,894,569,39,5,0,4450,1115,885,563,555,466,361,110,14,3,4072,1354,1537,1688,1482,1360,930,149,19,3,8522,9142,18026,39996,48194,44876,28677,6602,863,125,196501,11841,5093,5817,8106,6601,12605,19317,17968,9982,97330,725,1161,2383,2255,1994,1670,1505,1709,1374,14776,21708,24280,48196,58555,53471,42952,27424,20540,11481,308607,Melbourne - Inner South
209,6560,11558,23053,24073,23070,12636,1573,126,26,102675,6726,3480,7463,8578,6633,11134,12928,9283,3886,70111,467,603,1383,1221,1037,987,970,1007,817,8492,13753,15641,31899,33872,30740,24757,15471,10416,4729,181278,2085,11462,33846,32802,30920,16991,2030,117,14,130267,7301,8711,10487,14671,12772,8944,2252,261,28,65427,411,693,2153,1820,1368,1200,239,24,11,7919,424,712,1148,1053,987,543,104,30,6,5007,10221,21578,47634,50346,46047,27678,4625,432,59,208620,584,1221,1659,1252,999,572,20,0,0,6307,1588,1067,817,774,556,330,51,4,4,5191,2172,2288,2476,2026,1555,902,71,4,4,11498,12393,23866,50110,52372,47602,28580,4696,436,63,220118,14610,6638,10191,11255,9637,17498,23384,16524,6036,115773,1049,1480,3087,2615,2299,1987,1776,1782,1183,17258,28052,31984,63388,66242,59538,48065,29856,18742,7282,353149,Melbourne - North East
210,4477,7521,14512,15924,15239,7793,958,89,11,66524,5938,2551,6528,7106,5718,8330,9744,7140,2604,55659,475,513,1098,1064,981,810,794,818,427,6980,10890,10585,22138,24094,21938,16933,11496,8047,3042,129163,1646,8318,22167,22212,21466,10916,1376,75,9,88185,4990,5357,6835,9416,8101,5461,1323,147,11,41641,291,402,1394,1170,1022,737,158,35,5,5214,336,644,916,852,792,430,114,25,13,4122,7263,14721,31312,33650,31381,17544,2971,282,38,139162,564,1028,1345,1049,875,396,19,6,0,5282,1036,495,568,611,402,232,27,0,0,3371,1600,1523,1913,1660,1277,628,46,6,0,8653,8863,16244,33225,35310,32658,18172,3017,288,38,147815,12429,4511,8643,9377,8453,12940,17744,12825,4129,91051,1002,1211,2357,2142,1959,1591,1453,1475,659,13849,22294,21966,44225,46829,43070,32703,22214,14588,4826,252715,Melbourne - North West
211,8674,12446,22217,26840,28949,18067,2604,202,23,120022,7276,2278,6353,8398,6353,11990,15439,10279,4939,73305,369,364,721,892,855,900,866,964,877,6808,16319,15088,29291,36130,36157,30957,18909,11445,5839,200135,3080,13652,33711,35828,38699,23196,2956,132,22,151276,10027,9071,9864,16641,16324,12896,3845,424,21,79113,578,729,2035,1931,1811,1733,396,51,8,9272,539,681,863,1029,1003,600,178,29,13,4935,14224,24133,46473,55429,57837,38425,7375,636,64,244596,585,1057,1235,1117,1062,731,50,4,3,5844,1886,676,581,801,609,440,76,14,3,5086,2471,1733,1816,1918,1671,1171,126,18,6,10930,16695,25866,48289,57347,59508,39596,7501,654,70,255526,15719,4375,8202,10464,8834,18238,27557,18228,7397,119014,785,862,1656,1979,1887,1819,1641,1657,1251,13537,33199,31103,58147,69790,70229,59653,36699,20539,8718,388077,Melbourne - Outer East
212,9180,16454,32799,33980,31948,17203,2463,234,41,144302,12121,6487,13173,13247,10323,16359,19505,13621,5739,110575,747,956,1943,1779,1570,1403,1330,1330,825,11883,22048,23897,47915,49006,43841,34965,23298,15185,6605,266760,3352,17004,49694,48473,45847,24559,3055,188,19,192191,10268,12571,16260,19155,16453,11609,3512,455,49,90332,529,934,2672,2095,1876,1637,370,49,3,10165,637,1163,1833,1631,1521,850,195,59,24,7913,14786,31672,70459,71354,65697,38655,7132,751,95,300601,1011,2043,3101,2328,1909,1065,76,10,3,11546,2549,1867,1410,1357,960,611,87,18,0,8859,3560,3910,4511,3685,2869,1676,163,28,3,20405,18346,35582,74970,75039,68566,40331,7295,779,98,321006,25962,12320,17452,17080,15014,25137,35222,24609,8825,181621,1742,2347,4350,3739,3276,2811,2547,2381,1217,24410,46050,50249,96772,95858,86856,68279,45064,27769,10140,527037,Melbourne - South East
213,7917,15012,36280,34179,28034,13204,1218,110,29,135983,10352,5258,13897,13253,10026,15262,13928,9454,3735,95165,988,1261,2871,2367,1951,1663,1340,1141,653,14235,19257,21531,53048,49799,40011,30129,16486,10705,4417,245383,2865,15923,54229,49733,40156,19892,1818,73,16,184705,8705,10782,16471,18104,14141,8735,1720,161,18,78837,455,849,3176,2516,1804,1356,246,31,7,10440,537,1187,1967,1652,1399,762,145,40,11,7700,12562,28741,75843,72005,57500,30745,3929,305,52,281682,1096,2132,3556,2686,2060,1076,46,10,3,12665,2016,1341,1511,1348,928,609,65,7,5,7830,3112,3473,5067,4034,2988,1685,111,17,8,20495,15674,32214,80910,76039,60488,32430,4040,322,60,302177,21781,9497,18643,17679,14782,24106,26147,16525,5692,154852,2048,2914,6442,5159,4162,3419,2594,2026,1048,29812,39503,44625,105995,98877,79432,59955,32781,18873,6800,486841,Melbourne - West
214,4568,5888,10687,14088,14666,9431,1612,126,19,61085,3578,1325,3838,4797,3711,7653,11242,7654,3248,47046,365,334,602,794,784,747,840,953,855,6274,8511,7547,15127,19679,19161,17831,13694,8733,4122,114405,2142,6962,15494,18115,18974,11217,1589,74,13,74580,5170,3894,5160,8960,8591,7227,2376,267,17,41662,260,378,1032,1058,1038,1032,271,38,9,5116,345,417,480,573,555,328,105,44,3,2850,7917,11651,22166,28706,29158,19804,4341,423,42,124208,488,680,739,740,696,465,24,7,3,3842,858,286,340,509,388,326,73,3,4,2787,1346,966,1079,1249,1084,791,97,10,7,6629,9263,12617,23245,29955,30242,20595,4438,433,49,130837,7622,2231,4883,6223,5451,11850,19884,13952,5217,77313,759,713,1315,1657,1659,1480,1596,1653,1222,12054,17644,15561,29443,37835,37352,33925,25918,16038,6488,220204,Mornington Peninsula
215,2424,2448,4848,6676,7998,5148,1032,168,20,30762,2158,937,2269,2250,2064,4041,5722,4622,2254,26317,218,169,345,381,388,423,417,535,326,3202,4800,3554,7462,9307,10450,9612,7171,5325,2600,60281,1261,3480,6871,8385,10753,6957,1318,250,27,39302,2661,1300,2685,4110,4349,3643,1259,252,30,20289,157,152,475,458,555,633,185,61,9,2685,162,191,223,318,343,234,113,42,11,1637,4241,5123,10254,13271,16000,11467,2875,605,77,63913,280,372,453,439,342,216,7,0,0,2109,321,139,171,204,167,146,23,3,0,1174,601,511,624,643,509,362,30,3,0,3283,4842,5634,10878,13914,16509,11829,2905,608,77,67196,4627,1428,3019,3321,3559,6875,10429,8221,3401,44880,451,376,740,863,892,921,858,927,500,6528,9920,7438,14637,18098,20960,19625,14192,9756,3978,118604,North West
216,2102,2193,4428,5985,6717,4276,755,88,13,26557,1906,821,1921,1846,1639,3434,4701,3495,1640,21403,178,162,335,358,326,323,334,433,252,2701,4186,3176,6684,8189,8682,8033,5790,4016,1905,50661,1037,2930,6079,7623,8948,5422,892,126,22,33079,2383,1122,2263,3660,3591,3140,1000,135,12,17306,148,139,461,432,572,595,137,33,6,2523,157,116,202,297,265,167,75,33,3,1315,3725,4307,9005,12012,13376,9324,2104,327,43,54223,268,335,440,342,287,192,7,0,0,1871,299,133,159,171,125,117,18,0,0,1022,567,468,599,513,412,309,25,0,0,2893,4292,4775,9604,12525,13788,9633,2129,327,43,57116,3977,1220,2576,2771,2780,5586,8894,6351,2524,36679,381,346,677,781,745,680,714,757,398,5479,8650,6341,12857,16077,17313,15899,11737,7435,2965,99274,Shepparton
217,2289,2141,4284,5907,7032,4555,898,152,22,27280,1641,685,1619,1614,1543,3263,4416,3459,1724,19964,137,88,193,256,274,330,339,419,285,2321,4067,2914,6096,7777,8849,8148,5653,4030,2031,49565,1108,2812,5969,7282,8898,5767,1130,173,21,33160,2745,1347,2351,3866,4160,3488,1095,213,24,19289,155,149,490,441,576,610,162,36,10,2629,172,131,206,265,299,199,118,45,19,1454,4180,4439,9016,11854,13933,10064,2505,467,74,56532,189,275,291,268,241,160,7,0,0,1431,311,106,124,154,155,126,22,0,0,998,500,381,415,422,396,286,29,0,0,2429,4680,4820,9431,12276,14329,10350,2534,467,74,58961,3552,1038,2075,2254,2472,5408,7943,6046,2555,33343,298,221,463,571,623,701,634,732,420,4663,8530,6079,11969,15101,17424,16459,11111,7245,3049,96967,Warrnambool and South West
