SA4_MAIN11,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot,SA4_NAME11
199,77,333,662,396,245,254,143,25,11,2146,19,49,84,85,57,41,16,9,0,360,81,120,245,291,293,219,157,21,6,1433,33,37,77,85,84,82,74,10,0,482,25,20,41,60,62,64,70,33,4,379,0,7,10,13,17,10,3,4,0,64,64,135,376,443,460,287,159,46,28,1998,299,701,1495,1373,1218,957,622,148,49,6862,99,369,706,324,195,183,66,10,6,1958,22,33,59,44,37,42,20,0,3,260,57,82,141,150,216,256,96,16,8,1022,37,29,45,38,47,80,52,11,4,343,10,11,15,15,34,45,27,12,13,182,4,0,0,7,6,6,3,3,0,29,57,87,191,153,137,105,82,39,38,889,286,611,1157,731,672,717,346,91,72,4683,176,702,1368,720,440,437,209,35,17,4104,41,82,143,129,94,83,36,9,3,620,138,202,386,441,509,475,253,37,14,2455,70,66,122,123,131,162,126,21,4,825,Special Purpose Codes SA4 (NSW)
201,964,2854,4280,3905,2911,2937,1505,619,147,20122,404,552,1035,1803,2218,1561,559,250,34,8416,505,651,1229,1925,2665,2205,1397,532,115,11224,249,204,412,625,1019,1238,987,426,86,5246,85,67,157,244,355,782,1157,928,366,4141,8,20,38,35,35,46,31,23,8,244,248,298,468,559,743,806,747,687,272,4828,2463,4646,7619,9096,9946,9575,6383,3465,1028,54221,1225,3437,5739,5476,4002,3019,1357,650,211,25116,238,397,797,1817,2605,1851,851,353,97,9006,346,404,867,1505,2128,2403,1548,711,222,10134,140,102,247,446,917,1121,898,514,203,4588,46,42,98,147,256,816,1145,1173,725,4448,3,7,28,28,37,30,25,26,11,195,219,239,364,476,613,716,856,901,584,4968,2217,4628,8140,9895,10558,9956,6680,4328,2053,58455,2189,6291,10019,9381,6913,5956,2862,1269,358,45238,642,949,1832,3620,4823,3412,1410,603,131,17422,851,1055,2096,3430,4793,4608,2945,1243,337,21358,389,306,659,1071,1936,2359,1885,940,289,9834,Ballarat
202,871,2470,3829,3728,2862,3071,1516,667,193,19207,405,546,879,1672,2259,1476,568,213,35,8053,512,656,1331,1802,2461,2268,1260,547,123,10960,220,190,358,561,890,1107,1072,457,86,4941,85,103,196,234,347,735,1121,951,387,4159,8,12,30,45,50,32,23,11,8,219,220,284,551,640,675,684,675,653,308,4690,2321,4261,7174,8682,9544,9373,6235,3499,1140,52229,1159,3095,5276,5264,4127,3076,1355,649,200,24201,260,373,741,1599,2468,1762,774,333,72,8382,343,437,940,1419,2173,2281,1477,710,220,10000,139,104,213,422,814,1112,929,542,183,4458,52,58,106,126,280,752,1143,1109,803,4429,0,7,25,43,30,26,15,9,12,167,206,201,333,448,525,633,734,971,664,4715,2159,4275,7634,9321,10417,9642,6427,4323,2154,56352,2030,5565,9105,8992,6989,6147,2871,1316,393,43408,665,919,1620,3271,4727,3238,1342,546,107,16435,855,1093,2271,3221,4634,4549,2737,1257,343,20960,359,294,571,983,1704,2219,2001,999,269,9399,Bendigo
203,1637,4942,8811,8005,5616,5489,2779,1406,412,39097,614,1063,1727,3635,4488,2703,1031,488,96,15845,723,831,1880,2697,3567,3421,2142,968,250,16479,308,213,538,870,1208,1433,1457,672,208,6907,113,123,235,321,520,1035,1686,1553,579,6165,19,27,46,61,70,68,101,71,31,494,400,535,985,1117,1186,1082,1012,1054,450,7821,3814,7734,14222,16706,16655,15231,10208,6212,2026,92808,1878,5768,11213,10634,7255,5332,2495,1311,503,46389,401,659,1267,3192,4568,3011,1516,649,181,15444,475,585,1301,2200,3367,3803,2467,1349,489,16036,175,140,354,721,1226,1747,1450,953,431,7197,55,66,164,239,487,1173,1883,1938,1332,7337,7,7,41,49,81,81,118,125,60,569,319,317,596,785,967,1023,1198,1525,977,7707,3310,7542,14936,17820,17951,16170,11127,7850,3973,100679,3515,10710,20024,18639,12871,10821,5274,2717,915,85486,1015,1722,2994,6827,9056,5714,2547,1137,277,31289,1198,1416,3181,4897,6934,7224,4609,2317,739,32515,483,353,892,1591,2434,3180,2907,1625,639,14104,Geelong
204,995,2178,3661,3685,3067,3529,1858,797,196,19966,461,664,1183,2065,2676,1856,704,299,59,9967,667,866,1551,2393,3313,2926,1803,744,169,14432,242,213,419,614,1124,1413,1221,520,137,5903,64,74,145,229,381,956,1417,1117,419,4802,5,12,17,44,45,52,35,46,12,268,226,250,487,574,748,787,781,688,262,4803,2660,4257,7463,9604,11354,11519,7819,4211,1254,60141,982,2335,5355,5538,4516,3405,1718,829,290,24968,282,425,860,2064,2987,2070,989,415,95,10187,396,476,1044,1791,2803,2975,1972,895,287,12639,140,110,261,412,858,1292,1066,582,246,4967,58,30,88,142,239,777,1209,1257,834,4634,0,10,9,22,33,44,58,31,30,237,203,168,330,467,619,709,794,933,565,4788,2061,3554,7947,10436,12055,11272,7806,4942,2347,62420,1977,4513,9016,9223,7583,6934,3576,1626,486,44934,743,1089,2043,4129,5663,3926,1693,714,154,20154,1063,1342,2595,4184,6116,5901,3775,1639,456,27071,382,323,680,1026,1982,2705,2287,1102,383,10870,Hume
205,1128,3221,5974,5245,4282,5072,2991,1401,332,29646,831,1263,2209,3362,4194,3146,1262,511,89,16867,1036,1177,2421,3623,5050,4745,3065,1183,206,22506,377,346,765,1114,1816,2274,2037,805,183,9717,140,164,307,412,692,1512,2464,1998,698,8387,18,26,34,50,72,64,91,41,20,416,465,576,1133,1194,1313,1399,1366,1194,475,9115,3995,6773,12843,15000,17419,18212,13276,7133,2003,96654,1491,4301,8648,7959,6309,5374,2524,1253,433,38292,537,824,1588,3229,4718,3562,1646,734,153,16991,667,753,1725,2787,4123,4876,3311,1341,413,19996,301,226,492,874,1581,2174,1838,1023,381,8890,84,87,195,269,600,1365,2295,2205,1451,8551,6,11,37,53,58,64,69,79,24,401,403,322,660,875,1063,1261,1516,1519,871,8490,3489,6524,13345,16046,18452,18676,13199,8154,3726,101611,2619,7522,14622,13204,10591,10446,5515,2654,765,67938,1368,2087,3797,6591,8912,6708,2908,1245,242,33858,1703,1930,4146,6410,9173,9621,6376,2524,619,42502,678,572,1257,1988,3397,4448,3875,1828,564,18607,Latrobe - Gippsland
206,3870,19975,52036,30784,18207,13103,5766,2281,639,146661,450,940,2372,3193,3472,1922,855,367,110,13681,378,719,2046,2375,2615,2072,1381,712,240,12538,150,177,421,548,763,900,762,504,155,4380,62,103,213,300,612,1215,2343,2476,888,8212,25,69,177,138,180,268,398,524,124,1903,866,2719,6351,3709,2772,2291,1771,1424,627,22530,5801,24702,63616,41047,28621,21771,13276,8288,2783,209905,4674,24176,56983,32563,19344,12799,4950,2200,883,158572,417,825,1643,2294,3195,2479,1154,502,205,12714,277,529,1358,1579,2233,2592,1546,939,497,11550,113,113,245,389,688,879,806,618,358,4209,48,106,251,429,722,1703,3317,3226,1647,11449,19,67,175,184,340,451,729,947,287,3199,730,2256,4941,2838,2222,1927,1792,1838,1198,19742,6278,28072,65596,40276,28744,22830,14294,10270,5075,221435,8544,44151,109019,63347,37551,25902,10716,4481,1522,305233,867,1765,4015,5487,6667,4401,2009,869,315,26395,655,1248,3404,3954,4848,4664,2927,1651,737,24088,263,290,666,937,1451,1779,1568,1122,513,8589,Melbourne - Inner
207,3329,11939,18087,16789,16529,12477,6673,3476,1129,90428,304,460,820,1913,2617,1768,1159,743,210,9994,300,368,774,1201,1729,1615,1758,1055,357,9157,117,95,186,277,431,583,812,554,206,3261,45,63,110,151,285,659,1476,1637,617,5043,11,43,89,92,127,137,172,225,40,936,407,798,1317,956,1070,915,959,1080,637,8139,4513,13766,21383,21379,22788,18154,13009,8770,3196,126958,3522,12070,18988,20607,18657,12305,5689,3228,1478,96544,218,286,499,1560,2882,2696,1969,1117,455,11682,204,193,389,947,1747,2522,2482,1779,914,11177,71,49,112,228,397,798,1087,858,526,4126,43,47,87,169,359,1072,2296,2323,1360,7756,11,26,57,100,137,188,302,428,161,1410,330,633,976,873,981,898,1167,1487,1533,8878,4399,13304,21108,24484,25160,20479,14992,11220,6427,141573,6851,24009,37075,37396,35186,24782,12362,6704,2607,186972,522,746,1319,3473,5499,4464,3128,1860,665,21676,504,561,1163,2148,3476,4137,4240,2834,1271,20334,188,144,298,505,828,1381,1899,1412,732,7387,Melbourne - Inner East
208,2843,10166,19156,20684,16742,12755,6008,3155,1248,92757,416,634,1273,2836,3696,2573,1323,747,256,13754,479,534,1270,2127,2878,2445,1888,1194,490,13305,148,133,282,438,670,899,863,611,307,4351,75,46,139,187,326,692,1391,1532,737,5125,8,28,81,88,86,107,176,166,44,784,471,791,1547,1388,1412,1249,1150,1193,772,9973,4440,12332,23748,27748,25810,20720,12799,8598,3854,140049,2954,10522,21358,24966,18646,12260,5367,3217,1554,100844,275,372,774,2517,4065,3240,1913,1207,514,14877,261,289,741,1434,2565,3311,2593,1964,1169,14327,111,78,126,291,609,1007,1110,1021,665,5018,41,42,102,151,349,991,1983,2341,1708,7708,5,30,64,88,94,147,233,250,106,1017,377,556,1251,1330,1305,1264,1413,1917,1909,11322,4024,11889,24416,30777,27633,22220,14612,11917,7625,155113,5797,20688,40514,45650,35388,25015,11375,6372,2802,193601,691,1006,2047,5353,7761,5813,3236,1954,770,28631,740,823,2011,3561,5443,5756,4481,3158,1659,27632,259,211,408,729,1279,1906,1973,1632,972,9369,Melbourne - Inner South
209,3376,11971,22658,19388,13161,9771,4003,1630,429,86387,918,1431,2449,4887,5799,2940,1036,404,86,19950,973,1285,2859,4317,5089,4090,2374,984,251,22222,364,329,846,1204,1615,2031,1508,670,220,8787,113,128,352,561,1013,2356,3549,2802,874,11748,11,51,170,164,251,392,501,474,110,2124,694,1075,2130,1827,1853,1717,1406,1362,580,12644,6449,16270,31464,32348,28781,23297,14377,8326,2550,163862,3931,13053,26052,23280,14759,8591,2991,1365,442,94464,559,799,1651,4340,6277,3428,1172,555,150,18931,565,643,1638,3016,4940,4944,2551,1292,433,20022,209,198,426,870,1557,2250,1622,905,389,8426,70,79,299,520,1102,3253,4641,3750,1734,15448,9,45,137,180,399,535,744,802,214,3065,562,775,1669,1642,1684,1737,1741,1743,1363,12916,5905,15592,31872,33848,30718,24738,15462,10412,4725,173272,7307,25024,48710,42668,27920,18362,6994,2995,871,180851,1477,2230,4100,9227,12076,6368,2208,959,236,38881,1538,1928,4497,7333,10029,9034,4925,2276,684,42244,573,527,1272,2074,3172,4281,3130,1575,609,17213,Melbourne - North East
210,2462,7531,14573,12047,8562,5523,2615,1103,283,54699,756,1164,1975,3611,4098,2043,734,320,57,14758,948,1216,2478,3505,4171,3159,1707,757,192,18133,420,347,798,1131,1447,1540,1128,546,144,7501,154,172,567,789,1035,1889,2863,2296,616,10381,17,55,179,198,299,370,450,359,91,2018,680,840,1480,1432,1507,1233,1213,1157,403,9945,5437,11325,22050,22713,21119,15757,10710,6538,1786,117435,2817,8173,16650,14659,9154,4854,1883,945,289,59424,496,720,1403,3441,4480,2318,832,353,81,14124,588,669,1562,2596,3769,3586,1937,976,266,15949,213,182,494,859,1419,1637,1190,726,232,6952,98,128,484,862,1216,2631,3524,2915,1117,12975,15,46,156,252,449,577,698,644,197,3034,589,624,1353,1390,1426,1319,1428,1476,857,10462,4816,10542,22102,24059,21913,16922,11492,8035,3039,122920,5279,15704,31223,26706,17716,10377,4498,2048,572,114123,1252,1884,3378,7052,8578,4361,1566,673,138,28882,1536,1885,4040,6101,7940,6745,3644,1733,458,34082,633,529,1292,1990,2866,3177,2318,1272,376,14453,Melbourne - North West
211,3621,11013,19295,18244,14754,12680,6330,2731,698,89366,1127,1801,3069,6233,7526,4710,1895,785,170,27316,1375,1834,3724,5475,7147,5826,3741,1521,363,31006,462,466,1031,1526,2115,2368,2195,890,252,11305,152,160,422,516,694,1373,2149,1705,677,7848,14,46,102,163,198,165,130,119,41,978,533,639,1194,1485,1621,1558,1348,1340,672,10390,7284,15959,28837,33642,34055,28680,17788,9091,2873,178209,4269,12207,23557,23777,17766,11989,5043,2441,824,101873,719,1049,1868,5703,8191,5526,2389,995,249,26689,787,955,2063,3838,6082,7312,4598,2115,743,28493,256,204,512,989,1793,2689,2174,1236,579,10432,93,100,233,370,698,1732,2752,2430,1556,9964,9,33,87,141,226,189,233,231,125,1274,467,493,946,1296,1373,1500,1715,1986,1760,11536,6600,15041,29266,36114,36129,30937,18904,11434,5836,190261,7890,23220,42852,42021,32520,24669,11373,5172,1522,191239,1846,2850,4937,11936,15717,10236,4284,1780,419,54005,2162,2789,5787,9313,13229,13138,8339,3636,1106,59499,718,670,1543,2515,3908,5057,4369,2126,831,21737,Melbourne - Outer East
212,5404,18727,33556,26055,19564,14086,7149,3357,778,128676,1476,2182,4109,6933,7137,4107,1806,807,164,28721,1895,2432,5168,7187,8296,6340,3794,1715,427,37254,720,649,1472,2223,2811,2767,2241,1089,283,14255,282,338,893,1175,1790,2920,3952,3190,984,15524,69,138,486,566,685,644,587,453,117,3745,1182,1749,3109,2667,2685,2416,2212,1965,780,18765,11028,26215,48793,46806,42968,33280,21741,12576,3533,246940,5910,18935,36931,30423,20853,12686,5690,2876,896,135200,1048,1401,2799,6360,7314,4639,2179,1009,254,27003,1149,1443,3241,5684,7464,7103,4535,2198,762,33579,482,381,963,1865,2627,3101,2306,1440,578,13743,163,219,840,1407,2163,4027,5145,4174,2105,20243,29,139,559,724,862,948,923,868,336,5388,917,1265,2503,2471,2500,2426,2493,2607,1674,18856,9698,23783,47836,48934,43783,34930,23271,15172,6605,254012,11314,37662,70487,56478,40417,26772,12839,6233,1674,263876,2524,3583,6908,13293,14451,8746,3985,1816,418,55724,3044,3875,8409,12871,15760,13443,8329,3913,1189,70833,1202,1030,2435,4088,5438,5868,4547,2529,861,27998,Melbourne - South East
213,4506,15434,35979,27624,15970,10492,4079,1374,334,115792,1220,2061,4392,7172,6903,3444,953,356,82,26583,1708,2218,5292,6672,7784,5739,2401,890,246,32950,676,616,1345,1915,2733,2839,1706,729,183,12742,234,306,767,1170,2008,3708,4263,2764,793,16013,28,87,293,427,584,670,633,544,142,3408,1279,2247,4806,4048,3398,2908,2237,1512,596,23031,9651,22969,52874,49028,39380,29800,16272,8169,2376,230519,4899,16295,40841,31182,16816,8786,2874,1231,337,123261,910,1465,3133,6196,7050,3488,1006,403,106,23757,1031,1431,3360,5371,7233,6155,2514,1152,351,28598,464,344,890,1739,2689,3103,1737,995,420,12381,144,217,731,1396,2397,4856,5110,3837,1715,20403,22,74,365,595,819,910,906,1007,338,5036,1161,1603,3657,3254,2958,2802,2318,2071,1148,20972,8631,21429,52977,49733,39962,30100,16465,10696,4415,234408,9405,31729,76820,58806,32786,19278,6953,2605,671,239053,2130,3526,7525,13368,13953,6932,1959,759,188,50340,2739,3649,8652,12043,15017,11894,4915,2042,597,61548,1140,960,2235,3654,5422,5942,3443,1724,603,25123,Melbourne - West
214,1754,4488,7893,8238,6394,6148,4073,2155,635,41778,694,1167,1919,3618,4053,2645,1399,666,139,16300,968,1314,2578,3768,4498,3714,2589,1249,327,21005,360,390,722,1034,1445,1528,1440,724,183,7826,141,150,291,312,447,829,1362,1217,463,5212,16,20,46,56,55,54,64,50,14,375,476,466,865,1122,1290,1173,1294,1231,601,8518,4409,7995,14314,18148,18182,16091,12221,7292,2362,101014,1920,5281,10701,11267,8080,6268,3759,1870,625,49771,445,728,1418,3362,4287,3126,1789,814,209,16178,619,799,1665,2795,3867,4380,3234,1583,522,19464,232,206,413,848,1323,1701,1522,985,403,7633,76,80,137,262,407,1084,1775,1687,1010,6518,5,15,38,63,67,52,73,81,25,419,421,413,747,1066,1121,1210,1536,1707,1326,9547,3718,7522,15119,19663,19152,17821,13688,8727,4120,109530,3674,9769,18594,19505,14474,12416,7832,4025,1260,91549,1139,1895,3337,6980,8340,5771,3188,1480,348,32478,1587,2113,4243,6563,8365,8094,5823,2832,849,40469,592,596,1135,1882,2768,3229,2962,1709,586,15459,Mornington Peninsula
215,646,1791,3413,3121,2289,2245,1016,514,136,15171,497,781,1138,1892,2634,1729,634,249,41,9595,599,676,1373,1980,2965,2570,1585,656,129,12533,222,209,410,682,1175,1407,1198,584,126,6013,96,98,220,282,517,1124,1662,1576,612,6187,6,17,51,73,81,65,74,62,16,445,261,296,568,756,847,862,845,782,316,5533,2327,3868,7173,8786,10508,10002,7014,4423,1376,55477,828,2157,4791,4462,3290,2257,938,543,225,19491,302,439,848,2016,2845,1884,868,398,105,9705,385,491,940,1514,2376,2564,1801,905,273,11249,179,165,299,520,852,1210,1101,677,262,5265,77,55,136,190,374,918,1497,1664,1060,5971,13,18,32,61,49,70,86,72,41,442,275,213,409,527,654,710,876,1067,634,5365,2059,3538,7455,9290,10440,9613,7167,5326,2600,57488,1474,3948,8204,7583,5579,4502,1954,1057,361,34662,799,1220,1986,3908,5479,3613,1502,647,146,19300,984,1167,2313,3494,5341,5134,3386,1561,402,23782,401,374,709,1202,2027,2617,2299,1261,388,11278,North West
216,576,1456,2836,2690,1837,1778,880,435,103,12591,386,570,945,1773,2047,1297,509,203,40,7770,509,570,1202,1801,2550,2056,1314,549,122,10673,240,193,426,621,997,1198,1061,423,80,5239,116,94,233,266,423,861,1364,1109,416,4882,9,19,55,73,79,44,78,62,25,444,236,248,466,659,693,630,739,638,272,4581,2072,3150,6163,7883,8626,7864,5945,3419,1058,46180,679,2005,4299,3977,2651,1843,784,429,142,16809,247,364,720,1615,2280,1541,741,333,76,7917,297,387,825,1409,2044,2171,1458,767,211,9569,119,123,249,449,744,1032,895,451,193,4255,54,66,151,193,322,790,1121,1095,708,4500,3,20,56,78,66,49,62,82,30,446,222,198,377,467,568,603,730,858,543,4566,1621,3163,6677,8188,8675,8029,5791,4015,1903,48062,1255,3461,7135,6667,4488,3621,1664,864,245,29400,633,934,1665,3388,4327,2838,1250,536,116,15687,806,957,2027,3210,4594,4227,2772,1316,333,20242,359,316,675,1070,1741,2230,1956,874,273,9494,Shepparton
217,603,1508,2758,2815,2054,2182,982,477,127,13506,408,608,1092,1734,2231,1509,500,180,45,8307,459,578,1117,1534,2453,2009,1157,426,101,9834,199,197,375,593,899,1144,918,379,96,4800,71,79,156,177,307,806,1302,1123,431,4452,6,19,28,44,63,37,16,20,4,237,199,170,342,420,569,619,584,606,213,3722,1945,3159,5868,7317,8576,8306,5459,3211,1017,44858,777,1951,4139,4242,3293,2322,942,520,202,18388,255,354,660,1622,2454,1746,740,372,75,8278,247,341,726,1063,1773,1955,1393,651,202,8351,108,83,211,337,599,961,827,476,204,3806,36,51,83,105,209,575,1069,1183,825,4136,4,7,13,29,40,24,21,22,7,167,167,122,258,372,478,560,658,809,515,3939,1594,2909,6090,7770,8846,8143,5650,4033,2030,47065,1380,3459,6897,7057,5347,4504,1924,997,329,31894,663,962,1752,3356,4685,3255,1240,552,120,16585,706,919,1843,2597,4226,3964,2550,1077,303,18185,307,280,586,930,1498,2105,1745,855,300,8606,Warrnambool and South West
297,0,0,3,3,3,3,0,0,0,12,0,0,3,3,0,3,0,0,0,9,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,0,9,6,10,12,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,0,0,3,3,0,3,0,0,0,9,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,47,246,537,268,155,116,66,17,10,1462,21,45,92,96,73,44,17,7,0,395,35,72,104,137,100,78,42,10,0,578,21,31,58,58,57,41,30,4,0,300,17,16,29,35,35,33,41,11,0,217,0,4,5,8,10,5,5,0,4,41,58,119,270,291,198,86,49,25,8,1104,199,533,1095,893,628,403,250,74,22,4097,67,288,604,258,120,116,39,8,3,1503,21,33,45,52,57,37,10,7,4,266,34,44,72,65,76,89,24,4,5,413,21,23,21,29,17,37,20,3,4,175,14,12,18,13,16,27,20,6,8,134,0,5,11,5,0,0,6,0,0,27,61,99,134,101,87,39,27,10,8,566,218,504,905,523,373,345,146,38,32,3084,114,534,1141,526,275,232,105,25,13,2965,42,78,137,148,130,81,27,14,4,661,69,116,176,202,176,167,66,14,5,991,42,54,79,87,74,78,50,7,4,475,Special Purpose Codes SA4 (Vic.)
301,2410,4210,7468,8500,6672,4798,2454,1041,335,37888,399,566,1086,1317,1295,868,386,195,38,6150,692,885,1951,3539,5174,4696,2276,935,234,20382,159,140,346,466,742,733,601,323,108,3618,37,52,106,178,288,818,1357,944,397,4177,12,14,29,41,37,39,36,24,13,245,274,274,617,815,854,804,623,587,280,5128,3983,6141,11603,14856,15062,12756,7733,4049,1405,77588,2516,4612,9348,10347,7130,4134,1917,1009,391,41404,284,429,829,1338,1356,855,429,214,79,5813,488,630,1390,3312,5928,5748,2893,1359,542,22290,107,98,213,373,640,820,690,428,236,3605,26,20,86,152,228,895,1477,1215,807,4906,3,5,16,27,32,44,37,44,28,236,272,229,471,665,693,742,739,832,524,5167,3696,6023,12353,16214,16007,13238,8182,5101,2607,83421,4926,8822,16816,18847,13802,8932,4371,2050,726,79292,683,995,1915,2655,2651,1723,815,409,117,11963,1180,1515,3341,6851,11102,10444,5169,2294,776,42672,266,238,559,839,1382,1553,1291,751,344,7223,Brisbane - East
302,2200,4932,10919,9426,6081,4363,1925,948,254,41048,254,439,847,1029,1036,555,244,152,28,4584,377,573,1374,2314,3487,3296,1776,936,269,14402,96,98,231,329,466,464,415,266,109,2474,33,38,90,167,285,663,1203,1101,402,3982,0,13,30,45,65,52,39,46,15,305,257,448,890,809,763,632,551,664,392,5406,3217,6541,14381,14119,12183,10025,6153,4113,1469,72201,2224,5430,12008,10662,6416,3645,1587,918,368,43258,237,353,633,916,944,559,296,203,70,4211,321,421,935,2067,4131,4425,2631,1491,590,17012,68,77,132,231,395,544,462,403,209,2521,15,21,76,167,264,772,1639,1621,955,5530,0,9,38,54,63,45,65,81,26,381,224,343,683,696,629,588,683,995,919,5760,3089,6654,14505,14793,12842,10578,7363,5712,3137,78673,4424,10362,22927,20088,12497,8008,3512,1866,622,84306,491,792,1480,1945,1980,1114,540,355,98,8795,698,994,2309,4381,7618,7721,4407,2427,859,31414,164,175,363,560,861,1008,877,669,318,4995,Brisbane - North
