SA4_MAIN11,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot,SA4_NAME11
404,1703,5487,10433,8710,6405,4456,2053,1080,348,40675,523,1072,2016,2989,3707,2426,894,461,94,14182,436,599,1406,1771,2629,2350,1593,932,283,11999,126,169,317,418,715,723,648,534,220,3870,40,67,169,259,505,1045,1727,1864,796,6472,13,29,73,115,137,134,192,231,70,994,309,498,1045,967,1017,902,851,926,489,7004,3150,7921,15459,15229,15115,12036,7958,6028,2300,85196,1835,5799,11432,9668,6728,3931,1673,1004,380,42450,313,647,1415,2566,3847,2565,908,536,150,12947,293,431,988,1512,2410,3111,2186,1270,495,12696,115,109,259,349,604,870,974,777,427,4484,45,59,174,277,477,1291,2320,2513,1496,8652,3,27,82,133,166,196,355,413,204,1579,286,357,782,725,830,924,952,1283,1171,7310,2890,7429,15132,15230,15062,12888,9368,7796,4323,90118,3538,11286,21865,18378,13133,8387,3726,2084,728,83125,836,1719,3431,5555,7554,4991,1802,997,244,27129,729,1030,2394,3283,5039,5461,3779,2202,778,24695,241,278,576,767,1319,1593,1622,1311,647,8354,Adelaide - West
405,533,1069,2112,2451,1813,1877,1040,464,123,11482,437,675,1255,1807,2625,1757,651,254,33,9494,281,410,850,1207,2075,2216,1514,584,89,9226,87,117,230,331,674,827,773,380,80,3499,24,28,82,109,256,843,1431,1065,449,4287,5,11,7,13,26,32,17,15,10,136,129,132,238,362,469,499,474,466,157,2926,1496,2442,4774,6280,7938,8051,5900,3228,941,41050,537,1333,3044,3395,2517,1803,896,426,127,14078,225,378,902,1747,2567,1839,670,297,71,8696,172,268,611,949,1739,2413,1632,645,168,8597,64,79,162,206,486,709,824,415,160,3105,12,13,38,62,165,570,1147,1202,954,4163,0,0,8,16,11,18,16,26,11,106,114,95,178,251,372,435,531,585,336,2897,1124,2166,4943,6626,7857,7787,5716,3596,1827,41642,1070,2402,5156,5846,4330,3680,1936,890,250,25560,662,1053,2157,3554,5192,3596,1321,551,104,18190,453,678,1461,2156,3814,4629,3146,1229,257,17823,151,196,392,537,1160,1536,1597,795,240,6604,Barossa - Yorke - Mid North
406,406,1103,2353,2194,1362,1120,537,243,50,9368,414,711,1197,1699,2071,1128,347,111,24,7702,284,434,898,1072,1622,1442,861,292,49,6954,102,124,234,309,494,546,410,160,41,2420,52,69,123,150,264,585,873,558,169,2843,3,4,23,21,24,53,36,30,12,206,224,306,608,690,692,554,467,318,112,3971,1485,2751,5436,6135,6529,5428,3531,1712,457,33464,450,1281,2931,2753,1615,1009,476,253,90,10858,270,444,859,1384,2004,1029,338,117,35,6480,216,368,698,806,1248,1469,877,350,86,6118,79,88,173,197,324,438,393,197,63,1952,26,39,95,107,180,444,697,599,370,2557,3,4,14,20,27,38,38,39,21,204,163,180,373,370,398,392,439,430,202,2947,1207,2404,5143,5637,5796,4819,3258,1985,867,31116,856,2384,5284,4947,2977,2129,1013,496,140,20226,684,1155,2056,3083,4075,2157,685,228,59,14182,500,802,1596,1878,2870,2911,1738,642,135,13072,181,212,407,506,818,984,803,357,104,4372,South Australia - Outback
407,849,1837,3549,4066,2977,3159,1989,892,215,19533,746,1140,2006,2959,3729,2732,1121,431,71,14935,548,761,1703,2242,3325,3405,2248,905,175,15312,182,209,481,601,1141,1231,1093,596,177,5711,35,66,191,227,493,1397,2002,1569,532,6512,15,20,70,59,65,57,64,56,11,417,299,322,691,897,941,929,921,803,356,6159,2674,4355,8691,11051,12671,12910,9438,5252,1537,68579,1059,2212,5049,5622,3916,3242,1770,827,252,23949,407,685,1688,2744,4099,2879,1240,532,126,14400,350,517,1175,1644,2847,3760,2606,1060,300,14259,104,124,329,408,792,1030,1190,691,282,4950,40,54,118,154,256,990,1751,1655,1131,6149,3,18,40,41,45,45,71,45,28,336,245,173,392,591,650,823,921,1063,665,5523,2208,3783,8791,11204,12605,12769,9549,5873,2784,69566,1908,4049,8598,9688,6893,6401,3759,1719,467,43482,1153,1825,3694,5703,7828,5611,2361,963,197,29335,898,1278,2878,3886,6172,7165,4854,1965,475,29571,286,333,810,1009,1933,2261,2283,1287,459,10661,South Australia - South East
497,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,7,60,134,107,43,59,30,3,3,446,14,21,65,46,55,33,15,0,0,249,13,29,54,63,64,56,30,3,0,312,12,14,23,18,20,26,16,3,0,132,7,3,8,10,12,25,16,6,10,97,0,0,6,4,0,3,0,0,0,13,9,23,60,58,71,60,31,27,21,360,62,150,350,306,265,262,138,42,34,1609,13,78,152,88,46,47,15,3,0,442,13,20,27,26,41,24,11,0,0,162,14,15,23,22,43,46,25,0,0,188,3,3,9,6,13,19,7,3,0,63,3,3,0,6,7,9,7,0,4,39,0,0,0,0,3,3,0,0,0,6,9,11,25,24,35,19,25,35,38,221,55,130,236,172,188,167,90,41,42,1121,20,138,286,195,89,106,45,6,3,888,27,41,92,72,96,57,26,0,0,411,27,44,77,85,107,102,55,3,0,500,15,17,32,24,33,45,23,6,0,195,Special Purpose Codes SA4 (SA)
501,1030,1759,4011,4400,3645,3193,1725,681,131,20575,714,800,1522,1535,1252,739,380,117,24,7083,818,1011,2276,3553,4756,3882,1860,543,119,18818,111,109,301,409,674,908,778,401,126,3817,24,19,75,113,211,532,903,842,256,2975,3,13,30,17,39,27,30,46,24,229,334,378,908,966,959,805,608,515,213,5686,3034,4089,9123,10993,11536,10086,6284,3145,893,59183,1249,2108,5385,5847,4446,3085,1596,677,214,24607,436,601,1253,1662,1766,1058,450,165,42,7433,513,827,1819,3179,4023,4072,2005,781,266,17485,88,72,190,244,416,764,683,518,219,3194,13,11,58,83,152,357,813,799,383,2669,5,3,13,20,26,26,32,40,25,190,243,235,534,693,669,672,642,727,408,4823,2547,3857,9252,11728,11498,10034,6221,3707,1557,60401,2279,3867,9396,10247,8091,6278,3321,1358,345,45182,1150,1401,2775,3197,3018,1797,830,282,66,14516,1331,1838,4095,6732,8779,7954,3865,1324,385,36303,199,181,491,653,1090,1672,1461,919,345,7011,Bunbury
502,663,1012,1716,1782,1566,1568,1294,676,127,10404,356,385,762,740,625,399,296,156,25,3744,438,543,1027,1596,2138,1966,1407,542,101,9758,75,47,154,236,342,539,592,390,72,2447,13,14,48,73,116,299,638,461,161,1823,0,3,3,16,11,9,14,12,11,79,209,200,402,461,455,501,529,467,193,3417,1754,2204,4112,4904,5253,5281,4770,2704,690,31672,757,1253,2334,2426,1910,1528,1122,606,167,12103,245,327,653,778,975,592,353,164,46,4133,312,466,980,1505,2056,2430,1640,622,201,10212,63,45,117,160,266,480,568,397,142,2238,7,9,34,58,100,254,513,530,175,1680,4,3,5,7,14,11,9,13,9,75,158,138,275,351,374,425,536,589,301,3147,1546,2241,4398,5285,5695,5720,4741,2921,1041,33588,1420,2265,4050,4208,3476,3096,2416,1282,294,22507,601,712,1415,1518,1600,991,649,320,71,7877,750,1009,2007,3101,4194,4396,3047,1164,302,19970,138,92,271,396,608,1019,1160,787,214,4685,Mandurah
503,1919,5620,11376,8312,7539,6052,3137,1321,408,45684,159,350,680,590,581,407,258,93,40,3158,138,268,604,849,1304,1153,826,394,154,5690,21,30,78,98,138,188,184,180,81,998,7,19,48,45,81,166,306,385,175,1232,3,16,44,15,29,30,27,55,19,238,324,687,1787,1016,803,824,509,415,252,6617,2571,6990,14617,10925,10475,8820,5247,2843,1129,63617,2152,5930,11342,8807,7768,5428,2552,1375,606,45960,119,207,439,478,711,537,330,237,112,3170,107,211,418,679,1178,1613,1169,714,463,6552,20,18,63,61,83,171,253,241,226,1136,3,8,26,41,88,204,368,563,352,1653,5,9,22,17,19,31,65,101,58,327,214,567,1333,710,667,669,485,606,664,5915,2620,6950,13643,10793,10514,8653,5222,3837,2481,64713,4071,11550,22718,17119,15307,11480,5689,2696,1014,91644,278,557,1119,1068,1292,944,588,330,152,6328,245,479,1022,1528,2482,2766,1995,1108,617,12242,41,48,141,159,221,359,437,421,307,2134,Perth - Inner
504,2094,4608,9077,8247,6362,4836,2399,895,236,38754,737,948,1830,2007,1649,893,398,158,31,8651,941,1194,2496,3928,4984,3937,1838,687,152,20157,157,134,345,488,681,832,674,356,109,3776,28,63,131,226,346,664,945,885,294,3582,7,21,58,96,141,89,104,80,26,622,514,834,1735,1606,1370,1034,823,632,233,8781,4478,7802,15672,16598,15533,12285,7181,3693,1081,84323,2428,4942,10595,9484,6900,4477,2087,885,275,42073,496,714,1382,1991,2140,1073,479,201,51,8527,636,895,1875,3577,4625,4388,2108,825,312,19241,87,70,237,399,554,795,739,522,237,3640,20,27,143,271,366,673,1047,999,536,4082,3,20,76,117,122,125,126,134,71,794,418,448,938,1057,1011,952,867,813,525,7029,4088,7116,15246,16896,15718,12483,7453,4379,2007,85386,4522,9550,19672,17731,13262,9313,4486,1780,511,80827,1233,1662,3212,3998,3789,1966,877,359,82,17178,1577,2089,4371,7505,9609,8325,3946,1512,464,39398,244,204,582,887,1235,1627,1413,878,346,7416,Perth - North East
505,5316,11363,22398,21361,16272,12048,5653,2454,655,97520,1514,2017,3754,3862,3511,2004,915,404,79,18060,1595,2164,4772,6754,8544,7209,3811,1459,383,36691,254,272,616,737,1010,1295,1218,855,265,6522,61,70,231,441,564,995,1692,1494,537,6085,20,57,144,158,235,181,174,159,49,1177,877,1313,2839,2464,2163,1777,1382,1245,574,14634,9637,17256,34754,35777,32299,25509,14845,8070,2542,180689,5894,12480,25678,23708,17680,10794,4825,2347,764,104170,895,1402,2710,3990,4331,2594,1088,521,187,17718,1122,1538,3348,6134,8337,9235,4977,2201,875,37767,172,145,446,582,874,1338,1462,1151,536,6706,52,83,342,454,631,1249,1922,2011,1056,7800,11,57,190,238,303,224,232,286,135,1676,779,991,2044,1926,1788,1689,1598,1860,1212,13887,8925,16696,34758,37032,33944,27123,16104,10377,4765,189724,11210,23843,48076,45069,33952,22842,10478,4801,1419,201690,2409,3419,6464,7852,7842,4598,2003,925,266,35778,2717,3702,8120,12888,16881,16444,8788,3660,1258,74458,426,417,1062,1319,1884,2633,2680,2006,801,13228,Perth - North West
506,4905,12163,22094,16191,12213,9946,4949,2129,520,85110,1407,2045,3534,3354,2818,1654,863,344,97,16116,1708,2296,4899,6731,8444,7362,3589,1296,302,36627,279,293,722,879,1230,1559,1262,697,236,7157,77,119,319,451,636,1214,1576,1254,456,6102,20,71,150,166,171,132,134,119,43,1006,979,1901,3380,2790,2352,2051,1455,1212,595,16715,9375,18888,35098,30562,27864,23918,13828,7051,2249,168833,5172,13023,23626,17664,13472,9207,4406,2208,730,89508,991,1458,2708,3416,3784,2163,1033,418,142,16113,1189,1744,3664,5941,7830,8515,4249,1920,813,35865,184,208,473,638,946,1540,1320,1002,554,6865,43,79,247,418,626,1150,1624,1603,881,6671,16,58,172,200,221,207,191,220,97,1382,840,1188,2183,1961,1777,1807,1566,1823,1310,14455,8435,17758,33073,30238,28656,24589,14389,9194,4527,170859,10077,25186,45720,33855,25685,19153,9355,4337,1250,174618,2398,3503,6242,6770,6602,3817,1896,762,239,32229,2897,4040,8563,12672,16274,15877,7838,3216,1115,72492,463,501,1195,1517,2176,3099,2582,1699,790,14022,Perth - South East
507,3747,8106,14686,13564,10744,8327,4098,1891,477,65640,1166,1496,2931,3113,2679,1363,701,305,72,13826,1375,1793,3747,5848,7167,5559,2988,1208,290,29975,224,206,493,643,1021,1216,1029,735,210,5777,30,53,133,256,432,872,1466,1370,397,5009,13,25,44,57,88,79,90,105,34,535,676,978,2077,2011,1850,1447,1214,1099,519,11871,7231,12657,24111,25492,23981,18863,11586,6713,1999,132633,4174,8912,17014,15942,12333,7811,3702,1851,629,72368,717,1141,2307,3112,3312,1730,846,428,125,13718,1076,1326,2976,5329,6719,6678,3545,1829,605,30083,161,144,343,541,802,1225,1200,944,459,5819,25,29,112,203,391,966,1466,1570,756,5518,7,10,42,73,73,102,143,215,108,773,633,623,1220,1505,1305,1311,1328,1621,1044,10590,6793,12185,24014,26705,24935,19823,12230,8458,3726,138869,7921,17018,31700,29506,23077,16138,7800,3742,1106,138008,1883,2637,5238,6225,5991,3093,1547,733,197,27544,2451,3119,6723,11177,13886,12237,6533,3037,895,60058,385,350,836,1184,1823,2441,2229,1679,669,11596,Perth - South West
508,1259,3231,8520,7041,4775,3158,1137,363,62,29546,898,1378,2833,2741,2034,992,253,75,19,11223,1038,1658,4045,5490,6280,3958,1342,375,55,24241,225,296,658,839,1064,1092,652,253,49,5128,124,142,266,377,591,959,1038,571,130,4198,11,25,61,73,83,120,118,83,29,603,849,1767,4413,3772,3186,1920,822,435,138,17302,4404,8497,20796,20333,18013,12199,5362,2155,482,92241,1294,3431,8996,6844,4362,2369,884,310,93,28583,628,961,1845,2189,2194,1001,273,101,25,9217,771,1261,2744,3615,4184,3126,1174,432,112,17419,199,211,451,522,654,725,490,243,69,3564,103,109,199,264,384,705,716,498,227,3205,8,17,36,48,79,112,123,113,47,583,647,848,1988,1803,1543,1042,626,456,203,9156,3650,6838,16259,15285,13400,9080,4286,2153,776,71727,2553,6662,17516,13885,9137,5527,2021,673,155,58129,1526,2339,4678,4930,4228,1993,526,176,44,20440,1809,2919,6789,9105,10464,7084,2516,807,167,41660,424,507,1109,1361,1718,1817,1142,496,118,8692,Western Australia - Outback
509,775,1385,3104,3502,3380,2962,1568,673,150,17499,410,481,850,1080,986,755,389,155,30,5136,631,771,1523,2534,3816,3432,1850,652,112,15321,100,126,239,366,630,958,812,424,102,3757,26,40,83,139,309,639,1012,821,260,3329,8,10,23,31,37,41,37,30,18,235,293,376,668,838,863,759,640,486,173,5096,2243,3189,6490,8490,10021,9546,6308,3241,845,50373,831,1476,3960,4398,3783,2843,1520,675,236,19722,311,382,859,1180,1490,985,467,170,47,5891,407,562,1316,2273,3106,3409,1837,774,227,13911,64,56,161,233,421,632,689,397,207,2860,15,24,68,91,176,411,717,692,367,2561,5,9,11,26,19,32,23,39,19,183,186,155,335,514,559,599,538,570,289,3745,1819,2664,6710,8715,9554,8911,5791,3317,1392,48873,1606,2861,7064,7900,7163,5805,3088,1348,386,37221,721,863,1709,2260,2476,1740,856,325,77,11027,1038,1333,2839,4807,6922,6841,3687,1426,339,29232,164,182,400,599,1051,1590,1501,821,309,6617,Western Australia - Wheat Belt
597,3,9,67,33,20,12,4,0,0,148,0,6,17,15,10,3,0,0,0,51,0,6,27,33,27,10,0,3,0,106,0,0,7,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,23,15,5,3,0,0,0,56,6,31,141,99,65,31,4,3,0,380,0,3,6,5,3,0,0,3,0,20,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,10,5,6,3,0,3,0,33,3,12,73,38,23,12,4,3,0,168,0,9,17,15,13,3,0,0,0,57,0,6,27,33,27,10,0,3,0,106,0,0,7,3,3,3,0,0,0,16,Migratory - Offshore - Shipping (WA)
599,25,160,418,249,179,203,93,16,3,1346,15,40,100,80,64,78,42,0,3,422,13,54,137,175,204,209,99,11,0,902,8,9,28,29,34,47,42,3,0,200,3,3,10,10,12,58,58,10,0,164,4,3,4,6,8,3,0,0,0,28,36,71,221,181,178,124,55,25,4,895,104,340,918,730,679,722,389,65,10,3957,24,188,418,199,156,181,68,7,3,1244,17,10,40,31,57,60,16,3,0,234,26,35,60,63,121,225,73,4,0,607,6,3,11,14,13,61,20,3,0,131,3,3,3,7,8,19,19,0,0,62,0,3,3,0,0,0,0,0,0,6,28,33,95,100,58,68,24,16,4,426,104,275,630,414,413,614,220,33,7,2710,49,348,836,448,335,384,161,23,6,2590,32,50,140,111,121,138,58,3,3,656,39,89,197,238,325,434,172,15,0,1509,14,12,39,43,47,108,62,6,0,331,Special Purpose Codes SA4 (WA)
601,1350,4592,7727,6455,5400,5124,2489,1385,418,34940,728,794,1387,1353,966,576,363,182,35,6384,1068,1158,2318,4137,5754,4310,2243,933,218,22139,153,136,219,439,947,1510,1338,465,101,5308,60,65,118,165,384,597,858,915,413,3575,11,14,36,45,65,58,46,35,15,325,342,539,880,842,877,936,891,729,311,6347,3712,7298,12685,13436,14393,13111,8228,4644,1511,79018,1522,5049,8935,7828,6522,4820,2271,1333,528,38808,678,729,1310,1462,1321,799,422,248,88,7057,802,921,2110,4051,5777,5120,2849,1306,495,23431,123,87,184,387,810,1593,1568,643,237,5632,48,42,96,148,267,554,835,1423,969,4382,6,13,21,59,66,48,51,52,17,333,324,361,627,670,810,918,992,1082,698,6482,3503,7202,13283,14605,15573,13852,8988,6087,3032,86125,2872,9641,16662,14283,11922,9944,4760,2718,946,73748,1406,1523,2697,2815,2287,1375,785,430,123,13441,1870,2079,4428,8188,11531,9430,5092,2239,713,45570,276,223,403,826,1757,3103,2906,1108,338,10940,Hobart
602,777,2070,3447,2844,2388,2540,1471,700,182,16419,514,470,836,789,566,476,242,109,24,4026,1044,1133,2102,3793,4881,3396,1816,608,128,18901,130,105,196,392,898,1525,1309,392,95,5042,48,45,76,149,309,668,784,898,320,3297,4,12,29,27,41,41,39,24,16,233,197,216,348,445,539,663,611,591,257,3867,2714,4051,7034,8439,9622,9309,6272,3322,1022,51785,879,2398,4435,3920,3261,2552,1308,740,250,19743,483,507,926,992,888,629,333,150,38,4946,722,824,1760,3568,4488,3741,2162,775,303,18343,96,59,130,277,699,1454,1313,453,267,4748,30,29,60,114,224,424,656,1120,643,3300,4,3,19,45,36,28,23,24,14,196,207,159,314,403,477,602,742,777,418,4099,2421,3979,7644,9319,10073,9430,6537,4039,1933,55375,1656,4468,7882,6764,5649,5092,2779,1440,432,36162,997,977,1762,1781,1454,1105,575,259,62,8972,1766,1957,3862,7361,9369,7137,3978,1383,431,37244,226,164,326,669,1597,2979,2622,845,362,9790,Launceston and North East
603,117,278,597,753,746,930,610,212,33,4276,109,89,211,242,185,156,83,41,5,1121,227,259,535,1033,1240,1009,559,162,28,5052,42,20,54,139,381,479,435,81,14,1645,7,9,27,55,111,249,282,218,60,1018,3,3,4,5,6,15,12,7,3,58,48,44,86,156,180,230,225,148,47,1164,553,702,1514,2383,2849,3068,2206,869,190,14334,151,320,849,1045,952,936,450,141,43,4887,114,92,226,255,232,169,74,29,8,1199,124,146,466,873,1183,1051,578,166,46,4633,26,18,36,93,211,446,325,74,28,1257,6,4,15,16,67,160,168,206,108,750,3,3,0,4,0,7,8,9,3,37,37,25,79,117,146,212,184,131,55,986,461,608,1671,2403,2791,2981,1787,756,291,13749,268,598,1446,1798,1698,1866,1060,353,76,9163,223,181,437,497,417,325,157,70,13,2320,351,405,1001,1906,2423,2060,1137,328,74,9685,68,38,90,232,592,925,760,155,42,2902,South East
604,470,929,1993,1612,1433,1522,916,470,118,9463,468,442,840,623,428,332,189,75,16,3413,938,1115,1955,3585,4284,2850,1498,472,74,16771,96,78,170,367,868,1515,1280,328,60,4762,31,38,62,107,263,593,836,829,313,3072,8,6,22,6,28,31,22,17,3,143,197,154,290,422,532,492,576,500,199,3362,2208,2762,5332,6722,7836,7335,5317,2691,783,40986,555,1288,2799,2328,1979,1542,901,468,155,12015,514,444,884,901,716,425,177,104,26,4191,714,830,1728,3329,4188,3172,1745,596,164,16466,66,61,129,291,682,1474,1242,365,161,4471,22,26,52,73,185,407,603,1007,586,2961,3,4,12,23,26,16,15,25,10,134,166,118,229,362,415,475,626,688,371,3450,2040,2771,5833,7307,8191,7511,5309,3253,1473,43688,1025,2217,4792,3940,3412,3064,1817,938,273,21478,982,886,1724,1524,1144,757,366,179,42,7604,1652,1945,3683,6914,8472,6022,3243,1068,238,33237,162,139,299,658,1550,2989,2522,693,221,9233,West and North West
697,0,3,12,3,5,10,0,0,0,33,0,0,0,5,0,0,3,0,0,8,0,0,0,4,12,3,0,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,9,0,3,15,18,20,13,9,0,0,78,0,4,8,0,0,3,0,0,0,15,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,11,6,6,3,3,0,0,33,0,7,20,3,5,13,0,0,0,48,0,0,0,8,3,0,3,0,0,14,0,0,0,7,12,3,3,0,0,25,0,0,3,0,0,0,3,0,0,6,Migratory - Offshore - Shipping (Tas.)
699,5,21,60,23,20,25,7,0,0,161,4,4,4,9,5,7,5,0,0,38,14,17,24,40,28,23,17,0,0,163,3,5,9,4,10,14,3,0,0,48,3,3,3,0,5,7,3,6,0,30,0,0,0,0,3,0,0,0,0,3,8,7,33,28,19,11,7,4,0,117,37,57,133,104,90,87,42,10,0,560,9,23,47,23,22,21,6,4,0,155,7,5,5,7,7,5,0,0,0,36,14,8,12,18,26,27,9,4,0,118,7,0,0,4,4,8,5,0,0,28,0,3,0,0,5,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,8,7,6,4,0,6,12,4,0,47,45,46,70,56,64,71,35,12,0,399,14,44,107,46,42,46,13,4,0,316,11,9,9,16,12,12,5,0,0,74,28,25,36,58,54,50,26,4,0,281,10,5,9,8,14,22,8,0,0,76,Special Purpose Codes SA4 (Tas.)
