sa4_code_2011,sa4_name_2011,year,p_0_14_yrs_pc,p_15_24_yrs_pc,p_25_34_yrs_pc,p_35_44_yrs_pc,p_45_54_yrs_pc,p_55_64_yrs_pc,p_65_74_yrs_pc,p_75_84_yrs_pc,p_85_yrs_plus_pc,m_0_4_yrs,m_5_9_yrs,m_10_14_yrs,m_15_19_yrs,m_20_24_yrs,m_25_29_yrs,m_30_34_yrs,m_35_39_yrs,m_40_44_yrs,m_45_49_yrs,m_50_54_yrs,m_55_59_yrs,m_60_64_yrs,m_65_69_yrs,m_70_74_yrs,m_75_79_yrs,m_80_84_yrs,m_85_yrs_and_over,m_tot,f_0_4_yrs,f_5_9_yrs,f_10_14_yrs,f_15_19_yrs,f_20_24_yrs,f_25_29_yrs,f_30_34_yrs,f_35_39_yrs,f_40_44_yrs,f_45_49_yrs,f_50_54_yrs,f_55_59_yrs,f_60_64_yrs,f_65_69_yrs,f_70_74_yrs,f_75_79_yrs,f_80_84_yrs,f_85_yrs_and_over,f_tot,p_0_4_yrs,p_5_9_yrs,p_10_14_yrs,p_15_19_yrs,p_20_24_yrs,p_25_29_yrs,p_30_34_yrs,p_35_39_yrs,p_40_44_yrs,p_45_49_yrs,p_50_54_yrs,p_55_59_yrs,p_60_64_yrs,p_65_69_yrs,p_70_74_yrs,p_75_79_yrs,p_80_84_yrs,p_85_yrs_and_over,p_tot,p_tot_wrk_age_pop_pc,m_med_age,f_med_age,p_med_age,prop_indig_ppl_pc,bd_births,bd_tot_fert_rate,bd_deaths,bd_stnd_dth_rate,pop_density,rime_net_migrtn,rime_arrivals,rime_departures,obp_oceania_antar_pc,obp_nw_europe_pc,obp_sth_east_europe_pc,obp_nrth_afric_mid_east_pc,obp_se_asia_pc,obp_ne_asia_pc,obp_sth_cntrl_asia_pc,obp_america_pc,obp_sub_saharan_africa_pc,obp_tot_pc,spk_lang_oth_eng_pc,enrl_preschl_prog_4_yrs,enrl_preschl_prog_5_yrs,enrl_preschl_prog_tot,enrl_preschl_prog_preschl,enrl_preschl_prog_preschl_daycare,enrl_preschl_prog_1_more_type,att_preschl_15_hrs_less,att_preschl_15_hrs_more,psq_pop_15_yrs_plus_pc,psq_postgrad_deg_pc,psq_grad_dip_cert_pc,psq_bach_deg_pc,psq_adv_dip_dip_pc,psq_cert_pc,psq_inad_desc_ns_pc,oep_manager_pc,oep_prof_pc,oep_tech_trade_wrk_pc,oep_comm_pers_serv_wrk_pc,oep_cler_admin_wrk_pc,oep_sal_wrk_pc,oep_mach_oper_driv_pc,oep_lab_pc,oep_inad_desc_ns_pc,mtw_1_meth_train_or_tram,mtw_1_meth_bus,mtw_1_meth_car,mtw_1_meth_motorbike_or_scooter,mtw_1_meth_bicycle,mtw_1_meth_oth,mtw_1_meth_walk_ono,mtw_1_meth_tot,mtw_more_1_meth_tot,mtw_oth_wrk_home,mtw_oth_emp_not_go_to_wrk,mtw_oth_wrk_meth_ns,mtw_tot_empl,hhold_type_lone_pers,hhold_type_group,hhold_type_fam,hhold_type_tot,hhold_avg_size,fam_type_cpl_chld_u15_dep_stu,fam_type_cpl_non_dep_chld,fam_type_cpl_wo_chld,fam_type_opf_chld_u15_dep_stu,fam_type_opf_non_dep_chld,fam_type_oth_fam,fam_type_tot,fam_avg_size,disable_p_liv_priv_dwell,disable_p_liv_priv_dwell_pc,uw_volunt_wrk_org_grp_pc,uw_care_own_chld_wo_pay_pc,uw_care_oth_chld_wo_pay_pc,uw_care_own_oth_chld_wo_pay_pc,uw_prov_care_hpl_assist_oth_pc,internet_access_broadband_pc,internet_access_dial_up_pc,internet_access_other_pc,internet_access_tot_connected_pc
217,Warrnambool and South West,2013,19.0,12.3,10.3,12.1,14.1,13.6,10.0,6.1,2.6,3795,3985,4257,4460,3425,3173,3153,3420,3867,4060,4463,4384,4037,3542,2596,1923,1409,1081,61030,3490,3842,3855,4017,3056,3029,3214,3361,4082,4163,4492,4261,3886,3428,2669,2196,1871,2043,60955,7285,7827,8112,8477,6481,6202,6367,6781,7949,8223,8955,8645,7923,6970,5265,4119,3280,3124,121985,62.3,41,43,42,,1389.0,2.2,1146.0,6.2,4.6,-630.0,4742.0,5372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Warrnambool and South West,2012,19.3,12.4,10.4,12.3,14.2,13.4,9.6,6.0,2.5,3939,3992,4314,4535,3475,3245,3153,3548,3896,4168,4464,4350,4028,3434,2464,1907,1372,1037,61321,3550,3843,3959,4078,3129,3070,3233,3436,4183,4250,4494,4214,3813,3278,2597,2198,1876,2000,61201,7489,7835,8273,8613,6604,6315,6386,6984,8079,8418,8958,8564,7841,6712,5061,4105,3248,3037,122522,62.7,41,43,42,,1474.0,,1084.0,,4.6,-787.0,4811.0,5598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Warrnambool and South West,2011,19.5,12.5,10.3,12.5,14.3,13.4,9.1,5.9,2.4,3986,4004,4401,4575,3512,3220,3160,3642,3929,4348,4404,4354,4064,3182,2388,1850,1374,965,61358,3653,3817,4087,4100,3175,3090,3151,3621,4175,4415,4359,4203,3780,3094,2536,2146,1868,1971,61241,7639,7821,8488,8675,6687,6310,6311,7263,8104,8763,8763,8557,7844,6276,4924,3996,3242,2936,122599,63.0,40,42,41,1.3,1385.0,,1117.0,,4.6,88.0,5128.0,5040.0,1.5,3.5,0.5,0.2,0.4,0.3,0.3,0.3,0.3,12.0,2.4,,,,,,,,,49.2,1.2,1.5,8.3,6.8,20.5,10.9,20.1,14.6,14.2,9.5,9.8,9.2,7.1,13.8,1.8,65.0,237.0,37645.0,408.0,515.0,1114.0,3389.0,43373.0,421.0,5198.0,6540.0,999.0,56531.0,13199.0,1290.0,31632.0,46121.0,2.4,11085.0,2127.0,13560.0,3295.0,1447.0,407.0,31921.0,3.0,,,27.5,19.8,7.8,1.1,12.1,58.6,3.4,4.1,66.1
217,Warrnambool and South West,2010,19.6,12.8,10.3,12.7,14.4,13.0,8.9,5.9,2.3,3878,3992,4506,4620,3630,3179,3206,3752,3999,4452,4449,4237,3926,3022,2361,1846,1351,928,61334,3735,3779,4151,4201,3252,3083,3173,3781,4077,4465,4314,4123,3646,2967,2507,2166,1877,1906,61203,7613,7771,8657,8821,6882,6262,6379,7533,8076,8917,8763,8360,7572,5989,4868,4012,3228,2834,122537,63.3,40,42,41,,,,,,4.6,41.0,5009.0,4968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Brisbane - East,2014,19.9,12.8,11.7,14.1,14.4,12.3,8.5,4.3,2.0,7461,8100,7804,7906,7099,6351,6696,7103,8502,7845,8195,7265,6443,5678,3803,2676,1762,1628,112317,7007,7592,7385,7498,6582,6566,7075,7647,8956,8366,8420,7601,6798,5867,4111,3002,2317,2848,115638,14468,15692,15189,15404,13681,12917,13771,14750,17458,16211,16615,14866,13241,11545,7914,5678,4079,4476,227955,65.3,39,40,39,,2604.0,1.9,1453.0,5.4,276.2,428.0,13899.0,13471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Brisbane - East,2013,20.0,12.9,11.8,14.3,14.5,12.2,8.2,4.2,1.9,7554,7981,7724,7846,7083,6394,6601,7186,8414,7857,8048,7140,6323,5538,3588,2509,1776,1562,111124,7067,7446,7282,7503,6643,6536,6991,7703,8900,8300,8460,7355,6667,5635,3829,2911,2348,2740,114316,14621,15427,15006,15349,13726,12930,13592,14889,17314,16157,16508,14495,12990,11173,7417,5420,4124,4302,225440,65.6,38,40,39,,2691.0,2.0,1423.0,5.5,273.2,320.0,13441.0,13121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Brisbane - East,2012,20.0,13.0,11.7,14.5,14.6,12.1,7.9,4.2,1.9,7569,7755,7760,7774,6998,6413,6413,7432,8169,7954,7907,6952,6336,5132,3499,2396,1771,1503,109733,7003,7294,7232,7467,6674,6490,6777,7847,8798,8321,8258,7223,6514,5287,3675,2823,2423,2670,112776,14572,15049,14992,15241,13672,12903,13190,15279,16967,16275,16165,14175,12850,10419,7174,5219,4194,4173,222509,65.9,38,40,39,,2723.0,,1428.0,,269.6,255.0,14007.0,13752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Brisbane - East,2011,20.1,13.1,11.8,14.6,14.6,12.2,7.5,4.3,1.8,7497,7598,7712,7704,6850,6418,6303,7566,7885,8005,7655,6822,6355,4744,3372,2346,1765,1426,108023,6949,7098,7213,7421,6679,6349,6709,7980,8520,8343,7988,7175,6405,4877,3474,2788,2445,2603,111016,14446,14696,14925,15125,13529,12767,13012,15546,16405,16348,15643,13997,12760,9621,6846,5134,4210,4029,219039,66.3,38,40,39,1.9,2794.0,,1343.0,,265.4,1200.0,14499.0,13299.0,6.4,9.4,1.2,0.3,1.3,0.7,0.6,0.9,1.7,26.6,6.8,,,,,,,,,54.4,2.3,1.5,11.3,8.9,21.6,8.9,12.5,17.9,15.5,9.3,17.4,10.1,6.3,9.6,1.7,3870.0,2309.0,72345.0,884.0,520.0,2198.0,1845.0,83971.0,4029.0,4721.0,10622.0,1363.0,104706.0,15219.0,2224.0,57724.0,75167.0,2.7,22515.0,4867.0,21967.0,6120.0,2969.0,766.0,59204.0,3.0,,,18.6,22.0,8.1,1.2,10.9,73.5,2.5,3.4,79.4
301,Brisbane - East,2010,20.3,13.1,12.0,14.7,14.6,12.1,7.2,4.3,1.8,7493,7457,7593,7749,6702,6477,6235,7743,7549,7998,7452,6610,6201,4341,3241,2333,1740,1352,106266,7000,6957,7189,7460,6401,6437,6696,8130,8180,8305,7705,6989,6213,4518,3348,2727,2418,2505,109178,14493,14414,14782,15209,13103,12914,12931,15873,15729,16303,15157,13599,12414,8859,6589,5060,4158,3857,215444,66.5,37,39,38,,,,,,261.1,517.0,14631.0,14114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Brisbane - North,2014,18.0,13.0,16.2,15.0,12.7,10.4,7.5,4.7,2.4,7302,6450,5736,6371,7591,8428,8465,7731,7702,6636,6500,5639,4909,4257,3104,2404,1816,1615,102656,6605,6111,5348,5740,7497,8419,8528,7746,8065,6650,6819,5893,5294,4601,3733,3039,2636,3300,106024,13907,12561,11084,12111,15088,16847,16993,15477,15767,13286,13319,11532,10203,8858,6837,5443,4452,4915,208680,67.4,36,38,37,,2856.0,1.8,1441.0,5.5,1118.3,40.0,17603.0,17563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Brisbane - North,2013,18.0,13.1,16.1,15.0,12.8,10.4,7.4,4.8,2.3,7226,6279,5668,6373,7425,8438,8228,7671,7551,6591,6428,5510,4897,4045,3053,2311,1834,1564,101092,6583,6017,5288,5716,7494,8340,8175,7729,7889,6584,6756,5840,5095,4588,3572,2985,2697,3208,104556,13809,12296,10956,12089,14919,16778,16403,15400,15440,13175,13184,11350,9992,8633,6625,5296,4531,4772,205648,67.5,36,38,37,,2838.0,1.9,1420.0,5.5,1102.1,-17.0,16602.0,16619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Brisbane - North,2012,18.0,13.3,15.9,15.0,12.9,10.5,7.2,4.9,2.3,6987,6050,5627,6331,7354,8325,7893,7616,7341,6598,6260,5474,4878,3858,2942,2273,1820,1514,99141,6474,5822,5286,5768,7411,8138,7749,7767,7560,6592,6650,5783,5023,4382,3450,3065,2649,3181,102750,13461,11872,10913,12099,14765,16463,15642,15383,14901,13190,12910,11257,9901,8240,6392,5338,4469,4695,201891,67.6,36,38,37,,2907.0,,1420.0,,1081.9,-213.0,17261.0,17474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Brisbane - North,2011,17.8,13.5,15.7,15.0,13.0,10.6,7.0,5.0,2.3,6691,5818,5617,6365,7289,8199,7564,7597,7113,6597,6073,5437,4882,3632,2801,2294,1884,1464,97317,6269,5730,5249,5847,7302,7905,7449,7831,7237,6656,6484,5671,5030,4145,3386,3043,2788,3143,101165,12960,11548,10866,12212,14591,16104,15013,15428,14350,13253,12557,11108,9912,7777,6187,5337,4672,4607,198482,67.8,36,38,37,1.9,2902.0,,1420.0,,1063.7,97.0,17708.0,17611.0,5.7,5.4,1.7,0.6,2.7,1.5,2.4,0.9,1.1,26.8,12.3,,,,,,,,,56.6,3.4,2.0,15.5,8.5,17.7,9.6,11.1,23.2,12.9,9.5,18.2,9.5,5.4,8.3,1.8,6690.0,5189.0,60557.0,1020.0,922.0,1506.0,2257.0,78141.0,4691.0,3274.0,10591.0,1212.0,97909.0,18730.0,3555.0,50593.0,72878.0,2.5,18203.0,3819.0,20002.0,5269.0,3206.0,1178.0,51677.0,2.9,,,18.9,19.5,7.3,1.0,10.4,70.7,2.4,3.7,76.8
302,Brisbane - North,2010,17.8,13.7,15.5,14.9,13.2,10.6,7.0,5.1,2.3,6590,5728,5555,6396,7186,7930,7292,7608,6779,6588,5965,5392,4772,3566,2824,2252,1851,1387,95661,6171,5607,5194,5960,7186,7703,7293,7809,6827,6861,6290,5577,4958,3998,3318,3056,2780,3022,99610,12761,11335,10749,12356,14372,15633,14585,15417,13606,13449,12255,10969,9730,7564,6142,5308,4631,4409,195271,67.8,36,38,37,,,,,,1046.5,-656.0,17960.0,18616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Brisbane - South,2014,17.8,15.5,18.4,14.6,12.3,9.7,6.4,3.6,1.7,11524,10450,9578,10696,16183,16965,15517,12730,12336,10638,10146,8732,7494,6397,4383,3209,2267,1953,171198,10919,9910,8907,10539,15849,16152,14709,12529,12518,11034,10484,9382,7898,6537,4710,3876,3208,4003,173164,22443,20360,18485,21235,32032,33117,30226,25259,24854,21672,20630,18114,15392,12934,9093,7085,5475,5956,344362,70.4,33,35,34,,4970.0,1.7,1884.0,5.5,1298.8,-3995.0,23343.0,27338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Brisbane - South,2013,17.7,15.6,18.3,14.6,12.3,9.7,6.3,3.7,1.7,11360,10179,9518,10705,16058,16859,15049,12614,12259,10597,9966,8640,7475,6190,4190,3140,2245,1905,168949,10773,9679,8823,10525,15882,15964,14261,12481,12453,10915,10454,9211,7699,6378,4622,3761,3291,3880,171052,22133,19858,18341,21230,31940,32823,29310,25095,24712,21512,20420,17851,15174,12568,8812,6901,5536,5785,340001,70.6,33,35,34,,4902.0,1.7,1880.0,5.5,1282.3,-2981.0,22504.0,25485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Brisbane - South,2012,17.7,15.8,18.1,14.7,12.4,9.8,6.1,3.7,1.7,11041,9924,9471,10671,16039,16669,14417,12592,12030,10529,9833,8590,7449,5805,4136,3039,2254,1830,166319,10563,9424,8887,10597,15625,15717,13663,12382,12320,10925,10257,9050,7572,6070,4515,3731,3435,3784,168517,21604,19348,18358,21268,31664,32386,28080,24974,24350,21454,20090,17640,15021,11875,8651,6770,5689,5614,334836,70.8,33,35,34,,4775.0,,1886.0,,1262.9,-2951.0,22711.0,25662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Brisbane - South,2011,17.6,16.0,17.8,14.7,12.5,9.9,5.9,3.8,1.7,10698,9704,9312,10724,16030,16291,13798,12540,11541,10569,9553,8501,7483,5452,4010,2986,2257,1723,163172,10187,9147,8950,10625,15381,15408,13182,12376,11896,10867,10173,8842,7611,5663,4415,3752,3421,3704,165600,20885,18851,18262,21349,31411,31699,26980,24916,23437,21436,19726,17343,15094,11115,8425,6738,5678,5427,328772,71.0,33,35,34,1.2,4720.0,,1787.0,,1240.0,-3155.0,22829.0,25984.0,5.3,5.0,2.7,1.2,4.2,8.0,3.7,1.3,2.1,38.4,27.1,,,,,,,,,59.7,5.9,2.2,19.5,8.6,14.5,9.1,11.5,27.4,12.0,8.9,16.4,9.3,5.0,7.8,1.9,4118.0,17938.0,98002.0,1445.0,2108.0,2319.0,3756.0,129686.0,5885.0,5905.0,15623.0,1996.0,159095.0,24034.0,7528.0,79659.0,111221.0,2.7,31563.0,6142.0,30072.0,7705.0,4350.0,2239.0,82071.0,3.0,,,19.6,19.4,6.8,0.9,9.8,74.2,2.2,3.5,79.9
303,Brisbane - South,2010,17.9,16.1,17.5,14.6,12.6,9.9,5.9,3.9,1.6,10951,9519,9332,10730,15752,15769,13060,12463,11016,10592,9342,8406,7414,5337,3897,3039,2247,1670,160536,10188,9027,8917,10470,15123,15020,12643,12484,11353,10852,10035,8700,7438,5516,4333,3808,3370,3562,162839,21139,18546,18249,21200,30875,30789,25703,24947,22369,21444,19377,17106,14852,10853,8230,6847,5617,5232,323375,70.7,33,35,34,,,,,,1219.6,-3546.0,23579.0,27125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Brisbane - West,2014,18.5,17.3,13.7,13.8,13.0,10.8,7.5,3.7,1.8,5617,6303,5841,7043,9367,6952,5790,5685,6570,5920,5784,5198,4458,3990,2735,1781,1262,1126,91422,5221,5526,5701,6848,8665,6588,5978,6252,6997,6322,6029,5381,4844,4180,2878,2085,1654,2258,93407,10838,11829,11542,13891,18032,13540,11768,11937,13567,12242,11813,10579,9302,8170,5613,3866,2916,3384,184829,68.5,34,37,35,,1934.0,1.6,987.0,5.1,690.5,-729.0,14709.0,15438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Brisbane - West,2013,18.5,17.3,13.6,14.0,13.0,10.8,7.2,3.6,1.8,5727,6169,5700,7046,9246,6902,5698,5785,6551,5921,5651,5126,4540,3886,2563,1665,1282,1055,90513,5245,5463,5595,6792,8637,6414,5878,6310,6948,6251,6041,5290,4851,4061,2678,2030,1692,2263,92439,10972,11632,11295,13838,17883,13316,11576,12095,13499,12172,11692,10416,9391,7947,5241,3695,2974,3318,182952,68.8,34,37,35,,2015.0,1.7,1011.0,5.1,683.4,-819.0,14709.0,15528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Brisbane - West,2012,18.5,17.5,13.5,14.1,13.1,10.9,6.9,3.6,1.9,5685,6011,5656,6989,9236,6772,5585,5950,6413,5910,5546,5118,4544,3704,2417,1592,1261,1024,89413,5234,5327,5539,6792,8682,6240,5753,6281,6869,6227,6041,5248,4809,3870,2534,1992,1727,2332,91497,10919,11338,11195,13781,17918,13012,11338,12231,13282,12137,11587,10366,9353,7574,4951,3584,2988,3356,180910,69.1,34,37,35,,2083.0,,1023.0,,675.8,-554.0,15366.0,15920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Brisbane - West,2011,18.4,17.7,13.4,14.2,13.2,11.1,6.5,3.6,1.9,5592,5796,5590,7066,9113,6616,5500,6068,6131,5915,5481,4952,4647,3466,2227,1527,1259,997,87943,5083,5256,5422,6949,8436,6131,5595,6412,6611,6220,5943,5277,4856,3525,2437,1928,1754,2327,90162,10675,11052,11012,14015,17549,12747,11095,12480,12742,12135,11424,10229,9503,6991,4664,3455,3013,3324,178105,69.6,34,37,35,0.8,2032.0,,976.0,,665.3,-1639.0,14889.0,16528.0,3.7,8.3,1.2,0.9,3.6,3.2,2.0,1.9,2.8,31.4,14.3,,,,,,,,,64.4,8.9,3.0,23.9,9.1,12.0,7.5,13.9,34.4,9.3,9.8,15.3,8.8,2.4,4.6,1.6,5845.0,5139.0,50684.0,859.0,1608.0,1169.0,2903.0,68207.0,4406.0,4549.0,9746.0,817.0,87725.0,11250.0,3690.0,44083.0,59023.0,2.7,18977.0,3260.0,16102.0,3584.0,1866.0,993.0,44782.0,3.1,,,25.2,20.7,7.4,1.1,10.0,81.3,2.3,2.8,86.4
304,Brisbane - West,2010,18.4,17.8,13.5,14.2,13.4,11.0,6.3,3.7,1.8,5673,5673,5521,7157,9030,6634,5484,6270,5931,5928,5468,4925,4582,3281,2148,1521,1215,944,87385,5041,5267,5359,6916,8462,6089,5669,6602,6387,6253,5978,5251,4701,3295,2360,1973,1755,2233,89591,10714,10940,10880,14073,17492,12723,11153,12872,12318,12181,11446,10176,9283,6576,4508,3494,2970,3177,176976,69.9,34,37,35,,,,,,661.1,-1413.0,15764.0,17177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Brisbane Inner City,2014,13.8,16.2,24.4,15.3,12.1,9.1,5.1,2.7,1.4,6570,5859,5228,6514,13475,17278,14385,10269,9691,8332,7388,6287,5307,3985,2623,1899,1255,1148,127493,6181,5746,5126,6499,14151,16605,12966,9192,9275,7570,7129,6183,4990,3736,2577,1917,1656,2295,123794,12751,11605,10354,13013,27626,33883,27351,19461,18966,15902,14517,12470,10297,7721,5200,3816,2911,3443,251287,77.0,33,33,33,,2863.0,1.2,1064.0,5.2,3088.6,-1118.0,25778.0,26896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Brisbane Inner City,2013,13.8,16.2,24.2,15.5,12.1,9.0,5.0,2.7,1.4,6453,5806,5050,6398,13160,17112,13884,10251,9662,8060,7313,6127,5227,3824,2507,1779,1234,1087,124934,6132,5581,4984,6391,14085,16271,12425,9242,9142,7350,7032,6043,4872,3601,2434,1890,1691,2288,121454,12585,11387,10034,12789,27245,33383,26309,19493,18804,15410,14345,12170,10099,7425,4941,3669,2925,3375,246388,77.1,33,33,33,,2844.0,1.3,1007.0,5.3,3028.4,-1272.0,25232.0,26504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Brisbane Inner City,2012,13.8,16.5,24.0,15.7,12.0,9.0,4.9,2.7,1.4,6361,5607,4915,6304,13147,16901,13311,10198,9473,7838,7151,6095,5062,3616,2443,1688,1180,1047,122337,6089,5390,4843,6363,14038,15872,11872,9286,8876,7232,6840,5941,4713,3457,2351,1833,1741,2246,118983,12450,10997,9758,12667,27185,32773,25183,19484,18349,15070,13991,12036,9775,7073,4794,3521,2921,3293,241320,77.3,33,33,33,,2804.0,,1078.0,,2966.1,-431.0,26571.0,27002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Brisbane Inner City,2011,13.6,17.0,23.8,15.7,12.1,9.1,4.7,2.7,1.3,6212,5426,4749,6262,13357,16777,12590,10212,9121,7695,6941,5979,5027,3318,2367,1588,1205,960,119786,5972,5182,4692,6556,14087,15593,11431,9378,8385,7259,6688,5770,4688,3215,2245,1815,1806,2202,116964,12184,10608,9441,12818,27444,32370,24021,19590,17506,14954,13629,11749,9715,6533,4612,3403,3011,3162,236750,77.6,33,33,33,0.9,2770.0,,1048.0,,2910.0,-1407.0,26109.0,27516.0,4.3,7.4,2.0,0.9,2.6,3.5,2.2,2.5,1.3,33.4,14.9,,,,,,,,,68.6,8.2,3.2,26.9,8.7,11.4,10.2,14.7,36.5,8.6,8.6,14.6,8.1,2.2,4.9,1.7,6702.0,13708.0,63080.0,1530.0,3528.0,3733.0,12959.0,105240.0,4796.0,5744.0,12425.0,1276.0,129481.0,27411.0,10916.0,50936.0,89263.0,2.3,17429.0,2181.0,23643.0,4024.0,2113.0,2073.0,51463.0,2.8,,,22.0,15.4,5.5,0.7,8.1,72.9,2.1,5.7,80.6
305,Brisbane Inner City,2010,13.8,17.1,23.1,15.7,12.1,9.1,4.7,2.9,1.4,6381,5301,4686,6236,13346,16113,11758,10215,8768,7569,6815,5880,5020,3279,2297,1622,1263,956,117505,6050,5042,4689,6439,13779,14964,10968,9553,7952,7341,6518,5635,4658,3145,2272,1986,1858,2201,115050,12431,10343,9375,12675,27125,31077,22726,19768,16720,14910,13333,11515,9678,6424,4569,3608,3121,3157,232555,77.2,33,33,33,,,,,,2858.4,-2173.0,27137.0,29310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Cairns,2014,21.0,12.3,12.7,13.9,14.4,12.3,8.2,3.8,1.4,8691,8856,8369,8000,6859,7395,7462,7481,8682,8464,8778,8067,7203,6230,4259,2866,1823,1383,120868,8219,8461,8283,7868,7056,7782,8197,8301,9181,8738,8823,7853,6799,5486,3977,2598,1917,2091,121630,16910,17317,16652,15868,13915,15177,15659,15782,17863,17202,17601,15920,14002,11716,8236,5464,3740,3474,242498,65.6,38,38,38,,3390.0,2.2,1499.0,6.0,11.4,-806.0,12842.0,13648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Cairns,2013,21.1,12.3,12.8,14.2,14.5,12.2,7.9,3.7,1.3,8766,8663,8387,7967,6797,7517,7270,7718,8776,8458,8749,7924,7095,5994,4032,2719,1734,1274,119840,8190,8347,8219,7764,7018,7771,8128,8448,9225,8749,8718,7729,6455,5357,3646,2496,1875,1957,120092,16956,17010,16606,15731,13815,15288,15398,16166,18001,17207,17467,15653,13550,11351,7678,5215,3609,3231,239932,66.0,38,38,38,,3365.0,2.2,1405.0,6.3,11.2,745.0,13558.0,12813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Cairns,2012,21.1,12.3,12.8,14.5,14.6,12.1,7.6,3.6,1.3,8698,8456,8354,7876,6731,7540,7070,7931,8736,8566,8636,7837,6919,5698,3897,2568,1695,1165,118373,8239,8138,8119,7579,6950,7713,8041,8616,9027,8769,8539,7553,6280,5078,3385,2406,1846,1865,118143,16937,16594,16473,15455,13681,15253,15111,16547,17763,17335,17175,15390,13199,10776,7282,4974,3541,3030,236516,66.3,38,38,38,,3523.0,,1407.0,,11.1,147.0,13272.0,13125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
