sa4_code16,agbeefallot_f,agbeefcalle1_f,agbeefcatlano_f,agbeefcowsano_f,agbewes1ano_f,agbewesmerge1ano_f,agbewesothge1ano_f,agbroadcrpallaha_f,agcatldispano_f,agcereal_ahabar_f,agcereal_ahamai_f,agcereal_ahaoat_f,agcereal_ahaoth_f,agcereal_aharic_f,agcereal_ahasor_f,agcereal_ahatri_f,agcereal_ahawht_f,agcereal_atobar_f,agcereal_atomai_f,agcereal_atooat_f,agcereal_atooth_f,agcereal_atoric_f,agcereal_atosor_f,agcereal_atotri_f,agcereal_atowht_f,agcerehay_aha_f,agcerehay_ato_f,agchickensanolay_f,agchickensanomea_f,agcottlintakg_f,agcottlintakgirr_f,agcottlintakgnon_f,agcottpltdaha_f,agcottpltdahairr_f,agcottpltdahanon_f,agcroptotaha_f,agdairallot_f,agdaircales1_f,agdaircowsano_f,agdairheifanogt2_f,agdairheifanole2_f,agdairy_ano_f,ageggprodado_f,ageweslmbmark_f,agewesmateanomer_f,agewesmateanooth_f,agfloers_aha_f,agfloers_ahaout_f,agfloersundaha_f,agfloerupano_f,agfrutalmnum_f,agfrutalmoakg_f,agfrutalmotba_f,agfrutalmotnb_f,agfrutapplakg_f,agfrutapptba_f,agfrutapptnb_f,agfrutapptree_f,agfrutapriakg_f,agfrutaprtba_f,agfrutaprtnb_f,agfrutaprtre_f,agfrutavocakg_f,agfrutavotba_f,agfrutavotnb_f,agfrutavotree_f,agfrutbanaaha_f,agfrutbanaahabea_f,agfrutbanaahanyb_f,agfrutbanaato_f,agfrutcherakg_f,agfrutchertba_f,agfrutchertnb_f,agfrutchertree_f,agfrutmacatba_f,agfrutmacatnb_f,agfrutmacnum_f,agfrutmandakg_f,agfrutmandtba_f,agfrutmandtnb_f,agfrutmandtre_f,agfrutmangakg_f,agfrutmangtba_f,agfrutmangtnb_f,agfrutmantree_f,agfrutmcdmakg_f,agfrutnaspearakg_f,agfrutnaspeartba_f,agfrutnaspeartnb_f,agfrutnasptree_f,agfrutnectakg_f,agfrutnectree_f,agfrutnecttba_f,agfrutnecttnb_f,agfrutnutotaha_f,agfrutolitree_f,agfrutolivakg_f,agfrutolivtba_f,agfrutolivtnb_f,agfrutoorcano_f,agfrutorcba_f,agfrutorcnyb_f,agfrutorctot_f,agfrutorngakg_f,agfrutorngtba_f,agfrutorngtnb_f,agfrutorngtree_f,agfrutothcittba_f,agfrutothcittnb_f,agfrutothcittr_f,agfrutothha_f,agfrutothnum_f,agfrutothnuttnb_f,agfrutothnutttb_f,agfrutothorctba_f,agfrutothorctnb_f,agfrutothpomtba_f,agfrutothpomtnb_f,agfrutothpomtr_f,agfrutothrahabea_f,agfrutothrahanyb_f,agfrutothstre_f,agfrutotsttba_f,agfrutotsttnb_f,agfrutpeactba_f,agfrutpeactnb_f,agfrutpeatree_f,agfrutpechakg_f,agfrutpineaha_f,agfrutpineahabea_f,agfrutpineahanyb_f,agfrutpineato_f,agfrutstrwahabea_f,agfrutstrwakg_f,aggrape_aha_f,aggrape_ahabea_f,aggrape_ahanyb_f,aggrape_ato_f,aggrapeothaha_f,aggrapeothahabea_f,aggrapeothahanyb_f,aggrapeothato_f,aggrapewinaha_f,aggrapewinahabea_f,aggrapewinahanyb_f,aggrapewinato_f,aglambmarked_f,aglambmarkmerano_f,aglambmarkothano_f,aglambslt1ano_f,aglandtotlaha_f,aglucrnhay_aha_f,aglucrnhay_ato_f,agnurflwtuaha_f,agnursbpcupano_f,agnursery_aha_f,agnursery_ahaout_f,agnurseryundaha_f,agnursfnvupano_f,agnurshvupano_f,agnursinplupano_f,agnurspropupano_f,agnurspsbupano_f,agnursptsupano_f,agorchardsaha_f,agothchickenano_f,agothcrhayaha_f,agothcrhayato_f,agothcrop_aha_f,agothcrop_ahacan_f,agothcrop_ahaoil_f,agothcrop_ahaopu_f,agothcrop_ahapnt_f,agothcrop_akgpnt_f,agothcrop_atocan_f,agothcrop_atooil_f,agothcrop_atoopu_f,agothlstokanohld_f,agothpltryano_f,agothsheepano_f,agpasceothsilaha_f,agpasceothsilato_f,agpascrhayaha_f,agpascrhayato_f,agpasthay_aha_f,agpasthay_ato_f,agpigbopigano_f,agpigbsow_ano_f,agpigs_ano_f,agsheeplmbano_f,agsugarcanaha_f,agsugarcrsaha_f,agsugarcrsato_f,agsugnfcrushaha_f,agturf_aha_f,agturfrollupano_f,agvegbeanaha_f,agvegbeankg_f,agvege_aha_f,agvegebrocaha_f,agvegebrocakg_f,agvegebrusaha_f,agvegebrusakg_f,agvegecabbaha_f,agvegecabbato_f,agvegecapsaha_f,agvegecapsahaout_f,agvegecapsakg_f,agvegecapsakgout_f,agvegecapsakgund_f,agvegecapsam2und_f,agvegecarraha_f,agvegecarrato_f,agvegecaulaha_f,agvegecaulato_f,agvegecornaha_f,agvegecornato_f,agvegeletahaout_f,agvegeletakgout_f,agvegeletakgund_f,agvegeletam2und_f,agvegelettaha_f,agvegelettakg_f,agvegemelnaha_f,agvegemelnato_f,agvegemushakg_f,agvegemusham2_f,agvegeonioaha_f,agvegeonioato_f,agvegeoth_aha_f,agvegepeasaha_f,agvegepeasahamkt_f,agvegepeasahapro_f,agvegepeasakg_f,agvegepeasakgmkt_f,agvegepeasakgpro_f,agvegepotaaha_f,agvegepotaahamkt_f,agvegepotaahapro_f,agvegepotaato_f,agvegepotaatomkt_f,agvegepotaatopro_f,agvegepumpaha_f,agvegepumpato_f,agvegetomaaha_f,agvegetomaahamko_f,agvegetomaahamkt_f,agvegetomaahapro_f,agvegetomaakgmku_f,agvegetomaam2mku_f,agvegetomaato_f,agvegetomaatomko_f,agvegetomaatomkt_f,agvegetomaatopro_f,almonds_yield_f,apples_yield_f,apricots_yield_f,avocados_yield_f,bananas_yield_f,barley_yield_f,beans_yield_f,broccoli_yield_f,brussels_yield_f,cabbages_yield_f,canola_yield_f,capsicumout_yield_f,capsicumtot_yield_f,capsicumund_yield_f,carrots_yield_f,caulifloers_yield_f,cereals_hay_yield_f,cherries_yield_f,cotirrigatedlint_yield_f,cotnonirriglint_yield_f,cottontot_yield_f,dairy_totcattle_rt_f,grapesoth_yield_f,grapestot_yield_f,grapeswine_yield_f,lettuceout_yield_f,lettucetot_yield_f,lettuceund_yield_f,lucerne_yield_f,macadamias_yield_f,maize_yield_f,mandarins_yield_f,mangoes_yield_f,meat_totcattle_rt_f,melons_yield_f,mushrooms_yield_f,nectarines_yield_f,oats_yield_f,olives_yield_f,onions_yield_f,oranges_yield_f,othcerealgrnseed_yield_f,oth_hay_yield_f,othpulses_yield_f,othroilseeds_yield_f,pasture_hay_yield_f,peaches_yield_f,peanuts_yield_f,pears_yield_f,peasfreshmkt_yield_f,peasprcs_yield_f,peastot_yield_f,pineapples_yield_f,potatoesfresh_yield_f,potatoespro_yield_f,potatotot_yield_f,pumpkins_yield_f,rice_yield_f,silage_yield_f,sorghum_yield_f,strawberries_yield_f,sugarcutcrushing_yield_f,sweetcorn_yield_f,tomatoesmko_yield_f,tomatoesmku_yield_f,tomatoespro_yield_f,tomatotot_yield_f,triticale_yield_f,wheat_yield_f,sa4_name16
204,,131493.0,412630.0,202405.0,,463144.0,,,473715.0,,36.0,3387.0,660.0,,,2406.0,37873.0,,623.0,8071.0,1467.0,,,5907.0,112056.0,7153.0,39325.0,322606.0,3220000.0,,,,,,,,2001.0,,,2950.0,,,7067077.0,,199985.0,,68.0,67.0,1.0,383.0,,,,,,,,,,,,,3800.0,300.0,,300.0,,,,,2199484.0,273411.0,62547.0,335958.0,,,,247.0,7.0,,7.0,,,,,,156564.0,4084.0,537.0,4622.0,435.0,23.0,23.0,,,14949.0,109370.0,14949.0,,,576005.0,120503.0,696508.0,397.0,7.0,,7.0,4299.0,3583.0,7882.0,44.0,59532.0,10376.0,49157.0,,,250.0,,250.0,34.0,10.0,2403.0,2403.0,,2376.0,1001.0,3378.0,20453.0,,,,,18.0,134351.0,,,177.0,,,,,,,,177.0,,,199637.0,,,,1991.0,12237.0,,,42.0,40.0,2.0,1373.0,11.0,,101407.0,,32.0,,299324.0,458.0,1730.0,697.0,22511.0,,1327.0,,,37366.0,,1887.0,14477.0,36027.0,,,,,,,,14747.0,1701.0,16448.0,,,,,,267.0,1025.0,,,,,,,,,,29.0,29.0,383816.0,383816.0,,,,,,,16.0,167.0,,,81054.0,8105.0,1.0,81054.0,,,1619416.0,33755.0,,,,,,,,,,3.0,3.0,,85.0,85.0,,,,5.0,,5.0,,3147059.0,50000.0,3147.0,,3147.0,,,24.0,,13.0,,3.0,,,,,,13417.0,13417.0,,,,6.0,8.0,,,,,,10.0,10.0,,100000.0,10.0,,,17.0,35.0,,87.0,,48.0,19.0,,7.0,,57.0,2.0,4.0,,,,9.0,,38.0,,,,,28.0,,28.0,,,6.0,,7500.0,,11.0,,63.0,,629.0,,,Hume
307,735934.0,434687.0,2148028.0,977407.0,,,,1501344.0,2186123.0,,,,18729.0,,157906.0,,499401.0,,,55997.0,27120.0,,433023.0,,1233265.0,,,,726998.0,,,,,,,1565828.0,,,,2062.0,,,,,251692.0,,83.0,83.0,,24911.0,,,,,34927270.0,1183229.0,130425.0,1313653.0,,,,,,39969.0,,46090.0,,,,,3187.0,1857.0,2742.0,4599.0,23632.0,,23632.0,,,,,,,,,273940.0,252382.0,8306.0,1995.0,10300.0,,,,1854.0,,,,,,602.0,1456805.0,170373.0,1627178.0,872.0,195.0,,195.0,5326.0,,6658.0,411.0,,,,602.0,,,,,371.0,40.0,,115577.0,17412.0,,,,,,,,,90.0,1064892.0,308.0,303.0,5.0,,,,1.0,,,,4.0,,,214328.0,,,14022180.0,,,,,174.0,170.0,3.0,38391.0,,,19083.0,4091.0,379563.0,,,4300.0,15917.0,,,,361878.0,,,,2802.0,539353.0,131754.0,81120.0,,,,,,4914.0,,,,,,,,,,31.0,72.0,,,,,,6.0,124116.0,,,,,,,,,179.0,7680.0,,3203.0,1002.0,1753.0,618.0,16248131.0,,,,,477.0,8439.0,,,210.0,,,2.0,2.0,,,,,43.0,33.0,10.0,923.0,718.0,206.0,,,,,,,,,,,,,,30.0,,,,3.0,,7090.0,20974.0,45.0,,28788.0,28788.0,,43.0,17.0,,,1982.0,,1379.0,,12.0,10.0,5.0,26284.0,,,,12.0,,,,98.0,18.0,,,1.0,,36.0,4.0,,,1.0,,,14.0,,,,,,,22.0,20.0,21.0,,,,3.0,11862.0,,2.0,73.0,7.0,,,,2.0,Darling Downs - Maranoa
205,,,590413.0,,,,243709.0,11446.0,1029917.0,1637.0,,238.0,,,,511.0,,8338.0,,695.0,,,,1293.0,20869.0,3131.0,14882.0,843875.0,663904.0,,,,,,,149354.0,,69644.0,262991.0,,66515.0,439504.0,11010463.0,,,257286.0,,,3.0,13016.0,,,,,3221933.0,212269.0,8748.0,221018.0,588.0,382.0,101.0,483.0,6901.0,186.0,66.0,252.0,,,,,992.0,387.0,27.0,414.0,,20.0,20.0,132.0,20.0,,20.0,,,,,,864.0,133.0,,133.0,4494.0,1595.0,1392.0,203.0,251.0,26.0,99.0,7.0,20.0,330.0,244992.0,15437.0,260428.0,622.0,31.0,,31.0,27051.0,5420.0,32471.0,7.0,756.0,66.0,689.0,330.0,,,,,7.0,,844.0,788.0,56.0,1325.0,710.0,2035.0,6085.0,,,,,0.0,1458.0,,,,,,,,,,,,,,,290291.0,,976066.0,5187.0,,,10.0,209.0,198.0,11.0,,6353.0,,3616.0,320.0,31747.0,244.0,62.0,674.0,2231.0,,2322.0,28.0,783.0,,,4849.0,35.0,1977.0,33836.0,2145.0,129768.0,51675.0,,,,,,11869.0,,,,,,,,153.0,295.0,783.0,5082939.0,8854.0,914.0,6581481.0,1.0,10209.0,381.0,16070.0,64.0,55.0,3799668.0,1052936.0,2746732.0,85640.0,345.0,14523.0,155.0,3264.0,796.0,12570.0,1811.0,23246719.0,550042.0,41458.0,1815.0,23796761.0,,,,,115.0,4354.0,1056.0,427.0,427.0,,1084716.0,1084716.0,,1915.0,1571.0,344.0,49488.0,39647.0,9842.0,34.0,1043.0,53.0,0.0,13.0,40.0,7664109.0,129739.0,10934.0,12.0,7676.0,3258.0,,15.0,2.0,,,5.0,6489.0,7198.0,7000.0,42.0,2.0,19144.0,59777.0,32.0,42.0,21.0,5.0,,,,,43.0,,,,12839.0,13112.0,13.0,3.0,,9.0,7.0,,57.0,,,,3.0,15.0,38.0,,1.0,3.0,,1.0,4.0,5.0,,6.0,2543.0,,2543.0,,25.0,29.0,26.0,30.0,,6.0,5.0,5000.0,,16.0,40.0,59.0,81.0,205.0,3.0,4.0,Latrobe - Gippsland
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,4.0,,4.0,2.0,2.0,36.0,459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,12.0,240.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne - Inner South
209,1793.0,4014.0,15223.0,9416.0,3926.0,,3926.0,862.0,15223.0,,,,,,,,862.0,,,,,,,,1014.0,,,235451.0,,,,,,,,3907.0,,,,,,,3479893.0,111.0,,111.0,41.0,41.0,,,195952.0,871692.0,68712.0,127240.0,643576.0,32737.0,15685.0,48423.0,2449.0,1225.0,,1225.0,,,,,,,,,2645.0,3674.0,,3674.0,,,,,,,,,,,,,3629310.0,73569.0,,73569.0,245.0,1225.0,1225.0,,,,,,,,182339.0,143657.0,325996.0,,,,,583.0,732.0,1315.0,84.0,,,,,,,,,58.0,26.0,,,,615.0,,615.0,1606.0,,,,,0.0,2278.0,9.0,5.0,5.0,29.0,,,,,9.0,5.0,5.0,29.0,68.0,32.0,37.0,5104.0,29267.0,248.0,1082.0,147.0,,106.0,88.0,17.0,,,,20126.0,,677.0,,150755.0,153.0,1364.0,,,,,,,,,,153.0,,38.0,731.0,10414.0,1195.0,7078.0,794.0,4632.0,,,,9068.0,,,,,,,,,,14.0,86229.0,,,,,,,,,,,,,,,,,,,,,,,,,14274766.0,510574.0,,,7.0,7.0,7.0,,10060.0,10060.0,,,,,,,,,,,,,,,,,,,,13.0,20.0,2.0,,,,,6000.0,,,,,,,,,,1.0,,,,,,6.0,6.0,,,,4.0,,,,,100.0,,28.0,0.0,,,,,,9.0,,,6.0,3.0,,49.0,1400.0,,1400.0,,,,,,,,,4650.0,,,,,,,,1.0,Melbourne - North East
210,2466.0,1492.0,8124.0,4166.0,43188.0,18603.0,24585.0,5486.0,8124.0,580.0,,,,,,,3422.0,1463.0,,,,,,,13254.0,,,48081.0,,,,,,,,7016.0,,,,,,,738818.0,44025.0,14599.0,29427.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,36292.0,5608.0,510.0,6118.0,,,,,,,,,,,,,,,,,,,,,275.0,47194.0,321609.0,44745.0,2449.0,,50353.0,2959.0,53312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,62.0,,,,,10.0,10.0,,62.0,43937.0,12447.0,31490.0,13708.0,31483.0,48.0,100.0,1.0,,,,,,,,,,,275.0,,92.0,922.0,,1484.0,,,,,2621.0,,,22.0,97347.0,13579.0,180.0,458.0,1064.0,4111.0,924.0,3089.0,,,,70475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,,6.0,,,,,,6.0,6.0,,,,2.0,,,,,100.0,,,,,7.0,,,,10.0,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,Melbourne - North West
211,1982.0,3698.0,10346.0,4667.0,427.0,,427.0,,10346.0,,,,,,,,,,,,,,,,,,,100000.0,483200.0,,,,,,,,,,,,,,2940000.0,637.0,,637.0,,,,1232415.0,,,,,,,,,66603.0,2449.0,,2449.0,,,,,,,,,847844.0,124113.0,36626.0,160738.0,,,,2449.0,69.0,,69.0,,,,,,,22386.0,20.0,22406.0,97972.0,4899.0,4899.0,,1609.0,,,,,,,,,1617.0,29.0,,29.0,12374.0,7376.0,19749.0,208.0,,,,,,,,,177.0,31.0,3567.0,3410.0,157.0,18123.0,20.0,18143.0,277972.0,,,,,,,1762.0,1734.0,29.0,14382.0,218.0,218.0,,1674.0,1545.0,1516.0,29.0,12709.0,583.0,,583.0,279.0,21431.0,,,,91.0,,,,88.0,,,2717.0,,3216.0,,,,,,,,,,,,,,683.0,,26.0,,,1481.0,8436.0,1481.0,8436.0,767.0,251.0,1018.0,732.0,,,,,49.0,122.0,,,209.0,,,156.0,1312434.0,,,2.0,1.0,339946.0,4921.0,335025.0,18208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,8109247.0,305462.0,8345.0,236.0,8345.0,,,18.0,27.0,,,,,,8390.0,,,8000.0,139554.0,18.0,,,,,,,,,8.0,,,,,,,,,35.0,,100.0,,,20.0,,,,57.0,,,,,6.0,15.0,,,,,,,,,,,,,,,,,12.0,27.0,,166.0,,,Melbourne - Outer East
212,15366.0,14388.0,52750.0,22995.0,11535.0,,11535.0,192.0,,,,,,,,,192.0,,,,,,,,800.0,,,556840.0,,,,,,,,,940.0,8034.0,34997.0,2125.0,8198.0,54295.0,14797272.0,11532.0,,11532.0,,,,65409.0,,,,,,,23204.0,,69016.0,15736.0,,15736.0,,,,,,,,,,,,,,,,,,,,,,,,,62219.0,4641.0,,4641.0,,,,,194.0,,,,,,,23756.0,,,,,,8299.0,553.0,8852.0,7.0,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,2.0,2.0,,3.0,,,,,2.0,2.0,,3.0,13750.0,,13750.0,3005.0,,,,,8326.0,121.0,85.0,36.0,565.0,16712.0,7176.0,6417.0,19740.0,3558.0,187.0,238815.0,274.0,1276.0,,,,,,,,,,2536.0,248721.0,280.0,10161.0,61303.0,,37774.0,,36498.0,,,,14820.0,,,,,514.0,,,,4053.0,45.0,20000.0,7.0,1000.0,17.0,403.0,,,,,,,14.0,718.0,,,,,747.0,6486085.0,,,747.0,6486085.0,,,,,28.0,1050.0,,,,,,,,,,329.0,14830.0,3076.0,11754.0,,,,,,,,,,,,,,,4.0,,,,,444.0,143.0,24.0,,,,,51.0,,,,,,,,,2.0,2.0,8684.0,8684.0,,,,,,,,,,,,,38.0,,,5.0,,,,,,,,,,,,36.0,,,,,,,,,,,,,,4.0,Melbourne - South East
213,687.0,494.0,2006.0,825.0,4972.0,1322.0,3651.0,,7658.0,382.0,,,,,,,,1126.0,,,,,,,,1619.0,8009.0,220184.0,450000.0,,,,,,,,63.0,1226.0,2146.0,,2179.0,5651.0,4858346.0,4087.0,,4087.0,,,,,,,,,2806958.0,134726.0,,134726.0,3674.0,171.0,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,980.0,392.0,,392.0,2939.0,294.0,294.0,,36.0,,,,,,135877.0,,135877.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,294.0,,294.0,3184.0,,,,,,,,,,,,,,,,,,,5563.0,615.0,4949.0,3412.0,25060.0,,494.0,101.0,4899.0,21.0,13.0,8.0,,70011.0,,31219.0,,,33.0,,341.0,426.0,61.0,,,,,,,,,24.0,20000.0,2375.0,61.0,203.0,2339.0,10666.0,277.0,1737.0,6.0,,6.0,10759.0,,,,,80.0,578.0,,,,2353.0,22194252.0,,,483.0,11621.0,,,,,,,,,1278.0,27826.0,,,,,,,,,,,,,,,245.0,85.0,85.0,,198304.0,198304.0,,23.0,23.0,,292.0,292.0,,4.0,0.0,7.0,5.0,7.0,,358583.0,17929.0,580.0,221.0,580.0,,,21.0,21.0,,,3.0,,9431.0,,,3.0,,,,,,5.0,,,,,74.0,,,,13996.0,13996.0,,5.0,,10.0,,,26.0,,,10.0,,,,,,1.0,,,,11.0,,3.0,2333.0,,2333.0,,13.0,,13.0,0.0,,3.0,,,,,41.0,20.0,,81.0,,5.0,Melbourne - West
214,9391.0,2702.0,15509.0,3416.0,110.0,11.0,99.0,609.0,15511.0,,,,,,,,609.0,,,,,,,,2840.0,,,28510.0,6560337.0,,,,,,,6131.0,2.0,,,,,2.0,630791.0,6.0,6.0,,15.0,,15.0,14112.0,3.0,,,3.0,4604750.0,164473.0,21720.0,186193.0,539.0,123.0,11.0,134.0,12.0,12.0,34.0,46.0,,,,,13935.0,6124.0,398.0,6522.0,,3.0,3.0,,,11.0,11.0,,,2.0,2.0,,31549.0,1224.0,22.0,1246.0,261.0,215.0,105.0,110.0,,9417.0,122563.0,9406.0,11.0,22.0,182394.0,22504.0,204898.0,,,11.0,11.0,,17.0,17.0,41.0,17.0,17.0,,,22.0,,,,41.0,0.0,614.0,614.0,,314.0,110.0,424.0,784.0,,,,,296.0,3143377.0,1353.0,1351.0,2.0,5139.0,,,,,1353.0,1351.0,2.0,5139.0,57.0,5.0,52.0,52.0,21051.0,,,212.0,,197.0,182.0,16.0,1827.0,,,20593.0,85761.0,32241.0,250.0,761983.0,,,,,,,,,,,,1868.0,,16.0,71.0,274.0,1739.0,8128.0,1739.0,8128.0,,,,178.0,,,,,,,2.0,12625.0,1562.0,166.0,1345558.0,2.0,18060.0,6.0,150.0,,,,,,,61.0,2912.0,22.0,494.0,,,497.0,9323795.0,92104.0,6140.0,498.0,9415899.0,,,,,,,780.0,,,,,,,25.0,25.0,,396.0,396.0,,,,,,,,,,,,,,,28.0,4.0,1.0,,,6313.0,8099.0,9030.0,24.0,,,,,48.0,22.0,,2.0,,,,0.0,,4.0,4.0,18750.0,18911.0,15.0,,,,,,100.0,,,3.0,,13.0,,,,,,,,3.0,,26.0,,,,,16.0,,16.0,,,4.0,,10631.0,,,,,,,,5.0,Mornington Peninsula
215,29324.0,,,,2116098.0,1346860.0,,2624584.0,,763203.0,,,8499.0,,90.0,6424.0,1128793.0,2416260.0,,,9664.0,,434.0,12561.0,3346768.0,,,30305.0,10480.0,,,,,,,2874051.0,4253.0,12842.0,41390.0,3314.0,11199.0,72999.0,696651.0,1664488.0,,,1284.0,1284.0,,76833.0,5389157.0,55151511.0,4972739.0,416418.0,564905.0,20252.0,,20252.0,,,8296.0,,,,,,,,,,,,,,,,,7317150.0,204806.0,,264408.0,1309.0,131.0,,,,814.0,34.0,,34.0,18907847.0,1262516.0,1083370.0,,28144.0,1383365.0,62748566.0,1252177.0,131188.0,6196.0,9212378.0,1031127.0,10243505.0,42515750.0,750302.0,,828445.0,54063.0,,70713.0,12.0,170649.0,12467.0,158182.0,6196.0,,1224.0,,1224.0,10.0,2.0,140867.0,111854.0,,492973.0,,563803.0,,,,,,,,,,1761.0,,,,,,9074.0,8164.0,911.0,198048.0,1753456.0,,,,4718889.0,9360.0,31117.0,1488.0,,,,8.0,3435.0,24772.0,,891.0,,82.0,28132.0,48.0,,,10175.0,,875.0,476790.0,,,,1946.0,832770.0,2678.0,661791.0,,22830.0,136624.0,,,,,,20831.0,,4119322.0,,,,,12.0,,,497435.0,,56.0,424367.0,,,26.0,871.0,28.0,28.0,678831.0,678831.0,,,834.0,37021.0,,,,,415.0,4329400.0,,,415.0,4329400.0,295.0,6143.0,,,,,,52.0,52.0,,103828.0,103828.0,,1366.0,543.0,823.0,51289.0,20355.0,30935.0,,,,,,,,,,,,,11.0,28.0,10.0,37.0,,3.0,7223.0,7626.0,,,2.0,24689.0,24689.0,,44.0,,6.0,,,,,,,,,10422.0,10422.0,,3.0,,12.0,36.0,10.0,,21.0,,17.0,3.0,50.0,,57.0,,,2.0,2.0,,18.0,,24.0,1983.0,,1983.0,,38.0,38.0,38.0,,,,5.0,,,,,,,,,3.0,North West
216,,18587.0,,,,77176.0,105681.0,,,,4062.0,11428.0,598.0,,,,,,33777.0,37877.0,641.0,,,,,,,,200000.0,,,,,,,314017.0,10716.0,,,,,,,,28316.0,132169.0,61.0,50.0,12.0,4786.0,,,,,102480288.0,2661142.0,,2977831.0,,,17233.0,,,,,,,,,,832931.0,183569.0,64857.0,248426.0,,,,,,,,,,,,,80487415.0,1110975.0,92790.0,1203765.0,,,,,9617.0,78614.0,587449.0,78614.0,,20477.0,5989146.0,,6803603.0,3019255.0,43607.0,,43607.0,,3200.0,,187.0,,,,14706.0,5771.0,,,,173.0,14.0,,,,842768.0,,935552.0,31499758.0,,,,,0.0,29.0,,,33.0,,8.0,8.0,,91.0,,,33.0,,,24709.0,,,,,,,210.0,31.0,28.0,3.0,72.0,105.0,,223.0,53.0,1051.0,9430.0,,4343.0,14283.0,,,80.0,3839.0,,,,65.0,5719.0,2167.0,32504.0,36059.0,32293.0,,,,,,,,,,,,,,130.0,600.0,,,3224.0,,,,,43.0,973.0,1.0,1.0,28743.0,28743.0,,,14.0,707.0,7.0,76.0,3.0,36.0,1.0,31019.0,,,1.0,31019.0,0.0,1.0,,,20.0,1000.0,,,,,,,,,,,,,,40.0,1501.0,2264.0,,361.0,1902.0,24268392.0,385573.0,204176.0,13288.0,,166619.0,,39.0,22.0,,,3.0,,,,23.0,2.0,20000.0,20000.0,,51.0,11.0,7.0,5.0,,,,83.0,12.0,12.0,12.0,22440.0,22440.0,,8.0,,8.0,,,,10.0,,,,7.0,50.0,69.0,1.0,3.0,,1.0,,37.0,,72.0,,,,,,,,37.0,,,,200.0,,13.0,41.0,63.0,88.0,90.0,,3.0,Shepparton
217,,177502.0,567689.0,,2852845.0,,1875323.0,,1140622.0,19481.0,565.0,,,,,1194.0,,68584.0,6901.0,,,,,5968.0,,6972.0,46206.0,5181.0,810000.0,,,,,,,304048.0,,96595.0,358682.0,,92029.0,572933.0,128365.0,2525541.0,,1861713.0,32.0,31.0,0.0,362.0,,,,,144971.0,6288.0,330.0,6619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,6288.0,330.0,6619.0,,,,,,,,11.0,,,,,,,,,10.0,0.0,,,,,,,,,,,,7.0,96830.0,118.0,116.0,2.0,458.0,,,,,118.0,116.0,2.0,458.0,2658411.0,,2175712.0,,1541034.0,,12176.0,,6007.0,18.0,13.0,5.0,,1876.0,,3625.0,12.0,6.0,,36.0,3290.0,16168.0,2330.0,,,7278.0,,,,212.0,17197.0,5457.0,76.0,,,,120693.0,534000.0,106577.0,459449.0,880.0,172.0,1052.0,4776663.0,,,,,,,,,154.0,1.0,1288.0,3.0,5152.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.0,39.0,,,,,,,105.0,8.0,97.0,3950.0,103.0,3847.0,,,4.0,1.0,4.0,,179977.0,33329.0,185.0,5.0,185.0,,,23.0,,,,4.0,,1000.0,2000.0,,2.0,,,,,,,,,,,50.0,,4.0,4.0,,,,,,12.0,,,50.0,,,,3.0,,12.0,,,,2.0,1.0,4.0,,,,,,,,13.0,40.0,38.0,,,8.0,,14167.0,,,7.0,5.0,,45.0,5.0,5.0,Warrnambool and South West
