SA4_MAIN11,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,SA4_NAME11
203,122200,128451,250651,8152,7688,15840,16390,15303,31693,8581,8006,16587,7763,7563,15326,14245,14955,29200,16712,17832,34544,16665,17964,34629,15236,16178,31414,10210,11134,21344,6219,7854,14073,2027,3974,6001,115326,122112,237438,6876,6337,13213,882,982,1864,53,53,106,24,18,42,959,1053,2012,97838,103392,201230,18555,19421,37976,106210,112826,219036,10474,11157,21631,109094,116303,225397,1644,1544,3188,14777,13899,28676,6317,6231,12548,2592,3040,5632,2961,5050,8011,39433,46771,86204,17026,16686,33712,17903,17415,35318,8015,8314,16329,6622,7681,14303,496,572,1068,112393,119179,231572,7584,7106,14690,Geelong
204,78782,80512,159294,4968,4738,9706,10473,10103,20576,5816,5264,11080,4272,3567,7839,7480,7948,15428,9611,10447,20058,11360,12061,23421,11519,11274,22793,7822,7811,15633,4211,4945,9156,1252,2352,3604,73231,75665,148896,5552,4845,10397,865,935,1800,58,66,124,15,11,26,938,1012,1950,67360,68984,136344,7617,7944,15561,72373,74224,146597,3217,3493,6710,72305,74478,146783,988,952,1940,9415,9165,18580,3989,3980,7969,908,1015,1923,1521,3059,4580,20150,25199,45349,10682,11012,21694,15356,13506,28862,6778,5769,12547,5099,4921,10020,268,240,508,71206,74175,145381,10543,8491,19034,Hume
205,125947,129911,255858,8205,7740,15945,16329,15742,32071,8674,8237,16911,6801,6541,13342,12860,13363,26223,15005,16053,31058,17431,18460,35891,18218,18681,36899,13283,13206,26489,7137,8156,15293,2005,3732,5737,116937,122111,239048,9010,7801,16811,1782,1837,3619,74,70,144,21,27,48,1877,1934,3811,104176,107596,211772,14978,15749,30727,114156,118673,232829,5462,5997,11459,113233,118002,231235,1478,1391,2869,14531,14063,28594,5845,5976,11821,1230,1744,2974,1939,4278,6217,29922,38685,68607,17904,18177,36081,23844,21341,45185,10913,10032,20945,8924,8960,17884,425,404,829,114250,119530,233780,8993,7826,16819,Latrobe - Gippsland
206,245710,256280,501990,13123,12563,25686,17798,17298,35096,10510,11065,21575,24759,28125,52884,63646,65633,129279,41062,40305,81367,28642,28764,57406,21795,22857,44652,13292,14309,27601,8297,10277,18574,2786,5085,7871,234314,245087,479401,11396,11192,22588,864,826,1690,54,54,108,35,31,66,953,911,1864,143914,152142,296056,80449,85837,166286,159160,166011,325171,66249,73523,139772,183263,195489,378752,2512,2510,5022,15461,15112,30573,8361,9161,17522,12473,14986,27459,14445,19350,33795,147133,159060,306193,15039,14200,29239,13904,12971,26875,5419,5235,10654,8592,11755,20347,1903,3208,5111,217501,231873,449374,36271,31572,67843,Melbourne - Inner
207,163528,176477,340005,9013,8639,17652,20209,19184,39393,11725,11344,23069,13848,13351,27199,21398,21119,42517,21388,24499,45887,22795,25180,47975,18161,20490,38651,13017,15010,28027,8775,11229,20004,3198,6432,9630,156798,170116,326914,6729,6361,13090,217,252,469,26,18,44,10,4,14,253,274,527,103102,110185,213287,53457,59426,112883,106915,114360,221275,50376,56248,106624,136321,147754,284075,2433,2398,4831,18839,17987,36826,10337,10178,20515,8134,8077,16211,5983,7980,13963,91022,97211,188233,12138,13772,25910,11187,13176,24363,4910,5650,10560,5659,8243,13902,941,1412,2353,152998,165532,318530,7911,8988,16899,Melbourne - Inner East
208,182675,195540,378215,12395,11669,24064,23297,22245,45542,11266,10443,21709,12365,11914,24279,23769,24428,48197,27766,30787,58553,25825,27648,53473,20726,22227,42953,12807,14619,27426,8606,11934,20540,3854,7626,11480,174842,188164,363006,7834,7375,15209,339,332,671,30,26,56,14,23,37,383,381,764,121046,129663,250709,52679,57055,109734,135467,144967,280434,39136,42912,82048,154012,166481,320493,3154,2910,6064,21393,20583,41976,9329,8934,18263,6082,6328,12410,5453,7917,13370,93270,101326,194596,15607,16786,32393,15249,16195,31444,5984,6498,12482,5731,8166,13897,786,1014,1800,170366,182841,353207,8859,10311,19170,Melbourne - Inner South
209,215142,221904,437046,15357,14288,29645,27912,26341,54253,14298,13754,28052,16344,15640,31984,31488,31898,63386,32370,33872,66242,28798,30740,59538,23308,24757,48065,14385,15471,29856,8327,10414,18741,2552,4729,7281,207737,215202,422939,7406,6702,14108,1298,1396,2694,66,79,145,42,44,86,1406,1519,2925,144454,150173,294627,60086,61530,121616,140222,144632,284854,65755,68793,134548,184202,191489,375691,3071,2915,5986,24890,23557,48447,10934,11123,22057,6575,6914,13489,6509,9391,15900,87150,95258,182408,21994,21240,43234,24462,22347,46809,10587,10019,20606,12349,15919,28268,2129,3069,5198,202956,209848,412804,10113,10543,20656,Melbourne - North East
210,157321,161162,318483,11389,10735,22124,22378,21267,43645,11403,10890,22293,11380,10586,21966,22086,22138,44224,22737,24094,46831,21131,21937,43068,15769,16933,32702,10720,11495,22215,6542,8047,14589,1785,3041,4826,152443,156781,309224,4876,4382,9258,763,738,1501,75,64,139,27,16,43,865,818,1683,100323,103305,203628,48243,49267,97510,91596,93854,185450,58111,60204,118315,133734,138557,272291,2043,1968,4011,19308,18487,37795,8298,8458,16756,3681,3810,7491,3820,5666,9486,55324,60170,115494,16332,15832,32164,19863,17699,37562,8825,8186,17011,10754,13302,24056,2027,3036,5063,148826,152814,301640,7347,7277,14624,Melbourne - North West
211,234932,244171,479103,15420,14345,29765,31573,29690,61263,16881,16319,33200,16014,15088,31102,28854,29291,58145,33660,36131,69791,34072,36157,70229,28696,30958,59654,17792,18907,36699,9092,11447,20539,2878,5839,8717,225015,235305,460320,9916,8868,18784,943,975,1918,59,61,120,21,17,38,1023,1053,2076,173006,178620,351626,53193,57150,110343,192731,199158,391889,34942,38220,73162,208634,216907,425541,3369,3181,6550,29058,27509,56567,13295,13369,26664,5690,5950,11640,5594,9223,14817,90015,102637,192652,29819,29384,59203,33665,31386,65051,13675,12663,26338,8788,10672,19460,978,1278,2256,222725,231865,454590,7780,8953,16733,Melbourne - Outer East
212,327767,330249,658016,23062,21841,44903,44428,41644,86072,24002,22048,46050,26353,23897,50250,48856,47915,96771,46855,49003,95858,43015,43842,86857,33314,34965,68279,21767,23298,45065,12583,15187,27770,3533,6609,10142,317477,321105,638582,10291,9143,19434,1148,1238,2386,141,125,266,42,32,74,1331,1395,2726,180863,182487,363350,131262,133434,264696,189598,191357,380955,124612,126813,251425,262870,267629,530499,4196,4132,8328,39238,36920,76158,18325,17733,36058,10879,10529,21408,9901,13613,23514,130017,136598,266615,32081,30439,62520,41073,37263,78336,17273,16293,33566,16451,21022,37473,3759,5400,9159,311045,313931,624976,13933,13910,27843,Melbourne - South East
213,307531,308527,616058,24773,23902,48675,41302,39238,80540,20245,19260,39505,23094,21532,44626,52946,53048,105994,49080,49799,98879,39420,40011,79431,29826,30130,59956,16295,16487,32782,8168,10705,18873,2384,4414,6798,298077,300177,598254,9454,8350,17804,1588,1548,3136,122,122,244,50,46,96,1760,1716,3476,176963,178347,355310,111017,112015,223032,171842,172532,344374,116762,120157,236919,246920,251133,498053,4038,4032,8070,35500,33836,69336,14621,14766,29387,7667,7884,15551,9398,13411,22809,117028,124594,241622,29417,26753,56170,36006,31663,67669,14990,14493,29483,16732,21017,37749,3408,5048,8456,287825,291527,579352,17366,15221,32587,Melbourne - West
214,131896,139168,271064,8731,8384,17115,17368,16380,33748,9133,8509,17642,8013,7548,15561,14317,15127,29444,18154,19681,37835,18192,19161,37353,16092,17831,33923,12224,13695,25919,7304,8732,16036,2367,4121,6488,124670,132332,257002,7226,6837,14063,889,908,1797,66,71,137,18,32,50,973,1011,1984,98638,103547,202185,25985,27874,53859,116104,122091,238195,9533,10535,20068,114808,121166,235974,1936,1830,3766,15683,14674,30357,6299,6227,12526,2112,2336,4448,2480,4666,7146,42130,50182,92312,17468,17491,34959,22318,20847,43165,8980,8729,17709,5634,6835,12469,371,425,796,121268,128442,249710,7567,7957,15524,Mornington Peninsula
215,73135,74293,147428,4739,4406,9145,10069,9606,19675,5119,4801,9920,3887,3551,7438,7177,7462,14639,8791,9307,18098,10510,10451,20961,10014,9612,19626,7019,7173,14192,4431,5325,9756,1378,2599,3977,68450,70168,138618,4686,4124,8810,1593,1817,3410,70,74,144,45,46,91,1708,1937,3645,62802,64182,126984,6207,6152,12359,65012,66820,131832,4519,4372,8891,65999,67868,133867,871,832,1703,8893,8495,17388,3350,3347,6697,502,724,1226,1048,2001,3049,15350,19737,35087,10228,10395,20623,13303,12044,25347,6770,5923,12693,6467,6169,12636,450,439,889,67071,68596,135667,5318,4694,10012,North West
216,61841,63053,124894,4244,4009,8253,8984,8383,17367,4466,4185,8651,3165,3177,6342,6175,6683,12858,7887,8189,16076,8629,8685,17314,7865,8033,15898,5946,5790,11736,3420,4014,7434,1061,1904,2965,58116,59679,117795,3725,3374,7099,1522,1614,3136,52,49,101,30,32,62,1604,1695,3299,51893,52985,104878,6329,6433,12762,53770,55245,109015,4897,4878,9775,55221,56761,111982,673,679,1352,7875,7352,15227,2965,3072,6037,539,720,1259,927,1911,2838,12741,17038,29779,8339,8574,16913,11345,10295,21640,5842,4843,10685,5119,4696,9815,450,452,902,56699,57961,114660,4084,3910,7994,Shepparton
217,59586,61073,120659,3897,3617,7514,8283,7895,16178,4465,4065,8530,3166,2914,6080,5872,6097,11969,7323,7778,15101,8574,8850,17424,8312,8146,16458,5459,5652,11111,3217,4029,7246,1018,2030,3048,55570,57411,112981,4017,3662,7679,746,732,1478,28,33,61,24,16,40,798,781,1579,52386,53760,106146,4240,4381,8621,55826,57273,113099,1350,1500,2850,54680,56316,110996,661,667,1328,7467,7114,14581,3076,3049,6125,587,857,1444,925,2148,3073,13650,18577,32227,8875,8912,17787,10574,9089,19663,5441,4400,9841,4707,4331,9038,238,166,404,54625,55983,110608,3804,3785,7589,Warrnambool and South West
297,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,0,3,11,0,11,12,0,12,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,13,0,13,33,0,33,3,0,3,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,10,0,10,7,0,7,3,0,3,3,0,3,3,0,3,0,0,0,860,60,920,Migratory - Offshore - Shipping (Vic.)
299,4673,3635,8308,231,219,450,307,281,588,233,259,492,532,507,1039,1094,905,1999,898,520,1418,630,381,1011,402,346,748,250,146,396,73,39,112,22,32,54,0,0,0,4672,3635,8307,167,108,275,4,0,4,0,3,3,171,111,282,2951,2251,5202,1212,1021,2233,2839,2368,5207,731,685,1416,2862,2377,5239,33,28,61,181,171,352,79,110,189,103,149,252,145,203,348,1461,1509,2970,400,281,681,596,425,1021,310,185,495,221,138,359,40,31,71,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,103529,107904,211433,7312,6809,14121,15076,14113,29189,7492,7218,14710,6159,6035,12194,11611,12359,23970,14859,16221,31080,15064,16011,31075,12759,13245,26004,7737,8182,15919,4052,5105,9157,1407,2606,4013,98667,104201,202868,4860,3704,8564,1732,1911,3643,124,133,257,95,103,198,1951,2147,4098,75972,79218,155190,23099,24469,47568,93087,96684,189771,6556,7763,14319,88779,93336,182115,1138,1085,2223,13721,12871,26592,4902,5154,10056,1418,1793,3211,1996,3829,5825,38241,41790,80031,7296,7000,14296,21492,23466,44958,4268,4183,8451,4216,4931,9147,247,237,484,97673,102791,200464,3918,4269,8187,Brisbane - East
302,92918,98129,191047,6573,6057,12630,11207,10738,21945,6100,5696,11796,6562,6672,13234,14390,14514,28904,14124,14800,28924,12193,12848,25041,10027,10581,20608,6156,7365,13521,4116,5716,9832,1471,3143,4614,88935,94932,183867,3984,3198,7182,1513,1574,3087,136,140,276,99,112,211,1748,1826,3574,67722,72169,139891,20632,21498,42130,77562,81806,159368,11077,12334,23411,78753,84168,162921,939,857,1796,10165,9764,19929,4166,4114,8280,1792,2369,4161,2843,4082,6925,41328,43515,84843,5574,5163,10737,15368,17862,33230,2968,2952,5920,4028,5563,9591,305,386,691,87363,93040,180403,4627,4839,9466,Brisbane - North
303,154572,159513,314085,10318,9989,20307,18646,17774,36420,10378,10214,20592,14517,14076,28593,27192,26771,53963,22885,23750,46635,19413,20453,39866,15299,16113,31412,9042,9728,18770,5112,6994,12106,1770,3651,5421,148693,154536,303229,5881,4975,10856,1631,1628,3259,158,193,351,133,130,263,1922,1951,3873,94487,98876,193363,52210,53835,106045,105986,109575,215561,41231,43798,85029,122511,128969,251480,1506,1447,2953,16799,16156,32955,7750,8033,15783,6623,7058,13681,6845,8517,15362,79136,81427,160563,8059,7194,15253,19314,22056,41370,3965,4008,7973,5209,7256,12465,837,1139,1976,145084,151485,296569,8465,7899,16364,Brisbane - South
304,83413,86940,170353,5459,4912,10371,11224,10497,21721,6789,6659,13448,8272,7765,16037,10964,11002,21966,11641,12768,24409,10852,11918,22770,9128,9799,18927,5383,5716,11099,2708,3601,6309,993,2303,3296,79444,83819,163263,3970,3120,7090,565,529,1094,70,62,132,25,32,57,660,623,1283,57247,59647,116894,22984,24095,47079,68889,71297,140186,11558,12760,24318,70607,73635,144242,1046,970,2016,10545,9868,20413,5431,5622,11053,4238,4507,8745,3332,4509,7841,47622,48843,96465,4002,3996,7998,8531,10830,19361,1559,1710,3269,1311,2011,3322,164,189,353,77160,81459,158619,4632,4881,9513,Brisbane - West
305,112201,111775,223976,5947,5672,11619,10024,9658,19682,5985,6306,12291,11882,12940,24822,26524,25235,51759,18329,17312,35641,13979,13443,27422,10516,10176,20692,5354,5286,10640,2717,3551,6268,944,2194,3138,106093,106867,212960,6106,4909,11015,911,863,1774,102,80,182,58,62,120,1071,1005,2076,73378,75775,149153,30139,29522,59661,87560,88563,176123,16273,17143,33416,86616,88903,175519,1002,1013,2015,9153,8908,18061,4575,5083,9658,5123,6322,11445,6552,7892,14444,67941,68874,136815,4944,4515,9459,9722,10885,20607,1989,1776,3765,2300,2827,5127,333,393,726,99049,102035,201084,18918,14303,33221,Brisbane Inner City
306,111878,112558,224436,8389,7805,16194,16184,15539,31723,7583,7170,14753,5978,6291,12269,13285,14733,28018,16027,17198,33225,16553,16704,33257,14155,13368,27523,8679,7848,16527,3979,4097,8076,1065,1806,2871,104211,107184,211395,7665,5376,13041,7091,7895,14986,2375,2593,4968,1500,1664,3164,10966,12152,23118,83535,83262,166797,19361,21468,40829,93252,93409,186661,10421,12197,22618,94543,95283,189826,944,887,1831,13709,13263,26972,4135,4303,8438,744,1285,2029,2073,4780,6853,34882,39760,74642,8691,8243,16934,22879,22283,45162,5066,4515,9581,5752,5201,10953,508,572,1080,100667,104290,204957,18055,16749,34804,Cairns
307,61683,60590,122273,4586,4388,8974,9425,8705,18130,4030,3742,7772,3201,2840,6041,6264,6775,13039,7890,8091,15981,8473,8291,16764,8169,7636,15805,5823,5592,11415,3002,3120,6122,820,1410,2230,57123,56806,113929,4559,3786,8345,2681,2790,5471,78,79,157,56,69,125,2815,2938,5753,52929,52281,105210,4436,4640,9076,56149,55718,111867,1735,1763,3498,55244,54836,110080,526,486,1012,8174,7480,15654,2063,2284,4347,296,432,728,736,1690,2426,13942,17192,31134,3501,3742,7243,15728,14532,30260,3898,2997,6895,5663,4599,10262,267,208,475,55031,55097,110128,8441,5199,13640,Darling Downs - Maranoa
308,108165,103179,211344,8282,7821,16103,15893,14883,30776,7839,7051,14890,6931,6346,13277,14411,13994,28405,14993,14631,29624,15551,14848,30399,12638,11049,23687,7178,6887,14065,3579,4009,7588,869,1661,2530,99523,97587,197110,8642,5593,14235,4497,4686,9183,343,315,658,361,326,687,5201,5327,10528,88392,85712,174104,10989,10578,21567,95410,92926,188336,4301,4202,8503,92600,90660,183260,775,768,1543,13884,13030,26914,4141,4164,8305,763,1152,1915,1803,3539,5342,28884,32492,61376,7748,6889,14637,25127,23162,48289,5569,4523,10092,6494,5658,12152,329,258,587,94893,94382,189275,19290,10997,30287,Fitzroy
309,248043,259599,507642,16365,15485,31850,31989,30542,62531,16715,16088,32803,17027,17872,34899,34052,35344,69396,36023,38018,74041,32813,35869,68682,28927,31005,59932,20132,21016,41148,10453,12442,22895,3547,5918,9465,236120,249941,486061,11924,9657,21581,2799,2857,5656,226,205,431,123,139,262,3148,3201,6349,162459,169629,332088,67841,73273,141114,207891,216892,424783,23702,27550,51252,195994,207256,403250,2925,2715,5640,28525,27289,55814,10986,11100,22086,4779,6058,10837,6240,11074,17314,94110,103230,197340,19352,19567,38919,48001,51729,99730,10976,10827,21803,7266,8041,15307,614,582,1196,226518,240716,467234,27237,27001,54238,Gold Coast
310,140752,141038,281790,11761,11304,23065,21821,20375,42196,10560,10126,20686,9698,9469,19167,19594,20022,39616,20151,20675,40826,18562,18504,37066,14448,14312,28760,8851,9005,17856,4133,5037,9170,1174,2207,3381,134431,136042,270473,6322,4995,11317,4490,4494,8984,306,248,554,218,237,455,5014,4979,9993,103102,103077,206179,29672,30646,60318,113498,115413,228911,17677,19006,36683,117029,119781,236810,1402,1360,2762,18946,17788,36734,6250,6464,12714,1653,2341,3994,2929,5312,8241,42830,47480,90310,9246,9007,18253,28171,28393,56564,6875,6323,13198,7898,8482,16380,888,1009,1897,129186,133267,262453,10033,6852,16885,Ipswich
311,144049,146381,290430,12060,11507,23567,22411,21309,43720,11638,10889,22527,10112,10044,20156,19629,20486,40115,20191,21412,41603,18564,19684,38248,15780,16342,32122,9110,8677,17787,3573,4238,7811,980,1794,2774,138141,141748,279889,5907,4633,10540,3467,3756,7223,343,338,681,235,244,479,4045,4338,8383,99380,100634,200014,36153,37836,73989,119189,120843,240032,17196,18598,35794,117850,120747,238597,1587,1453,3040,19474,18531,38005,6626,6824,13450,1633,2301,3934,2714,5084,7798,44551,49709,94260,10524,10579,21103,30561,30527,61088,7503,6429,13932,6326,6494,12820,747,873,1620,135514,139056,274570,6480,6402,12882,Logan - Beaudesert
312,87329,79482,166811,6401,6030,12431,11984,11140,23124,5650,5045,10695,5757,5172,10929,12838,11670,24508,13223,11828,25051,13293,11706,24999,9950,8388,18338,5230,4659,9889,2401,2756,5157,603,1088,1691,78204,75201,153405,9126,4281,13407,2246,2218,4464,732,754,1486,458,440,898,3436,3412,6848,68753,64881,133634,10096,9822,19918,75789,71658,147447,3655,3727,7382,73069,69359,142428,703,616,1319,10581,9876,20457,2849,2846,5695,480,764,1244,1304,2528,3832,23035,25710,48745,6646,5622,12268,21012,17974,38986,4371,3483,7854,4681,3955,8636,222,160,382,74233,73082,147315,23304,10174,33478,Mackay
313,105477,109977,215454,7691,7325,15016,15338,14540,29878,7737,7322,15059,6148,6092,12240,11654,12609,24263,13960,15159,29119,13836,14595,28431,13001,13972,26973,9585,10022,19607,5041,5826,10867,1486,2515,4001,100217,105778,205995,5260,4198,9458,2629,2686,5315,210,176,386,152,159,311,2991,3021,6012,80248,83424,163672,18686,20339,39025,94330,98883,193213,4793,5696,10489,89791,94972,184763,1002,998,2000,13488,12767,26255,4306,4599,8905,870,1278,2148,1525,3650,5175,29119,33494,62613,7551,7791,15342,24842,26503,51345,6338,6162,12500,6107,6364,12471,321,249,570,97572,103281,200853,6292,5964,12256,Moreton Bay - North
314,82642,84788,167430,7020,6457,13477,13030,12545,25575,6168,6060,12228,5145,5019,10164,10574,11378,21952,13311,14019,27330,11303,11910,23213,8850,9208,18058,4889,4805,9694,1809,2277,4086,543,1110,1653,79071,82251,161322,3573,2533,6106,1126,1180,2306,79,83,162,72,69,141,1277,1332,2609,63171,65367,128538,16563,16779,33342,75298,77144,152442,4779,5405,10184,72094,74558,146652,1054,992,2046,12057,11635,23692,4173,4298,8471,1143,1408,2551,1740,3128,4868,32216,34648,66864,5944,5483,11427,15500,16664,32164,2994,2812,5806,2466,2775,5241,148,122,270,78851,81900,160751,1950,2134,4084,Moreton Bay - South
315,43833,39090,82923,3780,3521,7301,6540,6314,12854,2848,2399,5247,3118,2816,5934,6457,6086,12543,6266,5589,11855,6079,5274,11353,4799,3753,8552,2645,2015,4660,1067,1009,2076,234,314,548,40090,35947,76037,3743,3143,6886,7731,7947,15678,3280,3207,6487,1436,1417,2853,12447,12571,25018,35637,32700,68337,4058,3363,7421,31706,29041,60747,7071,7072,14143,36824,34227,71051,440,409,849,5416,5255,10671,1113,1012,2125,151,243,394,592,1187,1779,10021,11563,21584,2690,2654,5344,9501,7631,17132,2337,1540,3877,3408,2520,5928,292,193,485,36056,34668,70724,16220,9012,25232,Queensland - Outback
316,148643,158266,306909,9176,8570,17746,20701,19629,40330,9892,9598,19490,7516,7281,14797,14602,15873,30475,19812,22233,42045,21007,23656,44663,19838,21699,41537,15109,15986,31095,8329,9374,17703,2661,4368,7029,138744,150891,289635,9899,7377,17276,2051,2093,4144,136,116,252,94,100,194,2281,2309,4590,111910,119043,230953,28852,31929,60781,136124,145209,281333,5640,6953,12593,128688,138231,266919,1525,1429,2954,18725,17839,36564,6260,6660,12920,1620,2255,3875,2868,6277,9145,52472,59055,111527,11456,12120,23576,32253,35841,68094,7115,7037,14152,5901,6388,12289,271,231,502,136857,148348,285205,13246,14338,27584,Sunshine Coast
317,67839,72381,140220,5159,5015,10174,10170,9790,19960,5311,5311,10622,4530,4738,9268,8500,8716,17216,8705,9461,18166,8858,9603,18461,7558,8125,15683,5215,5811,11026,2913,3975,6888,921,1836,2757,63626,69151,132777,4213,3231,7444,2151,2292,4443,72,93,165,52,75,127,2275,2460,4735,56469,60615,117084,7812,8143,15955,60801,65439,126240,3780,3882,7662,60283,65016,125299,630,646,1276,9243,8881,18124,3289,3634,6923,1019,1523,2542,1981,3034,5015,21650,24988,46638,3986,4208,8194,14792,16058,30850,3223,2992,6215,4361,4604,8965,297,236,533,61457,66962,128419,5145,5186,10331,Toowoomba
318,109043,108854,217897,7928,7718,15646,15542,14795,30337,8556,8040,16596,8408,8190,16598,14887,15247,30134,15178,15568,30746,14740,14770,29510,12176,11483,23659,7189,7006,14195,3500,4221,7721,940,1816,2756,101296,103854,205150,7748,5000,12748,5822,5897,11719,979,969,1948,878,867,1745,7679,7733,15412,88499,88921,177420,12934,13654,26588,95251,96140,191391,6155,6902,13057,94950,96243,191193,959,877,1836,13765,13150,26915,5023,5304,10327,1663,2550,4213,2159,4381,6540,34466,38698,73164,8077,7396,15473,22856,22640,45496,5212,4415,9627,5758,5510,11268,341,290,631,97071,100978,198049,13173,10536,23709,Townsville
319,134783,138484,273267,8760,8048,16808,19017,18272,37289,8873,8299,17172,5996,6058,12054,11883,13118,25001,15504,17327,32831,18152,19723,37875,19712,20389,40101,16601,15590,32191,8091,8280,16371,2194,3379,5573,125036,131111,256147,9746,7372,17118,4878,4982,9860,255,233,488,257,236,493,5390,5451,10841,111217,114175,225392,15779,17024,32803,123638,127787,251425,3929,4502,8431,120793,125215,246008,1152,979,2131,16881,16298,33179,5065,5132,10197,646,1089,1735,1780,4637,6417,30529,36107,66636,8906,9513,18419,34797,36783,71580,9688,8943,18631,11924,10480,22404,515,377,892,123320,129674,252994,11697,10208,21905,Wide Bay
397,277,195,472,0,3,3,13,7,20,14,4,18,37,18,55,50,14,64,40,21,61,45,31,76,39,32,71,20,35,55,16,27,43,3,3,6,273,193,466,4,0,4,6,0,6,5,0,5,0,0,0,11,0,11,159,122,281,67,44,111,209,150,359,26,14,40,185,144,329,0,0,0,9,3,12,4,8,12,8,4,12,5,7,12,83,65,148,26,16,42,80,39,119,10,15,25,12,17,29,0,3,3,0,0,0,2030,1937,3967,Migratory - Offshore - Shipping (Qld)
399,7151,5394,12545,260,233,493,283,283,566,270,252,522,573,545,1118,1218,882,2100,969,587,1556,983,730,1713,1440,1206,2646,931,552,1483,200,95,295,23,29,52,0,3,3,7150,5393,12543,345,255,600,43,28,71,29,22,51,417,305,722,4501,3422,7923,1791,1526,3317,5453,4307,9760,516,503,1019,4916,3868,8784,15,19,34,193,215,408,60,84,144,65,89,154,124,151,275,2102,2003,4105,518,407,925,1642,1212,2854,507,338,845,468,271,739,51,11,62,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
