sa4_code,sa4_name,new_houses_num,new_oth_resial_building_num,tot_dwl_num,value_new_houses_aud000,value_new_oth_resial_building_aud000,value_alterations_additions_conversions_resial_building_aud000,value_tot_resial_building_aud000,value_non_resial_building_aud000,value_tot_building_aud000
101,Capital Region,684,183,878,183096.0,32068.6,39565.7,254730.3,122552.0,377282.3
102,Central Coast,535,216,772,138213.2,40830.7,61997.8,241041.7,124774.4,365816.1
103,Central West,838,123,973,225979.0,22755.0,33843.8,282577.8,215084.0,497661.9
104,Coffs Harbour - Grafton,347,66,423,89201.3,16530.4,22912.1,128643.8,123856.5,252500.3
105,Far West and Orana,289,104,394,76707.0,21074.2,10126.6,107907.8,43950.5,151858.3
106,Hunter Valley exc Newcastle,1470,447,1926,378810.7,80954.6,42617.8,502383.2,209883.8,712266.9
107,Illawarra,700,281,1000,217613.7,52639.2,54840.2,325093.1,202559.3,527652.4
108,Mid North Coast,655,79,742,174833.4,14919.3,31345.8,221098.5,148661.5,369760.0
109,Murray,394,28,423,106217.3,3785.7,23597.9,133601.0,64283.5,197884.4
110,New England and North West,561,84,653,149391.1,14892.3,33622.9,197906.3,250687.3,448593.7
111,Newcastle and Lake Macquarie,959,323,1300,275884.4,54299.9,96364.8,426549.0,251423.1,677972.2
112,Richmond - Tweed,547,76,634,153023.5,14399.3,36462.9,203885.7,106011.6,309897.2
113,Riverina,402,38,449,106270.4,6768.1,32986.1,146024.6,94602.8,240627.4
114,Southern Highlands and Shoalhaven,620,117,745,160408.9,24083.6,40414.8,224907.3,92509.8,317417.2
115,Sydney - Baulkham Hills and Hawkesbury,685,759,1455,245388.8,173168.3,43163.8,461721.0,256374.1,718095.1
116,Sydney - Blacktown,1474,691,2192,349518.9,114005.1,20849.7,484373.6,465100.7,949474.3
117,Sydney - City and Inner South,104,4181,4493,29698.3,1197879.8,123404.0,1350982.1,1694477.2,3045459.2
118,Sydney - Eastern Suburbs,393,756,1262,231964.2,253866.3,210833.5,696664.0,308705.1,1005369.1
119,Sydney - Inner South West,632,2173,2860,187836.1,477236.9,85495.3,750568.3,249721.4,1000289.7
120,Sydney - Inner West,85,2003,2089,38279.1,566680.9,80051.0,685011.0,168641.0,853651.9
