SA4_MAIN11,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot,SA4_NAME11
308,97,107,151,183,171,120,38,16,3,886,3858,4357,8786,10251,10735,5507,907,114,12,44527,158,245,618,816,981,967,611,190,17,4603,196,745,2437,2376,2060,953,73,6,0,8846,607,964,2292,2420,2216,1066,138,7,5,9715,71,198,512,585,668,382,36,0,0,2452,666,1244,2286,2155,2061,1232,190,15,0,9849,173,331,735,654,648,391,55,6,0,2993,2214,1151,1608,1767,1801,1066,160,15,3,9785,1898,801,1008,1060,1086,666,104,6,0,6629,148,389,960,1336,1854,1241,200,14,0,6142,53,72,145,104,106,80,9,0,0,569,47,148,341,366,327,149,26,3,0,1407,134,174,331,331,330,210,66,11,0,1587,191,472,1119,1145,887,589,101,8,0,4512,147,260,497,572,582,304,64,6,0,2432,113,388,1076,1335,1456,902,97,6,0,5373,151,456,1535,1979,2210,1224,196,11,0,7762,274,769,1708,2166,2692,1598,219,8,0,9434,74,70,111,122,124,95,27,3,0,626,Fitzroy
309,214,280,480,614,544,394,141,40,10,2717,7857,11667,23912,26165,25815,15722,2729,205,20,114092,35,69,184,167,221,244,102,26,4,1052,18,112,454,486,372,208,42,0,0,1692,755,1502,3818,4557,4205,2526,544,44,9,17960,31,104,377,470,462,312,47,3,0,1806,969,2592,6655,7011,5662,3348,560,40,4,26841,214,557,1836,2312,2193,1341,341,32,4,8830,4264,4246,5672,5449,5143,3551,780,67,3,29175,4575,3653,4953,3742,3255,2213,440,40,3,22874,123,460,1548,2149,2432,1908,518,39,0,9177,170,481,958,1037,854,426,77,7,0,4010,98,516,1627,1706,1509,921,217,30,5,6629,254,497,1080,1380,1436,1314,463,64,4,6492,337,1278,3563,3899,3076,2145,637,56,3,14994,297,846,2008,2355,2109,1470,321,17,4,9427,117,531,2159,2988,2735,1590,232,11,3,10366,311,843,3496,4404,4644,2839,479,41,0,17057,525,1895,5217,6196,6985,4643,829,61,4,26355,590,995,1705,1475,1249,735,202,27,0,6978,Gold Coast
310,91,116,210,254,224,153,35,7,4,1094,4354,5977,12291,13665,12608,6611,888,69,18,56481,81,163,345,447,562,491,323,78,13,2503,23,86,322,353,286,141,21,0,0,1232,678,1582,3916,4415,3958,1893,220,15,0,16677,37,96,369,398,445,240,23,4,0,1612,482,1110,2416,2271,1840,1062,157,7,0,9345,222,465,1295,1462,1239,652,92,3,0,5430,2407,2131,2684,2434,2008,1108,188,14,8,12982,2237,1062,1015,926,772,422,87,3,0,6524,149,499,1552,2010,2236,1443,283,16,3,8191,56,134,296,249,242,126,14,0,0,1117,71,326,938,764,542,220,28,0,0,2889,108,203,382,383,341,227,54,6,0,1704,177,606,1653,1566,1172,703,119,15,3,6014,172,377,840,861,807,498,83,12,0,3650,148,952,2705,2913,2482,1307,136,10,0,10653,217,477,1700,2290,2485,1502,196,10,0,8877,368,1238,3060,3556,3704,2233,282,17,3,14461,114,140,224,282,187,117,46,3,0,1113,Ipswich
311,102,159,290,325,326,203,45,10,3,1463,4709,6311,12812,14299,13775,8033,906,68,12,60925,54,80,205,264,323,259,105,29,6,1325,13,81,250,256,218,125,22,0,0,965,824,1682,3923,4523,4132,2392,329,32,3,17840,31,84,279,359,393,224,21,0,0,1391,774,1718,3734,3695,2909,1791,247,13,3,14884,239,582,1633,1709,1607,1039,165,11,0,6985,2638,2163,3008,2946,2533,1565,236,9,3,15101,2248,1180,1143,924,780,506,85,0,0,6866,154,537,1721,2365,2522,1815,297,21,0,9432,76,172,333,297,270,176,22,3,0,1349,60,325,888,805,615,352,43,4,0,3092,109,195,419,398,427,305,87,5,0,1945,172,599,1608,1542,1127,790,157,11,0,6006,217,507,950,1060,992,672,107,3,0,4508,139,510,1623,1863,1759,1068,123,6,0,7091,160,509,1698,2124,2346,1514,204,15,3,8573,399,1275,2920,3208,3561,2351,290,14,0,14018,201,208,314,308,244,168,39,0,3,1485,Logan - Beaudesert
312,74,71,164,180,158,101,36,9,0,793,2992,3666,7557,8406,8651,4271,638,80,6,36267,115,277,602,715,944,898,460,125,7,4143,257,1055,3414,3426,2706,1300,85,6,0,12249,503,772,1387,1500,1504,876,128,7,0,6677,21,53,154,195,204,108,11,0,0,746,579,963,2000,1863,1736,940,151,8,0,8240,199,338,741,697,717,381,61,6,0,3140,1738,876,1326,1458,1617,916,150,22,3,8106,1270,868,1255,1112,1138,650,134,13,0,6440,134,305,948,1299,1619,992,161,11,0,5469,48,69,90,115,97,63,9,0,0,491,29,117,246,281,237,119,12,3,0,1044,84,137,306,356,353,213,43,11,0,1503,160,378,861,846,638,402,87,7,0,3379,128,263,549,527,524,299,61,0,0,2351,81,234,648,826,912,487,46,0,0,3234,65,219,902,1309,1356,722,100,4,0,4677,197,471,1215,1428,1907,1076,142,7,6,6449,45,41,91,127,80,55,13,0,0,452,Mackay
313,95,94,151,182,193,113,50,18,5,901,3555,3832,7556,10090,10163,6161,853,68,5,42283,80,132,301,299,343,326,160,36,3,1680,17,69,195,266,227,156,20,0,0,950,520,838,2051,2542,2353,1385,207,16,4,9916,14,59,227,335,325,233,14,0,0,1207,561,1100,2143,2511,2041,1200,171,9,0,9736,150,238,667,886,879,525,93,3,0,3441,2008,1347,1801,2103,2017,1234,217,8,0,10735,1871,849,805,741,705,462,97,6,0,5536,102,315,997,1472,1687,1269,213,16,3,6074,52,93,191,227,191,122,27,3,0,906,37,166,452,501,419,207,28,3,0,1813,74,134,293,352,333,283,85,4,3,1561,128,339,808,971,842,620,165,15,0,3888,137,235,557,708,685,471,89,7,0,2889,68,310,999,1498,1506,927,97,4,0,5409,122,262,918,1464,1647,1070,127,13,0,5623,351,863,1848,2671,3244,2229,310,17,0,11533,105,103,165,220,154,150,45,6,0,948,Moreton Bay - North
314,61,57,117,154,145,87,23,10,0,654,3273,3749,8245,10494,9502,5017,633,33,6,40952,12,23,36,57,57,57,41,0,3,286,11,56,243,319,242,84,18,0,0,973,352,662,1522,2090,1914,1053,157,8,0,7758,13,52,298,381,335,181,18,0,0,1278,397,834,1971,2165,1534,818,145,9,0,7873,106,236,610,1034,809,488,92,6,0,3381,1903,1321,1684,1794,1646,995,173,6,0,9522,1679,759,621,553,476,250,48,4,0,4390,71,296,1014,1383,1424,940,184,7,0,5319,48,93,243,352,294,160,16,0,0,1206,53,224,759,989,697,338,29,0,3,3092,84,151,284,350,330,216,46,8,0,1469,150,436,1455,1866,1329,739,138,14,5,6132,109,257,594,744,583,381,77,0,0,2745,63,512,1823,2129,1784,1000,103,7,0,7421,178,347,1127,1897,1846,1085,147,5,0,6632,343,911,1979,2844,2897,1679,210,10,0,10873,170,137,203,229,204,128,37,5,0,1113,Moreton Bay - South
315,32,53,91,76,98,61,22,5,0,438,957,1600,3698,3676,3692,2136,458,53,10,16280,286,493,865,945,1118,832,470,103,12,5124,125,537,1462,1269,1018,448,50,4,0,4913,100,155,312,303,268,148,34,3,0,1323,14,19,71,87,87,65,14,0,0,357,165,288,546,550,488,296,61,3,0,2397,48,71,187,157,130,87,26,3,0,709,462,234,456,497,527,385,80,5,3,2649,246,200,313,332,451,325,61,0,0,1928,33,96,269,363,465,362,89,8,3,1688,15,20,28,33,43,21,8,0,0,168,11,37,71,65,49,17,9,0,0,259,19,25,61,66,58,58,13,3,3,306,21,68,154,139,129,65,22,3,0,601,47,112,183,203,194,136,21,4,0,900,159,348,1007,1103,989,673,110,3,3,4395,68,252,843,699,645,351,63,7,0,2928,94,291,794,838,943,616,93,11,4,3684,13,31,77,82,74,45,8,6,0,336,Queensland - Outback
316,102,71,184,284,312,234,74,21,9,1291,5009,5055,10577,15677,17400,10386,1480,111,26,65721,82,135,290,402,536,541,263,74,8,2331,11,114,437,542,472,217,31,0,3,1827,530,729,1560,2155,2261,1342,229,27,0,8833,29,68,225,347,394,256,20,3,0,1342,658,1484,3272,4121,3699,2062,313,13,3,15625,160,260,676,1154,1154,700,159,16,0,4279,2955,1980,2607,3223,3498,2347,469,39,8,17126,2893,1606,2065,2016,1935,1431,258,25,0,12229,79,195,588,1126,1528,1164,309,17,0,5006,87,152,321,432,353,263,48,8,0,1664,73,226,745,1017,924,499,95,10,0,3589,124,216,435,671,776,740,207,19,0,3188,179,502,1393,2196,1971,1404,363,17,0,8025,148,278,759,1197,1261,826,151,10,0,4630,81,271,965,1747,1780,1013,107,6,0,5970,187,355,1533,2971,3540,2119,241,10,0,10956,355,920,2674,4309,5545,3675,494,30,6,18008,246,225,389,456,411,273,61,15,3,2079,Sunshine Coast
317,56,37,95,114,110,73,33,7,0,525,2662,3155,5669,6699,7191,4270,710,67,6,30429,73,239,567,446,455,386,202,57,8,2433,16,100,286,296,227,103,5,0,0,1033,401,655,1306,1342,1219,728,122,13,0,5786,8,58,142,176,176,109,10,0,0,679,362,766,1175,1100,1043,602,97,3,0,5148,120,232,536,592,588,369,81,9,0,2527,1468,1010,1252,1300,1282,824,179,20,0,7335,1372,687,566,453,469,310,51,3,0,3911,65,180,453,662,797,692,133,4,3,2989,63,87,122,114,178,83,18,4,0,669,58,246,540,483,374,178,34,3,0,1916,79,83,162,168,169,144,53,8,0,866,116,340,671,680,597,392,96,8,0,2900,89,94,288,367,391,240,64,4,0,1537,71,308,943,1162,1119,655,84,4,0,4346,134,305,1062,1614,2023,1275,211,16,0,6640,216,663,1577,2056,2455,1693,253,11,3,8927,82,72,121,117,106,77,30,0,0,605,Toowoomba
318,88,74,162,196,184,130,59,17,5,915,4136,5524,10297,11182,11123,6117,989,106,11,49485,98,222,484,660,784,736,386,107,10,3487,41,264,955,994,869,408,38,0,0,3569,494,886,1897,1974,1997,1278,151,13,0,8690,13,100,389,432,398,220,26,6,0,1584,610,1166,2311,2265,2020,1209,199,17,5,9802,165,266,638,699,735,393,90,6,0,2992,2492,1755,1954,1838,1832,1154,197,23,0,11245,2067,1275,1139,927,928,578,107,8,0,7029,84,277,811,1164,1451,1056,220,15,0,5078,89,236,331,263,229,132,18,0,0,1298,38,184,428,405,354,200,21,6,3,1639,124,161,326,327,323,209,62,8,0,1540,190,522,1099,1102,918,588,141,15,3,4578,159,282,600,740,700,414,64,0,3,2962,302,1569,3071,2833,2345,1178,144,8,0,11450,143,501,1697,2224,2366,1507,237,11,3,8689,333,1114,2631,3120,3311,1990,294,20,0,12813,140,192,268,252,187,116,52,0,0,1207,Townsville
319,83,48,126,199,224,168,65,29,10,952,3797,3464,7282,10996,12783,7803,1263,164,16,47568,273,465,1147,1452,1814,1827,1060,246,36,8320,38,168,544,698,555,321,23,0,4,2351,502,812,1610,2095,2192,1462,192,19,0,8884,29,112,287,410,478,313,18,0,0,1647,414,753,1493,1926,2036,1411,188,11,0,8232,154,208,454,647,697,437,86,11,0,2694,2614,1284,1893,2401,2362,1500,252,29,0,12335,1722,794,1041,1140,1232,800,159,23,6,6917,72,140,452,876,1250,1035,248,17,3,4093,74,72,142,171,209,144,21,3,0,836,53,120,250,398,366,190,32,7,0,1416,100,108,193,277,357,314,83,10,0,1442,113,225,608,737,727,620,162,15,0,3207,128,161,449,694,771,497,85,7,0,2792,104,275,866,1424,1664,1039,103,0,0,5475,94,308,1288,2268,2686,1524,190,8,0,8366,306,754,1971,3238,4439,2964,347,11,3,14033,74,48,108,158,164,116,38,6,3,715,Wide Bay
397,0,0,0,3,4,0,0,0,0,7,6,9,7,13,21,17,6,0,0,79,0,6,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,4,8,9,3,5,0,0,0,29,0,0,3,0,3,3,0,0,0,9,3,3,0,0,5,4,0,0,0,15,3,0,3,3,3,6,0,0,0,18,3,15,20,15,7,3,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,3,0,0,6,0,3,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,0,0,6,0,0,0,3,7,0,0,0,0,10,0,0,0,0,8,8,3,0,0,19,0,0,0,3,0,0,0,0,0,3,Migratory - Offshore - Shipping (Qld)
399,3,7,17,11,15,4,0,0,0,57,66,254,392,208,253,192,26,0,0,1391,11,86,113,26,42,74,15,0,0,367,6,22,65,49,40,22,0,0,0,204,10,26,76,45,33,33,5,0,0,228,0,0,7,7,4,6,0,0,0,24,10,42,117,88,89,61,11,0,0,418,3,4,33,9,20,11,3,0,0,83,18,43,42,31,42,42,7,0,0,225,33,88,107,49,56,53,8,0,0,394,0,21,41,39,46,47,10,0,0,204,6,3,5,3,10,3,0,0,0,30,0,11,22,7,5,7,0,0,0,52,0,3,10,9,6,10,0,0,0,38,3,18,76,44,28,24,6,0,0,199,0,30,49,30,35,26,6,0,0,176,6,23,35,24,33,24,0,0,0,145,3,15,43,28,31,22,5,0,0,147,0,25,64,55,70,57,8,3,0,282,3,12,38,19,15,13,0,0,0,100,Special Purpose Codes SA4 (Qld)
401,73,107,185,209,216,148,59,26,13,1036,3738,6868,12780,14373,15885,10627,1880,165,25,66341,51,81,218,344,390,402,276,78,6,1846,8,96,355,457,393,212,36,0,0,1557,385,637,1787,2393,2397,1425,319,35,4,9382,32,100,380,444,437,237,44,3,0,1677,327,942,1806,2137,2031,1321,333,19,3,8919,123,317,864,1166,1154,771,188,23,0,4606,2370,2660,2305,2294,2311,1513,400,49,0,13902,2035,2279,1866,1126,968,609,125,18,0,9026,50,219,690,787,1036,697,137,10,0,3626,93,326,676,627,536,309,74,7,0,2648,40,327,1221,1409,1176,719,151,18,3,5064,73,185,346,494,543,468,182,21,3,2315,135,972,3145,3344,2860,2230,616,38,0,13340,100,361,963,942,947,730,142,8,0,4193,90,544,2146,2616,3049,1913,192,13,3,10566,251,819,2262,2938,3906,3408,582,32,0,14198,257,1461,3916,4607,5602,4040,835,78,8,20804,160,372,505,402,402,280,71,9,3,2204,Adelaide - Central and Hills
402,118,139,276,256,300,182,48,23,3,1345,5553,8645,17740,18280,18891,10686,1178,77,6,81056,31,148,356,499,474,365,113,22,3,2011,11,75,319,277,259,137,12,0,0,1090,747,1835,5696,6443,6070,3157,368,22,0,24338,84,203,568,627,574,330,32,0,0,2418,762,1869,3488,3273,2916,1704,282,4,3,14301,218,597,1576,1697,1666,1000,146,17,0,6917,3558,3539,4407,3849,3596,1964,280,21,0,21214,2825,1804,1849,1280,1192,626,98,8,0,9682,148,507,1702,2181,2570,1733,264,19,0,9124,104,364,757,496,479,252,31,6,3,2492,66,486,1467,1281,1015,582,59,4,0,4960,85,221,439,388,398,295,64,7,0,1897,130,671,2312,1833,1336,943,194,12,0,7431,196,632,1497,1503,1708,1143,174,7,3,6863,165,1208,3568,3653,3666,2020,178,4,3,14465,194,782,2405,2755,2845,2036,272,12,0,11301,416,1794,4605,5247,6000,3758,403,21,0,22244,199,277,391,354,296,201,46,5,3,1772,Adelaide - North
403,84,104,206,229,243,197,59,27,4,1153,5330,7898,15413,16979,19273,12525,1587,157,16,79178,30,57,180,235,252,281,144,39,8,1226,13,107,345,401,370,196,39,0,0,1471,500,985,2947,3824,3956,2392,343,26,4,14977,57,167,566,596,608,398,21,0,0,2413,651,1778,3312,3082,2792,1753,272,23,0,13663,148,393,1035,1316,1267,952,207,22,3,5343,3668,3447,3520,3137,3169,2080,402,31,0,19454,2895,1950,1735,1225,1043,665,112,21,0,9646,81,322,959,1273,1617,1240,223,8,0,5723,84,353,618,608,550,356,45,3,0,2617,70,466,1509,1702,1487,905,124,17,6,6286,98,218,392,478,554,384,112,21,6,2263,117,767,2398,2412,2100,1553,418,34,0,9799,172,450,1151,1322,1390,1086,175,13,0,5759,82,553,2428,3014,3353,2149,177,13,3,11772,238,836,2417,3014,4041,3396,429,23,0,14394,392,1719,4777,5726,7466,5003,626,41,3,25753,298,389,492,437,385,281,67,6,0,2355,Adelaide - South
404,45,89,171,172,147,97,45,22,8,796,2726,4993,10686,10788,10873,6433,893,80,14,47486,7,35,107,105,93,89,28,8,3,475,9,69,234,166,162,70,11,0,0,721,298,850,2291,2931,2953,1490,214,24,3,11054,26,115,346,392,327,191,14,0,0,1411,295,899,1731,1698,1459,878,158,9,0,7127,116,350,878,1067,1041,578,107,6,0,4143,1863,1902,2148,1965,1788,1047,220,27,0,10960,1384,1482,1477,1006,877,483,107,14,0,6830,46,360,1076,1252,1396,877,175,9,0,5191,54,227,511,385,325,170,36,3,0,1711,31,283,1001,974,740,377,52,5,0,3463,41,141,285,286,317,198,66,15,3,1352,69,466,1889,1550,1070,776,164,26,5,6015,71,309,887,833,845,560,103,7,3,3618,54,425,1910,1998,2065,1121,90,11,0,7674,100,470,1502,1645,1968,1442,189,8,0,7324,160,974,3013,2965,3472,2264,293,20,0,13161,156,292,409,338,282,171,47,6,0,1701,Adelaide - West
405,19,19,45,74,79,63,35,9,5,348,1339,1426,3128,4711,5817,3813,734,108,10,21086,167,289,914,1209,1545,1537,799,237,17,6714,10,70,184,231,212,111,13,0,0,831,268,496,1088,1489,1638,987,120,10,5,6101,25,50,95,125,165,107,8,0,0,575,234,343,558,680,739,484,83,6,0,3127,63,119,203,330,357,231,32,7,3,1345,860,464,714,943,1094,668,116,8,0,4867,631,297,425,515,593,414,68,11,0,2954,25,101,237,433,601,486,98,12,0,1993,11,29,69,54,97,46,15,0,0,321,5,40,124,190,152,93,12,3,0,619,19,20,50,92,110,71,17,3,0,382,27,72,183,292,229,233,70,7,0,1113,52,85,217,293,393,280,43,3,0,1366,22,79,317,521,683,408,53,3,0,2086,46,150,568,747,924,836,115,6,0,3392,106,278,676,1143,1845,1274,165,7,0,5494,33,30,58,45,86,49,14,3,0,318,Barossa - Yorke - Mid North
406,22,30,43,63,52,47,31,13,3,304,1146,1439,3210,3959,4161,2471,429,55,6,16876,139,258,687,785,932,729,336,54,6,3926,47,334,937,902,730,276,28,0,0,3254,176,374,620,810,848,404,43,3,0,3278,16,59,111,124,161,139,11,0,0,621,165,317,552,572,573,420,66,3,0,2668,54,97,202,225,219,141,30,4,0,972,687,358,648,783,732,451,91,6,0,3756,513,320,475,469,540,332,56,0,0,2705,36,94,232,393,550,374,82,0,0,1761,19,34,42,40,46,33,5,3,0,222,13,48,121,119,119,72,11,0,0,503,18,28,56,98,99,48,9,0,0,356,26,79,195,230,175,110,40,4,0,859,53,122,228,269,291,229,32,0,0,1224,34,133,475,564,572,396,48,0,0,2222,33,192,634,743,711,543,70,6,0,2932,99,288,748,1007,1321,771,106,11,0,4351,22,21,37,71,51,46,18,9,3,278,South Australia - Outback
407,64,46,94,104,127,104,74,22,6,641,2480,2482,5554,7943,9410,6406,1301,144,22,35742,328,630,1761,2506,2859,2812,1295,316,16,12523,6,47,168,185,178,96,14,0,0,694,418,679,1659,2162,2264,1273,191,28,3,8677,16,55,100,191,231,190,23,0,0,806,345,650,1089,1168,1357,911,164,9,0,5693,91,208,444,594,661,412,82,7,6,2505,1540,865,1401,1725,1842,1239,220,22,3,8857,1226,625,843,849,958,681,142,0,0,5324,57,133,419,744,919,735,203,14,0,3224,28,65,114,115,124,101,19,0,0,566,38,77,220,329,264,187,22,0,0,1137,54,57,129,176,230,161,56,10,3,876,42,113,375,433,460,364,164,9,0,1960,79,169,330,518,691,466,95,8,0,2356,37,109,569,891,1063,687,69,0,0,3425,63,224,829,1196,1330,1241,159,8,3,5053,170,469,1155,1879,2744,2003,283,17,0,8720,71,55,98,123,142,133,39,0,3,664,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,3,3,0,0,3,0,9,12,47,108,63,49,33,0,3,0,315,0,15,19,12,10,7,5,0,0,68,0,4,13,10,0,3,0,0,3,33,4,9,29,22,15,6,0,0,0,85,0,0,3,0,6,0,0,0,0,9,5,8,29,26,20,10,0,0,0,98,3,3,6,6,7,6,0,0,0,31,8,19,16,10,5,0,0,0,0,58,6,19,27,12,11,6,0,0,0,81,0,3,16,14,13,9,4,0,0,59,0,0,3,3,0,0,0,0,0,6,0,3,5,4,0,3,0,0,0,15,0,0,0,3,0,3,0,0,0,6,3,3,16,3,0,8,0,0,0,33,0,5,25,14,7,9,0,0,0,60,0,4,14,18,12,7,0,0,0,55,0,0,24,9,8,3,0,0,0,44,0,11,18,13,22,9,0,0,0,73,0,0,8,4,0,3,0,0,0,15,Special Purpose Codes SA4 (SA)
501,44,47,93,107,140,101,43,13,7,595,2597,2566,5615,7937,8579,5125,752,98,18,33287,119,175,592,757,970,935,500,136,24,4208,82,200,739,1064,1099,504,44,0,0,3732,478,787,1923,2196,1985,1165,157,13,5,8709,23,63,220,312,371,257,30,0,0,1276,567,1058,2211,2259,2073,1141,158,8,0,9475,105,117,294,416,440,285,46,6,0,1709,1522,852,1276,1619,1725,1104,171,17,0,8286,1083,556,976,932,872,658,115,13,3,5208,65,129,335,604,762,621,168,11,0,2695,65,68,91,98,108,69,12,3,0,514,28,96,221,315,256,120,31,0,0,1067,88,82,195,272,283,238,60,12,0,1230,70,164,565,765,649,471,97,10,0,2791,96,161,364,540,504,389,71,4,0,2129,64,159,558,927,1029,655,82,6,0,3480,80,163,706,1520,1843,1090,136,11,0,5549,197,365,955,1538,2115,1442,187,20,0,6819,70,53,87,122,151,101,20,3,0,607,Bunbury
