sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons,duration_adjusted_median_income_per_job_aud_male,duration_adjusted_median_income_per_job_aud_female,duration_adjusted_median_income_per_job_aud_persons
123,Sydney - Outer South West,91.6,84.477,176.077,37418,22234,28780,51456,31559,41128
124,Sydney - Outer West and Blue Mountains,108.945,103.86,212.805,38747,22849,29708,52564,32432,41746
125,Sydney - Parramatta,148.532,126.385,274.916,30136,22000,26000,45601,33701,39899
126,Sydney - Ryde,61.361000000000004,63.299,124.663,39235,23438,30253,55461,35984,44598
127,Sydney - South West,119.225,104.93,224.15,32919,21757,27050,46799,32000,39380
128,Sydney - Sutherland,80.325,85.64,165.97099999999998,43506,22331,30248,59356,34096,44008
201,Ballarat,47.863,48.141000000000005,96.007,30948,18025,23330,44259,25668,34345
202,Bendigo,47.361000000000004,48.413000000000004,95.773,30896,17477,22773,43972,25772,34304
203,Geelong,87.891,89.229,177.11900000000003,33960,17947,23836,48639,25596,35606
204,Hume,55.92,56.762,112.681,28756,15913,21103,43552,23515,32222
205,Latrobe - Gippsland,83.045,80.687,163.72799999999998,31034,15966,21976,47288,23410,33810
206,Melbourne - Inner,242.042,249.12,491.16,28166,19999,23590,47792,37019,42126
207,Melbourne - Inner East,121.84899999999999,128.575,250.42,34767,19955,25542,49840,30241,38660
208,Melbourne - Inner South,138.789,145.504,284.288,38682,21837,28509,53987,32970,42011
209,Melbourne - North East,161.361,160.148,321.506,36486,21250,27489,50078,30677,39563
210,Melbourne - North West,112.249,103.209,215.459,34820,21343,26980,48855,31138,39561
211,Melbourne - Outer East,174.856,180.196,355.05199999999996,37874,20091,27065,50830,29159,38698
212,Melbourne - South East,248.15400000000002,223.34900000000002,471.505,32597,19999,25331,46242,30065,38109
213,Melbourne - West,245.051,214.68599999999998,459.74,35093,22102,27865,49556,33071,41102
214,Mornington Peninsula,91.20100000000001,94.302,185.50799999999998,34221,18561,24647,48500,27267,36730
215,North West,50.891999999999996,48.213,99.101,19965,13650,16440,37095,21965,28679
216,Shepparton,42.272,42.053000000000004,84.32799999999999,25557,15159,19609,41363,23365,31504
217,Warrnambool and South West,42.083999999999996,41.2,83.286,23552,13895,17718,39476,21025,28523
301,Brisbane - East,82.561,78.607,161.175,37976,22736,28991,55441,33835,43200
302,Brisbane - North,77.75399999999999,75.638,153.384,38375,25000,30729,54386,37261,45021
303,Brisbane - South,131.999,125.56,257.562,30508,21478,25437,48595,34024,40810
304,Brisbane - West,67.339,66.505,133.83700000000002,40418,21287,28897,58340,33390,44079
305,Brisbane Inner City,116.07700000000001,110.25200000000001,226.328,29777,19495,23913,50717,36232,43062
306,Cairns,95.788,88.83200000000001,184.61599999999999,22310,15473,18503,42393,28380,35056
307,Darling Downs - Maranoa,48.748000000000005,41.776,90.52799999999999,23560,13918,18171,45625,25263,35329
308,Central Queensland,98.25399999999999,78.22399999999999,176.47400000000002,41040,17513,27251,68030,30225,45872
309,Gold Coast,196.30900000000003,192.88099999999997,389.194,26409,17534,21257,45890,29193,36603
310,Ipswich,110.381,92.25200000000001,202.63,31752,21294,26015,50072,32380,41330
311,Logan - Beaudesert,113.88799999999999,95.617,209.5,30574,22214,26000,48838,32955,40884
312,Mackay - Isaac - Whitsunday,82.73200000000001,64.025,146.76,39002,16511,25763,66079,29802,44834
313,Moreton Bay - North,78.81,69.579,148.389,28600,19026,23181,48186,30065,38698
314,Moreton Bay - South,69.12899999999999,64.748,133.874,40363,23823,30741,56975,34487,44569
315,Queensland - Outback,30.544,27.000999999999998,57.553999999999995,28301,15233,20790,50700,29819,39308
316,Sunshine Coast,107.85600000000001,107.374,215.235,27300,16655,21022,45662,26705,34906
317,Toowoomba,55.782,51.63399999999999,107.415,28783,17323,22236,46967,28237,37292
318,Townsville,97.319,84.42,181.739,32656,18867,24646,52775,30366,40651
319,Wide Bay,89.23299999999999,77.982,167.21200000000002,22792,15273,18698,42282,25545,33438
401,Adelaide - Central and Hills,99.204,104.014,203.225,34329,21093,26398,48744,30934,38891
402,Adelaide - North,137.191,124.62,261.81,35168,22407,27959,47896,31025,39461
403,Adelaide - South,118.501,121.777,240.27700000000002,35916,22492,28000,50000,31276,39762
404,Adelaide - West,78.238,76.572,154.813,32581,22073,26453,46226,31900,38840
405,Barossa - Yorke - Mid North,32.869,29.928,62.798,28600,17840,22165,44008,24880,33174
406,South Australia - Outback,29.904,25.816999999999997,55.726000000000006,34066,17804,24548,50769,26301,37179
407,South Australia - South East,60.113,55.013000000000005,115.125,21955,15326,18145,38778,23333,30043
501,Bunbury,70.374,60.738,131.109,32395,14139,21412,58117,24590,38156
502,Mandurah,35.215,29.423000000000002,64.63600000000001,38181,16171,25000,70895,27788,44283
503,Perth - Inner,87.166,75.658,162.822,29774,15822,21573,54999,31392,42215
504,Perth - North East,102.523,90.17200000000001,192.697,37873,20740,27955,59187,33445,45117
505,Perth - North West,222.828,204.804,427.63,38032,20000,27180,60588,32388,44422
506,Perth - South East,217.50599999999997,179.428,396.93199999999996,33876,19236,25578,56647,32530,43924
507,Perth - South West,170.30700000000002,146.139,316.443,39340,19193,27340,65498,31514,46100
509,Western Australia - Wheat Belt,47.278,43.99100000000001,91.265,25500,13862,18715,48850,24749,35360
510,Western Australia - Outback (North),42.401,35.123000000000005,77.525,35666,15806,23793,72562,38781,52326
511,Western Australia - Outback (South),52.471000000000004,43.161,95.631,35108,15523,23917,63875,28958,43139
601,Hobart,70.195,74.195,144.391,33213,21752,26242,44577,30090,36837
602,Launceston and North East,44.933,43.255,88.189,28746,18100,22326,42000,25208,33087
603,South East,11.578,10.634,22.215999999999998,21867,14972,17885,37890,23729,29776
604,West and North West,35.986,33.019,69.001,32620,17520,23400,44794,24875,34194
701,Darwin,73.781,65.17399999999999,138.952,28568,17022,22396,55803,38499,46916
702,Northern Territory - Outback,29.287,29.256999999999998,58.54600000000001,19962,12876,16088,43110,33425,38135
801,Australian Capital Territory,158.311,157.826,316.138,41609,30300,35644,57619,42964,50100
