sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons,duration_adjusted_median_income_per_job_aud_male,duration_adjusted_median_income_per_job_aud_female,duration_adjusted_median_income_per_job_aud_persons
101,Capital Region,74.271,75.024,149.299,27880,18054,22221,42820,26923,34344
102,Central Coast,103.156,101.291,204.452,34074,20000,25703,48510,28427,37438
103,Central West,69.5,67.184,136.67700000000002,28918,16344,21168,45058,24988,33932
104,Coffs Harbour - Grafton,39.731,39.944,79.676,23164,15342,18868,38159,23500,30050
105,Far West and Orana,40.961999999999996,39.842,80.803,22473,15586,18348,40351,25985,32675
106,Hunter Valley exc Newcastle,90.03399999999999,80.044,170.07299999999998,40900,17719,26891,58606,26160,39785
107,Illawarra,94.95299999999999,92.65700000000001,187.609,38047,18805,26341,53014,26839,37856
108,Mid North Coast,53.258,55.9,109.154,25373,16588,20276,38381,23887,30255
109,Murray,39.55,39.141,78.692,24549,14547,18720,41369,22177,30284
110,New England and North West,60.659,57.285,117.945,22826,15000,18471,40046,23464,31390
111,Newcastle and Lake Macquarie,125.704,121.325,247.02700000000002,37142,20063,26757,52830,28878,39267
112,Richmond - Tweed,69.568,71.965,141.535,23567,15985,19298,38990,24533,30829
113,Riverina,55.26,52.883,108.14299999999999,25708,15000,19546,42757,23613,32837
114,Southern Highlands and Shoalhaven,40.328,41.995,82.325,29313,15700,21098,42842,22929,31341
115,Sydney - Baulkham Hills and Hawkesbury,78.311,79.815,158.128,44575,23674,32115,60000,33469,44220
116,Sydney - Blacktown,116.81200000000001,101.71799999999999,218.53,36720,24563,30325,50254,35434,42815
117,Sydney - City and Inner South,157.881,139.594,297.473,21840,16852,19327,43709,35333,39728
118,Sydney - Eastern Suburbs,108.227,116.986,225.21400000000003,32514,20501,25320,54211,39309,45770
119,Sydney - Inner South West,183.425,168.565,351.99300000000005,30308,21988,25961,44750,33398,38947
120,Sydney - Inner West,109.29700000000001,111.479,220.775,34580,24721,29149,51210,38940,44699
121,Sydney - North Sydney and Hornsby,143.942,150.218,294.16,46730,25261,34251,65962,39932,50498
122,Sydney - Northern Beaches,95.069,98.96600000000001,194.028,38518,21085,28005,54473,33320,42325
