sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons
101,Capital Region,89.06,82.24,171.295,22188,15860,18760
102,Central Coast,117.961,109.38799999999999,227.35299999999998,29361,17617,22623
103,Central West,84.376,73.668,158.04399999999998,23280,14303,18328
104,Coffs Harbour - Grafton,48.114,45.151,93.26799999999999,19078,13538,16138
105,Far West and Orana,48.685,42.699,91.382,18341,13782,15948
106,Hunter Valley exc Newcastle,103.501,86.745,190.24200000000002,33872,15541,23071
107,Illawarra,104.54,92.854,197.388,34513,19038,25375
108,Mid North Coast,65.72,62.73,128.45,20721,14548,17476
109,Murray,47.482,42.672,90.15,21142,13987,17205
110,New England and North West,76.012,66.63,142.64600000000002,18030,12939,15383
111,Newcastle and Lake Macquarie,141.028,128.80700000000002,269.84,32089,18229,23830
112,Richmond - Tweed,85.126,82.186,167.304,19452,13665,16347
113,Riverina,66.434,58.184,124.618,21557,14410,17731
114,Southern Highlands and Shoalhaven,47.903,45.5,93.40799999999999,25135,14822,19482
115,Sydney - Baulkham Hills and Hawkesbury,88.96600000000001,85.755,174.726,38017,21310,28415
116,Sydney - Blacktown,126.876,103.99700000000001,230.86900000000003,31839,23062,27353
117,Sydney - City and Inner South,168.293,146.736,315.03,20517,15547,18000
118,Sydney - Eastern Suburbs,121.14399999999999,124.435,245.577,29224,19412,23600
119,Sydney - Inner South West,211.17700000000002,176.055,387.23,26052,21347,23790
120,Sydney - Inner West,122.029,117.27,239.299,29952,23364,26418
121,Sydney - North Sydney and Hornsby,162.664,162.162,324.82599999999996,40673,22662,30166
122,Sydney - Northern Beaches,109.005,107.087,216.09599999999998,33298,18802,24847
123,Sydney - Outer South West,99.023,85.11,184.127,34365,21900,27422
124,Sydney - Outer West and Blue Mountains,120.359,108.521,228.88099999999997,34368,21247,26877
125,Sydney - Parramatta,166.838,131.776,298.607,25743,20350,23258
126,Sydney - Ryde,68.09100000000001,66.782,134.874,34000,21500,26945
127,Sydney - South West,133.467,107.402,240.872,29445,21490,25595
128,Sydney - Sutherland,88.927,88.609,177.535,39476,21576,28938
201,Ballarat,56.937,53.599,110.53200000000001,24746,15107,19298
202,Bendigo,56.59,54.004,110.598,24155,14365,18596
203,Geelong,100.051,95.802,195.852,29057,15578,20907
204,Hume,68.51,63.891999999999996,132.401,21982,12870,16877
205,Latrobe - Gippsland,100.678,92.242,192.924,25880,13500,18790
206,Melbourne - Inner,262.509,261.21299999999997,523.721,25025,18181,21290
207,Melbourne - Inner East,140.048,140.42,280.472,29917,17772,22699
208,Melbourne - Inner South,159.484,159.143,318.632,32736,19012,24585
209,Melbourne - North East,180.955,169.49099999999999,350.44199999999995,31265,18934,24185
210,Melbourne - North West,126.729,108.934,235.66099999999997,29190,18972,23608
211,Melbourne - Outer East,200.42,194.395,394.82099999999997,32772,17846,24008
212,Melbourne - South East,280.453,236.891,517.344,27709,17855,22464
213,Melbourne - West,269.70099999999996,225.827,495.524,29617,19175,23992
214,Mornington Peninsula,106.367,102.165,208.52900000000002,29848,16502,22062
215,North West,63.215,57.11,120.324,17373,12012,14579
216,Shepparton,51.93899999999999,48.56100000000001,100.5,20000,12665,16007
217,Warrnambool and South West,53.836000000000006,49.422,103.257,19957,12285,15587
301,Brisbane - East,92.036,84.404,176.442,32810,20000,25355
302,Brisbane - North,84.96700000000001,80.579,165.551,32951,21737,26639
303,Brisbane - South,146.429,135.246,281.675,26212,18591,22095
304,Brisbane - West,75.031,73.027,148.058,34570,18207,24636
305,Brisbane Inner City,126.18700000000001,119.515,245.702,26037,17055,21075
306,Cairns,111.07600000000001,99.07600000000001,210.153,19067,12997,15842
307,Darling Downs - Maranoa,59.918,50.562,110.479,17072,10609,13634
308,Central Queensland,111.18,88.885,200.06,32336,14140,21887
309,Gold Coast,224.045,209.33900000000003,433.38699999999994,22637,15120,18592
310,Ipswich,119.411,99.505,218.915,28330,17867,22636
311,Logan - Beaudesert,126.177,104.26899999999999,230.452,27482,19192,23055
312,Mackay - Isaac - Whitsunday,95.839,75.395,171.231,31543,13155,20944
313,Moreton Bay - North,87.368,75.594,162.957,24610,16032,20044
314,Moreton Bay - South,74.742,68.671,143.416,35892,20505,26893
315,Queensland - Outback,36.758,31.668000000000003,68.428,21989,12613,16824
316,Sunshine Coast,125.117,120.134,245.247,22573,14038,17714
317,Toowoomba,61.397,55.951,117.351,24159,14659,18912
318,Townsville,109.323,93.36200000000001,202.687,27274,15894,21030
319,Wide Bay,105.124,90.19,195.31400000000002,17956,12151,14901
401,Adelaide - Central and Hills,116.00399999999999,115.985,231.988,28667,17787,22225
402,Adelaide - North,153.065,132.884,285.943,31187,19695,24755
403,Adelaide - South,134.641,131.74200000000002,266.38,31060,19267,24185
404,Adelaide - West,87.444,81.663,169.111,27332,19182,22780
405,Barossa - Yorke - Mid North,42.196000000000005,36.76,78.954,23783,14971,18756
406,South Australia - Outback,35.376,29.523000000000003,64.9,29060,16297,21576
407,South Australia - South East,74.72800000000001,65.411,140.136,18665,12710,15493
501,Bunbury,81.059,68.062,149.11700000000002,26988,12209,18306
502,Mandurah,38.181,30.369,68.554,32435,14827,22627
503,Perth - Inner,94.604,81.264,175.87099999999998,26000,14000,19281
504,Perth - North East,112.991,94.414,207.407,31493,18146,24088
505,Perth - North West,244.575,213.595,458.171,33092,17826,24390
506,Perth - South East,234.488,186.74,421.231,29348,17259,22868
507,Perth - South West,183.632,152.52,336.155,33510,17133,24061
509,Western Australia - Wheat Belt,59.726000000000006,52.04600000000001,111.772,20696,12183,15993
510,Western Australia - Outback (North),44.363,36.52,80.882,31907,13800,21058
511,Western Australia - Outback (South),60.581,48.635,109.214,29206,13911,20781
601,Hobart,82.185,81.688,163.87,28009,18521,22322
602,Launceston and North East,53.622,49.659,103.28200000000001,24049,15000,18823
603,South East,14.770999999999999,12.624,27.392,17000,12098,14474
604,West and North West,43.048,37.565,80.616,26195,14786,19531
