sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons
101,Capital Region,87.719,81.6,169.31900000000002,24544,18261,21090
102,Central Coast,118.955,111.552,230.51,31860,20279,25189
103,Central West,81.538,73.327,154.869,26000,16615,20594
104,Coffs Harbour - Grafton,48.562,46.416000000000004,94.97399999999999,20672,15300,17885
105,Far West and Orana,46.151,41.379,87.52799999999999,21870,16677,19196
106,Hunter Valley exc Newcastle,99.23700000000001,85.463,184.7,34248,18353,24782
107,Illawarra,106.12200000000001,96.94,203.06099999999998,35697,20978,26970
108,Mid North Coast,66.29899999999999,63.748000000000005,130.046,22516,16880,19489
109,Murray,47.583999999999996,43.367,90.943,23392,16059,19358
110,New England and North West,72.751,64.92399999999999,137.68200000000002,20790,15251,17940
111,Newcastle and Lake Macquarie,136.056,128.531,264.591,33750,20641,26000
112,Richmond - Tweed,87.20299999999999,85.45,172.648,21150,15339,18060
113,Riverina,65.145,58.437,123.583,25295,17336,20841
114,Southern Highlands and Shoalhaven,49.371,47.1,96.473,26870,17311,21368
115,Sydney - Baulkham Hills and Hawkesbury,92.584,89.461,182.049,40344,23531,30595
116,Sydney - Blacktown,135.622,112.10700000000001,247.733,33026,24459,28539
117,Sydney - City and Inner South,180.91400000000002,158.984,339.9,21906,17318,19659
118,Sydney - Eastern Suburbs,124.581,129.347,253.92700000000002,31424,21338,25651
119,Sydney - Inner South West,217.926,185.81599999999997,403.746,27690,22069,24983
120,Sydney - Inner West,125.666,123.292,248.958,32269,25000,28394
121,Sydney - North Sydney and Hornsby,166.09900000000002,168.77,334.871,42811,25286,32636
122,Sydney - Northern Beaches,110.78,111.368,222.146,36999,21272,27862
123,Sydney - Outer South West,104.363,89.478,193.84599999999998,35487,23930,29119
124,Sydney - Outer West and Blue Mountains,124.462,112.93700000000001,237.40400000000002,35709,23044,28614
125,Sydney - Parramatta,175.66299999999998,138.45,314.116,27727,22073,25034
126,Sydney - Ryde,71.068,70.08800000000001,141.153,36057,23625,29076
127,Sydney - South West,140.80700000000002,114.516,255.32299999999998,31329,23058,27172
