sa4_code_2011,sa4_name_2011,year,reg_mv_pas_vhcls,reg_mv_campervans,reg_mv_lt_comm_vhcls,reg_mv_lt_rgd_trks,reg_mv_hvy_rgd_trks,reg_mv_artcltd_trks,reg_mv_non_frght_trks,reg_mv_buses,reg_mv_mtrcycls,reg_mv_tot_vhcls,reg_mv_ptrl_fuel,reg_mv_disl_fuel,reg_mv_lpg_dl_oth_fuel,trst_accom_est_wth_15_more_rms,ag_area_hldng_ha,ag_area_brdacr_crps_crl_ha,ag_area_veg_ha,ag_area_orchd_nut_trs_ha,ag_area_all_frt_exc_grp_ha,ag_area_brdacr_crp_non_crl_ha,ag_comm_diary_ctl,ag_comm_meat_ctl,ag_comm_sheep,ag_comm_pigs,ag_grs_val_ag_prod_,ag_grs_val_crps_,ag_grs_val_livstk_slghtr_,ag_grs_val_livstk_prdct_,empl_industry_ag_frst_fsh_pc,empl_industry_mining_pc,empl_industry_mnfctrng_pc,empl_industry_elc_gs_wtr_wst_pc,empl_industry_construction_pc,empl_industry_whlsle_trd_pc,empl_industry_retail_trd_pc,empl_industry_accom_food_pc,empl_industry_trnsprt_pst_wrhsng_pc,empl_industry_infomedia_telecom_pc,empl_industry_financ_insur_pc,empl_industry_rent_rl_est_pc,empl_industry_prof_sci_tech_pc,empl_industry_admin_supp_pc,empl_industry_pub_admin_safety_pc,empl_industry_edu_train_pc,empl_industry_hlth_soc_ass_pc,empl_industry_art_rec_pc,empl_industry_oth_serv_pc,empl_industry_tot,bus_industry_ag_frst_fsh,bus_industry_mining,bus_industry_mnfctrng,bus_industry_elc_gs_wtr_wst,bus_industry_construction,bus_industry_whlsle_trd,bus_industry_retail_trd,bus_industry_accom_food,bus_industry_trnsprt_pst_wrhsng,bus_industry_infomedia_telecom,bus_industry_financ_insur,bus_industry_rent_rl_est,bus_industry_prof_sci_tech,bus_industry_admin_supp,bus_industry_pub_admin_safety,bus_industry_edu_train,bus_industry_hlth_soc_ass,bus_industry_art_rec,bus_industry_oth_serv,bus_industry_current_unkwn,bus_industry_tot
113,Riverina,2012,76969,316.0,30754,1007.0,4400,2132.0,87.0,760.0,5285,121710,86608,31980,3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350.0,33.0,552.0,50.0,2125.0,440.0,948.0,623.0,868.0,45.0,933.0,1319.0,698.0,387.0,29.0,100.0,539.0,123.0,680.0,182.0,16024.0
113,Riverina,2011,76319,294.0,29845,959.0,4401,2093.0,89.0,743.0,5285,120028,86881,29992,3154,,4419889.0,1025564.0,4786.0,15280.0,15295.0,196108.0,16030.0,542617.0,3438349.0,102219.0,1833.7,1399.1,291.8,142.7,11.6,0.3,10.8,1.6,6.7,3.5,11.1,6.3,4.7,0.7,1.8,1.0,3.3,2.2,8.0,8.9,11.1,0.7,3.7,68339.0,5390.0,31.0,560.0,48.0,2090.0,426.0,954.0,613.0,886.0,38.0,872.0,1325.0,710.0,389.0,25.0,98.0,520.0,123.0,669.0,126.0,15893.0
113,Riverina,2010,75704,272.0,29132,935.0,4302,1774.0,86.0,737.0,5315,118257,87035,28042,3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Southern Highlands and Shoalhaven,2014,85445,575.0,20364,915.0,1877,368.0,64.0,734.0,5626,115968,90367,21694,3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.0,22.0,476.0,36.0,2156.0,330.0,968.0,635.0,571.0,92.0,761.0,1178.0,1232.0,429.0,41.0,144.0,622.0,185.0,524.0,99.0,11536.0
114,Southern Highlands and Shoalhaven,2013,83800,564.0,19470,894.0,1898,354.0,69.0,735.0,5403,113187,89695,19393,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,22.0,488.0,36.0,2190.0,317.0,1020.0,617.0,551.0,88.0,731.0,1169.0,1203.0,421.0,43.0,131.0,602.0,186.0,507.0,126.0,11518.0
114,Southern Highlands and Shoalhaven,2012,82201,537.0,18676,891.0,1884,354.0,71.0,762.0,5149,110525,89088,17378,4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,23.0,521.0,34.0,2307.0,335.0,1089.0,653.0,594.0,99.0,718.0,1206.0,1225.0,426.0,42.0,145.0,595.0,198.0,518.0,117.0,11950.0
114,Southern Highlands and Shoalhaven,2011,81125,500.0,18143,882.0,1844,339.0,66.0,755.0,5077,108731,88918,15759,4041,,139682.0,1167.0,201.0,141.0,161.0,286.0,30697.0,52735.0,8099.0,1420.0,107.5,29.9,30.6,47.0,2.5,0.6,8.7,1.1,9.0,2.5,12.4,9.0,4.0,1.1,1.9,1.9,5.2,3.2,8.1,8.3,13.3,1.6,3.7,53049.0,1145.0,24.0,524.0,35.0,2310.0,327.0,1128.0,651.0,612.0,99.0,696.0,1190.0,1215.0,433.0,37.0,141.0,590.0,200.0,508.0,98.0,11963.0
114,Southern Highlands and Shoalhaven,2010,79400,491.0,17580,878.0,1859,333.0,65.0,702.0,4971,106279,87783,14449,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Sydney - Baulkham Hills and Hawkesbury,2014,131355,236.0,19230,1422.0,2513,379.0,44.0,357.0,6307,161843,134629,23410,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.0,22.0,876.0,74.0,4692.0,1380.0,1489.0,660.0,1128.0,230.0,2411.0,3055.0,3987.0,977.0,123.0,393.0,1450.0,296.0,960.0,456.0,25505.0
115,Sydney - Baulkham Hills and Hawkesbury,2013,128769,225.0,18540,1383.0,2402,375.0,44.0,354.0,5921,158013,133657,20520,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,22.0,858.0,69.0,4554.0,1335.0,1447.0,600.0,1114.0,216.0,2225.0,2962.0,3906.0,955.0,120.0,393.0,1358.0,300.0,945.0,509.0,24748.0
115,Sydney - Baulkham Hills and Hawkesbury,2012,126102,216.0,17984,1366.0,2402,342.0,41.0,355.0,5655,154463,132916,17901,3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,22.0,925.0,74.0,4685.0,1420.0,1559.0,629.0,1193.0,216.0,2218.0,3067.0,4041.0,994.0,125.0,398.0,1337.0,297.0,965.0,481.0,25578.0
115,Sydney - Baulkham Hills and Hawkesbury,2011,124543,195.0,17627,1257.0,2368,331.0,46.0,346.0,5482,152195,132742,15843,3605,,17267.0,14.0,1120.0,635.0,657.0,21.0,324.0,3707.0,1010.0,27.0,189.5,156.0,19.0,14.5,1.2,0.2,8.4,1.0,9.2,6.8,10.8,4.6,3.5,2.4,5.8,1.8,9.7,2.7,4.8,9.1,10.4,1.3,4.0,108578.0,1006.0,22.0,926.0,78.0,4726.0,1401.0,1547.0,610.0,1235.0,221.0,2129.0,3036.0,4051.0,1022.0,131.0,424.0,1296.0,291.0,944.0,397.0,25493.0
115,Sydney - Baulkham Hills and Hawkesbury,2010,123303,196.0,17258,1229.0,2361,332.0,49.0,334.0,5292,150354,132746,14105,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Sydney - Blacktown,2014,161537,247.0,20604,1836.0,3292,736.0,78.0,542.0,6187,195059,168676,20244,6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,9.0,950.0,55.0,3351.0,974.0,1249.0,592.0,2777.0,118.0,899.0,1373.0,1682.0,925.0,152.0,195.0,810.0,163.0,1027.0,352.0,17870.0
116,Sydney - Blacktown,2013,153629,221.0,19782,1713.0,3157,693.0,76.0,467.0,5726,185464,161750,17463,6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,9.0,953.0,50.0,3321.0,951.0,1215.0,564.0,2698.0,112.0,848.0,1368.0,1700.0,931.0,170.0,179.0,788.0,169.0,1010.0,450.0,17716.0
116,Sydney - Blacktown,2012,150275,191.0,19236,1658.0,3096,717.0,97.0,451.0,5251,180972,159479,15398,6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,8.0,1029.0,44.0,3544.0,1001.0,1257.0,604.0,2713.0,107.0,828.0,1409.0,1767.0,985.0,157.0,190.0,706.0,182.0,1034.0,453.0,18264.0
116,Sydney - Blacktown,2011,148254,166.0,18996,1603.0,3036,732.0,85.0,443.0,5071,178386,158375,13947,6064,,9998.0,,109.0,1.0,2.0,,92.0,1762.0,99.0,1878.0,36.0,7.4,21.6,6.9,0.5,0.1,12.7,1.2,7.0,6.3,10.8,5.3,7.5,1.9,5.8,1.2,5.5,3.3,6.2,5.7,11.4,1.0,3.8,134941.0,302.0,11.0,1077.0,48.0,3549.0,1002.0,1262.0,556.0,2706.0,113.0,763.0,1438.0,1756.0,1001.0,183.0,204.0,687.0,179.0,1057.0,342.0,18236.0
116,Sydney - Blacktown,2010,144701,138.0,18429,1570.0,2977,597.0,85.0,436.0,4941,173874,155545,12625,5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sydney - City and Inner South,2014,128264,370.0,13775,1647.0,1450,244.0,654.0,822.0,8490,155716,133496,18716,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,409.0,2248.0,144.0,4948.0,3247.0,4208.0,3830.0,2234.0,1821.0,11403.0,10136.0,14223.0,3566.0,326.0,989.0,2879.0,1218.0,1863.0,2263.0,72480.0
117,Sydney - City and Inner South,2013,126571,192.0,13757,1567.0,1303,231.0,658.0,751.0,7918,152948,132127,16961,3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.0,406.0,2275.0,148.0,4824.0,3216.0,4280.0,3577.0,2268.0,1764.0,11403.0,9699.0,13673.0,3544.0,309.0,958.0,2727.0,1178.0,1798.0,2482.0,71045.0
117,Sydney - City and Inner South,2012,125180,230.0,13870,1701.0,1514,279.0,653.0,778.0,9526,153731,134434,15687,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,431.0,2341.0,160.0,5174.0,3400.0,4467.0,3752.0,2387.0,1770.0,12283.0,9802.0,14114.0,3719.0,300.0,990.0,2697.0,1248.0,1910.0,2240.0,73741.0
117,Sydney - City and Inner South,2011,124103,200.0,13569,1608.0,1489,296.0,663.0,735.0,9030,151693,133765,14131,3795,,3135.0,3063.0,,,,243.0,,1354.0,18.0,,2.2,1.8,0.4,0.0,0.1,0.2,4.5,0.5,3.7,4.0,7.9,9.0,4.2,5.7,8.7,1.7,14.5,4.3,6.1,7.9,8.9,2.9,3.0,145697.0,584.0,377.0,2307.0,151.0,4978.0,3358.0,4365.0,3506.0,2383.0,1726.0,12176.0,9540.0,13627.0,3643.0,307.0,985.0,2601.0,1284.0,1836.0,1753.0,71487.0
117,Sydney - City and Inner South,2010,120359,162.0,13380,1565.0,1574,304.0,639.0,738.0,8545,147266,131004,12795,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Sydney - Eastern Suburbs,2014,120424,136.0,9031,569.0,547,173.0,20.0,219.0,8362,139481,123996,13049,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,38.0,547.0,44.0,2793.0,1045.0,1857.0,1290.0,884.0,913.0,3108.0,4692.0,5778.0,1275.0,100.0,514.0,2906.0,861.0,1000.0,665.0,30676.0
118,Sydney - Eastern Suburbs,2013,118111,127.0,8909,550.0,513,157.0,17.0,220.0,7831,136435,122761,11271,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,36.0,534.0,43.0,2773.0,1040.0,1856.0,1262.0,894.0,894.0,2908.0,4659.0,5636.0,1268.0,94.0,501.0,2772.0,857.0,952.0,761.0,30117.0
118,Sydney - Eastern Suburbs,2012,116900,145.0,8635,513.0,519,128.0,25.0,209.0,7243,134317,122600,9594,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,41.0,551.0,43.0,2905.0,1128.0,1998.0,1313.0,947.0,908.0,2874.0,4774.0,5825.0,1316.0,101.0,538.0,2765.0,887.0,980.0,746.0,31050.0
118,Sydney - Eastern Suburbs,2011,116045,132.0,8438,480.0,540,104.0,26.0,248.0,6624,132637,122283,8244,2105,,2267.0,,3.0,,,,,768.0,1307.0,,0.5,0.2,0.3,0.0,0.2,0.2,3.9,0.5,5.3,4.2,7.5,6.3,3.7,4.8,9.2,2.5,14.9,3.8,5.1,8.7,11.1,2.6,3.0,126577.0,454.0,47.0,584.0,50.0,2985.0,1126.0,1979.0,1301.0,966.0,909.0,2836.0,4782.0,5749.0,1292.0,116.0,528.0,2686.0,892.0,971.0,630.0,30883.0
118,Sydney - Eastern Suburbs,2010,114444,126.0,8200,474.0,537,97.0,23.0,258.0,6149,130308,121206,7011,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Sydney - Inner South West,2014,277699,391.0,32309,3715.0,3934,799.0,141.0,1497.0,9041,329526,288073,31390,10059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,24.0,2160.0,115.0,8874.0,2315.0,3703.0,1970.0,6845.0,280.0,2818.0,5578.0,4597.0,2319.0,324.0,515.0,2689.0,394.0,2105.0,1064.0,48899.0
119,Sydney - Inner South West,2013,272216,365.0,31276,3544.0,3819,770.0,162.0,1462.0,8648,322262,284615,27446,10205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,23.0,2197.0,126.0,8429.0,2328.0,3733.0,1857.0,6627.0,271.0,2648.0,5294.0,4528.0,2300.0,333.0,498.0,2577.0,387.0,2055.0,1258.0,47698.0
119,Sydney - Inner South West,2012,266185,642.0,30316,3364.0,3746,716.0,199.0,1420.0,7150,313738,279923,23931,9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,21.0,2318.0,129.0,8899.0,2484.0,4013.0,1896.0,6828.0,300.0,2574.0,5351.0,4746.0,2494.0,381.0,530.0,2510.0,421.0,2184.0,1247.0,49577.0
119,Sydney - Inner South West,2011,263012,362.0,29430,2620.0,3768,755.0,144.0,1313.0,6833,308237,278367,20203,9654,,813.0,,12.0,,,,,102.0,2780.0,,1.5,1.3,0.1,0.1,0.1,0.1,8.9,0.8,7.2,5.3,10.6,7.7,8.2,2.3,6.0,1.6,7.1,3.8,5.2,6.4,10.3,1.3,4.1,221023.0,273.0,20.0,2338.0,135.0,9079.0,2498.0,4033.0,1839.0,6850.0,314.0,2476.0,5320.0,4753.0,2512.0,378.0,526.0,2425.0,433.0,2208.0,1103.0,49513.0
119,Sydney - Inner South West,2010,257400,334.0,28843,2540.0,3721,810.0,151.0,1263.0,6419,301481,273646,18448,9387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Sydney - Inner West,2014,140647,203.0,14854,1330.0,2260,196.0,50.0,431.0,6355,166326,143882,19179,3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,20.0,888.0,61.0,3891.0,1270.0,2113.0,1526.0,1487.0,555.0,2470.0,4385.0,5179.0,1437.0,94.0,464.0,2523.0,559.0,1011.0,662.0,30861.0
120,Sydney - Inner West,2013,137420,172.0,14858,1286.0,2214,211.0,51.0,430.0,6056,162698,142294,17090,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,18.0,882.0,63.0,3644.0,1281.0,2106.0,1388.0,1455.0,520.0,2320.0,4168.0,5047.0,1428.0,98.0,445.0,2411.0,574.0,1023.0,806.0,29955.0
120,Sydney - Inner West,2012,134866,167.0,13774,1247.0,2244,220.0,55.0,427.0,5765,158765,141676,14087,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,21.0,925.0,58.0,3821.0,1337.0,2257.0,1460.0,1518.0,569.0,2336.0,4164.0,5266.0,1542.0,101.0,491.0,2379.0,623.0,1067.0,796.0,31031.0
120,Sydney - Inner West,2011,133255,149.0,13900,1857.0,2224,237.0,283.0,488.0,5401,157794,141122,13842,2826,,8983.0,425.0,3.0,13.0,13.0,,,225.0,3629.0,,0.5,0.3,0.2,0.1,0.1,0.1,5.7,0.7,5.4,5.0,8.6,6.7,3.8,4.2,8.2,2.0,12.4,3.8,5.6,8.8,11.4,2.0,3.2,135063.0,342.0,22.0,936.0,55.0,3853.0,1331.0,2251.0,1377.0,1541.0,558.0,2223.0,4114.0,5227.0,1548.0,100.0,501.0,2264.0,638.0,1096.0,694.0,30671.0
120,Sydney - Inner West,2010,130165,122.0,13544,1628.0,2157,251.0,408.0,612.0,5112,153999,138937,12415,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,2014,225394,275.0,17861,1099.0,2098,130.0,92.0,1405.0,8489,256843,218292,34302,4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.0,125.0,1188.0,86.0,3867.0,2321.0,2719.0,1789.0,1103.0,1204.0,7887.0,7249.0,12705.0,2261.0,134.0,1018.0,4480.0,807.0,1396.0,1029.0,54204.0
121,Sydney - North Sydney and Hornsby,2013,217897,264.0,16558,1053.0,2119,130.0,103.0,1240.0,8014,247378,214484,29029,3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,124.0,1181.0,89.0,3814.0,2367.0,2697.0,1695.0,1109.0,1213.0,7724.0,7135.0,12644.0,2234.0,131.0,1017.0,4310.0,826.0,1403.0,1175.0,53776.0
121,Sydney - North Sydney and Hornsby,2012,214605,247.0,16973,913.0,1888,117.0,101.0,1207.0,7550,243601,215366,25078,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.0,129.0,1254.0,90.0,3950.0,2465.0,2859.0,1735.0,1160.0,1237.0,7461.0,7318.0,13086.0,2319.0,136.0,1041.0,4325.0,873.0,1463.0,1120.0,54969.0
121,Sydney - North Sydney and Hornsby,2011,211869,245.0,15193,831.0,1409,86.0,98.0,1196.0,7224,238151,215619,19791,2738,,2780.0,,,,,,,760.0,,,1.0,0.7,0.3,0.0,0.2,0.3,4.8,0.6,4.3,5.4,7.6,5.0,2.5,4.7,10.8,2.3,17.8,3.4,4.1,8.4,11.5,1.6,2.8,191142.0,1068.0,123.0,1288.0,95.0,3962.0,2501.0,2886.0,1727.0,1172.0,1212.0,7277.0,7351.0,12999.0,2357.0,143.0,1040.0,4183.0,827.0,1467.0,947.0,54625.0
121,Sydney - North Sydney and Hornsby,2010,210822,234.0,15762,848.0,1535,95.0,110.0,1161.0,6947,237514,216432,18321,2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,2014,143358,425.0,18017,1098.0,1253,86.0,72.0,539.0,8579,173427,149003,21935,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,20.0,1190.0,68.0,4924.0,1330.0,1722.0,941.0,856.0,627.0,3235.0,3754.0,5949.0,1295.0,111.0,580.0,1501.0,543.0,1112.0,467.0,30568.0
122,Sydney - Northern Beaches,2013,140258,419.0,17360,1069.0,1173,79.0,69.0,516.0,7999,168942,147459,18943,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,20.0,1180.0,71.0,4803.0,1302.0,1727.0,903.0,852.0,586.0,3102.0,3783.0,5823.0,1302.0,114.0,569.0,1427.0,543.0,1104.0,580.0,30150.0
122,Sydney - Northern Beaches,2012,137775,388.0,16963,1046.0,1272,73.0,78.0,494.0,7558,165647,146881,16507,2256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,25.0,1247.0,72.0,4963.0,1391.0,1823.0,934.0,888.0,616.0,3020.0,3807.0,6035.0,1360.0,117.0,579.0,1409.0,598.0,1152.0,555.0,30994.0
122,Sydney - Northern Beaches,2011,136149,376.0,16736,1026.0,1297,77.0,54.0,496.0,7232,163443,146789,14442,2210,,3103.0,80.0,1.0,1.0,1.0,25.0,,102.0,6681.0,,1.8,1.3,0.2,0.2,0.2,0.2,6.3,0.7,8.2,6.4,9.7,5.5,2.9,3.8,7.0,2.3,13.2,3.8,4.1,7.8,10.1,1.8,3.9,121634.0,462.0,28.0,1262.0,73.0,4979.0,1417.0,1840.0,943.0,917.0,586.0,2860.0,3803.0,5985.0,1341.0,116.0,570.0,1363.0,592.0,1112.0,461.0,30710.0
122,Sydney - Northern Beaches,2010,134473,323.0,16358,977.0,1277,78.0,61.0,494.0,6895,160936,146146,12658,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sydney - Outer South West,2014,136721,316.0,23361,1602.0,2876,701.0,58.0,483.0,7764,173882,144773,23908,5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0,19.0,851.0,56.0,3451.0,623.0,967.0,433.0,1744.0,79.0,954.0,1374.0,1414.0,674.0,87.0,208.0,773.0,201.0,884.0,246.0,15485.0
123,Sydney - Outer South West,2013,133063,283.0,22016,1489.0,2834,688.0,48.0,510.0,7192,168123,141900,20808,5419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0,19.0,841.0,52.0,3363.0,615.0,979.0,440.0,1683.0,71.0,927.0,1385.0,1443.0,666.0,96.0,205.0,707.0,192.0,871.0,312.0,15340.0
123,Sydney - Outer South West,2012,129615,253.0,20996,1452.0,2754,659.0,59.0,490.0,6581,162859,139146,18184,5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0,17.0,887.0,61.0,3547.0,651.0,1044.0,449.0,1777.0,82.0,911.0,1432.0,1525.0,718.0,119.0,223.0,680.0,186.0,923.0,280.0,16015.0
123,Sydney - Outer South West,2011,126622,228.0,20135,1406.0,2659,613.0,66.0,491.0,6199,158419,136868,16093,5452,,37746.0,33.0,497.0,101.0,101.0,37.0,4110.0,12571.0,3016.0,6.0,108.6,27.4,68.5,12.8,0.7,0.6,13.0,1.3,8.4,5.0,10.7,5.5,7.8,1.4,4.0,1.5,4.7,3.2,6.4,7.7,10.5,1.3,3.9,110158.0,521.0,17.0,891.0,56.0,3540.0,649.0,1068.0,448.0,1784.0,83.0,878.0,1431.0,1524.0,734.0,120.0,227.0,660.0,199.0,922.0,245.0,15997.0
123,Sydney - Outer South West,2010,123476,223.0,19588,1328.0,2646,630.0,69.0,441.0,5940,154341,134312,14704,5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sydney - Outer West and Blue Mountains,2014,167154,464.0,29360,1760.0,3533,624.0,74.0,650.0,9886,213505,179102,28670,5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,18.0,1019.0,74.0,4480.0,719.0,1371.0,727.0,1717.0,170.0,1205.0,2018.0,2154.0,803.0,105.0,335.0,1085.0,318.0,1179.0,275.0,20261.0
124,Sydney - Outer West and Blue Mountains,2013,163075,423.0,28170,1726.0,3430,611.0,78.0,667.0,9176,207356,176356,25112,5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0,16.0,1062.0,79.0,4437.0,715.0,1427.0,699.0,1746.0,184.0,1140.0,2023.0,2141.0,806.0,102.0,330.0,1054.0,323.0,1189.0,318.0,20294.0
124,Sydney - Outer West and Blue Mountains,2012,159746,406.0,27372,1662.0,3423,596.0,81.0,656.0,8681,202623,174446,22323,5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,17.0,1108.0,83.0,4675.0,757.0,1527.0,737.0,1875.0,191.0,1106.0,2060.0,2269.0,853.0,107.0,344.0,1045.0,358.0,1240.0,322.0,21192.0
124,Sydney - Outer West and Blue Mountains,2011,157057,377.0,26807,1673.0,3455,565.0,104.0,642.0,8401,199081,172873,20366,5841,,14061.0,,680.0,70.0,70.0,7.0,525.0,5119.0,2854.0,1.0,115.8,60.8,32.8,22.2,0.7,0.3,10.4,1.5,8.9,4.8,10.7,5.8,6.3,1.6,3.8,1.5,4.7,3.0,8.2,8.8,11.3,1.5,4.0,139238.0,582.0,16.0,1126.0,84.0,4724.0,729.0,1553.0,741.0,1892.0,185.0,1078.0,2106.0,2301.0,851.0,111.0,335.0,1011.0,373.0,1237.0,264.0,21299.0
124,Sydney - Outer West and Blue Mountains,2010,154651,354.0,26074,1645.0,3433,563.0,101.0,660.0,8266,195747,171354,18719,5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sydney - Parramatta,2014,215748,237.0,26096,2720.0,4283,519.0,134.0,1859.0,7025,258621,223823,27597,7197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,15.0,1846.0,120.0,7451.0,2266.0,2863.0,1515.0,4281.0,244.0,2202.0,3744.0,3860.0,2039.0,267.0,427.0,2024.0,253.0,1526.0,997.0,38129.0
125,Sydney - Parramatta,2013,207282,219.0,24819,2597.0,4404,517.0,130.0,1901.0,6871,248740,217231,24194,7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,15.0,1858.0,111.0,6889.0,2175.0,2775.0,1372.0,4137.0,248.0,2061.0,3617.0,3825.0,1990.0,280.0,385.0,1856.0,247.0,1493.0,1226.0,36759.0
125,Sydney - Parramatta,2012,199924,194.0,24001,2365.0,4196,470.0,116.0,1816.0,5034,238116,210426,20762,6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,20.0,1958.0,109.0,7259.0,2278.0,2992.0,1390.0,4267.0,275.0,2081.0,3670.0,4031.0,2123.0,293.0,427.0,1823.0,269.0,1530.0,1249.0,38263.0
125,Sydney - Parramatta,2011,196924,183.0,23854,2366.0,4159,475.0,113.0,1762.0,4873,234709,209063,18903,6731,,2409.0,,,,,,,201.0,930.0,,0.1,0.0,0.0,0.0,0.2,0.1,10.3,0.9,7.3,6.2,10.3,6.5,5.7,2.5,6.4,1.4,7.6,3.7,5.3,6.3,11.3,1.2,3.7,167044.0,245.0,18.0,1940.0,103.0,7307.0,2237.0,2997.0,1338.0,4143.0,285.0,2021.0,3626.0,4083.0,2115.0,291.0,420.0,1715.0,282.0,1558.0,1130.0,37854.0
125,Sydney - Parramatta,2010,192415,162.0,23765,2369.0,4505,592.0,109.0,1716.0,4697,230330,205762,18044,6517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sydney - Ryde,2014,94741,105.0,8000,434.0,528,21.0,35.0,293.0,3076,107233,94670,10682,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,13.0,418.0,31.0,2126.0,857.0,1040.0,717.0,741.0,223.0,1612.0,2137.0,3195.0,837.0,55.0,306.0,1416.0,185.0,512.0,349.0,16930.0
126,Sydney - Ryde,2013,92431,101.0,7782,432.0,544,28.0,42.0,284.0,2909,104553,93291,9247,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,14.0,444.0,27.0,2016.0,839.0,1058.0,660.0,747.0,203.0,1508.0,1996.0,3168.0,853.0,57.0,294.0,1363.0,182.0,501.0,422.0,16530.0
