SA4_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA4_NAME11
101,246,77,73,8,404,463,110,148,12,733,86,52,310,5,453,259,92,622,22,995,3824,479,1474,47,5824,2814,968,1349,110,5241,2958,1283,869,71,5181,2008,1881,823,69,4781,1871,1918,492,68,4349,2707,3354,602,57,6720,2095,2924,235,60,5314,1206,2054,224,16,3500,1047,1651,72,11,2781,382,780,29,0,1191,661,1299,18,9,1987,1715,3100,790,43,5648,530,279,256,27,1092,24872,22301,8386,635,56194,Capital Region
102,296,109,145,19,569,592,125,242,25,984,128,76,551,16,771,283,123,993,29,1428,5639,573,2937,101,9250,4097,1364,2744,218,8423,3955,1719,1849,132,7655,2421,3059,1647,129,7256,2389,3372,1069,93,6923,3364,6128,1200,105,10797,2768,4906,496,57,8227,1414,3734,323,15,5486,1129,2430,107,7,3673,331,1055,36,3,1425,508,1160,34,3,1705,1829,4527,1720,75,8151,819,482,432,49,1782,31962,34942,16525,1076,84505,Central Coast
103,268,93,88,8,457,405,111,157,27,700,88,49,382,8,527,230,106,747,28,1111,3752,484,1536,64,5836,2380,975,1373,140,4868,2501,1230,902,82,4715,1582,1838,780,94,4294,1550,1975,466,61,4052,2166,3492,536,62,6256,1834,2648,163,35,4680,1013,2087,143,9,3252,865,1504,31,16,2416,265,574,10,3,852,388,701,18,4,1111,1411,2911,748,38,5108,636,332,295,39,1302,21334,21110,8375,718,51537,Central West
104,127,59,70,7,263,354,69,115,6,544,70,39,271,11,391,177,69,578,8,832,3288,425,1471,57,5241,2293,954,1203,106,4556,2149,1095,754,49,4047,1339,1533,625,34,3531,1264,1316,335,26,2941,1419,2198,306,32,3955,988,1443,93,16,2540,437,812,76,3,1328,380,485,19,0,884,88,199,4,0,291,148,215,4,0,367,1048,1772,587,35,3442,343,166,197,16,722,15912,12849,6708,406,35875,Coffs Harbour - Grafton
105,187,64,54,4,309,249,82,122,13,466,34,28,259,11,332,137,84,566,18,805,2098,324,1076,51,3549,1306,643,993,121,3063,1378,738,575,57,2748,857,1041,478,44,2420,892,1017,282,41,2232,1213,1695,320,32,3260,979,1338,96,18,2431,430,903,66,13,1412,395,635,19,4,1053,107,228,3,0,338,181,284,9,4,478,914,1975,526,44,3459,450,213,299,34,996,11807,11292,5743,509,29351,Far West and Orana
106,258,80,86,9,433,442,109,166,17,734,85,50,428,9,572,220,71,892,18,1201,4347,428,2016,51,6842,3054,970,1881,143,6048,2821,1295,1199,87,5402,1830,2162,1019,108,5119,1893,2473,637,58,5061,2878,4693,793,74,8438,2333,3770,310,32,6445,1620,3893,287,20,5820,1189,2438,80,11,3718,431,985,35,5,1456,503,1257,35,7,1802,1592,3556,944,46,6138,600,407,357,22,1386,26096,28637,11165,717,66615,Hunter Valley exc Newcastle
107,339,116,125,30,610,543,132,221,26,922,111,67,429,9,616,249,111,910,43,1313,5180,531,2161,126,7998,3262,1159,2048,163,6632,2992,1513,1433,143,6081,1799,2409,1238,98,5544,1787,2679,854,77,5397,2737,5532,1065,115,9449,2499,4839,441,73,7852,1534,3992,345,33,5904,1194,3008,124,25,4351,399,1224,37,5,1665,540,1580,30,13,2163,1589,4098,1181,61,6929,656,385,377,37,1455,27410,33375,13019,1077,74881,Illawarra
108,274,73,70,7,424,621,122,175,20,938,116,55,370,13,554,321,104,855,18,1298,6131,605,2212,88,9036,4319,1346,1999,165,7829,3921,1575,1082,103,6681,2081,2212,806,73,5172,1961,2003,466,42,4472,2165,2883,442,32,5522,1336,1939,119,17,3411,657,1152,123,8,1940,522,745,21,0,1288,150,259,4,0,413,258,297,9,4,568,1634,2544,917,42,5137,673,275,329,21,1298,27140,18189,9999,653,55981,Mid North Coast
109,197,56,49,3,305,271,64,94,6,435,51,40,165,6,262,145,64,390,13,612,2261,258,862,36,3417,1549,567,741,77,2934,1586,760,474,57,2877,1034,1140,398,42,2614,1116,1156,258,24,2554,1493,2004,250,28,3775,1034,1536,103,26,2699,451,889,71,4,1415,359,587,19,0,965,85,212,8,0,305,184,286,3,3,476,866,1611,378,14,2869,394,183,170,15,762,13076,11413,4433,354,29276,Murray
110,272,96,72,15,455,453,117,151,15,736,74,79,394,3,550,217,105,683,35,1040,3566,479,1582,79,5706,2340,1081,1459,144,5024,2382,1335,830,85,4632,1504,1892,749,73,4218,1648,1910,394,55,4007,2017,2943,402,62,5424,1506,2149,145,20,3820,678,1301,113,10,2102,599,896,28,3,1526,176,294,13,0,483,290,438,8,9,745,1334,2669,681,46,4730,575,362,316,39,1292,19631,18146,8020,693,46490,New England and North West
111,285,94,167,21,567,543,110,219,37,909,126,55,509,17,707,302,88,1030,42,1462,5825,580,2520,121,9046,4194,1187,2724,268,8373,3981,1572,1780,192,7525,2601,2594,1810,181,7186,2705,2962,1129,112,6908,3984,6318,1420,169,11891,3582,5496,598,122,9798,2158,4728,436,40,7362,1766,3532,142,21,5461,634,1516,40,17,2207,837,1961,32,16,2846,2172,4849,1532,73,8626,710,461,462,53,1686,36405,38103,16550,1502,92560,Newcastle and Lake Macquarie
112,267,102,114,14,497,486,124,184,24,818,92,71,403,7,573,277,113,971,32,1393,4836,650,2500,87,8073,3722,1438,2155,162,7477,3544,1786,1401,119,6850,2192,2548,1165,85,5990,2195,2543,631,66,5435,2590,3780,626,71,7067,1820,2545,209,27,4601,767,1553,145,8,2473,660,1011,31,5,1707,174,355,11,0,540,294,464,11,0,769,1667,3111,1073,56,5907,599,301,309,30,1239,26182,22495,11939,793,61409,Richmond - Tweed
113,224,91,61,13,389,337,105,134,12,588,82,52,250,4,388,165,81,522,18,786,2553,398,1125,64,4140,1812,797,1050,101,3760,1798,1000,626,84,3508,1190,1574,582,59,3405,1395,1773,385,59,3612,1902,2899,395,60,5256,1388,2284,123,34,3829,648,1307,110,10,2075,506,909,31,4,1450,125,340,7,3,475,233,413,8,4,658,1034,2286,498,28,3846,397,269,208,26,900,15789,16578,6115,583,39065,Riverina
114,162,44,56,4,266,367,62,126,13,568,72,38,236,4,350,164,45,475,15,699,3384,317,1229,44,4974,2386,698,1123,93,4300,2401,972,701,48,4122,1402,1327,581,52,3362,1371,1415,328,33,3147,1608,2269,364,25,4266,1171,1601,111,17,2900,632,1129,88,3,1852,497,741,22,7,1267,143,319,4,3,469,264,355,3,0,622,1164,1961,607,25,3757,467,180,181,19,847,17655,13473,6235,405,37768,Southern Highlands and Shoalhaven
115,352,143,127,22,644,312,127,131,16,586,55,63,145,3,266,154,79,248,9,490,1539,326,520,35,2420,1416,579,568,48,2611,1707,909,501,47,3164,1161,1398,596,54,3209,1255,1744,509,34,3542,1909,4089,770,61,6829,1911,3926,406,58,6301,1596,5387,510,29,7522,1364,4208,179,33,5784,547,2394,86,7,3034,908,4232,78,18,5236,982,4229,584,13,5808,310,316,106,12,744,17478,34149,6064,499,58190,Sydney - Baulkham Hills and Hawkesbury
116,480,258,239,17,994,442,315,304,30,1091,125,174,594,13,906,236,277,1173,30,1716,3088,1050,2438,68,6644,1891,1916,2214,174,6195,1767,2343,1514,132,5756,1497,3512,1571,133,6713,1554,3700,1092,117,6463,2543,7266,1358,166,11333,2513,6455,677,160,9805,1295,4772,435,58,6560,942,3143,172,40,4297,329,1492,77,4,1902,375,1797,57,9,2238,1020,4308,1316,56,6700,536,673,544,47,1800,20633,43451,15775,1254,81113,Sydney - Blacktown
117,505,108,184,183,980,344,92,194,80,710,95,63,294,39,491,200,108,410,61,779,2017,413,931,146,3507,1349,709,983,239,3280,1441,806,719,212,3178,1349,1125,742,227,3443,1533,1090,525,177,3325,2911,2043,738,293,5985,3839,1966,321,272,6398,2871,2362,534,134,5901,3282,1925,147,117,5471,1898,1051,63,41,3053,3744,1981,47,81,5853,2168,1831,728,71,4798,358,198,202,38,796,29904,17871,7762,2411,57948,Sydney - City and Inner South
118,374,136,200,123,833,320,87,151,63,621,65,36,179,27,307,135,74,292,36,537,1397,263,724,89,2473,1143,444,785,135,2507,1428,622,679,158,2887,1067,858,793,164,2882,1286,1043,588,117,3034,2245,2233,901,216,5595,2900,2314,368,219,5801,2329,4077,753,93,7252,2573,3057,191,89,5910,1424,1799,89,43,3355,3273,4477,81,80,7911,1747,3122,901,56,5826,489,309,180,27,1005,24195,24951,7855,1735,58736,Sydney - Eastern Suburbs
119,1261,521,536,95,2413,1230,625,532,72,2459,348,449,877,45,1719,598,748,1448,58,2852,7347,2898,3041,160,13446,4649,4565,3152,372,12738,4102,4874,2254,313,11543,2955,5995,2497,328,11775,2830,5658,1635,289,10412,4209,9747,2217,371,16544,3762,7932,1157,271,13122,2004,6327,855,127,9313,1665,4736,322,85,6808,684,2408,133,23,3248,1070,3642,139,50,4901,2284,7873,1993,130,12280,1117,1161,657,109,3044,42115,70159,23445,2898,138617,Sydney - Inner South West
120,596,180,268,74,1118,464,127,196,49,836,126,107,260,29,522,258,168,428,34,888,2492,542,928,96,4058,1667,1076,1001,181,3925,1683,1177,809,189,3858,1355,1694,969,190,4208,1520,1695,807,130,4152,2551,3495,1106,245,7397,2830,3162,516,214,6722,2158,4285,781,109,7333,2285,3457,200,93,6035,1230,1935,87,39,3291,2604,4428,65,53,7150,1618,3593,910,69,6190,437,326,178,39,980,25874,31447,9509,1833,68663,Sydney - Inner West
121,547,265,451,88,1351,452,207,254,48,961,91,87,223,16,417,214,107,364,43,728,1804,460,810,98,3172,1771,755,967,134,3627,2547,990,804,147,4488,2017,1439,1032,195,4683,2273,1874,900,138,5185,3784,4035,1419,230,9468,4136,3797,671,230,8834,4008,9527,1330,116,14981,4110,6281,351,125,10867,2178,3814,143,48,6183,4956,9216,146,71,14389,2553,6467,1140,56,10216,497,405,168,20,1090,37938,49726,11173,1803,100640,Sydney - North Sydney and Hornsby
122,247,121,105,10,483,285,104,115,18,522,52,35,170,4,261,145,82,248,12,487,1621,228,675,33,2557,1585,492,789,77,2943,2127,767,749,64,3707,1465,1206,843,90,3604,1820,1539,685,87,4131,2642,3478,941,125,7186,2896,3479,422,99,6896,2017,5814,648,50,8529,1937,4105,172,47,6261,1037,2108,81,22,3248,1872,4189,63,15,6139,1572,4093,876,21,6562,439,331,171,27,968,23759,32171,7753,801,64484,Sydney - Northern Beaches
123,238,147,122,12,519,302,141,205,14,662,91,84,444,15,634,158,114,896,30,1198,2424,614,1857,61,4956,1806,1215,1678,129,4828,1646,1521,1209,97,4473,1394,2460,1264,105,5223,1475,2682,813,65,5035,2472,5423,1110,105,9110,2320,4957,534,83,7894,1201,3584,331,32,5148,855,2422,117,16,3410,296,1227,43,9,1575,346,1538,57,4,1945,1018,3661,1091,52,5822,442,469,382,27,1320,18484,32259,12153,856,63752,Sydney - Outer South West
124,234,119,147,8,508,379,136,232,30,777,71,66,430,9,576,185,127,847,31,1190,2930,500,2180,72,5682,2309,1157,2025,125,5616,2427,1610,1492,99,5628,2014,2755,1580,110,6459,2003,3170,1068,104,6345,3403,6301,1419,144,11267,3163,5829,659,130,9781,1605,4487,461,32,6585,1282,3117,138,21,4558,359,1381,54,7,1801,513,1836,43,5,2397,1376,4320,1262,76,7034,516,530,394,22,1462,24769,37441,14431,1025,77666,Sydney - Outer West and Blue Mountains
125,899,467,398,65,1829,775,533,398,38,1744,239,328,635,35,1237,455,560,1044,65,2124,4486,2326,2126,140,9078,3117,3586,2124,308,9135,2942,3626,1584,240,8392,2281,4424,1691,279,8675,2400,4237,1186,233,8056,3364,7358,1647,311,12680,3187,5880,789,242,10098,1859,4962,609,97,7527,1576,3374,251,57,5258,613,1644,90,25,2372,732,2482,101,33,3348,1676,5422,1343,103,8544,696,836,487,88,2107,31297,52045,16503,2359,102204,Sydney - Parramatta
126,408,137,147,61,753,332,83,122,31,568,57,69,126,18,270,119,72,208,31,430,1418,337,468,54,2277,1192,635,552,86,2465,1301,777,501,77,2656,924,1079,573,84,2660,988,1163,408,84,2643,1521,2420,675,93,4709,1618,2184,323,81,4206,1179,3338,419,48,4984,1148,2640,129,42,3959,530,1468,43,13,2054,979,3023,65,16,4083,825,2580,513,34,3952,237,171,85,18,511,14776,22176,5357,871,43180,Sydney - Ryde
127,589,439,394,37,1459,730,535,496,52,1813,200,311,1015,31,1557,293,496,1440,50,2279,4825,2215,2732,139,9911,2329,3880,2601,237,9047,2118,3744,1787,178,7827,1532,4727,1936,164,8359,1551,4629,1302,152,7634,2201,7595,1506,188,11490,2028,6208,856,131,9223,881,4142,480,43,5546,664,2774,189,30,3657,234,1345,92,11,1682,264,1744,87,13,2108,1160,5756,1545,97,8558,740,954,647,53,2394,22339,51494,19105,1606,94544,Sydney - South West
128,209,74,85,3,371,267,88,111,12,478,50,37,167,3,257,132,52,301,14,499,1956,231,757,35,2979,1818,468,871,70,3227,2107,700,796,60,3663,1330,1244,778,78,3430,1359,1576,665,77,3677,2235,3791,974,96,7096,2403,4008,530,114,7055,1743,4568,444,34,6789,1536,3787,205,39,5567,579,1913,71,13,2576,926,3047,67,9,4049,1166,3752,842,35,5795,371,272,146,11,800,20187,29608,7810,703,58308,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NSW)
201,151,50,55,4,260,278,54,103,9,444,59,36,244,6,345,173,59,560,18,810,2740,336,1283,61,4420,2063,838,1146,87,4134,1872,1100,723,73,3768,1255,1723,689,73,3740,1310,1663,386,45,3404,1757,2713,387,59,4916,1318,1967,141,30,3456,552,1322,84,7,1965,470,784,26,9,1289,150,311,5,0,466,199,390,7,0,596,965,1898,607,16,3486,388,225,209,14,836,15700,15469,6655,511,38335,Ballarat
202,135,41,47,4,227,274,92,106,19,491,47,32,250,6,335,124,66,466,18,674,2481,305,1210,40,4036,1879,771,1127,100,3877,1959,999,742,94,3794,1229,1556,679,65,3529,1281,1612,378,60,3331,1713,2727,438,40,4918,1347,2012,142,29,3530,598,1335,90,12,2035,463,808,19,4,1294,160,261,6,4,431,223,382,8,0,613,941,1946,582,20,3489,371,198,174,20,763,15225,15143,6464,535,37367,Bendigo
203,268,90,79,13,450,477,119,185,28,809,104,53,346,8,511,221,101,730,20,1072,4082,468,1853,75,6478,3114,1067,1783,140,6104,3100,1446,1311,103,5960,2030,2441,1098,113,5682,1990,2780,712,89,5571,2949,5128,823,109,9009,2691,4038,295,82,7106,1362,3166,259,24,4811,1031,2059,53,13,3156,341,817,30,7,1195,437,936,22,0,1395,1600,3703,1066,33,6402,670,432,312,27,1441,26467,28844,10957,884,67152,Geelong
204,233,56,57,11,357,399,98,132,12,641,74,37,265,3,379,220,80,531,13,844,2948,394,1280,44,4666,2381,862,1183,87,4513,2375,1087,743,82,4287,1537,1871,665,56,4129,1642,1840,412,45,3939,2143,3071,355,32,5601,1687,2279,136,21,4123,629,1276,89,4,1998,497,783,23,5,1308,143,260,5,0,408,192,353,8,0,553,1281,2322,608,15,4226,446,260,189,18,913,18827,16929,6681,448,42885,Hume
205,343,117,118,18,596,671,149,197,15,1032,130,64,439,4,637,359,115,933,25,1432,5461,644,2224,75,8404,3915,1439,1828,143,7325,3868,1836,1119,106,6929,2281,2663,1001,84,6029,2478,2667,569,72,5786,3088,4523,584,60,8255,2422,3106,198,35,5761,1204,2354,182,9,3749,900,1447,30,11,2388,282,557,6,0,845,382,653,24,9,1068,2088,3753,1102,44,6987,930,530,373,43,1876,30802,26617,10927,753,69099,Latrobe - Gippsland
206,790,218,359,488,1855,757,242,409,198,1606,181,138,593,69,981,329,179,927,127,1562,3976,773,1606,315,6670,2495,1251,1705,519,5970,2941,1425,1273,465,6104,2530,1978,1373,491,6372,3109,2140,1037,426,6712,5811,4350,1387,610,12158,7605,4052,597,610,12864,5622,5949,1075,255,12901,5671,4765,234,194,10864,3086,2556,106,92,5840,5869,5092,91,92,11144,3899,4609,1465,128,10101,718,484,410,92,1704,55389,40201,14647,5171,115408,Melbourne - Inner
207,657,259,364,108,1388,658,225,271,73,1227,125,117,253,32,527,287,184,440,58,969,3145,644,1003,121,4913,2627,1131,1160,171,5089,3092,1363,1029,174,5658,1982,1929,1183,181,5275,2169,2230,901,189,5489,3252,4780,1255,272,9559,3191,4400,670,218,8479,2413,7053,914,86,10466,2360,5460,282,62,8164,1095,3021,102,31,4249,1940,6028,90,52,8110,1913,6031,1240,61,9245,615,469,181,35,1300,31521,45324,11338,1924,90107,Melbourne - Inner East
208,507,220,241,79,1047,572,194,230,70,1066,117,84,297,21,519,275,138,493,34,940,3420,544,1269,101,5334,2832,1029,1462,204,5527,3108,1432,1362,199,6101,2252,2190,1477,225,6144,2471,2579,1124,168,6342,3724,5642,1460,227,11053,4208,5394,622,214,10438,3008,8194,875,93,12170,2721,5938,243,69,8971,1192,3012,98,30,4332,2197,5707,71,28,8003,2104,6101,1476,66,9747,830,565,277,38,1710,35538,48963,13077,1866,99444,Melbourne - Inner South
209,682,324,255,47,1308,866,345,306,67,1584,176,192,577,27,972,382,328,997,60,1767,5847,1257,2303,147,9554,3648,2423,2451,238,8760,3643,2932,1995,226,8796,2632,4627,2125,263,9647,2741,5016,1369,201,9327,4410,9641,1808,260,16119,4451,8116,908,229,13704,2313,6827,611,71,9822,1841,4689,189,48,6767,690,2176,92,25,2983,892,3043,79,18,4032,1980,6869,1711,94,10654,975,947,556,51,2529,38169,59752,18332,2072,118325,Melbourne - North East
210,440,281,225,33,979,673,399,317,36,1425,142,212,486,14,854,282,334,895,37,1548,4654,1468,1896,101,8119,2855,2440,1969,182,7446,2597,2654,1502,159,6912,1783,3698,1578,188,7247,1823,3788,1079,135,6825,2832,6971,1324,183,11310,2760,5403,603,160,8926,1449,4220,395,53,6117,999,2713,148,33,3893,402,1281,50,7,1740,431,1582,41,20,2074,1376,5153,1370,68,7967,822,810,451,47,2130,26320,43407,14329,1456,85512,Melbourne - North West
211,587,202,225,28,1042,736,248,326,32,1342,169,132,508,16,825,384,195,993,40,1612,5286,911,2480,102,8779,4640,1879,2674,204,9397,4919,2764,2187,188,10058,3445,4964,2302,223,10934,3598,5642,1563,176,10979,5570,11277,1964,254,19065,5479,9037,994,212,15722,3034,8216,666,80,11996,2110,5339,254,49,7752,799,2590,93,17,3499,939,3492,56,27,4514,2454,7987,2084,72,12597,979,984,476,38,2477,45128,65859,19845,1758,132590,Melbourne - Outer East
212,1269,617,595,154,2635,1294,620,589,103,2606,320,369,1006,40,1735,632,566,1618,79,2895,8848,2552,3748,182,15330,6148,4521,3861,374,14904,5864,5486,3035,373,14758,4249,8298,3137,408,16092,4307,8606,2033,323,15269,6561,15253,2466,419,24699,5851,11583,1190,344,18968,2829,8513,775,105,12222,1893,5372,295,76,7636,694,2511,110,21,3336,887,3382,102,21,4392,2902,10142,2578,140,15762,1559,1515,864,84,4022,56107,89906,28002,3246,177261,Melbourne - South East
213,947,569,536,84,2136,1114,628,636,69,2447,242,380,1300,41,1963,482,568,1960,79,3089,7311,2302,4131,229,13973,4554,4138,4110,380,13182,4347,4916,2922,341,12526,3439,7203,3018,385,14045,3606,7409,2012,284,13311,6065,13623,2414,432,22534,6192,10896,1088,351,18527,3215,8303,698,137,12353,2413,5138,228,70,7849,957,2309,116,19,3401,1244,2978,81,37,4340,2819,8784,2429,137,14169,1310,1497,950,122,3879,50257,81641,28629,3197,163724,Melbourne - West
214,298,103,127,7,535,438,110,211,27,786,96,58,396,10,560,224,99,842,19,1184,3970,480,2102,72,6624,3290,1116,1998,127,6531,3458,1621,1435,103,6617,2147,2710,1405,112,6374,2338,2922,845,91,6196,3363,5514,1042,122,10041,3032,4122,439,99,7692,1466,3408,315,24,5213,1080,2075,91,13,3259,347,907,31,3,1288,518,1069,22,3,1612,1624,4044,1331,38,7037,747,532,378,27,1684,28436,30890,13010,897,73233,Mornington Peninsula
215,234,89,72,10,405,399,124,93,15,631,75,73,274,7,429,196,113,558,14,881,3134,507,1217,54,4912,2263,1014,1046,88,4411,2288,1236,673,92,4289,1341,1854,520,54,3769,1497,1721,302,38,3558,1753,2593,276,37,4659,1314,1732,96,26,3168,480,871,48,9,1408,366,540,9,3,918,97,189,4,0,290,178,253,10,4,445,1060,2137,562,32,3791,548,305,252,31,1136,17223,15351,6012,514,39100,North West
216,205,87,45,7,344,311,89,81,11,492,54,53,232,0,339,150,86,410,14,660,2451,410,1148,46,4055,1757,789,940,73,3559,1863,1017,560,58,3498,1017,1528,490,46,3081,1134,1554,278,30,2996,1547,2344,257,39,4187,1124,1667,99,12,2902,421,885,40,6,1352,327,550,13,4,894,106,204,3,0,313,150,261,4,0,415,797,1744,490,20,3051,451,295,193,21,960,13865,13563,5283,387,33098,Shepparton
217,160,69,54,3,286,264,74,79,10,427,41,35,149,5,230,141,47,376,14,578,2117,303,930,34,3384,1684,678,852,87,3301,1670,981,550,45,3246,1082,1438,457,55,3032,1238,1541,259,30,3068,1611,2390,264,43,4308,1141,1664,94,23,2922,468,984,57,5,1514,392,607,27,10,1036,94,224,3,0,321,208,314,6,5,533,839,1669,437,21,2966,411,193,147,18,769,13561,13211,4741,408,31921,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,234,87,83,3,407,306,88,103,16,513,59,44,227,4,334,198,58,432,17,705,2756,245,1248,45,4294,2180,625,1351,110,4266,2148,946,1039,77,4210,1497,1652,1083,92,4324,1702,2044,764,71,4581,2742,4473,923,118,8256,2656,4263,408,101,7428,1504,3886,318,40,5748,1216,2575,105,16,3912,412,1222,28,11,1673,576,1545,29,0,2150,1317,3304,750,27,5398,466,321,198,19,1004,21969,27378,9089,767,59203,Brisbane - East
302,159,67,84,16,326,227,75,93,15,410,49,26,197,3,275,139,50,402,21,612,2033,265,957,60,3315,1866,553,1113,131,3663,1865,779,977,114,3735,1333,1385,1091,120,3929,1477,1624,730,120,3951,2503,3479,930,185,7097,2727,3361,433,165,6686,1569,3163,359,72,5163,1309,2204,120,49,3682,510,1042,37,22,1611,623,1342,31,13,2009,1221,2338,706,45,4310,393,266,215,28,902,20003,22019,8475,1179,51676,Brisbane - North
303,494,206,270,114,1084,476,199,224,69,968,121,130,332,29,612,303,184,573,47,1107,2947,672,1353,165,5137,2521,1288,1560,222,5591,2681,1595,1307,221,5804,2008,2328,1423,224,5983,2210,2605,1003,232,6050,3592,5303,1375,320,10590,3991,5184,661,235,10071,2334,5156,545,111,8146,2079,3905,164,75,6223,805,1828,55,21,2709,1200,2732,46,28,4006,1838,4004,879,83,6804,471,386,285,42,1184,30071,37705,12055,2238,82069,Brisbane - South
304,172,82,112,45,411,165,54,78,45,342,27,37,103,13,180,97,39,204,35,375,1073,212,513,71,1869,1150,332,562,106,2150,1412,504,483,113,2512,1035,808,633,109,2585,1151,1067,516,82,2816,1728,2469,726,128,5051,2005,2696,332,107,5140,1658,3854,437,46,5995,1550,3035,104,37,4726,586,1577,45,14,2222,1048,2621,33,11,3713,1039,2699,481,19,4238,205,153,91,9,458,16101,22239,5453,990,44783,Brisbane - West
305,257,74,130,94,555,172,54,108,67,401,51,31,135,17,234,124,45,230,39,438,994,195,556,120,1865,1099,283,659,211,2252,1302,399,538,198,2437,1230,637,642,216,2725,1399,731,553,201,2884,2592,1768,717,310,5387,3334,1751,325,234,5644,2612,3604,639,97,6952,2612,2874,168,103,5757,1283,1495,67,47,2892,2489,3253,46,38,5826,1804,2255,520,55,4634,287,161,108,25,581,23641,19610,6141,2072,51464,Brisbane Inner City
