sa4_code16,sa4_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons,duration_adjusted_median_income_per_job_aud_male,duration_adjusted_median_income_per_job_aud_female,duration_adjusted_median_income_per_job_aud_persons
101,Capital Region,71.735,71.217,142.945,29077.0,20042.0,23886.0,43560.0,29255.0,35930.0
102,Central Coast,104.84,103.24799999999999,208.088,34164.0,20325.0,25829.0,48964.0,29282.0,38220.0
103,Central West,68.476,63.678000000000004,132.156,29640.0,16973.0,21960.0,45033.0,24814.0,34133.0
104,Coffs Harbour - Grafton,40.171,40.83,81.003,23909.0,15732.0,19218.0,38367.0,24561.0,30916.0
105,Far West and Orana,38.802,36.815,75.61399999999999,23778.0,16793.0,19810.0,41200.0,26140.0,33513.0
106,Hunter Valley exc Newcastle,88.605,79.288,167.896,40651.0,18362.0,27050.0,58036.0,27000.0,39999.0
107,Illawarra,94.061,89.219,183.27700000000002,40130.0,21609.0,29007.0,55071.0,29342.0,40115.0
108,Mid North Coast,53.401,56.55,109.95299999999999,26000.0,17500.0,21037.0,39645.0,25263.0,31808.0
109,Murray,39.113,37.497,76.615,25144.0,15920.0,19916.0,41699.0,23899.0,31739.0
110,New England and North West,60.068000000000005,56.458,116.524,24040.0,16117.0,19519.0,41281.0,25094.0,33101.0
111,Newcastle and Lake Macquarie,124.96600000000001,122.405,247.368,36526.0,20183.0,26496.0,52128.0,29115.0,39015.0
112,Richmond - Tweed,69.755,72.872,142.629,24618.0,16660.0,20000.0,40009.0,25691.0,32014.0
113,Riverina,53.972,50.93,104.904,27200.0,17123.0,21418.0,43307.0,25565.0,34154.0
114,Southern Highlands and Shoalhaven,40.115,41.521,81.635,31000.0,17180.0,22670.0,43691.0,24570.0,32940.0
115,Sydney - Baulkham Hills and Hawkesbury,80.139,81.095,161.24200000000002,44974.0,24270.0,32601.0,60932.0,34836.0,45560.0
116,Sydney - Blacktown,120.07799999999999,103.329,223.41099999999997,36628.0,25115.0,30529.0,50872.0,36425.0,43658.0
117,Sydney - City and Inner South,160.88299999999998,141.72299999999998,302.599,22795.0,18071.0,20346.0,44901.0,36661.0,40858.0
118,Sydney - Eastern Suburbs,109.03299999999999,116.56700000000001,225.6,33156.0,21937.0,26509.0,55280.0,40097.0,46577.0
119,Sydney - Inner South West,184.959,168.08900000000003,353.04900000000004,31212.0,23350.0,27096.0,45473.0,34511.0,39893.0
120,Sydney - Inner West,110.0,111.69,221.687,35502.0,26338.0,30358.0,52635.0,40781.0,46335.0
121,Sydney - North Sydney and Hornsby,145.214,151.937,297.14799999999997,47677.0,26273.0,35000.0,67026.0,41179.0,51818.0
122,Sydney - Northern Beaches,95.209,99.25200000000001,194.459,40612.0,22477.0,29663.0,56481.0,34891.0,43944.0
123,Sydney - Outer South West,92.955,83.559,176.516,38495.0,24315.0,30574.0,52909.0,34072.0,42974.0
124,Sydney - Outer West and Blue Mountains,111.11200000000001,106.432,217.544,38284.0,22502.0,29223.0,53271.0,34391.0,42982.0
125,Sydney - Parramatta,150.665,126.31700000000001,276.983,30789.0,22916.0,26784.0,46625.0,35194.0,41049.0
126,Sydney - Ryde,61.949,63.598,125.546,40135.0,24153.0,31171.0,56809.0,37750.0,46010.0
127,Sydney - South West,121.12700000000001,104.54,225.666,33840.0,23158.0,28374.0,48022.0,34238.0,40888.0
128,Sydney - Sutherland,79.759,84.167,163.925,45412.0,24166.0,32462.0,61152.0,34919.0,45291.0
201,Ballarat,48.363,48.901,97.26799999999999,30911.0,18798.0,23779.0,44332.0,26699.0,35060.0
202,Bendigo,47.33,48.739,96.066,31610.0,17794.0,23261.0,44727.0,25812.0,35015.0
203,Geelong,88.083,90.178,178.265,34169.0,18712.0,24497.0,48664.0,26716.0,36124.0
204,Hume,55.997,56.077,112.07,28692.0,16372.0,21329.0,44019.0,24370.0,33436.0
205,Latrobe - Gippsland,83.913,82.262,166.17700000000002,31815.0,16162.0,22292.0,47584.0,24277.0,34564.0
206,Melbourne - Inner,247.875,257.004,504.88199999999995,27852.0,19974.0,23390.0,48059.0,37274.0,42306.0
207,Melbourne - Inner East,121.259,128.084,249.34099999999998,34961.0,20604.0,26000.0,50433.0,30996.0,39346.0
208,Melbourne - Inner South,139.275,146.203,285.474,39359.0,22573.0,29141.0,54906.0,33837.0,42905.0
209,Melbourne - North East,163.162,162.265,325.42900000000003,36711.0,21821.0,27860.0,50508.0,31541.0,40053.0
210,Melbourne - North West,114.35700000000001,105.208,219.56799999999998,34786.0,21906.0,27337.0,48839.0,31528.0,39781.0
211,Melbourne - Outer East,174.812,180.36900000000003,355.175,38075.0,20749.0,27432.0,51469.0,29677.0,39444.0
212,Melbourne - South East,249.908,224.972,474.879,33037.0,20800.0,26000.0,46903.0,30816.0,38812.0
213,Melbourne - West,247.765,218.71,466.473,35447.0,22349.0,27999.0,50004.0,33522.0,41581.0
214,Mornington Peninsula,91.885,96.054,187.937,34814.0,19007.0,24887.0,49289.0,27917.0,37508.0
215,North West,50.77,48.588,99.36,20315.0,14180.0,16835.0,37757.0,22817.0,29475.0
216,Shepparton,41.972,42.005,83.977,27171.0,16012.0,20456.0,41948.0,24103.0,32499.0
217,Warrnambool and South West,42.107,41.345,83.45700000000001,24128.0,14180.0,18087.0,40174.0,21308.0,29242.0
301,Brisbane - East,82.15,78.612,160.76,39309.0,23305.0,29916.0,56663.0,34597.0,44171.0
302,Brisbane - North,77.398,76.4,153.795,39617.0,25067.0,31370.0,54996.0,37541.0,45434.0
303,Brisbane - South,130.9,124.931,255.827,30912.0,21600.0,25668.0,48902.0,34488.0,41169.0
304,Brisbane - West,65.971,66.067,132.03799999999998,41396.0,21720.0,29482.0,59444.0,34005.0,44501.0
305,Brisbane Inner City,114.97399999999999,110.616,225.59,30277.0,19427.0,24097.0,51154.0,36386.0,43253.0
306,Cairns,96.34899999999999,89.77,186.11900000000003,22292.0,15686.0,18523.0,42438.0,29026.0,35487.0
307,Darling Downs - Maranoa,47.883,42.568000000000005,90.45200000000001,25304.0,13988.0,18718.0,46308.0,25687.0,35319.0
308,Central Queensland,93.939,76.685,170.62,44520.0,18321.0,28930.0,69146.0,30740.0,46664.0
309,Gold Coast,199.511,196.62400000000002,396.13199999999995,27579.0,18223.0,22071.0,46872.0,29986.0,37473.0
310,Ipswich,109.238,92.76799999999999,202.00900000000001,34407.0,22248.0,27600.0,50858.0,33599.0,42100.0
311,Logan - Beaudesert,113.03399999999999,95.902,208.933,32305.0,22736.0,26928.0,49441.0,33759.0,41521.0
312,Mackay - Isaac - Whitsunday,78.242,61.065,139.309,40341.0,17621.0,26969.0,66485.0,30558.0,45567.0
313,Moreton Bay - North,78.464,70.222,148.686,29225.0,19114.0,23411.0,48354.0,30261.0,38845.0
314,Moreton Bay - South,69.806,65.961,135.77100000000002,41600.0,24044.0,31290.0,57184.0,35091.0,44974.0
315,Queensland - Outback,28.877,26.194000000000003,55.071999999999996,30042.0,15906.0,21895.0,53212.0,30538.0,40686.0
316,Sunshine Coast,111.641,111.89399999999999,223.53900000000002,27717.0,16969.0,21318.0,46028.0,27567.0,35629.0
317,Toowoomba,55.603,52.408,108.01100000000001,30180.0,17672.0,22792.0,48282.0,29062.0,38187.0
318,Townsville,93.052,81.76899999999999,174.8,,,,,,
