SA4_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,SA4_NAME11
203,1255,1174,895,439,105,20,4834,64,685,1045,1008,879,324,75,23,4103,1767,6544,5970,4376,3535,1608,606,174,24580,1020,2766,3753,3553,3301,1821,834,222,17270,326,471,536,609,585,325,132,57,3041,3921,6827,7459,7125,5228,2969,1594,428,35551,628,536,365,340,257,102,34,22,2284,4875,7834,8360,8074,6070,3396,1760,507,40876,119,230,321,397,403,329,220,77,2096,2480,1851,2223,2518,2561,2733,2893,1602,18861,10392,20789,22927,21100,17644,10650,6493,2625,112620,Geelong
204,408,477,462,192,50,7,1845,21,302,526,617,591,221,25,9,2312,427,2336,2505,2220,2137,979,356,97,11057,453,1347,2005,2256,2143,1236,456,102,9998,182,275,355,415,408,185,64,26,1910,2587,4438,5077,5351,4120,2123,895,226,24817,544,436,332,323,237,87,19,6,1984,3313,5149,5764,6089,4765,2395,978,258,28711,82,119,198,272,322,229,149,60,1431,1506,993,1252,1664,1916,1948,1938,960,12177,5814,10483,12658,13595,12336,7200,3952,1493,67531,Hume
205,563,584,657,319,86,17,2650,53,481,691,822,864,307,56,12,3286,912,3638,3321,3224,3119,1468,511,121,16314,708,2065,2691,3056,3231,1870,759,163,14543,312,467,521,574,590,361,132,30,2987,4174,7570,7971,8598,6777,3973,1728,407,41198,667,659,479,452,336,100,28,5,2726,5153,8696,8971,9624,7703,4434,1888,442,46911,132,248,266,408,529,415,194,75,2267,2764,2063,2392,2741,3363,3492,3146,1453,21414,9743,17594,18895,20459,19466,12305,6640,2283,107385,Latrobe - Gippsland
206,10151,6636,4623,1819,450,95,39622,368,5242,4772,3419,2336,600,138,21,16896,13494,53867,26210,13864,9115,3671,1307,383,121911,4424,11519,7932,5407,4354,2084,896,256,36872,481,1046,1015,832,589,289,112,49,4413,4272,9470,6367,5043,3181,1724,996,404,31457,620,797,529,317,239,88,25,10,2625,5373,11313,7911,6192,4009,2101,1133,463,38495,411,971,707,589,515,390,207,94,3884,7750,11843,7125,5361,4805,4019,3573,2023,46499,32803,109620,64808,41468,29757,14684,7704,3335,304179,Melbourne - Inner
207,5705,5359,3616,1709,567,151,22928,149,1508,2522,2670,2008,724,227,54,9862,6226,17589,16221,13889,9126,4413,2103,741,70308,2525,4253,5077,5535,4855,3176,1768,635,27824,258,352,608,858,716,470,265,150,3677,2296,3321,3859,4289,2874,2557,1579,511,21286,371,260,261,307,250,133,67,19,1668,2925,3933,4728,5454,3840,3160,1911,680,26631,197,358,419,587,533,446,360,183,3083,3256,2574,2200,2544,2442,2799,3234,2576,21625,15744,35570,36872,36038,26420,16427,10170,5020,182261,Melbourne - Inner East
208,5621,4395,2880,1169,392,106,20225,125,1642,2946,2720,1832,598,171,39,10073,4869,17411,18625,13521,8555,3595,1677,606,68859,2216,5348,7197,6408,5329,2923,1543,533,31497,285,517,868,950,840,467,269,128,4324,2881,5120,6319,6513,4506,2818,1811,776,30744,447,373,391,403,299,114,55,31,2113,3613,6010,7578,7866,5645,3399,2135,935,37181,193,438,582,651,621,458,370,209,3522,3356,3051,3302,3442,3285,3306,3957,3129,26828,14734,39200,45851,39003,28147,15448,10245,5557,198185,Melbourne - Inner South
209,3687,2634,1809,692,168,36,13732,181,1781,2285,1879,1354,351,89,11,7931,4501,16471,12909,8165,5383,1825,637,167,50058,3013,7241,7228,5718,4032,1784,620,213,29849,518,865,1174,1157,757,298,147,60,4976,5802,10186,10938,9863,6596,3580,1703,445,49113,742,751,634,496,356,96,15,7,3097,7062,11802,12746,11516,7709,3974,1865,512,57186,283,597,703,670,573,307,190,72,3395,4954,4414,4262,4277,4132,3745,3516,2146,31446,20305,46701,43820,34859,24992,12678,7085,3157,193597,Melbourne - North East
210,1638,1137,630,191,41,10,5809,77,841,1078,920,626,159,51,9,3761,2457,9012,7090,4434,2475,922,295,63,26748,1911,4798,4687,3812,2440,1091,401,84,19224,384,648,830,745,511,223,79,21,3441,4264,7400,7952,7381,4724,2677,1379,363,36140,653,698,567,416,221,71,25,0,2651,5301,8746,9349,8542,5456,2971,1483,384,42232,208,427,490,490,358,254,139,45,2411,4261,3373,3471,3460,3154,3086,2922,1285,25012,14329,29245,27803,22795,15139,8674,5332,1880,125197,Melbourne - North West
211,3322,2711,1946,734,224,49,11843,117,1544,2308,2101,1717,626,132,21,8566,4054,14662,13534,9954,7151,3003,1003,281,53642,2809,6781,8295,7822,6482,3414,1289,337,37229,603,857,1259,1440,1246,644,281,94,6424,7102,12210,13842,13808,9802,5654,2571,609,65598,913,910,675,759,515,199,67,18,4056,8618,13977,15776,16007,11563,6497,2919,721,76078,238,491,722,878,857,644,355,134,4319,3937,2588,3445,3826,4080,4024,3981,2711,28592,19899,42774,47402,43299,33796,18942,9903,4254,220269,Melbourne - Outer East
212,4849,3426,1901,868,253,41,18400,177,1700,2062,1732,1248,482,110,13,7524,6741,21937,16109,10739,6668,2681,1133,299,66307,5365,11744,10501,8193,5570,3049,1288,302,46012,748,1244,1625,1457,1094,573,241,60,7042,8494,15249,16260,14677,9903,5672,2734,629,73618,1284,1293,1122,882,539,188,83,17,5408,10526,17786,19007,17016,11536,6433,3058,706,86068,469,1092,1164,1122,934,673,385,137,5976,7914,6585,6338,6475,6076,5814,5241,2720,47163,31609,67489,60030,48703,33933,20000,11468,4218,277450,Melbourne - South East
213,4763,2333,1093,322,70,12,16318,161,2193,2434,1651,885,204,48,6,7582,5260,24278,17113,8396,4448,1318,360,87,61260,4468,11335,9726,6511,3844,1316,453,123,37776,770,1502,1673,1315,789,279,95,21,6444,7914,15863,14978,12533,8321,3684,1635,459,65387,1192,1437,1097,763,434,93,28,7,5051,9876,18802,17748,14611,9544,4056,1758,487,76882,410,1183,991,905,696,372,189,45,4791,8968,9424,8272,7289,6653,4917,3873,1832,51228,29455,74628,61047,41696,27163,12505,6751,2592,255837,Melbourne - West
214,944,881,820,501,162,31,3926,44,595,874,905,842,342,90,13,3705,1138,4796,5346,4051,3344,2073,904,220,21872,1169,3168,4211,3800,3467,2380,1070,298,19563,358,501,676,721,641,429,176,76,3578,4137,7596,8595,8236,5940,3796,1932,522,40754,622,606,507,442,298,132,53,16,2676,5117,8703,9778,9399,6879,4357,2161,614,47008,147,296,452,482,491,402,244,100,2614,2943,1885,2713,3026,3068,3505,3485,2132,22757,10583,20005,24318,22544,18911,13560,8116,3408,121445,Mornington Peninsula
215,240,212,188,75,13,5,936,24,244,369,393,347,108,23,6,1514,522,2071,1901,1573,1301,533,234,55,8190,347,1146,1582,1580,1463,752,285,91,7246,170,230,321,300,283,103,39,12,1458,2289,3641,3997,4356,3039,1520,624,149,19615,451,371,322,245,167,50,7,0,1613,2910,4242,4640,4901,3489,1673,670,161,22686,57,117,171,218,238,174,110,40,1125,1665,1163,1490,1786,1969,1994,2051,1060,13178,5536,9175,10393,10663,8995,5309,3386,1418,54875,North West
216,241,237,181,68,26,5,965,24,247,302,339,266,81,11,4,1274,459,1856,1652,1303,1123,395,156,43,6987,315,974,1287,1295,1142,642,256,69,5980,125,212,273,254,210,94,52,18,1238,1971,3186,3663,3659,2542,1395,626,135,17177,319,284,241,192,108,58,15,0,1217,2415,3682,4177,4105,2860,1547,693,153,19632,61,130,139,181,173,144,96,33,957,1462,1008,1258,1444,1460,1749,1676,901,10958,4741,8099,9056,8904,7205,4626,2914,1208,46753,Shepparton
217,282,290,273,111,35,6,1155,25,221,356,384,330,105,23,4,1448,420,1891,1842,1575,1501,567,225,48,8069,284,963,1352,1497,1422,694,272,73,6557,154,212,247,280,230,126,31,15,1295,2169,3448,3725,3811,2472,1151,522,148,17446,312,288,216,175,123,40,9,4,1167,2635,3948,4188,4266,2825,1317,562,167,19908,65,119,151,223,208,180,92,23,1061,1155,730,973,1284,1480,1485,1603,815,9525,4602,8012,9144,9519,8039,4459,2812,1136,47723,Warrnambool and South West
297,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,14,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,14,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,5,3,9,3,6,0,3,29,Migratory - Offshore - Shipping (Vic.)
299,51,29,13,8,0,0,244,6,38,34,9,13,3,0,0,103,121,450,192,91,64,17,3,3,941,64,147,80,58,54,15,9,0,427,24,15,25,13,17,3,5,0,102,135,224,185,159,112,62,8,4,889,37,30,16,12,7,3,0,0,105,196,269,226,184,136,68,13,4,1096,4,18,12,12,10,4,0,3,63,357,413,405,296,142,87,46,15,1761,762,1464,1000,679,432,202,71,25,4635,Special Purpose Codes SA4 (Vic.)
301,1075,1101,705,274,85,22,3883,38,348,703,696,481,150,54,11,2481,1191,4397,5308,3877,2601,1075,389,121,18959,936,2394,3757,3567,2501,1208,470,166,14999,281,425,572,586,491,264,95,34,2748,3275,5835,6367,6688,5013,2638,1238,314,31368,766,471,347,283,205,66,25,4,2167,4322,6731,7286,7557,5709,2968,1358,352,36283,115,240,379,436,368,276,174,44,2032,1807,1333,1746,1849,1871,1697,1636,938,12877,8440,16033,20254,19083,14236,7648,4166,1654,91514,Brisbane - East
302,1550,1119,741,253,91,8,5315,67,667,930,714,480,138,35,14,3045,1862,8060,6506,3875,2359,1013,452,136,24263,1074,2767,3316,2691,1885,967,505,157,13362,271,431,502,445,404,188,91,25,2357,2874,5176,4761,4307,3202,1824,1103,290,23537,568,424,302,211,160,44,16,6,1731,3713,6031,5565,4963,3766,2056,1210,321,27625,115,286,297,331,290,216,145,73,1753,1753,1800,1717,1628,1449,1494,1910,1461,13212,8657,21091,19881,15321,10970,6137,4348,2170,88575,Brisbane - North
303,4093,2944,1598,557,149,24,15119,141,1321,1661,1346,847,242,59,12,5629,5532,17379,12392,7500,4715,1759,694,168,50139,2590,4893,5096,4290,3055,1481,576,173,22154,371,634,692,683,584,241,118,45,3368,4009,7054,6149,5846,4236,2394,1279,407,31374,880,598,406,293,228,93,25,8,2531,5260,8286,7247,6822,5048,2728,1422,460,37273,265,483,502,488,450,292,200,70,2750,3640,3579,2831,2649,2359,1973,2145,1415,20591,17827,41296,33822,26039,18072,9032,5245,2322,153655,Brisbane - South
304,3122,3019,2211,1001,322,59,12316,82,678,1163,1076,781,272,68,18,4138,3403,8367,8016,5937,4267,2078,785,208,33061,1062,1854,2722,2802,2235,1234,549,146,12604,205,241,334,345,353,205,90,39,1812,1944,2631,2682,2640,1931,1087,552,170,13637,452,202,166,153,107,55,28,5,1168,2601,3074,3182,3138,2391,1347,670,214,16617,132,178,227,278,269,195,133,44,1456,1640,1082,1014,1087,1021,887,1042,1103,8876,9103,17632,19446,17337,13175,7014,3569,1792,89068,Brisbane - West
305,4369,3349,2081,682,150,36,15830,154,1715,1782,1405,884,241,49,9,6239,5812,19920,12114,7205,4393,1668,573,161,51846,1994,4550,3561,2920,2124,1018,432,112,16711,271,492,437,373,364,154,65,24,2180,2909,5264,3330,2901,2026,1013,526,182,18151,595,427,238,158,136,48,15,5,1622,3775,6183,4005,3432,2526,1215,606,211,21953,185,433,348,303,270,183,107,36,1865,3276,4590,2676,2161,1843,1243,1116,809,17714,15515,42235,28855,20775,14121,6250,3033,1374,132158,Brisbane Inner City
306,800,826,574,255,61,22,3026,34,312,545,621,386,134,18,3,2053,871,4259,4336,3405,2422,1014,314,77,16698,565,2186,3397,3101,2263,1080,306,65,12963,300,478,584,542,428,184,47,21,2584,3551,6554,7309,7142,5115,2624,925,184,33404,779,624,484,359,223,72,11,9,2561,4630,7656,8377,8043,5766,2880,983,214,38549,158,301,427,502,489,334,137,37,2385,3273,3012,3315,3348,3013,2259,1656,822,20698,9561,18184,21197,19846,14913,7956,3475,1240,96372,Cairns
307,170,156,148,79,20,3,743,18,126,197,221,190,58,26,0,836,416,1823,1649,1154,997,495,160,57,6751,180,865,1267,1302,1041,503,183,43,5384,139,210,370,315,239,120,29,15,1437,2050,3114,3185,3114,2381,1132,401,84,15461,477,319,248,152,113,47,4,0,1360,2666,3643,3803,3581,2733,1299,434,99,18258,58,106,151,177,183,143,60,23,901,1446,1110,1429,1463,1451,1459,1189,560,10107,4787,7837,8666,8054,6743,4036,2072,785,42980,Darling Downs - Maranoa
308,571,532,403,123,30,4,2081,39,294,466,467,271,98,22,3,1660,1006,4006,3286,2480,1605,631,169,33,13216,384,1511,2243,2314,1547,593,192,41,8825,254,381,490,404,297,140,30,7,2003,4064,7451,7027,6462,4494,1951,760,144,32353,850,644,380,286,178,39,13,3,2393,5168,8476,7897,7152,4969,2130,803,154,36749,111,234,295,310,245,187,83,12,1477,3084,2755,2854,3128,2461,2164,1874,892,19212,9816,17670,17612,16383,11501,5926,3173,1139,83220,Fitzroy
309,2481,2106,1571,673,177,35,9845,153,944,1249,1062,871,290,67,16,4652,4080,12875,10892,7643,5544,2674,946,270,44924,3043,7247,8820,7447,5528,2875,1214,316,36490,816,1189,1491,1389,1186,652,236,65,7024,7837,14674,15642,14617,11027,6499,2775,740,73811,1544,1170,874,709,480,216,68,14,5075,10197,17033,18007,16715,12693,7367,3079,819,85910,431,825,919,1149,1139,787,434,166,5850,6732,6409,6167,6045,5996,5675,5034,3031,45089,24901,47870,48535,42167,33342,20341,10951,4653,232760,Gold Coast
310,1033,852,540,212,53,9,3705,46,453,625,542,376,119,29,3,2193,1389,5663,4541,2948,1941,822,281,82,17667,1079,3113,3599,3252,2157,962,295,75,14532,412,675,735,644,475,189,68,19,3217,4730,8462,8020,7180,5080,2627,1013,207,37319,1263,951,599,421,221,67,14,8,3544,6405,10088,9354,8245,5776,2883,1095,234,44080,200,359,439,422,383,260,123,34,2220,4038,3574,3712,3252,2604,2332,1833,932,22277,13203,24210,23303,19513,13777,7590,3709,1369,106674,Ipswich
311,738,606,486,154,44,3,2835,73,339,497,419,345,88,22,3,1786,1320,5184,4027,2805,1950,754,200,49,16289,1201,3303,3534,3128,2292,883,226,49,14616,490,747,820,698,526,205,70,17,3573,5207,8982,8922,8123,6173,2998,966,197,41568,1295,991,699,458,262,78,19,4,3806,6992,10720,10441,9279,6961,3281,1055,218,48947,218,396,416,495,461,289,123,33,2431,4147,2961,3262,3113,2916,2298,1654,814,21165,13988,23670,22915,19845,15411,7747,3324,1169,108069,Logan - Beaudesert
312,328,351,206,60,13,7,1292,19,215,294,320,180,55,10,0,1093,822,3175,2463,1634,1030,333,127,27,9611,366,1374,1932,1863,1087,466,121,31,7240,214,382,408,341,223,89,21,9,1687,3615,7029,6443,5879,3732,1550,523,98,28869,570,511,319,235,112,48,0,3,1798,4399,7922,7170,6455,4067,1687,544,110,32354,114,204,252,320,239,129,73,18,1349,2388,2795,2677,2789,2107,1384,1113,498,15751,8125,15995,15116,13732,8916,4114,2001,691,68690,Mackay
313,425,432,431,201,52,13,1833,34,213,429,383,357,139,31,7,1593,626,2527,2738,2105,1858,982,368,106,11310,714,1879,2696,2556,2100,1243,395,89,11672,319,484,599,555,493,247,98,31,2826,3621,5996,6710,6409,5083,3115,1345,321,32600,979,604,428,332,234,90,28,4,2699,4919,7084,7737,7296,5810,3452,1471,356,38125,164,246,327,365,406,316,160,53,2037,2722,2160,2514,2326,2400,2448,2247,1167,17984,9189,14378,16866,15463,13362,8781,4724,1791,84554,Moreton Bay - North
314,993,836,518,150,32,5,3101,31,380,748,580,375,114,22,0,2250,954,4260,4925,3069,1697,662,166,47,15780,787,2279,3304,2838,1908,708,197,42,12063,249,383,549,420,365,157,39,9,2171,2870,5306,5707,4791,3297,1565,492,128,24156,567,463,302,213,152,51,11,3,1762,3686,6152,6558,5424,3814,1773,542,140,28089,103,205,313,288,251,143,79,28,1410,1339,1015,1260,1213,1078,909,743,449,8006,6919,14839,18101,14248,9641,4459,1781,711,70699,Moreton Bay - South
315,146,138,98,28,9,0,593,19,125,142,131,87,29,4,0,537,418,1625,955,683,448,140,28,13,4310,160,629,850,734,464,164,42,7,3050,102,152,210,185,110,29,8,6,802,1419,2590,2358,2094,1320,517,134,20,10452,367,320,186,167,83,14,3,0,1140,1888,3062,2754,2446,1513,560,145,26,12394,53,100,86,117,113,47,16,3,535,1717,1898,1723,1482,1147,773,464,128,9332,4267,7601,6656,5731,3870,1741,708,177,30751,Queensland - Outback
316,1161,1246,1160,664,193,22,5002,50,391,990,1019,926,399,85,10,3870,1066,5264,6617,5457,4450,2535,944,233,26566,1019,2856,4976,5135,4433,2746,1130,279,22574,393,544,819,822,859,564,211,63,4275,4456,7899,9768,10253,7788,4758,2241,601,47764,1100,610,552,485,372,151,66,11,3347,5949,9053,11139,11560,9019,5473,2518,675,55386,167,344,524,674,775,677,381,127,3669,2765,2035,2785,3046,3057,3443,3297,1969,22397,11047,20468,28192,28137,23820,15937,8548,3315,139464,Sunshine Coast
317,703,706,521,245,53,8,2745,19,221,395,417,325,137,34,5,1553,850,3196,2879,2215,1606,777,282,78,11883,460,1336,1767,1893,1330,688,296,70,7840,207,246,305,266,245,148,43,11,1471,2773,4047,3640,3633,2482,1296,561,135,18567,687,375,246,203,117,47,15,3,1693,3667,4668,4191,4102,2844,1491,619,149,21731,93,148,187,189,212,154,109,29,1121,1503,1142,1152,1208,1234,1282,1443,920,9884,6615,11197,11274,10730,8072,4774,2836,1259,56757,Toowoomba
318,853,859,547,221,51,9,3222,57,354,478,466,334,96,18,4,1807,1517,5166,4177,2889,1885,764,220,56,16674,571,1823,2750,2532,1693,700,265,50,10384,304,412,499,448,318,128,48,14,2171,4135,7398,6733,6410,4441,2134,805,138,32194,927,555,376,286,164,41,11,6,2366,5366,8365,7608,7144,4923,2303,864,158,36731,169,273,291,329,294,207,95,24,1682,3177,2754,2774,2728,2223,1895,1605,835,17991,10892,19382,18931,16947,11899,6186,3118,1136,88491,Townsville
319,447,482,454,226,52,12,1916,22,220,488,496,496,194,34,5,1955,636,2825,3192,2830,2432,1285,405,88,13693,397,1506,2631,3081,2753,1591,499,108,12566,363,472,667,712,660,328,101,20,3323,3631,6111,7403,8330,7702,5010,1831,395,40413,1370,823,629,545,328,151,26,0,3872,5364,7406,8699,9587,8690,5489,1958,415,47608,136,230,321,504,615,509,274,66,2655,2705,1959,2607,3033,3594,4321,3595,1754,23568,9274,14375,18385,20013,19034,13615,6817,2448,103961,Wide Bay
397,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,3,8,3,0,0,0,26,0,11,4,8,4,0,0,0,27,0,0,0,0,3,0,3,0,6,17,19,10,20,9,7,8,0,90,0,0,3,0,3,0,0,0,6,17,19,13,20,15,7,11,0,102,0,0,0,3,0,7,0,0,10,12,13,16,22,15,11,9,6,104,35,49,36,64,37,25,20,6,272,Migratory - Offshore - Shipping (Qld)
399,39,40,43,11,4,0,240,6,23,17,23,25,11,3,0,108,160,413,171,118,160,70,12,0,1104,52,124,114,136,206,76,12,3,723,19,32,23,27,48,18,3,0,170,189,332,270,302,501,266,52,3,1915,47,28,9,20,26,7,3,0,140,255,392,302,349,575,291,58,3,2225,7,31,21,30,36,28,7,6,166,340,374,349,324,377,224,72,13,2073,831,1449,1013,1020,1422,711,168,25,6639,Special Purpose Codes SA4 (Qld)
401,3350,3294,2653,1214,398,106,14413,80,911,1518,1646,1557,538,109,22,6381,4120,12452,10524,8475,6972,3115,1217,468,47343,1322,2915,4139,4494,4173,2360,929,382,20714,287,446,690,718,761,390,184,80,3556,2715,4490,5263,5525,3842,2136,1247,430,25648,564,506,378,324,230,108,57,17,2184,3566,5442,6331,6567,4833,2634,1488,527,31388,196,311,424,475,444,368,206,109,2533,2728,2226,2104,2378,2278,2216,2459,1968,18357,12210,27457,28390,27329,22910,12445,6806,3582,141129,Adelaide - Central and Hills
402,1397,887,598,211,63,3,5389,53,654,756,739,573,176,43,6,3000,2296,9127,6089,4015,2831,1119,452,90,26019,1311,4135,5035,4788,3572,1502,504,109,20956,683,1066,1174,1027,802,404,137,38,5331,6188,11617,11081,10088,7598,4449,2162,510,53693,1619,1480,903,613,314,117,29,6,5081,8490,14163,13158,11728,8714,4970,2328,554,64105,279,572,587,613,513,316,213,59,3152,4691,3679,3848,3795,3616,3528,3538,1820,28515,17266,34414,30870,26565,20417,11822,7141,2641,151136,Adelaide - North
403,2074,1991,1620,702,222,41,8565,82,729,1210,1398,1260,410,109,18,5216,2726,9832,8471,6688,5391,2423,996,311,36838,1033,3538,4993,5493,4720,2286,996,376,23435,475,801,998,989,993,524,263,82,5125,4762,9277,9114,9297,7452,4007,2238,700,46847,1098,1030,674,563,368,163,59,20,3975,6335,11108,10786,10849,8813,4694,2560,802,55947,218,407,566,595,597,433,271,123,3210,2910,2273,2387,2833,2942,2861,3388,2398,21992,13418,29688,30487,29847,25343,13809,8542,4069,155203,Adelaide - South
404,1331,879,573,238,74,9,5123,44,588,702,695,539,154,49,9,2780,2117,7865,5316,3461,2422,894,362,115,22552,956,2721,3139,2961,2160,925,441,157,13460,252,510,563,505,435,222,88,31,2606,2821,5323,5337,5299,3799,2205,1439,477,26700,598,550,393,269,175,62,30,6,2083,3671,6383,6293,6073,4409,2489,1557,514,31389,149,330,357,336,313,222,127,52,1886,2199,2034,2022,2211,2106,2116,2573,1812,17073,9256,21820,19160,16616,12522,7038,5183,2668,94263,Adelaide - West
405,165,173,136,74,16,0,659,5,108,201,251,251,78,11,6,911,278,1309,1202,1033,1069,509,146,41,5587,117,590,1005,1319,1193,614,203,43,5084,111,237,328,312,272,130,45,12,1447,1432,2560,2958,3278,2602,1569,670,138,15207,328,356,230,187,122,52,13,0,1288,1871,3153,3516,3777,2996,1751,728,150,17942,49,80,146,178,183,123,74,24,857,832,520,757,1000,1210,1242,1272,595,7428,3158,5849,6992,7731,7038,4391,2450,859,38468,Barossa - Yorke - Mid North
406,131,97,113,37,6,0,545,10,90,135,147,159,40,6,0,587,356,1413,1103,701,534,194,68,15,4384,114,442,782,908,708,266,73,24,3317,82,195,221,182,149,64,20,3,916,1329,2553,2656,2680,1883,971,395,77,12544,307,388,234,130,73,34,0,4,1170,1718,3136,3111,2992,2105,1069,415,84,14630,45,106,149,136,95,71,42,9,653,1195,1120,1216,1277,1132,1033,841,349,8163,3448,6458,6627,6258,4846,2710,1451,481,32279,South Australia - Outback
407,244,238,301,189,48,13,1238,8,151,270,360,389,162,29,6,1375,436,2149,2007,1606,1652,955,321,97,9223,260,937,1643,1924,2132,1165,409,109,8579,204,398,561,482,470,245,94,26,2480,2481,4507,4930,5175,4042,2386,1009,281,24811,669,694,487,386,210,86,20,4,2556,3354,5599,5978,6043,4722,2717,1123,311,29847,67,169,252,269,304,209,141,50,1461,1679,1284,1717,1889,2188,2307,2208,1096,14368,5810,10488,12111,12329,11688,7704,4279,1682,66091,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,6,Migratory - Offshore - Shipping (SA)
499,14,10,6,7,0,0,66,0,10,4,0,9,0,0,0,23,26,106,53,22,23,9,0,0,239,12,36,31,37,21,11,0,0,148,13,11,15,11,4,4,0,0,58,48,97,59,74,81,36,3,0,398,13,13,7,6,9,0,0,0,48,74,121,81,91,94,40,3,0,504,4,7,3,6,9,0,3,4,36,56,94,89,113,83,56,64,63,618,172,403,275,279,245,123,70,67,1634,Special Purpose Codes SA4 (SA)
501,315,330,294,154,36,4,1326,17,225,426,384,314,94,27,3,1490,356,2376,2953,2258,1721,879,283,58,10884,464,1234,1936,2108,1786,923,328,69,8848,190,368,545,505,361,180,65,15,2229,3306,5088,5520,5456,3884,2000,1119,405,26778,609,418,345,271,181,72,20,4,1920,4105,5874,6410,6232,4426,2252,1204,424,30927,131,295,348,497,510,370,186,53,2390,1396,1382,1594,1584,1368,1108,885,382,9699,6474,11574,13982,13393,10419,5780,2949,993,65564,Bunbury
502,147,150,110,67,23,4,595,6,71,148,157,122,56,16,3,579,210,878,987,832,663,443,201,34,4248,256,566,897,989,894,669,280,57,4608,108,167,193,225,211,181,58,10,1153,1509,2217,2446,2633,2059,1625,755,138,13382,287,198,149,120,82,43,22,7,908,1904,2582,2788,2978,2352,1849,835,155,15443,89,128,199,242,299,316,167,60,1500,967,723,875,867,1000,1105,1196,534,7267,3440,5034,6041,6215,5440,4505,2718,847,34240,Mandurah
