SA4_MAIN11,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,SA4_NAME11
215,10,181,647,606,772,486,131,48,12,2893,0,29,318,374,479,268,57,24,7,1556,0,16,158,296,439,260,45,20,8,1242,0,7,66,127,176,137,51,22,18,604,531,253,483,562,575,643,589,654,429,4719,4800,3553,7460,9305,10450,9613,7173,5325,2601,60280,3056,356,643,688,873,1160,366,203,92,7437,3391,563,828,996,979,1113,764,420,148,9202,739,795,1264,1535,1654,2818,3697,2568,652,15722,692,794,1206,1603,2009,2409,3325,2767,1289,16094,561,1427,2121,2632,2970,2982,2545,1666,782,17686,223,1561,2382,2887,3350,2578,1028,522,196,14727,71,681,1795,2008,2547,1708,483,185,74,9552,35,459,1641,1720,1978,1391,339,115,33,7711,5,121,836,1099,1209,770,148,70,15,4273,0,74,508,961,1279,735,121,46,18,3742,5,33,293,623,706,555,194,60,27,2496,1141,574,1120,1345,1406,1407,1181,1134,653,9961,9919,7438,14637,18097,20960,19626,14191,9756,3979,118603,North West
216,3,146,601,546,649,428,96,33,10,2512,0,23,262,351,377,219,36,18,6,1292,3,7,141,285,376,221,32,19,8,1092,3,9,52,121,152,103,36,14,10,500,476,243,452,541,523,530,489,556,401,4211,4185,3177,6683,8188,8685,8033,5790,4015,1904,50660,2624,325,526,562,709,981,355,177,91,6350,3034,448,713,874,748,951,602,297,99,7766,593,681,1080,1262,1353,2125,3208,1925,440,12667,556,598,964,1326,1540,1918,2728,2076,885,12591,552,1304,1801,2251,2388,2482,2037,1311,550,14676,168,1308,2134,2449,2569,1917,807,356,167,11875,48,612,1652,1890,2139,1445,377,138,57,8358,24,363,1522,1575,1758,1199,287,75,31,6834,5,88,739,1050,1108,660,108,42,15,3815,6,50,498,1040,1162,626,107,42,18,3549,7,32,226,560,639,473,119,34,15,2105,1035,532,1003,1237,1200,1120,1002,962,596,8687,8652,6341,12858,16076,17313,15897,11737,7435,2964,99273,Shepparton
217,3,112,548,550,698,458,104,31,19,2523,3,30,260,322,458,265,66,24,15,1443,4,13,157,297,430,218,39,28,6,1192,0,9,73,145,196,149,64,32,6,674,343,141,286,389,448,509,464,527,432,3539,4067,2915,6097,7779,8850,8145,5653,4029,2030,49565,2548,262,418,577,708,996,317,134,50,6010,3179,527,746,871,743,945,539,282,90,7922,621,748,859,1097,1263,2051,2631,1713,457,11440,530,590,944,1272,1451,1879,2538,2050,921,12175,569,1191,1579,2086,2393,2426,1969,1292,591,14096,188,1255,1959,2214,2559,2111,903,417,163,11769,60,624,1571,1771,1997,1642,460,162,66,8353,13,338,1475,1503,1856,1184,336,93,39,6837,6,99,816,1041,1229,774,172,58,28,4223,4,68,625,1131,1408,762,141,64,15,4218,3,33,329,682,823,639,202,75,12,2798,810,344,648,856,994,1048,904,906,615,7125,8531,6079,11969,15101,17424,16457,11112,7246,3047,96966,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,3,0,0,0,10,0,0,6,0,4,5,0,0,0,15,0,0,0,0,0,3,3,0,0,6,0,0,12,0,11,14,3,0,0,40,Migratory - Offshore - Shipping (Vic.)
299,3,21,62,20,4,9,3,0,0,122,0,3,41,11,6,5,0,0,0,66,0,3,38,22,9,6,0,0,0,78,0,0,19,20,7,0,0,0,0,46,27,46,87,60,62,28,14,8,11,343,260,507,905,519,380,347,148,37,33,3136,117,147,206,130,92,81,28,9,4,814,156,116,120,114,74,63,25,3,0,671,71,160,264,239,196,159,94,17,6,1206,39,114,198,170,163,118,108,29,16,955,27,131,210,118,96,90,47,11,7,737,17,127,225,120,80,48,29,9,4,659,8,56,151,79,48,33,6,0,3,384,3,41,144,67,33,36,7,0,0,331,0,17,90,48,33,16,3,0,0,207,0,10,95,66,27,15,0,0,0,213,0,3,70,79,39,14,5,0,0,210,55,118,226,186,130,76,45,31,15,882,493,1040,1999,1416,1011,749,397,109,55,7269,Special Purpose Codes SA4 (Vic.)
301,8,408,1452,1631,1720,949,155,36,16,6375,6,103,962,1119,1136,534,77,30,15,3982,0,33,738,1166,1216,563,79,28,7,3830,6,13,256,697,655,288,56,24,10,2005,526,275,569,729,713,670,512,582,549,5125,7218,6034,12358,16221,16011,13244,8183,5105,2605,86979,4931,773,984,1489,1403,1926,511,197,62,12276,4844,1038,1091,1416,1064,1376,906,346,97,12178,1162,1130,1180,1417,1413,2533,3737,2299,590,15461,919,1035,1166,1434,1617,2363,3559,2628,1207,15928,1050,2034,2316,2895,2958,3043,2838,1694,850,19678,475,2506,3381,3573,3813,3019,1275,513,196,18751,148,1543,3390,3397,3555,2558,729,201,87,15608,38,890,3342,3708,3783,2511,535,107,48,14962,18,339,2415,2975,2850,1598,291,56,33,10575,4,197,2226,3736,3595,1944,276,64,23,12065,15,65,1225,3455,3491,1737,263,73,27,10351,1106,643,1254,1585,1533,1396,999,979,792,10287,14710,12193,23970,31080,31075,26004,15919,9157,4012,168120,Brisbane - East
302,10,536,1961,1598,1542,930,159,74,46,6856,0,181,1485,1253,984,537,86,37,16,4579,3,57,1285,1499,1196,557,73,34,15,4719,4,15,463,799,530,232,57,48,12,2160,435,400,702,736,587,540,511,702,773,5386,5697,6673,14514,14800,12848,10581,7364,5716,3142,81335,3992,888,1409,1293,1049,1313,421,173,58,10596,3880,1030,1009,1239,833,1038,680,316,114,10139,999,1236,1250,1217,1111,1806,2731,2140,564,13054,720,1161,1298,1360,1393,1888,3149,2889,1307,15165,754,1911,2351,2371,2354,2366,2573,1893,969,17542,324,2502,3621,3190,2922,2456,1197,563,215,16990,123,1660,3900,3053,2941,2121,619,268,134,14819,35,1168,4166,3395,3166,2111,468,165,88,14762,10,463,3173,2922,2284,1366,263,78,35,10594,8,225,3244,3944,3108,1708,247,72,27,12583,8,92,1834,3381,2544,1319,233,102,27,9540,944,898,1649,1558,1336,1116,939,1173,1076,10689,11797,13234,28904,28923,25041,20608,13520,9832,4614,156473,Brisbane - North
303,21,854,3338,2396,2207,1275,212,81,40,10424,0,279,2523,1927,1646,858,116,59,23,7431,6,99,2201,2378,1967,990,116,45,20,7822,8,30,882,1385,1085,439,104,58,24,4015,720,756,1382,1201,936,871,609,799,813,8087,10213,14075,26771,23751,20453,16112,9728,6994,3651,131748,7831,4827,4153,2581,2106,2395,869,378,134,25274,6495,2885,2111,2125,1537,1698,1092,552,174,18669,1800,3279,2661,2178,1969,2845,3925,2725,759,22141,1062,2517,2665,2208,2203,2672,3965,3390,1539,22221,1068,3736,4878,4009,3784,3524,3286,2192,1026,27503,488,3753,6805,4761,4320,3454,1648,675,301,26205,156,2655,6458,4683,4143,2955,898,324,152,22424,53,1880,7031,5279,4457,2917,644,200,85,22546,16,716,5425,4351,3532,2136,384,118,45,16723,12,355,5374,6182,5016,2669,414,101,37,20160,20,136,3100,5695,4710,2320,456,132,40,16609,1591,1853,3302,2583,2089,1826,1190,1318,1129,16881,20592,28592,53963,46635,39866,31411,18771,12105,5421,257356,Brisbane - South
304,10,524,1493,1248,1292,909,258,79,33,5846,4,165,1199,1133,1111,677,158,54,22,4523,5,69,1095,1434,1520,849,145,60,28,5205,3,18,489,1106,1144,568,165,81,35,3609,372,339,458,480,391,402,320,460,737,3959,6658,7764,11002,12767,11916,9799,5716,3601,2302,71525,5370,2230,1515,1480,1109,1159,452,206,83,13604,4352,2018,975,1197,843,1008,634,243,81,11351,1200,2138,956,870,735,1170,1424,1058,336,9887,648,1614,999,941,892,1153,1682,1406,778,10113,614,1986,1906,1755,1653,1820,2025,1177,519,13455,263,1810,2142,1930,1830,1796,1247,517,202,11737,105,1388,2334,1904,1904,1569,806,325,110,10445,61,1297,3035,2373,2246,1726,664,213,61,11676,12,465,2545,2381,2093,1451,422,129,40,9538,16,223,2658,3728,3456,2056,445,132,45,12759,6,79,1844,4878,5137,3204,729,185,77,16139,801,789,1057,971,871,814,568,719,962,7552,13448,16037,21966,24408,22769,18926,11098,6310,3294,138256,Brisbane - West
305,18,1056,3733,1732,1392,1013,243,73,39,9299,0,400,2830,1596,1242,739,156,51,17,7031,0,174,2986,2333,1838,1011,150,78,26,8596,0,42,1705,2651,1898,931,231,84,27,7569,478,909,1799,1062,853,718,434,409,405,7067,6305,12941,25234,17312,13444,10176,5286,3552,2195,96445,4442,2542,2837,1850,1142,1153,414,140,75,14595,3495,1886,1148,1141,741,751,449,215,88,9914,1253,2747,1946,1160,1046,1200,1239,997,332,11920,782,2442,2006,1240,1096,1415,1824,1685,1008,13498,710,3271,3741,2137,1885,1904,1800,1137,571,17156,316,3472,4998,2487,1939,1754,1054,461,183,16664,105,2564,5743,2518,2052,1552,664,227,106,15531,42,2124,7051,3285,2440,1891,560,159,66,17618,14,934,5758,3136,2263,1453,381,111,35,14085,14,507,6650,5105,3830,2204,432,156,44,18942,6,178,5452,8983,6984,3844,888,215,59,26609,1112,2155,4428,2599,2004,1570,936,764,572,16140,12291,24822,51758,35641,27422,20691,10641,6267,3139,192672,Brisbane Inner City
306,16,297,1334,1407,1509,827,168,41,13,5612,5,94,759,906,973,504,75,15,7,3338,3,49,519,884,999,522,70,28,6,3080,3,20,183,363,420,236,65,19,14,1323,869,661,1303,1354,1308,1051,721,563,444,8274,7169,6292,14733,17198,16704,13369,7849,4097,1806,89217,4157,742,1252,1461,1428,1718,666,232,109,11765,4483,814,1244,1576,1156,1358,927,361,88,12007,1175,1276,1979,2202,2256,3116,3769,1980,494,18247,1046,1049,1719,2165,2452,2918,3621,2224,784,17978,1239,2142,3477,4002,4038,3695,2726,1264,447,23030,512,2351,4550,4602,4553,3413,1316,421,106,21824,122,1157,3519,3879,3785,2682,691,161,66,16062,59,743,3087,3526,3455,2154,515,115,28,13682,14,313,1929,2429,2453,1387,238,64,25,8852,10,207,1615,2670,2736,1521,244,55,16,9074,10,94,849,1740,1965,1144,274,63,26,6165,1926,1381,2798,2973,2980,2418,1541,1136,683,17836,14753,12269,28018,33225,33257,27524,16528,8076,2872,176522,Cairns
307,11,161,511,513,582,335,93,32,10,2248,4,44,300,311,336,192,48,15,0,1250,3,24,240,316,359,222,48,22,5,1239,3,12,86,145,151,122,62,17,6,604,415,198,508,641,574,567,489,406,257,4055,3743,2841,6774,8090,8292,7636,5591,3119,1410,47496,1959,261,515,701,909,1183,452,145,57,6182,2257,337,829,794,830,1005,687,278,83,7100,584,482,915,1134,1281,2222,3081,1602,344,11645,584,432,882,1205,1429,1832,2532,1728,766,11390,766,1071,1661,2162,2137,2152,1746,1030,398,13123,419,1259,1949,2322,2438,1836,748,254,95,11320,135,746,1417,1727,1887,1405,399,123,35,7874,61,506,1402,1529,1594,1105,283,83,20,6583,28,211,922,973,1055,629,134,37,5,3994,16,144,867,1201,1166,656,132,42,11,4235,20,93,573,819,712,493,189,44,16,2959,943,499,1106,1413,1327,1287,1031,755,399,8760,7772,6041,13038,15980,16765,15805,11414,6121,2229,95165,Darling Downs - Maranoa
308,32,501,1193,1151,1238,622,117,33,10,4897,16,186,791,807,844,377,65,12,8,3106,7,108,681,851,891,395,50,16,3,3002,5,55,351,489,426,257,63,23,0,1669,756,489,1054,1102,1147,910,721,626,489,7294,7051,6346,13994,14631,14848,11048,6887,4009,1662,80476,3862,666,1571,1459,1614,1926,476,186,67,11827,4216,757,1630,1494,1150,1234,791,262,73,11607,1091,778,1471,1551,1635,2586,3583,2063,428,15186,1115,877,1333,1622,1857,2173,3068,2177,763,14985,1479,1835,2478,2761,2926,2440,2148,1098,336,17501,781,2282,3096,2951,3229,2242,879,301,72,15833,300,1448,2784,2502,2680,1765,449,128,34,12090,163,1285,2877,2788,2811,1802,381,73,21,12201,61,712,2272,2207,2383,1398,226,30,14,9303,56,761,2940,3503,3420,1861,220,24,7,12792,32,545,3232,3993,3830,2088,286,61,14,14081,1735,1331,2721,2793,2864,2173,1558,1185,701,17061,14891,13277,28405,29624,30399,23688,14065,7588,2530,164467,Fitzroy
309,18,672,3450,3161,3083,1992,471,163,66,13076,11,155,1921,2099,2037,1152,261,96,51,7783,7,75,1376,2090,2021,1221,239,90,41,7160,16,37,606,1249,1199,770,304,149,40,4370,1549,1589,2726,2632,2448,2268,1857,1746,1522,18337,16088,17872,35345,38017,35869,31004,21016,12442,5918,213571,11128,3260,3768,3970,3778,4513,1497,575,222,32711,10190,3001,2969,3505,2558,2954,2190,929,331,28627,2852,3962,4184,4200,4118,6406,8947,5347,1329,41345,1995,3161,3820,4219,4344,5685,8506,5932,2465,40127,2101,5713,7984,8340,8169,8054,7158,3861,1611,52991,782,6294,10815,9510,9123,7134,3264,1374,571,48867,232,2986,9060,8390,7956,5475,1899,589,274,36861,83,1796,8246,7993,7182,4983,1428,442,159,32312,45,689,5192,5939,5230,3065,774,219,101,21254,26,408,4511,6721,5769,3486,755,211,78,21965,43,237,2729,5530,5285,3451,1123,359,107,18864,3325,3392,6118,5725,5168,4726,3608,3057,2217,37336,32802,34899,69396,74042,68680,59932,41149,22895,9465,413260,Gold Coast
310,12,543,1950,1871,1564,833,103,30,16,6922,7,134,1176,1189,1061,455,50,15,3,4090,3,54,779,1092,948,392,43,15,3,3329,8,19,231,363,328,145,34,11,8,1147,986,652,1247,1314,1091,901,677,634,587,8089,10125,9468,20024,20674,18504,14311,9006,5035,2207,109354,6848,1245,1946,1813,1943,2237,580,196,49,16857,6065,1517,2029,2024,1652,1614,1062,391,106,16460,1704,1867,2566,2574,2636,3910,5132,2462,439,23290,1276,1551,2319,2574,2677,3301,4312,2790,1107,21907,1436,3030,4330,4452,4126,3423,2790,1522,561,25670,690,3590,5825,5251,4866,3217,1079,408,142,25068,233,2235,5282,4884,4386,2582,559,144,54,20359,77,1500,5087,4828,4179,2457,399,57,31,18615,19,487,3290,3515,2887,1532,200,32,11,11973,9,246,2563,3590,3140,1521,154,29,11,11263,18,95,1061,1961,1840,880,167,30,16,6068,2309,1804,3319,3360,2734,2086,1423,1107,854,18996,20684,19167,39617,40826,37066,28760,17857,9168,3381,216526,Ipswich
311,10,459,1945,1864,1754,916,109,18,13,7088,7,133,1062,1116,1024,500,35,8,4,3889,6,37,667,934,895,467,41,13,3,3063,7,14,184,397,314,177,42,15,7,1157,1109,707,1262,1489,1185,1088,698,540,395,8473,10890,10044,20487,21412,19685,16342,8677,4237,1794,113568,7392,1382,1925,1913,2078,2623,655,169,46,18183,6422,1638,2068,2012,1504,1750,1021,364,83,16862,1876,1939,2676,2541,2474,3916,4952,2255,482,23111,1483,1665,2303,2573,2497,3313,4273,2344,865,21316,1659,3471,4673,4628,4341,3874,2721,1203,462,27032,806,4156,6470,5848,5477,3953,1147,314,155,28326,224,2163,5762,5231,4946,3180,618,105,35,22264,68,1306,5123,5129,4566,2841,447,51,24,19555,28,485,3076,3479,2983,1708,193,21,11,11984,21,237,2338,3253,3024,1645,195,27,10,10750,17,89,939,1881,1748,1060,167,26,14,5941,2532,1625,2763,3115,2609,2259,1398,932,587,17820,22528,20156,40116,41603,38247,32122,17787,7811,2774,223144,Logan - Beaudesert
312,23,382,1001,967,977,432,70,23,0,3875,13,142,599,626,640,281,50,15,5,2371,7,117,532,638,699,294,61,12,4,2364,9,82,418,432,367,179,46,18,10,1561,505,447,920,865,902,722,427,392,224,5404,5044,5171,11669,11829,11706,8389,4660,2757,1087,62312,2570,462,1378,1246,1305,1461,394,151,34,9001,2823,453,1327,1218,798,837,468,226,40,8190,719,448,913,1013,1065,1694,2361,1236,281,9730,828,543,942,1186,1289,1477,2060,1466,550,10341,1325,1426,1975,2139,2279,1988,1618,815,306,13871,696,1953,2553,2400,2653,1792,733,278,67,13125,237,1391,2318,2130,2391,1469,390,104,32,10462,116,1015,2351,2301,2345,1469,293,54,13,9957,69,607,1867,1917,1886,1064,171,41,5,7627,53,686,2573,2767,2777,1379,195,30,8,10468,36,641,3527,4093,3512,1767,214,47,10,13847,1222,1304,2783,2642,2700,1941,993,709,344,14638,10694,10929,24507,25052,25000,18338,9890,5157,1690,131257,Mackay
313,8,237,1050,1240,1274,716,129,47,10,4711,0,63,602,772,678,387,51,20,8,2581,3,23,372,677,671,390,36,12,7,2191,9,9,113,280,272,154,47,20,13,917,697,432,909,995,890,832,738,766,578,6837,7321,6092,12609,15159,14595,13972,10022,5827,2515,88112,4564,642,1030,1245,1463,2050,486,178,54,11712,4610,964,1238,1490,1220,1614,1054,457,172,12819,1387,1223,1800,1877,1947,3826,5265,2851,591,20767,1071,1141,1629,1902,2212,3070,4813,3083,1152,20073,1128,2219,3037,3476,3387,3559,3536,2003,813,23158,486,2505,3778,4069,3950,3125,1298,496,189,19896,138,1259,3142,3375,3295,2356,686,199,83,14533,50,683,2784,3261,3219,2107,472,126,33,12735,15,245,1698,2264,1992,1261,190,43,17,7725,9,143,1375,2351,2236,1296,143,40,20,7613,14,84,633,1516,1492,908,196,44,19,4906,1587,1132,2121,2294,2019,1801,1468,1348,857,14627,15059,12240,24265,29120,28432,26973,19607,10868,4000,170564,Moreton Bay - North
314,16,385,1438,1421,1404,717,92,23,5,5501,3,115,945,1108,883,421,48,7,3,3533,3,42,698,1084,922,382,33,11,3,3178,3,9,222,563,433,159,38,12,4,1443,392,215,430,486,498,389,255,284,271,3220,6059,5018,11376,14019,11909,9208,4805,2278,1110,65782,4171,534,969,1231,1026,1419,351,94,53,9848,4002,863,1106,1455,861,1058,675,153,50,10223,988,933,1034,1155,830,1624,2232,1011,214,10021,770,868,936,1248,1102,1402,2035,1153,481,9995,887,1688,1985,2390,2122,2093,1747,777,313,14002,357,2036,3000,3011,2738,2090,819,249,95,14395,108,1264,3017,2962,2807,1881,452,68,31,12590,44,937,3423,3388,2978,1879,345,42,18,13054,10,303,2355,2887,2252,1285,209,21,7,9329,11,177,2040,3484,2921,1422,152,24,15,10246,3,59,1110,3021,2497,1120,166,30,10,8016,877,501,976,1098,1079,786,511,465,366,6659,12228,10163,21951,27330,23213,18059,9694,4087,1653,128378,Moreton Bay - South
315,24,233,562,425,447,217,44,8,4,1964,7,97,353,302,275,141,33,4,3,1215,3,63,337,354,319,147,23,4,3,1253,5,30,168,151,164,96,32,6,4,656,345,303,584,588,545,401,242,168,44,3220,2399,2816,6087,5588,5274,3753,2015,1009,314,29255,1503,342,540,475,534,521,206,69,19,4209,988,313,562,537,394,399,270,101,27,3591,510,736,1173,1076,1063,1115,1039,512,101,7325,293,375,734,779,763,849,1023,620,184,5620,503,714,1222,1229,1148,939,568,243,72,6638,330,779,1334,1250,1252,903,330,86,21,6285,131,490,980,948,1016,637,173,33,12,4420,71,467,1143,965,1003,624,140,21,4,4438,40,296,827,748,723,428,101,7,3,3173,22,324,1170,1099,993,564,103,13,6,4294,19,201,1065,1084,1041,527,101,20,4,4062,837,898,1794,1665,1423,1047,606,350,95,8715,5247,5935,12544,11855,11353,8553,4660,2075,548,62770,Queensland - Outback
316,5,251,1293,1752,1920,1267,325,124,56,6993,5,56,749,1172,1342,742,148,59,23,4296,7,34,574,1094,1307,667,141,52,16,3892,13,17,221,614,647,452,171,69,39,2243,823,361,809,1200,1181,1130,1017,1067,1044,8632,9598,7281,15874,22234,23657,21699,15986,9375,4368,130072,5964,873,1359,1968,2268,2959,885,316,81,16673,6773,1309,1720,2268,1996,2477,1707,725,267,19242,1765,1767,2195,2683,2911,5102,7101,4290,1001,28815,1307,1571,2054,2740,3413,4509,6688,4723,1913,28918,1336,2817,4058,5324,5967,6296,6050,3384,1376,36608,373,2803,4886,5654,6256,4956,2653,1109,393,29083,115,1363,3874,4726,4859,3663,1412,502,195,20709,35,772,3393,4381,4513,3265,988,323,111,17781,18,263,2185,3311,3259,1951,517,151,53,11708,18,186,1839,3497,3648,1986,450,152,45,11821,19,121,1084,2881,2939,1985,620,180,67,9896,1767,952,1829,2612,2634,2387,2024,1849,1526,17580,19490,14797,30476,42045,44663,41536,31095,17704,7028,248834,Sunshine Coast
317,4,261,797,785,864,517,101,42,21,3392,3,63,433,561,603,321,50,18,5,2057,0,37,305,573,679,353,52,16,6,2021,4,3,102,213,216,141,46,37,9,771,471,257,484,438,480,487,435,507,484,4043,5312,4739,8716,9461,9606,8124,5811,3976,1837,57582,3209,496,771,688,792,981,320,145,53,7455,3250,697,905,872,737,902,585,227,73,8248,934,959,1153,1101,1008,1629,2597,1667,397,11445,763,792,1194,1166,1189,1566,2578,1989,792,12029,902,1584,2131,2221,2156,2076,2056,1274,511,14911,406,1969,2715,2517,2588,1898,881,354,127,13455,120,1038,2215,2146,2251,1621,412,151,51,10005,31,690,2082,1958,2071,1421,292,88,42,8675,8,252,1321,1520,1513,865,179,38,5,5701,9,153,1072,1833,1935,1072,151,34,14,6273,12,50,536,1098,1141,683,152,71,13,3756,978,589,1121,1047,1082,969,822,851,679,8138,10622,9269,17216,18167,18463,15683,11025,6889,2757,110091,Toowoomba
