sa4_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa4_name16
312,99005,41,6625719866,52067,66923,5.31,2.1,0.39,0.18,0.46,5.7,17.5,29.2,21.5,22.9,22.4,33.2,Mackay - Isaac - Whitsunday
313,113647,43,5681068468,42049,49989,4.62,1.79,0.39,0.16,0.44299999999999995,6.4,18.7,29.6,26.8,27.9,26.3,18.9,Moreton Bay - North
314,105216,41,6231996670,49644,59231,4.17,1.75,0.42,0.2,0.428,6.3,18.4,29.2,21.4,24.5,27.9,26.2,Moreton Bay - South
315,38498,41,2092620951,46123,54357,5.34,1.97,0.37,0.15,0.512,6.1,18.0,29.8,25.3,24.5,23.1,27.1,Queensland - Outback
316,187401,46,9677770378,39140,51642,5.28,1.96,0.37,0.15,0.49200000000000005,8.5,22.3,34.0,29.5,28.2,22.4,19.9,Sunshine Coast
317,80213,42,4325916132,44941,53930,4.58,1.78,0.39,0.16,0.449,7.3,19.5,30.2,25.0,26.1,26.8,22.1,Toowoomba
318,125231,41,7260340133,49348,57976,4.17,1.74,0.42,0.2,0.42700000000000005,6.3,17.8,28.4,21.6,24.8,27.8,25.9,Townsville
319,130043,46,5845989293,36895,44954,5.98,1.92,0.32,0.11,0.493,6.7,19.9,31.6,32.3,28.5,22.4,16.7,Wide Bay
401,171734,45,11722103343,49062,68257,5.08,1.92,0.38,0.16,0.508,10.9,25.8,37.1,23.9,23.0,23.9,29.2,Adelaide - Central and Hills
402,207295,41,10166621697,44374,49044,3.73,1.64,0.44,0.21,0.391,4.9,15.5,25.7,23.1,28.9,30.6,17.4,Adelaide - North
403,199107,44,10878437745,45599,54636,4.33,1.76,0.41,0.18,0.43799999999999994,7.2,19.4,29.9,23.9,26.3,27.6,22.1,Adelaide - South
404,122237,42,6530247809,45168,53423,4.22,1.75,0.41,0.19,0.428,6.8,18.5,29.0,23.9,26.9,27.8,21.4,Adelaide - West
405,55992,48,2787524779,41040,49784,5.06,1.85,0.37,0.13,0.467,6.8,19.4,30.6,28.0,27.3,25.2,19.5,Barossa - Yorke - Mid North
406,42443,44,2445275869,47156,57613,4.74,1.91,0.4,0.18,0.444,5.2,17.2,28.5,23.3,25.4,23.8,27.5,South Australia - Outback
407,96814,47,4328488732,37650,44709,4.9,1.78,0.36,0.13,0.46799999999999997,7.4,19.7,30.7,30.3,30.1,24.8,14.8,South Australia - South East
501,99464,44,5981632915,44933,60139,5.66,2.1,0.37,0.16,0.485,7.2,20.1,32.0,26.1,24.7,21.2,28.1,Bunbury
502,49755,45,3277564121,47942,65874,6.24,2.22,0.36,0.15,0.49,7.3,20.2,32.1,25.4,22.9,20.0,31.6,Mandurah
503,113816,40,11749810801,60963,103235,6.95,2.27,0.33,0.15,0.5820000000000001,13.7,31.7,44.2,22.0,18.1,18.8,41.2,Perth - Inner
504,142357,41,9033685700,52157,63458,4.33,1.79,0.41,0.21,0.436,6.7,18.8,29.8,20.6,23.1,26.7,29.6,Perth - North East
505,321259,41,21806089149,52720,67877,4.72,1.88,0.4,0.2,0.461,7.5,20.6,32.0,21.1,22.5,24.5,31.8,Perth - North West
506,282681,39,18160726759,51266,64245,4.68,1.84,0.39,0.19,0.45399999999999996,7.3,19.9,31.1,21.9,22.8,25.6,29.6,Perth - South East
507,232664,41,16756441321,54612,72020,5.11,1.94,0.38,0.18,0.478,8.7,21.8,33.2,21.3,21.4,23.0,34.3,Perth - South West
509,76772,47,4422134575,44050,57601,5.55,2.0,0.36,0.15,0.491,7.0,20.8,32.7,26.9,24.8,22.5,25.8,Western Australia - Wheat Belt
510,44121,37,3689457039,70083,83621,5.0,1.91,0.38,0.19,0.428,5.2,16.2,27.0,16.9,17.2,19.7,46.2,Western Australia - Outback (North)
511,65965,42,4354977729,52393,66020,5.11,1.97,0.39,0.18,0.457,6.8,18.5,29.6,21.9,22.5,22.2,33.5,Western Australia - Outback (South)
601,117648,44,6251288106,44265,53136,4.28,1.75,0.41,0.18,0.439,7.7,19.8,30.1,24.4,27.5,27.6,20.5,Hobart
602,71249,45,3453041075,40494,48464,4.62,1.78,0.39,0.16,0.452,7.5,19.8,30.4,27.6,29.2,25.9,17.3,Launceston and North East
603,18448,48,794505721,36081,43067,5.41,1.8,0.33,0.13,0.47700000000000004,7.4,20.2,31.2,32.6,29.8,23.8,13.7,South East
604,55315,45,2646188729,40612,47839,4.82,1.81,0.38,0.16,0.44299999999999995,6.4,18.1,28.9,27.8,28.7,25.3,18.1,West and North West
701,85095,38,5848235151,59187,68726,3.55,1.65,0.46,0.25,0.402,6.5,17.9,28.1,16.1,20.4,29.9,33.6,Darwin
702,31722,40,1863623067,50717,58749,4.19,1.74,0.41,0.21,0.41600000000000004,6.0,17.1,27.5,21.1,23.8,27.9,27.2,Northern Territory - Outback
801,237079,41,16592116858,60524,69986,3.95,1.67,0.42,0.21,0.415,6.7,18.2,28.4,17.5,19.8,26.6,36.0,Australian Capital Territory
901,1071,46,77072659,69733,71963,4.71,1.57,0.33,0.14,0.396,5.3,15.1,24.8,19.4,15.5,21.6,43.5,Other Territories
