sa4_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa4_name16
101,117643,47,6150990930,42842,52285,4.9,1.87,0.38,0.16,0.46,6.7,19.1,30.2,26.6,26.8,24.8,21.8,Capital Region
102,166919,45,8732080140,42500,52313,4.68,1.85,0.39,0.17,0.452,7.4,19.6,30.5,26.2,27.6,25.2,20.9,Central Coast
103,103856,45,5445560789,42258,52434,5.21,1.93,0.37,0.14,0.473,6.9,19.4,30.8,27.2,26.6,23.8,22.3,Central West
104,67299,48,2931050586,35905,43553,5.6,1.87,0.33,0.12,0.47700000000000004,6.9,19.6,31.1,32.7,30.1,22.1,15.1,Coffs Harbour - Grafton
105,56124,44,2733830640,41783,48711,4.99,1.84,0.37,0.13,0.483,6.8,18.7,29.9,27.5,27.4,25.1,20.0,Far West and Orana
106,131064,43,7859989465,44897,59971,5.36,2.01,0.37,0.15,0.48700000000000004,9.9,21.6,33.0,25.7,25.2,22.8,26.3,Hunter Valley exc Newcastle
107,148588,43,8467503462,45527,56986,5.09,1.94,0.38,0.16,0.455,6.7,18.9,30.0,25.3,25.0,23.5,26.2,Illawarra
108,98016,49,4211720808,34946,42970,6.19,1.89,0.31,0.09,0.49,7.5,20.5,32.1,33.9,30.0,21.3,14.8,Mid North Coast
109,62126,46,3002135289,40539,48323,4.93,1.8,0.37,0.14,0.466,7.2,19.7,30.5,28.5,27.7,25.9,17.9,Murray
110,92354,45,4226375110,38816,45763,5.59,1.83,0.33,0.1,0.511,7.7,20.5,32.0,30.6,28.0,24.3,17.1,New England and North West
111,188974,43,11028601870,46367,58360,4.98,1.87,0.38,0.15,0.46399999999999997,8.2,20.7,31.7,24.9,24.5,25.0,25.6,Newcastle and Lake Macquarie
112,122610,47,5574444419,36482,45465,5.38,1.88,0.35,0.13,0.48700000000000004,8.3,21.5,32.7,32.2,29.7,22.4,15.7,Richmond - Tweed
113,83017,44,4187365174,42589,50440,4.46,1.76,0.4,0.16,0.449,7.3,19.3,29.9,25.8,28.1,27.0,19.0,Riverina
114,72916,49,3616624482,37727,49600,5.4,1.96,0.36,0.14,0.494,9.6,22.8,34.0,30.4,28.9,22.1,18.5,Southern Highlands and Shoalhaven
115,133581,45,9185830946,50696,68766,5.31,1.97,0.37,0.17,0.495,9.7,23.3,34.8,23.7,22.3,22.2,31.8,Sydney - Baulkham Hills and Hawkesbury
116,163797,39,8720148522,48248,53238,3.8,1.64,0.43,0.22,0.385,4.7,15.2,25.3,21.3,25.7,31.3,21.6,Sydney - Blacktown
117,186059,34,13028253912,51341,70022,5.14,1.9,0.37,0.19,0.5,11.8,25.3,36.3,23.6,21.6,24.0,30.8,Sydney - City and Inner South
118,167266,39,16348104076,57798,97737,5.55,2.02,0.36,0.18,0.588,18.7,35.9,46.8,21.0,19.8,21.8,37.4,Sydney - Eastern Suburbs
119,284352,41,14877996809,42504,52322,4.45,1.83,0.41,0.19,0.446,7.1,19.4,30.3,26.3,27.4,25.7,20.6,Sydney - Inner South West
120,168405,40,12283457456,52015,72940,5.13,1.96,0.38,0.19,0.505,10.7,25.2,36.7,22.5,22.1,23.1,32.3,Sydney - Inner West
121,251309,44,24526624210,58486,97595,6.4,2.16,0.34,0.15,0.58,15.6,32.9,44.6,22.3,18.8,19.8,39.1,Sydney - North Sydney and Hornsby
122,160118,44,12744397096,51301,79594,5.47,2.07,0.38,0.18,0.545,13.7,29.3,41.0,23.0,22.2,22.2,32.5,Sydney - Northern Beaches
123,131921,41,7249319586,48242,54952,3.85,1.69,0.44,0.22,0.39799999999999996,5.4,16.3,26.5,21.0,26.1,29.9,23.1,Sydney - Outer South West
124,163521,42,9085323820,48292,55561,4.07,1.72,0.42,0.2,0.409,5.9,16.9,27.2,21.8,25.4,28.8,24.0,Sydney - Outer West and Blue Mountains
125,215620,38,11057366189,43188,51282,4.51,1.81,0.4,0.19,0.433,5.9,17.6,28.5,26.4,26.5,26.4,20.8,Sydney - Parramatta
126,103455,43,7311511667,49996,70673,5.69,2.0,0.35,0.15,0.52,11.8,26.0,37.4,25.2,21.4,22.1,31.3,Sydney - Ryde
127,176498,40,8817391024,43916,49957,3.93,1.69,0.43,0.22,0.402,5.4,16.3,26.6,24.1,28.3,29.1,18.5,Sydney - South West
128,133329,44,8955887733,51504,67171,4.75,1.87,0.39,0.19,0.473,9.3,22.3,33.3,21.9,23.0,24.3,30.9,Sydney - Sutherland
201,79455,44,3891911793,40967,48983,4.76,1.79,0.38,0.15,0.452,7.5,19.5,30.2,27.8,28.0,26.1,18.1,Ballarat
202,78945,45,3854319469,41069,48823,4.93,1.79,0.36,0.15,0.45299999999999996,7.1,19.3,30.1,28.3,27.6,26.1,18.1,Bendigo
203,146767,44,7884821118,42969,53723,4.95,1.86,0.38,0.16,0.465,8.0,20.7,31.7,26.9,26.3,25.0,21.9,Geelong
204,91526,47,4241436475,39683,46341,4.9,1.79,0.36,0.14,0.45,6.6,18.4,29.1,29.1,28.3,26.2,16.4,Hume
205,137865,46,6809604299,39024,49393,5.38,1.94,0.36,0.14,0.479,6.8,20.2,31.9,29.7,28.2,22.9,19.3,Latrobe - Gippsland
206,343026,35,25781084534,52973,75158,4.98,1.88,0.38,0.19,0.518,13.8,27.8,38.7,22.2,21.3,24.5,31.9,Melbourne - Inner
207,212939,45,16125743244,48446,75729,6.28,2.12,0.34,0.14,0.557,13.2,29.4,41.4,26.6,21.4,20.6,31.4,Melbourne - Inner East
208,238316,44,18083041283,51452,75878,5.36,1.99,0.37,0.17,0.53,12.6,27.8,39.3,23.3,21.9,22.6,32.2,Melbourne - Inner South
209,256600,41,14215985435,45865,55401,4.32,1.77,0.41,0.2,0.43799999999999994,7.1,19.2,29.8,24.0,26.0,27.2,22.9,Melbourne - North East
210,174242,41,9152590950,44473,52528,4.26,1.75,0.41,0.2,0.429,6.5,18.2,28.8,24.7,26.8,27.7,20.8,Melbourne - North West
211,286649,44,15641586273,44999,54567,4.51,1.8,0.4,0.18,0.444,6.9,19.2,30.0,24.8,26.1,26.4,22.6,Melbourne - Outer East
212,375822,41,18983165273,42897,50511,4.25,1.74,0.41,0.19,0.431,6.6,18.5,29.1,25.7,27.9,27.7,18.7,Melbourne - South East
213,352698,39,18628094267,46011,52816,4.02,1.71,0.42,0.21,0.409,5.5,16.8,27.3,23.2,26.5,29.1,21.1,Melbourne - West
214,155606,45,8264068469,42460,53109,4.55,1.82,0.4,0.18,0.461,8.6,21.3,32.0,26.2,27.7,25.8,20.2,Mornington Peninsula
215,79530,46,3653842496,38958,45943,5.02,1.79,0.36,0.14,0.46299999999999997,6.7,19.3,30.3,29.9,28.9,25.3,15.9,North West
216,68932,45,3124941979,38916,45334,4.85,1.78,0.37,0.14,0.45899999999999996,7.1,19.0,29.7,29.8,29.0,25.7,15.5,Shepparton
217,69535,46,3236810366,39061,46549,5.21,1.83,0.35,0.13,0.467,6.7,19.1,30.2,30.1,27.9,25.0,17.1,Warrnambool and South West
301,125872,44,7666371347,48645,60906,4.36,1.8,0.41,0.2,0.451,7.7,20.4,31.5,22.2,24.8,26.7,26.3,Brisbane - East
302,118239,41,7146388422,50445,60440,4.33,1.76,0.41,0.19,0.433,6.7,18.8,29.5,21.6,23.5,27.6,27.3,Brisbane - North
303,194962,39,11478005122,46675,58873,4.91,1.85,0.38,0.18,0.465,8.0,21.0,32.0,25.3,23.9,25.2,25.7,Brisbane - South
304,106004,43,7806906031,52174,73647,5.79,1.96,0.34,0.15,0.521,11.1,26.0,37.6,24.4,20.5,21.9,33.2,Brisbane - West
305,155692,36,12657010223,54682,81295,5.55,1.99,0.36,0.17,0.535,12.3,28.2,39.9,22.5,20.2,22.4,34.9,Brisbane Inner City
306,131524,43,6684519833,41572,50824,4.57,1.84,0.4,0.19,0.451,6.8,19.4,30.4,26.4,28.8,25.1,19.6,Cairns
307,69367,44,3142435135,38656,45302,5.81,1.88,0.32,0.09,0.527,6.5,19.9,31.9,31.1,27.1,23.9,17.9,Darling Downs - Maranoa
308,119868,41,7976994280,51625,66548,5.34,2.05,0.38,0.17,0.474,6.8,18.8,30.5,22.3,22.6,22.3,32.8,Central Queensland
309,308597,42,16740385122,41814,54247,4.53,1.87,0.41,0.19,0.474,9.4,22.5,33.6,26.3,28.7,24.4,20.6,Gold Coast
310,149913,40,7703535335,45696,51387,3.99,1.67,0.42,0.2,0.406,5.3,16.5,26.7,23.3,26.9,30.0,19.8,Ipswich
311,155387,41,7845320928,44764,50489,3.76,1.66,0.44,0.22,0.39899999999999997,5.3,16.5,26.8,22.7,28.7,30.2,18.3,Logan - Beaudesert
