sa4_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,sa4_name16
204,93459,47,4486756798,41140,48008,4.72,1.77,0.38,0.15,0.445,6.4,18.2,28.9,28.3,28.4,26.5,16.8,Hume
205,140708,46,7178266020,40298,51015,5.28,1.93,0.37,0.15,0.475,6.5,20.0,31.7,29.2,28.0,23.2,19.6,Latrobe - Gippsland
206,361473,35,27597965413,54176,76349,5.09,1.89,0.37,0.18,0.515,13.1,27.3,38.3,22.4,21.2,24.4,32.0,Melbourne - Inner
207,218151,45,16776216668,49512,76902,6.4,2.15,0.34,0.14,0.557,12.7,28.9,41.0,26.6,21.4,20.6,31.4,Melbourne - Inner East
208,245053,44,19103936967,53035,77958,5.45,2.01,0.37,0.17,0.529,12.2,27.4,39.1,23.3,21.5,22.7,32.5,Melbourne - Inner South
209,265940,41,15136037358,46982,56915,4.37,1.78,0.41,0.19,0.44,7.1,19.2,30.0,24.0,25.8,27.0,23.1,Melbourne - North East
210,181742,41,9750770319,45421,53652,4.24,1.76,0.41,0.2,0.428,6.2,18.0,28.7,24.6,26.9,27.5,20.9,Melbourne - North West
211,293395,44,16375885828,46139,55815,4.56,1.8,0.4,0.17,0.444,6.7,19.0,29.9,24.8,25.9,26.5,22.8,Melbourne - Outer East
212,390957,41,20158572836,43878,51562,4.27,1.74,0.41,0.19,0.43,6.4,18.3,29.0,25.8,27.8,27.7,18.7,Melbourne - South East
213,369904,38,19970605521,46964,53989,4.07,1.71,0.42,0.21,0.41100000000000003,5.5,16.9,27.4,23.4,26.5,29.0,21.1,Melbourne - West
214,160516,45,8788631426,43979,54752,4.51,1.81,0.4,0.18,0.46,8.3,21.1,31.9,25.8,27.4,26.1,20.7,Mornington Peninsula
215,80382,46,3623618815,39202,45080,5.09,1.77,0.35,0.13,0.46399999999999997,6.1,18.4,29.4,30.3,29.2,25.5,14.9,North West
216,70629,45,3310676629,40160,46874,4.73,1.77,0.37,0.15,0.45299999999999996,6.7,18.7,29.4,29.2,28.9,26.1,15.8,Shepparton
217,70799,46,3415034169,40448,48236,4.89,1.82,0.37,0.15,0.457,6.7,19.0,29.9,28.8,28.7,25.1,17.3,Warrnambool and South West
301,129512,44,8003777686,49737,61800,4.4,1.8,0.41,0.2,0.449,7.4,20.1,31.2,22.2,24.7,26.7,26.3,Brisbane - East
302,122521,41,7535809853,51527,61506,4.34,1.76,0.41,0.19,0.43200000000000005,6.5,18.6,29.3,21.6,23.5,27.7,27.2,Brisbane - North
303,202040,39,12094460131,47443,59862,4.95,1.86,0.38,0.17,0.467,8.0,21.1,32.1,25.4,24.0,25.1,25.5,Brisbane - South
304,108586,43,8101657943,53307,74611,5.76,1.96,0.34,0.15,0.52,10.8,25.6,37.3,24.3,20.6,22.0,33.0,Brisbane - West
305,162238,36,13464729477,55557,82994,5.48,2.0,0.37,0.18,0.5329999999999999,12.3,28.2,39.8,22.0,20.7,22.6,34.7,Brisbane Inner City
306,134913,43,6972785983,42343,51684,4.59,1.83,0.4,0.18,0.451,6.7,19.4,30.5,26.6,28.9,25.2,19.3,Cairns
307,69308,44,3237270073,39272,46708,5.56,1.86,0.33,0.1,0.504,7.0,20.0,31.6,30.8,27.7,24.3,17.2,Darling Downs - Maranoa
308,121932,41,8416829951,52917,69029,5.48,2.08,0.38,0.17,0.47600000000000003,6.4,18.9,30.9,22.3,22.5,22.3,32.9,Central Queensland
309,323097,42,17753683658,42720,54948,4.5,1.86,0.41,0.19,0.47100000000000003,8.8,22.0,33.1,26.2,28.7,24.6,20.5,Gold Coast
310,155878,40,8107444340,46527,52011,3.99,1.67,0.42,0.19,0.40399999999999997,5.2,16.2,26.5,23.3,27.1,30.1,19.5,Ipswich
311,160976,40,8264457788,45567,51340,3.8,1.66,0.44,0.21,0.4,5.2,16.4,26.7,23.0,28.6,30.2,18.2,Logan - Beaudesert
312,98470,41,6528384429,51214,66298,5.33,2.07,0.39,0.18,0.465,6.0,18.1,30.0,22.5,23.5,22.5,31.6,Mackay - Isaac - Whitsunday
313,116984,43,5938482659,42981,50763,4.55,1.77,0.39,0.16,0.44,6.2,18.5,29.4,26.6,28.3,26.4,18.7,Moreton Bay - North
314,109333,41,6574458719,50772,60132,4.17,1.74,0.42,0.2,0.428,6.2,18.4,29.1,21.4,24.4,28.3,25.9,Moreton Bay - South
315,38822,41,2240601810,47846,57715,5.19,1.97,0.38,0.17,0.48700000000000004,6.2,18.0,29.6,24.4,24.5,23.6,27.4,Queensland - Outback
316,195756,46,10289903934,40014,52565,5.29,1.96,0.37,0.15,0.489,8.2,22.1,33.7,29.4,28.3,22.4,19.9,Sunshine Coast
317,81940,42,4440662018,45425,54194,4.59,1.78,0.39,0.16,0.447,6.9,19.2,29.9,25.3,26.4,26.9,21.5,Toowoomba
318,126772,41,7428402608,50066,58597,4.16,1.73,0.41,0.19,0.426,6.3,17.9,28.5,21.7,25.0,28.2,25.1,Townsville
319,132407,46,6051189800,37111,45701,5.93,1.92,0.32,0.11,0.48700000000000004,6.7,19.9,31.6,32.5,29.0,22.2,16.4,Wide Bay
401,175237,45,12147271962,49857,69319,5.14,1.93,0.38,0.16,0.508,10.6,25.6,37.0,24.1,23.1,23.5,29.3,Adelaide - Central and Hills
402,212120,41,10557566676,45038,49772,3.8,1.64,0.43,0.2,0.39299999999999996,5.0,15.6,25.8,23.5,28.9,30.5,17.2,Adelaide - North
403,202437,44,11237953908,46411,55513,4.34,1.76,0.4,0.18,0.43799999999999994,7.1,19.3,29.8,24.0,26.5,27.5,22.0,Adelaide - South
404,125006,42,6821191005,46216,54567,4.23,1.74,0.41,0.19,0.42700000000000005,6.5,18.4,28.9,23.9,26.8,27.8,21.4,Adelaide - West
405,56857,48,2959369413,42397,52049,4.95,1.84,0.37,0.14,0.467,7.0,20.1,31.2,27.5,27.5,25.2,19.9,Barossa - Yorke - Mid North
406,42360,44,2502645572,48334,59080,4.95,1.92,0.39,0.17,0.447,5.3,17.4,28.7,23.9,24.7,23.5,27.9,South Australia - Outback
407,98755,47,4514038002,38594,45709,4.97,1.79,0.36,0.13,0.46299999999999997,6.8,19.4,30.4,30.2,30.1,24.7,14.9,South Australia - South East
501,102647,44,6331291852,46024,61680,5.6,2.11,0.38,0.16,0.485,7.0,20.1,32.0,25.7,25.0,21.1,28.1,Bunbury
502,51604,45,3424224414,48157,66356,6.23,2.23,0.36,0.15,0.491,6.9,20.1,32.2,25.6,23.3,19.9,31.1,Mandurah
503,117215,40,12271210760,61685,104690,7.07,2.29,0.32,0.15,0.5820000000000001,13.4,31.6,44.1,22.3,18.2,18.6,41.0,Perth - Inner
504,146891,41,9399636135,52743,63991,4.41,1.79,0.41,0.2,0.43799999999999994,6.3,18.5,29.6,21.0,23.2,26.5,29.3,Perth - North East
505,330290,41,22716002177,53500,68776,4.77,1.89,0.4,0.2,0.462,7.5,20.6,32.0,21.3,22.7,24.6,31.4,Perth - North West
506,290057,39,18787448270,51806,64772,4.72,1.84,0.39,0.19,0.45399999999999996,7.1,19.9,31.2,22.3,23.0,25.8,29.0,Perth - South East
507,241024,41,17534767156,55180,72751,5.16,1.95,0.38,0.18,0.47700000000000004,8.1,21.3,32.9,21.6,21.5,23.0,33.9,Perth - South West
509,78251,47,4722279396,45573,60348,5.58,2.03,0.36,0.15,0.493,6.8,20.9,33.0,26.5,24.7,22.2,26.6,Western Australia - Wheat Belt
510,43908,37,3704711363,70392,84374,5.13,1.91,0.37,0.18,0.434,5.3,16.5,27.4,17.6,17.1,20.0,45.3,Western Australia - Outback (North)
511,66427,43,4390679843,52825,66098,5.18,1.98,0.38,0.18,0.45299999999999996,5.9,17.6,28.9,22.1,22.8,22.0,33.1,Western Australia - Outback (South)
601,120927,44,6598857542,45427,54569,4.29,1.75,0.41,0.18,0.44,7.7,19.9,30.3,24.2,27.4,27.7,20.7,Hobart
602,72675,45,3638496026,41811,50065,4.56,1.78,0.39,0.16,0.451,7.3,19.8,30.4,27.3,29.1,25.9,17.7,Launceston and North East
603,18944,48,841238360,36927,44407,5.32,1.82,0.34,0.12,0.474,7.5,20.3,31.2,32.2,29.7,24.2,13.9,South East
604,56140,45,2762994828,41816,49216,4.78,1.81,0.38,0.16,0.44,6.2,18.0,28.7,27.6,28.4,25.5,18.5,West and North West
701,88062,38,6268652458,60572,71185,3.74,1.67,0.45,0.24,0.41200000000000003,6.5,18.3,28.9,16.6,20.3,29.0,34.0,Darwin
702,32157,39,1904723178,51797,59232,4.21,1.73,0.41,0.21,0.41100000000000003,5.4,16.5,26.9,21.4,23.5,28.1,27.0,Northern Territory - Outback
801,244662,41,17323010166,61482,70804,4.0,1.67,0.42,0.2,0.41600000000000004,6.5,18.1,28.4,17.8,19.8,26.9,35.5,Australian Capital Territory
901,1045,47,72426066,69841,69307,5.08,1.56,0.31,0.11,0.39,3.7,13.4,23.0,21.0,14.4,20.8,43.8,Other Territories
