sa4_code11,hay_lucerne_cut_for_hay,brdacrcrp_crlcrp_wheat,brdacrcrp_crlcrp_oats,brdacrcrp_crlcrp_brly,brdacrcrp_crlcrp_srgum,brdacrcrp_crlcrp_maize,brdacrcrp_crlcrp_rice,brdacrcrp_crlcrp_tritcle,brdacrcrp_crlcrp_oth_crl,brdacrcrp_othcrp_nec,brdacrcrp_non_crlcrp_mung_bean,brdacrcrp_non_crlcrp_cotton,brdacrcrp_non_crlcrp_lupins,brdacrcrp_non_crlcrp_peanuts,brdacrcrp_non_crlcrp_chickpeas,brdacrcrp_non_crlcrp_oilseed_canola,brdacrcrp_non_crlcrp_oilseed_oth,brdacrcrp_non_crlcrp_oth_pulses,brdacrcrp_non_crlcrp_sugar_cane,brdacrcrp_non_crlcrp_lentils,brdacrcrp_non_crlcrp_faba_beans,nursry_flwrs_turf_turf,brdacrcrp_total,nursry_flwrs_turf_nursry_undcov,nursry_flwrs_turf_nursry_outdoor,nursry_flwrs_turf_nurseries,nursry_flwrs_turf_cut_flwrs_undcov,nursry_flwrs_turf_cut_flwrs_outdoor,nursry_flwrs_turf_cut_flwrs,nursry_flwrs_turf_total,hay_total,hay_crl_for_hay,hay_oth_crp_for_hay,hay_oth_psture_for_hay,veggies_potatoe,veggies_beans,veggies_broccoli,veggies_brssl_sprts,veggies_cabbages,veggies_carrots,veggies_cauliflowers,veggies_mushrooms,veggies_peas_process,veggies_peas_fresh,veggies_pumpkins,veggies_tomatoes_process,veggies_lettuces,veggies_onions,veggies_sweet_corn,veggies_tomatoes_fresh,veggies_capsicum,veggies_melons,veggies_oth_nec,veggies_total,frt_nut_citrus_oranges,frt_nut_citrus_grapefruits,frt_nut_citrus_lemons,frt_nut_citrus_limes,frt_nut_citrus_mandarins,frt_nut_citrus_oth_nec,frt_nut_pome_frt_apples,frt_nut_pome_frt_pear,frt_nut_pome_frt_oth_nec,frt_nut_stn_frt_apricots,frt_nut_orchard_fruit_avocados,frt_nut_stn_frt_cherries,frt_nut_orchard_fruit_mangoes,frt_nut_stn_frt_nectarines,frt_nut_stn_frt_peaches,frt_nut_stn_frt_plums,frt_nut_stn_frt_oth_nec,frt_nut_orchard_fruit_oth_nec,frt_nut_nuts_almonds,frt_nut_nuts_macadamias,frt_nut_nuts_oth_nec,frt_nut_oth_frt_blueberries,frt_nut_oth_frt_strawberries,frt_nut_oth_frt_oth_berr_nec,frt_nut_oth_frt_bananas,frt_nut_oth_frt_kiwifruit,frt_nut_oth_frt_pineapples,frt_nut_oth_frt_oth_nec,frt_nut_excl_grp_total,frt_nut_grapes_oth_use,frt_nut_grapes_wine_prod,frt_nut_grapes_total,total_crp_value,livstk_slght_oth_total,livstk_prod_total,total_agriculture,livstk_slght_oth_catl_calves,livstk_slght_oth_sheep_lamb,livstk_slght_oth_pigs,livstk_slght_oth_goats,livstk_slght_oth_poultry,livstk_slght_oth_oth_nec,livstk_prod_wool,livstk_prod_milk,livstk_prod_eggs,sa4_name11
101,10654727.0,54064392.0,4739255.0,4571724.5,36.3,106904.44,,2588504.0,1.82,562891.56,,,879994.5,,,44184980.0,,0.0,,,3928.48,81620.48,111702610.0,997275.56,4535097.5,5532373.0,73729.13,2122734.2,2196463.2,7810457.0,21238234.0,4984664.0,836698.9,4762145.0,671398.2,28539.83,11156.99,30.12,17075.5,1963.25,5417.79,3797158.8,,1110.71,146463.16,282.57,4630.38,933.1,5370.63,100976.9,6193.77,42092.82,2977372.5,7818167.0,11218.93,34.16,6009.46,127.74,0.0,,50592.44,26217.8,1313.68,42991.42,,8663040.0,,294127.12,353460.94,3353455.0,72519.89,2328.81,,161.68,106503.13,17049.87,19461.35,482408.4,,,,144140.23,13647162.0,,1743240.6,1743240.6,163959870.0,426031170.0,269544290.0,859535360.0,223933540.0,130874780.0,35689520.0,113606.61,35419728.0,0.0,172063710.0,78666880.0,18813696.0,Capital Region
102,3055.86,,,,,,,,,,,,,,,,,,,,,3477355.8,,4891966.5,13043583.0,17935548.0,10615956.0,4029907.8,14645864.0,36058768.0,3055.86,,,,645.13,5572.16,40677.94,,538463.94,383947.4,363089.06,,,778.33,7580.76,,158467.39,,19548.28,2024215.5,31100.28,5651.2,6738660.5,10318398.0,926806.25,,2028245.2,19428.73,79430.82,86531.31,,,8923.84,,2213734.2,,,350449.6,65625.07,212731.73,,109790.5,,,,,,,,,,67158.39,6168856.0,,,,52549080.0,103298140.0,5601812.5,161449040.0,934720.7,9248.13,,81.03,102354100.0,0.0,9129.86,,5592683.0,Central Coast
103,33934416.0,367127460.0,43922860.0,144988240.0,1009367.2,737173.44,,2085171.0,551489.4,1890813.5,723009.5,12035332.0,10438138.0,,3463894.2,119426500.0,226627.62,900084.8,,995127.7,2440037.8,2526239.5,712961280.0,415758.84,2496998.8,2912757.8,325960.0,141397.97,467357.97,5906355.0,77504032.0,33881160.0,3526627.5,6161823.0,1452279.8,38574.46,572468.25,71881.14,4707426.0,154666.8,4399884.0,,,66001.38,3914309.2,,781105.0,35089.45,1154682.8,40974.81,8385.19,27023188.0,30425724.0,74846640.0,3124831.2,,,,,,17541818.0,163305.42,,14330.95,,9133763.0,,392400.03,956824.6,636897.75,,,,,555807.7,54360.96,153411.92,414549.06,,,,4837160.0,37979460.0,,7005282.5,7005282.5,916203070.0,483847710.0,286152350.0,1686203100.0,296087360.0,145049550.0,18212926.0,344033.44,24153836.0,0.0,190349410.0,39053944.0,56749000.0,Central West
104,359990.94,1074022.0,34975.82,839659.2,12530.06,1258689.8,,153216.38,,61971.27,,,,,1300954.5,203015.42,869074.6,52313.19,37650548.0,1485.18,,306561.7,43512456.0,2183527.2,4159496.2,6343023.5,1562703.8,1336337.0,2899040.8,9548626.0,1931537.9,786497.3,49994.08,735055.5,1740310.0,0.0,,,1583.01,,,,,,4830.1,,0.0,,,988620.44,,34238.83,1982154.9,4752962.0,,,,5720.35,2195.27,,0.0,0.0,,0.0,1578519.9,0.0,98595.0,9962.94,15496.88,,,,,1739491.6,,95241696.0,5494.24,,2735546.8,75690.0,,,101529170.0,,2198.36,2198.36,161276940.0,64623276.0,24585526.0,250485740.0,64196708.0,30602.32,165262.17,80409.36,150293.19,0.0,34386.23,24508518.0,42621.36,Coffs Harbour - Grafton
105,7602253.0,299539840.0,20974812.0,67309744.0,14665117.0,595727.25,,883341.1,131277.98,1416882.9,3191723.0,191589840.0,11298332.0,,75350512.0,31755614.0,1148902.1,1080062.1,,,10522296.0,1935615.1,731454020.0,238797.95,1054932.8,1293730.8,16311.38,545323.0,561634.4,3790980.2,37337048.0,24590112.0,2864706.2,2279979.0,2113.56,2900.57,34225.47,,89071.58,147281.52,164699.84,,,,64350.52,,,7942.52,651410.5,1648.62,,9131.12,473012.88,1647788.6,1358246.6,,1056272.9,,,,,,,36538.89,,3805.01,,30903.23,36051.38,0.0,,,,,236795.9,,,,,,,565293.0,3323907.0,382567.7,28345.0,410912.7,777964670.0,542251840.0,228480590.0,1548697100.0,358086850.0,174338530.0,4175093.0,5028446.5,622935.56,0.0,215347340.0,13040746.0,92509.89,Far West and Orana
106,12772432.0,2026735.5,516963.94,1633483.0,349641.4,486982.38,,396.76,,,,,,,,1914439.9,,,,,,3105007.0,6956130.5,71115.29,374657.28,445772.6,,185523.05,185523.05,3736302.8,16194418.0,1685628.4,314025.2,1422333.0,718269.1,39.53,149.49,,40257.3,,142565.64,19594.16,8.65,,161519.55,,22868.14,,3109.95,145472.83,21.16,40926.58,489564.8,1784366.9,30820.05,352.38,1036.0,4515.1,4746.94,,,,,,111230.68,,,62.45,48.57,,,32511.43,,6026.33,453772.62,,,175853.61,,,,11121.57,919601.06,,1867207.9,1867207.9,31458028.0,256348750.0,74285296.0,362092060.0,166403150.0,5234339.0,1280510.6,235309.95,83195440.0,0.0,8022249.5,41895424.0,24367620.0,Hunter Valley exc Newcastle
107,,,,,,,,,,,,,,,,,,,,,,,,56156.64,302658.0,358814.62,,,,358814.62,212999.2,,,212999.2,,,,,1764.41,,,,,,1010.45,,1195.48,,,8630.91,2838.5,,35919.83,51359.58,,,,33886.79,,,498566.94,,,,,,,85456.2,195449.36,,,,,,,,,36706.49,,,,,850065.75,,,,1473239.2,5451647.5,16975602.0,23900488.0,5427545.0,,1069.09,110.54,22922.91,0.0,,16965956.0,9646.71,Illawarra
108,888552.8,629238.3,17267.8,,,1924525.2,,35243.49,,,,,,,,113594.09,449783.84,,,,,2969121.8,3169652.8,2308781.5,5098465.5,7407247.0,494841.38,3876815.0,4371656.5,14748025.0,4715226.0,535434.9,211475.39,3079762.8,7789.88,315201.8,38466.99,,,945.5,,38.0,,73878.93,479780.62,,46541.57,,4492.86,1605060.9,,1389.49,2122981.0,4964499.0,4414.47,180.18,18057.26,143636.02,399.27,15399.46,88.8,,,,15073727.0,,59146.05,44718.65,132520.1,674.5,,122255.32,,4383612.5,88459.57,337190.56,,,870652.5,47756.42,,,21544462.0,,21182.83,21182.83,49163048.0,139112900.0,117191100.0,305467040.0,93382208.0,49971.04,627282.25,13623.33,45039820.0,0.0,70639.64,87427128.0,29693328.0,Mid North Coast
109,14562119.0,272621600.0,11421693.0,96881504.0,549371.25,15386669.0,32612766.0,3312947.0,1618208.2,885421.7,,40003240.0,4708767.0,,1482900.8,105503130.0,77711.65,1607267.1,,1305484.4,9009610.0,,598988290.0,1611791.4,6364780.5,7976572.0,,100383.93,100383.93,8076956.0,62836080.0,28352050.0,4210091.5,15711816.0,23115650.0,67078.04,484674.56,,489161.66,,61596.26,,,41478.91,4819458.5,950787.0,1609277.0,1868036.9,,0.0,2150102.2,13458940.0,5866209.0,54982452.0,23870064.0,1184907.0,2366266.2,49686.62,7554458.0,221566.6,8.28,18.77,,339244.56,3276680.0,29483.72,54178.99,2115053.5,1002111.2,94834.03,,1545689.2,2201795.2,,4856109.5,,,693839.56,,,,1538404.2,52994400.0,62457276.0,48080100.0,110537380.0,888415550.0,428979780.0,252310370.0,1569705700.0,205148880.0,102829110.0,118168050.0,290108.8,2543609.5,0.0,129337520.0,116940060.0,6032791.5,Murray
110,16827064.0,390456450.0,8535840.0,227197310.0,158241010.0,8127695.5,,1414323.5,196654.42,1868404.8,19175868.0,442107330.0,866249.9,334605.84,298631200.0,22079912.0,10352076.0,2440363.0,2526118.5,437427.97,34725684.0,2300570.0,1629714600.0,114420.18,1135709.0,1250129.2,1394429.0,233590.89,1628019.9,5178719.0,42023392.0,18307408.0,4099983.0,2788940.2,1123142.5,5120027.5,1467.84,,105680.78,1916.49,0.0,,,,597604.06,,,0.0,257592.81,18004130.0,2908.64,11505.47,1235490.4,26479786.0,,,1331.21,,149.47,,370931.9,61724.71,,261.53,5029891.0,121744.11,0.0,32554.5,40066.79,3643.78,2868.36,,,127432.75,4278209.0,14016148.0,103204.72,,,,,,25751212.0,4564.54,240018.48,244583.03,1729392300.0,935113540.0,140440130.0,2804945900.0,740590140.0,75171976.0,5040346.5,549638.0,113761430.0,0.0,102617780.0,21488788.0,16333570.0,New England and North West
