sa4_code11,hay_lucerne_cut_for_hay,brdacrcrp_crlcrp_wheat,brdacrcrp_crlcrp_oats,brdacrcrp_crlcrp_brly,brdacrcrp_crlcrp_srgum,brdacrcrp_crlcrp_maize,brdacrcrp_crlcrp_rice,brdacrcrp_crlcrp_tritcle,brdacrcrp_crlcrp_oth_crl,brdacrcrp_othcrp_nec,brdacrcrp_non_crlcrp_mung_bean,brdacrcrp_non_crlcrp_cotton,brdacrcrp_non_crlcrp_lupins,brdacrcrp_non_crlcrp_peanuts,brdacrcrp_non_crlcrp_chickpeas,brdacrcrp_non_crlcrp_oilseed_canola,brdacrcrp_non_crlcrp_oilseed_oth,brdacrcrp_non_crlcrp_oth_pulses,brdacrcrp_non_crlcrp_sugar_cane,brdacrcrp_non_crlcrp_lentils,brdacrcrp_non_crlcrp_faba_beans,nursry_flwrs_turf_turf,brdacrcrp_total,nursry_flwrs_turf_nursry_undcov,nursry_flwrs_turf_nursry_outdoor,nursry_flwrs_turf_nurseries,nursry_flwrs_turf_cut_flwrs_undcov,nursry_flwrs_turf_cut_flwrs_outdoor,nursry_flwrs_turf_cut_flwrs,nursry_flwrs_turf_total,hay_total,hay_crl_for_hay,hay_oth_crp_for_hay,hay_oth_psture_for_hay,veggies_potatoe,veggies_beans,veggies_broccoli,veggies_brssl_sprts,veggies_cabbages,veggies_carrots,veggies_cauliflowers,veggies_mushrooms,veggies_peas_process,veggies_peas_fresh,veggies_pumpkins,veggies_tomatoes_process,veggies_lettuces,veggies_onions,veggies_sweet_corn,veggies_tomatoes_fresh,veggies_capsicum,veggies_melons,veggies_oth_nec,veggies_total,frt_nut_citrus_oranges,frt_nut_citrus_grapefruits,frt_nut_citrus_lemons,frt_nut_citrus_limes,frt_nut_citrus_mandarins,frt_nut_citrus_oth_nec,frt_nut_pome_frt_apples,frt_nut_pome_frt_pear,frt_nut_pome_frt_oth_nec,frt_nut_stn_frt_apricots,frt_nut_orchard_fruit_avocados,frt_nut_stn_frt_cherries,frt_nut_orchard_fruit_mangoes,frt_nut_stn_frt_nectarines,frt_nut_stn_frt_peaches,frt_nut_stn_frt_plums,frt_nut_stn_frt_oth_nec,frt_nut_orchard_fruit_oth_nec,frt_nut_nuts_almonds,frt_nut_nuts_macadamias,frt_nut_nuts_oth_nec,frt_nut_oth_frt_blueberries,frt_nut_oth_frt_strawberries,frt_nut_oth_frt_oth_berr_nec,frt_nut_oth_frt_bananas,frt_nut_oth_frt_kiwifruit,frt_nut_oth_frt_pineapples,frt_nut_oth_frt_oth_nec,frt_nut_excl_grp_total,frt_nut_grapes_oth_use,frt_nut_grapes_wine_prod,frt_nut_grapes_total,total_crp_value,livstk_slght_oth_total,livstk_prod_total,total_agriculture,livstk_slght_oth_catl_calves,livstk_slght_oth_sheep_lamb,livstk_slght_oth_pigs,livstk_slght_oth_goats,livstk_slght_oth_poultry,livstk_slght_oth_oth_nec,livstk_prod_wool,livstk_prod_milk,livstk_prod_eggs,sa4_name11
111,11961.14,,,,,,,,,,,,,,,,,,,,,,,707583.0,129332.99,836916.0,4437076.5,,4437076.5,5273992.5,53733.42,14236.54,,27535.74,,,,,,,,,,,,,,,,,,,,,342.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.54,,404.25,404.25,5375931.5,4742334.5,8540283.0,18658548.0,567614.7,1078.4,,1754.2,4171887.2,0.0,1171.95,,8539111.0,Newcastle and Lake Macquarie
112,78759.84,238614.95,10518.8,112904.18,38353.36,1874438.6,365140.53,86836.49,64617.6,78419.66,,,,,,247253.88,6336447.0,8839.88,34230416.0,,8303.68,4536960.5,43701104.0,17836822.0,16186646.0,34023468.0,2496632.8,1712093.5,4208726.5,42769156.0,1826618.8,185143.05,107223.52,1455492.4,455849.06,26041.87,6060.55,,791.51,459724.62,2024.33,,,56382.6,113281.11,509.57,246628.86,,8750.19,237246.89,,143433.17,8260129.5,10328148.0,6895.06,480.41,45308.48,295608.34,62156.77,44667.91,,12596.47,,,8657050.0,,123890.24,471623.84,169619.38,1991.73,,3032649.5,,80322600.0,923869.5,818064.0,32165.84,,2632334.5,,1196.63,2609968.0,100264740.0,,381.65,381.65,198890140.0,156122380.0,50948352.0,405960900.0,89994408.0,167202.34,8925233.0,4963.9,57030572.0,0.0,209380.86,50097804.0,641167.1,Richmond - Tweed
113,13872421.0,474500290.0,19588732.0,145428510.0,497289.06,22480098.0,76927048.0,3600157.0,269581.88,2219838.8,1311.53,188403010.0,18629078.0,,1590228.2,160206750.0,6323360.5,7652335.0,3875.98,879081.8,5310941.5,3225776.8,1134511500.0,199629.55,10423526.0,10623155.0,,,,13848932.0,53286980.0,25938916.0,3570777.0,9904864.0,36270088.0,2861.16,542009.3,,,355845.47,,,,,11049682.0,,,1533245.0,,4411445.5,735028.44,17086816.0,4657951.5,76644968.0,116911980.0,4055779.8,6209204.0,340645.94,4277412.0,,30660758.0,75410.71,780.95,98878.43,,3752057.5,,247809.48,1186488.4,5721654.0,727362.4,503823.62,32654668.0,,27600662.0,6721048.5,,26769.1,,,,,241773200.0,1591750.9,88389600.0,89981352.0,1610047000.0,564228350.0,150503680.0,2324779000.0,262097180.0,99795968.0,18370410.0,249081.88,183715680.0,0.0,126913520.0,22231120.0,1359038.8,Riverina
114,26759.81,97203.78,725.51,,,1135971.8,,,,,,,,,,14404.84,,,,,,1995620.6,1248305.9,144445.12,5974165.5,6118611.0,172758.56,1459579.1,1632337.6,9746569.0,2631589.5,342707.12,31382.34,2230740.2,2098707.5,3502.78,7926.33,1481.55,4938.78,887.78,2837.49,556313.2,,325.22,8984.55,2968.25,2526.85,,3361.05,52294.41,8929.6,,773339.1,3529324.5,,,,,,,18826.34,512.02,,,,,,,,1087.03,,,,,1738.17,,,12506.53,,15278.02,,,51641.92,,147073.16,147073.16,17354504.0,38616036.0,63043928.0,119014470.0,30723120.0,89904.29,73735.96,1691.85,7727586.0,0.0,118392.0,62457760.0,467775.97,Southern Highlands and Shoalhaven
115,,,11965.98,,,,,,,,,,,,,,,,,,3493.2,27440114.0,19292.42,11432574.0,13244755.0,24677330.0,16115815.0,6050660.0,22166474.0,74283920.0,55083.83,,19413.47,13113.08,1338619.8,,127927.32,,1649061.2,,562693.0,47281952.0,,,408411.97,1130.76,201665.55,,318315.88,1648970.6,158831.55,,11899730.0,65624452.0,140888.1,56.1,215052.52,25095.13,454701.22,,276697.6,6939.68,,3740.21,,21520.2,,1266608.9,832789.94,84265.6,,,,,105131.31,40706.74,1718.38,155674.36,,,,262528.3,3901644.5,,1887.3,1887.3,143886270.0,20688422.0,19585450.0,184160160.0,953646.7,6142.91,359674.53,,19363706.0,0.0,32130.65,555714.44,18997606.0,Sydney - Baulkham Hills and Hawkesbury
116,,,,,,,,,,,,,,,,,,,,,,,,503779.88,281978.5,785758.4,1577463.8,110383.31,1687847.0,2473605.2,30885.9,,,30885.9,,9627.46,3919.52,,,,,,36.52,,,,43315.4,,,,16.2,11461.03,1696958.4,1766327.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4270819.0,18204882.0,4582102.0,27057802.0,411355.28,0.3,,,17793526.0,,294.2,32641.71,4549166.0,Sydney - Blacktown
117,,665702.25,,531285.56,458799.47,,,,,,398212.16,,,,,107886.28,,,,,,,2299288.8,,,,,,,,3083975.0,,,3061113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5383264.0,7786546.5,460829.2,13630640.0,7535165.0,,,,,0.0,,261133.7,,Sydney - City and Inner South
118,,,111538.58,276121.5,,,,,,,,,,,,,,,,,,,387660.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387660.06,316633.2,235688.69,939981.94,121422.08,195211.11,,,,,235688.69,,,Sydney - Eastern Suburbs
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578339.3,578339.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578339.3,971228.94,6220.4,1555788.6,966286.56,4942.32,,,,0.0,6220.4,,,Sydney - Inner South West
120,,244784.3,11494.46,45083.91,,,,,82040.94,,,,,,,,,,,,,,383403.6,,,,,,,,15562.96,15562.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398966.56,476650.34,124017.48,999634.4,305537.44,171112.9,,,,,124017.48,,,Sydney - Inner West
121,,,,,,,,,,,,,,,,,,,,,,,,396090.8,917362.9,1313453.6,,,,1313453.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313453.6,251905.31,,1565359.0,251905.31,,,,,0.0,,,,Sydney - North Sydney and Hornsby
122,55718.25,,14368.07,320122.44,1466750.2,,,,,,,,,,,,,,,,,,1801240.8,154738.77,946475.06,1101213.9,,,,1101213.9,878706.25,209215.05,,613773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3830452.8,4370537.5,70218.93,8271209.5,4316231.0,54306.54,,,,0.0,70218.93,,,Sydney - Northern Beaches
123,468469.75,,,,,,,,,,,,,,,,,,,,,2073346.5,,1853843.1,3019523.5,4873366.5,1761160.2,948984.9,2710145.2,9656858.0,1107857.8,265866.22,6597.96,366923.8,2100362.5,2384.2,115112.25,5886.19,5061326.0,97631.49,288002.97,,,,31999.22,10015.08,2098285.5,,78004.9,1074169.5,144089.75,55829.36,3198911.8,14362011.0,7790.06,152.56,274.52,380.29,169.8,464.95,68227.01,2996.28,,4213.61,,,,75898.59,128987.83,23654.65,,,,,,,,,,,,335791.97,912969.3,,,,26039696.0,54620500.0,15266386.0,95926584.0,4705007.0,64546.2,163853.97,8701.44,49678392.0,0.0,165527.5,9901578.0,5199281.0,Sydney - Outer South West
124,91866.13,,,,,,,42456.01,,,,,,,,,,,,,,25859890.0,49837.19,1523962.0,3146604.0,4670566.0,376178.16,249118.3,625296.44,31155752.0,105137.03,,,13270.91,673804.1,,53738.41,,1796724.4,,233951.66,13180796.0,,,113368.94,,1246960.2,,230543.67,669091.75,196580.62,204137.62,8348204.5,26978030.0,93723.65,53.65,852.3,,,,12030.33,,,,,,,104711.95,115433.18,7751.27,,165146.02,,144885.84,,,,,,,,,1871750.1,,,,60160508.0,49035548.0,40150784.0,149346850.0,1910052.1,131288.52,601.7,,46993604.0,0.0,153150.02,1030985.4,38966648.0,Sydney - Outer West and Blue Mountains
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427.54,,2427.54,2427.54,,,,,,,,,Sydney - Parramatta
127,479000.3,,,,,523368.0,,,,,,,,,,216.29,,,,,,,523868.72,2869809.5,3565577.0,6435386.5,6250911.5,533116.44,6784028.0,13219414.0,515065.94,23943.02,,12122.62,,107713.48,30616.71,,871521.2,,40138.24,13853760.0,,,75157.41,2930.89,1463727.9,,70423.42,2170166.8,61955.84,29928.05,13266066.0,32364208.0,,,,,,,,,,,,,,,,,,,,,,,486543.62,,,,,,486543.62,,,,47119880.0,85093720.0,28848548.0,161062140.0,2728108.8,11500.75,1102023.8,490.18,81251592.0,0.0,14189.5,7132214.5,21702146.0,Sydney - South West
128,,296658.47,,37508.57,,,,,,,,,,,,,,,,,,,334167.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334167.06,98807.63,,432974.66,98807.63,,,,,,,,,Sydney - Sutherland
201,2491198.0,23493708.0,8476919.0,10233747.0,,109.09,,352887.44,43560.8,894852.25,,,738160.75,,,14876478.0,62459.68,,,85081.3,835450.3,,65887892.0,170389.34,1519570.1,1689959.5,1390842.4,237656.02,1628498.4,3318457.8,27973258.0,16879520.0,2039483.2,6563057.5,36219192.0,29740.71,36263.1,39.64,5418.03,,22608.44,14704869.0,,,14202.19,,349.25,,,1993762.2,,,1042275.0,54708876.0,74.02,,,,,,896.87,,,,,622.6,,0.0,,731.2,,,,,,52779.21,,26335.01,,,,,81438.92,,686417.06,686417.06,152656340.0,253105820.0,87176976.0,492939140.0,48804792.0,132269620.0,28331240.0,13060425.0,30639734.0,0.0,75867192.0,11207823.0,101963.53,Ballarat
202,6674757.0,18112978.0,6146540.5,24576014.0,,4504285.0,,88811.98,61622.99,1104294.0,,,290279.38,,361556.88,7182784.0,24445.81,379546.88,,201283.67,3238109.2,484772.5,66272552.0,22285.01,608116.5,630401.5,,127677.62,127677.62,1242851.6,41888440.0,27784724.0,4617470.5,2811490.8,,412.9,,,,,,,,,,2430473.2,,,,73372.0,,,1170457.2,3674715.5,,,,,,,6308248.5,146593.0,,15035.67,,263076.94,,,19092.62,11826.35,,,,,,,,,,,,,7559473.0,,711461.2,711461.2,121349500.0,277613470.0,118411660.0,517374620.0,34974140.0,112348560.0,81200400.0,1287329.1,47803048.0,0.0,64752064.0,29515950.0,24143642.0,Bendigo
203,461396.56,11564104.0,1566868.8,8492045.0,2.93,,,301079.7,52142.89,41254.26,,,257440.81,,,6644707.0,172658.23,387402.88,,,2028632.9,10412893.0,31508340.0,8068289.5,5100054.0,13168343.0,42.74,19915408.0,19915450.0,43496688.0,9311309.0,5336868.5,275176.22,3237868.0,50667.87,124.99,951579.2,,151704.8,10410.88,1508.28,350386.12,661.99,,915.25,16869.39,8036133.0,245607.56,1819.12,873279.1,354.79,8523.61,1668056.6,12368603.0,,,,,,,152.52,38.34,,11519.27,,,,,,,,,,,129494.83,,126300.59,111963.72,,,,,379469.28,,557177.94,557177.94,97621584.0,339765570.0,71627192.0,509014370.0,19896326.0,43919032.0,27301716.0,10445443.0,238203060.0,0.0,26458274.0,6546405.5,38622512.0,Geelong
204,3591556.0,18678974.0,2790762.8,1698212.0,2.81,44560.71,,1382693.1,4167.39,323523.12,,,253022.47,,,9368864.0,,96418.68,,,1010863.3,10026040.0,35652064.0,869150.3,3196516.0,4065666.2,2365018.8,746487.1,3111505.8,17203212.0,33023900.0,10429459.0,850271.6,18152614.0,21621.1,6853.72,1075.46,,4621.42,,,4777810.0,,,5797.3,123.02,106402.74,3977.5,521573.3,6860958.5,1565728.2,,1463333.9,15345536.0,100020.48,6662.78,75944.52,243.42,416.76,25647.82,6233785.0,32206.16,,7504.18,43793.47,31893656.0,,42778.25,1249128.4,161333.38,,28174.78,,,4374925.0,1418852.2,404585.6,844228.3,,1538223.6,,635018.44,49117128.0,0.0,13554413.0,13554413.0,163896260.0,539078340.0,189105810.0,892080450.0,362197250.0,123499460.0,9728761.0,9988910.0,33663984.0,0.0,72401328.0,102214020.0,14490462.0,Hume
205,6362109.0,2408548.0,394010.9,904136.3,93597.48,604745.1,,139579.52,176529.1,13065.29,,,40136.42,,,1056150.1,,20139.07,,,,5230903.5,5850637.5,6008769.0,14742108.0,20750876.0,146106.38,8528927.0,8675034.0,34656816.0,59756956.0,2035391.1,980007.2,50379448.0,27457322.0,23595754.0,13725665.0,,22317986.0,4555159.0,2311949.8,,65503.06,4488694.0,229781.27,399132.0,33383796.0,4872416.0,22687882.0,15251484.0,8624244.0,,59393808.0,243462290.0,466.49,679.43,1736717.9,569.25,368.03,,7614827.0,2839.69,3365.72,,46244.55,,,,,,,,0.0,,32671.55,35363.76,2388.31,1201163.4,,,,3879.25,10728339.0,,196394.31,196394.31,354651420.0,795425860.0,882373630.0,2032450900.0,629822530.0,61582348.0,10644834.0,35366148.0,58009984.0,0.0,35978664.0,809761020.0,36633960.0,Latrobe - Gippsland
206,,,,,,,,,,,,,,,,,,,,,,,,9308.78,163294.95,172603.73,,,,172603.73,9223.19,9223.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6522377.0,433649.72,,,,,6956026.5,,,,7137853.5,683807.44,6759.55,7828420.5,683718.06,89.37,,,,,6759.55,,,Melbourne - Inner
207,,,,,,,,,,,,,,,,,,,,,,,,,44936.13,44936.13,,,,44936.13,,,,,,,,,,,,,,,,,,,,74471.37,,,,74471.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119407.51,,,119407.51,,,,,,,,,,Melbourne - Inner East
208,,,,,,,,,,,,,,,,,,,,,,,,4114469.0,876372.9,4990842.0,67849.39,,67849.39,5058691.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9105176.0,,,10234849.0,,,,,,,,,,Melbourne - Inner South
