SA4_MAIN11,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot,SA4_NAME11
126,0,3,11,29,85,155,144,89,20,20,27,31,32,20,12,678,4,3,9,38,126,191,226,203,25,30,43,33,20,16,33,1000,0,0,14,45,17,27,41,8,0,0,3,0,0,0,0,155,0,3,7,50,130,417,483,167,49,70,66,92,104,34,35,1707,0,0,3,4,27,61,113,120,33,25,23,29,22,7,24,491,0,0,0,26,49,50,39,14,3,10,11,13,10,3,4,232,72,222,473,1037,824,695,715,478,93,92,106,81,110,42,241,5281,0,8,12,56,60,111,179,94,25,41,42,42,49,41,32,792,0,0,3,6,345,282,91,49,8,27,46,30,37,13,31,968,17,248,248,677,1094,1798,1954,941,246,338,372,359,390,246,296,9224,194,948,2574,4522,5779,11802,13921,8408,2151,2383,2931,2974,2937,1493,2341,65358,Sydney - Ryde
127,0,0,4,16,50,75,40,18,12,7,7,3,4,4,6,246,0,0,0,16,120,166,127,106,13,24,20,12,6,3,17,630,0,43,86,504,311,115,701,109,4,3,3,0,7,0,59,1945,0,0,9,51,84,172,175,77,17,19,30,23,10,7,13,687,0,0,0,8,91,731,362,148,35,37,53,44,23,11,107,1650,0,4,0,170,375,224,233,104,14,9,29,10,22,14,46,1254,38,158,652,1657,691,449,235,114,47,62,46,34,37,9,261,4490,0,0,8,15,31,65,97,87,16,13,27,19,25,11,16,430,0,3,3,17,4236,11880,7953,1809,477,584,626,744,454,258,1650,30694,14,294,507,2009,7467,8291,6399,3038,644,610,659,557,487,298,1150,32424,133,1571,5923,12561,21100,38243,40073,16797,3943,3742,4540,4424,2893,1949,6851,164743,Sydney - South West
128,3,0,4,32,41,66,41,38,5,7,4,4,7,3,13,268,0,0,16,47,196,257,256,213,17,34,73,68,43,8,37,1265,3,4,14,73,27,23,29,6,4,0,0,0,0,0,0,183,0,0,5,17,24,31,31,8,0,3,3,3,8,0,3,136,0,0,3,5,9,44,86,58,21,11,17,27,15,5,17,318,0,5,0,12,36,32,22,6,4,0,0,0,5,3,3,128,117,397,988,2268,1413,1225,978,791,176,223,201,172,169,70,426,9614,4,7,12,63,103,98,160,92,26,21,21,30,38,13,37,725,0,0,3,4,138,144,46,24,0,3,0,8,4,0,16,390,11,154,319,742,1056,838,877,619,158,185,185,137,128,60,175,5644,204,1049,3334,5948,5236,5981,5510,3358,748,853,945,794,727,332,1439,36458,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,16,3,12,0,0,0,0,0,3,0,0,6,46,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,3,0,3,3,0,0,3,0,3,7,3,25,0,0,0,0,5,18,4,9,0,0,3,0,0,14,12,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,3,3,4,3,7,0,0,4,0,24,0,0,0,3,5,6,4,5,0,0,0,0,0,0,5,28,5,14,56,130,84,55,28,21,8,6,21,13,44,127,77,689,0,0,0,0,7,7,11,7,8,3,8,3,10,29,10,103,0,0,0,0,6,21,10,3,6,4,6,0,8,4,16,84,0,7,6,17,50,62,64,56,12,17,25,36,50,85,119,606,8,43,122,245,257,333,279,240,64,92,135,140,218,462,483,3121,Special Purpose Codes SA4 (NSW)
201,0,0,0,5,6,5,14,11,0,0,3,4,5,0,3,56,0,3,4,14,34,20,43,61,14,10,21,11,10,5,9,259,0,4,15,60,20,8,4,0,0,0,0,0,0,0,6,117,0,0,7,4,7,10,15,6,8,8,8,10,8,8,6,105,0,0,0,0,3,3,16,14,6,6,3,7,0,5,7,70,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,10,38,256,926,1615,830,468,252,188,61,54,51,51,54,20,238,5102,3,3,10,16,63,44,51,53,11,7,4,25,12,10,13,325,0,0,0,3,14,28,6,5,3,14,0,0,3,3,4,83,0,123,165,183,214,179,149,217,67,86,94,70,71,36,103,1757,56,626,2455,2646,1773,1390,1050,1039,341,357,368,409,340,205,647,13702,Ballarat
202,0,0,3,9,13,9,5,4,4,0,0,3,0,0,3,53,0,0,3,10,22,35,77,30,6,13,26,6,5,3,11,247,0,7,4,27,12,0,0,0,0,0,0,0,0,0,6,56,0,0,5,21,14,21,22,18,8,14,9,9,9,0,9,159,0,0,0,0,0,10,13,18,8,26,25,56,19,12,14,201,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,12,33,217,730,1248,682,414,300,224,56,23,64,40,41,11,245,4328,0,3,3,20,57,25,33,42,15,12,4,10,10,6,14,254,0,0,4,0,6,7,5,9,0,6,3,3,0,0,45,88,9,55,144,164,156,122,123,154,49,65,83,105,55,19,110,1413,74,496,1652,2065,1489,1207,1076,878,285,285,422,411,275,119,691,11425,Bendigo
203,0,0,3,15,36,39,35,64,14,13,10,7,6,4,14,260,3,3,10,39,114,103,87,112,24,34,43,32,32,14,18,668,0,17,100,262,130,23,49,0,3,0,0,0,0,0,27,611,0,3,14,16,12,46,39,23,22,24,33,24,12,11,9,288,0,0,0,0,12,31,42,51,11,28,57,54,49,22,37,394,0,0,3,39,41,21,16,14,3,0,3,3,3,0,10,156,94,560,1909,3800,1686,1154,634,636,217,201,212,195,153,102,567,12120,0,7,4,46,104,85,104,89,34,29,26,31,21,23,19,622,0,0,0,3,44,138,59,24,3,17,10,17,12,19,41,387,14,325,681,713,504,439,414,438,142,145,220,252,311,106,255,4959,164,1735,6534,7983,4157,3730,3168,2629,935,961,1237,1195,1093,577,1878,37976,Geelong
204,0,0,0,7,22,8,7,9,0,0,0,3,4,0,3,63,0,0,8,19,51,33,33,58,17,17,22,18,5,3,9,293,0,8,46,55,20,6,4,0,0,0,0,0,0,0,5,144,0,0,9,13,4,7,11,20,15,22,20,10,7,3,3,144,0,0,5,3,0,11,19,21,5,7,9,5,9,7,16,117,0,0,0,3,0,7,0,4,0,0,0,0,0,0,3,17,44,309,959,1642,778,443,290,201,56,66,61,61,53,37,292,5292,0,3,4,27,74,30,44,43,8,3,5,5,12,12,18,288,0,0,0,0,4,10,5,3,0,0,3,0,0,5,15,45,10,193,346,333,269,163,166,117,30,39,78,82,82,54,105,2067,106,968,3254,3191,1894,1443,1132,829,245,308,387,354,360,246,844,15561,Hume
205,0,0,0,3,16,11,7,26,7,11,0,3,13,9,3,109,3,3,9,28,84,66,84,83,32,26,46,28,28,11,15,546,0,19,36,80,29,4,4,0,0,0,0,0,0,0,8,180,0,5,12,46,27,26,19,17,24,11,13,12,14,8,18,252,0,0,0,0,8,17,18,26,15,11,15,13,5,5,9,142,0,0,3,8,8,4,0,4,0,0,0,0,0,0,10,37,134,806,2486,3811,1672,949,392,399,111,72,87,83,92,58,643,11795,0,6,7,51,110,59,80,80,14,3,18,14,22,9,13,486,0,0,0,0,25,39,36,15,6,3,11,9,5,0,91,240,5,250,373,500,419,279,219,336,112,117,135,126,118,69,193,3251,212,1904,6768,6459,3635,2922,1919,1760,546,525,633,681,646,386,1730,30726,Latrobe - Gippsland
206,3,3,9,56,124,274,327,528,148,203,242,315,294,293,135,2954,3,4,15,83,259,557,386,303,77,89,109,112,106,61,62,2226,0,18,67,196,80,38,72,12,3,5,8,0,0,3,13,515,0,6,27,94,186,343,238,161,87,94,100,100,102,59,64,1661,0,0,0,5,63,177,254,348,104,149,179,213,196,98,121,1907,0,0,9,234,412,268,149,78,22,30,39,48,35,24,46,1394,121,407,1344,2733,2363,2498,2021,2116,666,756,921,1038,1322,870,967,20143,3,11,43,144,374,470,520,450,187,167,251,309,413,323,176,3841,0,0,0,11,1084,2093,1415,453,128,156,219,247,178,109,340,6433,71,593,972,1372,2515,3290,5020,3558,1164,1522,2031,2220,2071,1351,1161,28911,486,2330,11164,17091,13495,18257,19663,18973,6688,8606,10401,11644,12029,8019,7440,166286,Melbourne - Inner
207,6,7,30,57,205,369,362,399,82,91,100,76,99,60,65,2008,5,7,14,75,283,460,539,484,81,101,163,116,100,57,92,2577,0,17,76,113,43,16,44,14,7,0,4,0,0,0,10,344,0,15,60,215,265,693,452,275,124,186,185,168,116,62,83,2899,0,3,4,14,34,81,132,164,53,62,54,104,48,29,46,828,0,0,10,53,149,62,42,25,5,0,8,8,5,0,12,379,214,514,1466,2366,1522,1311,1115,916,224,258,277,254,328,193,493,11451,3,4,24,100,198,190,332,247,78,70,69,79,104,86,73,1657,0,0,0,14,1236,1184,339,130,55,66,112,177,121,52,156,3642,79,685,1135,966,1387,2324,2439,1430,451,483,582,655,699,507,452,14274,541,2554,10165,11452,10380,17765,16739,12304,3573,4447,5326,5680,4980,2712,4264,112882,Melbourne - Inner East
208,5,8,20,30,112,149,165,192,48,49,51,64,69,43,25,1030,4,3,32,100,496,1135,1441,909,139,174,331,151,170,64,110,5259,4,16,58,147,56,52,75,15,4,0,0,0,0,0,8,435,0,14,69,308,435,531,278,224,94,108,111,81,68,52,61,2434,0,0,0,6,49,96,127,123,40,52,32,59,52,34,26,696,0,5,16,141,235,137,84,27,3,17,8,4,13,4,15,709,221,716,2037,3620,2457,2155,1850,1975,552,520,586,561,692,330,930,19202,7,6,39,117,227,273,448,350,100,107,111,157,225,121,97,2385,0,0,0,9,340,428,171,86,32,36,66,92,69,40,27,1396,119,929,1652,1506,2991,3478,4882,2253,606,748,813,821,740,447,720,22705,754,3256,9110,12832,11594,14864,15986,11923,3544,4557,5225,4963,4564,2463,4099,109734,Melbourne - Inner South
209,3,4,3,23,69,88,127,181,52,39,63,53,36,38,35,814,3,0,7,40,120,167,244,245,53,52,84,57,60,25,35,1192,0,12,72,235,139,35,108,18,0,0,0,0,3,0,21,643,0,9,38,87,178,683,868,513,185,173,233,202,147,90,114,3520,0,0,0,0,21,125,111,134,31,37,48,53,71,50,43,724,0,0,7,175,373,249,174,48,8,18,21,16,14,3,53,1159,95,335,1449,3097,1814,1555,1079,1019,316,310,291,247,250,166,526,12549,3,4,15,64,134,139,200,149,32,42,40,57,61,40,41,1021,0,0,3,6,640,1874,1130,339,100,103,175,225,195,112,225,5127,20,380,701,1381,1940,2436,3051,2088,581,763,1013,962,777,473,665,17231,241,1987,12871,20604,12698,15655,15898,11556,3687,4322,5423,5354,3765,2238,5313,121612,Melbourne - North East
210,0,0,3,6,39,77,55,139,42,28,24,41,20,13,16,503,3,3,15,25,66,84,76,78,13,46,16,23,17,5,18,488,0,15,71,268,112,26,51,9,0,0,0,0,0,0,19,571,0,5,32,126,198,423,932,435,182,240,280,207,163,77,87,3387,0,0,4,3,6,68,109,84,16,29,25,29,20,8,24,425,3,0,7,954,2033,1714,1363,709,73,122,126,136,106,71,413,7830,49,265,1075,2374,1149,881,498,418,112,122,144,102,75,62,384,7710,3,3,13,30,59,80,113,118,12,40,25,16,16,21,26,575,3,0,4,3,417,1238,554,126,29,42,56,64,43,14,198,2791,7,411,747,1190,1994,2366,2425,1662,486,555,739,817,680,409,619,15107,140,1948,10992,15117,10804,12384,14184,9704,2763,3153,3815,3890,2425,1579,4611,97509,Melbourne - North West
211,0,4,26,45,147,290,215,349,102,125,102,44,64,36,36,1585,0,9,23,98,448,749,570,534,130,117,181,99,64,30,67,3119,0,19,64,228,97,37,73,3,0,0,0,0,0,0,17,538,4,14,72,325,419,907,820,633,164,185,161,141,86,39,91,4061,0,0,0,10,46,148,136,138,55,61,75,77,33,11,34,824,0,4,5,50,107,30,23,14,3,0,0,5,4,4,3,252,180,986,3700,8719,4653,3525,1784,1438,405,338,302,201,240,130,1178,27779,3,16,30,101,188,196,315,229,51,48,58,70,54,34,39,1432,0,0,3,3,728,957,387,100,39,43,66,52,27,15,102,2522,29,605,1192,1460,2074,2397,2250,1567,447,582,664,531,502,250,480,15030,336,2836,12160,16698,13559,18144,14746,11286,3096,3362,3750,2774,2284,1243,4069,110343,Melbourne - Outer East
212,0,3,7,36,137,416,322,513,131,131,171,157,166,150,94,2434,8,6,26,84,524,904,603,678,128,148,235,128,140,46,82,3740,3,15,109,727,479,144,469,82,5,10,10,8,0,0,51,2112,4,13,94,614,1246,3639,4179,2839,997,1347,1699,1377,967,552,535,20102,0,0,0,11,49,530,378,267,86,80,121,113,82,49,105,1871,0,3,14,262,747,486,361,133,21,32,34,24,28,11,119,2275,189,758,3035,6760,4400,3345,1443,1338,417,449,476,403,325,208,1199,24745,3,15,21,65,151,170,241,226,68,57,53,64,93,42,59,1328,0,0,5,32,2050,6194,3936,1165,267,346,513,515,333,160,766,16282,33,478,1363,3413,5474,9237,9492,7888,2251,2215,2433,2445,2001,1239,1946,51908,372,2564,13421,25265,24462,44850,45205,33466,10092,12271,14550,13160,9335,5294,10389,264696,Melbourne - South East
213,3,0,0,18,92,164,208,411,97,113,114,109,95,49,42,1515,0,5,24,47,146,227,257,391,85,168,188,118,104,63,65,1888,0,36,165,821,471,156,305,63,3,3,0,0,5,4,71,2103,4,14,19,88,126,552,860,601,236,278,330,237,257,135,126,3863,0,0,0,8,51,243,249,264,168,270,227,215,106,71,87,1959,0,0,6,184,424,239,206,127,18,15,24,14,26,10,59,1352,91,420,2177,5045,2687,2086,1177,1359,479,456,432,468,407,238,922,18444,0,8,12,47,108,153,207,243,78,70,80,95,80,42,59,1282,0,0,5,16,2751,11149,7308,1919,555,692,838,944,572,314,1602,28665,15,590,1326,2340,4878,6606,6875,6565,1838,1986,2129,2116,1681,978,1752,41675,195,3012,13732,24748,22173,35364,34220,26989,8379,10258,11696,10592,7201,4278,10199,223036,Melbourne - West
214,0,4,9,21,31,47,19,39,4,8,0,3,4,4,8,201,0,4,21,56,188,211,201,311,50,53,97,56,36,19,20,1323,0,13,47,106,29,8,41,3,0,0,0,0,0,0,13,260,0,7,46,111,100,141,101,60,27,20,35,17,16,19,31,731,0,0,0,0,7,37,54,56,12,11,20,31,27,12,17,284,0,0,0,20,43,16,20,7,3,0,3,6,0,0,3,121,140,860,2849,6603,3885,2876,1386,1615,505,597,453,420,324,144,1157,23814,3,10,18,57,122,110,157,164,22,27,27,44,28,18,31,838,0,0,0,4,14,45,40,17,5,7,14,8,8,3,16,181,23,252,456,808,941,979,841,707,181,195,205,177,116,67,196,6144,248,1786,6766,10516,7437,7469,5286,4743,1278,1492,1481,1376,1034,580,2366,53858,Mornington Peninsula
215,0,0,0,5,3,3,8,8,0,0,0,3,0,0,3,33,0,0,0,9,27,20,52,54,11,25,16,11,10,6,8,249,7,3,26,36,6,4,9,0,0,0,0,0,0,0,0,91,3,0,3,10,3,10,8,18,10,17,16,13,14,7,4,136,0,0,0,3,3,13,17,21,10,8,12,28,8,6,7,136,0,0,0,71,123,69,66,23,3,3,0,19,12,3,18,410,44,188,453,895,379,179,118,82,22,27,26,38,42,28,215,2736,0,0,4,14,28,10,15,19,7,3,12,10,14,3,4,143,0,0,0,3,7,47,81,26,5,10,8,9,17,8,23,244,4,52,148,141,128,215,278,298,108,103,142,132,132,123,145,2149,113,488,1788,1891,1089,1072,1193,1001,335,393,554,685,529,391,839,12361,North West
216,0,0,0,4,3,8,0,3,4,3,0,3,0,0,0,28,0,0,0,9,9,8,36,29,12,6,0,10,8,6,4,137,0,0,16,43,11,5,3,0,0,0,0,0,0,0,3,81,0,3,3,3,0,6,11,28,15,3,15,15,9,4,4,119,0,0,0,0,3,5,33,29,0,0,14,9,8,0,4,105,0,0,0,51,91,45,90,31,3,3,8,0,3,3,11,339,42,180,545,894,312,171,96,97,20,17,12,38,41,16,191,2672,3,3,0,8,19,15,19,32,4,3,7,16,4,10,6,149,0,0,0,0,3,8,4,7,0,0,0,4,4,3,10,43,8,53,111,110,77,90,330,486,243,131,134,186,161,114,124,2358,93,503,1979,1895,922,839,1497,1392,545,455,569,625,419,312,717,12762,Shepparton
217,0,0,3,3,0,3,3,9,0,0,0,0,0,0,7,28,0,0,3,7,13,13,40,27,17,21,25,25,9,3,4,207,0,3,4,12,10,4,0,0,0,0,0,0,0,0,3,36,0,0,4,3,6,15,11,8,5,12,6,12,5,0,5,92,0,0,0,0,3,0,8,10,7,3,0,10,4,8,8,61,0,0,0,3,0,3,3,3,0,0,0,0,0,0,3,15,47,177,610,970,388,248,153,111,25,34,40,40,43,20,159,3065,0,3,3,15,36,21,19,29,6,7,3,5,8,7,6,168,0,0,0,0,3,3,10,3,3,5,3,3,0,0,0,33,3,36,72,65,73,59,105,161,48,38,41,41,36,32,54,864,60,312,1384,1404,860,819,846,860,255,282,305,315,254,188,477,8621,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,0,3,16,Migratory - Offshore - Shipping (Vic.)
299,0,0,3,0,0,0,3,3,0,0,0,0,3,8,3,23,0,0,4,0,4,7,7,0,0,0,0,0,0,8,0,30,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,3,7,3,0,3,3,0,4,4,8,3,38,0,0,0,0,0,4,0,4,3,0,0,0,5,3,3,22,0,0,0,3,0,3,3,0,0,0,0,3,3,3,3,21,0,6,30,63,47,30,20,12,3,3,6,15,39,113,38,425,0,0,0,0,4,3,9,0,0,0,0,5,4,20,7,52,0,0,0,0,4,29,17,8,3,0,10,4,8,0,11,94,0,3,7,14,22,33,40,55,13,14,18,41,55,86,77,478,3,15,82,144,128,202,206,153,47,60,104,124,224,446,293,2231,Special Purpose Codes SA4 (Vic.)
301,0,0,6,20,42,31,44,33,5,5,3,3,4,4,9,209,4,0,14,35,107,191,491,730,184,250,359,224,143,76,60,2868,0,3,16,39,16,9,13,3,0,0,3,0,0,0,0,102,4,4,12,14,47,46,53,76,22,9,31,25,22,4,18,387,0,0,0,0,13,20,55,60,15,10,19,23,15,3,12,245,0,0,0,8,8,14,18,13,6,0,0,0,0,0,3,70,75,435,1278,2960,2054,1872,1551,1903,606,742,688,513,403,194,661,15935,0,11,13,54,117,99,111,127,29,14,42,39,31,39,42,768,0,0,0,0,65,110,67,25,17,8,3,14,8,0,13,330,14,146,349,572,774,851,805,700,189,161,235,166,141,88,231,5422,140,972,3018,4938,5187,6914,7009,6609,1827,2141,2569,1799,1512,940,1991,47566,Brisbane - East
302,0,3,7,16,54,28,29,57,8,21,17,4,7,7,15,273,0,3,3,20,78,175,221,261,63,96,137,104,61,39,24,1285,0,11,17,23,10,10,37,0,0,0,0,0,0,0,4,112,0,4,12,65,61,84,88,42,15,32,36,46,34,23,17,559,0,0,0,0,10,45,70,47,36,45,48,51,27,29,16,424,0,0,0,3,3,8,12,9,3,3,6,0,0,0,7,54,73,303,754,1571,1069,971,792,732,218,240,240,229,182,76,425,7875,0,0,10,36,59,87,104,90,35,17,35,37,38,27,13,588,0,0,3,0,99,121,60,24,8,12,3,5,19,14,24,392,12,98,162,384,787,901,1120,1044,319,443,433,429,369,174,338,7013,159,794,2291,3315,4031,6084,6397,5166,1606,2362,2794,2549,1661,962,1958,42129,Brisbane - North
303,3,3,8,25,98,167,167,211,56,52,55,62,43,30,25,1005,4,0,19,39,210,344,595,767,169,190,334,176,131,83,73,3134,3,10,35,131,85,31,219,18,3,3,0,5,0,0,19,562,0,5,7,59,76,258,313,210,110,157,184,86,127,85,49,1726,0,0,0,4,21,85,136,97,43,37,57,67,33,20,41,641,0,0,3,12,30,30,45,22,0,3,7,7,13,4,13,189,94,399,1096,2270,1698,1592,1225,926,310,260,339,256,229,126,528,11348,0,7,13,80,145,141,174,167,43,49,55,71,76,56,30,1107,0,0,8,10,766,1298,614,137,60,55,105,124,89,48,171,3485,24,284,434,903,1652,3343,5338,4090,1032,1178,1326,1321,1230,783,884,23822,222,1348,3634,5790,7928,15404,19312,15369,4489,5513,7574,6903,5225,3025,4308,106044,Brisbane - South
304,0,6,5,19,79,92,132,172,34,47,61,102,187,176,34,1146,0,0,13,46,182,366,841,874,153,244,293,199,111,62,56,3440,0,3,3,15,13,11,18,0,0,3,3,0,0,0,3,72,0,3,9,48,68,224,268,88,29,40,51,36,22,47,8,941,0,0,0,5,21,45,40,73,21,16,14,19,24,17,11,306,0,3,0,3,7,10,21,10,0,3,3,0,0,3,5,68,48,257,654,1758,1380,1445,1525,1307,390,412,388,344,288,150,407,10753,4,7,21,74,145,138,244,246,56,38,77,75,102,74,55,1356,3,0,3,6,300,427,152,50,17,18,20,54,84,64,39,1237,8,115,156,397,740,1207,1475,1172,286,318,474,500,538,381,250,8017,110,742,1604,3346,4498,7083,8076,6430,1695,2133,2668,2628,2676,1839,1552,47080,Brisbane - West
305,0,0,5,14,62,88,72,118,26,21,48,67,79,83,26,709,0,3,9,44,141,278,346,326,73,88,139,94,125,88,37,1791,0,10,13,31,17,9,41,8,3,0,0,0,0,0,4,136,0,0,14,29,40,82,47,45,29,48,53,53,57,34,12,543,0,0,0,5,16,66,99,140,34,66,66,72,72,27,38,701,0,0,0,11,11,7,23,16,3,5,22,18,22,3,5,146,56,186,624,1496,1317,1480,1390,1257,321,385,504,517,685,498,512,11228,0,9,24,79,162,179,221,226,67,71,125,153,326,183,91,1916,0,3,3,4,220,246,102,31,22,33,45,32,61,47,32,881,10,145,190,493,801,1245,1318,1463,493,843,1140,1270,1348,970,628,12357,145,749,2213,3657,4757,7238,7105,6795,2219,3254,4780,4681,5299,3853,2920,59665,Brisbane Inner City
306,0,0,4,20,39,28,18,12,0,0,3,3,3,5,5,140,0,3,15,30,119,105,110,138,44,82,77,61,50,22,19,875,0,8,30,56,19,8,4,0,3,0,0,0,0,0,4,132,0,0,13,32,28,28,21,15,8,9,20,8,19,9,3,213,0,0,0,4,16,122,137,133,21,24,16,38,37,9,55,612,0,0,3,6,7,8,3,0,7,3,3,0,0,0,3,43,32,308,985,2158,1433,1247,1089,879,260,302,258,221,211,106,483,9972,0,10,23,84,144,119,151,101,22,26,30,39,43,32,27,851,0,0,0,0,18,38,18,21,19,14,17,28,8,5,26,212,12,126,350,734,1080,1245,1252,820,220,299,262,446,454,235,446,7981,215,905,3141,4764,4900,5946,5781,4226,1330,1604,1599,1721,1556,974,2165,40827,Cairns
