ogc_fid,institution,campus_name,address1,address2,suburb,state,postcode,country,street_address,provider_type,latitude,longitude
1,Batchelor Institute,Batchelor,,cnr Kirra Cres and Nurndina St,BATCHELOR,NT,845,Australia,"cnr Kirra Cres and Nurndina St, BATCHELOR, NT, 0845, Australia",TAFE,-13.047249,131.03221100000002
2,Batchelor Institute,The Desert Peoples Centre,,Desert People Centre,ALICE SPRINGS,NT,870,Australia,"Desert People Centre, ALICE SPRINGS, NT, 0870, Australia",TAFE,-23.759498,133.878311
3,Bendigo TAFE,Castlemaine,,65 Templeton Street,CASTLEMAINE,VIC,3450,Australia,"65 Templeton Street, CASTLEMAINE, VIC, 3450, Australia",TAFE,-37.063106,144.218984
4,Bendigo TAFE,Bendigo,,23 Mundy Street,BENDIGO,VIC,3550,Australia,"23 Mundy Street, BENDIGO, VIC, 3550, Australia",TAFE,-36.7573005,144.2832416
5,Bendigo TAFE,Charleston Road,,Charleston Road,BENDIGO,VIC,3550,Australia,"Charleston Road, BENDIGO, VIC, 3550, Australia",TAFE,-36.7524961,144.2949021
6,Bendigo TAFE,Echuca,,Cnr Hare & Darling Streets,ECHUCA,VIC,3564,Australia,"Cnr Hare & Darling Streets, ECHUCA, VIC, 3564, Australia",TAFE,-36.130217,144.750825
7,Bendigo TAFE and Kangan Institute,Bendigo TAFE - Bendigo Technical Education College (BTEC),,21 St. Andrews Avenue,BENDIGO,VIC,3550,Australia,"21 St. Andrews Avenue, BENDIGO, VIC, 3550, Australia",TAFE,-36.7602,144.284
8,Box Hill Institute,City,,253 Flinders Lane,MELBOURNE,VIC,3000,Australia,"253 Flinders Lane, MELBOURNE, VIC, 3000, Australia",TAFE,-37.81694088,144.96584140000002
9,Box Hill Institute,Box Hill,,465 Elgar Road,BOX HILL,VIC,3128,Australia,"465 Elgar Road, BOX HILL, VIC, 3128, Australia",TAFE,-37.81552,145.114738
10,Box Hill Institute,Whitehorse,,1000 Whitehorse Road,BOX HILL,VIC,3128,Australia,"1000 Whitehorse Road, BOX HILL, VIC, 3128, Australia",TAFE,-37.8187,145.126
11,Box Hill Institute,Nelson,,853 Whitehorse Road,BOX HILL,VIC,3128,Australia,"853 Whitehorse Road, BOX HILL, VIC, 3128, Australia",TAFE,-37.8166229,145.1192576
12,Box Hill Institute,Lilydale,,34 John Street,LILYDALE,VIC,3140,Australia,"34 John Street, LILYDALE, VIC, 3140, Australia",TAFE,-37.758694,145.34718600000002
13,Canberra Institute of Technology,CIT Woden,,160 Ainsworth Street,PHILLIP,ACT,2606,Australia,"160 Ainsworth Street, PHILLIP, ACT, 2606, Australia",TAFE,-35.348329,149.096518
14,Canberra Institute of Technology,CIT Fyshwick,,81 Mildura Street,FYSHWICK,ACT,2609,Australia,"81 Mildura Street, FYSHWICK, ACT, 2609, Australia",TAFE,-35.326935999999996,149.158466
15,Canberra Institute of Technology,CIT Reid,,37 Constitution Avenue,REID,ACT,2612,Australia,"37 Constitution Avenue, REID, ACT, 2612, Australia",TAFE,-35.286986999999996,149.1379209
16,Canberra Institute of Technology,CIT Bruce,,35 Vowels Crescent,BRUCE ,ACT,2617,Australia,"35 Vowels Crescent, BRUCE , ACT, 2617, Australia",TAFE,-35.249246,149.095689
17,Canberra Institute of Technology,CIT Tuggeranong,,205 Anketell Street,TUGGERANONG,ACT,2900,Australia,"205 Anketell Street, TUGGERANONG, ACT, 2900, Australia",TAFE,-35.4162774,149.068516
18,Canberra Institute of Technology,CIT Gungahlin,,25 Gozzard Street,GUNGAHLIN,ACT,2912,Australia,"25 Gozzard Street, GUNGAHLIN, ACT, 2912, Australia",TAFE,-35.186043,149.13172600000001
19,Central Regional TAFE,Northam,,Hutt Street,NORTHAM,WA,6401,Australia,"Hutt Street, NORTHAM, WA, 6401, Australia",TAFE,-31.643559999999997,116.664368
20,Central Regional TAFE,Merredin,,42 Throssell Road,MERREDIN,WA,6415,Australia,"42 Throssell Road, MERREDIN, WA, 6415, Australia",TAFE,-31.48668833,118.28426599999999
21,Central Regional TAFE,Kalgoorlie,,34 Cheetham Street Kalgoorlie,KALGOORLIE,WA,6430,Australia,"34 Cheetham Street Kalgoorlie, KALGOORLIE, WA, 6430, Australia",TAFE,-30.749625,121.4757872
22,Central Regional TAFE,Moora,,242 Berkshire Valley Road,MOORA,WA,6510,Australia,"242 Berkshire Valley Road, MOORA, WA, 6510, Australia",TAFE,-30.6382863,116.0152601
23,Central Regional TAFE,Technology Park,,Arthur Rd,GERALDTON,WA,6530,Australia,"Arthur Rd, GERALDTON, WA, 6530, Australia",TAFE,-28.801071000000004,114.697993
24,Central Regional TAFE,Geraldton,,173-175 Fitzgerald Street,GERALDTON,WA,6530,Australia,"173-175 Fitzgerald Street, GERALDTON, WA, 6530, Australia",TAFE,-28.786634999999997,114.60798
25,Central Regional TAFE,Central Regional TAFE,,175 Fitzgerald Street,GERALDTON,WA,6530,Australia,"175 Fitzgerald Street, GERALDTON, WA, 6530, Australia",TAFE,-28.786568,114.60842199999999
26,Central Regional TAFE,BCMI - Geraldton,,133 Willcock Drive Separation Point,GERALDTON,WA,6530,Australia,"133 Willcock Drive Separation Point, GERALDTON, WA, 6530, Australia",TAFE,-28.789905800000003,114.59794879999998
27,Central Regional TAFE,Wiluna Technical Centre,,Mudjon Street,WILUNA,WA,6646,Australia,"Mudjon Street, WILUNA, WA, 6646, Australia",TAFE,-26.598670000000002,120.22707
28,Central Regional TAFE,Carnarvon,,14 Camel Lane,CARNARVON,WA,6701,Australia,"14 Camel Lane, CARNARVON, WA, 6701, Australia",TAFE,-24.882628,113.656107
29,Central Regional TAFE,Exmouth,,5 Pellew Street,EXMOUTH,WA,6707,Australia,"5 Pellew Street, EXMOUTH, WA, 6707, Australia",TAFE,-21.9389358,114.12943119999998
30,Charles Darwin University,CDU Waterfront Darwin,,22 Kitchener Drive,DARWIN,NT,800,Australia,"22 Kitchener Drive, DARWIN, NT, 0800, Australia",TAFE,-12.467944300000001,130.84538700000002
31,Charles Darwin University,Casuarina,,Ellengowan Drive,CASUARINA,NT,810,Australia,"Ellengowan Drive, CASUARINA, NT, 0810, Australia",TAFE,-12.372836,130.870688
32,Charles Darwin University,Palmerston,,University Avenue,PALMERSTON,NT,830,Australia,"University Avenue, PALMERSTON, NT, 0830, Australia",TAFE,-12.475876,130.97863600000002
33,Charles Darwin University,Katherine Town Centre,,19 Second Street,KATHERINE,NT,851,Australia,"19 Second Street, KATHERINE, NT, 0851, Australia",TAFE,-14.461000899999998,132.2637258
34,Charles Darwin University,Tennant Creek Centre,,65 Staunton Street,TENNANT CREEK,NT,860,Australia,"65 Staunton Street, TENNANT CREEK, NT, 0860, Australia",TAFE,-19.65247,134.1955986
35,Charles Darwin University,Alice Springs,,17 Grevillea Dr,Sadadeen,NT,870,Australia,"17 Grevillea Dr, Sadadeen, NT, 0870, Australia",TAFE,-23.6983153,133.89733429999998
36,Charles Darwin University,Yulara Centre,,13 Winmati Street,YULARA,NT,872,Australia,"13 Winmati Street, YULARA, NT, 0872, Australia",TAFE,-25.234994,130.982947
37,Charles Darwin University,Nhulunbuy Campus,,Chesterfield Circuit,NHULUNBUY,NT,881,Australia,"Chesterfield Circuit, NHULUNBUY, NT, 0881, Australia",TAFE,-12.183099,136.784641
38,Chisholm Institute,Melbourne City,,35 Vowels Crescent,BRUCE,ACT,2617,Australia,"35 Vowels Crescent, BRUCE, ACT, 2617, Australia",TAFE,-35.248111200000004,149.0946633
39,Chisholm Institute,Melbourne City,,399 Lonsdale Street,MELBOURNE,VIC,3000,Australia,"399 Lonsdale Street, MELBOURNE, VIC, 3000, Australia",TAFE,-37.8130461,144.96068209999999
40,Chisholm Institute,Flinders Lane,,234 Flinders Lane,MELBOURNE,VIC,3000,Australia,"234 Flinders Lane, MELBOURNE, VIC, 3000, Australia",TAFE,-37.8174531,144.96378130000002
41,Chisholm Institute,Melbourne City,,399 Lonsdale Street,MELBOURNE,VIC,3000,Australia,"399 Lonsdale Street, MELBOURNE, VIC, 3000, Australia",TAFE,-37.8130461,144.96068209999999
42,Chisholm Institute,Flinders Lane,,234 Flinders Lane,MELBOURNE,VIC,3000,Australia,"234 Flinders Lane, MELBOURNE, VIC, 3000, Australia",TAFE,-37.81656454,144.9662619
43,Chisholm Institute,Flinders Lane,,Jarlo Drive,LILYDALE,VIC,3140,Australia,"Jarlo Drive, LILYDALE, VIC, 3140, Australia",TAFE,-37.765532,145.346824
44,Chisholm Institute,Springvale,,Corner Boulton Street and Springvale Road,SPRINGVALE,VIC,3171,Australia,"Corner Boulton Street and Springvale Road, SPRINGVALE, VIC, 3171, Australia",TAFE,-37.9452297,145.153445
45,Chisholm Institute,Chisholm@311,,311 Lonsdale Street,DANDENONG,VIC,3175,Australia,"311 Lonsdale Street, DANDENONG, VIC, 3175, Australia",TAFE,-37.986327100000004,145.2135824
46,Chisholm Institute,Dandenong,,121 Stud Road,DANDENONG,VIC,3175,Australia,"121 Stud Road, DANDENONG, VIC, 3175, Australia",TAFE,-37.975611,145.22193280000002
47,Chisholm Institute,Frankston,,Fletcher Road,FRANKSTON,VIC,3199,Australia,"Fletcher Road, FRANKSTON, VIC, 3199, Australia",TAFE,-38.1436117,145.1270729
48,Chisholm Institute,Berwick,,Cnr Clyde Road and Kangan Drive,BERWICK,VIC,3806,Australia,"Cnr Clyde Road and Kangan Drive, BERWICK, VIC, 3806, Australia",TAFE,-38.042536,145.3435417
49,Chisholm Institute,Mornington Peninsula,,Boneo Road,ROSEBUD,VIC,3939,Australia,"Boneo Road, ROSEBUD, VIC, 3939, Australia",TAFE,-38.3838959,144.8881818
50,Chisholm Institute,Cranbourne,,New Holland Drive,CRANBOURNE,VIC,3977,Australia,"New Holland Drive, CRANBOURNE, VIC, 3977, Australia",TAFE,-38.110234999999996,145.294673
51,Chisholm Institute,Bass Coast,,Cnr Bass Highway & South Dudley Road,WONTHAGGI,VIC,3995,Australia,"Cnr Bass Highway & South Dudley Road, WONTHAGGI, VIC, 3995, Australia",TAFE,-38.589665000000004,145.581253
52,Federation Training,Chadstone,,41 Drummond Street,CHADSTONE,VIC,3148,Australia,"41 Drummond Street, CHADSTONE, VIC, 3148, Australia",TAFE,-37.885999999999996,145.092
53,Federation Training,Warragul,,116-118 Queen Street,WARRAGUL,VIC,3820,Australia,"116-118 Queen Street, WARRAGUL, VIC, 3820, Australia",TAFE,-38.1643013,145.93268769999997
54,Federation Training,Yallourn,,Monash Road,NEWBOROUGH,VIC,3825,Australia,"Monash Road, NEWBOROUGH, VIC, 3825, Australia",TAFE,-38.175824,146.307536
55,Federation Training,Morwell,,Cnr Princes Drive and Monash Way,MORWELL,VIC,3840,Australia,"Cnr Princes Drive and Monash Way, MORWELL, VIC, 3840, Australia",TAFE,-38.239774,146.421706
56,Federation Training,Traralgon,,49-63 Princes Street,TRARALGON,VIC,3844,Australia,"49-63 Princes Street, TRARALGON, VIC, 3844, Australia",TAFE,-38.19891,146.53699
57,Federation Training,Sale,,Williams Drive,FULHAM,VIC,3851,Australia,"Williams Drive, FULHAM, VIC, 3851, Australia",TAFE,-38.097555,146.964946
58,Federation Training,Bairnsdale,,48 Main St,BAIRNSDALE,VIC,3875,Australia,"48 Main St, BAIRNSDALE, VIC, 3875, Australia",TAFE,-37.824934000000006,147.63531
59,Federation Training,Forestec,,27 Scriveners Road,KALIMNA WEST,VIC,3909,Australia,"27 Scriveners Road, KALIMNA WEST, VIC, 3909, Australia",TAFE,-37.8401785,147.9275304
60,Federation Training,Lakes Entrance (SEAMEC),,Bullock Island Road,LAKES ENTRANCE,VIC,3909,Australia,"Bullock Island Road, LAKES ENTRANCE, VIC, 3909, Australia",TAFE,-37.8837994,147.97133019999998
61,Federation Training,Leongatha,,Nerrena Road,LEONGATHA,VIC,3953,Australia,"Nerrena Road, LEONGATHA, VIC, 3953, Australia",TAFE,-38.478491999999996,145.96448
62,Gordon Institute of TAFE,Hoppers Crossing,,195 Old Geelong Road,HOPPERS CROSSING,VIC,3029,Australia,"195 Old Geelong Road, HOPPERS CROSSING, VIC, 3029, Australia",TAFE,-37.877338,144.711357
63,Gordon Institute of TAFE,Werribee,,24 Watton Street,WERRIBEE,VIC,3030,Australia,"24 Watton Street, WERRIBEE, VIC, 3030, Australia",TAFE,-37.901394599999996,144.6608731
64,Gordon Institute of TAFE,Werribee Learning Centre,,9 Bridge Street,WERRIBEE,VIC,3030,Australia,"9 Bridge Street, WERRIBEE, VIC, 3030, Australia",TAFE,-37.902868,144.66031759999998
65,Gordon Institute of TAFE,East Geelong,,Boundary Road,EAST GEELONG,VIC,3219,Australia,"Boundary Road, EAST GEELONG, VIC, 3219, Australia",TAFE,-38.174141,144.38279599999998
66,Gordon Institute of TAFE,Geelong City,,2 Fenwick Street,GEELONG,VIC,3220,Australia,"2 Fenwick Street, GEELONG, VIC, 3220, Australia",TAFE,-38.146091,144.355255
67,Gordon Institute of TAFE,Colac,,173 Queen Street,COLAC,VIC,3250,Australia,"173 Queen Street, COLAC, VIC, 3250, Australia",TAFE,-38.3523381,143.5884655
68,Goulburn Ovens Institute of TAFE,Werribee,,3 Research Close,WERRIBEE,VIC,3030,Australia,"3 Research Close, WERRIBEE, VIC, 3030, Australia",TAFE,-37.892483,144.686638
69,Goulburn Ovens Institute of TAFE,Shepparton - Archer Street,,290 - 300 Archer Street,SHEPPARTON,VIC,3630,Australia,"290 - 300 Archer Street, SHEPPARTON, VIC, 3630, Australia",TAFE,-36.4019354,145.40876980000002
70,Goulburn Ovens Institute of TAFE,Shepparton - Fryers Street,,152-200 Fryers Street,SHEPPARTON,VIC,3630,Australia,"152-200 Fryers Street, SHEPPARTON, VIC, 3630, Australia",TAFE,-36.3799335,145.4049856
71,Goulburn Ovens Institute of TAFE,Goulburn Ovens Institute of TAFE,,Fryers St,SHEPPARTON,VIC,3630,Australia,"Fryers St, SHEPPARTON, VIC, 3630, Australia",TAFE,-36.380033000000005,145.40458999999998
72,Goulburn Ovens Institute of TAFE,William Orr,,Wanganui Road,SHEPPARTON,VIC,3630,Australia,"Wanganui Road, SHEPPARTON, VIC, 3630, Australia",TAFE,-36.34711,145.370898
73,Goulburn Ovens Institute of TAFE,Seymour,,Wallis Street,SEYMOUR,VIC,3660,Australia,"Wallis Street, SEYMOUR, VIC, 3660, Australia",TAFE,-37.022339,145.134527
74,Goulburn Ovens Institute of TAFE,Benalla,,57 Samaria Road,BENALLA,VIC,3672,Australia,"57 Samaria Road, BENALLA, VIC, 3672, Australia",TAFE,-36.554443,145.99680800000002
75,Goulburn Ovens Institute of TAFE,Wangaratta,,27 Docker Street,WANGARATTA,VIC,3677,Australia,"27 Docker Street, WANGARATTA, VIC, 3677, Australia",TAFE,-36.354686,146.31938
76,Goulburn Ovens Institute of TAFE,Rural Industries,,Tone Road,WANGARATTA,VIC,3677,Australia,"Tone Road, WANGARATTA, VIC, 3677, Australia",TAFE,-36.377012,146.28673799999999
77,Holmesglen Institute,City,,332 St Kilda Road,SOUTHBANK,VIC,3006,Australia,"332 St Kilda Road, SOUTHBANK, VIC, 3006, Australia",TAFE,-37.829759,144.97092
78,Holmesglen Institute,North Melbourne,,200 Arden Street,NORTH MELBOURNE,VIC,3051,Australia,"200 Arden Street, NORTH MELBOURNE, VIC, 3051, Australia",TAFE,-37.8001492,144.944751
79,Holmesglen Institute,Holmesglen Institute,,1 Batesford Rd,CHADSTONE,VIC,3148,Australia,"1 Batesford Rd, CHADSTONE, VIC, 3148, Australia",TAFE,-37.876341,145.08629399999998
80,Holmesglen Institute,Head office,,Batesford Road,CHADSTONE,VIC,3148,Australia,"Batesford Road, CHADSTONE, VIC, 3148, Australia",TAFE,-37.87644,145.085409
81,Holmesglen Institute,Chadstone,,Cnr Batesford & Warrigal Roads,CHADSTONE,VIC,3148,Australia,"Cnr Batesford & Warrigal Roads, CHADSTONE, VIC, 3148, Australia",TAFE,-37.8761211,145.0864716
82,Holmesglen Institute,Waverley,,595 Waverley Road,GLEN WAVERLEY,VIC,3150,Australia,"595 Waverley Road, GLEN WAVERLEY, VIC, 3150, Australia",TAFE,-37.8853149,145.1544024
83,Holmesglen Institute,Bulli Street,,36 Bulli Street,MOORABBIN,VIC,3189,Australia,"36 Bulli Street, MOORABBIN, VIC, 3189, Australia",TAFE,-37.943407,145.054753
84,Holmesglen Institute,Moorabbin,,488 South Road,MOORABBIN,VIC,3189,Australia,"488 South Road, MOORABBIN, VIC, 3189, Australia",TAFE,-37.937393900000004,145.05063619999999
85,Holmesglen Institute,Eildon,,92 Moore Road,EILDON,VIC,3713,Australia,"92 Moore Road, EILDON, VIC, 3713, Australia",TAFE,-37.2686449,145.8804535
86,Hunter Institute,Gosford,,Cnr of Henry Parry Drive & Margin Street,Gosford,NSW,2250,Australia,"Cnr of Henry Parry Drive & Margin Street, Gosford, NSW, 2250, Australia",TAFE,-33.4283525,151.3438298
87,Hunter Institute,Ourimbah,,Brush Road,Ourimbah,NSW,2258,Australia,"Brush Road, Ourimbah, NSW, 2258, Australia",TAFE,-33.356577,151.376679
88,Hunter Institute,Wyong,,Porter Street,Wyong,NSW,2259,Australia,"Porter Street, Wyong, NSW, 2259, Australia",TAFE,-33.2782513,151.4193706
89,Hunter Institute,Belmont,,647 Pacific Highway,Belmont,NSW,2280,Australia,"647 Pacific Highway, Belmont, NSW, 2280, Australia",TAFE,-33.039269399999995,151.6596245
90,Hunter Institute,Glendale,,Frederick Street,Glendale,NSW,2285,Australia,"Frederick Street, Glendale, NSW, 2285, Australia",TAFE,-32.9249856,151.6392601
91,Hunter Institute,Newcastle,,266 Maitland Road,Tighes Hill,NSW,2297,Australia,"266 Maitland Road, Tighes Hill, NSW, 2297, Australia",TAFE,-32.908325899999994,151.7449189
92,Hunter Institute,Hamilton,,91 Parry Street Newcastle,West,NSW,2302,Australia,"91 Parry Street Newcastle, West, NSW, 2302, Australia",TAFE,-32.926343,151.7564311
93,Hunter Institute,Hunter Street,,590-608 Hunter Street Newcastle,West,NSW,2302,Australia,"590-608 Hunter Street Newcastle, West, NSW, 2302, Australia",TAFE,-32.9269694,151.7662459
94,Hunter Institute,Tomaree,,Salamander Way,Salamander Bay,NSW,2317,Australia,"Salamander Way, Salamander Bay, NSW, 2317, Australia",TAFE,-32.735623,152.11236200000002
127,Melbourne Polytechnic,Fairfield,,Yarra Bend Road,FAIRFIELD,VIC,3078,Australia,"Yarra Bend Road, FAIRFIELD, VIC, 3078, Australia",TAFE,-37.7875839,145.01142219999997
95,Hunter Institute,Maitland,,Cnr of New England Highway & Ferraby Drive,Metford,NSW,2323,Australia,"Cnr of New England Highway & Ferraby Drive, Metford, NSW, 2323, Australia",TAFE,-32.7750981,151.6144412
96,Hunter Institute,Cessnock,,Darwin Street,Cessnock,NSW,2325,Australia,"Darwin Street, Cessnock, NSW, 2325, Australia",TAFE,-32.837342,151.3523554
97,Hunter Institute,Kurri Kurri,,McLeod Road Kurri,Kurri,NSW,2327,Australia,"McLeod Road Kurri, Kurri, NSW, 2327, Australia",TAFE,-32.797077,151.49568200000002
98,Hunter Institute,Singleton,,York Street,Singleton,NSW,2330,Australia,"York Street, Singleton, NSW, 2330, Australia",TAFE,-32.5686401,151.17909419999998
99,Hunter Institute,Muswellbrook,,59 Maitland Street,Muswellbrook,NSW,2333,Australia,"59 Maitland Street, Muswellbrook, NSW, 2333, Australia",TAFE,-32.2741983,150.89244480000002
100,Hunter Institute,Scone,,2 Flemington Drive,Scone,NSW,2337,Australia,"2 Flemington Drive, Scone, NSW, 2337, Australia",TAFE,-32.031840700000004,150.8301512
101,Illawarra Institute,Wollongong West,,36 Gladstone Avenue,Wollongong,NSW,2500,Australia,"36 Gladstone Avenue, Wollongong, NSW, 2500, Australia",TAFE,-34.429398,150.8858369
102,Illawarra Institute,TAFE NSW - Illawarra Institute,,3 Rowland Avenue,WOLLONGONG WEST,NSW,2500,Australia,"3 Rowland Avenue, WOLLONGONG WEST, NSW, 2500, Australia",TAFE,-34.428849299999996,150.885579
103,Illawarra Institute,Wollongong,,Foleys Lane North,Wollongong,NSW,2500,Australia,"Foleys Lane North, Wollongong, NSW, 2500, Australia",TAFE,-34.4067156,150.88553159999998
104,Illawarra Institute,Shellharbour,,11 College Avenue,Oak Flats,NSW,2529,Australia,"11 College Avenue, Oak Flats, NSW, 2529, Australia",TAFE,-34.5605409,150.8384036
105,Illawarra Institute,Dapto,,145 Fowlers Road,Dapto,NSW,2530,Australia,"145 Fowlers Road, Dapto, NSW, 2530, Australia",TAFE,-34.4993301,150.7907976
106,Illawarra Institute,Yallah,,138 Marshall Mount Road,Yallah,NSW,2530,Australia,"138 Marshall Mount Road, Yallah, NSW, 2530, Australia",TAFE,-34.521086,150.77031530000002
107,Illawarra Institute,Moruya,,2857 Princes Highway,Moruya,NSW,2537,Australia,"2857 Princes Highway, Moruya, NSW, 2537, Australia",TAFE,-35.921620399999995,150.086487
108,Illawarra Institute,Ulladulla,,156 Green Street,Ulladulla,NSW,2539,Australia,"156 Green Street, Ulladulla, NSW, 2539, Australia",TAFE,-35.3555957,150.4587908
109,Illawarra Institute,Nowra,,60 Beinda Street,Bomaderry,NSW,2541,Australia,"60 Beinda Street, Bomaderry, NSW, 2541, Australia",TAFE,-34.85699,150.59943169999997
110,Illawarra Institute,Bega,,3-33 Barrack Street,Bega,NSW,2550,Australia,"3-33 Barrack Street, Bega, NSW, 2550, Australia",TAFE,-36.6820006,149.842857
111,Illawarra Institute,Moss Vale,,Kirkham Street,Moss Vale,NSW,2577,Australia,"Kirkham Street, Moss Vale, NSW, 2577, Australia",TAFE,-34.5539133,150.3755397
112,Illawarra Institute,Goulburn,,Cnr Verner & View Streets,Goulburn,NSW,2580,Australia,"Cnr Verner & View Streets, Goulburn, NSW, 2580, Australia",TAFE,-34.7491111,149.70511430000002
113,Illawarra Institute,Yass,,51 Church Street,Yass,NSW,2582,Australia,"51 Church Street, Yass, NSW, 2582, Australia",TAFE,-34.843996000000004,148.9152769
114,Illawarra Institute,Queanbeyan,,Cnr Buttle & MacQuoid Streets,Queanbeyan,NSW,2620,Australia,"Cnr Buttle & MacQuoid Streets, Queanbeyan, NSW, 2620, Australia",TAFE,-35.3497051,149.2448905
115,Illawarra Institute,Cooma,,66 Commissioner Street,Cooma,NSW,2630,Australia,"66 Commissioner Street, Cooma, NSW, 2630, Australia",TAFE,-36.23502979999999,149.1293364
116,Kangan Institute,Docklands,,1 Batman's Hill Drive,DOCKLANDS,VIC,3008,Australia,"1 Batman's Hill Drive, DOCKLANDS, VIC, 3008, Australia",TAFE,-37.8220736,144.9490642
117,Kangan Institute,Moonee Ponds,,21-31 Hall Street,MOONEE PONDS,VIC,3039,Australia,"21-31 Hall Street, MOONEE PONDS, VIC, 3039, Australia",TAFE,-37.765756,144.92281719999997
118,Kangan Institute,Essendon,,38 Buckley Street,ESSENDON,VIC,3040,Australia,"38 Buckley Street, ESSENDON, VIC, 3040, Australia",TAFE,-37.757134,144.923352
119,Kangan Institute,Broadmeadows,,Pearcedale Parade,BROADMEADOWS,VIC,3047,Australia,"Pearcedale Parade, BROADMEADOWS, VIC, 3047, Australia",TAFE,-37.677587,144.916577
120,Kangan Institute,Richmond,,85 Cremorne Street,RICHMOND,VIC,3121,Australia,"85 Cremorne Street, RICHMOND, VIC, 3121, Australia",TAFE,-37.827766,144.990849
121,Melbourne City College Australia,Melbourne,,120 Spencer Street,MELBOURNE,VIC,3000,Australia,"120 Spencer Street, MELBOURNE, VIC, 3000, Australia",TAFE,-37.818212200000005,144.9543022
122,Melbourne Polytechnic,Broadmeadows AMEP Centre,,Cnr Belfast & Blair Streets,BROADMEADOWS,VIC,3047,Australia,"Cnr Belfast & Blair Streets, BROADMEADOWS, VIC, 3047, Australia",TAFE,-37.742489899999995,144.99789840000003
123,Melbourne Polytechnic,Collingwood,,20 Otter Street,COLLINGWOOD,VIC,3066,Australia,"20 Otter Street, COLLINGWOOD, VIC, 3066, Australia",TAFE,-37.8004456,144.9855129
124,Melbourne Polytechnic,Preston,,77 St Georges Road,PRESTON,VIC,3072,Australia,"77 St Georges Road, PRESTON, VIC, 3072, Australia",TAFE,-37.742489899999995,144.99789840000003
125,Melbourne Polytechnic,Northland,,2-50 Murray Road,PRESTON,VIC,3072,Australia,"2-50 Murray Road, PRESTON, VIC, 3072, Australia",TAFE,-37.738503,145.030855
126,Melbourne Polytechnic,Epping,,Cnr Cooper Street & Dalton Road,EPPING,VIC,3076,Australia,"Cnr Cooper Street & Dalton Road, EPPING, VIC, 3076, Australia",TAFE,-37.6531173,145.03050290000002
128,Melbourne Polytechnic,Heidelberg,,Cnr Bell Street & Waterdale Road,HEIDELBERG WEST,VIC,3081,Australia,"Cnr Bell Street & Waterdale Road, HEIDELBERG WEST, VIC, 3081, Australia",TAFE,-37.750528,145.045331
129,Melbourne Polytechnic,Plenty Valley,,415 McDonalds Road,MILL PARK,VIC,3082,Australia,"415 McDonalds Road, MILL PARK, VIC, 3082, Australia",TAFE,-37.650726,145.069851
130,Melbourne Polytechnic,Greensborough,,Civic Drive,GREENSBOROUGH,VIC,3088,Australia,"Civic Drive, GREENSBOROUGH, VIC, 3088, Australia",TAFE,-37.687846,145.112211
131,Melbourne Polytechnic,Doncaster,,619 Doncaster Road,DONCASTER,VIC,3108,Australia,"619 Doncaster Road, DONCASTER, VIC, 3108, Australia",TAFE,-37.78588,145.125477
132,Melbourne Polytechnic,Prahran,,144 High Street,PRAHRAN,VIC,3181,Australia,"144 High Street, PRAHRAN, VIC, 3181, Australia",TAFE,-37.8525674,144.9919826
133,Melbourne Polytechnic,Ararat,,Grano Street,ARARAT,VIC,3377,Australia,"Grano Street, ARARAT, VIC, 3377, Australia",TAFE,-37.279624,142.95863300000002
134,Melbourne Polytechnic,Growling Frog Vineyard,,1910 Donnybrook Road,YAN YEAN,VIC,3755,Australia,"1910 Donnybrook Road, YAN YEAN, VIC, 3755, Australia",TAFE,-37.555947499999995,145.0910711
135,Melbourne Polytechnic,Northern Lodge,,Glen Robin Court,EDEN PARK,VIC,3757,Australia,"Glen Robin Court, EDEN PARK, VIC, 3757, Australia",TAFE,-37.505283,145.043221
136,New England Institute,Tamworth,,13 Janison Street,Tamworth,NSW,2340,Australia,"13 Janison Street, Tamworth, NSW, 2340, Australia",TAFE,-31.077798100000003,150.9359556
137,New England Institute,Quirindi,,Henry & East Streets,Quirindi,NSW,2343,Australia,"Henry & East Streets, Quirindi, NSW, 2343, Australia",TAFE,-31.5107094,150.690978
138,New England Institute,Armidale,,Beardy Street,Armidale,NSW,2350,Australia,"Beardy Street, Armidale, NSW, 2350, Australia",TAFE,-30.511947999999997,151.65963190000002
139,New England Institute,Coonabarabran,,16 Robertson Street,Coonabarabran,NSW,2357,Australia,"16 Robertson Street, Coonabarabran, NSW, 2357, Australia",TAFE,-31.275045000000002,149.27444340000002
140,New England Institute,Inverell,,Evans Street,Inverell,NSW,2360,Australia,"Evans Street, Inverell, NSW, 2360, Australia",TAFE,-29.774811800000002,151.1136267
141,New England Institute,Glen Innes,,65 Grey Street Glen,Innes,NSW,2370,Australia,"65 Grey Street Glen, Innes, NSW, 2370, Australia",TAFE,-29.746552,151.734668
142,New England Institute,Tenterfield,,High & East Streets,Tenterfield,NSW,2372,Australia,"High & East Streets, Tenterfield, NSW, 2372, Australia",TAFE,-29.054377000000002,152.027407
143,New England Institute,Gunnedah,,Hunter Street,Gunnedah,NSW,2380,Australia,"Hunter Street, Gunnedah, NSW, 2380, Australia",TAFE,-30.984299,150.246783
144,New England Institute,Narrabri,,85 Barwan Street,Narrabri,NSW,2390,Australia,"85 Barwan Street, Narrabri, NSW, 2390, Australia",TAFE,-30.325303,149.784232
