ogc_fid,institution,campus_name,address1,address2,suburb,state,postcode,country,street_address,provider_type,latitude,longitude
145,New England Institute,Moree,,22-38 Frome Street,Moree,NSW,2400,Australia,"22-38 Frome Street, Moree, NSW, 2400, Australia",TAFE,-29.462263800000002,149.843587
146,North Coast Institute,Great Lakes,,The Northern Parkway,Tuncurry,NSW,2428,Australia,"The Northern Parkway, Tuncurry, NSW, 2428, Australia",TAFE,-32.161281,152.494418
147,North Coast Institute,Taree,,Montgomery Crescent,Taree,NSW,2430,Australia,"Montgomery Crescent, Taree, NSW, 2430, Australia",TAFE,-31.9174086,152.446873
148,North Coast Institute,Kempsey,,58 Sea Street West,Kempsey,NSW,2440,Australia,"58 Sea Street West, Kempsey, NSW, 2440, Australia",TAFE,-31.070628000000003,152.8264249
149,North Coast Institute,Port Macquarie,,70 Widderson Street Port,Macquarie,NSW,2444,Australia,"70 Widderson Street Port, Macquarie, NSW, 2444, Australia",TAFE,-31.440087,152.890194
150,North Coast Institute,TAFE NSW - North Coast Institute,,70 Widderson Street,PORT MACQUARIE,NSW,2444,Australia,"70 Widderson Street, PORT MACQUARIE, NSW, 2444, Australia",TAFE,-31.440284000000002,152.890965
151,North Coast Institute,Wauchope,,Young Street,Wauchope,NSW,2446,Australia,"Young Street, Wauchope, NSW, 2446, Australia",TAFE,-31.4558645,152.7310795
152,North Coast Institute,Macksville,,5-9 West Street,Macksville,NSW,2447,Australia,"5-9 West Street, Macksville, NSW, 2447, Australia",TAFE,-30.708317699999995,152.9158351
153,North Coast Institute,Coffs Harbour,,Glenreagh Street,Coffs Harbour,NSW,2450,Australia,"Glenreagh Street, Coffs Harbour, NSW, 2450, Australia",TAFE,-30.301028000000002,153.1236
154,North Coast Institute,Coffs Harbour Education Campus (CHEC),,363 Hogbin Drive,Coffs Harbour,NSW,2450,Australia,"363 Hogbin Drive, Coffs Harbour, NSW, 2450, Australia",TAFE,-30.326346100000002,153.1017085
155,North Coast Institute,Grafton,,7 Clarence Street,Grafton,NSW,2460,Australia,"7 Clarence Street, Grafton, NSW, 2460, Australia",TAFE,-29.693568,152.939102
156,North Coast Institute,Trenayr,,Trenayr Road,JUNCTION HILL,NSW,2460,Australia,"Trenayr Road, JUNCTION HILL, NSW, 2460, Australia",TAFE,-29.620096000000004,152.947138
157,North Coast Institute,Maclean,,Wombah Street,Maclean,NSW,2463,Australia,"Wombah Street, Maclean, NSW, 2463, Australia",TAFE,-29.4663354,153.2029586
158,North Coast Institute,Casino,,144 Barker Street,Casino,NSW,2470,Australia,"144 Barker Street, Casino, NSW, 2470, Australia",TAFE,-28.8648876,153.0496229
159,North Coast Institute,Wollongbar,,Sneaths Road,Wollongbar,NSW,2477,Australia,"Sneaths Road, Wollongbar, NSW, 2477, Australia",TAFE,-28.815556400000002,153.4117264
160,North Coast Institute,Ballina,,154-164 Burnet Street,Ballina,NSW,2478,Australia,"154-164 Burnet Street, Ballina, NSW, 2478, Australia",TAFE,-28.8633971,153.55338659999998
161,North Coast Institute,Lismore,,64 Conway Street,Lismore,NSW,2480,Australia,"64 Conway Street, Lismore, NSW, 2480, Australia",TAFE,-28.8118799,153.2774459
162,North Coast Institute,Murwillumbah,,Murwillumbah Street,Murwillumbah,NSW,2484,Australia,"Murwillumbah Street, Murwillumbah, NSW, 2484, Australia",TAFE,-28.326414,153.3943601
163,North Coast Institute,Kingscliff,,Cudgen Road,Kingscliff,NSW,2487,Australia,"Cudgen Road, Kingscliff, NSW, 2487, Australia",TAFE,-28.265675899999994,153.5688579
164,North Metropolitan TAFE,Perth,,81 Mildura Street,FYSHWICK,ACT,2609,Australia,"81 Mildura Street, FYSHWICK, ACT, 2609, Australia",TAFE,-35.3268998,149.1579053
165,North Metropolitan TAFE,Perth - Northbridge,,25 Aberdeen Street,NORTHBRIDGE,WA,6003,Australia,"25 Aberdeen Street, NORTHBRIDGE, WA, 6003, Australia",TAFE,-31.948504800000002,115.8626199
166,North Metropolitan TAFE,East Perth,,140 Royal Street EAST,PERTH,WA,6004,Australia,"140 Royal Street EAST, PERTH, WA, 6004, Australia",TAFE,-31.951096999999997,115.87215900000001
167,North Metropolitan TAFE,Leederville,,Cnr of Richmond & Oxford Street,LEEDERVILLE,WA,6007,Australia,"Cnr of Richmond & Oxford Street, LEEDERVILLE, WA, 6007, Australia",TAFE,-31.933999199999995,115.84157330000001
168,North Metropolitan TAFE,Oral Health Centre - Nedlands,,17 Monash Avenue,NEDLANDS,WA,6009,Australia,"17 Monash Avenue, NEDLANDS, WA, 6009, Australia",TAFE,-31.969983000000003,115.815552
169,North Metropolitan TAFE,Joondalup - McLarty Avenue,,63 McLarty Avenue,JOONDALUP,WA,6027,Australia,"63 McLarty Avenue, JOONDALUP, WA, 6027, Australia",TAFE,-31.738746600000002,115.7648922
170,North Metropolitan TAFE,Joondalup - Kendrew Crescent,,35 Kendrew Cresent,JOONDALUP,WA,6027,Australia,"35 Kendrew Cresent, JOONDALUP, WA, 6027, Australia",TAFE,-31.7478596,115.7726817
171,North Metropolitan TAFE,Clarkson,,298 Connolly Drive,CLARKSON,WA,6030,Australia,"298 Connolly Drive, CLARKSON, WA, 6030, Australia",TAFE,-31.6787636,115.72652430000001
172,North Metropolitan TAFE,Mount Lawley,,Cnr Harold & Lord Streets,MOUNT LAWLEY,WA,6050,Australia,"Cnr Harold & Lord Streets, MOUNT LAWLEY, WA, 6050, Australia",TAFE,-31.939844,115.87570600000001
173,North Metropolitan TAFE,Balga,,18 Loxwood Road,BALGA,WA,6061,Australia,"18 Loxwood Road, BALGA, WA, 6061, Australia",TAFE,-31.8629918,115.8534331
174,North Metropolitan TAFE,Midland,,Cnr Lloyd Street & Eddie Barron Drive ,MIDLAND DC,WA,6936,Australia,"Cnr Lloyd Street & Eddie Barron Drive , MIDLAND DC, WA, 6936, Australia",TAFE,-31.878211999999998,116.01913200000001
175,North Regional TAFE,North Regional TAFE,,16 Parkland Road,OSBORNE PARK,WA,6017,Australia,"16 Parkland Road, OSBORNE PARK, WA, 6017, Australia",TAFE,-31.916537599999998,115.8159591
176,North Regional TAFE,Karratha,,Dampier Road,KARRATHA,WA,6714,Australia,"Dampier Road, KARRATHA, WA, 6714, Australia",TAFE,-20.746019,116.823053
177,North Regional TAFE,Minurmarghali Mia,,Fraser Street,ROEBOURNE,WA,6718,Australia,"Fraser Street, ROEBOURNE, WA, 6718, Australia",TAFE,-20.768579000000003,117.142835
178,North Regional TAFE,Pundulmurra,,Parker Street,SOUTH HEDLAND,WA,6722,Australia,"Parker Street, SOUTH HEDLAND, WA, 6722, Australia",TAFE,-20.397040899999997,118.60039440000001
179,North Regional TAFE,South Hedland,,Hamilton Road,SOUTH HEDLAND,WA,6722,Australia,"Hamilton Road, SOUTH HEDLAND, WA, 6722, Australia",TAFE,-20.397433,118.60010700000001
180,North Regional TAFE,Broome,,68 Cable Beach Road,BROOME,WA,6725,Australia,"68 Cable Beach Road, BROOME, WA, 6725, Australia",TAFE,-17.94965,122.21906200000001
181,North Regional TAFE,Derby,,40 Clarendon Street,DERBY,WA,6728,Australia,"40 Clarendon Street, DERBY, WA, 6728, Australia",TAFE,-17.304937,123.628626
182,North Regional TAFE,Wyndham,,Sharpe Street,WYNDHAM,WA,6740,Australia,"Sharpe Street, WYNDHAM, WA, 6740, Australia",TAFE,-15.486317699999999,128.1148673
183,North Regional TAFE,Kununurra,,Coolibah Drive,KUNUNURRA,WA,6743,Australia,"Coolibah Drive, KUNUNURRA, WA, 6743, Australia",TAFE,-15.770775800000001,128.7347093
184,North Regional TAFE,Tom Price,,Stadium Road,TOM PRICE,WA,6751,Australia,"Stadium Road, TOM PRICE, WA, 6751, Australia",TAFE,-22.694225,117.797546
185,North Regional TAFE,Newman,,Kalgan Drive,NEWMAN,WA,6753,Australia,"Kalgan Drive, NEWMAN, WA, 6753, Australia",TAFE,-23.359484,119.73878
186,North Regional TAFE,Fitzroy Crossing,,Flynn Drive,FITZROY CROSSING,WA,6765,Australia,"Flynn Drive, FITZROY CROSSING, WA, 6765, Australia",TAFE,-18.187864,125.56436699999999
187,North Regional TAFE,Halls Creek,,Terone Street,HALLS CREEK,WA,6770,Australia,"Terone Street, HALLS CREEK, WA, 6770, Australia",TAFE,-18.2258539,127.6705933
188,Northern Sydney Institute,Crows Nest,,149 West Street,CROWS NEST,NSW,2065,Australia,"149 West Street, CROWS NEST, NSW, 2065, Australia",TAFE,-33.827409,151.207736
189,Northern Sydney Institute,St Leonards,,213 Pacific Highway St,Leonards,NSW,2065,Australia,"213 Pacific Highway St, Leonards, NSW, 2065, Australia",TAFE,-33.820992100000005,151.1865354
190,Northern Sydney Institute,Bradfield,,213 Pacific Highway St,Leonards,NSW,2065,Australia,"213 Pacific Highway St, Leonards, NSW, 2065, Australia",TAFE,-33.8209033,151.1865228
191,Northern Sydney Institute,TAFE NSW - Northern Sydney Institute,,213 Pacific Highway,ST LEONARDS,NSW,2065,Australia,"213 Pacific Highway, ST LEONARDS, NSW, 2065, Australia",TAFE,-33.8209033,151.1865228
192,Northern Sydney Institute,Hornsby,,205 Peats Ferry Road,Hornsby,NSW,2077,Australia,"205 Peats Ferry Road, Hornsby, NSW, 2077, Australia",TAFE,-33.699852899999996,151.0967319
193,Northern Sydney Institute,Northern Beaches,,154 Old Pittwater Road,Brookvale,NSW,2100,Australia,"154 Old Pittwater Road, Brookvale, NSW, 2100, Australia",TAFE,-33.7688247,151.2631437
194,Northern Sydney Institute,Ryde,,250 Blaxland Road,Ryde,NSW,2112,Australia,"250 Blaxland Road, Ryde, NSW, 2112, Australia",TAFE,-33.806867600000004,151.1041841
195,Northern Sydney Institute,Meadowbank,,See Street,Meadowbank,NSW,2114,Australia,"See Street, Meadowbank, NSW, 2114, Australia",TAFE,-33.8150554,151.09141530000002
196,Open Training and Education Network (OTEN),TAFE NSW - Open Training andamp; Education Network (OTEN),,51 Wentworth Rd,STRATHFIELD,NSW,2135,Australia,"51 Wentworth Rd, STRATHFIELD, NSW, 2135, Australia",TAFE,-33.8733957,151.0973122
197,Queensland Agricultural Training Colleges,Queensland Agricultural Training Colleges,,203 Tor St,WILSONTON HEIGHTS,QLD,4350,Australia,"203 Tor St, WILSONTON HEIGHTS, QLD, 4350, Australia",TAFE,-27.534810200000003,151.9293553
198,Queensland Agricultural Training Colleges,Toowoomba Training Hub,,203 Tor Street,WILSONTON HEIGHTS,QLD,4350,Australia,"203 Tor Street, WILSONTON HEIGHTS, QLD, 4350, Australia",TAFE,-27.534810200000003,151.9293553
199,Queensland Agricultural Training Colleges,Dalby Training Hub,,463 Bunya Highway,DALBY,QLD,4405,Australia,"463 Bunya Highway, DALBY, QLD, 4405, Australia",TAFE,-27.154776000000002,151.281614
200,Queensland Agricultural Training Colleges,Bundaberg Training Hub,,49 Ashfield Road,KALKIE,QLD,4670,Australia,"49 Ashfield Road, KALKIE, QLD, 4670, Australia",TAFE,-24.8503803,152.39992560000002
201,Queensland Agricultural Training Colleges,Emerald Agricultural College,,26274 Capricorn Highway,EMERALD,QLD,4720,Australia,"26274 Capricorn Highway, EMERALD, QLD, 4720, Australia",TAFE,-23.539005,148.185405
202,Queensland Agricultural Training Colleges,Longreach Pastoral College,,10311 Landsborough Highway,LONGREACH,QLD,4730,Australia,"10311 Landsborough Highway, LONGREACH, QLD, 4730, Australia",TAFE,-23.442372,144.287054
203,Queensland Agricultural Training Colleges,Mackay Training Hub,,120 Wood Street,MACKAY,QLD,4740,Australia,"120 Wood Street, MACKAY, QLD, 4740, Australia",TAFE,-21.144595000000002,149.184993
204,Queensland Agricultural Training Colleges,Ayr Training Hub,,126 Giddy Road,AYR,QLD,4807,Australia,"126 Giddy Road, AYR, QLD, 4807, Australia",TAFE,-19.619072,147.378955
205,Queensland Agricultural Training Colleges,Walkamin Training Hub,,10 Morganbury Road,WALKAMIN,QLD,4872,Australia,"10 Morganbury Road, WALKAMIN, QLD, 4872, Australia",TAFE,-17.1330094,145.4164066
206,Riverina Institute of TAFE,Cootamundra,,117-119 Mackay Street,Cootamundra,NSW,2590,Australia,"117-119 Mackay Street, Cootamundra, NSW, 2590, Australia",TAFE,-34.634659,148.015899
207,Riverina Institute of TAFE,Young,,Caple Street,Young,NSW,2594,Australia,"Caple Street, Young, NSW, 2594, Australia",TAFE,-34.3164099,148.29122619999998
208,Riverina Institute of TAFE,Albury,,Poole Street,Albury,NSW,2640,Australia,"Poole Street, Albury, NSW, 2640, Australia",TAFE,-36.0694963,146.91162590000002
209,Riverina Institute of TAFE,National Environmental Centre,,Ettamogah Road,Thurgoona,NSW,2640,Australia,"Ettamogah Road, Thurgoona, NSW, 2640, Australia",TAFE,-36.0266262,146.9938069
210,Riverina Institute of TAFE,Corowa,,2 Murray Street,Corowa,NSW,2646,Australia,"2 Murray Street, Corowa, NSW, 2646, Australia",TAFE,-35.99505,146.393007
211,Riverina Institute of TAFE,Primary Industries Centre,,Coolamon Road,Wagga Wagga,NSW,2650,Australia,"Coolamon Road, Wagga Wagga, NSW, 2650, Australia",TAFE,-35.065467100000006,147.376217
212,Riverina Institute of TAFE,Wagga Wagga,,Macleay & Coleman Streets,Wagga Wagga,NSW,2650,Australia,"Macleay & Coleman Streets, Wagga Wagga, NSW, 2650, Australia",TAFE,-35.124420799999996,147.3663243
213,Riverina Institute of TAFE,Riverina Institute of TAFE,,Cnr Macleay and Coleman Streets,WAGGA WAGGA,NSW,2650,Australia,"Cnr Macleay and Coleman Streets, WAGGA WAGGA, NSW, 2650, Australia",TAFE,-35.124466,147.366333
214,Riverina Institute of TAFE,Temora,,160-180 Kitchener Road,Temora,NSW,2666,Australia,"160-180 Kitchener Road, Temora, NSW, 2666, Australia",TAFE,-34.4409766,147.5430112
215,Riverina Institute of TAFE,West Wyalong,,86 Wootten Street,West Wyalong,NSW,2671,Australia,"86 Wootten Street, West Wyalong, NSW, 2671, Australia",TAFE,-33.916451,147.19913200000002
216,Riverina Institute of TAFE,Lake Cargelligo,,Yelkin Street Lake,Cargelligo,NSW,2672,Australia,"Yelkin Street Lake, Cargelligo, NSW, 2672, Australia",TAFE,-33.2937615,146.3771421
217,Riverina Institute of TAFE,Griffith,,Neville Place,Griffith,NSW,2680,Australia,"Neville Place, Griffith, NSW, 2680, Australia",TAFE,-34.2871995,146.03644690000002
218,Riverina Institute of TAFE,Narrandera,,54-68 Elwin Street,Narrandera,NSW,2700,Australia,"54-68 Elwin Street, Narrandera, NSW, 2700, Australia",TAFE,-34.7417758,146.5472792
219,Riverina Institute of TAFE,Leeton,,Palm Avenue,Leeton,NSW,2705,Australia,"Palm Avenue, Leeton, NSW, 2705, Australia",TAFE,-34.544925,146.40688
220,Riverina Institute of TAFE,Deniliquin,,Poictiers & Macauley Streets,Deniliquin,NSW,2710,Australia,"Poictiers & Macauley Streets, Deniliquin, NSW, 2710, Australia",TAFE,-35.526452,144.956923
221,Riverina Institute of TAFE,Hay,,178-182 Lachlan Street,Hay,NSW,2711,Australia,"178-182 Lachlan Street, Hay, NSW, 2711, Australia",TAFE,-34.5074157,144.8434466
222,Riverina Institute of TAFE,Finley,,60-68 Denison Street,Finley,NSW,2713,Australia,"60-68 Denison Street, Finley, NSW, 2713, Australia",TAFE,-35.642396000000005,145.576061
223,Riverina Institute of TAFE,Coomealla,,Silver City Highway,Dareton,NSW,2717,Australia,"Silver City Highway, Dareton, NSW, 2717, Australia",TAFE,-34.0954839,142.0611347
224,Riverina Institute of TAFE,Tumut,,Capper & Howick Streets,Tumut,NSW,2720,Australia,"Capper & Howick Streets, Tumut, NSW, 2720, Australia",TAFE,-35.305906,148.221976
225,RMIT University - TAFE,City,,124 La Trobe Street,MELBOURNE,VIC,3000,Australia,"124 La Trobe Street, MELBOURNE, VIC, 3000, Australia",TAFE,-37.8076138,144.9637514
226,RMIT University - TAFE,Point Cook Airfield,,RAAF Williams Base,POINT COOK,VIC,3030,Australia,"RAAF Williams Base, POINT COOK, VIC, 3030, Australia",TAFE,-37.9288501,144.7490832
227,RMIT University - TAFE,Brunswick,,25 Dawson Street,BRUNSWICK,VIC,3056,Australia,"25 Dawson Street, BRUNSWICK, VIC, 3056, Australia",TAFE,-37.7718389,144.957932
228,RMIT University - TAFE,Bundoora,,Plenty Road,BUNDOORA,VIC,3083,Australia,"Plenty Road, BUNDOORA, VIC, 3083, Australia",TAFE,-37.681137,145.063605
229,South Metropolitan TAFE,Carlisle,,Cnr Oats & Bank Streets,CARLISLE,WA,6101,Australia,"Cnr Oats & Bank Streets, CARLISLE, WA, 6101, Australia",TAFE,-31.987036600000003,115.9149863
230,South Metropolitan TAFE,Bentley,,48 Hayman Road,BENTLEY,WA,6102,Australia,"48 Hayman Road, BENTLEY, WA, 6102, Australia",TAFE,-31.9989706,115.895439
231,South Metropolitan TAFE,Thornlie,,44 Burslem Drive,THORNLIE,WA,6108,Australia,"44 Burslem Drive, THORNLIE, WA, 6108, Australia",TAFE,-32.0601076,115.97462479999999
232,South Metropolitan TAFE,Armadale,,40 Commerce Avenue,ARMADALE,WA,6112,Australia,"40 Commerce Avenue, ARMADALE, WA, 6112, Australia",TAFE,-32.1558054,116.01321840000001
233,South Metropolitan TAFE,Murdoch,,130 Murdoch Drive,MURDOCH,WA,6150,Australia,"130 Murdoch Drive, MURDOCH, WA, 6150, Australia",TAFE,-32.073471000000005,115.8458459
234,South Metropolitan TAFE,South Metropolitan TAFE,,Jennalup Street,MURDOCH,WA,6150,Australia,"Jennalup Street, MURDOCH, WA, 6150, Australia",TAFE,-32.073619,115.84560400000001
235,South Metropolitan TAFE,Fremantle Maritime Centre,,1 Fleet Street,FREMANTLE,WA,6160,Australia,"1 Fleet Street, FREMANTLE, WA, 6160, Australia",TAFE,-32.0557706,115.73966850000001
236,South Metropolitan TAFE,Beaconsfield,,15 Grosvenor Street,BEACONSFIELD,WA,6162,Australia,"15 Grosvenor Street, BEACONSFIELD, WA, 6162, Australia",TAFE,-32.066180800000005,115.766598
237,South Metropolitan TAFE,Aerospace Training Centre,,Hope Road,JANDAKOT,WA,6164,Australia,"Hope Road, JANDAKOT, WA, 6164, Australia",TAFE,-32.0957917,115.8762021
238,South Metropolitan TAFE,Henderson,,12 Egmont Road,HENDERSON,WA,6166,Australia,"12 Egmont Road, HENDERSON, WA, 6166, Australia",TAFE,-32.152094399999996,115.7739348
239,South Metropolitan TAFE,Munster,,9 Gardiner Avenue,MUNSTER,WA,6166,Australia,"9 Gardiner Avenue, MUNSTER, WA, 6166, Australia",TAFE,-32.1432403,115.78837140000002
240,South Metropolitan TAFE,Kwinana,,Cnr Gilmore Avenue & Sulphur Road,ORELIA,WA,6167,Australia,"Cnr Gilmore Avenue & Sulphur Road, ORELIA, WA, 6167, Australia",TAFE,-32.2391488,115.81363359999999
241,South Metropolitan TAFE,Rockingham,,Simpson Avenue,ROCKINGHAM,WA,6168,Australia,"Simpson Avenue, ROCKINGHAM, WA, 6168, Australia",TAFE,-32.2791186,115.7580457
242,South Metropolitan TAFE,Mandurah,,Education Drive,MANDURAH,WA,6210,Australia,"Education Drive, MANDURAH, WA, 6210, Australia",TAFE,-32.5169847,115.75588130000001
243,South Regional TAFE,Harvey,,Cnr Uduc Road & South West Highway,HARVEY,WA,6220,Australia,"Cnr Uduc Road & South West Highway, HARVEY, WA, 6220, Australia",TAFE,-33.081874,115.905622
244,South Regional TAFE,Collie,,43 Wittenoom Street,COLLIE,WA,6225,Australia,"43 Wittenoom Street, COLLIE, WA, 6225, Australia",TAFE,-33.3631666,116.1578713
245,South Regional TAFE,Bunbury,,Robertson Drive,BUNBURY,WA,6230,Australia,"Robertson Drive, BUNBURY, WA, 6230, Australia",TAFE,-33.365534000000004,115.65696100000001
246,South Regional TAFE,Manjimup,,Graphite Road,MANJIMUP,WA,6258,Australia,"Graphite Road, MANJIMUP, WA, 6258, Australia",TAFE,-34.2328513,116.13422279999999
247,South Regional TAFE,Busselton,,2 South Street,BUSSELTON,WA,6280,Australia,"2 South Street, BUSSELTON, WA, 6280, Australia",TAFE,-33.6576937,115.32775819999999
248,South Regional TAFE,Margaret River Education,,Tunbridge Street,MARGARET RIVER,WA,6285,Australia,"Tunbridge Street, MARGARET RIVER, WA, 6285, Australia",TAFE,-33.9570716,115.07403500000001
249,South Regional TAFE,Narrogin,,59 Fortune Street,NARROGIN,WA,6312,Australia,"59 Fortune Street, NARROGIN, WA, 6312, Australia",TAFE,-32.93497039,117.1745803
250,South Regional TAFE,Katanning,,9 Dore Street,KATANNING,WA,6317,Australia,"9 Dore Street, KATANNING, WA, 6317, Australia",TAFE,-33.691025,117.557135
251,South Regional TAFE,Mt Barker,Community Resource Centre,1 Lowood Road,MOUNT BARKER,WA,6324,Australia,"1 Lowood Road, MOUNT BARKER, WA, 6324, Australia",TAFE,-34.6230242,117.66059270000001
252,South Regional TAFE,Albany,,5 Anson Road,ALBANY,WA,6330,Australia,"5 Anson Road, ALBANY, WA, 6330, Australia",TAFE,-34.9922316,117.85788319999999
253,South Regional TAFE,Denmark,,South Coast Highway,DENMARK,WA,6333,Australia,"South Coast Highway, DENMARK, WA, 6333, Australia",TAFE,-34.958214,117.36461399999999
254,South Regional TAFE,Esperance,,Pink Lake Road,ESPERANCE,WA,6450,Australia,"Pink Lake Road, ESPERANCE, WA, 6450, Australia",TAFE,-33.859958,121.875674
255,South West TAFE,Colac,,Bromfield Street,COLAC,VIC,3250,Australia,"Bromfield Street, COLAC, VIC, 3250, Australia",TAFE,-38.341053,143.586618
256,South West TAFE,Glenormiston,,333 Glenormiston Road,GLENORMISTON SOUTH,VIC,3265,Australia,"333 Glenormiston Road, GLENORMISTON SOUTH, VIC, 3265, Australia",TAFE,-38.1709997,142.95873980000002
257,South West TAFE,South West TAFE,,197-205 Timor St,WARRNAMBOOL,VIC,3280,Australia,"197-205 Timor St, WARRNAMBOOL, VIC, 3280, Australia",TAFE,-38.385505,142.480487
258,South West TAFE,Sherwood Park,,Princes Highway,WARRNAMBOOL,VIC,3280,Australia,"Princes Highway, WARRNAMBOOL, VIC, 3280, Australia",TAFE,-38.388698,142.54136100000002
259,South West TAFE,Warrnambool,,Timor St,WARRNAMBOOL,VIC,3280,Australia,"Timor St, WARRNAMBOOL, VIC, 3280, Australia",TAFE,-38.38476,142.48031699999999
260,South West TAFE,Hamilton  (Ballarat Road),,200 Ballarat Road,HAMILTON,VIC,3300,Australia,"200 Ballarat Road, HAMILTON, VIC, 3300, Australia",TAFE,-37.743420799999996,142.0585037
261,South West TAFE,Portland,,154 Hurd Street,PORTLAND,VIC,3305,Australia,"154 Hurd Street, PORTLAND, VIC, 3305, Australia",TAFE,-38.3352791,141.60162219999998
262,South Western Sydney Institute,Lidcombe,,73 East Street,Lidcombe,NSW,2141,Australia,"73 East Street, Lidcombe, NSW, 2141, Australia",TAFE,-33.8784631,151.0465118
263,South Western Sydney Institute,Granville,,136 William Street,Granville,NSW,2142,Australia,"136 William Street, Granville, NSW, 2142, Australia",TAFE,-33.835896000000005,151.00453000000002
264,South Western Sydney Institute,Wetherill Park,,The Horsley Drive ,Wetherill Park,NSW,2164,Australia,"The Horsley Drive , Wetherill Park, NSW, 2164, Australia",TAFE,-33.8497405,150.9148455
265,South Western Sydney Institute,Miller,,Cnr Hoxton Park Road & Banks Road,Miller,NSW,2168,Australia,"Cnr Hoxton Park Road & Banks Road, Miller, NSW, 2168, Australia",TAFE,-33.926151399999995,150.873366
266,South Western Sydney Institute,Liverpool,,College Street,Liverpool,NSW,2170,Australia,"College Street, Liverpool, NSW, 2170, Australia",TAFE,-33.9233137,150.9271889
267,South Western Sydney Institute,Chullora,,Cnr Muir Road and Worth Street,CHULLORA,NSW,2190,Australia,"Cnr Muir Road and Worth Street, CHULLORA, NSW, 2190, Australia",TAFE,-33.893284,151.046817
268,South Western Sydney Institute,Bankstown,,500 Chapel Road,Bankstown,NSW,2200,Australia,"500 Chapel Road, Bankstown, NSW, 2200, Australia",TAFE,-33.9120005,151.03439980000002
269,South Western Sydney Institute,TAFE NSW - South Western Sydney Institute,,500 Chapel Street Bankstown College,BANKSTOWN,NSW,2200,Australia,"500 Chapel Street Bankstown College, BANKSTOWN, NSW, 2200, Australia",TAFE,-33.9120005,151.03439980000002
270,South Western Sydney Institute,Padstow,,Raine Road,Padstow,NSW,2211,Australia,"Raine Road, Padstow, NSW, 2211, Australia",TAFE,-33.948307,151.025757
271,South Western Sydney Institute,Campbelltown,,181 Narellan Road,Campbelltown,NSW,2560,Australia,"181 Narellan Road, Campbelltown, NSW, 2560, Australia",TAFE,-34.0674828,150.7985967
272,South Western Sydney Institute,Macquarie Fields,,32 Victoria Road,Macquarie Fields,NSW,2564,Australia,"32 Victoria Road, Macquarie Fields, NSW, 2564, Australia",TAFE,-33.9836931,150.8926832
273,Sunraysia Institute of TAFE,Mallee,,46 Oke Street,OUYEN,VIC,3490,Australia,"46 Oke Street, OUYEN, VIC, 3490, Australia",TAFE,-35.0698,142.315
274,Sunraysia Institute of TAFE,Mildura,,453 Benetook Avenue,MILDURA,VIC,3500,Australia,"453 Benetook Avenue, MILDURA, VIC, 3500, Australia",TAFE,-34.20326420000001,142.167583
275,Sunraysia Institute of TAFE,Sunraysia Institute of TAFE,,437-555 Benetook Avenue,MILDURA,VIC,3500,Australia,"437-555 Benetook Avenue, MILDURA, VIC, 3500, Australia",TAFE,-34.203423,142.168239
276,Sunraysia Institute of TAFE,Robinvale,,160 Bromley Road,ROBINVALE,VIC,3549,Australia,"160 Bromley Road, ROBINVALE, VIC, 3549, Australia",TAFE,-34.585325899999994,142.7709858
277,Sunraysia Institute of TAFE,Swan Hill,,64 Sea Lake-Swan Hill Road,SWAN HILL,VIC,3585,Australia,"64 Sea Lake-Swan Hill Road, SWAN HILL, VIC, 3585, Australia",TAFE,-35.3420037,143.5324859
278,Swinburne University of Technology - TAFE,Hawthorn,,John Street,HAWTHORN,VIC,3122,Australia,"John Street, HAWTHORN, VIC, 3122, Australia",TAFE,-37.8221504,145.03895459999998
279,Swinburne University of Technology - TAFE,Croydon,,12-50 Norton Road,CROYDON,VIC,3136,Australia,"12-50 Norton Road, CROYDON, VIC, 3136, Australia",TAFE,-37.8019063,145.28566899999998
280,Swinburne University of Technology - TAFE,Wantirna,,369 Stud Road,WANTIRNA,VIC,3140,Australia,"369 Stud Road, WANTIRNA, VIC, 3140, Australia",TAFE,-37.873484499999996,145.2348976
281,Sydney Institute,Ultimo,,651-731 Harris Street,Ultimo,NSW,2007,Australia,"651-731 Harris Street, Ultimo, NSW, 2007, Australia",TAFE,-33.881958600000004,151.1994771
282,Sydney Institute,TAFE NSW - Sydney Institute,,Building A Mary Ann Street,ULTIMO,NSW,2007,Australia,"Building A Mary Ann Street, ULTIMO, NSW, 2007, Australia",TAFE,-27.994913,153.391006
283,Sydney Institute,Eora,,333 Abercrombie Street,Chippendale,NSW,2008,Australia,"333 Abercrombie Street, Chippendale, NSW, 2008, Australia",TAFE,-33.891839700000006,151.1928791
284,Sydney Institute,Randwick,,Cnr of Darley Road & King Street,Randwick,NSW,2031,Australia,"Cnr of Darley Road & King Street, Randwick, NSW, 2031, Australia",TAFE,-33.905943,151.23264
285,Sydney Institute,Design Centre Enmore,,110 Edgeware Road,Enmore,NSW,2042,Australia,"110 Edgeware Road, Enmore, NSW, 2042, Australia",TAFE,-33.902482,151.1734236
286,Sydney Institute,Petersham,,27 Crystal Street,Petersham,NSW,2049,Australia,"27 Crystal Street, Petersham, NSW, 2049, Australia",TAFE,-33.889348,151.1589185
287,Sydney Institute,St George,,Cnr Princes Highway & President Avenue,Kogarah,NSW,2217,Australia,"Cnr Princes Highway & President Avenue, Kogarah, NSW, 2217, Australia",TAFE,-33.9647535,151.1379533
