sla_code_2006_,sla_name_2006_,irsd_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
305111637,Wynnum,996,703,6,51,QLD,223,5,47,856,1108,11719,0
312100555,Beaudesert (S) - Pt C,959,394,3,29,QLD,132,3,28,845,1075,11269,3
705102811,Gunn-Palmerston City,1098,1301,10,94,NT ,88,10,97,1096,1099,2380,0
305202005,Burpengary-Narangba,1046,1054,8,76,QLD,342,8,72,966,1132,22609,0
305304645,Tanah Merah,989,633,5,46,QLD,199,5,42,989,989,963,0
305202008,Caboolture (S) - Central,913,175,2,13,QLD,62,2,13,724,1047,18269,0
305202013,Caboolture (S) - East,994,684,5,49,QLD,214,5,45,895,1074,15534,0
305202014,Caboolture (S) - Hinterland,988,623,5,45,QLD,193,5,41,927,1083,6010,15
305202015,Caboolture (S) - Midwest,1057,1123,9,81,QLD,374,8,79,973,1100,13956,0
305202016,Deception Bay,926,211,2,16,QLD,72,2,16,753,1059,20365,0
305202018,Morayfield,954,345,3,25,QLD,114,3,24,801,1111,19816,0
305253962,Ipswich (C) - Central,955,357,3,26,QLD,119,3,25,701,1127,69952,0
305253965,Ipswich (C) - East,972,494,4,36,QLD,161,4,34,676,1144,50390,0
305253966,Ipswich (C) - North,1085,1258,10,91,QLD,424,9,89,1026,1137,7872,0
305253974,Ipswich (C) - South-West,987,616,5,45,QLD,192,5,41,933,1043,4254,0
305253976,Ipswich (C) - West,986,606,5,44,QLD,190,4,40,898,1071,7715,6
705102814,Moulden,870,110,1,8,NT ,40,5,44,769,912,3363,0
340106550,Sarina (S),979,549,4,40,QLD,177,4,38,849,1054,10720,0
710204020,Thamarrurr (CGC),510,19,1,2,NT ,14,2,16,406,529,1930,0
305304601,Browns Plains,1000,729,6,53,QLD,229,5,49,867,1112,28263,0
305304642,Springwood,1060,1133,9,82,QLD,378,8,80,1009,1113,6008,0
305304603,Carbrook-Cornubia,1073,1200,9,86,QLD,403,9,85,981,1117,3579,0
307053481,Ormeau-Yatala,1060,1135,9,82,QLD,380,8,80,938,1118,10740,0
305304605,Daisy Hill-Priestdale,1066,1169,9,84,QLD,388,9,82,948,1144,4187,0
305304623,Marsden,917,185,2,14,QLD,66,2,14,804,978,19302,0
345153800,Hinchinbrook (S),950,332,3,24,QLD,108,3,23,840,1061,11557,0
305405973,Lawnton,955,359,3,26,QLD,120,3,26,805,1095,5643,0
305304608,Greenbank-Boronia Heights,971,486,4,35,QLD,159,4,34,935,1077,8180,0
305304651,Underwood,1042,1019,8,73,QLD,328,7,69,933,1119,4516,0
705102818,Woodroffe,958,385,3,28,NT ,52,6,58,852,999,3454,0
710301809,Gulf,578,49,1,4,NT ,25,3,28,425,660,638,16
305304612,Kingston,852,103,1,8,QLD,42,1,9,757,936,12834,0
305506283,Redland (S) Bal,897,144,2,11,QLD,55,2,12,812,1034,6910,0
710152000,Jabiru (T),1023,899,7,65,NT ,70,8,77,792,1074,1136,0
305506276,Wellington Point,1069,1183,9,85,QLD,394,9,83,1005,1116,10177,0
305304615,Loganholme,1056,1111,8,80,QLD,367,8,77,983,1108,13379,0
305304631,Rochedale South,1047,1057,8,76,QLD,344,8,73,941,1104,14927,0
345057031,Magnetic Island,989,627,5,45,QLD,196,5,42,925,1017,2110,0
305304618,Loganlea,918,186,2,14,QLD,67,2,15,774,1045,8335,0
710202380,Nauiyu Nambiyu (CGC),494,16,1,2,NT ,13,2,15,494,494,395,0
305304634,Shailer Park,1082,1243,9,90,QLD,417,9,88,1030,1118,11223,0
305304637,Slacks Creek,975,511,4,37,QLD,165,4,35,867,1097,11055,0
305304654,Waterford West,920,193,2,14,QLD,68,2,15,818,1005,5493,0
305304656,Woodridge,823,92,1,7,QLD,40,1,9,675,973,18453,0
307053476,Mt Warren Park,993,671,5,49,QLD,210,5,45,837,1052,5636,0
305304663,Logan (C) Bal,954,348,3,25,QLD,116,3,25,812,1008,2567,0
305405951,Albany Creek,1097,1299,10,94,QLD,442,10,93,909,1156,15943,0
305405957,Bray Park,1014,824,6,60,QLD,260,6,55,948,1051,8821,0
305405958,Central Pine West,1114,1350,10,97,QLD,459,10,97,1029,1157,17800,0
710251209,East Arnhem - Bal,434,3,1,1,NT ,3,1,4,224,571,6522,20
710251609,Groote Eylandt,1061,1142,9,82,NT ,82,10,91,1061,1061,1542,38
710252340,Marngarr (CGC),481,12,1,1,NT ,11,2,13,481,481,275,17
305405961,Dakabin-Kallangur-M. Downs,1008,783,6,57,QLD,243,6,51,849,1137,24024,1
345057014,Douglas,1092,1281,10,92,QLD,432,10,91,1055,1113,5993,15
305405963,Griffin-Mango Hill,1087,1264,10,91,QLD,427,9,90,991,1140,10258,0
305405971,Hills District,1081,1234,9,89,QLD,413,9,87,999,1146,20507,0
305405974,Petrie,1041,1008,8,73,QLD,324,7,68,980,1147,8567,0
305405978,Strathpine-Brendale,989,629,5,46,QLD,197,5,42,886,1053,11268,0
305405988,Pine Rivers (S) Bal,1109,1332,10,96,QLD,454,10,96,1023,1156,18309,0
345057015,Garbutt,821,90,1,7,QLD,39,1,9,625,1004,2389,3
305456201,Clontarf,951,336,3,25,QLD,111,3,24,879,1033,7722,0
345057018,Gulliver,959,395,3,29,QLD,133,3,28,928,1004,2873,0
710252409,Nhulunbuy,1064,1153,9,83,NT ,83,10,92,1010,1089,4112,0
710252500,Numbulwar Numburindi (CGC),519,23,1,2,NT ,16,2,18,519,519,681,1
305456204,Margate-Woody Point,915,180,2,13,QLD,64,2,14,835,1006,10355,0
307053461,Beenleigh,911,168,2,13,QLD,59,2,13,733,1051,7816,0
305456206,Redcliffe-Scarborough,976,524,4,38,QLD,169,4,36,845,1135,18818,0
305456208,Rothwell-Kippa-Ring,966,435,4,32,QLD,143,3,30,798,1151,14281,0
307053463,Bethania-Waterford,951,334,3,24,QLD,110,3,24,917,993,5626,0
305506251,Alexandra Hills,1020,874,7,63,QLD,272,6,58,933,1110,16987,0
305506254,Birkdale,1050,1076,8,78,QLD,351,8,74,942,1123,13995,0
710300600,Borroloola (CGC),556,38,1,3,NT ,19,3,21,556,556,774,0
305506257,Capalaba,1017,849,7,61,QLD,267,6,56,857,1119,17097,0
305506262,Cleveland,1026,913,7,66,QLD,285,6,60,875,1148,13584,0
305506264,Ormiston,1067,1175,9,85,QLD,391,9,82,951,1141,5384,0
305506265,Redland Bay,1056,1115,8,80,QLD,370,8,78,953,1124,10886,0
710300790,Daguragu (CGC),438,6,1,1,NT ,6,1,7,284,540,543,0
710301409,Elsey,844,98,1,8,NT ,37,5,41,589,1012,777,0
305506267,Sheldon-Mt Cotton,1096,1295,10,93,QLD,438,10,92,1041,1164,4870,0
710302100,Jilkminggan (CGC),205,1,1,1,NT ,1,1,2,205,205,273,0
305506268,Thorneside,986,610,5,44,QLD,191,5,41,907,1064,3466,0
307053466,Eagleby,870,112,1,9,QLD,44,1,10,754,957,8833,0
305506271,Thornlands,1075,1207,9,87,QLD,406,9,86,989,1122,10518,0
305506273,Victoria Point,1035,968,7,70,QLD,305,7,64,968,1116,13754,0
307053493,Wolffdene-Bahrs Scrub,1077,1218,9,88,QLD,408,9,86,1040,1120,4679,0
307103515,Broadbeach Waters,1054,1097,8,79,QLD,359,8,76,901,1119,7380,0
307103508,Biggera Waters-Labrador,943,291,3,21,QLD,100,3,21,850,1069,20780,0
307103517,Bundall,1084,1254,9,90,QLD,421,9,89,1019,1119,4103,0
710353800,Tennant Creek (T),820,88,1,7,NT ,35,4,39,349,973,2921,4
307103511,Bilinga-Tugun,995,696,5,50,QLD,219,5,46,917,1047,6257,0
307103514,Broadbeach-Mermaid Beach,1035,965,7,70,QLD,302,7,64,933,1095,9541,3
345057023,Heatley,935,243,2,18,QLD,83,2,18,771,1012,4266,0
307103521,Burleigh Heads,1015,831,6,60,QLD,262,6,55,958,1074,7607,0
307103523,Burleigh Waters,1024,906,7,65,QLD,283,6,60,936,1077,12727,0
307103527,Coolangatta,940,268,2,20,QLD,95,2,20,834,1069,4868,0
307103533,Currumbin,1040,1002,8,72,QLD,320,7,68,1003,1094,2646,0
307103555,Main Beach-South Stradbroke,1081,1235,9,89,QLD,414,9,87,1049,1114,3325,4
307103562,Mermaid Wtrs-Clear Is. Wtrs,1041,1006,8,73,QLD,322,7,68,910,1120,15740,0
345057026,Hermit Park,977,537,4,39,QLD,174,4,37,898,1032,3444,0
307103563,Miami,1001,739,6,53,QLD,231,5,49,854,1089,6168,0
345057027,Hyde Park-Mysterton,1009,791,6,57,QLD,247,6,52,944,1087,2221,0
307103573,Palm Beach,988,624,5,45,QLD,194,5,41,887,1067,13493,0
307103576,Paradise Point-Runaway Bay,1047,1061,8,77,QLD,345,8,73,891,1146,16128,0
345057034,Mundingburra,1009,789,6,57,QLD,245,6,52,937,1053,3726,0
307103585,Southport,966,434,4,32,QLD,142,3,30,830,1090,24096,0
307103587,Surfers Paradise,1012,810,6,59,QLD,253,6,54,852,1149,18503,9
307153502,Ashmore-Benowa,1043,1029,8,74,QLD,334,8,71,868,1130,18781,0
307153592,Varsity Lakes,1004,759,6,55,QLD,235,5,50,777,1078,11796,0
307153525,Carrara-Merrimac,1019,865,7,62,QLD,271,6,57,868,1095,16377,0
345057041,North Ward-Castle Hill,1056,1113,8,80,QLD,369,8,78,985,1161,5588,0
320057262,Warwick (S) - Central,932,228,2,17,QLD,79,2,17,815,1011,11217,0
307153535,Currumbin Waters,1009,790,6,57,QLD,246,6,52,876,1081,9642,0
307153531,Coombabah,968,458,4,33,QLD,151,4,32,856,1052,9305,0
307153534,Currumbin Valley-Tallebudgera,1070,1184,9,85,QLD,395,9,83,1033,1096,6386,0
320057263,Warwick (S) - East,981,567,5,41,QLD,180,4,38,850,1063,4251,0
320057265,Warwick (S) - North,983,592,5,43,QLD,184,4,39,909,1063,2478,0
320057266,Warwick (S) - West,985,603,5,44,QLD,188,4,40,851,1012,3590,0
325050300,Balonne (S),964,419,4,31,QLD,138,3,29,787,1102,4626,0
345057038,Murray,1105,1319,10,95,QLD,449,10,95,974,1153,10100,8
330152104,Calliope (S) - Pt B,957,379,3,28,QLD,128,3,27,849,1050,2726,3
309054907,Maroochy (S) - Maroochydore,970,471,4,34,QLD,153,4,33,786,1103,16352,0
330152850,Duaringa (S),1013,813,6,59,QLD,255,6,54,879,1081,6744,0
330153000,Emerald (S),1031,940,7,68,QLD,293,7,62,717,1144,14355,0
330153154,Fitzroy (S) - Pt B,992,659,5,48,QLD,207,5,44,853,1062,4389,0
330154100,Jericho (S),971,482,4,35,QLD,157,4,33,875,1063,920,0
330154554,Livingstone (S) - Pt B,991,654,5,47,QLD,206,5,44,793,1102,24965,0
345057078,Wulguru,966,441,4,32,QLD,145,4,31,927,1009,4917,0
307153537,Elanora,1041,1010,8,73,QLD,325,7,69,960,1109,11679,0
307153543,Helensvale,1057,1125,9,81,QLD,375,8,79,900,1137,14768,0
309055755,Noosa (S) - Sunshine-Peregian,1043,1026,8,74,QLD,332,7,70,912,1119,9236,0
325056400,Roma (T),974,504,4,37,QLD,163,4,35,862,1053,6507,0
325057200,Warroo (S),994,688,5,50,QLD,215,5,46,871,1096,1038,0
330053151,Fitzroy (S) - Pt A,982,584,5,42,QLD,182,4,39,932,1042,6182,0
330054551,Livingstone (S) - Pt A,1079,1224,9,88,QLD,411,9,87,999,1103,3904,12
330056350,Rockhampton (C),963,414,3,30,QLD,137,3,29,754,1155,58747,0
330102101,Calliope (S) - Pt A,1037,979,8,71,QLD,310,7,65,914,1101,13818,0
330103350,Gladstone (C),1003,752,6,54,QLD,233,5,49,841,1106,29084,0
330150350,Banana (S),995,695,5,50,QLD,218,5,46,784,1107,13358,0
330150500,Bauhinia (S),1014,817,6,59,QLD,257,6,54,962,1104,2189,0
307153547,Hope Island,1089,1269,10,91,QLD,429,9,90,1035,1154,5395,0
307153551,Kingsholme-Upper Coomera,1037,982,8,71,QLD,312,7,66,976,1127,14736,0
307153564,Molendinar,1009,787,6,57,QLD,244,6,52,815,1094,5605,0
307153566,Mudgeeraba-Reedy Creek,1044,1039,8,75,QLD,338,8,71,959,1129,20514,0
307153567,Nerang,995,699,6,51,QLD,220,5,47,855,1085,23633,0
307153568,Oxenford-Maudsland,1042,1024,8,74,QLD,330,7,70,943,1127,11479,0
307153572,Pacific Pines-Gaven,1057,1119,9,81,QLD,372,8,78,992,1096,11089,0
312100800,Boonah (S),985,604,5,44,QLD,189,4,40,868,1037,8642,0
312103250,Gatton (S),976,523,4,38,QLD,168,4,36,874,1069,15640,0
312104450,Laidley (S),946,307,3,22,QLD,102,3,22,821,1005,14480,0
330155350,Mount Morgan (S),807,85,1,7,QLD,37,1,8,753,874,2984,0
330155850,Peak Downs (S),1054,1103,8,80,QLD,362,8,76,992,1086,3188,0
345057058,Rosslea,953,343,3,25,QLD,113,3,24,912,978,1446,0
307153578,Parkwood-Arundel,1050,1075,8,78,QLD,350,8,74,958,1130,17782,0
307153581,Pimpama-Coomera,1055,1109,8,80,QLD,365,8,77,962,1146,5479,0
320016901,Toowoomba (C) - Central,961,399,3,29,QLD,134,3,29,767,1044,13547,0
340107330,Whitsunday (S),1013,816,6,59,QLD,256,6,54,829,1105,16957,3
307153582,Robina,1066,1167,9,84,QLD,387,9,82,992,1123,19182,0
320016903,Toowoomba (C) - North-East,1043,1027,8,74,QLD,333,7,70,816,1142,10161,0
307153593,Worongary-Tallai,1056,1118,9,81,QLD,371,8,78,962,1122,9322,0
307200553,Beaudesert (S) - Pt B,1035,966,7,70,QLD,303,7,64,968,1116,10038,0
307203538,Guanaba-Springbrook,1050,1074,8,77,QLD,349,8,74,965,1100,3971,6
309052132,Caloundra (C) - Caloundra N.,1000,726,6,53,QLD,227,5,48,841,1087,21155,0
309052133,Caloundra (C) - Caloundra S.,991,642,5,46,QLD,202,5,43,781,1137,20137,0
309052135,Caloundra (C) - Kawana,1021,882,7,64,QLD,275,6,58,823,1117,20318,0
309054902,Maroochy (S) - Buderim,1057,1120,9,81,QLD,373,8,79,869,1128,39911,1
309054911,Maroochy (S) - Mooloolaba,1015,832,6,60,QLD,263,6,56,891,1100,10244,0
320053600,Goondiwindi (T),970,470,4,34,QLD,152,4,32,839,1044,4713,0
320053900,Inglewood (S),939,265,2,19,QLD,93,2,20,840,1026,2534,0
320054204,Jondaryan (S) - Pt B,957,378,3,28,QLD,127,3,27,811,1094,6984,1
320055000,Millmerran (S),951,333,3,24,QLD,109,3,23,844,1044,3098,0
309054914,Maroochy (S) - Nambour,946,308,3,23,QLD,103,3,22,797,1031,13278,0
309054917,Maroochy (S) - Paynter-Petrie Creek,1018,856,7,62,QLD,269,6,57,940,1086,15203,0
309055756,Noosa (S) - Tewantin,972,491,4,36,QLD,160,4,34,864,1086,11553,0
309102136,Caloundra (C) - Hinterland,1006,771,6,56,QLD,240,6,51,920,1089,7656,0
309102138,Caloundra (C) - Rail Corridor,1006,770,6,56,QLD,239,6,51,895,1073,18330,0
315051810,Bundaberg (C),931,227,2,17,QLD,78,2,17,723,1069,45803,0
315051981,Burnett (S) - Pt A,993,666,5,48,QLD,208,5,44,855,1103,13965,0
315073751,Hervey Bay (C) - Pt A,955,363,3,27,QLD,124,3,26,808,1106,48157,0
315100700,Biggenden (S),912,173,2,13,QLD,61,2,13,843,996,1524,0
315101984,Burnett (S) - Pt B,970,477,4,35,QLD,155,4,33,890,1034,12330,0
320056600,Stanthorpe (S),935,245,2,18,QLD,85,2,18,822,1047,10123,0
320056700,Tara (S),900,148,2,11,QLD,57,2,12,761,1050,3675,0
320056750,Taroom (S),984,598,5,43,QLD,186,4,39,900,1065,2388,0
320057120,Waggamba (S),1038,986,8,71,QLD,313,7,66,817,1119,2872,0
320057150,Wambo (S),989,630,5,46,QLD,198,5,42,861,1076,5227,0
315102330,Cherbourg (S),506,17,1,2,QLD,4,1,1,506,506,1128,0
315102532,Cooloola (S) (excl. Gympie),955,361,3,26,QLD,122,3,26,792,1065,19617,0
315102535,Cooloola (S) - Gympie only,937,251,2,18,QLD,87,2,19,845,1057,16452,0
315102950,Eidsvold (S),889,130,1,10,QLD,49,2,11,790,1021,860,0
315103300,Gayndah (S),933,232,2,17,QLD,80,2,17,842,1039,2786,0
315103754,Hervey Bay (C) - Pt B,888,129,1,10,QLD,48,2,11,825,1041,4064,0
315104000,Isis (S),929,223,2,16,QLD,77,2,17,833,1018,6297,0
315104300,Kilkivan (S),926,209,2,15,QLD,71,2,15,846,1036,3452,0
315104350,Kingaroy (S),982,577,5,42,QLD,181,4,38,818,1088,12221,0
315104400,Kolan (S),883,118,1,9,QLD,46,1,10,803,933,4563,0
315104950,Maryborough (C),927,214,2,16,QLD,74,2,16,752,1077,25703,2
315105100,Miriam Vale (S),936,249,2,18,QLD,86,2,19,794,1078,5128,1
315105150,Monto (S),948,318,3,23,QLD,105,3,23,898,1050,2434,0
315105450,Mundubbera (S),937,253,2,19,QLD,89,2,19,858,1026,2116,0
315105500,Murgon (S),943,288,3,21,QLD,99,3,21,845,1069,3456,0
315105650,Nanango (S),896,141,2,11,QLD,54,2,12,830,1049,9014,0
315105900,Perry (S),940,267,2,20,QLD,94,2,20,884,976,428,0
315106850,Tiaro (S),893,137,1,10,QLD,53,2,12,811,968,5324,0
315107450,Wondai (S),915,179,2,13,QLD,63,2,14,778,1042,4398,0
315107500,Woocoo (S),993,677,5,49,QLD,211,5,45,860,1038,3440,0
320012151,Cambooya (S) - Pt A,1054,1102,8,79,QLD,361,8,76,973,1112,3909,0
320014201,Jondaryan (S) - Pt A,1078,1220,9,88,QLD,409,9,86,989,1109,7111,6
320016451,Rosalie (S) - Pt A,1025,912,7,66,QLD,284,6,60,971,1069,4539,0
320016905,Toowoomba (C) - North-West,940,270,2,20,QLD,96,3,21,805,1121,18374,1
345057003,City,1067,1178,9,85,QLD,393,9,83,1027,1102,1985,0
320016906,Toowoomba (C) - South-East,1042,1025,8,74,QLD,331,7,70,905,1143,26026,0
345057007,Cranbrook,1005,765,6,55,QLD,237,5,50,953,1062,6276,0
320016908,Toowoomba (C) - West,953,342,3,25,QLD,112,3,24,802,1057,22092,0
320052154,Cambooya (S) - Pt B,1043,1032,8,74,QLD,335,8,71,992,1080,1909,0
320052350,Chinchilla (S),978,548,4,40,QLD,176,4,37,824,1086,5940,1
320052400,Clifton (S),966,436,4,32,QLD,144,4,31,880,1071,2612,0
320052554,Crow's Nest (S) - Pt B,976,525,4,38,QLD,170,4,36,916,1061,3922,0
320052650,Dalby (T),976,528,4,38,QLD,172,4,37,859,1055,9779,0
325050650,Bendemere (S),950,331,3,24,QLD,107,3,23,836,1062,987,0
325050850,Booringa (S),934,241,2,18,QLD,82,2,18,857,1100,1705,0
325051750,Bulloo (S),961,403,3,29,QLD,136,3,29,922,1072,371,0
325051850,Bungil (S),1031,942,7,68,QLD,294,7,62,900,1079,2052,0
325055600,Murweh (S),958,387,3,28,QLD,130,3,28,837,1088,4580,0
330157550,Woorabinda (S),564,42,1,4,QLD,18,1,4,564,564,851,0
335050150,Aramac (S),977,536,4,39,QLD,173,4,37,895,1155,724,0
345057012,Currajong,967,445,4,32,QLD,146,4,31,854,1001,2612,0
335050400,Barcaldine (S),964,420,4,31,QLD,139,3,30,894,1053,1617,0
335050450,Barcoo (S),965,430,4,31,QLD,141,3,30,893,1100,360,6
335050750,Blackall (S),937,255,2,19,QLD,90,2,19,883,1110,1456,0
335050900,Boulia (S),869,108,1,8,QLD,43,1,10,757,1043,420,0
335052750,Diamantina (S),891,133,1,10,QLD,50,2,11,865,1015,281,7
345057074,West End,981,566,5,41,QLD,179,4,38,873,1026,3659,0
335053850,Ilfracombe (S),993,670,5,48,QLD,209,5,44,931,1125,267,0
335054050,Isisford (S),956,368,3,27,QLD,126,3,27,903,1070,264,0
335054700,Longreach (S),1006,773,6,56,QLD,241,6,51,961,1109,3522,0
335056650,Tambo (S),970,474,4,34,QLD,154,4,33,908,1095,560,0
335057400,Winton (S),937,252,2,19,QLD,88,2,19,877,1116,1380,0
340054762,Mackay (C) - Pt A,1014,819,6,59,QLD,258,6,55,840,1142,72845,1
340100600,Belyando (S),1049,1071,8,77,QLD,347,8,73,937,1124,10455,0
340100950,Bowen (S),928,219,2,16,QLD,75,2,16,836,1054,12378,0
340101700,Broadsound (S),1029,931,7,67,QLD,290,7,61,873,1088,6843,0
340104765,Mackay (C) - Pt B,1013,811,6,59,QLD,254,6,54,883,1081,12045,1
350104970,Mer (IC),525,25,1,2,QLD,8,1,2,525,525,483,0
350105670,Napranum (S),511,20,1,2,QLD,6,1,2,511,511,840,1
345057044,Oonoonba-Idalia-Cluden,1041,1007,8,73,QLD,323,7,68,935,1126,3542,0
345057047,Pallarenda-Shelley Beach,1070,1190,9,86,QLD,398,9,84,1070,1070,1026,0
345057062,Rowes Bay-Belgian Gardens,1017,854,7,62,QLD,268,6,57,971,1140,2365,0
350100770,Boigu (IC),525,26,1,2,QLD,9,1,2,525,525,284,0
350102078,Cairns (C) - Pt B,990,638,5,46,QLD,201,5,43,882,1071,4703,0
350102200,Cardwell (S),955,352,3,26,QLD,117,3,25,845,1082,9528,2
350102500,Cook (S),908,163,2,12,QLD,58,2,13,661,1041,3466,2
350102600,Croydon (S),821,89,1,7,QLD,38,1,8,738,1014,254,0
345057065,South Townsville,971,483,4,35,QLD,158,4,34,899,1015,1913,0
345057068,Stuart-Roseneath,929,222,2,16,QLD,76,2,16,920,938,1236,48
345057071,Vincent,911,169,2,13,QLD,60,2,13,758,1020,2592,0
345106801,Kelso,973,501,4,36,QLD,162,4,34,883,1064,8697,0
350102740,Dauan (IC),545,33,1,3,QLD,13,1,3,545,545,152,0
350102800,Douglas (S),985,600,5,43,QLD,187,4,40,439,1157,10191,0
345106804,Kirwan,1030,937,7,68,QLD,292,7,62,844,1105,23101,0
345106807,Thuringowa (C) - Pt A Bal,995,692,5,50,QLD,217,5,46,788,1105,19784,0
345151900,Burdekin (S),967,449,4,33,QLD,148,4,32,868,1104,17019,0
345152300,Charters Towers (C),933,234,2,17,QLD,81,2,17,877,1020,7976,0
345155770,Palm Island (S),480,10,1,1,QLD,1,1,1,480,480,1982,0
345156831,Thuringowa (C) - Pt B,1016,841,7,61,QLD,265,6,56,886,1097,7586,0
345157084,Townsville (C) - Pt B,1018,859,7,62,QLD,270,6,57,886,1051,3715,0
350052062,Cairns (C) - Barron,1051,1082,8,78,QLD,354,8,75,957,1143,20051,0
350052065,Cairns (C) - Central Suburbs,892,134,1,10,QLD,51,2,11,688,1052,21369,3
350052066,Cairns (C) - City,968,456,4,33,QLD,150,4,32,820,1105,8168,0
350052068,Cairns (C) - Mt Whitfield,1055,1106,8,80,QLD,363,8,77,947,1136,11805,0
350052072,Cairns (C) - Northern Suburbs,1052,1088,8,78,QLD,356,8,75,973,1119,15207,0
350052074,Cairns (C) - Trinity,989,634,5,46,QLD,200,5,42,848,1146,33848,0
350103030,Erub (IC),586,50,1,4,QLD,22,1,5,586,586,317,0
350103100,Etheridge (S),991,645,5,47,QLD,204,5,43,909,1062,851,0
350106480,St Pauls (IC),744,73,1,6,QLD,33,1,7,744,744,240,0
350052076,Cairns (C) - Western Suburbs,1045,1041,8,75,QLD,339,8,72,900,1146,12286,0
350100200,Atherton (S),975,513,4,37,QLD,166,4,35,828,1066,10913,2
350100250,Aurukun (S),538,31,1,3,QLD,11,1,3,538,538,1045,0
350106570,Seisia (IC),720,70,1,6,QLD,32,1,7,720,720,164,0
350106950,Torres (S),801,84,1,7,QLD,36,1,8,655,914,3233,0
350107090,Ugar (IC),619,55,1,4,QLD,26,1,6,619,619,76,0
350100270,Badu (IC),567,43,1,4,QLD,19,1,4,567,567,820,0
350100330,Bamaga (IC),620,56,1,5,QLD,27,1,6,620,620,784,0
350103650,Hammond (IC),600,52,1,4,QLD,23,1,5,600,600,214,0
350103700,Herberton (S),892,135,1,10,QLD,52,2,11,787,1030,5420,0
350103830,Hope Vale (S),554,37,1,3,QLD,16,1,4,554,554,779,2
350104430,Kubin (IC),627,59,1,5,QLD,30,1,7,627,627,200,0
350104570,Lockhart River (S),572,47,1,4,QLD,21,1,5,572,572,553,1
350104740,Mabuiag (IC),625,58,1,5,QLD,29,1,7,625,625,248,0
350107170,Warraber (IC),543,32,1,3,QLD,12,1,3,543,543,246,0
805207389,Rivett,1056,1116,8,80,ACT,33,4,32,1010,1106,3070,0
350104830,Mapoon (S),655,62,1,5,QLD,31,1,7,655,655,239,3
350104850,Mareeba (S),939,261,2,19,QLD,92,2,20,762,1056,18211,6
350107650,Yorke (IC),570,46,1,4,QLD,20,1,5,570,570,298,0
355051950,Burke (S),938,258,2,19,QLD,91,2,20,885,976,497,6
355052250,Carpentaria (S),847,101,1,8,QLD,41,1,9,778,1002,1939,0
355052450,Cloncurry (S),927,213,2,16,QLD,73,2,16,506,1061,3135,0
350105730,New Mapoon (S),622,57,1,5,QLD,28,1,6,622,622,344,0
350106070,Pormpuraaw (S),601,54,1,4,QLD,25,1,6,601,601,600,0
350106100,Poruma (IC),601,53,1,4,QLD,24,1,6,601,601,167,0
350106470,Saibai (IC),549,36,1,3,QLD,15,1,4,549,549,337,0
350107300,Weipa (T),1049,1072,8,77,QLD,348,8,73,1004,1073,2831,0
350107570,Wujal Wujal (S),532,29,1,3,QLD,10,1,3,532,532,325,0
350107600,Yarrabah (S),485,13,1,1,QLD,2,1,1,485,485,2372,0
355053200,Flinders (S),957,380,3,28,QLD,129,3,28,867,1104,1791,0
405055688,Playford (C) - West Central,800,83,1,6,SA ,5,1,5,654,987,13000,0
405150070,Adelaide (C),1022,890,7,64,SA ,91,8,74,818,1123,16660,4
705051094,Parap,997,710,6,51,NT ,61,7,68,929,1069,1804,0
355055300,Mount Isa (C),975,514,4,37,QLD,167,4,36,636,1159,19663,1
355056300,Richmond (S),981,564,5,41,QLD,178,4,38,949,1078,901,0
805207749,Stirling,1066,1165,9,84,ACT,43,5,42,1062,1071,2042,0
805207839,Stromlo,1105,1320,10,95,ACT,79,8,76,1105,1105,65,0
415058834,Yorke Peninsula (DC) - South,943,289,3,21,SA ,29,3,24,866,1010,3858,0
405052030,Gawler (T),969,465,4,34,SA ,52,5,43,767,1096,18913,0
805050189,Ainslie,1036,974,7,70,ACT,17,2,17,950,1095,4814,0
405055681,Playford (C) - East Central,996,708,6,51,SA ,73,6,60,785,1067,20133,0
805050639,Braddon,986,611,5,44,ACT,4,1,4,660,1120,3575,0
415101140,Clare and Gilbert Valleys (DC),999,722,6,52,SA ,77,7,63,871,1122,8144,0
415102110,Goyder (DC),960,396,3,29,SA ,44,4,36,714,1064,4184,0
415108130,Wakefield (DC),962,412,3,30,SA ,45,4,37,862,1075,6371,0
805102139,Dunlop,1077,1217,9,88,ACT,57,6,55,1038,1099,5849,0
535033500,Geraldton (C),929,224,2,17,WA ,22,2,15,775,1068,18915,0
535033851,Greenough (S) - Pt A,1039,993,8,72,WA ,129,9,83,774,1119,12637,0
535051540,Carnarvon (S),919,191,2,14,WA ,19,2,13,443,1019,5682,0
405055683,Playford (C) - Elizabeth,788,79,1,6,SA ,3,1,3,567,944,24495,1
405055684,Playford (C) - Hills,1086,1260,10,91,SA ,117,10,96,1048,1122,3365,0
405055686,Playford (C) - West,948,319,3,23,SA ,35,3,29,722,1063,9017,0
405055891,Port Adel. Enfield (C) - East,959,393,3,29,SA ,43,4,35,759,1108,31064,2
805051989,Downer,1039,996,8,72,ACT,21,3,21,1014,1064,3370,0
405055894,Port Adel. Enfield (C) - Inner,879,117,1,9,SA ,9,1,8,651,1060,19319,0
