crash_id,crash_date,crash_time,severity,crash_type,pedestrians,pedestrian_casualties,reported_location,latitude,longitude
1042939,24/08/2012,3:25,Injury,Struck pedestrian (On Road),1,1,VERITY (LONDON -> ALINGA),-35.279315999999994,149.129927
1051009,2/11/2012,10:09,Fatal,Struck pedestrian (Off Road),1,1,HINDMARSH DRIVE SERVICE ROAD PHILLIP (HINDMARSH -> HINDMARSH),-35.349047,149.0857
1026849,28/01/2012,10:30,Injury,Struck pedestrian (On Road),1,1,MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION,-35.260511,149.132038
1104840,25/03/2014,12:00,Property Damage Only,Struck pedestrian (On Road),1,0,GUNDAROO DRIVE (GUNDAROO DR.SRV RD 327-345  -> GUNGAHLIN/NELLIE HAMILTON),-35.180310999999996,149.13603999999998
1083984,5/04/2014,14:40,Injury,Opposite direction side swipe,1,1,CASEY CRESCENT (DOWNARD -> CARPENTER),-35.437173,149.11039399999999
1057313,12/10/2012,16:25,Fatal,Struck pedestrian (On Road),1,1,DEXTER STREET (SEXTON -> DUGDALE),-35.257384,149.069091
1068769,10/08/2013,19:15,Injury,Struck pedestrian (On Road),1,1,WOOLLEY STREET (CAPE -> BADHAM),-35.250175,149.136678
1097396,18/09/2014,16:15,Injury,Struck pedestrian (On Road),1,1,HORSE PARK DR (MAPLETON/DUGONG -> ANTHONY ROLFE/GECKO),-35.190822999999995,149.160492
1150667,26/12/2016,17:25,Injury,Struck pedestrian (On Road),1,1,HINDMARSH DRIVE (TAMAR -> TYAGARAH),-35.348621,149.10578999999998
1098543,12/11/2014,14:48,Injury,Struck pedestrian (On Road),1,1,LONDON CIRCUIT (WEST -> HOBART),-35.279462,149.127464
1062300,12/03/2013,9:15,Injury,Struck pedestrian (On Road),1,1,LA PEROUSE/MONARO INTERSECTION,-35.340764,149.131784
1082146,14/03/2014,20:50,Property Damage Only,Struck pedestrian (On Road),1,0,BUNDA STREET (GAREMA ->GENGE),-35.277951,149.13259399999998
1138255,30/06/2016,12:50,Property Damage Only,Struck pedestrian (On Road),1,0,ALINGA STREET (VERITY -> CITY/EAST/MORT),-35.278534,149.13034199999998
1127724,23/08/2015,11:30,Property Damage Only,Struck pedestrian (Off Road),1,0,FREEMAN STREET (PURVES -> FREEMAN),-35.454008,149.097555
1086009,28/04/2014,15:45,Property Damage Only,Struck pedestrian (On Road),1,0,NORTHBOURNE AVENUE (BUNDA/RUDD -> BARRY/COOYONG),-35.276069,149.129625
1143571,9/09/2016,15:28,Injury,Struck pedestrian (On Road),1,1,BENJAMIN WAY (CHANDLER -> SWANSON),-35.238169,149.067477
1104852,10/04/2014,18:20,Property Damage Only,Struck pedestrian (On Road),1,0,EDINBURGH/MARCUS CLARKE INTERSECTION,-35.283619,149.124593
1029619,2/03/2012,11:40,Injury,Right angle collision,1,1,BOUGAINVILLE/FURNEAUX INTERSECTION,-35.319931,149.131241
1121078,2/10/2015,0:10,Injury,Struck pedestrian (On Road),1,1,ASHLEY/BARRACLOUGH INTERSECTION,-35.41697,149.1023
1143666,12/09/2016,15:00,Injury,Struck pedestrian (On Road),1,1,BRIERLY STREET (PARKINSON -> TRENERRY),-35.341435,149.05228799999998
1070692,18/06/2013,8:30,Injury,Struck pedestrian (On Road),1,1,BARRY DRIVE (CLUNIES ROSS/FROGGATT -> BOLDREWOOD),-35.272861999999996,149.119297
1048741,27/10/2012,23:20,Injury,Struck pedestrian (On Road),1,1,NORTHBOURNE AVENUE (GREENWAY -> CONDAMINE/IPIMA),-35.267671,149.13098100000002
1052136,12/12/2012,14:00,Property Damage Only,Struck pedestrian (On Road),1,0,PETRIE STREET (BUNDA -> COOYONG),-35.278745,149.133994
1078233,22/09/2013,21:05,Injury,Struck pedestrian (On Road),1,1,MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION,-35.260533,149.132234
1030345,5/03/2012,16:35,Injury,Struck pedestrian (On Road),1,1,MIRRABEI DRIVE (ANTHONY ROLFE/GUNDAROO -> PAUL COE),-35.181466,149.12823400000002
1097029,3/09/2014,16:30,Injury,Struck pedestrian (On Road),1,1,COLLEGE/KIRINARI INTERSECTION,-35.242388,149.085286
1068770,16/08/2013,16:56,Fatal,Struck pedestrian (On Road),1,1,MAWSON DRIVE (AINSWORTH -> DEBENHAM),-35.362074,149.10071200000002
1147585,3/11/2016,15:10,Property Damage Only,Struck pedestrian (On Road),1,0,SCRIVENER STREET (WARATAH -> HOVEA),-35.256605,149.125613
1122956,16/10/2015,14:40,Injury,Struck pedestrian (On Road),1,1,BARRY/COOYONG/NORTHBOURNE INTERSECTION,-35.275607,149.1297
1132759,16/04/2016,18:42,Property Damage Only,Struck pedestrian (On Road),1,0,CHANDLER STREET (SWANSON -> BENJAMIN),-35.238953,149.070307
1136105,4/06/2016,17:40,Injury,Struck pedestrian (On Road),1,1,FLEMINGTON/MAPLETON/MANNING CLARK INTERSECTION,-35.193734,149.150904
1129937,11/01/2016,17:35,Injury,Struck pedestrian (On Road),1,1,MACARTHUR AVENUE (HOVEA -> PEDDER),-35.259572,149.123401
1061218,10/02/2013,5:15,Injury,Struck pedestrian (On Road),2,2,HENTY STREET (IPIMA/LOWANNA -> IJONG),-35.2672,149.13246
1076960,24/11/2013,10:45,Injury,Struck pedestrian (Off Road),1,1,CATCHPOLE STREET (COLLICOTT -> FLORANCE),-35.249346,149.066028
1090329,5/07/2014,22:50,Property Damage Only,Struck pedestrian (On Road),1,0,NORTHBOURNE AVENUE (LONDON -> ALINGA),-35.279004,149.129151
1078424,10/01/2014,17:50,Injury,Struck pedestrian (On Road),1,1,GIRRAHWEEN/LONSDALE INTERSECTION,-35.270606,149.133122
1147857,19/11/2016,20:00,Property Damage Only,Struck pedestrian (Off Road),1,0,TINDERRY CIRCUIT (KOSCIUSZKO -> TINDERRY),-35.198377,149.122177
1097031,11/09/2014,22:30,Injury,Struck pedestrian (Off Road),1,1,BOURKE STREET (NATIONAL -> BURBURY),-35.311359,149.133307
1101068,18/12/2014,11:05,Injury,Struck pedestrian (Off Road),1,1,GUTHRIDGE CRESCENT (WHEELER -> HANNA),-35.400006,149.08682
1133758,25/04/2016,16:20,Injury,Struck pedestrian (On Road),1,1,CANBERRA AVENUE (GILES -> EYRE/LEFROY),-35.320101,149.137845
1078844,22/01/2014,12:20,Injury,Struck pedestrian (On Road),1,1,MAKIN PLACE (DENISON/NAPIER -> MAKIN),-35.321311,149.09320400000001
1147477,1/11/2016,12:45,Property Damage Only,Struck pedestrian (On Road),1,0,GILES STREET (TENCH -> JARDINE),-35.314994,149.14097900000002
1114827,9/07/2015,13:15,Injury,Struck pedestrian (On Road),1,1,HINDMARSH/MELROSE INTERSECTION,-35.348789000000004,149.084257
1099455,21/02/2014,16:05,Injury,Struck pedestrian (On Road),1,1,KINGSFORD SMITH/SOUTHERN CROSS INTERSECTION,-35.227655,149.035092
1100463,2/12/2014,8:20,Property Damage Only,Struck pedestrian (Off Road),1,0,READ PLACE (FITZHARDINGE -> READ),-35.216871999999995,149.067489
1117117,7/08/2015,17:15,Injury,Struck pedestrian (On Road),1,1,MARCUS CLARKE STREET (ALINGA -> RUDD),-35.277014,149.126549
1103819,31/01/2015,23:15,Property Damage Only,Struck pedestrian (On Road),1,0,LONDON/NORTHBOURNE INTERSECTION,-35.279585,149.12905700000002
1149546,12/12/2016,17:45,Injury,Right turn into oncoming vehicle,1,1,COLLEGE/EASTERN VALLEY INTERSECTION,-35.243,149.073687
1108347,15/04/2015,8:15,Property Damage Only,Struck pedestrian (On Road),1,0,BARRY DRIVE (MARCUS CLARKE -> MOORE),-35.27558,149.127891
1094802,2/09/2014,9:10,Property Damage Only,Struck pedestrian (On Road),1,0,KREFFT STREET (BARNARD -> EDDY),-35.224732,149.043587
1072593,12/10/2013,8:20,Injury,Struck pedestrian (On Road),1,1,DAME ZARA STREET (MCCLUNG -> ROSANNA),-35.18481,149.14937
1079490,18/08/2013,12:30,Injury,Struck pedestrian (On Road),1,1,WILLIAMSON STREET (SHEAFFE -> HINDMARSH),-35.341440000000006,149.047114
1053739,23/01/2013,8:58,Injury,Struck pedestrian (On Road),1,1,ALINGA/CITY/EAST/MORT INTERSECTION,-35.278543,149.130627
1130336,6/12/2015,1:35,Injury,Struck pedestrian (On Road),1,1,ASHLEY DRIVE (BUGDEN -> BARRACLOUGH),-35.414537,149.1022
1073294,9/02/2013,8:25,Property Damage Only,Struck pedestrian (On Road),1,0,EAST ROW (ALINGA/CITY/MORT -> LONDON),-35.279192,149.130523
1114525,30/05/2015,14:55,Injury,Struck pedestrian (On Road),1,1,BATTYE/WATKIN INTERSECTION,-35.245717,149.095277
1144828,21/09/2016,15:00,Property Damage Only,Struck pedestrian (On Road),1,0,MARR STREET (BEASLEY -> HODGSON),-35.362897,149.087981
1056959,20/11/2012,17:22,Injury,Struck pedestrian (On Road),1,1,CORINNA STREET (CORINNA -> BREWER),-35.345953,149.08418500000002
1057306,3/05/2012,16:40,Fatal,Struck pedestrian (On Road),2,2,BATESON/YAMBA INTERSECTION,-35.347313,149.099872
1100406,3/12/2014,14:53,Property Damage Only,Struck pedestrian (On Road),1,0,O'HALLORAN CIRCUIT (DRAKEFORD/SUMMERLAND -> JENKE),-35.392374,149.06867
1119969,22/09/2015,16:00,Injury,Struck pedestrian (On Road),1,1,ELLERY/MARCUS CLARKE INTERSECTION,-35.281751,149.12366200000002
1084774,16/04/2014,17:00,Injury,Struck pedestrian (On Road),1,0,NORTHBOURNE AVENUE (VERNON -> LONDON),-35.280328000000004,149.128937
1054450,1/02/2013,2:30,Injury,Struck pedestrian (Off Road),1,1,BARTON HIGHWAY (BELLENDEN -> GUNDAROO/WILLIAM SLIM),-35.211335999999996,149.110676
1057122,21/01/2012,21:10,Injury,Struck pedestrian (On Road),1,1,OWEN DIXON DRIVE (COPLAND -> BADENOCH),-35.202617,149.076448
1112093,29/05/2015,8:40,Property Damage Only,Struck pedestrian (On Road),1,0,COOYONG ST (DONALDSON -> SCOTTS CSG),-35.276713,149.13408
1127948,26/01/2016,22:10,Injury,Struck pedestrian (On Road),1,1,EMU BANK (BENJAMIN -> SOUNDY/VERYARD),-35.238182,149.07106399999998
1125334,20/11/2015,11:15,Property Damage Only,Struck pedestrian (On Road),1,0,MAJURA/SPITFIRE/MEDDHUNG INTERSECTION,-35.29739,149.18696200000002
1074533,4/11/2013,18:40,Injury,Struck pedestrian (On Road),1,1,MURDOCH/NORTHBOURNE INTERSECTION,-35.252666,149.133305
1031897,26/03/2012,16:02,Property Damage Only,Struck pedestrian (On Road),1,0,LONDON CIRCUIT (AKUNA -> AINSLIE),-35.281673,149.131788
1051926,28/10/2012,6:30,Property Damage Only,Struck pedestrian (On Road),1,0,STREETON DRIVE (FREMANTLE -> NAMATJIRA),-35.355651,149.048629
1086445,30/04/2014,7:40,Injury,Struck pedestrian (On Road),1,1,MARRAWAH/THEODORE INTERSECTION,-35.338006,149.082905
1102211,9/01/2015,10:15,Property Damage Only,Struck pedestrian (On Road),1,0,BUNDA STREET (MURULLA -> MORT),-35.277541,149.131012
1108881,25/04/2015,20:30,Property Damage Only,Struck pedestrian (On Road),1,0,ANTILL STREET (BADHAM -> ANTILL SERV ACCESS ),-35.248588,149.13746799999998
1135036,22/05/2016,11:45,Property Damage Only,Struck pedestrian (On Road),1,0,CHARNWOOD PLACE SHOPPING CENTER (LHOTSKY -> END),-35.205046,149.034005
1047758,26/10/2012,18:00,Property Damage Only,Struck pedestrian (On Road),1,0,BRIERLY STREET (PARKINSON -> TRENERRY),-35.341776,149.05228799999998
1133356,10/04/2016,19:00,Injury,Struck pedestrian (On Road),1,1,DOOKIE STREET (CHEEL -> HAWKESBURY),-35.376789,149.109133
1101238,24/12/2014,14:15,Injury,Struck pedestrian (On Road),1,1,FURZER STREET / ACCESS ROAD (FURZER -> FURZER),-35.344628,149.084684
1123683,17/11/2015,22:42,Injury,Struck pedestrian (On Road),1,1,CONDAMINE/IPIMA/NORTHBOURNE INTERSECTION,-35.266242,149.131212
1050490,28/11/2012,17:47,Injury,Struck pedestrian (On Road),1,0,DEBENHAM STREET (HANNAM -> MERTZ),-35.359373,149.101935
1105729,24/02/2015,12:25,Property Damage Only,Struck pedestrian (Off Road),1,0,PETRIE STREET (BUNDA -> COOYONG),-35.278690999999995,149.134132
1086363,29/04/2014,18:30,Property Damage Only,Struck pedestrian (On Road),1,0,GUNGAHLIN/SANDFORD INTERSECTION,-35.218244,149.130804
1099082,11/11/2014,17:45,Property Damage Only,Struck pedestrian (On Road),1,0,EYRE/JARDINE INTERSECTION,-35.316134000000005,149.142378
1121615,30/09/2015,16:45,Injury,Struck pedestrian (On Road),1,1,BARTON/FEDERAL/NORTHBOURNE INTERSECTION,-35.240629999999996,149.137135
1068872,20/07/2013,23:25,Injury,Struck pedestrian (On Road),1,1,LONDON/NORTHBOURNE INTERSECTION,-35.279505,149.12906999999998
1146187,12/10/2016,16:40,Property Damage Only,Struck pedestrian (Off Road),1,0,NEWMAN-MORRIS CIRCUIT (FARRELLY -> CLUTTERBUCK),-35.406791999999996,149.07912199999998
1095054,16/08/2014,5:50,Injury,Struck pedestrian (On Road),1,1,YAMBA DRIVE (KITCHENER -> BATESON),-35.347111,149.09981399999998
1132854,15/04/2016,18:00,Property Damage Only,Struck pedestrian (On Road),1,0,BUNDA STREET (GAREMA ->GENGE),-35.278017999999996,149.132666
1064774,21/06/2013,21:10,Property Damage Only,Struck pedestrian (On Road),1,0,BUNDA STREET (AINSLIE -> PETRIE),-35.279412,149.133513
1041927,2/08/2012,8:50,Property Damage Only,Struck pedestrian (On Road),1,0,BLAMEY CRESCENT (BUNGEY -> CHAUVEL),-35.290574,149.152872
1104572,19/02/2015,9:10,Injury,Struck pedestrian (Off Road),1,1,CONSTITUTION AVENUE (CORANDERRK -> ANZAC),-35.288107000000004,149.139176
1148997,5/12/2016,8:59,Injury,Struck pedestrian (On Road),1,1,WIMMERA STREET (MAPLETON AV -> COLLAROY ST),-35.195951,149.15238300000001
1048768,8/11/2012,16:54,Property Damage Only,Struck pedestrian (On Road),1,0,ALLSOP/MARCUS CLARKE INTERSECTION,-35.279109000000005,149.12587299999998
1136705,9/06/2016,18:00,Injury,Struck pedestrian (On Road),1,1,GOZZARD/HIBBERSON INTERSECTION,-35.185095000000004,149.132351
1128443,14/01/2016,14:50,Injury,Struck pedestrian (On Road),1,1,LONDON/WEST INTERSECTION,-35.279354999999995,149.127692
1141984,10/08/2016,18:15,Property Damage Only,Struck pedestrian (On Road),1,0,ATHLLON DRIVE (BEASLEY/MAWSON -> MELROSE),-35.363689,149.092517
1144495,13/09/2016,10:10,Injury,Struck pedestrian (On Road),1,1,BUNDA/NORTHBOURNE/RUDD INTERSECTION,-35.277113,149.129254
1031331,20/03/2012,14:50,Injury,Struck pedestrian (On Road),1,1,HINDMARSH DRIVE (BUTTSHINDNRM -> AINSWORTH),-35.349813,149.09666
1083966,14/03/2014,8:30,Property Damage Only,Struck pedestrian (Off Road),1,0,AINSWORTH STREET (COLBECK -> AINSWORTH),-35.357941,149.097166
1145323,30/09/2016,15:00,Property Damage Only,Struck pedestrian (On Road),1,0,ELLERSTON AVENUE (GALLOWAY -> KADINA),-35.432263,149.093415
1039779,5/04/2012,17:30,Injury,Struck pedestrian (On Road),1,1,HINDMARSH/MELROSE INTERSECTION,-35.348789000000004,149.084257
1084203,13/04/2014,10:30,Injury,Other - Vehicle to Vehicle,2,2,JENKE CIRCUIT (JENKE 1-21 -> JENKE ACC),-35.396237,149.068896
1037852,24/05/2012,18:30,Injury,Struck pedestrian (On Road),1,1,DALEY ROAD (NORTH -> LINNAEUS),-35.274452000000004,149.117268
1131468,29/03/2016,23:00,Property Damage Only,Struck pedestrian (On Road),1,0,TRALEE STREET (COURANGA -> TRALEE (END)),-35.405938,149.150021
1129178,24/02/2016,16:20,Injury,Struck pedestrian (On Road),1,1,ALINGA/MARCUS CLARKE INTERSECTION,-35.278067,149.12637900000001
1036434,3/06/2012,11:00,Injury,Struck pedestrian (On Road),1,1,MACLEAN STREET (BENNY -> DYRING),-35.417108,149.127478
1128157,27/01/2016,10:45,Injury,Struck pedestrian (On Road),1,1,EASTLAKE PARADE (GILES -> EYRE),-35.313696,149.146778
1063056,31/05/2013,0:30,Property Damage Only,Struck pedestrian (On Road),1,0,BUNDA STREET (MURULLA -> MORT),-35.277558,149.131173
1049958,21/11/2012,18:30,Injury,Struck pedestrian (On Road),1,1,COLLEGE STREET (RADFORD COLLEGE ACCESS -> HAYDON),-35.242228000000004,149.08948600000002
1098250,29/10/2014,12:45,Property Damage Only,Struck pedestrian (On Road),1,0,BOWES STREET (ATLANTIC/MATILDA -> BOWES),-35.342995,149.08600800000002
1092381,6/08/2014,17:30,Injury,Struck pedestrian (On Road),1,1,EBDEN/WAKEFIELD INTERSECTION,-35.262425,149.147201
1142179,11/08/2016,9:30,Property Damage Only,Struck pedestrian (On Road),1,0,HIBBERSON STREET (HINDER -> KATE CRACE/FLEMINGTON),-35.186149,149.138564
1082001,18/02/2014,8:20,Injury,Struck pedestrian (On Road),1,1,ATHLLON DRIVE (MELROSE -> COLBEE),-35.355442,149.091526
1120227,29/09/2015,18:50,Injury,Struck pedestrian (On Road),1,1,COOYONG/SCOTTS INTERSECTION,-35.277449,149.134532
1039979,15/07/2012,21:37,Injury,Struck pedestrian (On Road),1,1,MARCHANT/MARCHANT/MARCHANT INTERSECTION,-35.190744,149.024855
1136873,27/05/2016,17:35,Property Damage Only,Struck pedestrian (On Road),1,0,GIRRAHWEEN/MASSON/NORTHBOURNE INTERSECTION,-35.270315999999994,149.13045400000001
1149653,8/11/2016,9:30,Injury,Other - Vehicle to Vehicle,1,1,DE LACY PLACE (ALSTON -> DE LACY),-35.42338,149.12377
1048184,17/10/2012,17:27,Injury,Struck pedestrian (On Road),1,1,MARCUS CLARKE STREET (ALINGA -> RUDD),-35.277091,149.126537
1095847,10/09/2014,15:41,Fatal,Struck pedestrian (On Road),1,1,CANBERRA/CAPTAIN COOK/MANUKA (SW) INTERSECTION,-35.319493,149.135358
1028427,14/02/2012,8:50,Injury,Struck pedestrian (On Road),1,1,ASHBURTON/MARIBYRNONG INTERSECTION,-35.224796000000005,149.111025
1050502,30/11/2012,8:35,Property Damage Only,Struck pedestrian (On Road),1,0,WIMMERA STREET (MAPLETON AV -> NULLARBOR/,-35.200811,149.150529
1137433,8/06/2016,8:35,Property Damage Only,Struck pedestrian (On Road),1,0,COULTER/LUXTON/SOUTHERN CROSS INTERSECTION,-35.235828000000005,149.05799199999998
1141622,26/07/2016,8:37,Injury,Struck pedestrian (On Road),1,1,HARDWICK CRESCENT (FLACK -> KIPPAX),-35.224469,149.02074299999998
1134437,6/05/2016,12:38,Injury,Struck pedestrian (On Road),1,1,BUNDA/MORT INTERSECTION,-35.277406,149.13081100000002
1046533,26/09/2012,15:20,Injury,Struck pedestrian (On Road),1,1,ELLENBOROUGH STREET (MARIBYRNONG -> DAINTREE),-35.230788000000004,149.113038
1130243,17/01/2015,2:00,Property Damage Only,Struck pedestrian (On Road),1,0,BUNDA STREET (GENGE -> MURULLA),-35.277633,149.131851
1032511,13/04/2012,14:36,Injury,Struck pedestrian (On Road),1,1,BARRY/COOYONG/NORTHBOURNE INTERSECTION,-35.275692,149.12968600000002
