objectid_1,objectid,heritage_i,location_i,name,status,status_dat,owner_name,descr,site_name,loc_type,title,block_key,district_n,district_i,division_n,division_i,heritage_r,shape_leng,shape_length,shape_area
428,428,1162,1561,CLSN5,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
429,429,1162,1560,CLSN4,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
430,430,2001,5677,BSAS1,Final Registration,20050308.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
473,473,1243,2808,"AAS5, MV36",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
2823,2823,1801,5164,Aboriginal Places in Uriarra Forest,Final Registration,20050309.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
431,431,2001,5494,BSIF1,Final Registration,20050308.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
432,432,1164,2951,BS1,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
433,433,1162,1559,CLSN3,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
434,434,1162,2820,CLSN2,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
435,435,1162,2853,CLWB34,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
436,436,1162,1508,CLWB33,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
437,437,1162,1510,CLWB36,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
438,438,1162,1509,CLWB35,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
439,439,2001,7564,Aboriginal Places in all Districts,Final Registration,20050308.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
440,440,2001,5495,BSIF2,Final Registration,20050308.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
441,441,2521,8529,Traditional Nesting Sites of Peregrine Falcons,Nominated for Provisional Registration,,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.3875226925,16093.3875226925,6651990.44581132
442,442,1172,815,CR 1,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.45057548,16093.45057548,6651985.25551968
443,443,1172,816,CR 2,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.45057548,16093.45057548,6651985.25551968
444,444,1172,569,MRC122,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.45057548,16093.45057548,6651985.25551968
445,445,1172,570,MRC123,Final Registration,20050309.0,,,,Restricted,,50000001633,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,16093.45057548,16093.45057548,6651985.25551968
446,446,2029,2291,MRC87,Final Registration,20050308.0,,,,Restricted,,170000000111,TENNENT,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tennent,4435.62177743761,4435.62177743761,446954.51163557795
474,474,1243,2809,"AIF8, MV31",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
447,447,2029,671,MRC88,Final Registration,20050308.0,,,,Restricted,,170000000111,TENNENT,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tennent,4435.62177743761,4435.62177743761,446954.51163557795
448,448,1162,1562,CLWB5,Final Registration,20050309.0,,,,Restricted,,55781930028,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,141.99420559991898,141.99420559991898,389.94759184443495
449,449,1162,2733,CLD2-3,Final Registration,20050309.0,,,,Restricted,,70000000757,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1290.90318842103,1290.90318842103,91472.13153926769
450,450,461,4635,Hall Village Heritage Precinct,Final Registration,20050309.0,,,,Restricted,,70000000757,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1290.90318842103,1290.90318842103,91472.13153926769
451,451,2027,7554,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,70000000758,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1254.8700159349698,1254.8700159349698,31679.3272195098
452,452,2027,5637,Hall Scarred Tree 1,Final Registration,20050308.0,,,,Restricted,,70000000758,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1254.8700159349698,1254.8700159349698,31679.3272195098
453,453,2023,2245,HC1,Final Registration,20050308.0,,,,Restricted,,70000000758,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,1254.8700159349698,1254.8700159349698,31679.3272195098
454,454,1162,2851,CLWB24,Final Registration,20050309.0,,,,Restricted,,50000001621,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,2417.4241077780603,2417.4241077780603,332813.55733017303
455,455,1162,1505,CLWB29,Final Registration,20050309.0,,,,Restricted,,50000001621,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,2417.4241077780603,2417.4241077780603,332813.55733017303
456,456,1162,1502,CLWB25,Final Registration,20050309.0,,,,Restricted,,50000001621,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,2417.4241077780603,2417.4241077780603,332813.55733017303
457,457,1162,1501,CLWB23,Final Registration,20050309.0,,,,Restricted,,50000001621,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,2417.4241077780603,2417.4241077780603,332813.55733017303
458,458,1172,2717,WB-B-C1/IF4,Final Registration,20050309.0,,,,Restricted,,50000001621,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,2417.42412850827,2417.42412850827,332813.540638077
459,459,2023,5625,Crace 13,Final Registration,20050308.0,,,,Restricted,,77120610007,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,90.9969479702584,90.9969479702584,457.46912311992503
460,460,1166,4472,Aboriginal Places in the District of Jerrabomberra,Final Registration,20050309.0,,,,Restricted,,80000002028,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,1131.34356159263,1131.34356159263,23136.6894518506
1254,1254,427,417,Aboriginal Place PH13,Final Registration,19941209.0,,,,Restricted,,77060270017,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,73.9974281862683,73.9974281862683,209.985552950506
464,464,2023,2867,ASC 7,Final Registration,20050308.0,,,,Restricted,,70000000783,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5113.22464765454,5113.22464765454,1163638.44339128
475,475,1243,1204,"AAS3, MV28",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
476,476,1243,1205,"AIF7, MV32",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
477,477,1243,1206,"AAS6, MV35",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
478,478,1243,1207,"AIF9, MV33",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
1452,1452,2024,7299,Aboriginal Places on Fire Trails and Containment Lines in Namadgi National Park,Final Registration,20050309.0,,,,Restricted,,150000000020,RENDEZVOUS CREEK,R,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#rendezvous_creek,768.26546576353,768.26546576353,8707.57824813674
465,465,2023,2866,IFC5,Final Registration,20050308.0,,,,Restricted,,70000000783,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5113.22464765454,5113.22464765454,1163638.44339128
479,479,1162,1552,CLSC12,Final Registration,20050309.0,,,,Restricted,,60000001640,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,3090.13180386484,3090.13180386484,475389.209617448
483,483,1166,1335,CA 7,Final Registration,20050309.0,,,,Restricted,,88040010007,JERRABOMBERRA,J,BEARD,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#beard,1566.3693742145401,1566.3693742145401,109898.8081576
484,484,2023,5583,Crace 15 (ASC 3),Final Registration,20050308.0,,,,Restricted,,77120700023,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,96.3599917183827,96.3599917183827,538.3461839926799
466,466,2023,1211,IFC4,Final Registration,20050308.0,,,,Restricted,,70000000783,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5113.22464765454,5113.22464765454,1163638.44339128
467,467,1166,1335,CA 7,Final Registration,20050309.0,,,,Restricted,,88040110004,JERRABOMBERRA,J,BEARD,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#beard,148.409645001854,148.409645001854,1207.45191219076
468,468,1243,2806,"AAS2, MV27",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
469,469,1243,1288,"AIF6, MV26",Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
470,470,1243,4584,Aboriginal Places in the District of Majura,Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
471,471,1243,1251,MV104,Final Registration,20050309.0,,,,Restricted,,20000000051,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,3625.2251160729706,3625.2251160729706,793853.87106668
480,480,1164,2544,Bruce IF2,Final Registration,20050309.0,,,,Restricted,,55550080028,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,1044.3808105219,1044.3808105219,61194.7542954515
481,481,1164,2543,Bruce IF1,Final Registration,20050309.0,,,,Restricted,,55550080028,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,1044.3808105219,1044.3808105219,61194.7542954515
482,482,1166,2638,CA 2,Final Registration,20050309.0,,,,Restricted,,88040010007,JERRABOMBERRA,J,BEARD,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#beard,1566.3693742145401,1566.3693742145401,109898.8081576
2824,2824,2029,535,MRC139,Final Registration,20050308.0,,,,Restricted,,110000000066,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,18611.8670466874,18611.8670466874,6891724.25537467
490,490,1166,1322,HUME PAD 4,Final Registration,20050309.0,,,,Restricted,,88020230029,JERRABOMBERRA,J,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,3746.2304270914296,3746.2304270914296,178456.578749431
491,491,1020,4313,Hume Paleontological Site,Final Registration,,,,,Restricted,,88020230029,JERRABOMBERRA,J,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,3746.2304270914296,3746.2304270914296,178456.578749431
492,492,2029,1436,HA PAD 4,Final Registration,20050308.0,,,,Restricted,,88020230029,JERRABOMBERRA,J,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,3746.2304270914296,3746.2304270914296,178456.578749431
495,495,353,326,Birrigai Rock Shelter,Final Registration,20150610.0,,,,Restricted,,160000000010,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,8475.73408992923,8475.73408992923,1667149.81251616
496,496,1941,5743,Aboriginal Places - Tidbinbilla Nature Reserve and Birrigai,Final Registration,20050309.0,,,,Restricted,,160000000010,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,8475.73408992923,8475.73408992923,1667149.81251616
497,497,1164,4464,"Aboriginal Places in Belconnen, Coree, Cotter River, Gungahlin, Paddy's River and Stromlo",Final Registration,20050309.0,,,,Restricted,,160000000010,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,8475.73408992923,8475.73408992923,1667149.81251616
523,523,1243,2426,"OC2, MV54",Final Registration,20050309.0,,,,Restricted,,20000000671,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,1764.4798239017998,1764.4798239017998,119686.55346317099
493,493,2029,2323,MRC110,Final Registration,20050308.0,,,,Restricted,,100000000030,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,16128.130777376298,16128.130777376298,1125145.214065
513,513,1172,1420,LS 13,Final Registration,20050309.0,,,,Restricted,,55800130003,BELCONNEN,B,LAWSON,L,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/l#lawson,7378.1286836709805,7378.1286836709805,500405.23665065604
514,514,1172,2817,LS 6,Final Registration,20050309.0,,,,Restricted,,55800130003,BELCONNEN,B,LAWSON,L,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/l#lawson,7378.1286836709805,7378.1286836709805,500405.23665065604
