cd_code,state,ssd,sla,lga,sd,post,_seifa91_population,index_of_relative_socio_economic_disadvantage,_index_of_economic_resources,index_of_education_and_occupation_,_urban_index_of_relative_socio_economic_advantage,rural_index_of_relative_socio_economic_advantage,cdsn,cd_num,scd91,state_name
1010301,1,15,3850,3850,50,2711,82,990.4391,910.41846,894.4853,,831.14343,501501,10301,1501501,New South Wales
1010302,1,15,3850,3850,50,2711,160,1011.3829,907.4019,981.6602,,1021.2742,501502,10302,1501502,New South Wales
1010303,1,15,3850,3850,50,2711,196,1006.7418,906.70795,900.3917,,884.5257,501503,10303,1501503,New South Wales
1010304,1,15,3850,3850,50,2711,227,1030.9539,845.5585,938.4159,,811.9574,501504,10304,1501504,New South Wales
1010305,1,15,3850,3850,50,2711,178,992.8974599999999,853.5247,937.94025,,909.0657,501505,10305,1501505,New South Wales
1010306,1,15,3850,3850,50,2711,148,1046.9260000000002,939.5136,975.8352,,930.3213,501506,10306,1501506,New South Wales
1010307,1,15,3850,3850,50,2711,607,879.6748,866.4949300000001,906.0953400000001,916.2959,,501507,10307,1501507,New South Wales
1010308,1,15,3850,3850,50,2711,405,1018.0063,896.2177,992.1208,980.9503,,501508,10308,1501508,New South Wales
1010309,1,15,3850,3850,50,2711,552,939.06805,865.2093,945.69885,942.9644,,501509,10309,1501509,New South Wales
1010310,1,15,3850,3850,50,2711,696,1001.0845,926.1361,985.36255,982.4968,,501510,10310,1501510,New South Wales
1010311,1,15,3850,3850,50,2711,557,973.69836,905.47125,913.28516,967.569,,501511,10311,1501511,New South Wales
1010401,1,15,1600,1600,50,2877,125,1011.0314,816.0153,894.14404,,886.4526400000001,501501,10401,1501501,New South Wales
1010403,1,15,1600,1600,50,2675,34,997.3299599999999,955.7695,945.3618,,840.4067,501503,10403,1501503,New South Wales
1010404,1,15,1600,1600,50,2675,70,1085.3373,923.0467,926.1274400000001,,857.70056,501504,10404,1501504,New South Wales
1010405,1,15,1600,1600,50,2675,244,1066.9902,938.4589,942.81616,,898.8439999999999,501505,10405,1501505,New South Wales
1010406,1,15,1600,1600,50,2675,448,940.7123,880.4363,930.0369,962.17065,,501506,10406,1501506,New South Wales
1020104,1,10,8809,9399,60,2880,66,933.24457,926.30084,796.69037,,829.6781,601004,20104,1601004,New South Wales
1020105,1,10,8809,9399,60,2840,154,1007.9633,868.99634,920.5779,,900.9523,601005,20105,1601005,New South Wales
1020106,1,10,8809,9399,60,2880,74,1025.4167,898.0281,945.4291400000001,,841.13275,601006,20106,1601006,New South Wales
1010502,1,15,1600,1600,50,2652,74,974.1803,882.2059,938.7349,,875.3643,501502,10502,1501502,New South Wales
1010503,1,15,1600,1600,50,2652,286,1000.6751,922.9971300000001,950.0674,,1035.7356,501503,10503,1501503,New South Wales
1010504,1,15,1600,1600,50,2652,269,991.6714,862.7655,935.99634,,893.5184300000001,501504,10504,1501504,New South Wales
1010708,1,15,5500,5500,55,2731,571,969.11176,940.3499,954.4595300000001,944.4234,,551508,10708,1551508,New South Wales
1010811,1,15,2500,2500,55,2710,912,926.46045,920.312,949.9955,910.7225300000001,,551511,10811,1551511,New South Wales
1010903,1,15,1850,1850,55,2710,342,1067.4958,1018.9674,984.4364,,947.4440300000001,551503,10903,1551503,New South Wales
1020107,1,10,8809,9399,60,2880,116,965.81146,930.3306,859.7205,,873.4278,601007,20107,1601007,New South Wales
1010505,1,15,1600,1600,50,2669,253,987.2950400000001,890.2199,914.36334,,897.19073,501505,10505,1501505,New South Wales
1010506,1,15,1600,1600,50,2680,300,1013.6749,866.7080000000001,919.6062,,896.29,501506,10506,1501506,New South Wales
1010507,1,15,1600,1600,50,2711,46,1032.0088,891.4528,929.7926,,881.51465,501507,10507,1501507,New South Wales
1010601,1,15,8300,8300,55,2710,174,1038.2489,896.0451,926.27405,,825.0024400000001,551501,10601,1551501,New South Wales
1010602,1,15,8300,8300,55,2710,289,1082.6497,930.71063,975.1031,,907.38635,551502,10602,1551502,New South Wales
1010701,1,15,5500,5500,55,2710,172,1014.4799,953.44073,930.988,,872.0337,551501,10701,1551501,New South Wales
1010702,1,15,5500,5500,55,2710,156,1044.828,980.93616,983.66705,,924.8793300000001,551502,10702,1551502,New South Wales
1010802,1,15,2500,2500,55,2710,645,1000.7239999999999,977.25903,964.5232,992.1821,,551502,10802,1551502,New South Wales
1010812,1,15,2500,2500,55,2710,756,1053.5853,993.8318,1033.0299,997.17676,,551512,10812,1551512,New South Wales
1010901,1,15,1850,1850,55,2710,97,1109.9688,949.56067,1035.8751,,891.61224,551501,10901,1551501,New South Wales
1010902,1,15,1850,1850,55,2710,239,1084.022,962.71875,1011.8901,,920.5459599999999,551502,10902,1551502,New South Wales
1011508,1,15,3450,3450,50,2680,365,1041.5901,1024.9264,1001.4971,967.56573,,501508,11508,1501508,New South Wales
1010703,1,15,5500,5500,55,2731,163,1099.3226,922.4595300000001,993.6669300000001,,875.5852,551503,10703,1551503,New South Wales
1010704,1,15,5500,5500,55,2710,135,1058.1731,913.682,968.4739999999999,,948.1477,551504,10704,1551504,New South Wales
1010705,1,15,5500,5500,55,2710,160,1041.3591,924.5538,1014.0783,,938.53516,551505,10705,1551505,New South Wales
1010706,1,15,5500,5500,55,2710,666,945.9629,892.5081,844.69116,,1002.2855,551506,10706,1551506,New South Wales
1010707,1,15,5500,5500,55,2710,378,953.3450300000001,893.3259,943.6214,,937.7463,551507,10707,1551507,New South Wales
1020201,1,10,8809,9399,60,2880,89,1042.2561,923.1322,937.9139,,860.4427,601001,20201,1601001,New South Wales
1020202,1,10,8809,9399,60,2648,41,949.55536,914.5479,895.0273,,889.2669699999999,601002,20202,1601002,New South Wales
1010709,1,15,5500,5500,55,2731,575,1062.2161,978.3639999999999,1008.6104,,1038.5381,551509,10709,1551509,New South Wales
1010809,1,15,2500,2500,55,2710,581,961.7798,929.12445,964.6812,975.7035,,551509,10809,1551509,New South Wales
1010810,1,15,2500,2500,55,2710,525,1007.7633,940.4075300000001,939.2903,943.00134,,551510,10810,1551510,New South Wales
1011507,1,15,3450,3450,50,2680,484,848.5144,815.09973,893.7255,893.5161,,501507,11507,1501507,New South Wales
1010710,1,15,5500,5500,55,2731,217,1059.1272,948.3493,1008.5842,,935.4595300000001,551510,10710,1551510,New South Wales
1010711,1,15,5500,5500,55,2731,124,1031.7902,920.6114,964.56854,,877.3474,551511,10711,1551511,New South Wales
1010712,1,15,5500,5500,55,2731,392,964.5014,899.3861,926.8753,948.6663,,551512,10712,1551512,New South Wales
1010713,1,15,5500,5500,55,2731,616,1006.4109,952.0658,956.71094,953.4657,,551513,10713,1551513,New South Wales
1010714,1,15,5500,5500,55,2731,684,1062.907,1025.1584,983.78656,1005.5875,,551514,10714,1551514,New South Wales
1010801,1,15,2500,2500,55,2710,677,992.72095,942.3743,974.7053,971.45074,,551501,10801,1551501,New South Wales
1020203,1,10,8809,9399,60,2880,39,1026.088,888.46844,933.1052,,921.2842400000001,601003,20203,1601003,New South Wales
1010803,1,15,2500,2500,55,2710,946,1026.3833,983.3322,969.0893,986.3267,,551503,10803,1551503,New South Wales
1010804,1,15,2500,2500,55,2710,375,1055.4674,970.70734,1017.2899,989.26,,551504,10804,1551504,New South Wales
1010805,1,15,2500,2500,55,2710,672,972.7819,918.635,968.1622,941.4680000000001,,551505,10805,1551505,New South Wales
1010806,1,15,2500,2500,55,2710,609,922.5167,923.8814,949.9132,963.045,,551506,10806,1551506,New South Wales
1010807,1,15,2500,2500,55,2710,575,987.0882,921.7101,971.7139,969.0039,,551507,10807,1551507,New South Wales
1010808,1,15,2500,2500,55,2710,622,1002.5611,942.0634,1011.3510000000001,973.04443,,551508,10808,1551508,New South Wales
1020204,1,10,8809,9399,60,2880,57,926.3368,857.24,817.4092,,901.3747599999999,601004,20204,1601004,New South Wales
1032207,1,5,8150,8150,35,2868,405,1031.4966,920.00684,989.4983,,957.98065,350507,32207,1350507,New South Wales
1010904,1,15,1850,1850,55,2710,459,1074.4241,935.7784,1003.5046,,940.00916,551504,10904,1551504,New South Wales
1010905,1,15,1850,1850,55,2714,381,1080.2821,932.0962,1013.8899,,915.85516,551505,10905,1551505,New South Wales
1011001,1,15,650,650,55,2714,176,1079.7554,942.8375,1003.1573,,914.9692,551501,11001,1551501,New South Wales
1011002,1,15,650,650,55,2714,347,918.1775,888.9553,878.33563,919.4836,,551502,11002,1551502,New South Wales
1011003,1,15,650,650,55,2714,423,926.43713,890.6459,882.8710000000001,950.30725,,551503,11003,1551503,New South Wales
1011004,1,15,650,650,55,3644,843,1029.2129,980.37537,939.3011,,1045.363,551504,11004,1551504,New South Wales
1011005,1,15,650,650,55,2712,511,1042.6552,959.4436599999999,941.7834,,940.57715,551505,11005,1551505,New South Wales
1011006,1,15,650,650,55,2647,243,1072.0173,960.3939,965.8251300000001,,913.43195,551506,11006,1551506,New South Wales
1011007,1,15,650,650,55,2714,592,1066.3984,897.655,1004.2515,,974.8134,551507,11007,1551507,New South Wales
1011008,1,15,650,650,55,2714,817,983.9155,936.74146,912.605,967.4716,,551508,11008,1551508,New South Wales
1011101,1,15,650,650,55,2716,227,1084.5962,990.8193,1009.9851,,933.92035,551501,11101,1551501,New South Wales
1011102,1,15,650,650,55,2712,517,987.5315,930.6619999999999,925.695,,1038.0823,551502,11102,1551502,New South Wales
1011103,1,15,650,650,55,2712,236,1063.2365,898.7371,1018.5091,,962.9658,551503,11103,1551503,New South Wales
1011104,1,15,650,650,55,2713,461,990.49854,924.921,936.2280000000001,933.487,,551504,11104,1551504,New South Wales
1011105,1,15,650,650,55,2713,421,1000.7660000000001,934.2712,938.9634,958.2449300000001,,551505,11105,1551505,New South Wales
1011106,1,15,650,650,55,2713,517,1003.6473,964.273,1010.8733,1001.939,,551506,11106,1551506,New South Wales
1011505,1,15,3450,3450,50,2680,747,1018.7963,962.6943,1023.403,995.83875,,501505,11505,1501505,New South Wales
1011107,1,15,650,650,55,2713,479,1056.8834,977.3122,1012.1142,,986.58417,551507,11107,1551507,New South Wales
1011108,1,15,650,650,55,2713,821,1022.4543,956.1204,999.95197,978.1405,,551508,11108,1551508,New South Wales
1011109,1,15,650,650,55,2712,432,968.37537,884.1745,923.0892,,1019.7164,551509,11109,1551509,New South Wales
1011201,1,15,4250,4250,55,2700,476,1111.3374,981.9134,1002.3455,,912.1465,551501,11201,1551501,New South Wales
1011202,1,15,4250,4250,55,2716,268,1063.6246,999.22614,976.7051,,875.1204,551502,11202,1551502,New South Wales
1011203,1,15,4250,4250,55,2716,310,1068.8556,911.421,1012.5034,,893.10675,551503,11203,1551503,New South Wales
1011204,1,15,4250,4250,55,2716,424,952.699,889.6307400000001,936.5295,,981.70154,551504,11204,1551504,New South Wales
1011205,1,15,4250,4250,55,2716,474,990.6022,913.0058,909.73004,,1000.0529,551505,11205,1551505,New South Wales
1011301,1,15,5550,5550,50,2711,94,1016.6072,867.82416,903.5254,,810.6193,501501,11301,1501501,New South Wales
1011302,1,15,5550,5550,50,2706,236,1047.5319,937.576,975.4406,,910.3099,501502,11302,1501502,New South Wales
1011303,1,15,5550,5550,50,2707,580,1033.3907,945.3301,1001.8693,,1007.056,501503,11303,1501503,New South Wales
1011404,1,15,3450,3450,50,2669,323,1056.7147,941.58325,974.5333,,993.0274699999999,501504,11404,1501504,New South Wales
1020206,1,10,8809,9399,60,2880,140,962.3413,976.2633699999999,872.37946,,925.7460000000001,601006,20206,1601006,New South Wales
1011304,1,15,5550,5550,50,2707,328,1088.3337,1016.3449,976.8271,,926.9441,501504,11304,1501504,New South Wales
1011305,1,15,5550,5550,50,2706,750,916.9586,873.14124,864.0079,,966.49805,501505,11305,1501505,New South Wales
1011306,1,15,5550,5550,50,2700,244,1057.8716,956.5851,934.6967,,856.6612,501506,11306,1501506,New South Wales
1011401,1,15,3450,3450,50,2680,454,1035.77,996.0047599999999,976.9341,,1024.4435,501501,11401,1501501,New South Wales
1020410,1,10,1250,1250,60,2880,431,856.3835,950.78705,872.2754,972.4010000000001,,601010,20410,1601010,New South Wales
1011402,1,15,3450,3450,50,2680,388,1026.5359,925.1066,926.7173,,921.54126,501502,11402,1501502,New South Wales
1011403,1,15,3450,3450,50,2681,216,1018.0310000000001,983.34875,920.0037,,913.3815300000001,501503,11403,1501503,New South Wales
1011405,1,15,3450,3450,50,2681,334,944.2304,904.45795,930.5732,,1031.5818,501505,11405,1501505,New South Wales
1032209,1,5,8150,8150,35,2820,515,1001.1824,930.6938,971.0339,,912.51544,350509,32209,1350509,New South Wales
1011406,1,15,3450,3450,50,2680,503,1012.7822,953.12897,954.2575699999999,,941.7645,501506,11406,1501506,New South Wales
1011407,1,15,3450,3450,50,2680,321,1011.7982,933.6982,928.41724,,928.1717,501507,11407,1501507,New South Wales
1011408,1,15,3450,3450,50,2680,303,1021.6721,956.7054400000001,912.6007,,1012.4526,501508,11408,1501508,New South Wales
1011409,1,15,3450,3450,50,2680,235,1027.1151,955.0004,956.8886,,1084.0343,501509,11409,1501509,New South Wales
1011410,1,15,3450,3450,50,2680,128,1036.8948,956.5631,929.54297,,1075.655,501510,11410,1501510,New South Wales
1011411,1,15,3450,3450,50,2681,589,1025.9434,970.12366,944.9499,,1030.1008,501511,11411,1501511,New South Wales
1011501,1,15,3450,3450,50,2680,949,995.6929,973.9356,972.2585,992.6542400000001,,501501,11501,1501501,New South Wales
1011502,1,15,3450,3450,50,2680,561,1062.5413,1013.5768,1020.2238,1049.6625,,501502,11502,1501502,New South Wales
1011503,1,15,3450,3450,50,2680,693,1040.438,985.3345300000001,1002.28,980.94275,,501503,11503,1501503,New South Wales
1011504,1,15,3450,3450,50,2680,335,1084.0947,1032.0304,1043.6233,1098.3943,,501504,11504,1501504,New South Wales
1032110,1,5,2600,2600,35,2830,460,940.3844,932.7121,968.75726,905.8045,,350510,32110,1350510,New South Wales
1011509,1,15,3450,3450,50,2680,580,1046.5409,1034.0631,1001.0536,1054.7974,,501509,11509,1501509,New South Wales
1011510,1,15,3450,3450,50,2680,540,1025.2642,975.31036,1007.7003,1032.9374,,501510,11510,1501510,New South Wales
1011511,1,15,3450,3450,50,2680,903,1072.5654,1022.6818,1020.8022,1059.1726,,501511,11511,1501511,New South Wales
1011512,1,15,3450,3450,50,2680,720,1097.1304,1048.6887,1027.338,1019.8192,,501512,11512,1501512,New South Wales
1011513,1,15,3450,3450,50,2680,415,1076.8269,1068.9216,1061.5636,1114.5829,,501513,11513,1501513,New South Wales
1011601,1,15,3450,3450,50,2680,363,893.2952,846.3097,948.4376,888.9116,,501501,11601,1501501,New South Wales
1011602,1,15,3450,3450,50,2680,720,990.7816,944.5433,919.58875,949.49677,,501502,11602,1501502,New South Wales
1011603,1,15,3450,3450,50,2680,685,675.38367,803.10016,787.44763,831.9282,,501503,11603,1501503,New South Wales
1011604,1,15,3450,3450,50,2680,606,874.487,847.2901,958.431,882.092,,501504,11604,1501504,New South Wales
1020311,1,10,1250,1250,60,2880,538,1052.3241,1038.2197,967.2801,1010.7572,,601011,20311,1601011,New South Wales
1192405,1,5,8450,8450,15,2530,310,1050.3657,1061.3557,1016.0830000000001,,1074.8213,150505,192405,1150505,New South Wales
1011605,1,15,3450,3450,50,2680,589,860.2124,831.81995,903.9325,853.2925,,501505,11605,1501505,New South Wales
1011606,1,15,3450,3450,50,2680,159,1021.8567,1029.746,1098.0671,953.6133,,501506,11606,1501506,New South Wales
1011607,1,15,3450,3450,50,2680,461,988.8172599999999,956.92084,909.453,976.3149,,501507,11607,1501507,New South Wales
1011608,1,15,3450,3450,50,2680,523,856.13635,863.9187,858.76825,891.6471,,501508,11608,1501508,New South Wales
1011609,1,15,3450,3450,50,2680,522,1029.528,963.4753400000001,947.3746,959.2051,,501509,11609,1501509,New South Wales
1011610,1,15,3450,3450,50,2680,287,969.8373,904.33545,966.2041,942.0628,,501510,11610,1501510,New South Wales
1011611,1,15,3450,3450,50,2680,457,884.08435,897.0755,854.8638300000001,928.2158,,501511,11611,1501511,New South Wales
1011701,1,15,3450,3450,50,2680,329,1032.9136,944.7929,939.7556,,922.0693,501501,11701,1501501,New South Wales
1011702,1,15,3450,3450,50,2680,585,964.37604,902.34784,905.54016,,946.67706,501502,11702,1501502,New South Wales
1011803,1,15,4750,4750,50,2705,294,1055.6842,920.3485,965.72546,,914.43115,501503,11803,1501503,New South Wales
1011703,1,15,3450,3450,50,2680,259,1064.2999,1000.9973,989.5521,,895.3928,501503,11703,1501503,New South Wales
1011704,1,15,3450,3450,50,2680,438,1002.2468,975.61957,917.0631,,958.0111699999999,501504,11704,1501504,New South Wales
1011705,1,15,3450,3450,50,2680,643,994.9757699999999,920.1748,937.66077,,946.13385,501505,11705,1501505,New South Wales
1011706,1,15,3450,3450,50,2680,422,1015.5179,992.1049,911.28156,,1070.096,501506,11706,1501506,New South Wales
1011707,1,15,3450,3450,50,2680,319,1019.3382,1055.7811,952.7389999999999,,949.2884,501507,11707,1501507,New South Wales
1011708,1,15,3450,3450,50,2680,447,1079.8375,996.7974,966.0714,,918.38824,501508,11708,1501508,New South Wales
1161801,1,10,7750,7750,50,2650,761,1052.0609,1012.8966,988.81256,940.1379400000001,,501001,161801,1501001,New South Wales
1011801,1,15,4750,4750,50,2706,131,1125.2686,1024.1926,970.4909,,905.6824,501501,11801,1501501,New South Wales
1011802,1,15,4750,4750,50,2705,340,945.265,910.32245,824.8266,,964.27216,501502,11802,1501502,New South Wales
1020401,1,10,1250,1250,60,2880,344,994.23016,1037.7604,893.7817,951.2001300000001,,601001,20401,1601001,New South Wales
2290711,2,5,4602,4600,5,3053,139,973.0901,905.04565,1127.0424,977.2799699999999,,50511,290711,2050511,Victoria
1011804,1,15,4750,4750,50,2705,341,1055.6906,941.8665,981.25,,938.6173,501504,11804,1501504,New South Wales
1011805,1,15,4750,4750,50,2705,667,1004.1822,938.55853,929.2139999999999,,1007.53,501505,11805,1501505,New South Wales
1011806,1,15,4750,4750,50,2705,630,1034.5752,969.69055,998.4832,1004.1784,,501506,11806,1501506,New South Wales
1011807,1,15,4750,4750,50,2705,622,956.1679,945.9038,924.0049,962.3506,,501507,11807,1501507,New South Wales
1011808,1,15,4750,4750,50,2705,693,1024.0164,956.8467400000001,1014.3366,1010.6835,,501508,11808,1501508,New South Wales
1011809,1,15,4750,4750,50,2705,299,906.8205,884.1147,913.6557,927.5245,,501509,11809,1501509,New South Wales
1011810,1,15,4750,4750,50,2705,773,965.42126,930.45605,944.7035,941.456,,501510,11810,1501510,New South Wales
1020402,1,10,1250,1250,60,2880,634,990.5412,990.01715,928.3102,982.4132699999999,,601002,20402,1601002,New South Wales
1020403,1,10,1250,1250,60,2880,868,869.69293,895.9471,839.1761,929.9528,,601003,20403,1601003,New South Wales
1020404,1,10,1250,1250,60,2880,612,943.2567,949.9918,881.4184,950.1819,,601004,20404,1601004,New South Wales
1011811,1,15,4750,4750,50,2705,644,1030.5719,941.38403,1001.9496,984.0431,,501511,11811,1501511,New South Wales
1011812,1,15,4750,4750,50,2705,233,1063.7389,976.87,1051.355,1056.6886,,501512,11812,1501512,New South Wales
1011813,1,15,4750,4750,50,2705,523,996.01886,944.6755,953.67725,974.80286,,501513,11813,1501513,New South Wales
1011814,1,15,4750,4750,50,2705,548,1000.4,936.1927,950.4371,930.1268,,501514,11814,1501514,New South Wales
1011815,1,15,4750,4750,50,2705,510,954.3315,921.5282,982.17255,961.11676,,501515,11815,1501515,New South Wales
1011816,1,15,4750,4750,50,2705,770,903.3217,905.6463,936.1502,891.9350599999999,,501516,11816,1501516,New South Wales
1011901,1,15,4750,4750,50,2700,550,1040.5898,981.6351,978.3598,,1036.1323,501501,11901,1501501,New South Wales
1020405,1,10,1250,1250,60,2880,632,937.18494,950.2115,873.8741,955.7231,,601005,20405,1601005,New South Wales
1221904,1,70,3100,3100,5,2257,384,959.9143,1013.98,983.5224,981.90125,,57004,221904,1057004,New South Wales
1011902,1,15,4750,4750,50,2705,350,1047.4928,946.47424,987.09564,,1051.5266,501502,11902,1501502,New South Wales
1011903,1,15,4750,4750,50,2703,439,976.97375,955.6328,902.87915,,1060.1526,501503,11903,1501503,New South Wales
1011906,1,15,4750,4750,50,2705,490,1025.843,956.0253,966.8206,,1042.984,501506,11906,1501506,New South Wales
1011907,1,15,4750,4750,50,2703,212,1009.702,914.5043,941.7592,,1070.1818,501507,11907,1501507,New South Wales
1012001,1,10,5800,5800,50,2700,592,947.0899,898.14825,909.0774,944.1684,,501001,12001,1501001,New South Wales
1012002,1,10,5800,5800,50,2700,475,968.9027,932.1462,973.6797,992.48834,,501002,12002,1501002,New South Wales
1012003,1,10,5800,5800,50,2700,793,969.72205,897.2874,952.5086,950.1067,,501003,12003,1501003,New South Wales
1012004,1,10,5800,5800,50,2700,869,905.7066699999999,868.96063,908.5472,970.2098,,501004,12004,1501004,New South Wales
3010605,3,10,2501,2500,50,4871,342,920.23816,876.752,980.65375,,919.61945,501005,10605,3501005,Queensland
1011904,1,15,4750,4750,50,2705,169,1034.4961,956.1467,988.83777,,905.5467,501504,11904,1501504,New South Wales
1012005,1,10,5800,5800,50,2700,727,948.99255,904.3659,936.29663,984.2712,,501005,12005,1501005,New South Wales
1012006,1,10,5800,5800,50,2700,211,933.0093,885.67206,871.2002,973.1276,,501006,12006,1501006,New South Wales
1012007,1,10,5800,5800,50,2700,492,814.4032,866.97095,877.8338,926.11676,,501007,12007,1501007,New South Wales
1012008,1,10,5800,5800,50,2700,490,918.3286,901.83545,892.5228,941.4205,,501008,12008,1501008,New South Wales
1011905,1,15,4750,4750,50,2700,567,1113.5267,966.4388,1193.8385,,955.4026,501505,11905,1501505,New South Wales
1020406,1,10,1250,1250,60,2880,549,929.7198,946.8254400000001,888.5539,976.529,,601006,20406,1601006,New South Wales
4010501,4,25,9589,9399,35,5720,213,1016.0569,915.50104,909.1188400000001,,935.7076400000001,352501,10501,4352501,South Australia
1012101,1,10,5800,5800,50,2700,295,1012.2548,999.5848,978.43036,,915.26666,501001,12101,1501001,New South Wales
1012102,1,10,5800,5800,50,2700,221,1059.0242,934.76,977.5069599999999,,899.122,501002,12102,1501002,New South Wales
1020407,1,10,1250,1250,60,2880,445,933.0695,901.4494599999999,864.8865400000001,945.0351,,601007,20407,1601007,New South Wales
1020408,1,10,1250,1250,60,2880,472,910.35144,956.66394,881.7759,989.0449,,601008,20408,1601008,New South Wales
1012103,1,10,5800,5800,50,2700,132,1080.6261,928.0375,1011.0596,,937.6654,501003,12103,1501003,New South Wales
1012104,1,10,5800,5800,50,2652,146,964.8562,886.0803,927.27094,,953.9925,501004,12104,1501004,New South Wales
1012203,1,10,5800,5800,50,2665,186,1026.8553,917.1528300000001,958.1904,,910.6577,501003,12203,1501003,New South Wales
1020409,1,10,1250,1250,60,2880,178,1043.7592,1045.9435,1052.0862,1019.2488,,601009,20409,1601009,New South Wales
1012105,1,10,5800,5800,50,2700,456,1062.3751,972.9386,1007.0373,,996.3514,501005,12105,1501005,New South Wales
1012204,1,10,5800,5800,50,2665,113,1044.3949,917.8887300000001,974.12195,,935.4823,501004,12204,1501004,New South Wales
1020101,1,10,8809,9399,60,2880,26,1049.329,934.45844,883.31964,,908.0408,601001,20101,1601001,New South Wales
1020102,1,10,8809,9399,60,2880,45,791.7874,874.45294,706.6365,,806.5204,601002,20102,1601002,New South Wales
1020103,1,10,8809,9399,60,2880,181,950.9893,879.05255,960.6242,,950.9471,601003,20103,1601003,New South Wales
1012106,1,10,5800,5800,50,2700,351,1065.0763,926.47266,949.1396,,930.4383,501006,12106,1501006,New South Wales
1012201,1,10,5800,5800,50,2665,167,984.3876,880.5962,910.32416,,881.4173,501001,12201,1501001,New South Wales
1012202,1,10,5800,5800,50,2665,422,941.2248,855.23175,886.4367699999999,,1002.1558,501002,12202,1501002,New South Wales
1020205,1,10,8809,9399,60,2880,38,1004.7772,911.25525,869.0832,,771.5727,601005,20205,1601005,New South Wales
1020207,1,10,8809,9399,60,2880,43,1121.2749,1060.9105,898.7914400000001,,906.40045,601007,20207,1601007,New South Wales
1020208,1,10,8809,9399,60,2880,140,1103.448,1009.5709,1010.6395,,969.52527,601008,20208,1601008,New South Wales
