cd_code,_urban_index_of_relative_socio_economic_advantage,rural_index_of_relative_socio_economic_advantage,index_of_relative_socio_economic_disadvantage,_index_of_economic_resources,index_of_education_and_occupation_,_seifa96_population,_state_code,_sd_code,_ssd_code,_lga_code,_sla_code,poa
1210902,984.523,,967.3510000000001,970.9910000000001,954.675,444,1,5,70,8550,8550,2263
1220607,938.977,,888.355,883.925,941.862,619,1,5,70,3100,3100,2250
1243302,1120.792,,1135.891,1149.391,1186.938,351,1,5,65,5150,5150,2095
1250103,,1102.606,1093.248,997.805,1080.118,195,1,5,60,4000,4000,2159
2332203,943.4860000000001,,967.072,978.799,954.293,629,2,5,30,1890,1892,3072
1220710,977.59,,962.867,969.6610000000001,980.215,937,1,5,70,3100,3100,2251
1221102,968.6510000000001,,1020.0989999999999,989.8439999999999,1008.2869999999999,320,1,5,70,3100,3100,2251
1221104,1086.073,,1078.0739999999998,1054.621,1122.17,414,1,5,70,3100,3100,2251
1221406,1029.247,,1041.914,1041.642,1028.962,545,1,5,70,3100,3100,2250
1221706,917.439,,854.5219999999999,915.4119999999999,915.55,345,1,5,70,3100,3100,2257
1221807,885.84,,868.73,887.2819999999999,884.485,554,1,5,70,3100,3100,2257
1221914,1096.765,,1086.5639999999999,1132.825,1047.298,506,1,5,70,3100,3100,2257
1222203,968.253,,1006.98,1040.4360000000001,941.199,443,1,5,70,3100,3100,2251
1222301,1007.2510000000001,,1088.913,1094.626,1081.83,464,1,5,70,3100,3100,2251
1231701,1068.72,,1091.412,1065.005,1087.25,341,1,5,45,900,900,2782
1240311,1167.781,,1139.9,1177.286,1140.103,329,1,5,65,6370,6370,2107
1251410,1067.865,,1062.27,1031.747,1130.259,910,1,5,60,4000,4000,2076
2340405,891.07,,915.191,930.5319999999999,892.701,484,2,5,80,1610,1613,3977
1241706,1105.251,,1089.877,1120.125,1060.779,674,1,5,65,8000,8000,2084
1241901,1137.101,,1130.4769999999999,1153.735,1131.428,483,1,5,65,8000,8000,2097
1241903,1101.2939999999999,,1081.712,1081.901,1072.132,795,1,5,65,8000,8000,2097
1242002,869.903,,991.278,928.9580000000001,1003.64,523,1,5,65,8000,8000,2099
1242112,947.805,,1051.167,911.933,1083.653,221,1,5,65,8000,8000,2099
1242303,1069.994,,1098.568,1160.271,1085.2,217,1,5,65,8000,8000,2099
1242307,915.592,,1018.38,954.508,1033.042,609,1,5,65,8000,8000,2099
1250313,1116.877,,1113.0710000000001,1160.115,1096.303,694,1,5,60,4000,4000,2080
1250612,975.882,,987.654,1000.913,1012.488,517,1,5,60,4000,4000,2077
1250701,1210.524,,1172.028,1255.714,1179.71,795,1,5,60,4000,4000,2120
1251601,1004.216,,1067.6480000000001,981.285,1132.003,438,1,5,60,4000,4000,2077
1251611,985.27,,1102.392,981.096,1156.53,513,1,5,60,4000,4000,2077
2370205,864.1139999999999,,936.3989999999999,904.934,932.0939999999999,870,2,5,75,2670,2674,3174
1250704,1157.758,,1165.423,1176.826,1172.417,620,1,5,60,4000,4000,2120
1251202,1045.987,,1108.2160000000001,1022.66,1148.177,610,1,5,60,4000,4000,2121
1251313,1302.915,,1190.0330000000001,1303.599,1196.375,516,1,5,60,4000,4000,2119
1251402,1097.103,,1081.317,1099.0810000000001,1110.181,776,1,5,60,4000,4000,2120
1282101,1036.434,,1045.563,1121.518,1001.069,919,1,5,45,6350,6350,2750
1260607,1169.988,,1118.3139999999999,1221.361,1093.889,898,1,5,50,500,500,2153
1271106,1025.487,,1072.5510000000002,1137.077,1040.382,711,1,5,50,750,750,2763
1271313,978.038,,1062.197,1081.356,1017.3389999999999,872,1,5,50,750,750,2763
1271407,954.475,,1004.7,1044.978,969.773,451,1,5,50,750,750,2767
1290206,920.081,,986.666,1067.616,938.409,917,1,5,25,4900,4900,2168
1363003,1032.9669999999999,,1022.306,1086.516,1011.6410000000001,654,1,5,15,6650,6650,2217
1271803,1121.3419999999999,,1095.338,1151.463,1060.3239999999998,1034,1,5,50,750,750,2147
1272009,1053.126,,1073.5339999999999,1115.522,1036.691,772,1,5,50,750,750,2148
1281106,974.6160000000001,,1082.927,1123.4089999999999,1005.863,764,1,5,45,6350,6350,2747
5102114,1030.063,,988.0169999999999,986.99,1052.848,326,5,5,15,7910,7914,6060
5110511,,1223.039,1057.866,1076.045,1062.644,88,5,5,10,6090,6090,6073
1291205,1022.49,,1034.972,1073.624,1000.9839999999999,917,1,5,25,4900,4900,2170
1291309,943.285,,964.862,1002.427,921.59,513,1,5,25,4900,4900,2170
1291606,1081.01,,1083.8980000000001,1113.945,1051.976,1026,1,5,30,1450,1450,2570
1321006,1061.588,,1034.302,1093.1580000000001,1008.83,783,1,5,25,2850,2850,2166
4102306,1023.3560000000001,,1027.232,952.689,1105.447,521,4,5,10,2590,2590,5022
1300303,926.2539999999999,,1044.595,1068.678,982.7489999999999,554,1,5,30,1500,1500,2558
1300304,937.133,,1038.938,1081.037,976.794,1019,1,5,30,1500,1500,2558
1300614,1151.948,,1138.496,1273.322,1095.623,890,1,5,30,1500,1500,2560
3100201,916.568,,870.937,891.395,868.321,784,3,15,10,3750,3750,4655
1300709,995.05,,1023.934,1032.165,989.063,557,1,5,30,1500,1500,2560
1300907,890.935,,893.5060000000001,932.454,909.053,660,1,5,30,1500,1500,2560
1301801,888.747,,1025.664,1047.893,962.803,962,1,5,30,1500,1500,2560
1311702,1050.1,,1064.93,1107.2930000000001,1029.5430000000001,625,1,5,15,7150,7150,2229
1311709,1106.03,,1110.152,1165.653,1084.182,318,1,5,15,7150,7150,2229
1320511,922.533,,926.559,1018.8610000000001,879.492,459,1,5,25,2850,2850,2164
1320806,929.967,,911.0889999999999,974.4739999999999,899.217,335,1,5,25,2850,2850,2165
1321403,917.173,,837.533,901.9,881.159,890,1,5,25,2850,2850,2166
1331002,1133.485,,1125.289,1168.652,1154.649,821,1,5,40,6250,6250,2122
1331003,1200.187,,1147.558,1163.623,1192.127,637,1,5,40,6250,6250,2122
1331210,926.88,,946.3489999999999,941.4730000000001,986.424,489,1,5,40,6250,6250,2116
1331406,858.596,,879.7,843.693,979.072,646,1,5,40,6250,6250,2142
1331802,897.084,,929.8580000000001,894.834,984.7289999999999,621,1,5,40,3950,3950,2142
1332507,1023.315,,1028.678,1113.315,973.34,627,1,5,40,3950,3950,2145
1332909,981.1489999999999,,1046.475,934.25,1123.647,792,1,5,40,6250,6250,2150
1340304,944.2239999999999,,933.5010000000001,1004.566,928.949,738,1,5,40,200,200,2141
1340409,890.7660000000001,,859.117,911.331,899.784,730,1,5,40,200,200,2144
1402007,1003.795,,969.09,936.0360000000001,1070.532,415,1,5,5,7200,7202,2010
1340501,918.191,,950.797,977.15,956.875,550,1,5,40,200,200,2144
1340611,936.638,,948.569,1022.9989999999999,940.185,407,1,5,40,200,200,2144
1341001,805.051,,720.7360000000001,810.2739999999999,808.648,526,1,5,20,350,350,2163
1342205,955.9960000000001,,1015.3389999999999,1012.945,1006.16,447,1,5,20,350,350,2212
1350908,974.7289999999999,,944.0989999999999,1029.34,932.8480000000001,625,1,5,20,1550,1550,2194
1351412,826.2660000000001,,856.512,839.038,897.709,373,1,5,20,1550,1550,2194
1351706,995.831,,1023.453,1085.243,990.6030000000001,493,1,5,20,1550,1550,2206
1351709,1005.818,,991.67,1034.12,1010.02,638,1,5,20,1550,1550,2206
1360707,931.35,,939.2080000000001,943.7660000000001,969.674,393,1,5,15,4150,4150,2218
1360813,884.91,,970.336,874.587,1020.066,404,1,5,15,4150,4150,2220
1361708,1020.955,,1054.104,1100.7930000000001,1017.375,409,1,5,15,4450,4450,2217
1370201,1285.692,,1179.883,1284.5430000000001,1185.027,901,1,5,60,4500,4500,2075
1370805,1335.783,,1181.267,1274.797,1224.269,631,1,5,60,4500,4500,2073
1371007,1267.6960000000001,,1166.384,1258.383,1206.51,789,1,5,60,4500,4500,2071
1381910,1047.672,,1130.945,1049.968,1186.099,359,1,5,55,4700,4700,2066
1390112,1029.532,,1060.4,1001.367,1113.4769999999999,507,1,5,55,5950,5950,2062
1390604,1294.38,,1178.4189999999999,1128.105,1233.111,194,1,5,55,5950,5950,2061
1400304,1026.569,,1128.766,1009.85,1186.247,694,1,5,5,7070,7070,2050
1401410,1032.6960000000001,,1095.1,1015.816,1175.7730000000001,243,1,5,5,7070,7070,2011
1410406,871.253,,927.7860000000001,875.3389999999999,973.0419999999999,614,1,5,35,7100,7100,2140
1421804,890.428,,821.8489999999999,841.2080000000001,968.941,741,1,5,5,1100,1100,2032
1430203,994.0830000000001,,1047.0439999999999,992.4169999999999,1122.733,315,1,5,10,6550,6550,2033
1430304,988.179,,1013.078,962.209,1106.004,925,1,5,10,6550,6550,2032
1431003,1077.604,,1092.594,1064.2089999999998,1164.245,313,1,5,10,6550,6550,2031
1431110,769.7310000000001,,665.5219999999999,707.69,877.6289999999999,540,1,5,10,6550,6550,2034
1431304,1036.142,,1032.086,1055.651,1083.539,996,1,5,10,6550,6550,2035
1440107,1090.499,,1103.88,1053.322,1210.364,287,1,5,10,8500,8500,2021
1440805,1260.585,,1195.799,1205.478,1242.5639999999999,554,1,5,10,8500,8500,2029
1441007,1153.1480000000001,,1152.617,1146.894,1194.049,516,1,5,10,8500,8500,2029
1441207,1144.2930000000001,,1149.35,1143.292,1183.702,617,1,5,10,8050,8050,2030
1441403,1018.299,,1104.906,1088.182,1121.32,628,1,5,10,8050,8050,2026
1441503,1037.633,,1084.948,1030.8410000000001,1172.0410000000002,468,1,5,10,8050,8050,2026
7020602,951.3330000000001,,984.003,966.3889999999999,1022.105,682,7,10,35,3800,3800,860
7030411,,749.4839999999999,410.713,686.6410000000001,693.993,257,7,10,25,9399,1209,822
7030607,,802.8889999999999,676.51,714.584,777.24,498,7,10,30,9399,1809,854
7030701,,990.52,676.5880000000001,697.4960000000001,917.183,249,7,10,30,9399,1409,852
3011612,944.0010000000001,,1027.278,997.177,986.927,824,3,50,5,2060,2072,4879
3040206,920.188,,888.065,830.288,886.5989999999999,500,3,50,10,2200,2200,4849
3040607,,1141.367,987.243,999.54,1013.939,494,3,45,15,6800,6831,4818
7030904,,908.637,818.905,926.3439999999999,886.043,103,7,10,30,9399,4409,852
7031308,,940.453,409.17199999999997,691.176,700.52,924,7,10,40,9399,3609,872
3011910,,1205.47,1088.6789999999999,1073.1660000000002,1071.276,820,3,50,5,2060,2062,4870
3020820,,1046.137,1068.433,1057.339,974.52,83,3,55,5,5300,5300,4825
3031002,,941.87,990.1010000000001,972.909,905.0980000000001,119,3,55,5,3200,3200,4821
3031102,,872.6210000000001,851.8919999999999,927.612,891.793,103,3,55,5,3200,3200,4816
3031205,,880.1089999999999,868.535,937.0980000000001,807.916,215,3,45,15,2700,2700,4820
3031602,,807.805,919.568,878.0419999999999,836.0939999999999,139,3,40,10,600,600,4721
3031605,942.659,,956.4839999999999,994.0160000000001,875.568,730,3,40,10,600,600,4744
3041002,805.885,,849.227,878.94,887.544,927,3,45,10,6800,6807,4815
3100302,916.1039999999999,,926.5269999999999,898.5319999999999,927.2410000000001,529,3,15,10,3750,3750,4655
3041106,802.8580000000001,,781.86,796.944,871.0189999999999,803,3,45,10,6800,6807,4815
3042201,955.967,,944.7610000000001,980.947,1002.452,412,3,45,5,7000,7026,4812
3042908,1047.292,,1065.643,1100.861,1019.941,331,3,45,5,7000,7023,4814
3050508,892.92,,888.9910000000001,925.217,872.638,644,3,45,15,950,950,4805
3051309,958.507,,1045.3980000000001,1054.249,997.8660000000001,1152,3,40,5,4760,4762,4740
3052107,,812.659,833.918,881.221,814.235,108,3,40,10,1700,1700,4707
3060205,975.1289999999999,,993.455,885.4639999999999,1024.855,716,3,30,15,4550,4550,4702
3070514,976.1089999999999,,1051.188,1071.45,970.2239999999999,835,3,30,10,3350,3350,4680
3070707,,925.169,956.2610000000001,912.554,894.628,337,3,15,10,5100,5100,4680
3051010,,999.654,938.14,956.293,916.67,746,3,40,10,4760,4765,4741
3071012,,924.7289999999999,969.6010000000001,1005.081,930.975,83,3,15,5,1980,1981,4670
3071307,1002.5989999999999,,1000.278,1008.216,953.4839999999999,665,3,15,5,1810,1810,4670
3080602,,825.347,977.137,963.664,892.96,169,3,30,15,500,500,4722
3091103,,852.2389999999999,1031.6760000000002,929.198,946.615,199,3,25,5,300,300,4487
3091303,,936.855,1090.769,1028.619,987.342,101,3,25,5,5800,5800,4490
3100505,946.998,,921.262,923.957,947.0089999999999,748,3,15,10,4950,4950,4650
3100614,937.548,,908.2539999999999,909.077,912.9169999999999,377,3,15,10,4950,4950,4650
3101104,954.4910000000001,,894.4069999999999,913.572,882.841,903,3,15,10,2530,2532,4580
3101511,918.316,,902.1610000000001,882.3380000000001,903.138,558,3,15,10,5650,5650,4615
3101807,983.2460000000001,,1002.942,971.6260000000001,968.683,569,3,15,10,4350,4350,4610
3110611,,982.321,977.5369999999999,999.222,888.809,190,3,10,15,4900,4917,4560
3111202,1009.0989999999999,,987.175,1006.2689999999999,972.2760000000001,502,3,10,15,4900,4911,4557
3111514,917.8610000000001,,979.9019999999999,994.778,910.125,850,3,10,15,2130,2132,4551
4102606,932.878,,827.8639999999999,790.6669999999999,987.5830000000001,220,4,5,10,2670,2670,5007
3110614,,1045.358,1020.069,1039.921,961.424,367,3,10,15,4900,4917,4560
3110804,928.438,,939.232,855.563,955.817,554,3,10,15,4900,4905,4573
3110912,1075.239,,1105.328,1103.645,1081.879,379,3,10,15,4900,4902,4556
3111105,1050.447,,1089.308,1081.657,1042.504,449,3,10,15,4900,4902,4556
3111602,892.7439999999999,,844.523,854.7819999999999,851.795,758,3,10,15,2130,2133,4551
3112507,1008.5889999999999,,1024.042,1036.375,988.802,1052,3,10,15,4900,4914,4560
3131905,972.048,,995.6260000000001,962.065,1035.279,671,3,5,25,3960,3962,4305
3112508,,998.187,981.2260000000001,990.092,948.319,348,3,10,15,4900,4917,4559
3112708,990.323,,1011.701,1003.6060000000001,981.252,1130,3,10,15,4900,4902,4556
3131906,880.533,,742.944,793.6,869.1489999999999,186,3,5,25,3960,3962,4305
3140310,,954.365,957.7660000000001,1040.27,886.0939999999999,298,3,10,20,3250,3250,4347
3140506,966.352,,1005.654,982.4830000000001,963.43,706,3,20,1,6900,6901,4350
3140702,,1041.7939999999999,1020.6189999999999,1018.467,935.977,335,3,20,1,6900,6908,4350
3140711,976.559,,952.232,940.528,931.178,241,3,20,1,6900,6908,4350
3162306,1019.564,,1073.002,1062.382,1086.108,363,3,10,5,3460,3555,4217
3150302,,898.845,1006.418,1007.079,932.828,167,3,20,5,2400,2400,4361
3150609,,1003.023,966.3789999999999,897.5239999999999,982.811,305,3,20,5,6600,6600,4382
3150706,1003.255,,903.91,924.315,922.05,603,3,20,5,6600,6600,4380
3151001,996.34,,990.9,994.778,945.175,647,3,20,5,7260,7262,4370
3151501,,1014.319,916.77,947.054,895.173,396,3,10,20,550,557,4275
3170305,1022.31,,989.545,1070.335,948.347,601,3,10,5,3460,3523,4220
4100910,1120.4389999999999,,1103.5919999999999,1112.454,1097.3239999999998,639,4,5,10,2670,2670,5022
3160101,,1100.724,1011.627,980.525,1020.457,320,3,10,5,3460,3532,4207
3160912,998.074,,954.794,971.558,947.653,717,3,10,5,3460,3575,4216
3161609,927.422,,920.6030000000001,946.745,915.383,280,3,10,5,3460,3553,4215
3161703,945.863,,1012.065,1008.153,952.924,898,3,10,5,3460,3497,4214
3161912,973.192,,958.954,930.623,983.834,682,3,10,5,3460,3585,4215
3162210,925.3389999999999,,1016.591,939.79,1025.391,853,3,10,5,3460,3585,4215
3162215,1032.348,,1027.528,1017.038,1037.609,320,3,10,5,3460,3585,4215
3170412,897.498,,925.62,938.513,919.13,928,3,10,5,3460,3548,4227
3170803,984.9760000000001,,1012.2710000000001,1020.8860000000001,975.942,227,3,10,5,3460,3557,4218
3171805,957.951,,1021.308,1029.114,969.82,369,3,10,5,3460,3537,4221
3171915,,1068.7939999999999,1013.8939999999999,1056.509,996.12,448,3,10,5,3460,3542,4211
3180411,915.8839999999999,,960.6310000000001,994.056,915.5889999999999,457,3,5,40,5950,5968,4503
3180804,948.242,,1003.686,1034.317,955.8330000000001,452,3,5,40,5950,5976,4500
3181008,1006.638,,1063.9180000000001,1105.492,997.336,435,3,5,40,5950,5965,4055
3181010,,1192.5430000000001,1093.673,1185.8310000000001,1023.2,31,3,5,40,5950,5965,4055
3181509,977.368,,1043.4769999999999,1069.6480000000001,995.7460000000001,1035,3,5,5,1000,1072,4017
3181703,935.4889999999999,,904.5210000000001,957.43,890.7869999999999,453,3,5,5,1000,1078,4017
3190307,1055.029,,1072.9260000000002,1051.458,1099.119,530,3,5,5,1000,1151,4011
3190308,1058.635,,1021.2510000000001,984.645,1114.8419999999999,440,3,5,5,1000,1151,4011
3190701,1265.8139999999999,,1176.753,1243.215,1199.82,241,3,5,5,1000,1026,4007
3190802,1298.494,,1177.138,1251.705,1217.869,231,3,5,5,1000,1255,4007
3191306,1014.9019999999999,,923.706,959.9119999999999,1028.192,284,3,5,5,1000,1421,4005
3191408,1022.515,,988.25,913.5980000000001,1099.851,311,3,5,5,1000,1421,4005
4110205,780.1260000000001,,610.804,725.809,768.9169999999999,422,4,5,10,1820,1822,5010
3202002,1038.826,,1034.2089999999998,1085.375,976.195,893,3,5,50,6250,6254,4159
3202308,967.309,,932.2919999999999,961.89,933.2339999999999,280,3,5,50,6250,6262,4163
3203203,1041.9289999999999,,1052.906,1098.548,990.2139999999999,1064,3,5,50,6250,6257,4157
3203304,949.305,,1003.4069999999999,1016.13,957.049,654,3,5,50,6250,6251,4161
3220503,901.671,,828.875,892.035,883.8939999999999,628,3,5,5,1000,1135,4032
3220910,1136.094,,1100.958,1142.355,1067.526,635,3,5,5,1000,1536,4053
3221102,833.187,,770.4860000000001,838.313,853.419,526,3,5,5,1000,1533,4053
3203404,961.35,,830.105,849.6160000000001,868.436,235,3,5,50,6250,6283,4184
3222104,903.8580000000001,,924.128,898.012,955.438,456,3,5,5,1000,1446,4012
3222407,978.742,,982.066,1052.632,930.913,755,3,5,5,1000,1045,4014
3250601,,1158.6789999999999,1141.013,1154.4089999999999,1091.005,127,3,5,30,4600,4605,4127
5110709,906.6289999999999,,882.305,866.3939999999999,932.2869999999999,500,5,5,25,490,490,6103
3203408,965.836,,857.078,924.163,890.5419999999999,333,3,5,50,6250,6283,4184
3210707,970.284,,992.779,907.2330000000001,1083.741,304,3,5,5,1000,1304,4169
3212006,1212.135,,1126.4180000000001,1227.153,1104.724,668,3,5,5,1000,1108,4152
3220207,1031.115,,1054.0839999999998,1066.246,1030.625,757,3,5,5,1000,1034,4034
4012503,984.029,,961.715,957.2289999999999,984.711,672,4,35,15,6440,6440,5540
5111313,986.575,,1027.817,996.057,1057.045,518,5,5,10,420,420,6053
3230102,1157.613,,1131.902,1172.962,1131.913,680,3,5,5,1000,1053,4070
3240506,943.8889999999999,,980.0010000000001,919.3989999999999,1030.627,618,3,5,5,1000,1247,4120
3240711,907.01,,831.883,867.972,977.554,262,3,5,5,1000,1282,4121
3241107,1137.988,,1100.531,1102.5819999999999,1092.255,849,3,5,5,1000,1588,4122
3241707,979.074,,983.31,983.9119999999999,999.188,508,3,5,5,1000,1391,4105
3241808,941.637,,966.49,907.905,986.549,596,3,5,5,1000,1391,4105
3250102,947.748,,1031.744,1004.5110000000001,970.081,736,3,5,30,4600,4651,4119
4041902,,926.181,858.445,890.169,864.862,128,4,20,10,6730,6730,5353
3251207,1003.316,,1017.1489999999999,1055.402,967.949,772,3,5,30,4600,4637,4127
3251809,899.502,,951.555,1004.846,881.605,785,3,5,30,4600,4623,4132
3260405,1127.981,,1089.6480000000001,1146.984,1066.789,798,3,5,5,1000,1198,4113
3260702,1018.148,,1090.7,1085.8319999999999,1077.614,784,3,5,5,1000,1296,4074
4010503,913.2289999999999,,1044.722,899.439,1042.472,483,4,35,25,9399,9589,5720
4012311,883.5160000000001,,841.29,871.409,877.069,731,4,35,15,6440,6440,5540
4032701,,957.82,1048.146,928.742,1015.865,188,4,15,5,4270,4270,5575
4041103,,929.255,1014.375,1006.6410000000001,908.6310000000001,541,4,20,5,3780,3780,5333
4041203,,933.2739999999999,1031.646,994.033,952.8530000000001,409,4,20,5,3780,3780,5333
4041801,,809.49,940.822,877.538,854.195,201,4,20,10,3080,3080,5308
4041903,,953.572,977.548,901.7860000000001,912.6389999999999,131,4,20,10,6730,6730,5238
4060112,,1090.0739999999998,1029.715,1041.752,963.556,265,4,10,5,2310,2310,5231
4060401,,994.53,1009.7189999999999,1012.2639999999999,926.567,347,4,10,5,4760,4760,5235
4071712,1094.62,,1100.4660000000001,1081.862,1143.877,579,4,5,20,4340,4340,5051
4071901,1136.1989999999998,,1157.661,1183.881,1209.259,132,4,5,15,7350,7350,5152
4072007,1221.371,,1173.4460000000001,1161.315,1197.489,247,4,5,15,7350,7350,5154
4060903,,885.107,975.135,938.0169999999999,877.7560000000001,247,4,20,10,5040,5040,5254
4061708,963.875,,923.695,884.562,913.8439999999999,286,4,10,20,6230,6230,5214
4092111,899.706,,930.422,920.2439999999999,962.4,341,4,5,10,8470,8470,5037
4061901,,1014.568,1040.589,990.815,998.2769999999999,193,4,10,20,8050,8050,5211
4062201,,1040.33,961.45,905.122,966.7860000000001,334,4,10,10,1540,1540,5221
4071114,950.932,,933.6089999999999,961.9689999999999,922.187,184,4,5,20,4340,4340,5042
4080109,1186.798,,1158.755,1214.569,1146.7910000000002,795,4,5,20,2450,2450,5159
4080603,915.1489999999999,,951.495,969.6260000000001,958.285,684,4,5,20,5250,5250,5161
4080906,895.9,,906.686,959.9169999999999,876.169,763,4,5,20,5250,5250,5164
4081507,980.113,,1020.2860000000001,1022.258,977.6619999999999,706,4,5,20,5250,5250,5169
4090608,1119.476,,1061.4669999999999,1042.045,1084.2839999999999,308,4,5,20,560,560,5048
4091213,905.758,,899.2819999999999,882.375,947.189,266,4,5,20,4060,4060,5043
4091513,1002.982,,1006.49,981.895,1027.672,222,4,5,20,4060,4060,5047
4091914,1058.847,,1133.358,1115.103,1094.758,450,4,5,20,4060,4060,5158
4092010,930.586,,996.572,936.559,998.791,461,4,5,10,8470,8470,5037
4092101,979.63,,950.668,941.304,974.773,333,4,5,10,8470,8470,5037
4092108,939.842,,953.0010000000001,895.2280000000001,949.7639999999999,718,4,5,10,8470,8470,5037
4110804,1067.62,,1057.282,1046.755,1086.4,415,4,5,5,1820,1821,5087
4111403,1025.787,,1042.2830000000001,1000.86,1094.922,755,4,5,15,6510,6510,5082
4111503,1094.014,,1097.068,1076.31,1110.776,705,4,5,15,8260,8260,5081
4120207,976.755,,930.041,933.818,1034.738,605,4,5,10,7770,7770,5031
4120302,950.322,,930.962,896.795,1024.884,410,4,5,10,7770,7770,5031
4121504,1150.229,,1120.323,1100.108,1196.681,576,4,5,15,700,700,5065
4130404,1039.5330000000001,,1064.9669999999999,1075.002,1046.143,432,4,5,5,7700,7700,5091
4131003,1022.4989999999999,,1060.635,1071.432,1022.1410000000001,493,4,5,5,7700,7700,5089
4131105,1096.867,,1091.506,1105.9769999999999,1075.476,741,4,5,15,910,910,5076
4140207,998.237,,989.3330000000001,1022.934,937.279,430,4,5,5,2030,2030,5116
4140305,998.0219999999999,,1052.49,1117.367,964.329,1007,4,5,5,4900,4900,5117
4140805,885.564,,845.6080000000001,912.215,846.829,816,4,5,5,1680,1680,5113
4140902,878.541,,795.155,886.957,837.9889999999999,325,4,5,5,1680,1680,5112
4141710,926.087,,901.298,969.362,883.0110000000001,459,4,5,5,7140,7140,5109
4141912,1000.9889999999999,,1045.836,1072.594,1000.803,756,4,5,5,7140,7140,5109
4142702,886.595,,946.433,1031.525,871.995,829,4,5,5,7140,7140,5108
6011006,,1071.958,993.74,965.7539999999999,983.465,135,6,20,10,610,612,7321
6011404,935.722,,933.328,963.543,892.873,485,6,20,5,810,811,7315
6051205,900.4060000000001,,841.1389999999999,902.529,906.943,114,6,5,5,1410,1410,7018
6052001,,1127.713,1038.8210000000001,1025.8139999999999,1001.562,276,6,5,5,4810,4811,7173
6052112,,1006.2360000000001,931.768,903.5,924.4680000000001,190,6,10,5,5210,5210,7182
2170906,1105.406,,1091.787,1060.27,1129.556,406,2,5,55,4410,4412,3135
6012002,,972.487,880.679,873.821,864.6410000000001,230,6,20,10,5410,5412,7321
6020510,,1253.759,1162.4160000000002,1159.33,1132.819,879,6,15,5,5810,5811,7250
6020809,,956.122,1001.2769999999999,981.122,911.317,294,6,15,15,1810,1810,7261
6021102,,1054.51,1042.223,1047.671,960.2280000000001,233,6,15,5,4010,4012,7259
6021906,1061.907,,1054.701,993.065,1138.286,538,6,15,5,4010,4012,7250
6022201,936.301,,999.3760000000001,990.903,939.773,299,6,15,5,4010,4012,7250
6030609,,911.061,1030.079,999.682,957.416,231,6,15,10,4210,4212,7292
6040607,982.4639999999999,,1005.085,950.423,962.1510000000001,430,6,5,5,2610,2610,7010
6040903,911.808,,901.357,932.9019999999999,901.7860000000001,439,6,5,5,2610,2610,7010
6040906,904.112,,994.155,976.159,946.5980000000001,603,6,5,5,2610,2610,7010
6041210,1047.9389999999999,,1035.687,1015.693,1088.298,684,6,5,5,3610,3611,7050
6041311,1068.507,,1113.3319999999999,1088.305,1093.154,954,6,5,5,3610,3611,7052
2092404,1018.45,,1040.596,994.192,1022.0010000000001,617,2,15,5,6730,6730,3280
2100807,,1062.473,1039.195,1035.7069999999999,967.8510000000001,425,2,10,15,2490,2491,3351
2010508,,1032.272,1048.162,994.758,991.591,1004,2,30,5,4780,4781,3501
2011007,964.216,,1000.495,925.426,979.643,573,2,30,15,6610,6611,3585
2011210,,885.054,1075.872,968.9960000000001,1004.289,191,2,30,10,1270,1272,3525
2032004,934.0369999999999,,940.8560000000001,920.829,921.425,530,2,45,15,110,112,3737
2032108,,1039.566,1068.018,1017.955,1025.266,302,2,45,15,110,111,3741
2051109,,1033.638,1023.586,1004.1410000000001,975.62,899,2,40,20,5620,5622,3717
2101202,,1119.125,1084.5330000000001,1056.605,1057.435,707,2,10,10,6490,6493,3240
5111904,876.0010000000001,,860.762,924.2689999999999,853.93,777,5,5,10,8050,8050,6054
2011308,,865.289,1117.326,980.4169999999999,1013.115,136,2,25,10,7630,7631,3395
2011406,,860.7760000000001,1042.542,1063.896,956.684,211,2,30,10,4780,4782,3490
2012011,989.8810000000001,,1012.936,939.192,979.205,626,2,25,10,7630,7632,3393
2020407,,981.3919999999999,992.002,946.888,952.705,333,2,40,10,1370,1376,3612
2021409,,1096.8110000000001,1043.492,1049.33,1008.043,1292,2,40,5,2830,2831,3631
2030301,965.06,,951.311,977.2819999999999,916.413,683,2,40,10,4900,4901,3730
2031309,,1162.522,1113.833,1022.765,1112.618,268,2,45,5,3350,3351,3691
2070503,,1171.119,1091.986,1063.639,1052.415,715,2,35,5,2620,2625,3551
2070509,953.163,,963.304,998.337,936.2669999999999,366,2,35,5,2620,2624,3551
2070705,,1064.8310000000001,943.3939999999999,901.817,931.6289999999999,144,2,35,10,2620,2628,3570
2070806,,971.0930000000001,1009.3430000000001,1017.1489999999999,956.824,292,2,25,5,5810,5814,3381
2071404,1027.073,,1057.266,987.1619999999999,1118.235,485,2,35,5,2620,2621,3550
2071503,948.515,,940.27,869.45,993.684,278,2,35,5,2620,2621,3550
2071609,987.178,,1015.8969999999999,980.174,1034.113,396,2,35,5,2620,2623,3550
2080509,,1023.39,898.7489999999999,898.2760000000001,914.625,279,2,20,10,5150,5154,3458
2080610,,1081.4089999999999,1045.559,1067.828,997.2339999999999,1169,2,20,5,570,572,3352
2112805,1005.512,,1036.004,1034.754,991.235,657,2,10,5,2750,2751,3224
2082302,,879.21,982.471,940.6419999999999,948.293,221,2,20,15,5990,5991,3465
2090111,,962.816,939.825,916.55,969.067,129,2,25,5,6890,6890,3312
