cd_code,state_,_seifa86_population_,index_of_relative_socio_economic_disadvantage_,_index_of_economic_resources_,index_of_education_and_occupation_,sla_,sla_name_,postal_areas_,state_name
1150406,1,168,1041.6528,1066.4178,940.25415,6750,Rylstone (S),2849,New South Wales
2150512,2,916,1096.4186,1087.3927,1068.5062,3400,Heidelberg (C),3085,Victoria
1150609,1,444,1044.912,1015.6197,1001.2668,3300,Greater Lithgow (C),2790,New South Wales
3150901,3,0,,,,5203,Camira,4300,Queensland
3150904,3,722,1095.2654,1112.5153,1016.7489999999999,5203,Camira,4300,Queensland
2151005,2,809,1183.1956,1159.4658,1229.9689,3400,Heidelberg (C),3084,Victoria
3151012,3,661,1065.0609,1103.2434,985.7667,4601,Browns Plains,4118,Queensland
2151013,2,327,1165.6376,1187.0587,1238.9603,3400,Heidelberg (C),3084,Victoria
1151305,1,392,1133.4733,1089.5087,1091.001,450,Bathurst (C),2795,New South Wales
1151611,1,702,1127.4897,1147.3896,1108.6852,450,Bathurst (C),2795,New South Wales
3151903,3,447,997.6315,1023.3321,899.2081,3400,Glengallan (S),4370,Queensland
1151905,1,163,1122.4014,1038.377,1064.861,1401,Cabonne (S) - Pt A,2800,New South Wales
1161306,1,141,945.2146,990.3634599999999,872.22015,2200,Cootamundra (S),2588,New South Wales
3161306,3,510,771.11084,815.19385,902.6665,3498,Southport,4215,Queensland
3151911,3,387,997.8113400000001,949.8184,871.1285,3400,Glengallan (S),4373,Queensland
1152004,1,884,980.51135,977.7030599999999,981.9128400000001,6150,Orange (C),2800,New South Wales
3152202,3,133,981.98175,1009.6063,876.1360000000001,6500,Rosenthal (S),4361,Queensland
1152203,1,515,946.0251,907.7325400000001,907.50824,6150,Orange (C),2800,New South Wales
3152208,3,134,950.92664,944.3331,915.9735,6500,Rosenthal (S),4374,Queensland
1152303,1,102,699.9901,747.6374,953.5260000000001,6150,Orange (C),2800,New South Wales
3161313,3,884,1047.3093,1078.4224,1013.4595,3498,Southport,4215,Queensland
3161408,3,1054,999.2513,1030.2798,965.8797599999999,3454,Benowa,4217,Queensland
3161409,3,545,1047.6859,1096.0311,1013.0883,3498,Southport,4215,Queensland
3152203,3,142,940.2315699999999,961.7578,824.15375,6500,Rosenthal (S),4370,Queensland
3152303,3,831,949.76587,917.54065,887.62054,100,Allora (S),4362,Queensland
1152408,1,304,1015.7565,1008.6241,996.8721300000001,6150,Orange (C),2800,New South Wales
2160101,2,587,1015.0185,1028.5369,965.86365,2640,Eltham (S),3095,Victoria
2160106,2,1031,1141.5415,1134.0298,1143.8861,2640,Eltham (S),3095,Victoria
1160202,1,183,1003.4257,1043.121,896.6381,8100,Weddin (S),2810,New South Wales
2160401,2,476,1109.7925,1138.8663,1105.5814,2400,Doncaster & Templestowe (C),3107,Victoria
1162402,1,987,1116.4624,1081.5997,1103.663,7750,Wagga Wagga (C),2650,New South Wales
1162509,1,660,1128.3517,1162.786,1128.223,7750,Wagga Wagga (C),2650,New South Wales
1160204,1,124,1040.0587,1032.4097,942.0907599999999,8100,Weddin (S),2810,New South Wales
2160204,2,764,1110.0112,1062.6478,1113.8182,2640,Eltham (S),3094,Victoria
2160303,2,387,1150.6841,1154.7944,1124.5361,2640,Eltham (S),3093,Victoria
2160305,2,194,1146.318,1187.0826,1181.7278,2640,Eltham (S),3095,Victoria
1160309,1,392,985.75397,981.33276,919.28485,8750,Young (S),2594,New South Wales
3160310,3,400,999.1571,1056.486,965.5093400000001,51,Beenleigh,4207,Queensland
2160407,2,1005,1109.0710000000001,1130.1824,1111.1222,2400,Doncaster & Templestowe (C),3106,Victoria
2160513,2,887,1153.8986,1294.548,1156.5883,2400,Doncaster & Templestowe (C),3109,Victoria
2160516,2,492,1156.8535,1256.5814,1144.4366,2400,Doncaster & Templestowe (C),3109,Victoria
3160607,3,667,1021.3748,1092.6973,994.6069,84,Nerang,4210,Queensland
2160610,2,1090,1134.3185,1297.3933,1099.8151,2400,Doncaster & Templestowe (C),3106,Victoria
2160704,2,442,1048.8287,1047.1848,1068.4104,2400,Doncaster & Templestowe (C),3109,Victoria
1162512,1,707,1066.6738,1051.8743,1087.7072,7750,Wagga Wagga (C),2650,New South Wales
2160802,2,1073,1116.1039,1125.7753,1101.4467,2400,Doncaster & Templestowe (C),3109,Victoria
3160803,3,747,1087.3921,1117.1929,1048.1146,3492,Paradise Point,4216,Queensland
2160903,2,995,1170.9615,1254.212,1159.3728,2400,Doncaster & Templestowe (C),3108,Victoria
1160905,1,112,1089.2329,1055.2836,1013.8793,7500,Tumut (S),2720,New South Wales
1160904,1,163,1042.325,1011.7225,958.14526,7500,Tumut (S),2720,New South Wales
2160908,2,923,1098.0132,1134.683,1074.9237,2400,Doncaster & Templestowe (C),3108,Victoria
1160909,1,53,890.78723,970.1925,748.1089,7500,Tumut (S),2722,New South Wales
3161012,3,411,808.73895,818.4837,905.6843,3457,Biggera Waters,4215,Queensland
3161506,3,447,984.0495599999999,1013.8042,911.4244,76,Hope Island,4210,Queensland
3161510,3,285,988.1003,982.15894,889.87286,95,Albert (S) - Pt C,4207,Queensland
3161605,3,509,933.5281,965.7814,881.6228,557,Beaudesert (S) - Pt B,4285,Queensland
1161606,1,767,956.5663,928.563,912.9224,7350,Temora (S),2666,New South Wales
1161710,1,613,973.1236,918.7171599999999,914.8905599999999,2000,Coolamon (S),2701,New South Wales
3161712,3,407,1045.5565,1026.8878,1040.9696,557,Beaudesert (S) - Pt B,4272,Queensland
1161803,1,212,1035.3008,963.09796,985.5802,4300,Junee (S),2590,New South Wales
1162202,1,342,976.56964,930.0917400000001,1037.9594,7750,Wagga Wagga (C),2650,New South Wales
1162204,1,721,962.9701,942.0115,1008.41,7750,Wagga Wagga (C),2650,New South Wales
1162213,1,213,805.9955,796.64435,847.6162,7750,Wagga Wagga (C),2650,New South Wales
1170103,1,425,963.0479,912.18646,907.4262,7800,Wakool (S),2739,New South Wales
3170113,3,339,957.26996,931.5627,1028.0864,3477,Main Beach,4215,Queensland
2170204,2,451,1091.7246,1072.3438,1020.1893,3361,Healesville (S) - Pt A,3777,Victoria
3170204,3,313,1001.7256,1040.2635,953.6608,3465,Bundall,4217,Queensland
3170210,3,471,1070.7704,1180.3772,1048.9674,3465,Bundall,4217,Queensland
1170301,1,127,1025.9711,1005.0983,958.6027,1850,Conargo (S),2710,New South Wales
2170803,2,904,1105.5172,1105.847,1090.9746,2120,Croydon (C),3136,Victoria
3170813,3,449,873.9833,862.8035,1041.2069999999999,3462,Broadbeach,4217,Queensland
1171105,1,385,1064.8239999999998,1034.3451,985.5986,2450,Culcairn (S),2658,New South Wales
1170302,1,279,1029.5587,950.2188,950.4779699999999,1850,Conargo (S),2710,New South Wales
1170409,1,564,978.1206,942.0998,965.56067,2500,Deniliquin (M),2710,New South Wales
1170603,1,892,998.47156,955.043,940.3877,650,Berrigan (S),2714,New South Wales
3170607,3,357,877.4580699999999,852.3608,994.5983,3462,Broadbeach,4217,Queensland
3170701,3,331,969.7155,978.2821,1021.8589,3503,Surfers Paradise,4217,Queensland
1170706,1,518,1032.6632,969.48926,1032.8871,650,Berrigan (S),2713,New South Wales
1170707,1,533,1045.3752,1067.9253,928.51447,650,Berrigan (S),2713,New South Wales
3191505,3,279,869.1715,839.9517,982.2383,1004,Albion,4010,Queensland
1170903,1,202,974.67175,941.4001,909.46185,7700,Urana (S),2645,New South Wales
3170904,3,594,1004.446,1018.5143,980.2202,65,Broadbeach Waters,4217,Queensland
1170906,1,263,997.9536,881.5018,919.3876300000001,7700,Urana (S),2646,New South Wales
3171003,3,411,974.58325,968.6293,978.3005,65,Broadbeach Waters,4217,Queensland
3171004,3,516,989.7017,1005.2563,982.3251,65,Broadbeach Waters,4217,Queensland
3171102,3,299,1062.7314,1127.384,985.3359,81,Mermaid Waters,4218,Queensland
1171104,1,556,957.9619,917.5427,886.1935,2450,Culcairn (S),2658,New South Wales
3171104,3,1022,916.4534,969.79663,917.8061,81,Mermaid Waters,4218,Queensland
2171108,2,437,1082.7634,1053.1145,1081.8743,6160,Ringwood (C),3134,Victoria
1171110,1,324,1017.1973,961.2869,914.23956,2450,Culcairn (S),2658,New South Wales
1171111,1,642,987.1712,979.3188,906.0538,2450,Culcairn (S),2660,New South Wales
3171111,3,665,1035.7606,1094.2307,998.73,81,Mermaid Waters,4218,Queensland
2171112,2,389,987.0826400000001,955.17334,1046.5557,6160,Ringwood (C),3134,Victoria
1171202,1,111,1048.7716,1011.408,928.9100300000001,2300,Corowa (S),2646,New South Wales
3171202,3,293,922.1439,892.6648,991.57336,3481,Mermaid Beach,4218,Queensland
2171209,2,841,1089.0757,1104.1478,1079.4312,2400,Doncaster & Templestowe (C),3111,Victoria
1171302,1,900,1011.5836,987.7982,921.0101300000001,2300,Corowa (S),2646,New South Wales
3171303,3,485,942.7410000000001,930.15955,947.7757,3484,Miami,4220,Queensland
3171304,3,531,900.04663,903.0888,979.59283,3484,Miami,4220,Queensland
3171305,3,392,918.62054,904.9421,923.91296,3484,Miami,4220,Queensland
3171311,3,375,903.4391,927.3933,946.5299,3484,Miami,4220,Queensland
2171401,2,674,1118.7877,1119.4607,1132.1836,2640,Eltham (S),3097,Victoria
3171406,3,656,1012.4911,989.8343,996.40155,3468,Burleigh Heads,4220,Queensland
2171414,2,609,1159.8652,1244.0029,1162.1001,2640,Eltham (S),3095,Victoria
1171603,1,447,1037.149,1046.653,991.0725,50,Albury (C),2640,New South Wales
1171605,1,531,1001.4049,996.4421,946.83594,50,Albury (C),2641,New South Wales
3171608,3,283,962.0331,1014.9369,972.2210699999999,81,Mermaid Waters,4226,Queensland
3171610,3,806,1066.7264,1184.0352,1032.6589,92,Albert (S) Pt B Bal,4211,Queensland
1171707,1,197,1142.5782,1118.0543,1100.6199,50,Albury (C),2640,New South Wales
3171708,3,979,1093.184,1155.8572,1020.4033,92,Albert (S) Pt B Bal,4211,Queensland
3180110,3,865,1019.9038,1049.5546,959.701,6200,Redcliffe (C),4020,Queensland
3171709,3,849,1077.6094,1179.9933,1025.338,92,Albert (S) Pt B Bal,4211,Queensland
3171907,3,426,1011.6146,1071.1052,952.8423,3487,Palm Beach,4221,Queensland
1172102,1,742,936.7988,893.6817,979.5312,50,Albury (C),2640,New South Wales
1172112,1,341,949.7557400000001,928.87115,994.07574,50,Albury (C),2640,New South Wales
1172203,1,156,1068.1969,1053.3198,983.0686599999999,3900,Holbrook (S),2644,New South Wales
1180204,1,201,839.9867,832.69775,993.4559300000001,6450,Queanbeyan (C),2620,New South Wales
1180207,1,326,934.3475,892.1194,1042.8403,6450,Queanbeyan (C),2620,New South Wales
1180103,1,528,1151.1255,1198.5977,1194.8406,8650,Yarrowlumla (S),2621,New South Wales
1180107,1,393,952.3445,937.55945,932.1444,8650,Yarrowlumla (S),2621,New South Wales
2180207,2,457,990.87915,949.34125,970.8091,7520,Upper Yarra (S),3799,Victoria
1180211,1,203,1204.8818,1305.8933,1254.6356,6450,Queanbeyan (C),2620,New South Wales
2180215,2,572,995.4665,1051.4695,924.081,7520,Upper Yarra (S),3799,Victoria
3180304,3,584,887.0923,898.7471300000001,968.8176,6200,Redcliffe (C),4020,Queensland
2180604,2,584,1096.3752,1086.4801,1054.0533,4240,Lillydale (S),3793,Victoria
3180604,3,202,910.3005,936.7632,918.4294,6200,Redcliffe (C),4019,Queensland
2180306,2,638,1097.4432,1102.1813,1017.0104,7520,Upper Yarra (S),3139,Victoria
2180607,2,647,1042.31,1057.9576,926.48926,4240,Lillydale (S),3795,Victoria
1180802,1,362,1020.3965,992.5135,1027.4774,6950,Shoalhaven (C),2539,New South Wales
3210708,3,195,827.57196,955.58105,952.03094,1528,Spring Hill,4000,Queensland
2180314,2,772,1059.913,1075.0698,986.8226300000001,7520,Upper Yarra (S),3139,Victoria
2180411,2,577,1021.1904,1019.9368,954.6847,5722,Pakenham (S) - Pt B,3814,Victoria
2180415,2,289,1106.6123,1049.6434,1048.954,5722,Pakenham (S) - Pt B,3812,Victoria
3180504,3,312,826.7853,858.7282,910.8404,6200,Redcliffe (C),4019,Queensland
1180507,1,840,901.9739999999999,971.1578400000001,902.52295,6450,Queanbeyan (C),2620,New South Wales
1180810,1,454,1018.9061,991.7639,995.6494,6950,Shoalhaven (C),2539,New South Wales
3180905,3,851,1027.869,1058.9348,939.9987,5968,Kallangur,4503,Queensland
2181011,2,588,1058.3656,1084.0574,1029.4562,2120,Croydon (C),3137,Victoria
3181101,3,608,1090.7306,1116.7747,1038.9424,1037,Bald Hills,4036,Queensland
3181104,3,762,1004.3853,1036.2988,933.61414,1037,Bald Hills,4036,Queensland
1181201,1,606,886.8909,937.9760000000001,915.8248,2750,Eurobodalla (S),2536,New South Wales
1181202,1,375,996.6336,980.1328,984.2255,2750,Eurobodalla (S),2537,New South Wales
3181301,3,1115,1116.8959,1171.6633,1064.6495,1121,Carseldine,4034,Queensland
2181407,2,582,1091.653,1115.0032,1087.7101,4240,Lillydale (S),3796,Victoria
1181802,1,879,1012.3712,986.4795,972.4879,550,Bega Valley (S),2550,New South Wales
2181413,2,553,1080.6333,1084.1682,1056.8495,4240,Lillydale (S),3796,Victoria
3181501,3,501,954.8601,1015.1958,929.22546,1034,Aspley,4034,Queensland
3181505,3,399,1125.9413,1121.6238,1107.1503,1034,Aspley,4034,Queensland
1181510,1,442,960.37225,905.32916,927.4253,2750,Eurobodalla (S),2546,New South Wales
3181601,3,729,1075.1337,1068.1896,1073.5105,1034,Aspley,4034,Queensland
3181610,3,518,1114.2288,1139.8398,1088.0103,1034,Aspley,4034,Queensland
1181803,1,577,959.0675,901.7039,928.6923,550,Bega Valley (S),2550,New South Wales
2191203,2,558,991.07324,968.5579,965.3673,4880,Moe (C),3825,Victoria
3191303,3,434,883.0806,890.2591,951.00354,1446,Nundah,4012,Queensland
1191407,1,745,985.3215,1021.0847,984.7722,6950,Shoalhaven (C),2541,New South Wales
1181703,1,496,962.8290400000001,941.6958,934.4539,550,Bega Valley (S),2547,New South Wales
3182208,3,711,1072.0172,1103.5842,1030.118,1138,Chermside West,4032,Queensland
1182509,1,772,1031.1793,980.9949,1035.6019,2050,Cooma-Monaro (S),2630,New South Wales
2191408,2,148,1101.6294,1056.3196,966.0154,5200,Narracan (S),3823,Victoria
1181707,1,569,1040.5526,993.3492,1021.6761,550,Bega Valley (S),2550,New South Wales
3190405,3,771,1104.3351,1113.6167,1032.3053,1072,Bracken Ridge,4017,Queensland
1181903,1,1018,1059.5946,1029.7411,1036.2634,550,Bega Valley (S),2550,New South Wales
3182109,3,506,953.5855,908.56055,977.61554,1135,Chermside,4032,Queensland
1182112,1,464,944.74457,970.9731,881.5213,550,Bega Valley (S),2551,New South Wales
3191410,3,342,947.9667400000001,930.8936,1037.0394,1634,Wooloowin,4030,Queensland
3211908,3,305,794.0039999999999,844.3951400000001,964.6427,1195,East Brisbane,4169,Queensland
1182708,1,888,1064.0969,961.0780599999999,1100.5366,7050,Snowy River (S),2627,New South Wales
3190409,3,786,1063.6027,1101.2730000000001,1002.5823,1072,Bracken Ridge,4017,Queensland
1190309,1,92,1020.2474,999.4569,903.79156,2350,Cowra (S),2793,New South Wales
1190312,1,520,1018.8782,1013.4793,918.3747599999999,2350,Cowra (S),2794,New South Wales
1190601,1,213,1028.2227,959.7448,893.753,2400,Crookwell (S),2583,New South Wales
2190604,2,692,1014.2824,1019.4675,948.8285,7320,Traralgon (C),3844,Victoria
2190712,2,829,1048.9379,1061.93,1007.7095,5082,Morwell (S) - Pt B,3842,Victoria
2190801,2,658,998.9372,980.2327,977.2565,5081,Morwell (S) - Pt A,3840,Victoria
2190803,2,441,1031.7004,978.1418,983.5759,5081,Morwell (S) - Pt A,3840,Victoria
2190807,2,134,1006.4998,952.7238,1037.8551,5081,Morwell (S) - Pt A,3840,Victoria
2190809,2,519,888.8007,868.4687,926.23584,5081,Morwell (S) - Pt A,3840,Victoria
1191005,1,678,946.5422,929.1601,982.86786,3150,Goulburn (C),2580,New South Wales
3191007,3,764,1057.8534,1088.2245,975.70154,1045,Banyo,4014,Queensland
1191008,1,556,965.20703,955.1791400000001,957.1057,3150,Goulburn (C),2580,New South Wales
1191013,1,376,1073.2794,1035.7682,1012.7731,3150,Goulburn (C),2580,New South Wales
2191506,2,276,1104.3801,1068.8785,993.5462,7840,Warragul (S),3822,Victoria
3191508,3,169,800.4432,903.9862,857.5332599999999,1004,Albion,4010,Queensland
1191510,1,638,1060.1649,1035.0107,1059.9938,6950,Shoalhaven (C),2541,New South Wales
3191603,3,274,1029.4362,1040.2919,1161.4207,1255,Hamilton,4007,Queensland
3191605,3,387,1052.5559,1010.7589999999999,1114.2662,1255,Hamilton,4007,Queensland
1191905,1,415,1032.9557,955.5176,1030.0271,6950,Shoalhaven (C),2540,New South Wales
3201001,3,612,987.8323,1021.0533,942.4311,1601,Wakerley,4154,Queensland
1191701,1,827,1050.7897,1033.9183,1010.1711,6950,Shoalhaven (C),2535,New South Wales
2191702,2,558,1036.277,1018.395,944.4686,1360,Buln Buln (S),3818,Victoria
2191709,2,228,1089.2345,1071.1385,988.71277,1360,Buln Buln (S),3818,Victoria
3191801,3,204,1033.893,991.1695599999999,1127.7156,1151,Clayfield,4011,Queensland
1191805,1,19,1027.9657,967.8263,1051.2448,6950,Shoalhaven (C),2540,New South Wales
2191810,2,244,1016.1144,1008.9028,897.43256,5722,Pakenham (S) - Pt B,3815,Victoria
2201004,2,213,1022.9795,954.0269999999999,958.939,5760,Phillip Island (S),3922,Victoria
2201301,2,1002,918.2012300000001,932.0972,924.9856599999999,3280,Hastings (S),3915,Victoria
2220713,2,548,1100.6438,1150.2693,1091.2095,4960,Mordialloc (C),3194,Victoria
1191913,1,369,989.69305,976.6259,973.5175,6950,Shoalhaven (C),2540,New South Wales
1192006,1,291,908.8404,926.0658599999999,904.83606,6950,Shoalhaven (C),2540,New South Wales
1192101,1,186,939.4227,973.96924,876.7403,6950,Shoalhaven (C),2540,New South Wales
3201803,3,886,1017.6178,1053.0469,954.89636,6268,Thorneside,4158,Queensland
1400106,1,1109,1081.8597,1131.91,1059.9695,2850,Fairfield (C),2176,New South Wales
1192103,1,386,900.9147300000001,902.9949300000001,897.5956,6950,Shoalhaven (C),2540,New South Wales
3192202,3,22,893.1896,671.0567599999999,759.465,1468,Pinkenba,4008,Queensland
1200101,1,400,957.257,949.9865,909.4809,8350,Wingecarribee (S),2577,New South Wales
2200110,2,773,1081.5743,1133.0417,987.6283,2041,Cranbourne (S) - Pt A,3977,Victoria
1200309,1,696,1017.2419,959.9674,1055.5553,8350,Wingecarribee (S),2576,New South Wales
2200404,2,828,996.704,1005.2669,901.4958,2042,Cranbourne (S) - Pt B,3981,Victoria
2200708,2,498,1062.3516,1027.8519,944.9321,680,Bass (S),3992,Victoria
3200601,3,285,1095.0916,1117.0553,1083.9855,1091,Burbank,4123,Queensland
1200605,1,902,1010.6384,1036.4315,946.80664,6900,Shellharbour (M),2527,New South Wales
1200610,1,1370,1086.9363,1127.365,1006.2731,6900,Shellharbour (M),2527,New South Wales
1200707,1,762,964.7072,1007.6289999999999,910.945,6900,Shellharbour (M),2529,New South Wales
2200804,2,597,917.3638300000001,815.85596,931.2293,8240,Wonthaggi (B),3995,Victoria
2200903,2,133,1054.8679,967.72815,998.79254,5760,Phillip Island (S),3922,Victoria
2200904,2,98,926.87646,963.2324,868.9959,5760,Phillip Island (S),3922,Victoria
2201809,2,301,944.57245,916.06396,914.8504,2800,Flinders (S),3939,Victoria
1201302,1,253,1100.7616,1066.4479,1099.9219,4400,Kiama (M),2533,New South Wales
1201304,1,250,1117.5569,1097.496,1067.6354,4400,Kiama (M),2533,New South Wales
2201309,2,891,914.3593,1003.4678,842.32837,3280,Hastings (S),3915,Victoria
2201411,2,223,1108.4097,1058.327,1129.8722,3280,Hastings (S),3937,Victoria
2201511,2,543,1026.2753,1012.7184,964.5222,2800,Flinders (S),3936,Victoria
2201612,2,764,1052.2289,1051.11,978.5645,2800,Flinders (S),3939,Victoria
2202002,2,722,1042.165,1045.103,1010.1896,2800,Flinders (S),3941,Victoria
2202004,2,427,1089.6812,1084.1295,1026.3849,2800,Flinders (S),3939,Victoria
2202008,2,234,885.04706,912.5254,895.0991,2800,Flinders (S),3940,Victoria
2202101,2,239,981.90936,951.84106,913.153,2800,Flinders (S),3941,Victoria
2210511,2,0,,,,2880,Frankston (C),3199,Victoria
1210512,1,330,955.6459,919.0537,1115.2404,8450,Wollongong (C),2500,New South Wales
2210603,2,472,1024.3887,971.9848599999999,1072.7064,2880,Frankston (C),3199,Victoria
3210604,3,298,753.7985,820.8728,880.0855,1233,Fortitude Valley - Remainder,4006,Queensland
2210702,2,373,998.63385,953.8954,1036.5933,2880,Frankston (C),3199,Victoria
3202102,3,192,930.919,907.03033,1026.5724,1394,Moreton Island,4004,Queensland
2202308,2,130,1072.7526,953.3323,970.3764,2800,Flinders (S),3941,Victoria
3202309,3,664,1052.8275,1043.6768,1009.763,6262,Cleveland,4163,Queensland
2202403,2,252,959.6607,893.2191,931.9283,2800,Flinders (S),3942,Victoria
2202410,2,151,1129.2262,1004.5796,1109.8717,2800,Flinders (S),3942,Victoria
2202507,2,168,1022.1436,880.0658599999999,1011.9301,2800,Flinders (S),3943,Victoria
3210305,3,253,842.0914,856.40076,882.2766,1421,New Farm,4005,Queensland
1210405,1,403,895.6403,870.71735,1053.1760000000002,8450,Wollongong (C),2500,New South Wales
1210407,1,747,893.8161,887.3019,1020.0152,8450,Wollongong (C),2500,New South Wales
1210801,1,508,855.9826,925.0730599999999,798.9049,8450,Wollongong (C),2501,New South Wales
1210812,1,920,920.18835,1002.8528,862.2243699999999,8450,Wollongong (C),2506,New South Wales
2210904,2,893,1187.5353,1259.1309,1166.4117,2880,Frankston (C),3930,Victoria
2211001,2,296,1074.8181,1067.8341,1058.1918,2880,Frankston (C),3199,Victoria
3211002,3,270,1019.7042,974.79944,1125.7244,1454,Paddington,4064,Queensland
2211205,2,752,1149.8956,1095.8413,1149.6486,5000,Mornington (S),3930,Victoria
2211304,2,420,1006.0439,923.81995,1039.6158,5000,Mornington (S),3931,Victoria
2211308,2,425,1005.0955,955.4827,1006.4515,5000,Mornington (S),3931,Victoria
3211408,3,444,926.5165400000001,906.0128,1072.9585,1607,West End,4101,Queensland
3211601,3,126,938.7754,971.95074,1013.808,1187,Dutton Park,4102,Queensland
3211906,3,661,948.0546,938.5164,1080.4434,1195,East Brisbane,4169,Queensland
3212007,3,434,938.74744,906.9834,1027.9896,1157,Coorparoo,4151,Queensland
3212008,3,298,985.8517,924.6242,1078.8348,1157,Coorparoo,4151,Queensland
3212105,3,837,1019.363,1011.6486,1046.7367,1432,Norman Park,4170,Queensland
3212305,3,462,974.4717,974.0142,980.7351,1086,Bulimba,4171,Queensland
3212506,3,666,943.5085,936.5804,1005.9328,1397,Morningside,4170,Queensland
3212605,3,495,1025.7174,1018.1857,1034.2305,1097,Camp Hill,4152,Queensland
3212703,3,662,1081.8424,1088.4868,1054.6509,1113,Carina,4152,Queensland
3220101,3,892,1158.2191,1184.9939,1120.3024,1353,McDowall,4053,Queensland
1220104,1,760,1003.549,1064.1589999999999,942.3319,1450,Camden (M),2171,New South Wales
1220110,1,692,1060.134,1116.249,993.6653,1450,Camden (M),2171,New South Wales
3220405,3,524,921.2455,901.2806400000001,911.4614,1326,Keperra,4054,Queensland
3220406,3,866,1038.3345,978.30853,1000.405,1326,Keperra,4054,Queensland
1220803,1,702,940.7947,927.1974,932.4674699999999,8450,Wollongong (C),2518,New South Wales
2220807,2,580,1031.0034,1016.8615,1036.9717,4960,Mordialloc (C),3195,Victoria
2220903,2,721,950.1754,929.0065,993.41315,4960,Mordialloc (C),3195,Victoria
1221002,1,837,992.9052,973.0563,970.7577,8450,Wollongong (C),2516,New South Wales
1221008,1,870,1106.2852,1067.973,1087.6511,8450,Wollongong (C),2517,New South Wales
3230301,3,934,1135.7079,1129.4396,1124.215,5965,Ferny Hills,4055,Queensland
3240608,3,324,1014.72,971.13824,1015.3660000000001,1097,Camp Hill,4152,Queensland
1330209,1,389,924.70825,923.6275,1045.0822,7150,Sutherland (S),2226,New South Wales
1220410,1,770,1058.2004,1058.8503,1046.7511,8400,Wollondilly (S),2571,New South Wales
2220601,2,458,1034.1484,1007.4253,1095.0798,4960,Mordialloc (C),3194,Victoria
3220603,3,571,1022.2192,1000.6367,1009.8845,1031,Ashgrove,4060,Queensland
3220608,3,614,1101.6829,1018.6360000000001,1133.8965,1031,Ashgrove,4060,Queensland
3220702,3,261,1074.6123,988.0941,1116.8036,1031,Ashgrove,4060,Queensland
2220704,2,514,1043.0951,1019.5613,1068.5297,4960,Mordialloc (C),3194,Victoria
1221107,1,884,1042.8138,1024.8689,1024.0603,8450,Wollongong (C),2517,New South Wales
2221113,2,276,1034.7477,1004.3408,1045.8391,1680,Chelsea (C),3195,Victoria
2221201,2,612,1063.0585,1044.0847,1027.4747,1680,Chelsea (C),3196,Victoria
1221202,1,797,934.98694,943.96606,927.51587,8450,Wollongong (C),2518,New South Wales
2221203,2,281,916.4602699999999,909.6368,975.4036,1680,Chelsea (C),3196,Victoria
2221306,2,684,1008.2088,1019.0522,996.2963,1680,Chelsea (C),3196,Victoria
3221306,3,525,1023.9059,1008.2636,1020.8731,1312,Kedron,4031,Queensland
2221309,2,991,1032.1547,1039.7847,986.85736,1680,Chelsea (C),3196,Victoria
2221408,2,348,994.79785,1025.6998,1028.344,1680,Chelsea (C),3197,Victoria
2221606,2,1164,1086.1571,1125.1752,1031.0322,2880,Frankston (C),3198,Victoria
2221610,2,655,1026.722,1024.6426,1009.6578,2880,Frankston (C),3200,Victoria
3221703,3,392,903.5472,882.7179,1077.4198,1315,Kelvin Grove,4059,Queensland
3221904,3,197,926.7951,916.16235,954.94794,1623,Windsor,4030,Queensland
1230101,1,44,931.28674,908.8139,940.4539,3800,Hawkesbury (S),2756,New South Wales
2230202,2,735,1067.7108,1149.7446,971.2959,2160,Dandenong (C),3175,Victoria
2231605,2,304,1059.4213,1073.9414,1043.1919,6920,Springvale (C),3173,Victoria
1230104,1,405,961.12946,949.19385,980.3959,3800,Hawkesbury (S),2756,New South Wales
3230105,3,768,1112.7456,1111.3198,1092.7518,5962,Everton Hills,4053,Queensland
3230202,3,826,1078.5977,1101.6726,1009.9358,5954,Arana Hills,4054,Queensland
3230310,3,48,1100.3798,1160.54,952.6510000000001,5965,Ferny Hills,4055,Queensland
2230405,2,1003,1054.2805,1086.1617,989.7031,2160,Dandenong (C),3175,Victoria
3230405,3,565,1154.2286,1173.8401,1127.6542,1217,Ferny Grove,4055,Queensland
3230406,3,592,1098.0687,1117.9489999999998,1076.4213,1217,Ferny Grove,4055,Queensland
2230505,2,814,1017.2851,1022.6066,949.5687,2160,Dandenong (C),3175,Victoria
2230506,2,898,969.22815,978.2343,942.8474,2160,Dandenong (C),3175,Victoria
2230602,2,859,1012.0335,1039.9661,955.5189999999999,2160,Dandenong (C),3175,Victoria
2230604,2,812,1051.1382,1053.3245,979.76965,2160,Dandenong (C),3174,Victoria
3230604,3,35,1085.2212,1209.6909,1124.9945,1566,The Gap (incl Enoggera SF),4061,Queensland
2230707,2,464,986.4897,988.10596,959.6713,6920,Springvale (C),3174,Victoria
1230802,1,369,1076.9293,1065.0648,1079.1605,900,Blue Mountains (C),2786,New South Wales
1231004,1,505,1119.7491,1103.6836,1108.361,900,Blue Mountains (C),2777,New South Wales
1231702,1,565,922.199,950.8893400000001,921.92847,900,Blue Mountains (C),2780,New South Wales
2241004,2,542,1087.9583,1096.9182,1006.316,960,Berwick (C),3805,Victoria
1231104,1,568,1058.4436,1009.2545,1106.0754,900,Blue Mountains (C),2774,New South Wales
3231104,3,445,1027.5831,975.96515,1145.2607,1574,Toowong,4066,Queensland
