cd_code_06,usual_resident_population_,ier_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
3202314,610,1175,36533,10,98,QLD,7295,10,98
3202710,600,1111,33092,9,89,QLD,6566,9,89
3202810,1185,1173,36474,10,98,QLD,7283,10,98
3203301,726,1025,21515,6,58,QLD,4244,6,57
2271001,458,1001,17678,5,48,VIC,4215,5,47
3203407,502,908,5811,2,16,QLD,992,2,14
3210604,591,964,12235,4,33,QLD,2322,4,32
3211408,391,1069,28489,8,77,QLD,5598,8,76
3211906,741,1093,31446,9,84,QLD,6235,9,84
3212007,465,1162,36104,10,97,QLD,7215,10,97
3232102,1103,1191,36928,10,99,QLD,7367,10,99
3240301,413,975,13702,4,37,QLD,2615,4,36
3241012,627,1041,24219,7,65,QLD,4781,7,65
3250103,821,1043,24541,7,66,QLD,4849,7,66
3251108,508,979,14258,4,39,QLD,2729,4,37
3251211,139,935,8612,3,23,QLD,1584,3,22
3251401,429,903,5408,2,15,QLD,915,2,13
3251409,707,833,1855,1,5,QLD,251,1,4
3260818,673,1187,36855,10,99,QLD,7352,10,99
4010803,670,885,4085,2,11,SA ,511,2,17
4013102,38,983,14824,4,40,SA ,1593,6,51
4013205,1106,1092,31318,9,84,SA ,2951,10,93
4020301,241,985,15132,5,41,SA ,1625,6,52
4021903,825,936,8748,3,24,SA ,990,4,32
4031601,278,1002,17724,5,48,SA ,1887,6,60
4032101,381,1014,19739,6,53,SA ,2074,7,66
4040202,638,934,8465,3,23,SA ,958,4,31
4030804,235,986,15304,5,41,SA ,1649,6,52
4092615,286,1003,17975,5,48,SA ,1907,6,60
4041602,194,1020,20801,6,56,SA ,2152,7,68
4100206,482,855,2555,1,7,SA ,359,2,12
4101301,317,979,14309,4,39,SA ,1542,5,49
2271909,175,1113,33240,9,89,VIC,8341,10,92
4050101,185,1099,31978,9,86,SA ,2993,10,95
4051206,298,918,6745,2,19,SA ,795,3,26
4060703,553,932,8243,3,23,SA ,939,3,30
4091802,645,1098,31892,9,86,SA ,2990,10,95
2272309,391,1053,26180,7,70,VIC,6622,8,73
4061214,299,1057,26714,8,72,SA ,2650,9,84
4061303,351,1067,28251,8,76,SA ,2768,9,88
4061606,226,1008,18898,6,51,SA ,1990,7,63
4062113,197,911,6053,2,17,SA ,719,3,23
4071101,303,889,4310,2,12,SA ,543,2,18
4071609,485,1102,32284,9,87,SA ,3014,10,95
4092502,743,970,12953,4,35,SA ,1401,5,45
4092608,355,918,6763,2,19,SA ,799,3,26
4072014,463,1066,28116,8,76,SA ,2752,9,87
4081113,388,980,14328,4,39,SA ,1544,5,49
4081902,942,1009,18959,6,51,SA ,1995,7,63
4091309,273,905,5503,2,15,SA ,659,3,21
4091405,420,763,724,1,2,SA ,120,1,4
4101806,653,1047,25155,7,68,SA ,2515,8,80
4102405,502,835,1917,1,6,SA ,286,1,9
4110909,109,899,5063,2,14,SA ,619,2,20
4111303,680,1023,21233,6,57,SA ,2189,7,69
4111404,707,1053,26124,7,70,SA ,2607,9,83
4111502,607,1033,22816,7,61,SA ,2334,8,74
4120103,623,1192,36961,10,99,SA ,3177,10,100
4131405,638,979,14317,4,39,SA ,1543,5,49
4141103,561,778,853,1,3,SA ,146,1,5
5010403,567,1038,23666,7,64,WA ,2185,6,55
5011216,131,942,9360,3,25,WA ,776,2,20
5021303,137,1084,30436,9,82,WA ,2991,8,76
4120406,515,1109,32951,9,88,SA ,3051,10,96
4121009,429,909,5911,2,16,SA ,703,3,23
4121413,411,1083,30343,9,82,SA ,2898,10,92
4130310,817,988,15558,5,42,SA ,1678,6,53
4130804,689,871,3260,1,9,SA ,417,2,14
4131306,237,986,15278,5,41,SA ,1644,6,52
4131307,596,953,10709,3,29,SA ,1173,4,37
5022402,127,1094,31477,9,85,WA ,3132,8,79
4141104,667,944,9671,3,26,SA ,1075,4,34
4141907,650,945,9716,3,26,SA ,1080,4,34
4142111,320,1184,36789,10,99,SA ,3173,10,100
4142408,628,953,10817,3,29,SA ,1189,4,38
4142805,679,1037,23512,7,63,SA ,2387,8,76
5010351,96,571,97,1,1,WA ,26,1,1
5010402,644,1063,27630,8,74,WA ,2633,7,67
5023002,744,950,10447,3,28,WA ,882,3,23
5030212,853,1169,36362,10,98,WA ,3844,10,97
5030608,663,1024,21340,6,57,WA ,1919,5,49
5030638,297,1130,34484,10,93,WA ,3563,9,90
5101217,419,845,2225,1,6,WA ,197,1,5
5101402,533,953,10787,3,29,WA ,904,3,23
5101514,455,997,17032,5,46,WA ,1489,4,38
5030714,825,1080,29895,8,80,WA ,2932,8,74
5031212,658,1168,36342,10,98,WA ,3839,10,97
5041301,168,1060,27145,8,73,WA ,2584,7,65
5050419,498,1022,21020,6,57,WA ,1887,5,48
5050702,520,1046,24965,7,67,WA ,2338,6,59
5101518,508,993,16352,5,44,WA ,1425,4,36
5101818,296,932,8268,3,23,WA ,692,2,18
5051702,273,1055,26452,8,71,WA ,2511,7,64
5051720,431,1046,25039,7,67,WA ,2348,6,59
5051904,1150,974,13514,4,37,WA ,1148,3,29
5052007,705,986,15236,5,41,WA ,1314,4,34
5052213,611,961,11759,4,32,WA ,988,3,25
5102016,278,975,13680,4,37,WA ,1172,3,30
5060221,177,1133,34668,10,93,WA ,3595,10,91
5060601,457,1032,22721,7,61,WA ,2080,6,53
5060602,419,939,9089,3,25,WA ,752,2,19
5060813,538,924,7331,2,20,WA ,615,2,16
5061101,386,926,7624,3,21,WA ,642,2,17
5061401,116,988,15683,5,42,WA ,1352,4,34
5062119,451,1195,36997,10,99,WA ,3933,10,99
5062120,707,1165,36226,10,97,WA ,3822,10,97
5062126,21,1210,37234,10,100,WA ,3955,10,100
5070216,1110,1085,30569,9,82,WA ,3015,8,76
5071012,722,991,16076,5,43,WA ,1392,4,35
5071218,1397,1113,33245,9,89,WA ,3383,9,85
5071219,715,1071,28708,8,77,WA ,2774,7,70
5102116,454,952,10620,3,29,WA ,895,3,23
1402025,1037,834,1887,1,6,NSW,689,1,6
5071506,422,896,4828,2,13,WA ,406,2,11
5081009,367,1034,23092,7,62,WA ,2124,6,54
5081734,569,1144,35299,10,95,WA ,3689,10,93
5120508,675,1071,28824,8,77,WA ,2789,8,71
5081907,773,1055,26494,8,71,WA ,2518,7,64
5091509,406,869,3144,1,9,WA ,260,1,7
5100404,462,899,5013,2,14,WA ,420,2,11
5100611,508,1203,37140,10,100,WA ,3944,10,100
5100903,514,943,9477,3,26,WA ,794,2,20
5101010,241,968,12716,4,34,WA ,1065,3,27
5101204,144,914,6368,2,18,WA ,547,2,14
6031608,121,973,13404,4,36,TAS,571,6,55
5110523,298,916,6605,2,18,WA ,561,2,15
5111508,304,984,15017,5,41,WA ,1290,4,33
5111512,414,971,13088,4,35,WA ,1099,3,28
5111704,803,1037,23479,7,63,WA ,2163,6,55
5111812,667,984,14971,4,40,WA ,1284,4,33
5111907,474,907,5719,2,16,WA ,487,2,13
5112001,581,905,5562,2,15,WA ,474,2,12
5112104,517,1033,22850,7,62,WA ,2089,6,53
5112218,384,974,13509,4,37,WA ,1147,3,29
5120201,735,1178,36623,10,98,WA ,3878,10,98
5120318,222,1065,27852,8,75,WA ,2657,7,67
5121308,720,1161,36094,10,97,WA ,3801,10,96
5121916,520,1041,24193,7,65,WA ,2252,6,57
5130703,736,1011,19305,6,52,WA ,1707,5,43
5131404,109,1078,29716,8,80,WA ,2907,8,74
6010602,289,1033,22796,7,61,TAS,883,9,85
6010702,573,924,7335,2,20,TAS,326,4,32
6010705,270,817,1478,1,4,TAS,64,1,7
6040801,280,898,4988,2,14,TAS,232,3,23
6041101,328,978,14156,4,38,TAS,601,6,58
1090208,393,1053,26204,7,70,NSW,7814,7,67
1091511,238,974,13523,4,37,NSW,4400,4,38
6010903,656,991,16130,5,44,TAS,683,7,66
6011202,290,1010,19152,6,52,TAS,786,8,76
6011501,166,890,4409,2,12,TAS,203,2,20
6011910,609,905,5556,2,15,TAS,257,3,25
6020503,828,967,12619,4,34,TAS,539,6,52
7013304,1065,900,5133,2,14,NT ,123,4,35
1411608,337,958,11389,4,31,NSW,3783,4,33
6020509,401,930,8000,3,22,TAS,343,4,33
6040309,649,894,4691,2,13,TAS,217,3,21
6020605,529,921,7022,2,19,TAS,312,3,30
6021309,397,723,492,1,2,TAS,20,1,2
6040612,339,995,16707,5,45,TAS,707,7,68
8013503,400,1015,19989,6,54,ACT,151,3,29
6021601,196,1076,29448,8,79,TAS,1000,10,96
6030502,542,949,10269,3,28,TAS,443,5,43
6030612,427,953,10791,3,29,TAS,462,5,45
6041212,569,1001,17659,5,48,TAS,737,8,71
6050906,787,1112,33203,9,89,TAS,1035,10,99
7010806,844,901,5270,2,15,NT ,126,4,36
1411609,598,1008,18776,6,51,NSW,5820,5,50
7014106,322,931,8141,3,22,NT ,147,5,42
7030206,204,580,120,1,1,NT ,40,2,12
8010805,770,1108,32804,9,88,ACT,385,8,74
8012801,756,1073,28991,8,78,ACT,309,6,60
8013205,568,1024,21372,6,58,ACT,172,4,33
8014702,498,1206,37194,10,100,ACT,508,10,98
8015002,624,935,8577,3,23,ACT,46,1,9
8020703,789,1105,32510,9,87,ACT,377,8,73
8020802,529,1130,34498,10,93,ACT,431,9,83
8022001,426,889,4318,2,12,ACT,23,1,5
1411803,820,1062,27427,8,74,NSW,8206,7,70
8022202,468,949,10274,3,28,ACT,57,2,11
8023004,966,1092,31332,9,84,ACT,353,7,68
1011204,393,898,4953,2,14,NSW,1756,2,15
1080502,653,812,1379,1,4,NSW,479,1,5
1012001,502,892,4526,2,13,NSW,1618,2,14
1020709,298,1020,20761,6,56,NSW,6316,6,54
1020904,54,1150,35599,10,96,NSW,10895,10,93
1030907,188,880,3764,2,11,NSW,1371,2,12
1031103,211,902,5316,2,15,NSW,1884,2,16
1031208,230,1051,25780,7,69,NSW,7682,7,66
1031702,304,1085,30564,9,82,NSW,9187,8,78
1031709,477,1050,25676,7,69,NSW,7654,7,65
1070107,641,1013,19579,6,53,NSW,6040,6,52
1040807,493,820,1540,1,5,NSW,547,1,5
1041905,199,1005,18240,5,49,NSW,5680,5,49
1042202,266,1018,20497,6,55,NSW,6257,6,53
1050606,766,903,5379,2,15,NSW,1908,2,17
1051008,537,964,12190,4,33,NSW,4024,4,35
1051114,1030,900,5155,2,14,NSW,1830,2,16
1052201,288,965,12291,4,33,NSW,4054,4,35
1052404,231,1005,18288,5,49,NSW,5691,5,49
1052902,132,1046,25044,7,67,NSW,7470,7,64
1060402,161,903,5370,2,15,NSW,1905,2,17
1061901,300,1010,19091,6,51,NSW,5911,6,51
1070208,825,961,11758,4,32,NSW,3896,4,33
1070309,668,1049,25501,7,69,NSW,7595,7,65
1070602,358,971,13068,4,35,NSW,4272,4,37
1070805,124,1022,20982,6,57,NSW,6369,6,54
1070814,753,962,11904,4,32,NSW,3939,4,34
1071002,491,1046,25042,7,67,NSW,7469,7,64
1080115,678,1026,21633,6,58,NSW,6518,6,56
1081805,344,837,1987,1,6,NSW,725,1,7
1090102,314,953,10704,3,29,NSW,3571,4,31
1102103,462,1004,18171,5,49,NSW,5663,5,48
1110901,959,1163,36139,10,97,NSW,11118,10,95
1121612,590,1029,22151,6,60,NSW,6652,6,57
1121802,719,995,16646,5,45,NSW,5257,5,45
1122107,813,902,5274,2,15,NSW,1871,2,16
1170302,660,1077,29543,8,79,NSW,8860,8,76
1171110,249,1040,23942,7,64,NSW,7146,7,61
1111307,93,905,5493,2,15,NSW,1937,2,17
1120413,942,1033,22854,7,62,NSW,6846,6,58
1122401,155,934,8495,3,23,NSW,2904,3,25
1152004,457,943,9493,3,26,NSW,3217,3,28
1152203,334,1037,23602,7,64,NSW,7056,6,60
1160608,449,721,485,1,2,NSW,133,1,2
1411901,496,951,10482,3,28,NSW,3504,3,30
1140607,605,1116,33507,9,90,NSW,10170,9,87
1150805,132,1107,32789,9,88,NSW,9910,9,84
1151305,453,1094,31501,9,85,NSW,9491,9,81
1151813,587,876,3544,1,10,NSW,1302,2,12
1151905,183,1072,28937,8,78,NSW,8661,8,74
1160812,828,1126,34240,10,92,NSW,10408,9,89
1160909,408,1013,19648,6,53,NSW,6055,6,52
1161812,596,1004,18198,5,49,NSW,5670,5,49
1170301,487,1037,23505,7,63,NSW,7028,6,60
1331412,463,826,1684,1,5,NSW,603,1,6
1171202,579,964,12199,4,33,NSW,4028,4,35
1180207,692,1075,29291,8,79,NSW,8782,8,75
1210405,619,932,8234,3,22,NSW,2812,3,24
1210801,324,972,13273,4,36,NSW,4331,4,37
1180211,774,1097,31792,9,85,NSW,9580,9,82
1180507,735,909,5922,2,16,NSW,2090,2,18
1180910,297,981,14554,4,39,NSW,4673,4,40
1181809,270,999,17267,5,47,NSW,5419,5,46
1332511,532,1067,28250,8,76,NSW,8466,8,72
1332911,681,914,6403,2,18,NSW,2254,2,20
1182112,619,942,9469,3,26,NSW,3208,3,28
1190312,455,896,4862,2,13,NSW,1722,2,15
1211601,689,1029,22223,6,60,NSW,6677,6,57
1191008,693,890,4407,2,12,NSW,1578,2,14
1192406,284,941,9327,3,25,NSW,3168,3,27
1201405,1009,1046,25040,7,67,NSW,7468,7,64
1272005,847,838,2005,1,6,NSW,730,1,7
1333108,599,1006,18484,5,50,NSW,5747,5,49
1211612,196,996,16839,5,45,NSW,5302,5,45
1211906,340,1035,23242,7,63,NSW,6950,6,59
1220709,423,1055,26480,8,71,NSW,7898,7,67
1221107,1043,1082,30184,9,81,NSW,9062,8,77
1221202,590,1156,35891,10,96,NSW,11022,10,94
1272208,637,1027,21920,6,59,NSW,6585,6,56
1221602,412,925,7464,2,20,NSW,2560,3,22
1222106,66,965,12269,4,33,NSW,4045,4,35
1222407,712,1084,30469,9,82,NSW,9164,8,78
1230104,203,1030,22360,6,60,NSW,6714,6,57
1231104,645,1086,30623,9,82,NSW,9204,8,78
1231702,684,1002,17803,5,48,NSW,5560,5,48
1340203,1397,979,14183,4,38,NSW,4573,4,39
1340308,493,990,15977,5,43,NSW,5056,5,43
1240202,792,1203,37139,10,100,NSW,11618,10,99
1241606,909,1089,30985,9,83,NSW,9323,8,79
1242513,649,1105,32606,9,88,NSW,9850,9,84
1242801,605,1051,25833,7,69,NSW,7698,7,66
1340504,409,981,14510,4,39,NSW,4660,4,40
1340511,506,975,13653,4,37,NSW,4430,4,38
1260209,442,1122,33966,10,91,NSW,10313,9,88
1260902,620,1237,37420,10,100,NSW,11785,10,100
1261006,867,1148,35527,10,95,NSW,10862,10,92
1261302,560,1169,36351,10,98,NSW,11212,10,95
1261503,856,1078,29724,8,80,NSW,8921,8,76
1261610,548,1190,36917,10,99,NSW,11486,10,98
1270108,568,1065,27872,8,75,NSW,8349,8,71
1271210,757,1076,29402,8,79,NSW,8817,8,75
1271609,489,970,13030,4,35,NSW,4253,4,37
1280504,993,949,10226,3,28,NSW,3434,3,30
1280508,586,849,2363,1,7,NSW,863,1,8
1280701,523,987,15398,5,42,NSW,4883,5,42
1280809,535,974,13528,4,37,NSW,4403,4,38
1281603,895,1038,23673,7,64,NSW,7073,6,60
1281612,468,1006,18490,5,50,NSW,5748,5,49
1281805,860,1079,29858,8,80,NSW,8963,8,76
1291605,819,886,4146,2,12,NSW,1492,2,13
1291811,860,1084,30374,9,82,NSW,9138,8,78
1310811,813,1187,36848,10,99,NSW,11456,10,97
1310906,588,1018,20445,6,55,NSW,6242,6,53
1340604,728,848,2314,1,7,NSW,849,1,8
1341313,1104,928,7786,3,21,NSW,2672,3,23
1311004,875,1156,35872,10,96,NSW,11015,10,94
1331107,880,940,9207,3,25,NSW,3123,3,27
1311301,1025,1197,37051,10,99,NSW,11561,10,98
1312304,856,1197,37058,10,99,NSW,11565,10,98
1331211,307,960,11636,4,32,NSW,3854,4,33
2272404,647,1004,18174,5,49,VIC,4340,5,48
1311707,653,1172,36439,10,98,NSW,11257,10,96
1311712,845,1064,27723,8,75,NSW,8296,8,71
1330404,290,1026,21791,6,59,NSW,6549,6,56
1362012,391,1059,27082,8,73,NSW,8093,7,69
1312404,425,1139,35030,10,94,NSW,10683,10,91
1312501,680,1160,36053,10,97,NSW,11090,10,94
1320303,856,1060,27110,8,73,NSW,8098,7,69
1321102,780,909,5909,2,16,NSW,2085,2,18
1330303,522,1065,27877,8,75,NSW,8353,8,71
1341909,1055,1038,23630,7,64,NSW,7064,6,60
1351410,499,880,3726,1,10,NSW,1356,2,12
1360711,966,900,5128,2,14,NSW,1822,2,16
1360812,966,1008,18857,6,51,NSW,5842,5,50
1360913,257,907,5748,2,16,NSW,2029,2,18
1361003,569,1123,33999,10,91,NSW,10324,9,88
1361505,631,926,7632,3,21,NSW,2617,3,23
1361610,621,1116,33524,9,90,NSW,10178,9,87
1362901,359,991,15996,5,43,NSW,5060,5,43
1370508,981,1139,35043,10,94,NSW,10685,10,91
1371309,549,1190,36904,10,99,NSW,11480,10,98
1380709,353,1095,31581,9,85,NSW,9517,9,81
1380904,488,835,1916,1,6,NSW,697,1,6
1381612,697,1118,33644,9,90,NSW,10219,9,87
1410410,789,1076,29383,8,79,NSW,8811,8,75
1381908,911,1163,36166,10,97,NSW,11131,10,95
1382009,572,978,14149,4,38,NSW,4562,4,39
1382303,812,1053,26062,7,70,NSW,7770,7,66
1382404,679,1174,36492,10,98,NSW,11279,10,96
1390405,544,1085,30579,9,82,NSW,9192,8,78
1390510,239,1093,31388,9,84,NSW,9453,9,81
1391211,589,1094,31565,9,85,NSW,9510,9,81
1400210,596,952,10638,3,29,NSW,3551,4,31
1400313,558,1042,24261,7,65,NSW,7252,7,62
1401110,383,1092,31320,9,84,NSW,9430,8,80
1401213,318,986,15294,5,41,NSW,4860,5,42
1412602,444,1146,35394,10,95,NSW,10804,10,92
1420102,418,1054,26336,8,71,NSW,7856,7,67
1430406,399,1020,20795,6,56,NSW,6321,6,54
1430601,372,1085,30560,9,82,NSW,9185,8,78
1440409,390,1123,34016,10,91,NSW,10333,9,88
1440810,276,1238,37423,10,100,NSW,11788,10,100
1440811,837,1223,37360,10,100,NSW,11747,10,100
2041306,320,814,1399,1,4,VIC,209,1,3
2041510,316,888,4266,2,12,VIC,792,1,9
2272206,640,1028,22109,6,60,VIC,5496,7,61
1441302,395,1190,36910,10,99,NSW,11484,10,98
1441402,781,1150,35645,10,96,NSW,10915,10,93
1441406,433,1038,23729,7,64,NSW,7089,7,61
1442307,314,1033,22878,7,62,NSW,6858,6,59
2010401,670,1000,17431,5,47,VIC,4149,5,46
2011306,197,892,4557,2,13,VIC,868,1,10
2011702,193,1063,27688,8,74,VIC,7021,8,78
2112506,850,1014,19759,6,53,VIC,4796,6,53
2020402,354,1035,23243,7,63,VIC,5787,7,64
2050909,279,953,10780,3,29,VIC,2370,3,27
2051003,60,1070,28656,8,77,VIC,7274,8,80
2110701,578,998,17165,5,46,VIC,4075,5,45
2113004,563,898,4967,2,14,VIC,962,2,11
2121111,544,944,9617,3,26,VIC,2074,3,23
2021405,286,1093,31427,9,84,VIC,7938,9,88
2030306,360,978,14067,4,38,VIC,3238,4,36
2032208,357,893,4576,2,13,VIC,876,1,10
2060206,269,1073,29024,8,78,VIC,7363,9,81
2060705,487,919,6913,2,19,VIC,1405,2,16
2070312,148,983,14810,4,40,VIC,3437,4,38
2070603,401,849,2367,1,7,VIC,393,1,5
2082110,397,920,6956,2,19,VIC,1420,2,16
2272410,453,1039,23798,7,64,VIC,5955,7,66
2081108,156,969,12861,4,35,VIC,2924,4,33
2081403,916,1011,19277,6,52,VIC,4652,6,52
2081708,660,927,7731,3,21,VIC,1630,2,18
2090101,105,1039,23831,7,64,VIC,5967,7,66
2090209,248,923,7291,2,20,VIC,1513,2,17
2090307,158,1023,21237,6,57,VIC,5253,6,58
2150112,384,995,16735,5,45,VIC,3964,5,44
2090706,281,1069,28494,8,77,VIC,7223,8,80
2092510,147,1108,32855,9,88,VIC,8262,10,91
2101112,423,1053,26149,7,70,VIC,6612,8,73
2101401,421,1043,24516,7,66,VIC,6163,7,68
2110506,451,967,12609,4,34,VIC,2860,4,32
2111006,434,963,12028,4,33,VIC,2706,3,30
2121303,739,945,9724,3,26,VIC,2109,3,24
2130717,599,1034,23085,7,62,VIC,5742,7,64
2131104,471,893,4628,2,13,VIC,884,1,10
2131213,575,961,11765,4,32,VIC,2631,3,29
2140308,914,1018,20371,6,55,VIC,4964,6,55
2141428,448,1002,17766,5,48,VIC,4243,5,47
2141602,701,1018,20329,6,55,VIC,4955,6,55
2151013,802,993,16394,5,44,VIC,3863,5,43
2151309,246,1018,20476,6,55,VIC,4999,6,55
2151402,393,1160,36052,10,97,VIC,8922,10,99
2151501,348,985,15089,5,41,VIC,3523,4,39
2160204,848,986,15335,5,41,VIC,3593,4,40
2160903,583,919,6900,2,19,VIC,1401,2,16
2161302,657,1005,18284,5,49,VIC,4371,5,49
2211511,321,930,8019,3,22,VIC,1704,2,19
2161809,716,1158,35959,10,96,VIC,8908,10,98
2180108,630,862,2831,1,8,VIC,497,1,6
2181011,290,1083,30358,9,82,VIC,7685,9,85
2190920,307,1082,30226,9,81,VIC,7655,9,85
2191506,766,1007,18559,5,50,VIC,4454,5,49
2220903,560,882,3879,2,11,VIC,708,1,8
2192101,380,1004,18063,5,49,VIC,4313,5,48
2200110,224,996,16817,5,45,VIC,3990,5,44
2200404,251,1080,29917,8,80,VIC,7577,9,84
2200804,388,961,11835,4,32,VIC,2650,3,30
2200917,263,1068,28311,8,76,VIC,7175,8,79
2211114,302,1127,34283,10,92,VIC,8576,10,95
2260308,553,909,5875,2,16,VIC,1164,2,13
2212206,692,1145,35336,10,95,VIC,8793,10,97
2212207,807,1174,36496,10,98,VIC,9007,10,100
2212212,503,1157,35926,10,96,VIC,8903,10,98
2212315,826,1198,37061,10,99,VIC,9076,10,100
2220601,496,1040,24039,7,65,VIC,6022,7,67
2220704,688,923,7288,2,20,VIC,1511,2,17
2261105,414,1001,17572,5,47,VIC,4186,5,47
2221408,811,950,10355,3,28,VIC,2258,3,25
2230311,757,1047,25223,7,68,VIC,6363,7,70
2230405,616,1019,20606,6,56,VIC,5043,6,56
2231702,793,915,6456,2,18,VIC,1306,2,15
2240111,560,1064,27791,8,75,VIC,7051,8,78
2240507,425,939,8983,3,24,VIC,1917,3,22
2240603,618,981,14571,4,39,VIC,3369,4,38
2240812,350,998,17219,5,46,VIC,4091,5,45
2270103,555,1071,28755,8,77,VIC,7300,9,81
2241003,433,1117,33606,9,90,VIC,8418,10,93
2241004,1019,1030,22400,6,60,VIC,5561,7,62
2241407,901,1079,29805,8,80,VIC,7551,9,84
2241602,413,1034,23061,7,62,VIC,5735,7,64
2251709,492,1072,28901,8,78,VIC,7339,9,81
2252014,741,1080,29892,8,80,VIC,7572,9,84
2252104,828,996,16784,5,45,VIC,3977,5,44
2273201,683,1071,28771,8,77,VIC,7305,9,81
2280207,219,976,13870,4,38,VIC,3179,4,35
2281106,302,1050,25581,7,69,VIC,6466,8,72
2281805,326,1010,19106,6,52,VIC,4609,6,51
2290303,664,1005,18309,5,49,VIC,4380,5,49
2290704,362,1035,23231,7,63,VIC,5783,7,64
2290912,347,834,1899,1,6,VIC,298,1,4
2291903,173,1094,31539,9,85,VIC,7957,9,88
2292402,458,563,90,1,1,VIC,19,1,1
2292406,227,1104,32433,9,87,VIC,8157,9,90
2301607,762,1008,18781,6,51,VIC,4519,5,50
2301908,515,940,9106,3,25,VIC,1946,3,22
2310502,670,1033,22903,7,62,VIC,5697,7,63
3011614,787,1074,29189,8,78,QLD,5739,8,77
3012311,175,951,10588,3,29,QLD,2001,3,27
2320304,744,1021,20948,6,56,VIC,5160,6,57
2321102,852,934,8454,3,23,VIC,1800,2,20
2321110,648,926,7651,3,21,VIC,1612,2,18
2340407,668,920,7001,2,19,VIC,1435,2,16
2341017,324,1234,37411,10,100,VIC,9094,10,100
2341706,885,1043,24418,7,66,VIC,6126,7,68
3020504,62,1060,27203,8,73,QLD,5356,8,72
2272705,278,1025,21538,6,58,VIC,5324,6,59
2341721,781,1187,36860,10,99,VIC,9053,10,100
2350705,611,1025,21612,6,58,VIC,5350,6,59
2350801,468,1046,24988,7,67,VIC,6300,7,70
2352002,772,1070,28554,8,77,VIC,7242,8,80
2360408,524,1078,29640,8,80,VIC,7512,9,83
2361201,931,1041,24222,7,65,VIC,6066,7,67
2361304,316,966,12477,4,34,VIC,2825,4,32
2361612,498,953,10723,3,29,VIC,2356,3,26
2361705,264,1047,25242,7,68,VIC,6367,7,70
2273008,268,1154,35807,10,96,VIC,8883,10,98
2370904,573,1097,31827,9,85,VIC,8025,9,89
2371211,581,955,11059,3,30,VIC,2444,3,27
2371401,421,880,3788,2,11,VIC,686,1,8
2380712,438,1150,35639,10,96,VIC,8851,10,98
2380802,405,879,3690,1,10,VIC,665,1,8
2381105,652,1041,24197,7,65,VIC,6060,7,67
3042809,231,1030,22379,6,60,QLD,4429,6,60
3042810,350,1001,17691,5,48,QLD,3411,5,46
2381303,570,1075,29338,8,79,VIC,7423,9,82
3011314,169,803,1199,1,4,QLD,148,1,2
3011506,632,921,7091,2,19,QLD,1249,2,17
3011512,1184,1038,23754,7,64,QLD,4706,7,64
3050202,540,935,8640,3,24,QLD,1593,3,22
3050408,107,964,12127,4,33,QLD,2301,4,31
3021201,57,1072,28973,8,78,QLD,5689,8,77
3021704,168,1068,28371,8,76,QLD,5573,8,75
3030507,350,1038,23660,7,64,QLD,4695,7,63
3030902,62,1050,25649,7,69,QLD,5059,7,68
3040112,503,975,13640,4,37,QLD,2601,4,35
3040302,332,1001,17702,5,48,QLD,3415,5,46
3040703,934,1056,26667,8,72,QLD,5250,8,71
3040813,1112,1118,33671,9,90,QLD,6691,9,90
3041302,206,1009,18926,6,51,QLD,3674,5,50
3041412,459,1141,35135,10,94,QLD,7007,10,94
3051208,885,1101,32175,9,86,QLD,6379,9,86
3051216,349,1135,34784,10,93,QLD,6924,10,93
3051306,776,1065,27972,8,75,QLD,5491,8,74
3051513,773,975,13746,4,37,QLD,2622,4,36
2070207,339,886,4129,2,12,VIC,766,1,9
3041502,1982,541,59,1,1,QLD,3,1,1
3042501,593,944,9641,3,26,QLD,1798,3,25
2280205,447,971,13146,4,36,VIC,2985,4,33
3051904,299,895,4764,2,13,QLD,799,2,11
3052103,263,986,15296,5,41,QLD,2938,4,40
3052412,400,1106,32630,9,88,QLD,6471,9,87
3060302,585,1004,18145,5,49,QLD,3519,5,48
3060502,640,1055,26451,8,71,QLD,5211,7,70
2281108,655,1018,20340,6,55,VIC,4959,6,55
3061905,795,1001,17625,5,48,QLD,3395,5,46
3062016,275,1056,26661,8,72,QLD,5249,8,71
3070902,558,1003,17878,5,48,QLD,3460,5,47
3071108,571,1005,18256,5,49,QLD,3544,5,48
3071911,550,957,11218,3,30,QLD,2123,3,29
3080309,104,859,2707,1,8,QLD,402,1,6
3080601,111,1039,23787,7,64,QLD,4714,7,64
3080607,215,1064,27697,8,74,QLD,5453,8,74
3081701,704,1039,23918,7,64,QLD,4740,7,64
3090709,552,934,8519,3,23,QLD,1557,3,21
3100401,407,973,13328,4,36,QLD,2545,4,35
3100604,110,838,2022,1,6,QLD,282,1,4
3101301,523,1037,23552,7,63,QLD,4668,7,63
3101316,314,972,13312,4,36,QLD,2541,4,35
3110926,1017,1052,26016,7,70,QLD,5132,7,69
3111007,276,975,13703,4,37,QLD,2616,4,36
3101402,143,990,15975,5,43,QLD,3073,5,42
3101701,180,1035,23151,7,62,QLD,4593,7,62
3111336,897,1133,34664,10,93,QLD,6900,10,93
3101901,634,1109,32948,9,88,QLD,6538,9,88
3102103,1299,1002,17760,5,48,QLD,3432,5,47
