cd_code_06,usual_resident_population_,irsd_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
4102112,510,1058,26114,7,70,SA ,2457,8,78
4102210,487,1065,27291,8,73,SA ,2550,9,81
4110211,500,844,2280,1,7,SA ,319,2,11
4111005,561,938,8244,3,23,SA ,896,3,29
4111811,174,1019,19223,6,52,SA ,1914,7,61
4120303,160,952,9673,3,26,SA ,1025,4,33
4121005,370,986,13951,4,38,SA ,1466,5,47
4121408,391,1109,33792,10,91,SA ,3027,10,96
4121605,915,1121,35064,10,94,SA ,3085,10,98
4130108,639,1081,30018,9,81,SA ,2765,9,87
4130407,623,1041,23092,7,62,SA ,2208,7,70
4130604,575,912,5878,2,16,SA ,646,3,21
4130605,426,938,8251,3,23,SA ,898,3,29
4140709,303,811,1474,1,4,SA ,224,1,8
4140711,498,795,1209,1,4,SA ,181,1,6
4140802,528,760,825,1,3,SA ,127,1,4
5010344,41,406,38,1,1,WA ,19,1,1
5010505,675,1080,29863,8,80,WA ,3034,8,77
5031701,528,1065,27335,8,73,WA ,2721,7,69
5010699,60,966,11424,4,31,WA ,1031,3,26
5021903,78,932,7604,3,21,WA ,654,2,17
4130703,590,1004,16746,5,45,SA ,1706,6,54
5022312,761,1052,25102,7,68,WA ,2463,7,62
5022504,546,911,5820,2,16,WA ,496,2,13
5030115,1059,1102,32963,9,88,WA ,3431,9,87
5030125,375,1144,36726,10,99,WA ,3908,10,99
5030314,741,1129,35732,10,96,WA ,3801,10,96
5030435,592,1051,24893,7,67,WA ,2442,7,62
5030901,809,1108,33703,9,90,WA ,3534,9,89
5030902,479,1080,29827,8,80,WA ,3029,8,77
5031217,542,1115,34537,10,93,WA ,3638,10,92
5031410,502,1093,31704,9,85,WA ,3281,9,83
5031514,363,1113,34284,10,92,WA ,3610,10,91
2321806,662,977,12848,4,35,VIC,2690,3,30
5031909,798,944,8767,3,24,WA ,755,2,19
5032017,432,946,9024,3,25,WA ,787,2,20
5040204,463,1078,29423,8,79,WA ,2986,8,76
5040602,123,893,4561,2,13,WA ,388,1,10
5041408,296,984,13715,4,37,WA ,1263,4,32
5041704,256,1046,23970,7,64,WA ,2337,6,59
5043103,190,1014,18313,5,49,WA ,1744,5,44
5070611,583,1052,25032,7,67,WA ,2455,7,62
5043303,568,931,7496,3,21,WA ,652,2,17
5050402,700,1073,28600,8,77,WA ,2879,8,73
5060608,401,1020,19428,6,52,WA ,1843,5,47
5061301,409,1039,22676,7,61,WA ,2209,6,56
5061515,457,885,4062,2,11,WA ,346,1,9
5070710,889,1106,33422,9,90,WA ,3498,9,88
5061620,202,1061,26604,8,72,WA ,2625,7,66
5070101,369,1042,23322,7,63,WA ,2268,6,57
5071816,987,1076,29132,8,78,WA ,2951,8,75
5080615,640,1035,21992,6,59,WA ,2132,6,54
5070116,433,1077,29362,8,79,WA ,2979,8,75
5081707,383,1107,33608,9,90,WA ,3523,9,89
5081903,454,877,3655,1,10,WA ,310,1,8
5090503,475,1138,36374,10,98,WA ,3865,10,98
5091804,865,1033,21630,6,58,WA ,2099,6,53
5092113,718,1066,27449,8,74,WA ,2731,7,69
5092614,445,1099,32542,9,87,WA ,3382,9,85
5092615,347,1071,28395,8,76,WA ,2847,8,72
5093004,498,1121,35072,10,94,WA ,3710,10,94
5111415,593,982,13444,4,36,WA ,1233,4,31
5100206,769,1153,37082,10,99,WA ,3944,10,100
5100215,396,1132,36019,10,97,WA ,3832,10,97
5100514,631,905,5361,2,15,WA ,448,2,12
5100914,252,1033,21633,6,58,WA ,2100,6,53
5101011,274,989,14479,4,39,WA ,1343,4,34
5101112,427,1041,23054,7,62,WA ,2244,6,57
5101113,430,1053,25241,7,68,WA ,2479,7,63
5101615,303,1037,22297,6,60,WA ,2169,6,55
5101714,509,1083,30279,9,81,WA ,3088,8,78
6020203,376,1015,18462,5,50,TAS,723,7,70
6020402,385,1008,17450,5,47,TAS,695,7,67
6030103,302,1018,19000,6,51,TAS,747,8,72
5111815,842,1009,17599,5,47,WA ,1669,5,42
5111820,1034,1000,16061,5,43,WA ,1514,4,39
5112115,493,857,2764,1,8,WA ,233,1,6
5120607,397,1093,31699,9,85,WA ,3280,9,83
5120708,279,985,13810,4,37,WA ,1276,4,33
5121914,243,1115,34529,10,93,WA ,3635,10,92
5130505,441,1017,18881,6,51,WA ,1794,5,46
5131606,598,1059,26312,8,71,WA ,2591,7,66
5131805,121,977,12758,4,35,WA ,1164,3,30
6040907,466,871,3363,1,9,TAS,163,2,16
6050306,758,1020,19435,6,52,TAS,760,8,73
6010401,380,1011,17934,5,48,TAS,709,7,68
7020603,638,882,3934,2,11,NT ,109,4,31
7030410,709,487,107,1,1,NT ,40,2,12
7030603,347,660,384,1,2,NT ,74,3,21
7030707,137,596,250,1,1,NT ,67,2,19
1240802,259,1080,29835,8,80,NSW,9120,8,78
1241007,897,1119,34914,10,94,NSW,10685,10,91
6010408,646,904,5298,2,15,TAS,254,3,25
6011109,527,959,10581,3,29,TAS,468,5,45
6011509,176,1115,34505,10,93,TAS,1034,10,99
6051003,636,1048,24386,7,66,TAS,879,9,85
6052105,321,954,9892,3,27,TAS,442,5,43
7010804,680,905,5409,2,15,NT ,120,4,34
7010808,296,956,10149,3,28,NT ,163,5,46
7010908,413,1128,35704,10,96,NT ,348,10,98
7020114,1028,920,6580,2,18,NT ,133,4,38
2322002,583,978,12941,4,35,VIC,2712,3,30
8010531,700,1066,27483,8,74,ACT,240,5,46
8010701,884,1083,30280,9,81,ACT,296,6,57
8020604,529,1164,37335,10,100,ACT,511,10,98
1341010,763,1079,29658,8,80,NSW,9069,8,77
8010801,766,1134,36157,10,97,ACT,463,9,89
8013202,659,1063,26992,8,73,ACT,225,5,44
8014407,341,961,10812,3,29,ACT,27,1,6
8014703,500,1086,30753,9,83,ACT,304,6,59
4131113,307,1061,26548,8,71,SA ,2486,8,79
8021101,739,1063,27021,8,73,ACT,227,5,44
8021414,912,1105,33308,9,89,ACT,370,8,71
1011410,115,1011,17896,5,48,NSW,5753,5,49
1020303,541,859,2854,1,8,NSW,1023,1,9
1020601,314,991,14714,4,40,NSW,4859,5,42
1031203,555,830,1890,1,6,NSW,684,1,6
1032011,606,1020,19404,6,52,NSW,6200,6,53
1032103,764,924,6842,2,19,NSW,2371,3,21
2301710,624,995,15317,5,41,VIC,3230,4,36
1032114,672,1035,22050,6,59,NSW,6912,6,59
1040309,138,1018,19028,6,51,NSW,6076,6,52
1041810,391,968,11661,4,32,NSW,3949,4,34
1041909,107,790,1159,1,4,NSW,407,1,4
1042002,376,874,3511,1,10,NSW,1254,2,11
1042404,228,1044,23577,7,63,NSW,7357,7,63
1050405,436,830,1903,1,6,NSW,687,1,6
1050603,160,980,13209,4,36,NSW,4409,4,38
1051207,635,977,12780,4,35,NSW,4285,4,37
1051210,641,964,11158,3,30,NSW,3799,4,33
1051502,157,1061,26676,8,72,NSW,8243,7,70
1051503,116,1021,19552,6,53,NSW,6241,6,53
1062106,569,802,1328,1,4,NSW,478,1,5
1261212,459,988,14292,4,39,NSW,4731,5,41
1052503,246,835,2024,1,6,NSW,731,1,7
1052907,164,1010,17774,5,48,NSW,5727,5,49
1060911,246,907,5514,2,15,NSW,1907,2,17
1061003,702,971,12006,4,33,NSW,4061,4,35
1061205,333,987,14116,4,38,NSW,4686,4,40
1061803,393,1053,25277,7,68,NSW,7849,7,67
1100602,444,963,11059,3,30,NSW,3777,4,32
1110309,446,937,8075,3,22,NSW,2777,3,24
1062402,744,1039,22661,7,61,NSW,7084,6,60
1071117,421,943,8711,3,24,NSW,3012,3,26
1110806,760,976,12658,4,34,NSW,4247,4,36
1281002,652,946,9020,3,25,NSW,3115,3,27
1071611,595,1002,16560,5,45,NSW,5412,5,46
1080706,357,1030,21109,6,57,NSW,6662,6,57
1080711,1013,937,8061,3,22,NSW,2769,3,24
1080802,621,1013,18270,5,49,NSW,5865,5,50
1080908,445,966,11456,4,31,NSW,3885,4,33
1200511,383,922,6706,2,18,NSW,2325,2,20
3220201,678,1062,26749,8,72,QLD,5594,8,75
1081506,563,654,365,1,1,NSW,89,1,1
1081704,367,1019,19163,6,52,NSW,6124,6,52
1090702,679,917,6303,2,17,NSW,2185,2,19
1091204,579,763,857,1,3,NSW,285,1,3
1091909,151,924,6905,2,19,NSW,2395,3,21
1092009,256,966,11362,4,31,NSW,3861,4,33
1210811,376,969,11862,4,32,NSW,4013,4,34
1092411,135,1053,25200,7,68,NSW,7826,7,67
1092503,935,1061,26531,8,71,NSW,8213,7,70
1100510,1057,993,14971,4,40,NSW,4937,5,42
3221901,338,1092,31537,9,85,QLD,6520,9,88
1120208,704,845,2317,1,7,NSW,851,1,8
1120306,120,930,7393,2,20,NSW,2560,3,22
1120510,555,968,11716,4,32,NSW,3964,4,34
1120515,946,965,11315,4,31,NSW,3844,4,33
1121112,892,1109,33743,10,91,NSW,10280,9,88
1121801,889,1099,32635,9,88,NSW,9929,9,85
1122001,702,1064,27218,8,73,NSW,8381,8,71
1130107,241,1012,18111,5,49,NSW,5818,5,50
1130906,211,1071,28409,8,76,NSW,8712,8,74
1131210,236,1092,31646,9,85,NSW,9639,9,82
1131609,233,1000,16055,5,43,NSW,5254,5,45
1140910,581,658,375,1,2,NSW,93,1,1
1141904,248,958,10447,3,28,NSW,3601,4,31
1341707,1206,896,4733,2,13,NSW,1664,2,15
1141910,289,870,3314,1,9,NSW,1192,2,11
1142503,149,1069,27989,8,75,NSW,8595,8,73
1151704,285,1078,29486,8,79,NSW,9011,8,77
1151807,602,884,4027,2,11,NSW,1436,2,13
1152102,98,1031,21319,6,57,NSW,6722,6,57
1152410,179,933,7745,3,21,NSW,2668,3,23
1152908,97,1083,30185,9,81,NSW,9221,8,79
1160302,471,941,8508,3,23,NSW,2933,3,25
1170510,409,1155,37146,10,100,NSW,11641,10,99
1211610,618,915,6158,2,17,NSW,2135,2,19
1211808,468,1025,20217,6,54,NSW,6410,6,55
1170702,592,990,14580,4,39,NSW,4813,5,41
1171503,487,872,3405,1,10,NSW,1218,2,11
1171910,423,871,3370,1,9,NSW,1209,2,11
1230404,494,1058,26005,7,70,NSW,8065,7,69
1230405,715,981,13344,4,36,NSW,4448,4,38
4012402,595,951,9589,3,26,SA ,1018,4,33
1172011,1138,1141,36575,10,98,NSW,11385,10,97
1190109,727,1064,27074,8,73,NSW,8341,8,71
1191111,517,768,899,1,3,NSW,305,1,3
1230510,704,990,14547,4,39,NSW,4803,5,41
1240409,442,1125,35452,10,95,NSW,10897,10,93
2351502,463,1128,35680,10,96,VIC,8709,10,96
1191712,825,984,13659,4,37,NSW,4545,4,39
1200305,1041,768,904,1,3,NSW,308,1,3
4111314,234,1096,32154,9,86,SA ,2918,10,92
1212011,840,1038,22518,7,61,NSW,7041,6,60
1221913,321,1035,22024,6,59,NSW,6902,6,59
1230708,912,1006,17104,5,46,NSW,5552,5,48
1222314,528,1085,30619,9,82,NSW,9356,8,80
1230111,628,1123,35306,10,95,NSW,10834,10,92
1230202,637,1074,28823,8,77,NSW,8833,8,75
4140501,418,685,453,1,2,SA ,48,1,2
1231007,901,1087,30804,9,83,NSW,9413,8,80
1231102,560,1093,31678,9,85,NSW,9651,9,82
1231812,485,909,5684,2,16,NSW,1959,2,17
1231109,721,1097,32306,9,87,NSW,9832,9,84
1231511,705,1067,27682,8,74,NSW,8511,8,73
1362906,464,1026,20489,6,55,NSW,6490,6,55
1241410,769,1119,34894,10,94,NSW,10677,10,91
1242111,274,1027,20562,6,55,NSW,6516,6,56
1242213,769,1105,33363,9,90,NSW,10138,9,86
1242615,487,1150,36993,10,99,NSW,11558,10,98
1242703,252,1119,34864,10,94,NSW,10668,10,91
1242805,782,1150,36987,10,99,NSW,11554,10,98
1243005,245,1038,22479,7,61,NSW,7032,6,60
1250104,326,1090,31309,9,84,NSW,9536,9,81
1251302,654,1152,37047,10,99,NSW,11590,10,99
1251503,769,1059,26260,8,71,NSW,8133,7,69
1251712,992,1137,36305,10,97,NSW,11263,10,96
1260303,1078,1137,36314,10,97,NSW,11268,10,96
1260705,1103,1118,34764,10,93,NSW,10628,9,90
1260801,402,1135,36186,10,97,NSW,11210,10,95
1261110,442,1136,36237,10,97,NSW,11235,10,96
1261211,754,986,13972,4,38,NSW,4636,4,40
1363203,845,1041,23097,7,62,NSW,7214,7,62
2352308,457,1115,34522,10,93,VIC,8424,10,93
1261301,535,1093,31717,9,85,NSW,9661,9,82
1261702,353,1134,36138,10,97,NSW,11191,10,95
1270801,823,927,7171,2,20,NSW,2490,3,22
1371406,864,1136,36235,10,97,NSW,11234,10,96
1271008,915,1010,17727,5,48,NSW,5714,5,49
1271416,996,1092,31578,9,85,NSW,9621,9,82
1272004,619,942,8613,3,23,NSW,2976,3,26
1280210,596,890,4374,2,12,NSW,1553,2,14
1281905,1066,1069,27970,8,75,NSW,8589,8,73
1282213,776,1125,35470,10,95,NSW,10907,10,93
1290506,689,748,724,1,2,NSW,239,1,3
1290507,530,882,3946,2,11,NSW,1408,2,12
1291113,992,1026,20451,6,55,NSW,6482,6,55
1291306,1340,1010,17781,5,48,NSW,5730,5,49
1310414,823,1042,23208,7,62,NSW,7250,7,62
1311614,268,940,8467,3,23,NSW,2918,3,25
3111605,437,1025,20293,6,55,QLD,4247,6,57
1291408,906,1129,35723,10,96,NSW,11009,10,94
1300401,699,963,10988,3,30,NSW,3748,4,32
1311705,839,1110,33902,10,91,NSW,10340,9,88
1380107,631,1069,27915,8,75,NSW,8574,8,73
1300405,822,582,233,1,1,NSW,37,1,1
1320304,1458,948,9291,3,25,NSW,3211,3,28
1380113,508,1091,31400,9,84,NSW,9568,9,82
3112617,319,944,8774,3,24,QLD,1681,3,23
1300501,681,970,11903,4,32,NSW,4028,4,35
1301106,727,1041,23085,7,62,NSW,7210,7,62
1301310,454,961,10795,3,29,NSW,3694,4,32
1301602,350,940,8430,3,23,NSW,2900,3,25
1301806,684,1043,23426,7,63,NSW,7312,7,62
1340807,484,551,192,1,1,NSW,24,1,1
1320409,762,939,8338,3,23,NSW,2866,3,25
1320810,542,892,4475,2,12,NSW,1583,2,14
1321208,686,860,2892,1,8,NSW,1041,1,9
1321302,783,643,336,1,1,NSW,76,1,1
1330309,584,1006,17108,5,46,NSW,5554,5,48
1330410,716,940,8383,3,23,NSW,2884,3,25
1331302,655,962,10949,3,30,NSW,3735,4,32
1380609,919,1052,25055,7,67,NSW,7774,7,66
1332105,513,874,3491,1,10,NSW,1246,2,11
1332603,956,1041,22997,7,62,NSW,7175,7,61
1332612,596,1059,26199,7,70,NSW,8117,7,69
1332702,739,916,6277,2,17,NSW,2177,2,19
1333106,860,1003,16606,5,45,NSW,5423,5,46
1340309,617,994,15125,5,41,NSW,4982,5,43
1340703,684,907,5522,2,15,NSW,1911,2,17
1381307,188,1068,27770,8,75,NSW,8536,8,73
1342403,1045,1059,26244,8,71,NSW,8126,7,69
1342507,662,1018,19011,6,51,NSW,6071,6,52
1350603,560,825,1755,1,5,NSW,626,1,6
1350605,723,822,1709,1,5,NSW,612,1,6
1350702,781,849,2474,1,7,NSW,907,1,8
1351510,458,987,14166,4,38,NSW,4694,4,40
1361208,714,983,13619,4,37,NSW,4535,4,39
1361305,360,1036,22250,6,60,NSW,6971,6,60
1361905,508,968,11739,4,32,NSW,3972,4,34
1362608,567,755,776,1,3,NSW,256,1,3
1362811,1214,1044,23612,7,64,NSW,7368,7,63
1390503,367,1130,35885,10,96,NSW,11092,10,94
1391406,545,1120,35007,10,94,NSW,10718,10,91
1400309,339,1068,27872,8,75,NSW,8567,8,73
1400611,591,1114,34411,10,92,NSW,10519,9,90
1400811,703,1007,17319,5,47,NSW,5604,5,48
1401604,198,969,11806,4,32,NSW,3999,4,34
1401905,398,1073,28699,8,77,NSW,8797,8,75
1402027,334,978,12931,4,35,NSW,4330,4,37
1410602,539,1116,34639,10,93,NSW,10591,9,90
1410711,443,1064,27076,8,73,NSW,8342,8,71
1410912,613,1047,24221,7,65,NSW,7532,7,64
1411510,672,992,14863,4,40,NSW,4903,5,42
1412106,812,1091,31386,9,84,NSW,9563,9,81
1412206,359,1104,33226,9,89,NSW,10097,9,86
1413304,535,709,532,1,2,NSW,160,1,2
1420810,428,1025,20314,6,55,NSW,6442,6,55
2071103,481,1022,19715,6,53,VIC,4382,5,49
1421505,595,1000,16065,5,43,NSW,5256,5,45
1421805,462,679,436,1,2,NSW,120,1,2
1430510,201,990,14555,4,39,NSW,4806,5,41
1430706,464,1138,36432,10,98,NSW,11325,10,96
1431204,466,612,281,1,1,NSW,56,1,1
1440507,524,1120,34982,10,94,NSW,10707,10,91
1441412,237,1163,37328,10,100,NSW,11738,10,100
1441602,411,1152,37076,10,99,NSW,11605,10,99
1441709,590,1076,29195,8,78,NSW,8929,8,76
1441808,308,1073,28660,8,77,NSW,8784,8,75
1442202,361,1120,34955,10,94,NSW,10698,10,91
2010402,454,955,10003,3,27,VIC,2025,3,23
2010605,765,847,2381,1,7,VIC,424,1,5
4141707,528,918,6413,2,18,SA ,708,3,23
2011812,179,1078,29414,8,79,VIC,7017,8,78
2020112,254,867,3197,1,9,VIC,608,1,7
2020204,368,959,10484,3,28,VIC,2141,3,24
2021304,291,1061,26609,8,72,VIC,6250,7,69
2030204,366,1057,25795,7,69,VIC,6010,7,67
2030406,364,1040,22806,7,61,VIC,5210,6,58
2071510,335,957,10253,3,28,VIC,2079,3,23
2080512,216,955,9992,3,27,VIC,2024,3,23
2281201,402,788,1129,1,4,VIC,159,1,2
2030810,748,1027,20647,6,56,VIC,4622,6,51
2031104,134,1015,18476,5,50,VIC,4045,5,45
2031211,814,979,13076,4,35,VIC,2748,4,31
2031906,324,1020,19397,6,52,VIC,4294,5,48
2281507,220,1114,34362,10,92,VIC,8379,10,93
5101802,345,896,4770,2,13,WA ,401,2,11
2032215,40,966,11451,4,31,VIC,2377,3,27
2040309,328,885,4085,2,11,VIC,807,1,9
2041005,244,1028,20794,6,56,VIC,4672,6,52
2070406,277,1032,21471,6,58,VIC,4839,6,54
2080513,345,1052,25085,7,67,VIC,5806,7,64
2081602,310,925,6978,2,19,VIC,1399,2,16
2090710,298,1049,24557,7,66,VIC,5674,7,63
2091606,193,996,15521,5,42,VIC,3285,4,37
5101911,253,1077,29267,8,79,WA ,2966,8,75
2070905,859,1097,32326,9,87,VIC,7832,9,87
2110912,435,1139,36474,10,98,VIC,8902,10,98
2111809,488,1069,28042,8,75,VIC,6654,8,74
2120607,667,1006,17088,5,46,VIC,3657,5,41
2190606,470,1017,18813,6,51,VIC,4141,5,46
2120609,1068,1021,19479,6,53,VIC,4312,5,48
2120910,561,965,11303,4,31,VIC,2341,3,26
2121210,452,1067,27687,8,74,VIC,6550,8,73
2130302,597,886,4125,2,12,VIC,817,1,9
2131305,921,881,3886,2,11,VIC,756,1,9
2272304,621,1076,29147,8,78,VIC,6950,8,77
2131624,643,1000,16191,5,44,VIC,3435,4,38
2140109,877,864,3044,1,9,VIC,575,1,7
2140504,959,870,3336,1,9,VIC,635,1,7
2141004,766,1001,16343,5,44,VIC,3473,4,39
2272413,468,1052,25039,7,67,VIC,5792,7,64
2141210,1103,1055,25490,7,69,VIC,5923,7,66
2150208,1093,1097,32368,9,87,VIC,7843,9,87
2150306,844,1100,32733,9,88,VIC,7958,9,88
2151007,314,1067,27703,8,74,VIC,6557,8,73
2151202,372,813,1521,1,5,VIC,237,1,3
2272506,527,1032,21494,6,58,VIC,4846,6,54
2272707,462,1025,20289,6,55,VIC,4544,5,50
2160210,673,1017,18853,6,51,VIC,4149,5,46
2160318,661,1101,32821,9,88,VIC,7986,9,88
2160502,701,1069,28068,8,75,VIC,6660,8,74
2161208,839,1101,32816,9,88,VIC,7984,9,88
2161605,1078,991,14763,4,40,VIC,3107,4,35
2170203,903,1020,19329,6,52,VIC,4271,5,47
2180101,400,866,3111,1,9,VIC,588,1,7
2190901,712,965,11207,3,30,VIC,2312,3,26
2191206,1049,1092,31640,9,85,VIC,7646,9,85
2191502,769,999,16003,5,43,VIC,3391,4,38
2191807,755,1029,20989,6,57,VIC,4720,6,52
2200607,191,974,12463,4,34,VIC,2621,3,29
2210307,655,993,14984,5,41,VIC,3154,4,35
2210704,734,1083,30294,9,81,VIC,7267,8,80
2210914,259,1077,29287,8,79,VIC,6982,8,77
2210915,285,1070,28092,8,75,VIC,6669,8,74
2220119,918,1149,36958,10,99,VIC,9017,10,100
2220202,688,963,11078,3,30,VIC,2283,3,26
2220707,276,962,10927,3,30,VIC,2246,3,25
2221101,436,1001,16285,5,44,VIC,3460,4,39
2230310,515,1072,28502,8,77,VIC,6776,8,75
2280904,487,1077,29352,8,79,VIC,7001,8,77
2240113,1062,1099,32593,9,88,VIC,7916,9,88
2240307,735,1047,24104,7,65,VIC,5556,7,62
2240415,730,1076,29187,8,78,VIC,6960,8,77
2240613,584,1032,21469,6,58,VIC,4838,6,54
2250807,702,1077,29297,8,79,VIC,6986,8,77
2251005,845,1045,23774,7,64,VIC,5463,7,61
2251203,632,1017,18840,6,51,VIC,4146,5,46
2251405,516,1089,31213,9,84,VIC,7510,9,83
2251704,896,1038,22459,6,60,VIC,5108,6,57
2252305,220,1088,31086,9,83,VIC,7473,9,83
2260201,713,1123,35287,10,95,VIC,8613,10,95
2260503,618,1126,35502,10,95,VIC,8666,10,96
2260611,416,1089,31104,9,84,VIC,7480,9,83
2260909,322,644,342,1,1,VIC,39,1,1
2261208,287,1035,21933,6,59,VIC,4977,6,55
2261401,557,1059,26333,8,71,VIC,6169,7,68
2261904,562,1106,33475,9,90,VIC,8156,9,90
2270507,379,1039,22780,7,61,VIC,5206,6,58
2272210,476,1134,36124,10,97,VIC,8808,10,97
2292205,307,646,346,1,1,VIC,40,1,1
2300301,490,930,7439,2,20,VIC,1486,2,17
2300306,443,939,8334,3,23,VIC,1705,2,19
2300403,648,956,10203,3,28,VIC,2070,3,23
2301604,570,961,10747,3,29,VIC,2201,3,25
2301906,324,906,5435,2,15,VIC,1091,2,12
2310605,297,1044,23649,7,64,VIC,5427,6,60
2311210,474,1061,26701,8,72,VIC,6280,7,70
2320610,179,1046,23967,7,64,VIC,5527,7,61
2320705,309,1029,20879,6,56,VIC,4695,6,52
2321702,471,1016,18714,5,50,VIC,4112,5,46
2330309,431,993,14966,4,40,VIC,3152,4,35
2330601,404,1027,20692,6,56,VIC,4639,6,52
2341123,643,1095,31966,9,86,VIC,7740,9,86
1350305,702,969,11791,4,32,NSW,3992,4,34
2341209,871,1110,33912,10,91,VIC,8264,10,91
2341921,732,968,11613,4,32,VIC,2417,3,27
2342417,819,1096,32222,9,87,VIC,7800,9,86
2360510,946,1107,33619,9,90,VIC,8192,10,91
2361909,158,988,14236,4,39,VIC,2999,4,33
2361913,306,866,3134,1,9,VIC,595,1,7
2362001,525,1061,26547,8,71,VIC,6233,7,69
2350301,233,1151,37028,10,99,VIC,9032,10,100
2351201,461,1130,35813,10,96,VIC,8735,10,97
2351202,578,1094,31829,9,85,VIC,7697,9,85
2351206,737,1108,33626,9,90,VIC,8194,10,91
2351504,537,1110,33878,10,91,VIC,8254,10,91
2351904,933,1107,33602,9,90,VIC,8188,10,91
2360402,665,1008,17437,5,47,VIC,3752,5,42
2370107,879,865,3075,1,9,VIC,580,1,7
4101707,302,975,12593,4,34,SA ,1327,5,42
2370813,927,914,6062,2,17,VIC,1213,2,14
2371811,441,934,7771,3,21,VIC,1576,2,18
2380502,624,1108,33697,9,90,VIC,8210,10,91
2380801,704,1100,32666,9,88,VIC,7936,9,88
2380814,433,1084,30385,9,82,VIC,7289,9,81
3010604,71,882,3911,2,11,QLD,657,1,9
3011812,512,988,14299,4,39,QLD,2888,4,39
3012307,428,902,5170,2,14,QLD,939,2,13
3050301,339,1038,22547,7,61,QLD,4750,7,64
3020204,1099,778,1003,1,3,QLD,123,1,2
3020502,230,976,12743,4,35,QLD,2533,4,34
3040605,603,942,8621,3,24,QLD,1653,3,23
3040707,435,1022,19783,6,53,QLD,4134,6,56
3040908,345,967,11521,4,31,QLD,2248,4,31
3041010,808,1035,21923,6,59,QLD,4614,7,62
3042006,371,899,5003,2,14,QLD,890,2,12
3042404,539,976,12686,4,34,QLD,2516,4,34
3142406,569,952,9741,3,27,QLD,1904,3,26
3021403,94,1070,28197,8,76,QLD,5885,8,79
3021502,429,990,14604,4,39,QLD,2969,4,40
3021808,341,922,6720,2,18,QLD,1261,2,17
3030803,406,949,9393,3,26,QLD,1836,3,25
3050805,629,1008,17398,5,47,QLD,3638,5,49
3050809,1349,998,15730,5,42,QLD,3211,5,44
3051907,484,1054,25323,7,68,QLD,5334,8,72
3052410,632,996,15438,5,42,QLD,3146,5,43
3060210,181,1011,17889,5,48,QLD,3754,6,51
3060213,326,966,11460,4,31,QLD,2236,3,30
3060314,933,1014,18385,5,50,QLD,3850,6,52
3060702,41,1066,27554,8,74,QLD,5760,8,78
3061107,670,1042,23186,7,62,QLD,4888,7,66
3161613,538,955,10045,3,27,QLD,1951,3,27
3061202,119,944,8815,3,24,QLD,1691,3,23
3070103,516,914,6053,2,17,QLD,1122,2,16
3070206,80,1026,20376,6,55,QLD,4268,6,58
3061903,489,1021,19476,6,52,QLD,4070,6,55
3062004,958,1096,32179,9,86,QLD,6636,9,89
3070515,848,1087,30856,9,83,QLD,6402,9,86
3070604,860,1054,25364,7,68,QLD,5340,8,72
3071013,448,913,6000,2,17,QLD,1112,2,15
3071208,384,870,3320,1,9,QLD,535,1,8
3071602,817,905,5382,2,15,QLD,974,2,14
3111603,221,1064,27213,8,73,QLD,5686,8,77
3071716,214,1018,18982,6,51,QLD,3967,6,54
3071806,113,920,6546,2,18,QLD,1223,2,17
3080306,497,1050,24705,7,66,QLD,5215,7,70
3080709,231,1062,26829,8,72,QLD,5608,8,76
3161709,401,905,5414,2,15,QLD,982,2,14
3081412,246,814,1543,1,5,QLD,210,1,3
3100108,766,1049,24430,7,66,QLD,5146,7,69
3100218,715,966,11416,4,31,QLD,2225,3,30
3100506,783,799,1279,1,4,QLD,165,1,3
3101206,752,859,2840,1,8,QLD,430,1,6
3110213,1066,1026,20493,6,55,QLD,4300,6,58
3110301,766,1015,18460,5,50,QLD,3862,6,52
3110603,899,961,10789,3,29,QLD,2097,3,29
3110604,594,1030,21136,6,57,QLD,4431,6,60
3110921,942,1054,25385,7,68,QLD,5343,8,72
3111101,423,960,10635,3,29,QLD,2066,3,28
3111214,414,894,4629,2,13,QLD,802,2,11
3111308,609,944,8786,3,24,QLD,1683,3,23
3111620,610,983,13647,4,37,QLD,2741,4,37
3112314,92,1086,30744,9,83,QLD,6379,9,86
3120614,855,1030,21057,6,57,QLD,4412,6,60
3121118,546,951,9599,3,26,QLD,1875,3,26
3121204,591,1030,21018,6,57,QLD,4403,6,60
3121401,204,1021,19501,6,53,QLD,4073,6,55
3121901,492,983,13603,4,37,QLD,2729,4,37
3122113,747,849,2448,1,7,QLD,353,1,5
3120321,379,1039,22784,7,61,QLD,4802,7,65
3131303,516,927,7096,2,19,QLD,1335,2,18
3141110,242,789,1141,1,4,QLD,144,1,2
3141713,403,1087,30890,9,83,QLD,6410,9,86
3141802,160,1094,31823,9,85,QLD,6570,9,89
3142006,302,1000,16098,5,43,QLD,3310,5,45
3142101,191,980,13204,4,36,QLD,2634,4,36
3142305,367,981,13379,4,36,QLD,2679,4,36
3150702,536,938,8183,3,22,QLD,1570,3,22
3150805,185,933,7718,3,21,QLD,1473,2,20
3161910,523,871,3345,1,9,QLD,539,1,8
3162413,587,1074,28812,8,77,QLD,6007,9,81
3170104,848,1051,24796,7,67,QLD,5237,8,71
