sa2_code,sa2_name,period,number_new_houses,number_new_other_residential_building,number_total_dwellings,value_new_houses_aud000,value_new_other_residential_building_aud000,value_alterations_additions_aud000,value_total_residential_building_aud000,value_non_residential_building_aud000,value_total_building_aud000,id
507031169,Bertram - Wellard (West),2011-2012,268,45,313,47781.4,6566.0,311.3,54658.8,0.0,0.0,7360
507031170,Calista,2014-2015,92,21,113,16084.1,3715.3,1419.9,21219.3,2865.9,24085.2,7361
507031170,Calista,2013-2014,16,3,19,2853.8,640.4,646.2,4140.4,1661.3,5801.7,7362
507031170,Calista,2012-2013,29,0,29,5084.7,0.0,344.5,5429.2,,,7363
507031170,Calista,2011-2012,25,0,26,4460.8,0.0,548.5,5009.2,0.0,0.0,7364
507031171,Casuarina - Wellard (East),2014-2015,56,0,56,12874.0,0.0,588.6,13462.6,0.0,13462.6,7365
507031171,Casuarina - Wellard (East),2013-2014,54,0,54,10838.8,0.0,512.0,11350.8,65.0,11415.8,7366
507041176,Bateman,2013-2014,6,0,6,2616.6,0.0,756.3,3372.9,3585.0,6957.9,7386
507031171,Casuarina - Wellard (East),2012-2013,1,0,1,253.3,0.0,602.2,855.5,,,7367
507031171,Casuarina - Wellard (East),2011-2012,6,0,6,1610.0,0.0,592.5,2202.5,0.0,0.0,7368
507041176,Bateman,2012-2013,7,0,7,2525.0,0.0,706.2,3231.2,,,7387
507031172,Hope Valley - Postans,2014-2015,0,0,0,0.0,0.0,0.0,0.0,506.0,506.0,7369
507041176,Bateman,2011-2012,8,0,8,3211.5,0.0,551.1,3762.7,0.0,0.0,7388
507031172,Hope Valley - Postans,2013-2014,0,0,0,0.0,0.0,19.9,19.9,25551.7,25571.5,7370
507041179,Bull Creek,2012-2013,3,0,3,931.6,0.0,1027.4,1959.0,,,7399
507041179,Bull Creek,2011-2012,10,0,10,3176.5,0.0,1647.0,4823.5,0.0,0.0,7400
507031172,Hope Valley - Postans,2012-2013,0,0,0,0.0,0.0,0.0,0.0,,,7371
507041180,Leeming,2014-2015,1,0,1,149.0,0.0,1702.5,1851.5,0.0,1851.5,7401
507031172,Hope Valley - Postans,2011-2012,1,0,1,167.7,0.0,0.0,167.7,0.0,0.0,7372
507041180,Leeming,2013-2014,6,0,6,1480.9,0.0,1888.2,3369.1,1005.6,4374.7,7402
507031173,Kwinana Industrial,2014-2015,0,0,0,0.0,0.0,14.7,14.7,18983.4,18998.1,7373
507031173,Kwinana Industrial,2013-2014,0,0,0,0.0,0.0,60.0,60.0,6374.6,6434.6,7374
507031173,Kwinana Industrial,2012-2013,0,0,0,0.0,0.0,538.5,538.5,,,7375
507031173,Kwinana Industrial,2011-2012,0,0,0,0.0,0.0,149.5,149.5,0.0,0.0,7376
507031174,Parmelia - Orelia,2014-2015,11,0,11,2410.3,0.0,1688.0,4098.3,16957.8,21056.1,7377
507041180,Leeming,2012-2013,8,2,10,1366.8,300.0,3098.0,4764.9,,,7403
801091105,Lyons (ACT),2013-2014,1,0,1,514.2,0.0,1579.9,2094.1,1663.0,3757.1,8778
507031174,Parmelia - Orelia,2013-2014,79,0,79,13910.5,0.0,975.5,14886.0,3971.0,18857.0,7378
507041180,Leeming,2011-2012,10,0,10,2981.3,0.0,3278.0,6259.3,0.0,0.0,7404
801091105,Lyons (ACT),2012-2013,3,24,27,1639.8,10000.0,1686.2,13326.0,0.0,13326.0,8779
507031174,Parmelia - Orelia,2012-2013,24,10,34,3954.3,1693.8,960.1,6608.2,,,7379
507041181,Melville,2014-2015,50,3,53,24683.2,797.0,7597.0,33077.2,3426.4,36503.6,7405
507031174,Parmelia - Orelia,2011-2012,15,0,15,2990.5,0.0,819.3,3809.8,0.0,0.0,7380
507041181,Melville,2013-2014,42,4,47,19495.8,900.0,6661.6,27057.3,16764.4,43821.8,7406
507041175,Applecross - Ardross,2014-2015,28,15,43,19250.6,6049.3,6826.3,32126.3,10732.2,42858.5,7381
507051186,Cooloongup,2011-2012,3,0,3,451.1,0.0,890.8,1341.9,0.0,0.0,7428
507041175,Applecross - Ardross,2013-2014,46,0,46,26336.0,0.0,3007.4,29343.4,17600.5,46944.0,7382
507051193,Warnbro,2013-2014,10,0,11,2192.8,0.0,1632.3,3825.1,26621.6,30446.7,7454
507041175,Applecross - Ardross,2012-2013,46,0,46,36714.0,0.0,5897.6,42611.6,,,7383
507051193,Warnbro,2012-2013,6,0,6,1216.3,0.0,1304.5,2520.7,,,7455
507041175,Applecross - Ardross,2011-2012,47,15,62,31917.8,5617.9,5210.1,42745.9,0.0,0.0,7384
507041176,Bateman,2014-2015,10,0,10,3377.0,0.0,851.2,4228.2,70.0,4298.2,7385
507041177,Bicton - Palmyra,2014-2015,17,28,45,13324.2,6588.8,4734.1,24647.1,6292.2,30939.4,7389
507041181,Melville,2012-2013,47,0,47,22204.4,0.0,6337.3,28541.8,,,7407
507041177,Bicton - Palmyra,2013-2014,34,4,38,13448.5,1050.0,3642.5,18141.0,439.0,18580.0,7390
507041181,Melville,2011-2012,82,7,89,36998.5,2300.0,6583.6,45882.1,0.0,0.0,7408
507041177,Bicton - Palmyra,2012-2013,28,0,28,11921.9,0.0,6088.8,18010.7,,,7391
507041183,Willagee,2012-2013,23,6,29,5595.6,1546.5,944.6,8086.7,,,7415
507041183,Willagee,2011-2012,17,2,19,4633.6,409.2,828.6,5871.3,0.0,0.0,7416
507041177,Bicton - Palmyra,2011-2012,75,2,77,37848.3,800.0,5617.0,44265.4,0.0,0.0,7392
507041184,Winthrop,2014-2015,4,0,4,1918.2,0.0,726.8,2645.0,60.0,2705.0,7417
507041178,Booragoon,2014-2015,35,3,38,20183.0,1025.0,5456.6,26664.6,1513.9,28178.5,7393
507041184,Winthrop,2013-2014,3,0,3,1072.2,0.0,956.1,2028.3,243.0,2271.3,7418
507041178,Booragoon,2013-2014,41,51,92,26109.3,22775.7,4789.5,53674.5,9769.2,63443.7,7394
507041184,Winthrop,2012-2013,4,0,4,1134.9,0.0,886.4,2021.3,,,7419
507041178,Booragoon,2012-2013,39,0,39,24353.8,0.0,5527.6,29881.4,,,7395
507041184,Winthrop,2011-2012,1,0,1,543.6,0.0,816.9,1360.5,0.0,0.0,7420
507041178,Booragoon,2011-2012,60,2,62,46048.5,741.7,4359.0,51149.2,0.0,0.0,7396
507041179,Bull Creek,2014-2015,11,0,11,3022.8,0.0,2797.8,5820.7,700.0,6520.7,7397
507041179,Bull Creek,2013-2014,12,0,12,3991.7,0.0,1411.1,5402.8,32882.5,38285.3,7398
507041182,Murdoch - Kardinya,2014-2015,24,9,33,7450.9,2063.1,1160.5,10674.5,6860.4,17534.8,7409
507051186,Cooloongup,2014-2015,5,2,7,1045.9,292.6,1035.4,2373.9,4376.2,6750.1,7425
507041182,Murdoch - Kardinya,2013-2014,13,4,17,4331.2,865.5,1486.0,6682.7,23448.0,30130.7,7410
507051186,Cooloongup,2013-2014,6,0,6,1170.0,0.0,719.6,1889.6,1200.0,3089.6,7426
507041182,Murdoch - Kardinya,2012-2013,28,0,29,7430.3,0.0,2257.9,9688.2,,,7411
507051186,Cooloongup,2012-2013,4,0,4,575.5,0.0,1049.5,1625.0,,,7427
507041182,Murdoch - Kardinya,2011-2012,18,60,78,4434.3,20000.0,1650.2,26084.5,0.0,0.0,7412
507041183,Willagee,2014-2015,7,2,9,1839.6,439.0,1120.0,3398.6,25600.0,28998.6,7413
507041183,Willagee,2013-2014,15,0,17,4418.5,0.0,997.9,5416.5,678.7,6095.2,7414
507051185,Baldivis,2014-2015,1081,19,1101,235129.9,3582.3,2666.4,241378.6,80431.6,321810.3,7421
507051185,Baldivis,2013-2014,1603,68,1673,340625.8,11172.0,2735.2,354532.9,131171.0,485704.0,7422
507051185,Baldivis,2012-2013,1175,24,1199,246383.6,3844.7,3303.2,253531.5,,,7423
507051185,Baldivis,2011-2012,908,8,916,176754.9,1530.0,2770.1,181055.0,0.0,0.0,7424
507051187,Port Kennedy,2014-2015,14,0,15,4978.9,0.0,888.4,5867.3,3993.3,9860.5,7429
508031204,Trafalgar (WA),2011-2012,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7500
507051187,Port Kennedy,2013-2014,19,0,19,4678.8,0.0,871.8,5550.6,4433.3,9983.9,7430
508041205,Broome,2014-2015,120,0,120,45508.8,0.0,3028.7,48537.5,18277.1,66814.6,7501
507051187,Port Kennedy,2012-2013,15,0,15,3826.4,0.0,908.5,4734.8,,,7431
508041205,Broome,2013-2014,119,46,166,46376.0,9871.0,5574.4,61821.4,51622.7,113444.2,7502
507051187,Port Kennedy,2011-2012,12,0,12,2677.2,0.0,746.8,3424.0,0.0,0.0,7432
507051188,Rockingham,2014-2015,59,195,254,14420.9,38361.5,2436.1,55218.5,32325.0,87543.5,7433
507051188,Rockingham,2013-2014,54,115,170,17847.2,21503.8,2760.4,42111.3,27469.4,69580.7,7434
507051188,Rockingham,2012-2013,69,26,95,19049.4,4529.3,1797.4,25376.0,,,7435
507051188,Rockingham,2011-2012,32,3,35,10280.3,844.4,1358.0,12482.7,0.0,0.0,7436
701021016,Coconut Grove,2014-2015,0,59,60,0.0,15600.0,468.8,16068.8,5761.8,21830.6,8145
507051189,Rockingham Lakes,2014-2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7437
507051193,Warnbro,2011-2012,5,0,5,1145.3,0.0,822.5,1967.8,0.0,0.0,7456
507051189,Rockingham Lakes,2013-2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7438
508041205,Broome,2012-2013,252,80,332,99618.2,21543.1,2564.4,123725.8,,,7503
507051189,Rockingham Lakes,2012-2013,0,0,0,0.0,0.0,0.0,0.0,,,7439
508041205,Broome,2011-2012,137,8,145,54975.9,2300.0,3315.2,60591.1,0.0,0.0,7504
508041206,Derby - West Kimberley,2014-2015,70,9,79,32365.3,3001.5,2170.8,37537.6,10170.1,47707.7,7505
508041206,Derby - West Kimberley,2013-2014,65,6,71,31967.0,1875.1,5303.3,39145.4,3559.3,42704.6,7506
508041206,Derby - West Kimberley,2012-2013,150,63,213,69293.7,25985.7,5029.7,100309.1,,,7507
508041206,Derby - West Kimberley,2011-2012,121,42,163,50522.4,15691.6,8948.6,75162.7,0.0,0.0,7508
507051189,Rockingham Lakes,2011-2012,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7440
507051190,Safety Bay - Shoalwater,2014-2015,51,2,53,15668.0,300.0,4136.5,20104.5,6192.3,26296.8,7441
507051190,Safety Bay - Shoalwater,2013-2014,56,25,81,15947.1,4852.5,2838.5,23638.1,2239.0,25877.1,7442
507051190,Safety Bay - Shoalwater,2012-2013,27,8,35,7151.4,1644.6,2270.5,11066.5,,,7443
507051190,Safety Bay - Shoalwater,2011-2012,30,0,30,7764.7,0.0,2016.1,9780.8,0.0,0.0,7444
508051210,Geraldton,2011-2012,29,5,34,8056.5,1200.0,2971.4,12228.0,0.0,0.0,7524
508051211,Geraldton - East,2014-2015,45,0,45,13964.2,0.0,1997.8,15962.0,16832.6,32794.5,7525
508051211,Geraldton - East,2013-2014,76,0,76,23852.0,0.0,2521.3,26373.3,6722.6,33095.9,7526
508051211,Geraldton - East,2012-2013,88,10,98,23419.8,2427.0,3139.7,28986.5,,,7527
508051211,Geraldton - East,2011-2012,67,0,67,18569.3,0.0,2701.1,21270.4,0.0,0.0,7528
508051212,Geraldton - North,2014-2015,154,0,155,49073.9,0.0,2224.2,51298.0,245.9,51543.9,7529
508051212,Geraldton - North,2013-2014,131,0,131,39670.3,0.0,1761.5,41431.8,1381.2,42812.9,7530
508051212,Geraldton - North,2012-2013,142,0,142,41833.5,0.0,1945.4,43778.9,,,7531
508051212,Geraldton - North,2011-2012,115,0,116,32778.9,0.0,2548.4,35327.3,0.0,0.0,7532
507051191,Singleton - Golden Bay - Secret Harbour,2014-2015,330,26,356,84154.9,5202.4,2534.0,91891.4,10956.0,102847.3,7445
508051214,Irwin,2011-2012,19,0,19,6218.0,0.0,1583.9,7801.9,0.0,0.0,7540
508051215,Meekatharra,2014-2015,4,0,4,1937.6,0.0,125.3,2062.9,10423.2,12486.1,7541
508051215,Meekatharra,2013-2014,7,4,11,1747.7,1055.6,29.7,2833.1,5422.4,8255.5,7542
508051215,Meekatharra,2012-2013,4,0,4,789.2,0.0,1668.1,2457.3,,,7543
508051215,Meekatharra,2011-2012,7,0,7,1799.7,0.0,96.9,1896.6,0.0,0.0,7544
508051216,Morawa,2014-2015,4,4,8,1177.7,834.9,1446.6,3459.2,2658.6,6117.8,7545
508051216,Morawa,2013-2014,13,2,15,4672.0,352.4,288.1,5312.5,5492.7,10805.2,7546
508051216,Morawa,2012-2013,14,0,14,3817.1,0.0,975.0,4792.1,,,7547
508051216,Morawa,2011-2012,14,0,14,3554.6,0.0,825.9,4380.5,0.0,0.0,7548
508051217,Northampton - Mullewa - Greenough,2014-2015,26,3,30,8366.3,1097.5,1257.6,10721.3,1644.2,12365.5,7549
508051217,Northampton - Mullewa - Greenough,2013-2014,32,0,32,9684.0,0.0,1709.0,11393.0,16039.9,27432.9,7550
508051217,Northampton - Mullewa - Greenough,2012-2013,24,0,24,7363.9,0.0,1459.6,8823.5,,,7551
508051217,Northampton - Mullewa - Greenough,2011-2012,23,0,23,6717.5,0.0,2248.7,8966.2,0.0,0.0,7552
508061218,Ashburton (WA),2014-2015,19,0,20,9999.9,0.0,2310.9,12310.8,58387.1,70697.8,7553
508061218,Ashburton (WA),2013-2014,25,103,128,10331.5,31362.4,945.7,42639.6,285240.4,327880.0,7554
508061218,Ashburton (WA),2012-2013,51,19,70,21220.2,8843.9,7204.1,37268.2,,,7555
508061218,Ashburton (WA),2011-2012,23,3,26,9286.5,1335.0,14975.3,25596.9,0.0,0.0,7556
508061219,East Pilbara,2014-2015,3,0,3,1396.0,0.0,83.9,1479.9,616.3,2096.2,7557
508061219,East Pilbara,2013-2014,57,0,57,20616.0,0.0,459.1,21075.1,57752.0,78827.1,7558
508061219,East Pilbara,2012-2013,18,0,18,6326.1,0.0,92.5,6418.6,,,7559
507051191,Singleton - Golden Bay - Secret Harbour,2013-2014,450,0,450,105737.8,0.0,1807.6,107545.3,17879.0,125424.3,7446
508061219,East Pilbara,2011-2012,4,11,15,3064.3,1405.0,872.8,5342.1,0.0,0.0,7560
701021019,Karama,2012-2013,3,0,4,545.4,0.0,2029.9,2575.2,,,8159
507051191,Singleton - Golden Bay - Secret Harbour,2012-2013,254,0,255,65005.1,0.0,2417.1,67422.2,,,7447
508061224,South Hedland,2013-2014,186,220,406,91842.3,83892.5,855.4,176590.2,50233.2,226823.4,7578
508061224,South Hedland,2012-2013,398,263,661,72915.2,119657.4,1673.1,194245.6,,,7579
507051191,Singleton - Golden Bay - Secret Harbour,2011-2012,280,0,280,62441.6,0.0,1852.8,64294.5,0.0,0.0,7448
508061224,South Hedland,2011-2012,112,147,259,46252.6,58095.3,1057.5,105405.5,0.0,0.0,7580
509011225,Albany,2014-2015,76,55,131,25371.5,10997.8,6209.0,42578.3,20023.0,62601.3,7581
509011225,Albany,2013-2014,61,16,77,17451.4,5788.2,3711.3,26950.9,28482.1,55433.0,7582
509011225,Albany,2012-2013,61,10,71,15245.8,1666.2,2515.1,19427.0,,,7583
509011225,Albany,2011-2012,57,8,65,17721.6,1200.0,2463.9,21385.5,0.0,0.0,7584
509011226,Albany Region,2014-2015,16,2,18,4189.4,275.0,767.7,5232.1,5309.1,10541.2,7585
509011226,Albany Region,2013-2014,23,0,23,6923.6,0.0,813.2,7736.8,2352.3,10089.1,7586
509011226,Albany Region,2012-2013,19,0,19,5074.5,0.0,754.2,5828.7,,,7587
509011226,Albany Region,2011-2012,20,2,22,5950.8,260.2,653.5,6864.5,0.0,0.0,7588
509011227,Bayonet Head - Lower King,2014-2015,59,0,59,14450.7,0.0,1959.1,16409.8,425.0,16834.8,7589
509011227,Bayonet Head - Lower King,2013-2014,66,0,66,17656.6,0.0,1258.6,18915.1,282.9,19198.0,7590
509011227,Bayonet Head - Lower King,2012-2013,54,2,56,12468.4,450.0,1093.2,14011.6,,,7591
509011227,Bayonet Head - Lower King,2011-2012,36,0,36,8262.6,0.0,1156.7,9419.3,0.0,0.0,7592
509011228,Denmark,2014-2015,73,0,75,22387.0,0.0,3901.8,26288.8,3318.2,29607.0,7593
509011228,Denmark,2013-2014,54,0,54,15157.7,0.0,2403.7,17561.4,3337.9,20899.2,7594
507051192,Waikiki,2014-2015,94,3,97,20598.5,692.0,1354.2,22644.7,1328.0,23972.7,7449
508031198,Boulder,2014-2015,5,0,5,826.7,0.0,1057.8,1884.5,150.0,2034.5,7473
509011228,Denmark,2012-2013,47,0,47,13178.0,0.0,1551.5,14729.5,,,7595
509011228,Denmark,2011-2012,35,0,35,10659.1,0.0,2139.4,12798.5,0.0,0.0,7596
509011229,Gnowangerup,2014-2015,10,0,12,2430.0,0.0,999.4,3429.4,3511.3,6940.7,7597
507051192,Waikiki,2013-2014,62,0,62,13080.3,0.0,2139.9,15220.2,0.0,15220.2,7450
508031198,Boulder,2013-2014,10,0,10,3270.7,0.0,1480.4,4751.1,178877.5,183628.6,7474
509011229,Gnowangerup,2013-2014,13,0,13,3621.1,0.0,889.4,4510.6,1294.7,5805.3,7598
509011229,Gnowangerup,2012-2013,14,0,14,3926.6,0.0,774.3,4700.9,,,7599
509011229,Gnowangerup,2011-2012,9,0,9,1636.5,0.0,410.9,2047.3,0.0,0.0,7600
507051192,Waikiki,2012-2013,98,23,121,20879.3,4376.2,1950.5,27206.0,,,7451
508031198,Boulder,2012-2013,4,0,4,858.6,0.0,1407.6,2266.2,,,7475
509011230,Katanning,2014-2015,3,0,3,1259.6,0.0,452.5,1712.1,8299.3,10011.4,7601
509011230,Katanning,2013-2014,5,11,16,1480.9,2674.9,1083.8,5239.6,3094.4,8334.0,7602
509011230,Katanning,2012-2013,5,2,7,1659.7,280.0,723.6,2663.3,,,7603
507051192,Waikiki,2011-2012,46,0,46,9001.7,0.0,917.1,9918.8,0.0,0.0,7452
507051193,Warnbro,2014-2015,11,3,14,3309.9,1100.0,954.6,5364.6,5333.0,10697.5,7453
509011230,Katanning,2011-2012,6,2,8,1555.4,286.0,383.5,2224.8,0.0,0.0,7604
509011231,Kojonup,2014-2015,7,0,7,2557.4,0.0,688.5,3245.8,2496.1,5742.0,7605
509011231,Kojonup,2013-2014,13,6,21,3290.4,1737.3,772.4,5800.1,332.9,6133.0,7606
509011231,Kojonup,2012-2013,11,0,11,2523.4,0.0,795.1,3318.4,,,7607
509011231,Kojonup,2011-2012,9,0,9,2049.0,0.0,1230.6,3279.6,0.0,0.0,7608
509011232,Little Grove - Elleker,2014-2015,24,6,30,7188.0,1431.1,1739.4,10358.5,494.7,10853.2,7609
509011232,Little Grove - Elleker,2013-2014,30,0,30,8344.6,0.0,1698.6,10043.2,763.0,10806.2,7610
509011232,Little Grove - Elleker,2012-2013,14,28,42,4923.3,3080.1,691.7,8695.2,,,7611
508011194,Esperance,2014-2015,78,6,85,24921.6,1000.0,2146.3,28067.9,34411.2,62479.1,7457
508031200,Kalgoorlie - North,2013-2014,25,6,31,8566.9,1851.4,2426.0,12844.4,1275.0,14119.4,7482
509011232,Little Grove - Elleker,2011-2012,11,11,22,3412.8,1122.0,1728.2,6263.0,0.0,0.0,7612
508011194,Esperance,2013-2014,84,0,85,25834.5,0.0,2079.9,27914.5,4465.1,32379.6,7458
508031200,Kalgoorlie - North,2012-2013,25,2,27,8894.9,548.2,1672.1,11115.3,,,7483
509021238,Dowerin,2011-2012,9,0,9,2818.3,0.0,553.4,3371.6,0.0,0.0,7636
509021239,Gingin - Dandaragan,2014-2015,83,0,84,24164.6,0.0,3302.4,27466.9,7776.1,35243.0,7637
509021239,Gingin - Dandaragan,2013-2014,96,0,96,27813.2,0.0,3131.1,30944.3,14909.7,45854.0,7638
509021239,Gingin - Dandaragan,2012-2013,77,0,77,19348.2,0.0,2267.4,21615.6,,,7639
509021239,Gingin - Dandaragan,2011-2012,68,0,68,16532.5,0.0,3091.7,19624.2,0.0,0.0,7640
509021240,Merredin,2014-2015,6,0,6,1114.6,0.0,252.5,1367.1,3691.1,5058.2,7641
509021240,Merredin,2013-2014,12,0,12,2943.2,0.0,219.5,3162.6,473.6,3636.2,7642
509021240,Merredin,2012-2013,5,0,5,1695.6,0.0,1113.5,2809.1,,,7643
509021240,Merredin,2011-2012,9,8,18,2048.9,2160.5,1125.8,5335.2,0.0,0.0,7644
509021241,Moora,2014-2015,13,0,13,4558.0,0.0,761.9,5319.9,1505.4,6825.3,7645
508011194,Esperance,2012-2013,65,0,67,19540.1,0.0,1160.7,20700.8,,,7459
508031200,Kalgoorlie - North,2011-2012,9,2,11,4463.6,200.0,2637.8,7301.3,0.0,0.0,7484
509021241,Moora,2013-2014,10,0,10,2863.1,0.0,796.5,3659.6,4765.2,8424.8,7646
509021241,Moora,2012-2013,15,0,15,3434.9,0.0,1030.4,4465.3,,,7647
509021241,Moora,2011-2012,17,7,24,4932.9,1729.4,746.8,7409.1,0.0,0.0,7648
509021242,Mukinbudin,2014-2015,6,0,6,1342.2,0.0,110.0,1452.2,366.9,1819.1,7649
509021242,Mukinbudin,2013-2014,5,0,5,1000.0,0.0,79.7,1079.7,555.6,1635.3,7650
509021242,Mukinbudin,2012-2013,5,0,5,1518.0,0.0,10.0,1528.0,,,7651
509021242,Mukinbudin,2011-2012,6,0,6,1364.8,0.0,363.2,1728.0,0.0,0.0,7652
508011194,Esperance,2011-2012,59,11,70,15415.6,2160.0,1405.3,18980.9,0.0,0.0,7460
508011195,Esperance Region,2014-2015,8,0,9,1916.7,0.0,442.3,2358.9,5452.3,7811.2,7461
508011195,Esperance Region,2013-2014,12,0,13,3435.6,0.0,352.2,3787.7,2515.2,6302.9,7462
508011195,Esperance Region,2012-2013,8,0,8,1125.7,0.0,351.4,1477.0,,,7463
508011195,Esperance Region,2011-2012,16,0,16,4207.3,0.0,264.1,4471.4,0.0,0.0,7464
508031201,Kalgoorlie Airport,2014-2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7485
509021245,York - Beverley,2014-2015,26,0,26,5404.8,0.0,1667.7,7072.5,1811.9,8884.4,7661
509021245,York - Beverley,2013-2014,21,7,28,5160.3,839.9,1396.7,7396.8,476.1,7873.0,7662
509021245,York - Beverley,2012-2013,25,0,25,5295.8,0.0,1601.4,6897.2,,,7663
509021245,York - Beverley,2011-2012,25,0,25,5472.3,0.0,2684.9,8157.3,0.0,0.0,7664
509031246,Brookton,2014-2015,7,0,7,1622.2,0.0,817.8,2440.1,8129.9,10570.0,7665
509031246,Brookton,2013-2014,14,2,16,3845.2,496.7,1285.4,5627.4,1512.3,7139.6,7666
509031246,Brookton,2012-2013,14,0,14,3699.6,0.0,262.4,3962.0,,,7667
509031246,Brookton,2011-2012,17,0,17,4047.8,0.0,1150.8,5198.6,0.0,0.0,7668
509031247,Kulin,2014-2015,8,0,8,2312.8,0.0,668.6,2981.3,4204.9,7186.2,7669
509031247,Kulin,2013-2014,4,0,4,632.6,0.0,696.1,1328.7,4642.3,5971.1,7670
509031247,Kulin,2012-2013,11,0,11,3078.0,0.0,492.7,3570.7,,,7671
508021196,Carnarvon,2014-2015,12,3,16,5472.1,750.0,551.5,6773.6,23203.1,29976.6,7465
508031201,Kalgoorlie Airport,2013-2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7486
509031247,Kulin,2011-2012,12,2,14,2903.8,200.0,430.9,3534.7,0.0,0.0,7672
509031248,Murray,2014-2015,8,0,8,1674.2,0.0,678.3,2352.5,1163.8,3516.3,7673
509031248,Murray,2013-2014,14,0,14,3485.8,0.0,595.4,4081.2,3406.0,7487.3,7674
509031248,Murray,2012-2013,17,10,27,3930.0,2400.0,381.9,6711.9,,,7675
509031248,Murray,2011-2012,35,0,35,7572.3,0.0,682.4,8254.7,0.0,0.0,7676
508021196,Carnarvon,2013-2014,8,2,10,2214.3,463.0,459.4,3136.7,4832.4,7969.1,7466
508031201,Kalgoorlie Airport,2012-2013,0,0,0,0.0,0.0,0.0,0.0,,,7487
601011003,Old Beach - Otago,2014-2015,61,6,67,12929.5,963.6,1086.2,14979.3,50.0,15029.3,7697
601011003,Old Beach - Otago,2013-2014,45,0,45,10045.5,0.0,1433.8,11479.3,280.0,11759.3,7698
601011003,Old Beach - Otago,2012-2013,21,4,25,4530.7,568.1,341.9,5440.7,97.0,5537.7,7699
601011003,Old Beach - Otago,2011-2012,39,2,41,9474.4,276.9,1082.0,10833.3,0.0,10833.3,7700
601021004,Bellerive - Rosny,2014-2015,8,4,13,2253.0,880.0,1678.7,4811.7,6135.7,10947.4,7701
601021004,Bellerive - Rosny,2013-2014,11,0,11,2441.4,0.0,2094.0,4535.4,38973.7,43509.1,7702
601021004,Bellerive - Rosny,2012-2013,6,0,6,1972.6,0.0,2533.8,4506.4,2263.2,6769.6,7703
601021004,Bellerive - Rosny,2011-2012,11,30,42,3625.0,4300.0,3477.5,11402.5,483.0,11885.5,7704
601021005,Cambridge,2014-2015,48,6,54,14327.5,1040.0,3556.3,18923.7,7792.0,26715.7,7705
601021005,Cambridge,2013-2014,37,0,37,9734.1,0.0,3746.9,13481.0,14767.6,28248.6,7706
601021005,Cambridge,2012-2013,19,0,19,5564.0,0.0,2964.3,8528.3,5714.0,14242.3,7707
601021005,Cambridge,2011-2012,39,0,39,10422.2,0.0,2679.6,13101.8,8805.0,21906.8,7708
601021006,Geilston Bay - Risdon,2014-2015,5,0,5,1027.0,0.0,519.1,1546.1,1576.9,3123.0,7709
508021196,Carnarvon,2012-2013,26,0,26,8402.6,0.0,967.8,9370.4,,,7467
508031201,Kalgoorlie Airport,2011-2012,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7488
508031202,Kambalda - Coolgardie - Norseman,2014-2015,7,0,7,2952.6,0.0,295.2,3247.8,15534.2,18782.0,7489
508031202,Kambalda - Coolgardie - Norseman,2013-2014,9,0,9,2411.0,0.0,236.7,2647.7,14645.7,17293.4,7490
508031202,Kambalda - Coolgardie - Norseman,2012-2013,4,0,4,1087.9,0.0,612.1,1700.0,,,7491
508031202,Kambalda - Coolgardie - Norseman,2011-2012,1,0,1,209.5,0.0,148.8,358.2,0.0,0.0,7492
601021006,Geilston Bay - Risdon,2013-2014,6,0,6,1073.0,0.0,222.0,1295.0,0.0,1295.0,7710
601021006,Geilston Bay - Risdon,2012-2013,9,0,9,1648.2,0.0,592.0,2240.2,130.0,2370.2,7711
601021006,Geilston Bay - Risdon,2011-2012,10,0,10,2121.3,0.0,372.0,2493.3,0.0,2493.3,7712
601021007,Howrah - Tranmere,2014-2015,78,2,80,21659.6,530.0,1283.6,23473.2,1140.0,24613.2,7713
601021007,Howrah - Tranmere,2013-2014,99,0,99,25149.3,0.0,1322.2,26471.5,1900.0,28371.5,7714
601021007,Howrah - Tranmere,2012-2013,29,7,37,9059.9,1320.0,1832.8,12212.7,406.0,12618.7,7715
601021007,Howrah - Tranmere,2011-2012,57,9,66,15741.3,2150.0,1987.9,19879.2,1589.0,21468.2,7716
601021008,Lindisfarne - Rose Bay,2014-2015,18,6,24,5417.9,1323.8,1471.3,8212.9,790.0,9002.9,7717
508021196,Carnarvon,2011-2012,18,6,24,4904.2,1634.7,2086.8,8625.6,0.0,0.0,7468
508021197,Exmouth,2014-2015,20,0,20,8131.1,0.0,624.0,8755.1,10497.3,19252.4,7469
508021197,Exmouth,2013-2014,15,0,15,6908.4,0.0,388.9,7297.3,8240.3,15537.6,7470
508021197,Exmouth,2012-2013,31,0,31,16898.5,0.0,995.0,17893.5,,,7471
508021197,Exmouth,2011-2012,37,28,66,17535.8,7196.9,1415.7,26148.4,0.0,0.0,7472
508031204,Trafalgar (WA),2014-2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7497
