lga_code16,copsw_2000_2999_h_0,copsw_2000_2999_h_1_15,copsw_2000_2999_h_16_24,copsw_2000_2999_h_25_34,copsw_2000_2999_h_35_39,copsw_2000_2999_h_40,copsw_2000_2999_h_41_48,copsw_2000_2999_h_49mo,copsw_2000_2999_h_ns,copsw_2000_2999_h_tot,copsw_3000mo_h_0,copsw_3000mo_h_1_15,copsw_3000mo_h_16_24,copsw_3000mo_h_25_34,copsw_3000mo_h_35_39,copsw_3000mo_h_40,copsw_3000mo_h_41_48,copsw_3000mo_h_49mo,copsw_3000mo_h_ns,copsw_3000mo_h_tot,copsw_pins_h_0,copsw_pins_h_1_15,copsw_pins_h_16_24,copsw_pins_h_25_34,copsw_pins_h_35_39,copsw_pins_h_40,copsw_pins_h_41_48,copsw_pins_h_49mo,copsw_pins_h_ns,copsw_pins_h_tot,copsw_tot_h_0,copsw_tot_h_1_15,copsw_tot_h_16_24,copsw_tot_h_25_34,copsw_tot_h_35_39,copsw_tot_h_40,copsw_tot_h_41_48,copsw_tot_h_49mo,copsw_tot_h_ns,copsw_tot_h_tot,claw_nni_h_0,claw_nni_h_1_15,claw_nni_h_16_24,claw_nni_h_25_34,claw_nni_h_35_39,claw_nni_h_40,claw_nni_h_41_48,claw_nni_h_49mo,claw_nni_h_ns,claw_nni_h_tot,claw_1_149_h_0,claw_1_149_h_1_15,claw_1_149_h_16_24,claw_1_149_h_25_34,claw_1_149_h_35_39,claw_1_149_h_40,claw_1_149_h_41_48,claw_1_149_h_49mo,claw_1_149_h_ns,claw_1_149_h_tot,claw_150_299_h_0,claw_150_299_h_1_15,claw_150_299_h_16_24,claw_150_299_h_25_34,claw_150_299_h_35_39,claw_150_299_h_40,claw_150_299_h_41_48,claw_150_299_h_49mo,claw_150_299_h_ns,claw_150_299_h_tot,claw_300_399_h_0,claw_300_399_h_1_15,claw_300_399_h_16_24,claw_300_399_h_25_34,claw_300_399_h_35_39,claw_300_399_h_40,claw_300_399_h_41_48,claw_300_399_h_49mo,claw_300_399_h_ns,claw_300_399_h_tot,claw_400_499_h_0,claw_400_499_h_1_15,claw_400_499_h_16_24,claw_400_499_h_25_34,claw_400_499_h_35_39,claw_400_499_h_40,claw_400_499_h_41_48,claw_400_499_h_49mo,claw_400_499_h_ns,claw_400_499_h_tot,claw_500_649_h_0,claw_500_649_h_1_15,claw_500_649_h_16_24,claw_500_649_h_25_34,claw_500_649_h_35_39,claw_500_649_h_40,claw_500_649_h_41_48,claw_500_649_h_49mo,claw_500_649_h_ns,claw_500_649_h_tot,claw_650_799_h_0,claw_650_799_h_1_15,claw_650_799_h_16_24,claw_650_799_h_25_34,claw_650_799_h_35_39,claw_650_799_h_40,claw_650_799_h_41_48,claw_650_799_h_49mo,claw_650_799_h_ns,claw_650_799_h_tot,claw_800_999_h_0,claw_800_999_h_1_15,claw_800_999_h_16_24,claw_800_999_h_25_34,claw_800_999_h_35_39,claw_800_999_h_40,claw_800_999_h_41_48,claw_800_999_h_49mo,claw_800_999_h_ns,claw_800_999_h_tot,claw_1000_1249_h_0,claw_1000_1249_h_1_15,claw_1000_1249_h_16_24,claw_1000_1249_h_25_34,claw_1000_1249_h_35_39,claw_1000_1249_h_40,claw_1000_1249_h_41_48,claw_1000_1249_h_49mo,claw_1000_1249_h_ns,claw_1000_1249_h_tot,claw_1250_1499_h_0,claw_1250_1499_h_1_15,claw_1250_1499_h_16_24,claw_1250_1499_h_25_34,claw_1250_1499_h_35_39,claw_1250_1499_h_40,claw_1250_1499_h_41_48,claw_1250_1499_h_49mo,claw_1250_1499_h_ns,claw_1250_1499_h_tot,claw_1500_1749_h_0,claw_1500_1749_h_1_15,claw_1500_1749_h_16_24,claw_1500_1749_h_25_34,claw_1500_1749_h_35_39,claw_1500_1749_h_40,claw_1500_1749_h_41_48,claw_1500_1749_h_49mo,claw_1500_1749_h_ns,claw_1500_1749_h_tot,claw_1750_1999_h_0,claw_1750_1999_h_1_15,claw_1750_1999_h_16_24,claw_1750_1999_h_25_34,claw_1750_1999_h_35_39,claw_1750_1999_h_40,claw_1750_1999_h_41_48,claw_1750_1999_h_49mo,claw_1750_1999_h_ns,claw_1750_1999_h_tot,claw_2000_2999_h_0,claw_2000_2999_h_1_15,claw_2000_2999_h_16_24,claw_2000_2999_h_25_34,claw_2000_2999_h_35_39,claw_2000_2999_h_40,claw_2000_2999_h_41_48,claw_2000_2999_h_49mo,claw_2000_2999_h_ns,claw_2000_2999_h_tot,claw_3000mo_h_0,claw_3000mo_h_1_15,claw_3000mo_h_16_24,claw_3000mo_h_25_34,claw_3000mo_h_35_39,claw_3000mo_h_40,claw_3000mo_h_41_48,claw_3000mo_h_49mo,claw_3000mo_h_ns,claw_3000mo_h_tot,claw_pins_h_0,claw_pins_h_1_15,claw_pins_h_16_24,claw_pins_h_25_34,claw_pins_h_35_39,claw_pins_h_40,claw_pins_h_41_48,claw_pins_h_49mo,claw_pins_h_ns,claw_pins_h_tot,claw_tot_h_0,claw_tot_h_1_15,claw_tot_h_16_24,claw_tot_h_25_34,claw_tot_h_35_39,claw_tot_h_40,claw_tot_h_41_48,claw_tot_h_49mo,claw_tot_h_ns,claw_tot_h_tot,lga_name16
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,16,Cuballing (S)
52800,4,0,0,0,0,8,10,26,3,51,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,11,32,33,25,61,112,84,40,77,18,486,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,3,3,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,14,0,0,0,3,3,0,0,3,0,20,3,0,3,6,5,3,3,3,0,24,3,0,0,0,11,5,3,3,0,26,0,0,0,3,22,22,4,11,0,58,3,0,0,0,19,7,4,4,0,40,0,0,0,0,12,8,3,5,0,25,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,3,4,6,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,6,14,11,20,21,83,42,26,39,3,262,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,Cue (S)
52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,12,9,9,4,3,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,7,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,11,13,6,6,0,0,51,Cunderdin (S)
52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,3,7,0,7,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,3,0,4,5,0,0,0,16,0,0,0,0,3,4,3,0,0,16,0,0,0,3,3,4,3,0,0,14,0,0,0,0,3,3,3,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,13,17,18,12,8,0,78,Dalwallinu (S)
52590,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,13,21,8,11,0,6,0,87,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,16,0,0,3,4,5,6,0,0,0,21,0,3,0,9,0,3,0,0,0,19,0,0,5,5,8,0,3,4,0,23,0,0,3,4,7,4,0,0,0,14,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,7,25,22,28,24,17,10,11,0,143,Dandaragan (S)
52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,20,93,100,107,66,11,14,21,5,426,0,3,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,12,0,15,3,3,0,0,0,0,0,24,3,9,13,3,0,0,0,0,0,22,7,7,8,4,8,0,0,0,0,29,0,4,4,19,7,3,0,0,0,36,0,0,3,12,11,5,4,0,0,38,0,5,3,4,13,10,7,5,0,39,3,0,0,3,7,9,0,3,0,25,0,0,4,3,0,0,6,3,0,19,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,4,4,0,9,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,11,65,37,52,43,29,25,21,3,287,Dardanup (S)
52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,54,40,42,15,17,8,17,5,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,0,0,0,0,0,0,12,4,10,3,3,0,0,0,0,0,21,0,9,9,3,0,0,0,0,0,29,0,9,9,5,5,0,0,0,0,33,3,3,3,8,3,3,3,0,0,25,0,4,4,11,5,11,3,0,0,33,0,0,0,3,6,8,3,0,0,18,0,0,0,0,0,0,3,0,0,9,0,3,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,55,44,40,19,23,17,5,0,208,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,5,0,20,Dumbleyung (S)
53080,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,7,3,9,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,5,3,3,3,30,Dundas (S)
53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,109,70,68,39,28,15,21,5,366,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,14,0,3,3,0,0,0,0,0,0,11,0,7,7,3,0,3,0,0,0,19,0,4,7,3,4,0,0,0,0,15,0,3,6,3,3,3,3,0,0,18,0,0,3,4,9,10,0,0,0,29,0,0,3,8,17,6,9,0,0,48,0,3,3,3,3,3,0,0,0,20,0,0,0,4,7,3,3,0,0,16,0,3,3,0,0,4,0,0,0,8,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,48,39,30,49,29,22,5,4,227,East Fremantle (T)
53220,5,0,3,0,4,7,13,41,0,68,0,0,0,0,0,3,0,12,0,16,0,3,0,3,0,0,0,0,0,9,29,36,20,39,53,27,30,144,5,391,0,0,3,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,3,0,7,3,0,0,0,0,15,0,3,0,3,0,0,0,6,0,11,0,0,0,4,8,9,0,11,0,32,5,0,3,0,10,16,17,30,3,82,7,0,0,0,6,9,4,32,0,66,4,0,0,0,3,6,10,38,0,60,6,5,0,0,0,0,6,39,0,62,8,0,3,0,6,3,22,74,0,113,3,3,0,0,0,0,9,41,0,62,0,0,0,0,0,0,0,3,0,3,33,30,16,28,44,55,69,279,7,551,East Pilbara (S)
53290,3,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,11,34,90,80,137,85,33,28,31,8,513,0,4,0,0,0,0,0,0,0,3,0,16,3,0,0,0,0,3,0,19,3,14,5,4,0,0,0,0,0,28,0,16,13,3,0,0,0,0,0,38,3,8,24,14,3,3,0,3,0,53,3,19,15,17,14,3,3,3,0,70,7,11,15,27,18,6,9,7,0,94,0,8,8,16,29,20,7,5,0,101,6,3,4,7,37,31,4,11,0,110,3,3,3,8,16,10,6,7,0,63,0,3,7,0,11,7,4,9,0,38,0,0,0,3,3,7,0,0,0,20,0,7,3,4,3,7,4,5,0,39,3,5,0,3,0,0,0,3,0,17,0,3,0,4,0,0,0,0,0,14,37,129,94,113,137,105,49,56,4,716,Esperance (S)
53360,7,0,0,0,3,3,8,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,20,11,29,24,21,22,28,6,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,9,3,6,3,0,0,0,0,0,0,9,0,3,4,3,3,0,0,0,0,18,3,0,0,7,4,3,0,0,0,16,0,0,3,3,4,3,0,4,0,22,0,4,0,9,5,0,0,0,0,24,0,0,0,0,11,3,4,0,0,21,0,0,0,3,0,3,0,3,0,7,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,25,15,27,35,25,5,10,0,161,Exmouth (S)
53430,3,0,3,7,9,34,29,14,0,90,0,6,3,3,5,3,6,16,0,42,3,6,7,6,8,3,0,3,6,37,124,703,540,457,458,350,190,163,46,3031,0,13,3,0,3,0,0,0,0,18,3,33,3,5,0,0,0,0,0,42,4,57,29,0,3,4,0,0,0,96,0,64,44,4,0,0,0,3,0,120,13,49,54,17,10,7,0,0,0,144,16,50,112,52,30,10,6,6,0,283,20,31,100,103,68,39,13,8,0,372,28,22,61,97,186,90,27,17,8,538,23,20,34,59,269,138,53,36,3,626,17,18,22,35,172,124,42,30,3,458,11,12,15,22,75,72,27,35,0,262,9,5,8,11,28,37,28,23,0,146,3,8,6,7,40,47,16,32,0,155,0,10,5,4,7,4,5,15,0,48,4,7,0,3,7,9,3,0,0,33,135,387,492,423,892,582,220,204,25,3351,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,5,0,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,13,0,0,0,3,3,0,0,3,0,13,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,8,11,13,16,4,8,0,64,Gnowangerup (S)
54280,3,0,0,0,5,29,31,31,0,110,0,0,0,0,3,6,0,7,0,11,0,3,0,6,6,3,0,3,0,27,66,209,158,253,216,201,143,123,29,1406,5,5,3,4,0,0,0,0,0,17,0,10,0,3,0,3,0,0,0,18,3,25,7,5,0,0,3,0,0,42,0,22,17,0,4,0,0,0,0,48,5,17,24,12,3,3,0,0,0,65,8,13,35,47,22,7,8,8,0,145,0,13,22,56,41,28,12,9,0,190,12,11,17,44,81,66,10,14,4,254,3,6,9,25,124,97,36,23,3,334,4,0,5,15,56,72,16,24,4,199,0,3,3,3,27,30,23,18,4,113,3,0,0,3,15,9,12,15,0,57,3,0,0,3,7,29,16,26,0,92,0,0,3,4,0,4,3,12,0,30,0,3,0,0,4,3,0,3,0,16,49,130,160,223,388,356,134,150,21,1618,Kalgoorlie/Boulder (C)
54310,6,4,0,0,0,23,34,34,0,110,0,0,0,0,0,3,5,3,0,15,4,0,0,3,3,5,0,3,0,24,53,129,88,136,113,141,112,157,26,954,0,5,0,0,0,3,0,0,0,11,3,12,0,0,0,0,0,0,0,12,3,18,4,0,0,0,0,0,0,26,0,7,3,3,4,0,0,0,0,21,3,8,10,3,0,0,0,0,0,30,0,9,13,8,3,11,0,0,3,58,0,0,5,16,14,17,0,3,0,67,13,3,10,24,29,19,10,8,0,116,11,10,11,18,63,47,18,22,3,200,8,4,3,17,43,41,18,47,0,178,11,9,4,7,23,28,28,32,0,142,11,0,3,6,17,23,24,34,0,117,20,5,7,5,14,32,38,74,0,202,3,10,4,0,7,17,20,62,0,129,0,0,0,3,0,3,3,8,0,15,89,90,85,107,224,249,171,291,7,1319,Karratha (C)
53800,6,0,4,0,16,31,15,15,3,88,0,0,0,0,0,0,0,3,0,6,0,7,3,6,3,3,3,0,6,29,97,289,291,366,334,280,94,159,25,1931,3,10,0,0,0,0,0,0,0,20,0,26,0,3,0,0,0,0,0,31,0,33,7,0,4,0,0,0,0,50,3,29,17,8,3,6,0,3,0,72,5,32,40,21,4,3,3,0,4,107,7,31,45,66,42,15,0,9,0,212,13,27,37,86,71,45,4,6,3,306,7,16,24,62,129,59,29,12,3,342,15,25,27,44,142,97,27,31,0,407,10,12,6,15,74,48,23,16,3,205,8,7,11,3,39,33,13,16,0,136,4,7,0,9,12,14,6,15,0,69,0,7,7,3,3,16,30,15,0,88,3,7,0,4,0,0,3,13,0,32,0,3,0,4,5,5,6,0,3,31,87,258,227,328,541,336,146,146,23,2100,Greater Geraldton (C)
53920,0,0,0,0,0,3,6,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,8,16,27,32,24,13,26,6,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,3,0,5,0,0,0,0,5,7,3,3,0,17,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,6,10,21,14,3,8,0,69,Halls Creek (S)
53990,0,0,0,0,3,3,3,3,0,20,0,0,0,0,0,0,0,3,0,3,0,3,4,0,3,0,0,0,7,19,25,132,111,157,81,51,31,32,8,620,0,0,0,0,0,0,0,0,0,5,0,11,3,0,0,0,0,0,0,19,0,27,6,4,0,0,0,0,0,32,0,19,8,3,3,3,0,0,0,40,0,15,22,11,0,0,3,0,0,53,4,22,26,17,5,3,0,3,0,77,5,11,23,24,11,6,4,0,0,87,0,3,3,17,24,14,7,3,0,79,3,8,3,5,29,18,13,4,0,80,3,0,3,3,11,19,3,0,0,42,0,0,3,5,3,6,4,5,0,24,0,6,0,0,0,0,0,7,0,18,0,5,0,0,8,10,4,6,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,15,127,115,91,94,81,34,37,0,600,Harvey (S)
53710,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,4,3,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,5,4,7,0,0,0,42,Goomalling (S)
53780,3,0,4,3,7,36,19,56,0,129,0,0,0,0,0,0,0,6,0,6,3,7,0,5,4,4,0,0,4,34,185,611,537,610,608,546,177,280,58,3606,0,18,6,0,0,0,0,0,0,32,0,54,3,0,0,3,0,0,0,61,3,82,21,12,0,5,0,0,0,124,6,80,60,7,4,5,0,5,3,181,3,57,60,22,9,3,0,3,0,164,10,51,104,71,33,13,3,4,6,297,13,34,67,92,68,45,7,5,5,338,11,24,39,72,130,77,35,9,3,409,7,21,29,54,177,122,47,24,3,482,5,3,8,24,75,57,29,22,0,222,3,10,13,8,43,41,15,21,0,142,0,0,6,3,23,18,15,12,0,74,4,5,6,3,15,16,13,16,0,77,0,3,3,3,3,3,0,7,0,22,0,6,3,3,4,3,0,0,0,27,75,442,438,370,598,407,167,131,25,2657,Gosnells (C)
54060,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,9,34,5,6,0,0,0,95,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,13,0,7,6,3,4,3,0,0,0,26,0,3,0,3,4,0,0,0,0,18,0,3,0,3,5,6,0,3,0,23,0,4,0,6,5,7,0,0,0,17,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,6,35,22,17,23,23,5,11,5,135,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,4,3,6,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,9,4,5,0,3,0,45,Jerramungup (S)
54170,11,5,4,3,18,77,42,21,0,188,0,3,6,0,0,3,3,4,0,17,3,17,18,13,12,12,7,7,8,89,276,1834,1317,1410,1077,823,263,314,102,7421,7,40,13,4,4,0,0,3,0,70,8,113,10,0,0,0,0,0,4,138,9,200,39,6,3,3,0,3,3,272,16,143,102,13,3,7,3,3,3,305,16,143,171,56,14,7,0,0,0,408,28,133,263,193,68,27,5,5,7,733,19,66,165,209,169,54,24,18,5,727,14,64,100,225,244,122,22,23,6,831,24,41,63,169,382,176,67,49,7,973,15,34,28,63,210,114,48,35,6,557,14,33,28,44,102,72,36,28,0,370,0,17,14,18,26,42,13,12,3,146,3,14,17,18,25,38,19,26,0,167,3,12,13,7,4,18,9,18,0,87,3,13,10,12,12,7,3,3,15,82,188,1077,1044,1045,1266,699,250,226,68,5864,Joondalup (C)
54200,0,0,0,7,0,16,6,6,0,38,0,5,0,0,0,0,0,4,0,10,0,3,0,0,4,0,0,3,5,18,51,413,263,320,249,131,69,78,17,1590,0,12,0,0,0,0,0,0,0,17,0,23,3,0,0,0,0,3,0,31,7,42,8,9,0,0,0,0,0,65,0,56,35,11,3,3,0,3,0,109,3,43,39,22,4,4,0,0,4,118,7,38,63,52,25,14,7,0,0,214,7,22,40,61,39,23,11,9,0,207,6,14,19,43,93,67,20,9,3,282,6,15,18,39,114,106,34,23,4,358,7,8,14,20,52,57,24,15,0,202,4,10,9,6,31,33,23,28,0,146,0,0,3,6,16,15,15,15,0,68,0,7,3,5,12,17,10,23,0,85,3,4,0,3,0,0,3,6,0,24,0,3,0,0,4,3,0,0,4,28,61,295,265,289,383,347,147,134,24,1947,Kalamunda (S)
